0.004000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.007000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0005,0.0000,0.0021,-0.0179
0.010000,0.0000,0.0000,0.0000,0.0001,0.0000,0.0014,0.1074,0.0053,-0.0451
0.014000,0.0001,0.0000,0.0000,0.0004,0.0000,0.0014,0.0000,0.0117,-0.0907
0.017001,0.0001,0.0000,0.0000,0.0007,0.0000,0.0016,0.0000,0.0185,-0.1396
0.020001,0.0001,0.0000,0.0000,0.0013,0.0000,0.0016,0.0000,0.0255,-0.1888
0.023001,0.0002,0.0000,0.0000,0.0020,0.0000,0.0016,0.0000,0.0321,-0.2358
0.026001,0.0002,0.0000,0.0000,0.0029,0.0000,0.0016,0.0000,0.0383,-0.2796
0.029001,0.0003,0.0000,0.0000,0.0039,0.0000,0.0016,0.0000,0.0436,-0.3177
0.032001,0.0003,0.0000,0.0000,0.0050,0.0000,0.0013,-0.0382,0.0481,-0.3480
0.035002,0.0003,0.0001,0.0000,0.0062,0.0001,0.0013,0.0000,0.0506,-0.3667
0.038002,0.0003,0.0001,0.0000,0.0074,0.0001,0.0009,0.0000,0.0515,-0.3727
0.041002,0.0004,0.0001,0.0000,0.0087,0.0001,0.0009,0.0000,0.0509,-0.3698
0.044002,0.0004,0.0001,0.0000,0.0098,0.0001,0.0002,0.0000,0.0468,-0.3391
0.047002,0.0004,0.0002,0.0000,0.0109,0.0002,-0.0001,-0.0363,0.0413,-0.3007
0.050002,0.0004,0.0002,0.0000,0.0117,0.0002,-0.0001,0.0000,0.0340,-0.2518
0.053003,0.0004,0.0002,0.0000,0.0124,0.0003,0.0001,0.0000,0.0265,-0.2030
0.056003,0.0004,0.0003,0.0000,0.0130,0.0003,0.0001,0.0000,0.0190,-0.1535
0.059003,0.0004,0.0003,0.0000,0.0133,0.0004,0.0000,0.0000,0.0110,-0.0999
0.062003,0.0004,0.0003,0.0000,0.0134,0.0004,0.0004,0.0402,0.0030,-0.0489
0.065003,0.0004,0.0004,0.0000,0.0134,0.0005,0.0004,0.0000,-0.0038,-0.0048
0.068003,0.0004,0.0004,0.0000,0.0132,0.0006,0.0007,0.0000,-0.0097,0.0306
0.071004,0.0004,0.0005,0.0000,0.0129,0.0006,0.0007,0.0000,-0.0145,0.0608
0.074004,0.0004,0.0005,0.0000,0.0125,0.0007,0.0006,0.0000,-0.0198,0.0951
0.077004,0.0005,0.0005,0.0000,0.0119,0.0008,0.0005,-0.0132,-0.0250,0.1284
0.080004,0.0005,0.0006,0.0000,0.0112,0.0008,0.0005,0.0000,-0.0302,0.1616
0.083004,0.0005,0.0006,0.0000,0.0104,0.0009,0.0004,-0.0107,-0.0351,0.1926
0.086004,0.0005,0.0006,0.0000,0.0095,0.0009,0.0004,0.0000,-0.0397,0.2219
0.089005,0.0005,0.0007,0.0000,0.0085,0.0010,0.0002,0.0000,-0.0442,0.2516
0.092005,0.0005,0.0007,0.0000,0.0073,0.0010,0.0002,0.0000,-0.0485,0.2791
0.095005,0.0005,0.0007,0.0000,0.0061,0.0011,0.0001,0.0000,-0.0525,0.3052
0.098005,0.0005,0.0007,0.0000,0.0048,0.0011,-0.0003,-0.0416,-0.0560,0.3297
0.101005,0.0005,0.0007,0.0000,0.0034,0.0011,-0.0003,0.0000,-0.0600,0.3559
0.104006,0.0005,0.0007,0.0000,0.0019,0.0012,-0.0005,0.0000,-0.0637,0.3819
0.107006,0.0005,0.0008,0.0000,0.0003,0.0012,-0.0005,0.0000,-0.0670,0.4044
0.110006,0.0005,0.0007,0.0000,-0.0013,0.0012,-0.0004,0.0000,-0.0688,0.4153
0.113006,0.0004,0.0007,0.0001,-0.0030,0.0012,-0.0001,0.0369,-0.0691,0.4160
0.116006,0.0004,0.0007,0.0001,-0.0046,0.0012,-0.0001,0.0000,-0.0673,0.4033
0.119006,0.0004,0.0007,0.0001,-0.0062,0.0012,0.0003,0.0000,-0.0635,0.3749
0.122007,0.0005,0.0007,0.0001,-0.0076,0.0012,0.0003,0.0000,-0.0577,0.3356
0.125007,0.0005,0.0007,0.0001,-0.0089,0.0011,0.0007,0.0000,-0.0496,0.2779
0.128007,0.0005,0.0006,0.0001,-0.0099,0.0011,0.0006,-0.0117,-0.0405,0.2164
0.131007,0.0005,0.0006,0.0001,-0.0108,0.0011,0.0006,0.0000,-0.0311,0.1531
0.134007,0.0005,0.0006,0.0001,-0.0114,0.0010,0.0002,0.0000,-0.0223,0.0962
0.137007,0.0005,0.0005,0.0001,-0.0118,0.0009,0.0002,0.0000,-0.0141,0.0421
0.140008,0.0005,0.0005,0.0001,-0.0120,0.0009,0.0001,0.0000,-0.0059,-0.0120
0.143008,0.0005,0.0005,0.0001,-0.0120,0.0008,0.0004,0.0340,0.0025,-0.0695
0.146008,0.0005,0.0004,0.0001,-0.0118,0.0008,0.0004,0.0000,0.0120,-0.1326
