SetPt	[mA]	I_m		[mA]	theta_l		[deg]	theta_c		[deg]	T_sea	[N.m]	T_acc	[N.m]	K_ff	Kp_A	Ki_A	Kp_F	Kd_F	Amp
2.791	    0		0.000	0.000	0.000	1.217	1.000	4.560	5.790	1.531	0.020	100000
3.947	   -5		0.000	0.000	0.000	0.756	1.000	4.560	5.790	1.531	0.020	100000
3.989	   -4		0.000	0.000	0.000	0.375	1.000	4.560	5.790	1.531	0.020	100000
3.970	   -5		0.000	0.000	0.000	0.353	1.000	4.560	5.790	1.531	0.020	100000
3.729	   -6		0.000	0.000	0.000	0.254	1.000	4.560	5.790	1.531	0.020	100000
3.427	   -4		0.000	0.000	0.000	0.206	1.000	4.560	5.790	1.531	0.020	100000
3.177	   -3		0.000	0.000	0.000	0.201	1.000	4.560	5.790	1.531	0.020	100000
2.900	   -3		0.000	0.000	0.000	0.167	1.000	4.560	5.790	1.531	0.020	100000
3.585	   -3		0.000	0.000	0.000	0.561	1.000	4.560	5.790	1.531	0.020	100000
3.877	   -4		0.000	0.000	0.000	0.452	1.000	4.560	5.790	1.531	0.020	100000
1.471	   -4		0.000	0.000	0.000	-0.698	1.000	4.560	5.790	1.531	0.020	100000
3.318	   -4		0.000	0.000	0.000	0.938	1.000	4.560	5.790	1.531	0.020	100000
2.926	   -4		0.000	0.000	0.000	0.129	1.000	4.560	5.790	1.531	0.020	100000
3.119	   -5		0.000	0.000	0.000	0.349	1.000	4.560	5.790	1.531	0.020	100000
1.598	   -5		0.000	0.000	0.000	-0.381	1.000	4.560	5.790	1.531	0.020	100000
2.121	   -3		0.000	0.000	0.000	0.372	1.000	4.560	5.790	1.531	0.020	100000
0.415	   -3		0.000	0.000	0.000	-0.552	1.000	4.560	5.790	1.531	0.020	100000
2.290	   -5		0.000	0.000	0.000	0.855	1.000	4.560	5.790	1.531	0.020	100000
0.461	   -2		0.000	0.000	0.000	-0.590	1.000	4.560	5.790	1.531	0.020	100000
1.656	   -3		0.000	0.000	0.000	0.562	1.000	4.560	5.790	1.531	0.020	100000
1.994	   -4		0.000	0.000	0.000	0.297	1.000	4.560	5.790	1.531	0.020	100000
2.093	   -4		0.000	0.000	0.000	0.223	1.000	4.560	5.790	1.531	0.020	100000
1.617	   -4		0.000	0.000	0.000	-0.018	1.000	4.560	5.790	1.531	0.020	100000
1.249	   -4		0.000	0.000	0.000	-0.014	1.000	4.560	5.790	1.531	0.020	100000
1.014	   -3		0.000	0.000	0.000	0.011	1.000	4.560	5.790	1.531	0.020	100000
1.845	   -2		0.000	0.000	0.000	0.454	1.000	4.560	5.790	1.531	0.020	100000
1.369	   -3		0.000	0.000	0.000	-0.041	1.000	4.560	5.790	1.531	0.020	100000
1.492	   -2		0.000	0.000	0.000	0.177	1.000	4.560	5.790	1.531	0.020	100000
-0.461	   -4		0.000	0.000	0.000	-0.716	1.000	4.560	5.790	1.531	0.020	100000
-1.172	   -3		0.000	0.000	0.000	-0.352	1.000	4.560	5.790	1.531	0.020	100000
-0.493	   -2		0.000	0.000	0.000	0.190	1.000	4.560	5.790	1.531	0.020	100000
-0.558	   -2		0.000	0.000	0.000	-0.073	1.000	4.560	5.790	1.531	0.020	100000
-0.050	   -3		0.000	0.000	0.000	0.171	1.000	4.560	5.790	1.531	0.020	100000
-1.191	   -4		0.000	0.000	0.000	-0.502	1.000	4.560	5.790	1.531	0.020	100000
-0.349	   -4		0.000	0.000	0.000	0.260	1.000	4.560	5.790	1.531	0.020	100000
0.108	   -3		0.000	0.000	0.000	0.167	1.000	4.560	5.790	1.531	0.020	100000
1.012	   -4		0.000	0.000	0.000	0.404	1.000	4.560	5.790	1.531	0.020	100000
1.055	   -5		0.000	0.000	0.000	0.111	1.000	4.560	5.790	1.531	0.020	100000
1.064	   -3		0.000	0.000	0.000	0.099	1.000	4.560	5.790	1.531	0.020	100000
0.548	   -3		0.000	0.000	0.000	-0.128	1.000	4.560	5.790	1.531	0.020	100000
0.198	   -3		0.000	0.000	0.000	-0.103	1.000	4.560	5.790	1.531	0.020	100000
1.524	   -3		0.000	0.000	0.000	0.596	1.000	4.560	5.790	1.531	0.020	100000
0.842	   -4		0.000	0.000	0.000	-0.159	1.000	4.560	5.790	1.531	0.020	100000
0.829	   -3		0.000	0.000	0.000	0.070	1.000	4.560	5.790	1.531	0.020	100000
0.326	   -3		0.000	0.000	0.000	-0.144	1.000	4.560	5.790	1.531	0.020	100000
0.533	   -3		0.000	0.000	0.000	0.119	1.000	4.560	5.790	1.531	0.020	100000
0.657	   -4		0.000	0.000	0.000	0.102	1.000	4.560	5.790	1.531	0.020	100000
1.280	   -4		0.000	0.000	0.000	0.331	1.000	4.560	5.790	1.531	0.020	100000
0.093	   -5		0.000	0.000	0.000	-0.402	1.000	4.560	5.790	1.531	0.020	100000
1.356	   -3		0.000	0.000	0.000	0.559	1.000	4.560	5.790	1.531	0.020	100000
1.643	   -4		0.000	0.000	0.000	0.247	1.000	4.560	5.790	1.531	0.020	100000
0.821	   -4		0.000	0.000	0.000	-0.210	1.000	4.560	5.790	1.531	0.020	100000
1.259	   -4		0.000	0.000	0.000	0.265	1.000	4.560	5.790	1.531	0.020	100000
0.532	   -3		0.000	0.000	0.000	-0.203	1.000	4.560	5.790	1.531	0.020	100000
0.085	   -4		0.000	0.000	0.000	-0.147	1.000	4.560	5.790	1.531	0.020	100000
-0.228	   -3		0.000	0.000	0.000	-0.129	1.000	4.560	5.790	1.531	0.020	100000
1.154	   -1		0.000	0.000	0.000	0.582	1.000	4.560	5.790	1.531	0.020	100000
0.464	   -2		0.000	0.000	0.000	-0.196	1.000	4.560	5.790	1.531	0.020	100000
-0.928	   -2		0.000	0.000	0.000	-0.565	1.000	4.560	5.790	1.531	0.020	100000
0.182	   -3		0.000	0.000	0.000	0.400	1.000	4.560	5.790	1.531	0.020	100000
0.938	   -2		0.000	0.000	0.000	0.346	1.000	4.560	5.790	1.531	0.020	100000
0.913	   -2		0.000	0.000	0.000	0.074	1.000	4.560	5.790	1.531	0.020	100000
0.421	   -1		0.000	0.000	0.000	-0.132	1.000	4.560	5.790	1.531	0.020	100000
0.567	   -3		0.000	0.000	0.000	0.102	1.000	4.560	5.790	1.531	0.020	100000
0.659	   -2		0.000	0.000	0.000	0.091	1.000	4.560	5.790	1.531	0.020	100000
0.202	   -1		0.000	0.000	0.000	-0.139	1.000	4.560	5.790	1.531	0.020	100000
0.920	   -3		0.000	0.000	0.000	0.331	1.000	4.560	5.790	1.531	0.020	100000
-1.148	   -3		0.000	0.000	0.000	-0.818	1.000	4.560	5.790	1.531	0.020	100000
1.168	   -2		0.000	0.000	0.000	0.906	1.000	4.560	5.790	1.531	0.020	100000
1.071	   -2		0.000	0.000	0.000	0.063	1.000	4.560	5.790	1.531	0.020	100000
0.513	   -3		0.000	0.000	0.000	-0.147	1.000	4.560	5.790	1.531	0.020	100000
1.175	   -3		0.000	0.000	0.000	0.335	1.000	4.560	5.790	1.531	0.020	100000
2.011	   -3		0.000	0.000	0.000	0.471	1.000	4.560	5.790	1.531	0.020	100000
-0.483	   -3		0.000	0.000	0.000	-0.905	1.000	4.560	5.790	1.531	0.020	100000
0.523	   -3		0.000	0.000	0.000	0.395	1.000	4.560	5.790	1.531	0.020	100000
1.640	   -3		0.000	0.000	0.000	0.534	1.000	4.560	5.790	1.531	0.020	100000
0.279	   -2		0.000	0.000	0.000	-0.445	1.000	4.560	5.790	1.531	0.020	100000
-0.067	   -2		0.000	0.000	0.000	-0.126	1.000	4.560	5.790	1.531	0.020	100000
0.701	   -5		0.000	0.000	0.000	0.329	1.000	4.560	5.790	1.531	0.020	100000
0.257	   -4		0.000	0.000	0.000	-0.130	1.000	4.560	5.790	1.531	0.020	100000
-0.511	   -5		0.000	0.000	0.000	-0.312	1.000	4.560	5.790	1.531	0.020	100000
0.997	   -4		0.000	0.000	0.000	0.611	1.000	4.560	5.790	1.531	0.020	100000
0.942	   -4		0.000	0.000	0.000	0.066	1.000	4.560	5.790	1.531	0.020	100000
0.948	   -4		0.000	0.000	0.000	0.088	1.000	4.560	5.790	1.531	0.020	100000
1.373	   -5		0.000	0.000	0.000	0.271	1.000	4.560	5.790	1.531	0.020	100000
1.166	   -4		0.000	0.000	0.000	0.034	1.000	4.560	5.790	1.531	0.020	100000
0.443	   -4		0.000	0.000	0.000	-0.210	1.000	4.560	5.790	1.531	0.020	100000
0.035	   -5		0.000	0.000	0.000	-0.138	1.000	4.560	5.790	1.531	0.020	100000
0.293	   -5		0.000	0.000	0.000	0.116	1.000	4.560	5.790	1.531	0.020	100000
-0.520	   -2		0.000	0.000	0.000	-0.328	1.000	4.560	5.790	1.531	0.020	100000
0.996	   -3		0.000	0.000	0.000	0.614	1.000	4.560	5.790	1.531	0.020	100000
0.502	   -2		0.000	0.000	0.000	-0.125	1.000	4.560	5.790	1.531	0.020	100000
0.658	   -4		0.000	0.000	0.000	0.113	1.000	4.560	5.790	1.531	0.020	100000
-0.307	   -4		0.000	0.000	0.000	-0.361	1.000	4.560	5.790	1.531	0.020	100000
1.109	   -3		0.000	0.000	0.000	0.590	1.000	4.560	5.790	1.531	0.020	100000
0.506	   -2		0.000	0.000	0.000	-0.163	1.000	4.560	5.790	1.531	0.020	100000
0.166	   -2		0.000	0.000	0.000	-0.103	1.000	4.560	5.790	1.531	0.020	100000
1.924	   -1		0.000	0.000	0.000	0.781	1.000	4.560	5.790	1.531	0.020	100000
0.428	   -1		0.000	0.000	0.000	-0.478	1.000	4.560	5.790	1.531	0.020	100000
1.603	   -3		0.000	0.000	0.000	0.551	1.000	4.560	5.790	1.531	0.020	100000
-0.244	   -3		0.000	0.000	0.000	-0.660	1.000	4.560	5.790	1.531	0.020	100000
-0.869	   -3		0.000	0.000	0.000	-0.295	1.000	4.560	5.790	1.531	0.020	100000
-0.702	   -5		0.000	0.000	0.000	-0.006	1.000	4.560	5.790	1.531	0.020	100000
-0.043	   -4		0.000	0.000	0.000	0.224	1.000	4.560	5.790	1.531	0.020	100000
-0.516	   -5		0.000	0.000	0.000	-0.210	1.000	4.560	5.790	1.531	0.020	100000
-1.013	   -5		0.000	0.000	0.000	-0.263	1.000	4.560	5.790	1.531	0.020	100000
0.947	   -4		0.000	0.000	0.000	0.763	1.000	4.560	5.790	1.531	0.020	100000
0.070	   -5		0.000	0.000	0.000	-0.297	1.000	4.560	5.790	1.531	0.020	100000
0.571	   -5		0.000	0.000	0.000	0.225	1.000	4.560	5.790	1.531	0.020	100000
-0.113	   -3		0.000	0.000	0.000	-0.247	1.000	4.560	5.790	1.531	0.020	100000
0.464	   -4		0.000	0.000	0.000	0.241	1.000	4.560	5.790	1.531	0.020	100000
1.290	   -2		0.000	0.000	0.000	0.402	1.000	4.560	5.790	1.531	0.020	100000
1.269	    0		0.000	0.000	0.000	0.107	1.000	4.560	5.790	1.531	0.020	100000
1.318	   -2		0.000	0.000	0.000	0.136	1.000	4.560	5.790	1.531	0.020	100000
0.730	    0		0.000	0.000	0.000	-0.137	1.000	4.560	5.790	1.531	0.020	100000
0.426	   -1		0.000	0.000	0.000	-0.066	1.000	4.560	5.790	1.531	0.020	100000
