0.004000,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000,0.0087,0.0002
0.008000,0.0000,0.0000,0.0000,0.0004,0.0000,0.0001,0.0000,0.0090,-0.0022
0.011000,0.0000,0.0000,0.0000,0.0006,0.0000,0.0003,0.0213,0.0093,-0.0056
0.015000,0.0000,0.0000,0.0000,0.0008,0.0000,0.0003,0.0000,0.0102,-0.0118
0.018001,0.0000,0.0000,0.0000,0.0011,0.0000,0.0002,-0.0000,0.0108,-0.0165
0.021001,0.0000,0.0000,0.0000,0.0013,0.0000,0.0002,0.0000,0.0113,-0.0197
0.024001,0.0000,0.0000,0.0000,0.0016,0.0000,0.0001,0.0000,0.0109,-0.0165
0.027001,0.0000,0.0000,0.0000,0.0019,0.0000,0.0002,0.0085,0.0103,-0.0130
0.030001,0.0000,0.0000,0.0000,0.0021,0.0000,0.0002,0.0000,0.0098,-0.0099
0.034002,0.0000,0.0000,0.0000,0.0023,0.0000,0.0004,0.0000,0.0101,-0.0134
0.037002,0.0001,0.0000,0.0000,0.0026,0.0000,0.0006,0.0288,0.0105,-0.0184
0.040002,0.0001,0.0000,0.0000,0.0028,0.0001,0.0006,0.0000,0.0117,-0.0274
0.043002,0.0001,0.0001,0.0000,0.0031,0.0001,0.0007,0.0000,0.0129,-0.0371
0.046002,0.0001,0.0001,0.0000,0.0035,0.0001,0.0007,0.0000,0.0141,-0.0465
0.049002,0.0001,0.0001,0.0000,0.0038,0.0001,0.0006,0.0000,0.0148,-0.0516
0.052003,0.0001,0.0001,0.0000,0.0042,0.0001,0.0007,0.0067,0.0152,-0.0558
0.055003,0.0001,0.0001,0.0000,0.0046,0.0001,0.0007,0.0000,0.0156,-0.0596
0.058003,0.0002,0.0001,0.0000,0.0049,0.0001,0.0006,0.0000,0.0157,-0.0610
0.061003,0.0002,0.0001,0.0000,0.0053,0.0002,0.0006,0.0000,0.0154,-0.0604
0.064003,0.0002,0.0001,0.0000,0.0057,0.0002,0.0004,0.0000,0.0142,-0.0521
0.067003,0.0002,0.0002,0.0000,0.0060,0.0002,0.0003,-0.0181,0.0125,-0.0408
0.070004,0.0002,0.0002,0.0000,0.0062,0.0002,0.0003,0.0000,0.0100,-0.0251
0.074004,0.0002,0.0002,0.0000,0.0064,0.0003,0.0001,0.0000,0.0070,-0.0041
0.077004,0.0002,0.0002,0.0000,0.0065,0.0003,0.0001,0.0000,0.0034,0.0196
0.080004,0.0002,0.0002,0.0000,0.0066,0.0003,0.0002,0.0000,-0.0001,0.0416
0.083004,0.0002,0.0003,0.0000,0.0065,0.0004,0.0006,0.0588,-0.0031,0.0584
0.086004,0.0002,0.0003,0.0000,0.0064,0.0004,0.0006,0.0000,-0.0042,0.0644
0.089005,0.0003,0.0003,0.0000,0.0063,0.0004,0.0008,0.0000,-0.0050,0.0670
0.092005,0.0003,0.0003,0.0000,0.0062,0.0005,0.0008,0.0000,-0.0053,0.0676
0.095005,0.0003,0.0003,0.0000,0.0060,0.0005,0.0005,0.0000,-0.0067,0.0768
0.098005,0.0003,0.0004,0.0000,0.0058,0.0005,0.0005,0.0076,-0.0081,0.0845
0.101005,0.0003,0.0004,0.0000,0.0056,0.0005,0.0005,0.0000,-0.0091,0.0902
0.104006,0.0003,0.0004,0.0000,0.0054,0.0006,0.0007,0.0246,-0.0099,0.0927
0.108006,0.0003,0.0004,0.0000,0.0052,0.0006,0.0007,0.0000,-0.0097,0.0898
0.111006,0.0004,0.0004,0.0000,0.0049,0.0006,0.0006,0.0000,-0.0098,0.0898
0.115006,0.0004,0.0004,0.0000,0.0047,0.0007,0.0004,0.0000,-0.0104,0.0938
0.118006,0.0004,0.0004,0.0000,0.0044,0.0007,0.0004,0.0000,-0.0201,0.0991
0.121006,0.0004,0.0005,0.0000,0.0039,0.0007,0.0004,0.0000,-0.0207,0.1019
0.124007,0.0004,0.0005,0.0000,0.0034,0.0007,0.0005,0.0134,-0.0209,0.1013
0.127007,0.0004,0.0005,0.0000,0.0029,0.0007,0.0005,0.0000,-0.0203,0.0963
0.132007,0.0004,0.0005,0.0000,0.0024,0.0008,0.0008,0.0000,-0.0190,0.0846
0.136007,0.0004,0.0005,0.0000,0.0020,0.0008,0.0009,0.0219,-0.0167,0.0667
0.139008,0.0005,0.0005,0.0000,0.0016,0.0008,0.0009,0.0000,-0.0135,0.0433
0.142008,0.0005,0.0005,0.0000,0.0014,0.0008,0.0008,0.0000,-0.0102,0.0204
0.145008,0.0005,0.0005,0.0000,0.0012,0.0008,0.0008,0.0000,-0.0070,-0.0025
0.148008,0.0005,0.0005,0.0000,0.0011,0.0008,0.0009,0.0000,-0.0034,-0.0292
0.151008,0.0006,0.0005,0.0000,0.0010,0.0008,0.0010,0.0051,0.0005,-0.0566
0.154008,0.0006,0.0005,0.0001,0.0011,0.0008,0.0010,0.0000,0.0044,-0.0849
0.158009,0.0006,0.0005,0.0001,0.0013,0.0008,0.0007,0.0000,0.0074,-0.1047
0.161009,0.0006,0.0005,0.0001,0.0015,0.0008,0.0005,-0.0247,0.0100,-0.1215
0.167009,0.0006,0.0005,0.0001,0.0017,0.0008,0.0005,0.0000,0.0116,-0.1330
0.171009,0.0006,0.0005,0.0001,0.0021,0.0008,0.0005,0.0000,0.0130,-0.1432
0.174010,0.0007,0.0005,0.0001,0.0024,0.0008,0.0005,0.0000,0.0142,-0.1522
0.177010,0.0007,0.0006,0.0001,0.0027,0.0008,0.0005,0.0000,0.0153,-0.1597
0.181010,0.0007,0.0006,0.0001,0.0031,0.0008,0.0005,0.0000,0.0160,-0.1656
