11800716 	11800786 	11801156 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
31950.00000 	0.00000 	-0.00153 	-0.00000 	-0.01068 	-0.09766 	0.07316 	9.91211 	-0.10474 	-0.38501 	0.24146 	0.42334 	0.56447 	103.69675 	-0.00458 	0.01221 	-0.01373 	0.02349 	0.09728 	9.93653 	-0.19189 	-0.34521 	0.23853 	0.56222 	-0.13900 	117.84808 	-0.00152 	0.00763 	0.10376 	-0.85501 	-0.17023 	9.76559 	-0.17554 	-0.42847 	0.36670 	-1.00081 	5.00023 	107.50032 	0.00000 	0.00000 	0.00000 	0.00000 	0.00000 	0.00000 	0.00000 	0.00000 	0.00000 	0.00000 	0.00000 	0.00000 	
20.00000 	1.00000 	-0.00153 	-0.00153 	-0.00916 	-0.09759 	0.07300 	9.86328 	-0.09790 	-0.38501 	0.25049 	0.42450 	0.56731 	102.72979 	-0.00610 	0.01068 	-0.01526 	0.02234 	0.14558 	9.88771 	-0.18970 	-0.34497 	0.23853 	0.84529 	-0.13257 	117.50298 	0.00001 	0.00916 	0.02136 	0.04778 	0.09743 	9.76563 	-0.16675 	-0.43042 	0.36890 	0.57167 	-0.28289 	110.09112 	0.00000 	0.00000 	0.00000 	0.00000 	0.00000 	0.00000 	0.00000 	0.00000 	0.00000 	0.00000 	0.00000 	0.00000 	
30.00000 	2.00000 	-0.00153 	-0.00153 	-0.01068 	-0.09744 	0.04843 	9.83887 	-0.10229 	-0.38965 	0.25293 	0.42345 	0.56503 	103.20517 	-0.00763 	0.00916 	-0.01679 	0.04575 	0.12050 	9.93656 	-0.19165 	-0.34741 	0.24316 	0.70036 	-0.13398 	117.66429 	0.00154 	0.01221 	-0.07935 	0.55962 	0.26780 	9.74134 	-0.16919 	-0.42603 	0.37109 	-0.21502 	2.36899 	108.82971 	0.00000 	0.00000 	0.00000 	0.00000 	0.00000 	0.00000 	0.00000 	0.00000 	0.00000 	0.00000 	0.00000 	0.00000 	
40.00000 	3.00000 	-0.00153 	-0.00000 	-0.01068 	-0.07297 	0.07269 	9.88770 	-0.09790 	-0.38745 	0.24829 	0.42252 	0.56508 	103.19905 	-0.00763 	0.01068 	-0.01678 	0.02034 	0.11974 	9.91215 	-0.19189 	-0.34277 	0.24072 	0.69601 	-0.12774 	117.65475 	-0.00303 	0.00763 	-0.10376 	0.38748 	0.21946 	9.79017 	-0.16895 	-0.43042 	0.37109 	-0.21922 	2.37314 	108.77019 	0.00000 	0.00000 	0.00000 	0.00000 	0.00000 	0.00000 	0.00000 	0.00000 	0.00000 	0.00000 	0.00000 	0.00000 	
50.00000 	4.00000 	-0.00153 	-0.00305 	-0.00610 	-0.12165 	0.07251 	9.86329 	-0.09546 	-0.38965 	0.25269 	0.42190 	0.56311 	103.19529 	-0.00457 	0.01221 	-0.03357 	0.04355 	0.14357 	9.93659 	-0.19165 	-0.34741 	0.24756 	0.69383 	-0.12066 	117.63572 	-0.00151 	0.00305 	-0.10376 	-0.07707 	0.12164 	9.79002 	-0.17554 	-0.43066 	0.36890 	-0.22190 	2.37388 	108.71057 	0.00000 	0.00000 	0.00000 	0.00000 	0.00000 	0.00000 	0.00000 	0.00000 	0.00000 	0.00000 	0.00000 	0.00000 	
60.00000 	5.00000 	-0.00305 	-0.01526 	0.01678 	-0.12077 	0.14553 	9.88773 	-0.09985 	-0.39185 	0.24829 	0.42025 	0.55430 	103.20484 	-0.00911 	0.01223 	-0.16327 	0.23760 	0.09445 	9.93671 	-0.19189 	-0.34277 	0.24072 	0.68880 	-0.11252 	117.54227 	-0.00301 	0.00916 	-0.22125 	-0.15128 	0.19436 	9.78999 	-0.16895 	-0.43262 	0.37549 	-0.22889 	2.37863 	108.58368 	0.00000 	0.00000 	0.00000 	0.00000 	0.00000 	0.00000 	0.00000 	0.00000 	0.00000 	0.00000 	0.00000 	0.00000 	
70.00000 	6.00000 	0.00920 	-0.01223 	0.41962 	-0.31352 	0.65914 	9.83899 	-0.10229 	-0.38965 	0.24829 	0.42792 	0.54557 	103.44521 	-0.01050 	0.00467 	-0.52491 	0.62837 	-0.14777 	9.88808 	-0.18750 	-0.34058 	0.24292 	0.68336 	-0.10658 	117.24157 	-0.00757 	0.00763 	-0.28382 	0.04260 	0.21883 	9.79009 	-0.16455 	-0.43042 	0.37549 	-0.23936 	2.38126 	108.42093 	0.00000 	0.00000 	0.00000 	0.00000 	0.00000 	0.00000 	0.00000 	0.00000 	0.00000 	0.00000 	0.00000 	0.00000 	
80.00000 	7.00000 	0.01695 	-0.01683 	1.19325 	-0.13971 	0.27064 	9.83891 	-0.11133 	-0.38525 	0.24609 	0.44406 	0.53073 	104.12883 	-0.00738 	0.01086 	-0.79195 	0.85001 	-0.28839 	9.88822 	-0.18726 	-0.34717 	0.24072 	0.67993 	-0.09496 	116.78792 	-0.01209 	-0.01375 	-0.27619 	0.14033 	0.16992 	9.76573 	-0.16235 	-0.43262 	0.37109 	-0.25285 	2.37271 	108.26258 	0.00000 	0.00000 	0.00000 	0.00000 	0.00000 	0.00000 	0.00000 	0.00000 	0.00000 	0.00000 	0.00000 	0.00000 	
90.00000 	8.00000 	-0.00574 	0.00777 	1.19941 	-0.02192 	-0.09595 	9.88772 	-0.11792 	-0.38989 	0.25293 	0.44914 	0.53050 	104.81611 	-0.00730 	0.01091 	-0.97204 	0.75127 	-0.16160 	9.91269 	-0.18237 	-0.34937 	0.23853 	0.67503 	-0.08596 	116.23110 	-0.01362 	-0.01376 	-0.25178 	0.28719 	0.21936 	9.79022 	-0.16016 	-0.43457 	0.37329 	-0.26485 	2.36073 	108.11831 	0.00000 	0.00000 	0.00000 	0.00000 	0.00000 	0.00000 	0.00000 	0.00000 	0.00000 	0.00000 	0.00000 	0.00000 	
