SetPt[mA]  I_m[mA] theta_l[deg]  theta_c[deg]  T_sea[N.m]  T_acc[N.m]  acc_hum[rad/s2]  acc_exo[rad/s2]  vel_hum[rad/s]  vel_exo[rad/s]
7629.634   1267   5.625  5.966  0.664  554.574  11.613  11.480  1.335  1.511
7629.634   1267   5.625  5.966  0.664  554.574  11.613  11.480  1.335  1.511
7933.988   1186   6.328  6.584  0.597  581.591  12.343  12.341  1.433  1.610
7933.988   1186   6.328  6.584  0.597  581.591  12.343  12.341  1.433  1.610
8517.667   1221   7.031  7.202  0.501  692.800  13.255  12.187  1.540  1.707
7934.645   1099   7.910  8.044  0.415  289.143  9.744  12.406  1.617  1.807
7639.410   1008   8.613  8.688  0.322  323.786  9.958  12.208  1.697  1.904
7639.410   1008   8.613  8.688  0.322  323.786  9.958  12.208  1.697  1.904
7570.513    961   9.316  9.324  0.219  380.809  9.929  11.229  1.777  1.994
7570.513    961   9.316  9.324  0.219  380.809  9.929  11.229  1.777  1.994
8563.559    908   10.195  9.970  0.009  643.646  10.202  7.527  1.858  2.054
8563.559    908   10.195  9.970  0.009  643.646  10.202  7.527  1.858  2.054
9048.564    780   11.074  10.847  -0.132  731.294  10.286  6.311  1.940  2.105
9048.564    780   11.074  10.847  -0.132  731.294  10.286  6.311  1.940  2.105
9677.149    635   12.129  11.847  -0.259  748.351  9.769  5.166  2.019  2.146
9339.530    505   13.184  12.797  -0.406  373.308  6.663  5.681  2.072  2.192
9339.530    505   13.184  12.797  -0.406  373.308  6.663  5.681  2.072  2.192
9112.759    421   14.062  13.475  -0.627  296.730  5.814  5.408  2.118  2.235
9112.759    421   14.062  13.475  -0.627  296.730  5.814  5.408  2.118  2.235
8291.273    367   14.941  14.272  -0.823  136.682  4.408  5.470  2.154  2.279
8291.273    367   14.941  14.272  -0.823  136.682  4.408  5.470  2.154  2.279
8053.010    242   15.996  15.282  -0.981  323.878  5.112  3.731  2.195  2.309
8053.010    242   15.996  15.282  -0.981  323.878  5.112  3.731  2.195  2.309
8330.108    131   17.227  16.344  -1.189  400.283  5.327  2.911  2.237  2.332
8330.108    131   17.227  16.344  -1.189  400.283  5.327  2.911  2.237  2.332
8737.004     85   18.457  17.334  -1.473  414.942  4.769  1.717  2.275  2.346
8697.535     42   19.687  18.368  -1.781  288.771  3.242  1.054  2.301  2.354
7673.929     38   20.391  19.093  -1.973  69.288  1.569  1.605  2.314  2.367
7129.831     10   25.488  23.977  -2.230  -51.422  0.860  2.269  2.321  2.385
6795.998     -9   26.367  24.707  -2.492  81.957  1.930  2.027  2.336  2.401
4330.431      8   26.367  25.422  -2.233  1.899  1.539  2.608  2.348  2.422
5750.555      8   27.070  25.422  -2.486  32.694  1.789  2.549  2.363  2.443
4892.923     13   27.773  26.137  -2.648  37.562  1.708  2.323  2.376  2.461
4533.154      2   28.477  26.856  -2.746  29.230  1.375  1.860  2.387  2.476
4277.708      2   28.477  26.856  -2.811  54.941  1.676  1.978  2.401  2.492
3810.377     11   29.180  27.570  -2.848  -22.940  0.668  1.432  2.406  2.503
3810.377     11   29.180  27.570  -2.848  -22.940  0.668  1.432  2.406  2.503
3553.718    -23   29.883  28.290  -2.862  41.105  1.339  1.594  2.417  2.516
3553.718    -23   29.883  28.290  -2.862  41.105  1.339  1.594  2.417  2.516
3495.292      0   30.762  29.204  -2.850  126.963  2.356  2.023  2.436  2.532
3305.869     -6   31.816  30.271  -2.835  53.067  1.796  2.211  2.450  2.550
3429.023      9   32.520  30.988  -2.816  174.200  2.743  1.956  2.472  2.566
3429.023      9   32.520  30.988  -2.816  174.200  2.743  1.956  2.472  2.566
3367.439     -2   33.223  31.746  -2.771  147.523  3.032  2.897  2.496  2.589
3367.439     -2   33.223  31.746  -2.771  147.523  3.032  2.897  2.496  2.589
3702.389     21   33.926  32.463  -2.732  266.764  3.624  2.051  2.525  2.605
3702.389     21   33.926  32.463  -2.732  266.764  3.624  2.051  2.525  2.605
4307.846      9   34.805  33.362  -2.694  419.029  4.687  1.525  2.563  2.617
4307.846      9   34.805  33.362  -2.694  419.029  4.687  1.525  2.563  2.617
4906.935      2   35.859  34.403  -2.677  429.968  5.051  2.026  2.603  2.634
5047.258      0   36.914  35.456  -2.667  301.171  3.628  1.587  2.632  2.646
5047.258      0   36.914  35.456  -2.667  301.171  3.628  1.587  2.632  2.646
4838.247     43   37.617  36.170  -2.654  174.331  2.595  1.798  2.653  2.661
4838.247     43   37.617  36.170  -2.654  174.331  2.595  1.798  2.653  2.661
3953.865     45   38.320  37.025  -2.553  15.904  0.970  1.451  2.661  2.672
3953.865     45   38.320  37.025  -2.553  15.904  0.970  1.451  2.661  2.672
3560.917     14   39.375  38.053  -2.501  -23.787  0.359  0.997  2.664  2.680
3560.917     14   39.375  38.053  -2.501  -23.787  0.359  0.997  2.664  2.680
3274.172      0   40.430  39.083  -2.483  11.803  0.368  0.441  2.667  2.684
3274.172      0   40.430  39.083  -2.483  11.803  0.368  0.441  2.667  2.684
3024.925     -7   41.484  40.136  -2.471  11.109  -0.197  -0.545  2.665  2.679
3118.156     17   42.539  41.179  -2.471  112.841  -0.010  -1.826  2.665  2.665
2494.831     36   43.066  41.890  -2.359  16.603  -1.248  -2.466  2.655  2.645
2137.037      3   43.770  42.607  -2.276  -86.618  -2.692  -3.364  2.633  2.618
1315.680      6   48.516  47.417  -2.182  -223.576  -4.384  -4.172  2.598  2.585
217.792     38   49.043  48.119  -2.013  -301.036  -5.611  -5.110  2.553  2.544
-303.525     14   49.746  48.835  -1.893  -301.569  -6.331  -6.377  2.503  2.493
-616.798     14   49.746  48.835  -1.813  -246.913  -7.094  -8.591  2.446  2.424
-1015.657   -157   50.449  49.548  -1.754  -309.618  -7.716  -8.679  2.384  2.355
-1761.693   -475   50.977  50.252  -1.608  -330.234  -8.219  -9.231  2.319  2.281
-2623.268   -475   50.977  50.252  -1.510  -610.162  -9.064  -6.270  2.246  2.231
-3480.033   -846   51.680  50.928  -1.461  -678.407  -9.993  -6.853  2.166  2.176
-3557.493  -2069   52.207  51.545  -1.375  -329.037  -7.075  -7.277  2.110  2.118
-3557.493  -2069   52.207  51.545  -1.375  -329.037  -7.075  -7.277  2.110  2.118
-3580.844  -2704   52.734  52.062  -1.323  -418.958  -8.130  -7.712  2.044  2.056
-3580.844  -2704   52.734  52.062  -1.323  -418.958  -8.130  -7.712  2.044  2.056
-3346.979  -2846   53.262  52.455  -1.371  -421.774  -8.757  -8.777  1.974  1.986
-3346.979  -2846   53.262  52.455  -1.371  -421.774  -8.757  -8.777  1.974  1.986
-4225.084  -2874   53.613  52.805  -1.403  -742.305  -10.255  -6.334  1.892  1.935
-4225.084  -2874   53.613  52.805  -1.403  -742.305  -10.255  -6.334  1.892  1.935
-4889.271  -2875   53.789  52.889  -1.480  -839.389  -11.072  -6.274  1.804  1.885
-4889.271  -2875   53.789  52.889  -1.480  -839.389  -11.072  -6.274  1.804  1.885
-5443.063  -2870   53.613  52.737  -1.517  -730.089  -11.303  -8.463  1.713  1.817
-5726.811  -2867   53.262  52.342  -1.568  -734.401  -12.666  -10.827  1.612  1.731
-4036.183  -2419   53.086  51.948  -1.734  -101.947  -8.619  -13.740  1.543  1.621
-4036.183  -2419   53.086  51.948  -1.734  -101.947  -8.619  -13.740  1.543  1.621
-2992.733  -1456   52.734  51.484  -1.913  -126.711  -9.852  -15.472  1.464  1.497
-2992.733  -1456   52.734  51.484  -1.913  -126.711  -9.852  -15.472  1.464  1.497
-1947.183   -877   52.383  51.015  -2.103  -72.323  -9.672  -15.963  1.387  1.369
-1947.183   -877   52.383  51.015  -2.103  -72.323  -9.672  -15.963  1.387  1.369
-2505.582  -1290   52.031  50.392  -2.395  -794.968  -13.200  -10.660  1.281  1.284
-2505.582  -1290   52.031  50.392  -2.395  -794.968  -13.200  -10.660  1.281  1.284
-2847.410  -1900   51.680  49.633  -2.836  -887.631  -14.907  -12.227  1.162  1.186
-2847.410  -1900   51.680  49.633  -2.836  -887.631  -14.907  -12.227  1.162  1.186
-2912.357  -1737   51.152  48.773  -3.331  -758.276  -15.984  -16.209  1.034  1.056
-1269.193  -1557   50.449  47.928  -3.747  84.620  -11.060  -20.892  0.946  0.889
-1269.193  -1557   50.449  47.928  -3.747  84.620  -11.060  -20.892  0.946  0.889
64.981  -1527   49.922  47.329  -4.067  163.222  -12.996  -25.460  0.842  0.686
64.981  -1527   49.922  47.329  -4.067  163.222  -12.996  -25.460  0.842  0.686
2554.201  -1341   49.395  46.625  -4.388  687.518  -11.732  -31.429  0.748  0.434
3054.985   -128   48.516  45.825  -4.554  371.826  -16.201  -34.114  0.618  0.161
-1856.593   2427   46.406  45.698  -3.462  76.038  -19.435  -34.955  0.463  -0.118
-2885.770   2032   46.758  46.116  -2.695  -477.035  -24.055  -34.181  0.270  -0.392
-5870.461   -930   47.109  46.543  -2.138  -988.443  -26.092  -29.562  0.062  -0.628
-9325.147   -930   47.109  46.543  -1.767  -1594.073  -28.009  -23.301  -0.162  -0.815
-13057.083  -2357   47.461  46.881  -1.528  -2069.461  -28.003  -15.792  -0.386  -0.941
-16229.872  -2771   47.637  47.097  -1.345  -2157.034  -23.505  -6.582  -0.575  -0.994
-17904.289  -2771   47.637  47.097  -1.223  -1884.633  -18.546  -2.316  -0.723  -1.012
-17904.289  -2771   47.637  47.097  -1.223  -1884.633  -18.546  -2.316  -0.723  -1.012
-18741.100  -2874   47.637  47.145  -1.113  -1653.950  -14.545  0.927  -0.839  -1.005
-18741.100  -2874   47.637  47.145  -1.113  -1653.950  -14.545  0.927  -0.839  -1.005
-18474.260  -2885   47.637  46.985  -1.136  -1492.392  -12.112  2.507  -0.936  -0.985
-18474.260  -2885   47.637  46.985  -1.136  -1492.392  -12.112  2.507  -0.936  -0.985
-18037.344  -2881   47.285  46.709  -1.106  -1182.867  -9.906  1.346  -1.015  -0.974
-18037.344  -2881   47.285  46.709  -1.106  -1182.867  -9.906  1.346  -1.015  -0.974
-16839.738  -2853   46.758  46.093  -1.140  -1031.191  -8.673  1.007  -1.085  -0.966
-16839.738  -2853   46.758  46.093  -1.140  -1031.191  -8.673  1.007  -1.085  -0.966
-15218.704  -1656   46.230  45.228  -1.367  -989.960  -8.425  0.695  -1.152  -0.960
-13285.074   -891   45.527  44.328  -1.638  -620.011  -5.725  -0.498  -1.198  -0.964
-12720.356   -593   44.824  43.661  -1.796  -851.715  -9.256  -3.105  -1.272  -0.989
-12720.356   -593   44.824  43.661  -1.796  -851.715  -9.256  -3.105  -1.272  -0.989
-11795.023   -430   44.121  42.977  -1.890  -674.825  -10.271  -7.764  -1.354  -1.051
-11795.023   -430   44.121  42.977  -1.890  -674.825  -10.271  -7.764  -1.354  -1.051
-11605.084   -328   43.418  42.291  -1.942  -865.595  -10.998  -6.043  -1.442  -1.100
-11605.084   -328   43.418  42.291  -1.942  -865.595  -10.998  -6.043  -1.442  -1.100
-10935.047   -258   42.539  41.344  -2.018  -705.693  -12.902  -11.989  -1.545  -1.196
-10935.047   -258   42.539  41.344  -2.018  -705.693  -12.902  -11.989  -1.545  -1.196
-9675.803   -230   41.660  40.332  -2.149  -453.691  -12.617  -15.494  -1.646  -1.320
-7450.060   -214   40.605  39.304  -2.220  201.126  -8.525  -18.636  -1.715  -1.469
-7450.060   -214   40.605  39.304  -2.220  201.126  -8.525  -18.636  -1.715  -1.469
-5314.438   -158   39.902  38.616  -2.259  333.448  -8.638  -20.837  -1.784  -1.635
-5314.438   -158   39.902  38.616  -2.259  333.448  -8.638  -20.837  -1.784  -1.635
-3465.828   -147   39.023  37.785  -2.255  454.538  -8.197  -21.862  -1.849  -1.810
-3292.112   -123   37.969  36.759  -2.235  -82.922  -9.214  -14.995  -1.923  -1.930
-3292.112   -123   37.969  36.759  -2.235  -82.922  -9.214  -14.995  -1.923  -1.930
-3148.895    -58   37.266  36.047  -2.227  -97.698  -9.436  -15.096  -1.998  -2.051
-3148.895    -58   37.266  36.047  -2.227  -97.698  -9.436  -15.096  -1.998  -2.051
-3684.557    -22   36.211  35.203  -2.095  -138.630  -9.717  -14.888  -2.076  -2.170
-3677.917     -5   35.156  34.159  -2.000  -144.805  -9.562  -14.466  -2.153  -2.286
-3553.041     16   30.059  28.939  -2.011  -184.990  -9.443  -13.570  -2.228  -2.394
-4347.658      6   29.180  28.208  -1.928  -298.833  -9.525  -11.868  -2.304  -2.489
-4980.872      5   28.477  27.489  -1.883  -481.358  -9.584  -9.052  -2.381  -2.562
-5824.357      5   28.477  27.489  -1.853  -575.223  -9.472  -7.371  -2.457  -2.621
-6291.369     21   27.773  26.774  -1.840  -511.108  -8.168  -6.106  -2.522  -2.670
-7254.362      2   26.719  26.053  -1.629  -418.753  -7.239  -5.952  -2.580  -2.717
-6940.261      2   26.719  26.053  -1.489  -291.518  -5.955  -5.717  -2.628  -2.763
-6885.835     14   25.840  25.336  -1.297  -157.768  -3.969  -4.337  -2.659  -2.798
-6581.175      3   25.137  24.618  -1.178  -239.782  -3.845  -2.814  -2.690  -2.820
-6581.175      3   25.137  24.618  -1.178  -239.782  -3.845  -2.814  -2.690  -2.820
-6812.897      5   24.258  23.900  -1.001  -251.169  -3.183  -1.474  -2.716  -2.832
-6812.897      5   24.258  23.900  -1.001  -251.169  -3.183  -1.474  -2.716  -2.832
-6252.943     11   23.555  23.184  -0.891  -131.982  -2.475  -2.133  -2.735  -2.849
-5628.387     -7   22.500  22.118  -0.825  -43.301  -1.705  -2.184  -2.749  -2.866
-5628.387     -7   22.500  22.118  -0.825  -43.301  -1.705  -2.184  -2.749  -2.866
-4948.540    -15   21.797  21.400  -0.791  6.493  -1.029  -1.776  -2.757  -2.881
-4948.540    -15   21.797  21.400  -0.791  6.493  -1.029  -1.776  -2.757  -2.881
-4378.157    -15   20.918  20.596  -0.722  91.318  0.214  -0.921  -2.756  -2.888
-4378.157    -15   20.918  20.596  -0.722  91.318  0.214  -0.921  -2.756  -2.888
-3699.137     -5   19.863  19.544  -0.674  105.243  0.641  -0.378  -2.751  -2.891
-3699.137     -5   19.863  19.544  -0.674  105.243  0.641  -0.378  -2.751  -2.891
-3320.626    -14   18.809  18.518  -0.625  71.964  0.556  0.011  -2.746  -2.891
-3320.626    -14   18.809  18.518  -0.625  71.964  0.556  0.011  -2.746  -2.891
-2917.525    -30   17.754  17.440  -0.607  55.720  0.844  0.781  -2.739  -2.885
-2450.276    -22   16.875  16.440  -0.668  18.354  0.543  0.844  -2.735  -2.878
-2286.984    -11   16.172  15.711  -0.724  12.103  0.663  1.153  -2.730  -2.869
-2286.984    -11   16.172  15.711  -0.724  12.103  0.663  1.153  -2.730  -2.869
-2143.704    -15   15.469  14.999  -0.767  8.969  0.661  1.193  -2.724  -2.859
-2143.704    -15   15.469  14.999  -0.767  8.969  0.661  1.193  -2.724  -2.859
-1747.797     -4   14.766  14.280  -0.805  119.648  1.464  0.849  -2.713  -2.852
-1747.797     -4   14.766  14.280  -0.805  119.648  1.464  0.849  -2.713  -2.852
-1745.938    -10   13.711  13.280  -0.798  62.703  1.383  1.615  -2.702  -2.839
-1745.938    -10   13.711  13.280  -0.798  62.703  1.383  1.615  -2.702  -2.839
-1639.714      6   12.656  12.264  -0.769  92.281  1.817  1.911  -2.687  -2.824
-1749.434     -3   11.602  11.222  -0.742  0.746  1.257  2.373  -2.677  -2.805
-1353.083    -25   11.074  10.509  -0.837  8.631  2.011  3.568  -2.661  -2.777
-1359.968    -16   5.625  5.000  -0.936  -10.418  2.527  4.767  -2.641  -2.739
-1351.494    -34   4.922  4.275  -1.016  -6.931  3.102  5.704  -2.616  -2.693
-1182.762    -28   4.219  3.559  -1.077  64.137  4.022  6.175  -2.584  -2.644
-781.918    -28   4.219  3.559  -1.117  188.525  5.548  6.874  -2.539  -2.589
-177.562    -21   3.516  2.849  -1.148  300.533  6.821  7.329  -2.485  -2.530
237.748    -30   2.813  2.132  -1.177  267.922  7.343  8.764  -2.426  -2.460
341.923    -30   2.813  2.132  -1.196  185.147  7.300  9.988  -2.368  -2.380
1292.726    -24   2.285  1.420  -1.321  359.446  7.292  7.181  -2.309  -2.322
1744.962    177   1.582  0.709  -1.409  397.801  8.311  8.372  -2.243  -2.255
2521.324    955   0.879  0.021  -1.459  555.673  10.334  9.438  -2.160  -2.180
2173.284    955   0.879  0.021  -1.492  151.279  7.599  11.036  -2.099  -2.092
2173.284    955   0.879  0.021  -1.492  151.279  7.599  11.036  -2.099  -2.092
2173.284    955   0.879  0.021  -1.492  151.279  7.599  11.036  -2.099  -2.092
2757.419   1506   0.352  -0.613  -1.579  406.756  10.041  11.258  -2.019  -2.002
2757.419   1506   0.352  -0.613  -1.579  406.756  10.041  11.258  -2.019  -2.002
2918.946   2071   -0.879  -1.727  -1.566  495.064  11.205  11.900  -1.929  -1.906
4144.887   2593   -1.406  -2.224  -1.539  847.479  12.255  8.154  -1.831  -1.841
4144.887   2593   -1.406  -2.224  -1.539  847.479  12.255  8.154  -1.831  -1.841
4684.757   2766   -1.758  -2.416  -1.424  818.317  12.681  9.408  -1.730  -1.766
4684.757   2766   -1.758  -2.416  -1.424  818.317  12.681  9.408  -1.730  -1.766
5041.817   2871   -1.934  -2.471  -1.274  752.540  12.994  11.036  -1.626  -1.678
3635.639   2886   -1.934  -2.355  -1.104  74.156  8.910  14.612  -1.555  -1.561
3635.639   2886   -1.934  -2.355  -1.104  74.156  8.910  14.612  -1.555  -1.561
2236.852   2890   -2.109  -2.169  -0.771  205.168  11.348  16.781  -1.464  -1.426
2236.852   2890   -2.109  -2.169  -0.771  205.168  11.348  16.781  -1.464  -1.426
2118.554   2884   -1.934  -1.836  -0.455  418.538  14.581  19.048  -1.347  -1.274
2118.554   2884   -1.934  -1.836  -0.455  418.538  14.581  19.048  -1.347  -1.274
3597.411   2236   -1.758  -1.349  -0.055  1258.411  18.808  13.137  -1.197  -1.169
3597.411   2236   -1.758  -1.349  -0.055  1258.411  18.808  13.137  -1.197  -1.169
5246.299   1847   -1.406  -0.792  0.336  1338.648  20.883  15.581  -1.030  -1.044
5246.299   1847   -1.406  -0.792  0.336  1338.648  20.883  15.581  -1.030  -1.044
6569.214   2778   -0.879  -0.231  0.616  1187.889  20.908  18.070  -0.862  -0.900
4773.800   2908   -0.352  0.443  0.892  111.087  13.923  22.857  -0.751  -0.717
3119.136   2683   0.000  0.956  1.174  -9.628  14.438  25.595  -0.636  -0.512
2834.902   2344   0.527  1.496  1.369  257.373  17.048  25.856  -0.499  -0.305
2875.872   1859   4.219  5.406  1.631  552.125  20.750  27.628  -0.333  -0.084
4137.599   1892   4.746  5.963  1.824  838.395  22.740  26.529  -0.151  0.128
5357.125   1861   5.273  6.534  1.979  944.280  22.787  24.896  0.031  0.327
6442.265   1861   5.273  6.534  2.083  914.663  21.675  23.382  0.204  0.514
7192.724   1877   5.977  7.104  2.071  713.011  19.444  22.628  0.360  0.695
7298.200   1823   6.504  7.676  2.089  654.097  17.918  20.839  0.503  0.862
8752.704   1823   6.504  7.676  2.102  1135.768  18.614  14.395  0.652  0.977
10074.768   1823   7.031  8.251  2.140  1250.297  19.344  13.907  0.807  1.088
9653.143   1810   7.559  8.821  2.190  632.510  13.985  14.305  0.919  1.203
9653.143   1810   7.559  8.821  2.190  632.510  13.985  14.305  0.919  1.203
9896.076   1853   8.262  9.395  2.146  703.465  14.560  14.190  1.035  1.316
9896.076   1853   8.262  9.395  2.146  703.465  14.560  14.190  1.035  1.316
9696.654   1811   8.789  9.983  2.153  719.991  14.710  14.197  1.153  1.430
9696.654   1811   8.789  9.983  2.153  719.991  14.710  14.197  1.153  1.430
10807.261   1696   9.668  10.828  2.137  1119.339  15.959  10.068  1.281  1.510
10807.261   1696   9.668  10.828  2.137  1119.339  15.959  10.068  1.281  1.510
12145.699   1620   10.723  11.674  2.000  1141.793  16.442  10.622  1.412  1.595
13262.453   1542   11.777  12.548  1.799  1170.761  16.589  10.478  1.545  1.679
12488.137   1409   12.480  13.199  1.634  568.469  11.440  11.008  1.637  1.767
12488.137   1409   12.480  13.199  1.634  568.469  11.440  11.008  1.637  1.767
11922.015   1251   13.184  13.813  1.470  531.512  11.037  10.887  1.725  1.854
11922.015   1251   13.184  13.813  1.470  531.512  11.037  10.887  1.725  1.854
11525.367   1243   14.062  14.555  1.277  512.646  10.863  10.881  1.812  1.941
11525.367   1243   14.062  14.555  1.277  512.646  10.863  10.881  1.812  1.941
11363.486   1111   14.941  15.488  1.182  757.987  11.081  7.372  1.900  2.000
11363.486   1111   14.941  15.488  1.182  757.987  11.081  7.372  1.900  2.000
12465.021    967   15.996  16.414  1.041  1078.909  12.918  5.558  2.004  2.045
12465.021    967   15.996  16.414  1.041  1078.909  12.918  5.558  2.004  2.045
11644.690    950   16.875  17.321  0.964  557.523  8.007  5.236  2.068  2.087
9095.436    831   17.930  18.246  0.834  -382.771  -1.046  4.205  2.059  2.120
6442.228    817   18.633  18.896  0.715  -547.130  -2.593  4.032  2.039  2.153
6442.228    817   18.633  18.896  0.715  -547.130  -2.593  4.032  2.039  2.153
5321.357    783   19.336  19.546  0.604  -155.674  1.616  5.183  2.052  2.194
5321.357    783   19.336  19.546  0.604  -155.674  1.616  5.183  2.052  2.194
6248.576    677   20.215  20.206  0.397  429.219  6.902  5.198  2.107  2.236
6891.631    545   21.094  21.129  0.286  640.589  8.534  4.741  2.175  2.274
7670.579    208   26.719  26.490  0.052  423.521  5.941  3.644  2.223  2.303
7274.685    141   27.422  27.194  -0.104  284.203  4.423  3.198  2.258  2.328
6856.223    107   28.301  27.902  -0.311  41.275  2.090  2.948  2.275  2.352
5867.341    107   28.301  27.902  -0.449  -42.099  1.452  3.137  2.286  2.377
5052.553     93   29.004  28.610  -0.538  -61.409  1.726  3.911  2.300  2.408
4824.433     62   29.883  29.324  -0.697  -34.149  2.126  4.163  2.317  2.442
4381.433     62   29.883  29.324  -0.803  28.380  2.656  4.086  2.338  2.474
4858.386     79   30.762  30.033  -0.977  183.697  3.509  3.114  2.366  2.499
4858.386     79   30.762  30.033  -0.977  183.697  3.509  3.114  2.366  2.499
4858.386     79   30.762  30.033  -0.977  183.697  3.509  3.114  2.366  2.499
5161.859     20   31.641  30.749  -1.191  168.898  3.586  3.487  2.395  2.527
5398.628      6   33.223  32.193  -1.418  166.195  2.937  2.386  2.419  2.546
5398.628      6   33.223  32.193  -1.418  166.195  2.937  2.386  2.419  2.546
5789.921    -31   34.102  32.900  -1.673  203.408  2.734  1.443  2.441  2.558
5789.921    -31   34.102  32.900  -1.673  203.408  2.734  1.443  2.441  2.558
5544.886     -5   34.980  33.763  -1.852  119.656  2.241  1.914  2.458  2.573
5318.242     17   36.035  34.794  -1.986  93.720  1.546  1.101  2.471  2.582
5318.242     17   36.035  34.794  -1.986  93.720  1.546  1.101  2.471  2.582
4902.119    -15   36.738  35.511  -2.067  58.197  1.032  0.763  2.479  2.588
4902.119    -15   36.738  35.511  -2.067  58.197  1.032  0.763  2.479  2.588
4681.029     18   37.617  36.372  -2.132  88.926  0.884  0.016  2.486  2.588
4681.029     18   37.617  36.372  -2.132  88.926  0.884  0.016  2.486  2.588
4754.478     20   38.672  37.394  -2.194  192.696  1.750  -0.093  2.500  2.587
4754.478     20   38.672  37.394  -2.194  192.696  1.750  -0.093  2.500  2.587
4840.349     22   39.727  38.436  -2.244  228.294  1.803  -0.546  2.515  2.583
4840.349     22   39.727  38.436  -2.244  228.294  1.803  -0.546  2.515  2.583
4741.219     35   40.781  39.515  -2.262  198.023  1.119  -1.250  2.524  2.573
4354.553     13   41.660  40.517  -2.200  174.401  0.656  -1.669  2.529  2.560
4122.997     14   42.363  41.234  -2.149  114.823  -0.264  -2.325  2.527  2.541
4122.997     14   42.363  41.234  -2.149  114.823  -0.264  -2.325  2.527  2.541
3796.069     42   43.066  41.944  -2.112  73.347  -0.542  -2.139  2.522  2.524
3796.069     42   43.066  41.944  -2.112  73.347  -0.542  -2.139  2.522  2.524
3193.182      5   43.770  42.661  -2.079  -62.847  -1.371  -1.424  2.511  2.513
3193.182      5   43.770  42.661  -2.079  -62.847  -1.371  -1.424  2.511  2.513
2230.503     30   44.648  43.635  -1.999  -183.967  -2.181  -0.932  2.494  2.505
2230.503     30   44.648  43.635  -1.999  -183.967  -2.181  -0.932  2.494  2.505
1245.857     31   45.703  44.709  -1.934  -343.856  -3.918  -1.473  2.463  2.493
777.542     52   46.758  45.707  -1.925  -272.474  -4.057  -2.874  2.430  2.470
-944.380     16   52.207  51.597  -1.652  -344.408  -5.267  -3.880  2.388  2.439
-1762.323    -41   52.734  52.344  -1.337  -330.930  -5.709  -4.887  2.342  2.400
-3996.309   -781   52.734  53.045  -0.702  -424.376  -7.194  -6.033  2.285  2.352
-2864.144   -781   53.262  53.045  -0.599  -393.100  -7.109  -6.391  2.228  2.301
-3797.454  -1597   53.789  53.695  -0.456  -440.910  -8.105  -7.397  2.163  2.242
-3899.253  -2550   54.316  54.250  -0.344  -417.669  -8.768  -8.943  2.093  2.170
-4399.667  -2550   54.316  54.250  -0.269  -600.650  -10.730  -9.500  2.007  2.094
-4565.021  -2824   54.844  54.696  -0.269  -589.842  -10.763  -9.742  1.921  2.016
-4565.021  -2824   54.844  54.696  -0.269  -589.842  -10.763  -9.742  1.921  2.016
-4857.046  -2867   55.195  55.005  -0.294  -627.867  -10.930  -9.444  1.833  1.941
-4857.046  -2867   55.195  55.005  -0.294  -627.867  -10.930  -9.444  1.833  1.941
-4581.263  -2869   55.547  55.222  -0.393  -526.864  -10.094  -9.586  1.753  1.864
-2929.697  -2873   55.898  55.241  -0.660  -141.250  -6.761  -9.827  1.699  1.785
-2368.923  -2879   55.723  55.111  -0.811  -108.413  -6.986  -10.715  1.643  1.700
-2368.923  -2879   55.723  55.111  -0.811  -108.413  -6.986  -10.715  1.643  1.700
-1625.571  -2772   55.547  54.877  -0.946  -126.345  -8.135  -12.423  1.578  1.600
-1625.571  -2772   55.547  54.877  -0.946  -126.345  -8.135  -12.423  1.578  1.600
-2217.022  -2287   55.195  54.544  -1.025  -499.400  -9.527  -8.918  1.501  1.529
-2217.022  -2287   55.195  54.544  -1.025  -499.400  -9.527  -8.918  1.501  1.529
-1934.472  -1638   54.844  54.039  -1.171  -344.013  -9.535  -11.404  1.425  1.438
-1934.472  -1638   54.844  54.039  -1.171  -344.013  -9.535  -11.404  1.425  1.438
-2058.150  -1099   54.141  53.381  -1.240  -275.620  -9.188  -11.859  1.352  1.343
-915.243  -1491   53.438  52.662  -1.296  163.985  -6.017  -13.212  1.304  1.237
-915.243  -1491   53.438  52.662  -1.296  163.985  -6.017  -13.212  1.304  1.237
189.958  -1823   52.910  52.102  -1.353  255.877  -5.144  -13.059  1.262  1.133
189.958  -1823   52.910  52.102  -1.353  255.877  -5.144  -13.059  1.262  1.133
229.459  -1071   52.207  51.381  -1.402  -65.969  -7.746  -12.467  1.200  1.033
229.459  -1071   52.207  51.381  -1.402  -65.969  -7.746  -12.467  1.200  1.033
-910.650     47   51.328  50.487  -1.444  -541.829  -9.738  -8.385  1.123  0.966
-910.650     47   51.328  50.487  -1.444  -541.829  -9.738  -8.385  1.123  0.966
-2024.939    192   50.625  49.640  -1.559  -744.057  -10.810  -7.081  1.036  0.909
-2024.939    192   50.625  49.640  -1.559  -744.057  -10.810  -7.081  1.036  0.909
-3117.388   -694   50.098  48.825  -1.810  -967.194  -12.046  -5.759  0.940  0.863
-2256.889  -1404   49.570  47.965  -2.179  -324.586  -8.128  -9.102  0.875  0.790
-1746.853  -1289   49.219  47.350  -2.584  -369.341  -10.125  -11.908  0.794  0.695
-1505.211  -1209   48.691  46.730  -2.910  -300.977  -11.207  -14.885  0.704  0.576
-906.690  -1305   44.473  42.384  -3.204  -165.462  -11.698  -17.865  0.610  0.433
