SetPt[mA]  I_m[mA] theta_l[deg]  theta_c[deg]  T_sea[N.m]  T_acc[N.m]  acc_hum[rad/s2]  acc_exo[rad/s2]  vel_hum[rad/s]  vel_exo[rad/s]
-1197.210   2246   54.492  52.529  -4.091  -602.170  0.158  10.395  -0.178  -0.556
-3918.762   1362   54.668  53.005  -3.733  -850.984  1.185  16.056  -0.168  -0.427
-4978.667   1362   54.668  53.005  -3.494  -660.999  0.452  11.603  -0.165  -0.334
-6501.483   -377   55.020  53.501  -3.248  -782.369  0.789  14.014  -0.158  -0.222
-6501.483   -377   55.020  53.501  -3.248  -782.369  0.789  14.014  -0.158  -0.222
-7620.472  -2266   55.371  53.936  -3.033  -842.474  0.004  13.455  -0.158  -0.115
-8407.510  -2817   55.723  54.320  -2.871  -851.778  -0.140  13.218  -0.159  -0.009
-8407.510  -2817   55.723  54.320  -2.871  -851.778  -0.140  13.218  -0.159  -0.009
-8103.278  -2852   55.898  54.471  -2.777  -544.541  3.049  13.841  -0.135  0.102
-8103.278  -2852   55.898  54.471  -2.777  -544.541  3.049  13.841  -0.135  0.102
-6910.683  -2888   56.074  54.486  -2.812  -310.450  4.313  12.252  -0.101  0.200
-4764.792  -2921   56.250  54.342  -3.030  -7.096  4.955  8.493  -0.061  0.268
-4764.792  -2921   56.250  54.342  -3.030  -7.096  4.955  8.493  -0.061  0.268
-4764.792  -2921   56.250  54.342  -3.030  -7.096  4.955  8.493  -0.061  0.268
-2665.240  -2909   56.250  54.149  -3.291  226.187  5.094  5.003  -0.020  0.308
-2665.240  -2909   56.250  54.149  -3.291  226.187  5.094  5.003  -0.020  0.308
-506.649  -2890   55.898  53.636  -3.564  400.589  3.018  -1.430  0.004  0.296
2176.604  -2313   55.723  53.143  -3.937  633.129  1.556  -7.656  0.016  0.235
3967.960  -1044   55.371  52.787  -4.189  792.887  -0.296  -13.372  0.014  0.128
3967.960  -1044   55.371  52.787  -4.189  792.887  -0.296  -13.372  0.014  0.128
5867.743   1252   55.195  52.508  -4.419  873.390  -0.963  -15.699  0.006  0.003
5867.743   1252   55.195  52.508  -4.419  873.390  -0.963  -15.699  0.006  0.003
5843.559   2467   54.844  52.394  -4.428  611.561  -0.563  -10.695  0.002  -0.083
5843.559   2467   54.844  52.394  -4.428  611.561  -0.563  -10.695  0.002  -0.083
6210.339   2836   54.844  52.493  -4.374  657.046  0.043  -10.247  0.002  -0.165
6210.339   2836   54.844  52.493  -4.374  657.046  0.043  -10.247  0.002  -0.165
5846.957   2879   54.844  52.829  -4.135  689.827  1.274  -8.495  0.012  -0.233
4681.491   2873   55.020  53.435  -3.715  453.003  0.993  -5.138  0.020  -0.274
3241.644   2231   55.371  53.998  -3.307  91.540  2.256  2.888  0.038  -0.251
3241.644   2231   55.371  53.998  -3.307  91.540  2.256  2.888  0.038  -0.251
737.319   1362   55.723  54.612  -2.875  -368.311  3.007  11.504  0.062  -0.159
-2347.282    862   56.074  55.264  -2.406  -788.500  3.473  18.912  0.090  -0.008
-6508.542     31   60.293  60.152  -1.688  -1127.236  3.371  23.958  0.117  0.184
-8454.734  -1857   60.996  60.849  -1.213  -1205.754  2.745  23.899  0.139  0.375
-8101.258  -1857   61.523  60.849  -1.217  -877.556  3.721  20.208  0.169  0.537
-9962.360  -2699   61.523  61.412  -0.878  -793.427  1.756  15.244  0.183  0.659
-9147.575  -2849   62.051  61.854  -0.704  -603.608  0.106  9.188  0.184  0.732
-8212.339  -2863   62.402  62.173  -0.608  -346.954  0.739  6.144  0.190  0.782
-6933.684  -2863   62.402  62.173  -0.544  -147.139  0.089  1.773  0.190  0.796
-5193.414  -2873   62.578  62.368  -0.490  145.592  0.178  -2.733  0.192  0.774
-5193.414  -2873   62.578  62.368  -0.490  145.592  0.178  -2.733  0.192  0.774
-2283.254  -2870   62.930  62.440  -0.623  471.951  0.210  -7.827  0.194  0.711
-2283.254  -2870   62.930  62.440  -0.623  471.951  0.210  -7.827  0.194  0.711
850.464  -2881   62.930  62.371  -0.753  1003.977  2.551  -12.060  0.214  0.615
3416.676  -2264   62.754  62.106  -0.894  957.113  3.751  -9.056  0.244  0.542
3416.676  -2264   62.754  62.106  -0.894  957.113  3.751  -9.056  0.244  0.542
6284.553    144   62.754  61.881  -1.125  1165.089  4.166  -11.499  0.277  0.450
6284.553    144   62.754  61.881  -1.125  1165.089  4.166  -11.499  0.277  0.450
7831.820   2449   62.578  61.729  -1.264  1100.691  3.053  -12.290  0.302  0.352
8255.409   2834   62.402  61.795  -1.210  965.151  1.409  -12.892  0.313  0.249
8255.409   2834   62.402  61.795  -1.210  965.151  1.409  -12.892  0.313  0.249
8201.375   2875   62.402  61.983  -1.060  793.481  0.451  -11.719  0.317  0.155
8201.375   2875   62.402  61.983  -1.060  793.481  0.451  -11.719  0.317  0.155
7103.964   2941   62.578  62.353  -0.843  432.979  -1.348  -9.053  0.306  0.083
7103.964   2941   62.578  62.353  -0.843  432.979  -1.348  -9.053  0.306  0.083
5060.962   2628   63.105  63.060  -0.589  -26.996  -2.588  -3.868  0.285  0.052
5060.962   2628   63.105  63.060  -0.589  -26.996  -2.588  -3.868  0.285  0.052
3587.771   1397   63.984  63.919  -0.432  -134.590  -2.300  -1.640  0.267  0.039
3587.771   1397   63.984  63.919  -0.432  -134.590  -2.300  -1.640  0.267  0.039
1698.092    704   65.039  64.876  -0.386  -498.987  -2.547  3.700  0.246  0.068
1698.092    704   65.039  64.876  -0.386  -498.987  -2.547  3.700  0.246  0.068
-314.742    357   65.918  65.883  -0.279  -523.112  -1.546  5.790  0.234  0.115
-1396.218    215   66.973  66.885  -0.238  -515.018  -0.974  6.599  0.226  0.167
-3270.410   -148   67.500  67.585  -0.107  -696.386  -3.594  4.779  0.197  0.206
-3270.410   -148   67.500  67.585  -0.107  -696.386  -3.594  4.779  0.197  0.206
-4124.866  -1034   68.203  68.255  -0.040  -648.779  -4.024  3.184  0.165  0.231
-4124.866  -1034   68.203  68.255  -0.040  -648.779  -4.024  3.184  0.165  0.231
-4915.619  -2412   68.730  68.855  0.049  -566.340  -3.980  1.882  0.133  0.246
-4571.648  -2826   69.434  69.478  0.059  -331.152  -3.155  -0.450  0.108  0.242
-3932.332  -1814   68.906  68.899  0.035  -149.073  -3.186  -3.420  0.083  0.215
-2627.302   -973   68.555  68.422  -0.057  83.543  -2.840  -6.500  0.060  0.163
-1479.604   -495   68.027  67.915  -0.106  260.937  -2.480  -8.643  0.040  0.094
-798.449   -495   68.027  67.915  -0.138  129.663  -3.504  -8.309  0.012  0.028
-318.574   -646   67.500  67.393  -0.157  123.953  -2.818  -6.960  -0.010  -0.028
244.855   -876   66.973  66.840  -0.185  175.557  -1.393  -5.224  -0.022  -0.070
555.863   -876   66.973  66.840  -0.203  147.599  -0.813  -3.719  -0.028  -0.100
866.096   -455   66.445  66.261  -0.247  120.965  -0.346  -2.443  -0.031  -0.119
1027.765    259   65.918  65.684  -0.307  88.028  0.070  -1.166  -0.030  -0.129
1027.765    259   65.918  65.684  -0.307  88.028  0.070  -1.166  -0.030  -0.129
1075.247    697   65.391  65.130  -0.362  70.556  0.034  -0.940  -0.030  -0.136
1075.247    697   65.391  65.130  -0.362  70.556  0.034  -0.940  -0.030  -0.136
874.238    910   65.039  64.609  -0.502  -173.118  -1.443  0.329  -0.042  -0.133
874.238    910   65.039  64.609  -0.502  -173.118  -1.443  0.329  -0.042  -0.133
-204.443   1013   64.336  63.957  -0.564  -338.961  -2.031  1.907  -0.058  -0.118
-697.162    848   63.809  63.409  -0.618  -279.355  -1.451  1.946  -0.069  -0.103
-1181.122     42   63.633  63.073  -0.751  -431.620  -2.319  2.797  -0.088  -0.080
-1181.122     42   63.633  63.073  -0.751  -431.620  -2.319  2.797  -0.088  -0.080
-1181.122     42   63.633  63.073  -0.751  -431.620  -2.319  2.797  -0.088  -0.080
-1686.976   -514   63.281  62.731  -0.834  -316.268  -2.095  1.313  -0.105  -0.070
-1480.754  -1087   62.754  62.125  -0.937  -174.010  -1.176  0.643  -0.114  -0.065
-1480.754  -1087   62.754  62.125  -0.937  -174.010  -1.176  0.643  -0.114  -0.065
-590.447  -1503   62.578  61.722  -1.143  -6.188  -0.642  -1.096  -0.119  -0.073
-590.447  -1503   62.578  61.722  -1.143  -6.188  -0.642  -1.096  -0.119  -0.073
-75.727  -1454   62.051  61.172  -1.294  101.757  -0.067  -1.790  -0.120  -0.088
911.015   -706   61.523  60.477  -1.496  169.140  -0.032  -2.781  -0.120  -0.110
911.015   -706   61.523  60.477  -1.496  169.140  -0.032  -2.781  -0.120  -0.110
1868.505   -266   61.172  60.019  -1.695  313.479  0.554  -4.009  -0.116  -0.142
1868.505   -266   61.172  60.019  -1.695  313.479  0.554  -4.009  -0.116  -0.142
3044.963    643   60.820  59.512  -1.922  422.319  0.902  -5.078  -0.108  -0.183
3044.963    643   60.820  59.512  -1.922  422.319  0.902  -5.078  -0.108  -0.183
2846.902   1657   60.293  59.068  -2.023  187.199  -0.429  -3.638  -0.112  -0.212
2846.902   1657   60.293  59.068  -2.023  187.199  -0.429  -3.638  -0.112  -0.212
2532.178   2776   59.941  58.886  -1.987  209.457  -1.157  -5.244  -0.121  -0.254
2532.178   2776   59.941  58.886  -1.987  209.457  -1.157  -5.244  -0.121  -0.254
2028.230   2735   59.766  58.988  -1.795  257.644  -1.286  -6.197  -0.131  -0.303
1361.479   2428   59.766  59.326  -1.462  261.096  -1.415  -6.431  -0.143  -0.355
-4.233    359   63.633  63.660  -0.957  98.851  -1.315  -3.633  -0.153  -0.384
-428.337    209   64.336  64.371  -0.617  -26.254  0.421  1.440  -0.150  -0.372
-1272.964     77   65.039  65.059  -0.399  -219.432  2.778  8.656  -0.128  -0.303
-2651.197     77   65.039  65.059  -0.253  -555.954  3.160  14.613  -0.102  -0.186
-4045.108   -279   65.742  65.769  -0.153  -717.556  3.129  17.012  -0.077  -0.050
-5622.956  -1938   66.270  66.421  -0.010  -821.322  1.037  14.832  -0.069  0.069
-6111.123  -1938   66.270  66.421  0.085  -640.294  0.537  10.942  -0.065  0.156
-5556.661  -2677   66.797  66.968  0.160  -224.049  1.276  5.539  -0.055  0.200
-5556.661  -2677   66.797  66.968  0.160  -224.049  1.276  5.539  -0.055  0.200
-3813.920  -2842   67.324  67.392  0.148  175.412  2.203  0.795  -0.037  0.207
-3813.920  -2842   67.324  67.392  0.148  175.412  2.203  0.795  -0.037  0.207
-1805.030  -2871   67.676  67.755  0.147  533.048  3.002  -3.457  -0.013  0.179
34.354  -2883   67.852  67.920  0.139  585.056  2.346  -5.378  0.006  0.136
1364.767  -1953   67.852  67.900  0.122  524.432  2.020  -4.915  0.022  0.097
1364.767  -1953   67.852  67.900  0.122  524.432  2.020  -4.915  0.022  0.097
2346.425   -468   67.852  67.832  0.069  441.725  2.371  -2.916  0.041  0.074
2346.425   -468   67.852  67.832  0.069  441.725  2.371  -2.916  0.041  0.074
2743.731    867   67.676  67.781  0.110  467.558  3.289  -1.654  0.067  0.060
2743.731    867   67.676  67.781  0.110  467.558  3.289  -1.654  0.067  0.060
3549.177   2064   67.852  67.821  0.055  406.593  3.512  -0.245  0.095  0.058
3549.177   2064   67.852  67.821  0.055  406.593  3.512  -0.245  0.095  0.058
3666.441   2578   68.027  68.072  0.064  418.742  4.078  0.597  0.128  0.063
3368.232   2683   68.379  68.537  0.138  269.536  2.880  0.884  0.151  0.070
3368.232   2683   68.379  68.537  0.138  269.536  2.880  0.884  0.151  0.070
2707.365   1865   68.730  68.964  0.234  80.971  1.386  1.260  0.162  0.080
2707.365   1865   68.730  68.964  0.234  80.971  1.386  1.260  0.162  0.080
2158.495   2018   69.434  69.591  0.251  -54.700  0.393  1.661  0.165  0.094
2158.495   2018   69.434  69.591  0.251  -54.700  0.393  1.661  0.165  0.094
855.911   1394   70.137  70.430  0.345  -201.225  -1.102  1.335  0.156  0.104
855.911   1394   70.137  70.430  0.345  -201.225  -1.102  1.335  0.156  0.104
-517.298    725   70.840  71.378  0.556  -249.908  -1.323  1.695  0.146  0.118
-517.298    725   70.840  71.378  0.556  -249.908  -1.323  1.695  0.146  0.118
-2795.749    508   71.191  72.357  1.077  -333.203  -1.684  2.350  0.132  0.137
-4408.301   -368   71.543  73.319  1.794  -213.133  -1.037  1.547  0.124  0.149
-4582.259  -2167   72.070  73.903  2.306  -193.396  -1.178  0.960  0.115  0.157
-5192.425  -2713   72.246  74.351  2.812  -126.750  -1.518  -0.719  0.103  0.151
-1682.907  -1015   72.598  73.264  2.277  -214.819  -1.674  0.396  0.089  0.154
-2025.259   -477   72.246  72.756  1.825  -313.644  -1.333  2.546  0.078  0.174
-550.268   -559   72.246  72.234  1.209  -256.225  -0.038  3.882  0.078  0.205
-1298.593   -559   71.895  72.234  1.011  -181.608  -0.101  2.550  0.077  0.226
-618.573   -709   71.367  71.691  0.869  -41.275  -1.675  -2.481  0.064  0.206
80.463  -1056   70.664  71.121  0.856  300.569  -2.424  -9.220  0.045  0.132
1765.328  -1056   70.664  71.121  0.847  662.917  -1.752  -13.720  0.031  0.023
2849.339   -772   70.137  70.515  0.794  522.546  -2.725  -13.093  0.009  -0.082
3005.390    910   69.609  69.909  0.710  231.666  -2.613  -8.177  -0.012  -0.148
2924.814   2258   69.082  69.377  0.652  207.765  -1.662  -6.065  -0.025  -0.196
2924.814   2258   69.082  69.377  0.652  207.765  -1.662  -6.065  -0.025  -0.196
2143.180   2701   68.730  68.963  0.575  -151.153  -3.237  -3.106  -0.051  -0.221
2143.180   2701   68.730  68.963  0.575  -151.153  -3.237  -3.106  -0.051  -0.221
1080.982   2539   68.379  68.671  0.560  -204.301  -2.800  -1.493  -0.074  -0.233
1080.982   2539   68.379  68.671  0.560  -204.301  -2.800  -1.493  -0.074  -0.233
430.771   2100   68.203  68.451  0.523  -225.428  -3.181  -1.844  -0.099  -0.248
430.771   2100   68.203  68.451  0.523  -225.428  -3.181  -1.844  -0.099  -0.248
-638.404   1130   68.027  68.332  0.533  -335.783  -3.405  -0.500  -0.126  -0.252
-638.404   1130   68.027  68.332  0.533  -335.783  -3.405  -0.500  -0.126  -0.252
-1213.654    476   68.027  68.288  0.513  -324.687  -2.489  0.911  -0.146  -0.244
-1830.219   -523   68.027  68.260  0.483  -363.947  -1.599  3.073  -0.159  -0.220
-2763.794  -1095   67.852  68.203  0.535  -412.218  -1.877  3.302  -0.174  -0.193
-2763.794  -1095   67.852  68.203  0.535  -412.218  -1.877  3.302  -0.174  -0.193
-2859.147  -1708   67.852  68.097  0.505  -363.612  -2.422  1.518  -0.193  -0.181
-2859.147  -1708   67.852  68.097  0.505  -363.612  -2.422  1.518  -0.193  -0.181
-3469.289  -2472   67.676  67.905  0.475  -475.001  -3.896  0.647  -0.225  -0.176
-3469.289  -2472   67.676  67.905  0.475  -475.001  -3.896  0.647  -0.225  -0.176
-3626.842  -2690   67.324  67.493  0.419  -405.489  -4.092  -0.846  -0.257  -0.183
-3626.842  -2690   67.324  67.493  0.419  -405.489  -4.092  -0.846  -0.257  -0.183
-3468.292  -1983   66.621  66.882  0.437  -138.358  -3.372  -3.846  -0.284  -0.214
-2259.442  -1926   65.918  66.101  0.402  137.819  -2.039  -5.871  -0.301  -0.261
-2259.442  -1926   65.918  66.101  0.402  137.819  -2.039  -5.871  -0.301  -0.261
-1367.148  -1370   65.391  65.488  0.327  124.032  -2.692  -6.768  -0.322  -0.315
-1367.148  -1370   65.391  65.488  0.327  124.032  -2.692  -6.768  -0.322  -0.315
-1405.930   -806   64.512  64.704  0.335  -23.124  -4.111  -6.899  -0.355  -0.370
-1276.101   -451   63.633  63.718  0.275  -158.803  -5.066  -6.404  -0.396  -0.421
-143.674   -326   58.887  58.307  -0.168  -258.174  -5.600  -5.755  -0.440  -0.467
-768.271   -366   58.184  57.622  -0.452  -257.888  -4.868  -4.467  -0.479  -0.503
-536.911   -261   57.656  56.950  -0.730  -222.088  -3.746  -3.058  -0.509  -0.527
-584.050   -261   57.656  56.950  -0.914  -128.584  -2.823  -2.920  -0.532  -0.551
-325.563   -586   57.129  56.290  -1.118  -128.998  -2.856  -2.970  -0.555  -0.575
-1015.087   -644   56.426  55.635  -1.224  -292.282  -4.958  -4.089  -0.594  -0.607
-2843.426   -644   55.898  55.635  -0.975  -344.581  -7.038  -6.938  -0.651  -0.663
-1699.061   -423   55.898  54.979  -1.207  -377.650  -9.087  -10.032  -0.723  -0.743
-1699.061   -423   55.898  54.979  -1.207  -377.650  -9.087  -10.032  -0.723  -0.743
-2962.233   -740   55.195  54.335  -1.326  -486.706  -11.370  -12.321  -0.814  -0.842
-4268.196   -830   54.492  53.503  -1.483  -923.859  -13.241  -8.676  -0.920  -0.911
-4268.196   -830   54.492  53.503  -1.483  -923.859  -13.241  -8.676  -0.920  -0.911
-5668.373   -772   53.789  52.864  -1.548  -843.931  -13.850  -11.064  -1.031  -1.000
-5668.373   -772   53.789  52.864  -1.548  -843.931  -13.850  -11.064  -1.031  -1.000
-5668.373   -772   53.789  52.864  -1.548  -843.931  -13.850  -11.064  -1.031  -1.000
-6372.725   -760   53.086  52.093  -1.633  -804.514  -14.311  -12.530  -1.146  -1.100
-5842.849   -734   51.680  50.659  -1.707  -285.271  -9.885  -12.976  -1.225  -1.204
-5556.588   -751   50.977  50.017  -1.718  -254.979  -9.330  -12.447  -1.299  -1.303
-5556.588   -751   50.977  50.017  -1.718  -254.979  -9.330  -12.447  -1.299  -1.303
-5638.854   -740   50.273  49.361  -1.698  -384.895  -9.399  -10.476  -1.375  -1.387
-5638.854   -740   50.273  49.361  -1.698  -384.895  -9.399  -10.476  -1.375  -1.387
-5674.424   -748   49.746  48.707  -1.761  -521.531  -8.526  -6.757  -1.443  -1.441
-5674.424   -748   49.746  48.707  -1.761  -521.531  -8.526  -6.757  -1.443  -1.441
-6387.320   -727   48.867  47.800  -1.820  -698.974  -8.903  -4.624  -1.514  -1.478
-6387.320   -727   48.867  47.800  -1.820  -698.974  -8.903  -4.624  -1.514  -1.478
-7473.978   -734   47.812  46.846  -1.798  -806.967  -9.732  -4.415  -1.592  -1.513
-8161.761   -687   46.934  45.892  -1.829  -896.808  -10.855  -5.022  -1.679  -1.554
-7875.937   -703   46.230  45.244  -1.816  -402.913  -7.466  -6.936  -1.738  -1.609
-7875.937   -703   46.230  45.244  -1.816  -402.913  -7.466  -6.936  -1.738  -1.609
-7875.937   -703   46.230  45.244  -1.816  -402.913  -7.466  -6.936  -1.738  -1.609
-7746.105   -681   45.527  44.585  -1.780  -462.076  -9.115  -8.912  -1.811  -1.680
-7746.105   -681   45.527  44.585  -1.780  -462.076  -9.115  -8.912  -1.811  -1.680
-7763.992   -596   44.473  43.487  -1.783  -576.311  -11.545  -11.390  -1.904  -1.771
-9185.239   -569   43.418  42.514  -1.735  -1023.451  -13.567  -7.865  -2.012  -1.834
-9185.239   -569   43.418  42.514  -1.735  -1023.451  -13.567  -7.865  -2.012  -1.834
-10928.197   -538   42.539  41.854  -1.571  -1144.331  -14.193  -7.108  -2.126  -1.891
-11219.658   -402   41.836  41.037  -1.531  -992.355  -12.816  -7.157  -2.228  -1.948
-11482.833    -40   36.211  35.643  -1.364  -637.600  -9.680  -7.308  -2.306  -2.007
-10294.074    -17   35.508  34.914  -1.268  -341.174  -6.562  -6.531  -2.358  -2.059
-10568.904    -17   34.805  34.914  -0.778  -96.094  -4.139  -6.143  -2.391  -2.108
-7287.759     -8   34.805  34.199  -0.885  -42.305  -2.911  -4.811  -2.415  -2.147
-6470.077     13   34.102  33.476  -0.969  -17.078  -2.400  -4.290  -2.434  -2.181
-5688.807     26   33.398  32.756  -1.035  -133.391  -2.928  -3.358  -2.457  -2.208
-4972.387     26   33.398  32.756  -1.078  -69.780  -2.800  -4.138  -2.480  -2.241
-3726.002     13   32.695  32.035  -1.119  198.981  -1.837  -6.691  -2.494  -2.295
-3403.923     46   31.816  31.311  -1.051  100.136  -1.849  -5.096  -2.509  -2.335
-3403.923     46   31.816  31.311  -1.051  100.136  -1.849  -5.096  -2.509  -2.335
-2929.287     28   31.113  30.591  -1.017  28.738  -1.860  -3.950  -2.524  -2.367
-2929.287     28   31.113  30.591  -1.017  28.738  -1.860  -3.950  -2.524  -2.367
-2957.500      5   30.234  29.869  -0.899  65.514  -2.613  -5.843  -2.545  -2.414
-2381.871     23   29.180  28.874  -0.784  215.293  -2.045  -7.185  -2.561  -2.471
-1992.027      9   28.477  28.168  -0.709  153.153  -3.010  -7.852  -2.585  -2.534
-1992.027      9   28.477  28.168  -0.709  153.153  -3.010  -7.852  -2.585  -2.534
-1505.398     -5   27.773  27.450  -0.668  215.612  -2.728  -8.299  -2.607  -2.600
-1505.398     -5   27.773  27.450  -0.668  215.612  -2.728  -8.299  -2.607  -2.600
-1663.360     21   26.895  26.729  -0.546  147.851  -1.983  -5.854  -2.623  -2.647
-1663.360     21   26.895  26.729  -0.546  147.851  -1.983  -5.854  -2.623  -2.647
-1019.065      4   26.016  25.737  -0.533  196.568  -1.232  -5.265  -2.633  -2.689
-1019.065      4   26.016  25.737  -0.533  196.568  -1.232  -5.265  -2.633  -2.689
-799.201    -12   24.961  24.693  -0.517  216.727  -0.791  -4.766  -2.639  -2.728
-53.374     -4   24.082  23.660  -0.601  260.388  -0.502  -4.911  -2.643  -2.767
-53.374     -4   24.082  23.660  -0.601  260.388  -0.502  -4.911  -2.643  -2.767
38.220      3   23.379  22.943  -0.664  188.890  -1.373  -5.272  -2.654  -2.809
38.220      3   23.379  22.943  -0.664  188.890  -1.373  -5.272  -2.654  -2.809
-393.604      2   22.500  22.058  -0.711  -37.042  -3.076  -4.654  -2.679  -2.846
-944.927     -7   21.445  21.012  -0.736  -98.831  -2.791  -3.154  -2.701  -2.871
-944.927     -7   21.445  21.012  -0.736  -98.831  -2.791  -3.154  -2.701  -2.871
-944.927     -7   21.445  21.012  -0.736  -98.831  -2.791  -3.154  -2.701  -2.871
-857.204    -15   20.742  20.269  -0.777  76.438  -1.197  -3.119  -2.711  -2.896
-857.204    -15   20.742  20.269  -0.777  76.438  -1.197  -3.119  -2.711  -2.896
-669.294     -2   19.512  18.924  -0.874  59.323  -1.294  -3.000  -2.721  -2.920
-830.922    -13   18.281  17.904  -0.810  243.723  -0.630  -4.738  -2.726  -2.958
-1175.526      3   17.402  17.203  -0.660  117.976  -2.149  -5.382  -2.743  -3.001
-1709.262     -1   11.953  11.774  -0.549  -86.961  -4.123  -5.583  -2.776  -3.046
-2261.244     -6   11.250  11.069  -0.475  -132.766  -4.700  -5.860  -2.814  -3.093
-2644.769    -19   10.547  10.354  -0.434  -131.313  -3.528  -3.805  -2.842  -3.123
-2764.929    -19   10.547  10.354  -0.406  -55.837  -1.671  -1.722  -2.855  -3.137
-2686.117      7   9.844  9.634  -0.398  -10.317  -0.672  -0.680  -2.861  -3.143
-3045.910    -12   9.141  8.919  -0.399  -186.646  -0.706  2.059  -2.867  -3.126
-2732.382    -12   9.141  8.919  -0.401  62.772  2.473  3.684  -2.847  -3.097
-1674.846    -42   8.438  8.202  -0.410  376.276  4.705  2.637  -2.809  -3.076
-800.164    -14   7.734  7.489  -0.421  389.911  5.381  3.634  -2.766  -3.046
-800.164    -14   7.734  7.489  -0.421  389.911  5.381  3.634  -2.766  -3.046
-710.241    -35   6.855  6.774  -0.330  303.000  5.641  5.489  -2.721  -3.003
-984.949    -26   6.152  6.045  -0.285  -23.011  3.813  7.437  -2.690  -2.943
-1382.223    -50   5.449  5.349  -0.250  -40.058  4.015  8.029  -2.658  -2.879
-1382.223    -50   5.449  5.349  -0.250  -40.058  4.015  8.029  -2.658  -2.879
-1561.401    -61   4.746  4.638  -0.232  -17.763  5.297  9.900  -2.616  -2.800
-1561.401    -61   4.746  4.638  -0.232  -17.763  5.297  9.900  -2.616  -2.800
-857.814    -55   4.043  3.926  -0.226  323.042  6.717  6.952  -2.562  -2.744
-857.814    -55   4.043  3.926  -0.226  323.042  6.717  6.952  -2.562  -2.744
301.197    -59   3.164  2.944  -0.283  464.410  9.068  8.856  -2.490  -2.673
301.197    -59   3.164  2.944  -0.283  464.410  9.068  8.856  -2.490  -2.673
1755.028    -59   2.285  1.872  -0.439  579.973  11.065  10.550  -2.401  -2.589
1700.533    254   1.406  0.846  -0.632  95.853  7.767  12.417  -2.339  -2.489
1700.533    254   1.406  0.846  -0.632  95.853  7.767  12.417  -2.339  -2.489
1419.083   1418   0.703  0.163  -0.748  122.245  9.099  14.302  -2.266  -2.375
1419.083   1418   0.703  0.163  -0.748  122.245  9.099  14.302  -2.266  -2.375
1374.876   1600   0.000  -0.510  -0.808  190.929  10.499  15.634  -2.182  -2.250
1374.876   1600   0.000  -0.510  -0.808  190.929  10.499  15.634  -2.182  -2.250
2974.118   1385   -0.703  -1.218  -0.850  847.920  13.685  10.780  -2.073  -2.164
2974.118   1385   -0.703  -1.218  -0.850  847.920  13.685  10.780  -2.073  -2.164
4280.412   1326   -1.406  -1.832  -0.824  961.426  15.654  12.482  -1.947  -2.064
4280.412   1326   -1.406  -1.832  -0.824  961.426  15.654  12.482  -1.947  -2.064
5335.591   2705   -1.934  -2.261  -0.747  975.659  16.927  14.534  -1.812  -1.948
3887.583   2865   -2.285  -2.421  -0.579  140.206  11.728  18.641  -1.718  -1.798
2908.357   2895   -2.285  -2.391  -0.450  63.374  12.673  21.459  -1.617  -1.627
2353.173   2904   -2.285  -2.283  -0.298  246.842  15.168  22.868  -1.496  -1.444
849.020   2863   -0.879  -0.039  0.311  502.511  17.799  23.378  -1.353  -1.257
1844.541   2436   -0.527  0.444  0.796  735.174  19.133  21.987  -1.200  -1.081
3486.164   1275   0.000  0.932  1.095  1036.969  20.672  19.886  -1.035  -0.922
4911.706   1275   0.000  0.932  1.294  1067.286  20.948  19.900  -0.867  -0.763
5425.900   1653   0.352  1.390  1.492  845.811  19.602  21.049  -0.710  -0.594
5586.621   2627   0.703  1.859  1.694  715.222  18.677  21.474  -0.561  -0.422
6997.799   2627   0.703  1.859  1.829  1122.175  18.834  15.265  -0.410  -0.300
7783.857   2763   1.230  2.362  1.904  948.174  18.467  17.415  -0.262  -0.161
6708.528   2419   1.758  2.894  1.957  246.525  13.022  18.949  -0.158  -0.009
6708.528   2419   1.758  2.894  1.957  246.525  13.022  18.949  -0.158  -0.009
5743.207   2297   2.109  3.439  2.109  358.710  14.583  19.865  -0.042  0.150
5743.207   2297   2.109  3.439  2.109  358.710  14.583  19.865  -0.042  0.150
5806.564   2192   2.637  3.998  2.230  532.509  16.501  20.442  0.090  0.313
5806.564   2192   2.637  3.998  2.230  532.509  16.501  20.442  0.090  0.313
6853.977   2124   3.340  4.796  2.368  1024.858  17.577  14.489  0.231  0.429
6853.977   2124   3.340  4.796  2.368  1024.858  17.577  14.489  0.231  0.429
8535.628   2048   4.219  5.603  2.416  1194.364  18.748  13.896  0.381  0.540
8535.628   2048   4.219  5.603  2.416  1194.364  18.748  13.896  0.381  0.540
9119.030   2156   4.922  6.404  2.508  1042.383  17.744  14.583  0.523  0.657
9322.375   2113   5.801  7.222  2.532  747.138  16.115  16.424  0.652  0.788
7615.778   2017   6.328  7.770  2.561  62.103  10.379  17.168  0.735  0.926
7615.778   2017   6.328  7.770  2.561  62.103  10.379  17.168  0.735  0.926
6691.468   2052   6.855  8.330  2.599  227.524  11.248  16.011  0.825  1.054
6691.468   2052   6.855  8.330  2.599  227.524  11.248  16.011  0.825  1.054
6757.148   2062   7.383  8.889  2.645  552.176  12.860  13.657  0.928  1.163
6757.148   2062   7.383  8.889  2.645  552.176  12.860  13.657  0.928  1.163
7704.434   2034   8.086  9.658  2.714  953.481  13.542  8.484  1.036  1.231
7704.434   2034   8.086  9.658  2.714  953.481  13.542  8.484  1.036  1.231
