SetPt[mA]  I_m[mA] theta_l[deg]  theta_c[deg]  T_sea[N.m]  T_acc[N.m]  acc_hum[rad/s2]  acc_exo[rad/s2]  vel_hum[rad/s]  vel_exo[rad/s]
15071.768    718   11.953  13.729  3.223  698.374  16.469  17.052  2.163  2.366
15071.768    718   11.953  13.729  3.223  698.374  16.469  17.052  2.163  2.366
16464.273    525   12.832  14.405  2.855  1024.710  16.298  11.222  2.294  2.456
16464.273    525   12.832  14.405  2.855  1024.710  16.298  11.222  2.294  2.456
17629.248    272   14.062  15.350  2.338  1195.099  16.815  9.318  2.428  2.530
17629.248    272   14.062  15.350  2.338  1195.099  16.815  9.318  2.428  2.530
17948.396    148   15.293  16.349  1.918  1167.172  15.957  8.363  2.556  2.597
18699.064     52   16.699  17.411  1.292  878.186  13.178  8.422  2.661  2.665
15779.083     33   17.578  18.156  1.050  308.122  8.256  9.404  2.727  2.740
15779.083     33   17.578  18.156  1.050  308.122  8.256  9.404  2.727  2.740
12279.627      3   18.281  18.912  1.145  -80.147  5.335  10.785  2.770  2.826
12279.627      3   18.281  18.912  1.145  -80.147  5.335  10.785  2.770  2.826
10181.462     32   18.984  19.628  1.169  -158.802  4.429  10.443  2.805  2.910
10181.462     32   18.984  19.628  1.169  -158.802  4.429  10.443  2.805  2.910
8571.286     27   19.863  20.512  1.178  21.624  4.136  6.799  2.838  2.964
8571.286     27   19.863  20.512  1.178  21.624  4.136  6.799  2.838  2.964
7773.619     35   20.918  21.554  1.155  157.832  4.900  5.816  2.878  3.011
7377.450     27   21.973  22.594  1.127  277.425  5.898  5.549  2.925  3.055
5281.094     24   27.598  28.375  1.411  56.743  3.573  5.169  2.953  3.096
4748.752     66   28.301  29.114  1.476  -167.880  1.362  5.033  2.964  3.137
3620.336     66   28.301  29.114  1.476  -240.788  0.285  4.313  2.967  3.171
2477.097     27   29.004  29.831  1.501  -298.026  -0.713  3.464  2.961  3.199
1830.488     29   29.707  30.545  1.521  -242.282  -0.267  3.261  2.959  3.225
1388.781     44   30.410  31.261  1.544  -194.795  -0.496  2.008  2.955  3.241
1190.055     44   30.410  31.261  1.544  -174.847  -0.881  0.958  2.948  3.249
744.143     20   31.113  31.976  1.566  -231.266  -1.907  0.072  2.932  3.249
744.143     20   31.113  31.976  1.566  -231.266  -1.907  0.072  2.932  3.249
504.053     50   31.816  32.692  1.589  -207.887  -2.610  -1.593  2.912  3.237
504.053     50   31.816  32.692  1.589  -207.887  -2.610  -1.593  2.912  3.237
679.493     37   32.695  33.524  1.505  -228.697  -3.749  -3.270  2.882  3.210
741.497     32   33.750  34.586  1.518  16.358  -2.680  -5.527  2.860  3.166
741.497     32   33.750  34.586  1.518  16.358  -2.680  -5.527  2.860  3.166
1151.938     35   34.453  35.315  1.564  91.521  -3.356  -7.960  2.833  3.102
1151.938     35   34.453  35.315  1.564  91.521  -3.356  -7.960  2.833  3.102
1750.066     62   35.332  36.146  1.477  -20.240  -5.748  -10.250  2.787  3.020
1750.066     62   35.332  36.146  1.477  -20.240  -5.748  -10.250  2.787  3.020
-284.364     31   36.211  37.158  1.719  -352.016  -7.301  -7.334  2.729  2.962
-284.364     31   36.211  37.158  1.719  -352.016  -7.301  -7.334  2.729  2.962
-357.827      2   37.266  38.215  1.723  -488.336  -9.667  -9.218  2.652  2.888
-357.827      2   37.266  38.215  1.723  -488.336  -9.667  -9.218  2.652  2.888
-2395.302   -232   38.145  39.225  1.961  -555.660  -12.192  -12.557  2.554  2.788
-1922.324   -336   39.023  40.236  2.202  0.938  -8.625  -15.649  2.485  2.662
-2028.158  -1886   39.551  40.904  2.456  -95.472  -10.932  -18.019  2.398  2.518
-2028.158  -1886   39.551  40.904  2.456  -95.472  -10.932  -18.019  2.398  2.518
-1764.608  -1875   40.078  41.466  2.520  -271.033  -13.416  -19.361  2.290  2.363
-1764.608  -1875   40.078  41.466  2.520  -271.033  -13.416  -19.361  2.290  2.363
-3102.821  -1923   40.605  41.948  2.438  -938.331  -16.387  -13.264  2.159  2.257
-3102.821  -1923   40.605  41.948  2.438  -938.331  -16.387  -13.264  2.159  2.257
-5415.761  -1730   41.133  42.472  2.431  -1220.870  -18.822  -12.836  2.009  2.155
-5415.761  -1730   41.133  42.472  2.431  -1220.870  -18.822  -12.836  2.009  2.155
-5945.622  -2768   41.660  42.860  2.177  -1207.286  -19.171  -13.756  1.855  2.045
-5758.545  -2851   41.836  42.976  2.069  -425.157  -13.094  -16.290  1.750  1.914
-5758.545  -2851   41.836  42.976  2.069  -425.157  -13.094  -16.290  1.750  1.914
-4927.848  -2879   41.836  42.907  1.944  -390.523  -14.124  -18.661  1.637  1.765
-4597.957  -2863   41.660  42.695  1.878  -358.892  -15.383  -21.370  1.514  1.594
-343.564  -1351   38.496  38.932  0.791  -469.227  -17.710  -23.551  1.373  1.406
-3530.133  -1071   37.969  38.297  0.597  -590.584  -19.420  -24.455  1.217  1.210
136.442   -521   37.969  37.657  -0.566  -880.973  -22.861  -25.577  1.034  1.005
-10211.502   -521   37.266  37.657  0.710  -986.198  -24.997  -27.546  0.834  0.785
-3499.556   -856   36.738  36.980  0.439  -246.462  -19.317  -29.967  0.680  0.545
-5686.460   -816   36.035  36.331  0.537  -354.300  -21.132  -31.227  0.511  0.295
-5172.630   -816   36.035  36.331  0.537  -426.100  -22.629  -32.539  0.330  0.035
-7897.718   -776   35.332  35.680  0.632  -1333.387  -25.765  -22.627  0.124  -0.146
-9788.045   -720   34.629  35.023  0.715  -1350.774  -27.033  -24.617  -0.093  -0.343
-9157.537   -683   33.926  34.362  0.792  -428.228  -19.336  -26.619  -0.247  -0.556
-9157.537   -683   33.926  34.362  0.792  -428.228  -19.336  -26.619  -0.247  -0.556
-9519.634   -644   33.047  33.698  1.182  -249.840  -18.855  -28.694  -0.398  -0.785
-9519.634   -644   33.047  33.698  1.182  -249.840  -18.855  -28.694  -0.398  -0.785
-7656.846   -542   32.344  33.031  1.248  -216.910  -19.002  -29.391  -0.550  -1.021
-7656.846   -542   32.344  33.031  1.248  -216.910  -19.002  -29.391  -0.550  -1.021
-9933.801   -465   31.465  32.301  1.518  -981.037  -21.551  -20.854  -0.722  -1.187
-9933.801   -465   31.465  32.301  1.518  -981.037  -21.551  -20.854  -0.722  -1.187
-11247.059   -328   30.410  31.301  1.618  -1356.903  -24.541  -19.801  -0.919  -1.346
-11247.059   -328   30.410  31.301  1.618  -1356.903  -24.541  -19.801  -0.919  -1.346
-12756.690   -176   29.355  30.260  1.641  -1424.109  -23.910  -17.604  -1.110  -1.487
-12543.813    -68   28.301  29.255  1.731  -694.988  -16.454  -16.810  -1.242  -1.621
-12563.648    -48   27.422  28.527  2.006  -552.756  -15.342  -17.241  -1.364  -1.759
-12563.648    -48   27.422  28.527  2.006  -552.756  -15.342  -17.241  -1.364  -1.759
-10908.838     -8   26.719  27.812  1.984  -524.702  -14.538  -16.268  -1.481  -1.889
-10908.838     -8   26.719  27.812  1.984  -524.702  -14.538  -16.268  -1.481  -1.889
-12818.269      8   25.840  27.093  2.274  -960.301  -15.870  -11.239  -1.608  -1.979
-12818.269      8   25.840  27.093  2.274  -960.301  -15.870  -11.239  -1.608  -1.979
-13406.017      1   24.785  26.126  2.434  -1202.941  -17.636  -10.319  -1.749  -2.062
-13406.017      1   24.785  26.126  2.434  -1202.941  -17.636  -10.319  -1.749  -2.062
-14835.924     10   23.555  25.054  2.722  -1150.876  -17.008  -10.178  -1.885  -2.143
-13237.963    -11   22.500  24.035  2.787  -562.237  -11.601  -10.642  -1.978  -2.228
-13237.963    -11   22.500  24.035  2.787  -562.237  -11.601  -10.642  -1.978  -2.228
-12060.313      8   21.797  23.306  2.739  -512.480  -11.177  -10.743  -2.067  -2.314
-12060.313      8   21.797  23.306  2.739  -512.480  -11.177  -10.743  -2.067  -2.314
-10327.786      9   21.094  22.470  2.498  -450.087  -10.779  -11.098  -2.153  -2.403
-10283.865    -11   20.039  21.388  2.448  -511.501  -11.096  -10.618  -2.242  -2.488
-9598.414      7   13.887  15.168  2.325  -620.394  -11.686  -9.827  -2.336  -2.566
-9813.314    -16   13.184  14.438  2.277  -669.591  -11.888  -9.376  -2.431  -2.641
-4470.964      5   13.184  13.723  0.978  -579.460  -10.967  -9.299  -2.518  -2.716
-13379.781      5   12.480  13.723  2.255  -376.901  -8.862  -9.018  -2.589  -2.788
-7267.084     -2   11.777  13.004  2.226  -191.388  -6.947  -8.762  -2.645  -2.858
-7399.875      1   11.074  12.289  2.205  -85.901  -5.453  -7.877  -2.689  -2.921
-6599.809      1   11.074  12.289  2.205  -76.137  -5.052  -7.304  -2.729  -2.980
-6090.772    -12   10.371  11.573  2.181  -185.902  -5.483  -6.183  -2.773  -3.029
-5829.841     -5   9.668  10.856  2.157  -215.044  -4.868  -4.591  -2.812  -3.066
-7064.218      7   8.789  10.139  2.450  -284.693  -4.657  -3.044  -2.849  -3.090
-7064.218      7   8.789  10.139  2.450  -284.693  -4.657  -3.044  -2.849  -3.090
-7092.271    -17   7.910  9.424  2.748  -217.534  -3.744  -2.583  -2.879  -3.111
-7092.271    -17   7.910  9.424  2.748  -217.534  -3.744  -2.583  -2.879  -3.111
-5827.217     -7   7.207  8.708  2.724  -131.407  -2.318  -1.527  -2.897  -3.123
-6011.735     -2   6.328  7.876  2.810  -98.594  -1.194  -0.101  -2.907  -3.124
-6011.735     -2   6.328  7.876  2.810  -98.594  -1.194  -0.101  -2.907  -3.124
-5270.292    -22   5.625  7.147  2.762  -171.006  -0.721  1.948  -2.913  -3.108
-5270.292    -22   5.625  7.147  2.762  -171.006  -0.721  1.948  -2.913  -3.108
-5696.367     -8   4.746  6.314  2.846  -198.679  0.123  3.878  -2.912  -3.077
-5696.367     -8   4.746  6.314  2.846  -198.679  0.123  3.878  -2.912  -3.077
-4675.331    -18   3.691  5.237  2.806  -29.067  2.665  5.465  -2.890  -3.033
-4675.331    -18   3.691  5.237  2.806  -29.067  2.665  5.465  -2.890  -3.033
-3063.987    -22   2.813  4.238  2.588  171.581  3.742  3.944  -2.861  -3.002
-3063.987    -22   2.813  4.238  2.588  171.581  3.742  3.944  -2.861  -3.002
-3094.336    -13   1.758  3.212  2.639  222.287  5.153  5.582  -2.819  -2.957
-3094.336    -13   1.758  3.212  2.639  222.287  5.153  5.582  -2.819  -2.957
-2042.824    -34   0.703  2.159  2.642  243.713  6.100  6.893  -2.771  -2.902
-2044.451    -14   -0.352  1.079  2.596  -55.814  4.216  8.613  -2.737  -2.833
-2031.936    -11   -1.055  0.353  2.555  -11.432  5.285  9.701  -2.695  -2.756
-2031.936    -11   -1.055  0.353  2.555  -11.432  5.285  9.701  -2.695  -2.756
-1652.320    -33   -1.758  -0.385  2.492  79.101  7.132  11.386  -2.637  -2.664
-1652.320    -33   -1.758  -0.385  2.492  79.101  7.132  11.386  -2.637  -2.664
558.305    -22   -2.285  -1.102  2.147  414.618  8.418  7.938  -2.570  -2.601
558.305    -22   -2.285  -1.102  2.147  414.618  8.418  7.938  -2.570  -2.601
867.265    -18   -3.164  -2.034  2.051  511.688  9.871  8.875  -2.491  -2.530
1459.368    470   -4.219  -3.026  2.164  651.028  11.727  9.817  -2.397  -2.451
6389.353    833   -8.086  -7.351  1.334  759.654  13.734  11.557  -2.287  -2.359
4803.832   1277   -8.438  -7.741  1.265  804.385  14.334  11.890  -2.173  -2.264
5485.102   2530   -8.789  -8.049  1.343  755.941  14.526  13.081  -2.057  -2.159
6044.322   2530   -8.789  -8.049  1.343  698.156  14.489  14.010  -1.941  -2.047
5148.432   2813   -9.141  -8.235  1.644  767.258  14.966  13.691  -1.821  -1.938
5660.433   2865   -9.316  -8.296  1.852  768.800  15.576  14.762  -1.696  -1.820
6488.442   2865   -9.316  -8.296  1.852  778.689  16.120  15.568  -1.567  -1.695
6237.410   2883   -9.316  -8.241  1.953  753.724  16.395  16.483  -1.436  -1.563
6237.410   2883   -9.316  -8.241  1.953  753.724  16.395  16.483  -1.436  -1.563
5608.146   2872   -9.316  -8.084  2.237  703.663  16.763  17.981  -1.302  -1.419
5608.146   2872   -9.316  -8.084  2.237  703.663  16.763  17.981  -1.302  -1.419
6670.197   2865   -8.965  -7.739  2.225  684.118  17.459  19.529  -1.162  -1.263
4560.362   2525   -8.438  -7.158  2.322  6.711  12.132  21.527  -1.065  -1.091
4560.362   2525   -8.438  -7.158  2.322  6.711  12.132  21.527  -1.065  -1.091
3243.184   2600   -8.086  -6.647  2.611  262.571  15.291  22.678  -0.943  -0.909
3243.184   2600   -8.086  -6.647  2.611  262.571  15.291  22.678  -0.943  -0.909
5002.507   1966   -7.383  -6.006  2.499  569.652  18.897  23.782  -0.792  -0.719
5002.507   1966   -7.383  -6.006  2.499  569.652  18.897  23.782  -0.792  -0.719
6491.784   1200   -6.504  -5.102  2.544  1336.644  22.166  16.538  -0.615  -0.587
6491.784   1200   -6.504  -5.102  2.544  1336.644  22.166  16.538  -0.615  -0.587
8077.065    837   -5.625  -4.148  2.680  1356.298  22.965  17.690  -0.431  -0.445
8077.065    837   -5.625  -4.148  2.680  1356.298  22.965  17.690  -0.431  -0.445
6629.027    758   -5.098  -3.204  3.437  1213.811  22.719  19.729  -0.249  -0.287
5764.205    784   -4.395  -2.215  3.955  304.033  15.080  21.624  -0.128  -0.114
5278.603    883   -3.867  -1.569  4.171  316.644  15.952  22.876  -0.001  0.069
5278.603    883   -3.867  -1.569  4.171  316.644  15.952  22.876  -0.001  0.069
4446.041   1083   -3.340  -0.938  4.360  322.091  17.380  25.227  0.138  0.270
4446.041   1083   -3.340  -0.938  4.360  322.091  17.380  25.227  0.138  0.270
5409.805   1095   -2.813  -0.277  4.603  1015.063  19.620  17.377  0.295  0.409
5409.805   1095   -2.813  -0.277  4.603  1015.063  19.620  17.377  0.295  0.409
7892.010   1195   -1.934  0.506  4.428  945.521  20.771  20.620  0.461  0.574
7892.010   1195   -1.934  0.506  4.428  945.521  20.771  20.620  0.461  0.574
7577.144   1276   -1.055  1.429  4.507  869.371  22.376  24.751  0.640  0.772
9997.001   1157   0.000  2.315  4.202  917.485  24.500  27.670  0.836  0.994
9997.001   1157   0.000  2.315  4.202  917.485  24.500  27.670  0.836  0.994
7950.797   1140   0.703  2.953  4.084  64.234  16.560  28.000  0.969  1.218
8570.865   1098   1.582  3.687  3.820  421.458  19.304  26.678  1.123  1.431
11117.870    579   7.207  8.903  3.079  667.837  20.828  25.119  1.290  1.632
11110.081    492   8.086  9.593  2.735  935.523  21.738  22.152  1.464  1.809
13135.625    356   8.965  10.280  2.388  1188.686  23.133  20.336  1.649  1.972
13287.276    356   8.965  10.280  2.388  1277.587  23.281  19.127  1.835  2.125
15430.657    272   9.844  10.976  2.056  1181.574  21.609  17.841  2.008  2.268
15583.640    145   10.723  11.684  1.744  1020.940  19.233  16.397  2.162  2.399
14528.555    145   10.723  11.684  1.744  927.202  16.864  13.822  2.297  2.509
15822.873    110   11.602  12.390  1.432  961.137  14.556  9.197  2.413  2.583
15672.035     44   12.480  13.107  1.137  924.608  12.781  6.737  2.515  2.637
15096.354     22   13.359  13.825  0.846  627.872  8.957  5.057  2.587  2.677
15096.354     22   13.359  13.825  0.846  627.872  8.957  5.057  2.587  2.677
13183.710     39   14.062  14.539  0.866  547.518  8.120  4.982  2.652  2.717
13183.710     39   14.062  14.539  0.866  547.518  8.120  4.982  2.652  2.717
12118.721      5   14.766  15.257  0.892  418.654  7.107  5.407  2.709  2.761
11577.642     19   15.645  16.092  0.813  455.088  6.726  4.136  2.763  2.794
11577.642     19   15.645  16.092  0.813  455.088  6.726  4.136  2.763  2.794
10057.455     29   16.348  16.821  0.858  328.718  5.578  4.271  2.807  2.828
10057.455     29   16.348  16.821  0.858  328.718  5.578  4.271  2.807  2.828
9666.916     11   17.227  17.656  0.780  294.391  5.347  4.460  2.850  2.863
6834.230     15   18.105  18.698  1.076  48.862  3.573  5.481  2.879  2.907
6834.230     15   18.105  18.698  1.076  48.862  3.573  5.481  2.879  2.907
6414.023     57   18.809  19.425  1.119  -51.095  3.050  6.222  2.903  2.957
6414.023     57   18.809  19.425  1.119  -51.095  3.050  6.222  2.903  2.957
5150.950     46   19.687  20.282  1.080  -189.901  2.111  6.867  2.920  3.012
5150.950     46   19.687  20.282  1.080  -189.901  2.111  6.867  2.920  3.012
4281.477     27   20.742  21.298  1.008  -177.260  1.141  4.877  2.929  3.051
4281.477     27   20.742  21.298  1.008  -177.260  1.141  4.877  2.929  3.051
3212.319     45   21.797  22.371  1.042  -149.414  1.137  4.354  2.938  3.086
3212.319     45   21.797  22.371  1.042  -149.414  1.137  4.354  2.938  3.086
1941.242     48   22.676  23.372  1.264  -131.297  0.712  3.255  2.944  3.112
2225.306     59   23.730  24.435  1.278  -105.608  0.508  2.429  2.948  3.131
1717.231     56   24.434  25.160  1.318  -92.735  -0.212  0.912  2.946  3.139
1717.231     56   24.434  25.160  1.318  -92.735  -0.212  0.912  2.946  3.139
1357.444     32   25.137  25.914  1.411  -71.160  -0.470  0.076  2.942  3.139
1144.856     52   25.840  26.629  1.433  -207.669  -2.857  -1.850  2.920  3.124
158.678     39   31.641  32.471  1.507  -358.576  -5.489  -3.970  2.876  3.093
-630.503     20   32.344  33.201  1.556  -474.608  -7.790  -6.102  2.813  3.044
3885.592     20   33.047  33.201  0.280  -513.796  -8.897  -7.421  2.742  2.984
-6018.186     59   33.047  33.912  1.571  -411.106  -9.151  -9.624  2.669  2.907
-1279.831   -383   33.750  34.623  1.585  -429.571  -10.122  -11.027  2.588  2.819
-3659.135  -2218   34.277  35.281  1.822  -463.931  -11.687  -13.206  2.495  2.714
-3243.592  -2218   34.277  35.281  1.822  -517.146  -13.168  -14.909  2.389  2.594
-2684.349  -1562   34.980  35.844  1.568  -519.545  -14.346  -16.934  2.274  2.459
-2684.349  -1562   34.980  35.844  1.568  -519.545  -14.346  -16.934  2.274  2.459
-3705.147  -2492   35.508  36.327  1.487  -629.126  -16.226  -18.379  2.145  2.312
-3705.147  -2492   35.508  36.327  1.487  -629.126  -16.226  -18.379  2.145  2.312
-4921.857  -2584   35.859  36.774  1.660  -621.172  -16.953  -19.774  2.009  2.154
-4921.857  -2584   35.859  36.774  1.660  -621.172  -16.953  -19.774  2.009  2.154
-5282.496  -2851   36.211  37.055  1.533  -1079.499  -17.960  -13.772  1.865  2.043
-5282.496  -2851   36.211  37.055  1.533  -1079.499  -17.960  -13.772  1.865  2.043
-7080.463  -2879   36.211  37.069  1.557  -1045.255  -18.748  -15.797  1.715  1.917
-7080.463  -2879   36.211  37.069  1.557  -1045.255  -18.748  -15.797  1.715  1.917
-6015.185  -2875   36.211  36.858  1.174  -934.733  -19.384  -18.829  1.560  1.766
-5364.366  -2867   35.859  36.424  1.025  -145.532  -13.517  -21.794  1.452  1.592
-4107.235  -2222   35.508  36.016  0.922  -123.581  -15.035  -24.752  1.332  1.394
-4107.235  -2222   35.508  36.016  0.922  -123.581  -15.035  -24.752  1.332  1.394
-3095.455  -1312   35.156  35.568  0.747  -204.876  -16.956  -26.659  1.196  1.181
-3095.455  -1312   35.156  35.568  0.747  -204.876  -16.956  -26.659  1.196  1.181
-4037.260   -932   34.805  35.109  0.553  -857.543  -18.535  -18.299  1.048  1.034
-4037.260   -932   34.805  35.109  0.553  -857.543  -18.535  -18.299  1.048  1.034
-5099.934  -1691   34.277  34.470  0.349  -994.646  -21.117  -20.555  0.879  0.870
-5099.934  -1691   34.277  34.470  0.349  -994.646  -21.117  -20.555  0.879  0.870
-6395.049  -2118   33.574  33.688  0.207  -1054.862  -23.851  -24.387  0.688  0.675
-4067.920  -1472   32.871  32.824  -0.086  16.835  -16.596  -29.656  0.555  0.438
-4067.920  -1472   32.871  32.824  -0.086  16.835  -16.596  -29.656  0.555  0.438
-4427.438  -1302   32.168  32.207  0.070  47.313  -17.981  -32.465  0.412  0.178
-4427.438  -1302   32.168  32.207  0.070  47.313  -17.981  -32.465  0.412  0.178
-3086.891  -1168   31.465  31.481  0.029  -114.072  -20.683  -34.344  0.246  -0.097
-4942.483   -998   30.586  30.557  -0.052  -1028.610  -23.332  -23.400  0.059  -0.284
-4942.483   -998   30.586  30.557  -0.052  -1028.610  -23.332  -23.400  0.059  -0.284
-4942.483   -998   30.586  30.557  -0.052  -1028.610  -23.332  -23.400  0.059  -0.284
-7454.774   -968   29.883  29.907  0.045  -1162.611  -24.969  -24.032  -0.140  -0.476
-10068.649   -825   28.477  28.669  0.349  -1253.085  -26.381  -25.013  -0.351  -0.676
-14430.376    -81   22.324  23.089  1.389  -1114.660  -26.306  -27.239  -0.562  -0.894
-12763.945    -31   21.445  22.361  1.661  -969.502  -25.331  -27.956  -0.764  -1.118
-12679.817    -30   20.742  21.646  1.640  -925.346  -24.028  -26.363  -0.957  -1.329
-13265.747    -30   20.742  21.646  1.640  -1070.111  -23.611  -23.147  -1.146  -1.514
-13640.913      8   20.039  20.929  1.614  -1177.532  -22.307  -19.027  -1.324  -1.666
-14222.059      4   19.336  20.209  1.585  -1260.600  -21.245  -15.781  -1.494  -1.792
-14751.482      4   19.336  20.209  1.585  -1234.698  -20.342  -14.686  -1.657  -1.910
-14746.298     13   18.633  19.492  1.559  -1128.914  -18.230  -12.805  -1.803  -2.012
-14214.797      0   17.930  18.773  1.532  -874.503  -15.901  -13.050  -1.930  -2.117
-14214.797      0   17.930  18.773  1.532  -874.503  -15.901  -13.050  -1.930  -2.117
-14948.100      6   17.051  18.056  1.824  -818.907  -14.818  -12.106  -2.048  -2.214
-12369.839     20   16.348  17.337  1.795  -385.919  -10.183  -11.254  -2.130  -2.304
-12369.839     20   16.348  17.337  1.795  -385.919  -10.183  -11.254  -2.130  -2.304
-12563.684     -2   15.469  16.619  2.088  -338.521  -9.608  -11.024  -2.207  -2.392
-12563.684     -2   15.469  16.619  2.088  -338.521  -9.608  -11.024  -2.207  -2.392
-10956.038     20   14.590  15.780  2.161  -407.220  -10.152  -10.808  -2.288  -2.478
-10301.024     17   13.535  14.699  2.112  -538.471  -9.560  -7.532  -2.364  -2.539
-10301.024     17   13.535  14.699  2.112  -538.471  -9.560  -7.532  -2.364  -2.539
-10301.024     17   13.535  14.699  2.112  -538.471  -9.560  -7.532  -2.364  -2.539
-9744.593     -5   12.832  13.969  2.063  -457.619  -9.483  -8.789  -2.440  -2.609
-9744.593     -5   12.832  13.969  2.063  -457.619  -9.483  -8.789  -2.440  -2.609
-9757.708      8   11.426  12.639  2.202  -367.999  -8.571  -8.696  -2.509  -2.678
-7271.816    -16   10.547  11.600  1.912  -245.613  -7.396  -8.684  -2.568  -2.748
-8263.789     -9   9.668  10.882  2.204  4.060  -4.724  -8.159  -2.606  -2.813
-8263.789     -9   9.668  10.882  2.204  4.060  -4.724  -8.159  -2.606  -2.813
-4712.936      4   9.141  10.167  1.863  2.576  -4.371  -7.466  -2.641  -2.873
-4712.936      4   9.141  10.167  1.863  2.576  -4.371  -7.466  -2.641  -2.873
-5629.951    -16   8.438  9.452  1.841  -169.189  -5.256  -6.092  -2.683  -2.922
-5629.951    -16   8.438  9.452  1.841  -169.189  -5.256  -6.092  -2.683  -2.922
-6068.911     -1   7.383  8.473  1.979  -306.125  -5.321  -3.879  -2.725  -2.953
-6068.911     -1   7.383  8.473  1.979  -306.125  -5.321  -3.879  -2.725  -2.953
-5757.359      6   6.328  7.443  2.023  -262.789  -4.724  -3.574  -2.763  -2.981
-5757.359      6   6.328  7.443  2.023  -262.789  -4.724  -3.574  -2.763  -2.981
-3984.848     11   5.449  6.386  1.701  -95.887  -2.625  -2.693  -2.784  -3.003
-4310.398     13   4.395  5.304  1.651  -3.185  -1.291  -1.897  -2.794  -3.018
-4884.191     -7   3.516  4.562  1.898  -34.591  -1.177  -1.158  -2.804  -3.027
-2951.454     24   -1.582  -0.664  1.666  -82.465  -0.707  0.486  -2.809  -3.023
-3679.292     11   -2.285  -1.382  1.639  -79.602  0.331  2.260  -2.807  -3.005
-3476.999     13   -2.988  -2.099  1.614  -119.624  1.257  4.554  -2.797  -2.969
-3402.223     13   -2.988  -2.099  1.614  -59.383  3.104  6.765  -2.772  -2.915
-2927.135      5   -3.691  -2.817  1.587  35.657  4.581  7.728  -2.735  -2.853
-1136.245     11   -4.219  -3.534  1.242  120.274  6.081  8.915  -2.687  -2.782
-1781.759     11   -4.219  -3.534  1.242  158.288  7.174  10.173  -2.629  -2.700
-516.034     23   -4.922  -4.253  1.214  380.957  7.584  7.097  -2.569  -2.643
1632.127      4   -5.449  -4.970  0.870  454.063  9.035  8.437  -2.496  -2.576
376.238     23   -6.152  -5.690  0.839  69.693  6.354  10.197  -2.445  -2.494
376.238     23   -6.152  -5.690  0.839  69.693  6.354  10.197  -2.445  -2.494
2060.126    191   -6.680  -6.410  0.490  214.097  8.619  11.718  -2.377  -2.401
2060.126    191   -6.680  -6.410  0.490  214.097  8.619  11.718  -2.377  -2.401
1442.855    791   -7.383  -7.116  0.484  396.825  11.252  13.253  -2.287  -2.295
1442.855    791   -7.383  -7.116  0.484  396.825  11.252  13.253  -2.287  -2.295
4684.074   1829   -7.910  -7.874  0.066  786.393  12.839  9.451  -2.184  -2.219
4684.074   1829   -7.910  -7.874  0.066  786.393  12.839  9.451  -2.184  -2.219
3923.907   1466   -8.789  -8.697  0.167  801.624  13.705  10.767  -2.074  -2.133
3923.907   1466   -8.789  -8.697  0.167  801.624  13.705  10.767  -2.074  -2.133
5927.244   2764   -9.316  -9.293  0.043  822.856  14.343  11.574  -1.959  -2.040
3595.845   2878   -9.844  -9.669  0.317  258.514  9.671  12.880  -1.882  -1.937
2278.190   2868   -10.195  -9.762  0.786  310.006  11.456  15.130  -1.790  -1.816
2278.190   2868   -10.195  -9.762  0.786  310.006  11.456  15.130  -1.790  -1.816
1883.269   2821   -10.371  -9.730  1.164  336.797  12.385  16.277  -1.691  -1.686
1883.269   2821   -10.371  -9.730  1.164  336.797  12.385  16.277  -1.691  -1.686
1919.108   2263   -10.547  -9.598  1.722  932.865  15.316  11.339  -1.569  -1.595
1919.108   2263   -10.547  -9.598  1.722  932.865  15.316  11.339  -1.569  -1.595
4598.496   1861   -10.371  -9.346  1.861  1102.575  17.673  12.692  -1.427  -1.494
4598.496   1861   -10.371  -9.346  1.861  1102.575  17.673  12.692  -1.427  -1.494
4188.824   1880   -10.195  -8.920  2.315  1065.475  18.992  15.717  -1.275  -1.368
4706.594   2168   -9.668  -8.381  2.337  229.236  13.050  19.377  -1.171  -1.213
4706.594   2168   -9.668  -8.381  2.337  229.236  13.050  19.377  -1.171  -1.213
4178.817   1390   -9.141  -7.925  2.207  131.413  13.646  22.010  -1.062  -1.037
4178.817   1390   -9.141  -7.925  2.207  131.413  13.646  22.010  -1.062  -1.037
3062.119   1637   -8.613  -7.354  2.287  209.529  15.532  23.926  -0.938  -0.845
2759.499   1860   -7.910  -6.548  2.472  347.674  17.471  24.920  -0.798  -0.646
-1578.451    768   -3.867  -1.723  3.892  655.943  20.234  24.508  -0.636  -0.450
4999.959    929   -3.164  -1.069  3.803  1001.453  22.888  23.312  -0.453  -0.264
5095.590   -918   -2.637  -0.465  3.943  1209.008  24.770  23.131  -0.255  -0.079
7139.695   -918   -2.637  -0.465  3.943  1081.633  23.477  23.015  -0.067  0.106
9133.747    962   -1.934  0.070  3.636  925.307  22.341  23.653  0.112  0.295
8328.442   1382   -1.406  0.628  3.692  807.588  22.170  25.325  0.289  0.497
10170.170   1382   -1.406  0.628  3.692  1256.745  22.282  17.887  0.467  0.641
12104.979   1101   -0.703  1.200  3.454  1209.443  23.209  20.384  0.653  0.804
9770.433   1181   -0.176  1.782  3.553  396.831  16.604  22.465  0.786  0.983
10377.601   1346   0.527  2.386  3.374  512.636  18.125  23.127  0.931  1.168
