SetPt[mA]  I_m[mA] theta_l[deg]  theta_c[deg]  T_sea[N.m]  T_acc[N.m]  acc_hum[rad/s2]  acc_exo[rad/s2]  vel_hum[rad/s]  vel_exo[rad/s]
-4270.041    -31   10.723  11.882  2.105  -4.609  -1.679  -2.690  -2.583  -2.725
-3832.121     -3   9.844  10.971  2.046  -76.983  -2.032  -2.078  -2.599  -2.742
-3832.121     -3   9.844  10.971  2.046  -76.983  -2.032  -2.078  -2.599  -2.742
-3919.885      2   8.789  9.929  2.070  -82.798  -2.113  -2.122  -2.616  -2.759
-3640.068      6   7.734  8.888  2.094  -33.696  -1.562  -1.977  -2.628  -2.775
-3640.068      6   7.734  8.888  2.094  -33.696  -1.562  -1.977  -2.628  -2.775
-3340.057     -2   7.031  8.173  2.073  -54.699  -1.113  -0.822  -2.637  -2.781
-3340.057     -2   7.031  8.173  2.073  -54.699  -1.113  -0.822  -2.637  -2.781
-3204.643     -8   6.152  7.299  2.081  -0.390  -0.032  0.172  -2.637  -2.780
-3204.643     -8   6.152  7.299  2.081  -0.390  -0.032  0.172  -2.637  -2.780
-2711.594     10   5.098  6.257  2.104  134.839  1.344  0.319  -2.627  -2.777
-2711.594     10   5.098  6.257  2.104  134.839  1.344  0.319  -2.627  -2.777
-2445.651      7   4.043  5.242  2.177  160.226  2.189  1.397  -2.609  -2.766
-2445.651      7   4.043  5.242  2.177  160.226  2.189  1.397  -2.609  -2.766
-547.681     16   3.164  4.200  1.880  187.768  2.448  1.401  -2.589  -2.755
-1782.139     13   2.109  3.169  1.923  24.127  1.595  2.670  -2.577  -2.734
-1213.679    -11   1.406  2.438  1.873  38.237  2.115  3.339  -2.560  -2.707
-1363.038     21   0.703  1.723  1.851  32.916  2.804  4.635  -2.537  -2.670
-185.142      9   -4.219  -3.350  1.577  88.411  3.946  5.697  -2.506  -2.624
537.271     16   -4.746  -4.079  1.211  112.738  4.846  6.858  -2.467  -2.569
-119.540     -7   -5.449  -4.796  1.186  187.039  6.091  7.782  -2.418  -2.507
-6.993     -7   -5.449  -4.796  1.186  100.059  5.851  8.806  -2.372  -2.437
1403.696    331   -5.977  -5.512  0.843  144.453  6.656  9.446  -2.318  -2.361
716.267    134   -6.680  -6.215  0.843  329.514  8.681  9.868  -2.249  -2.282
1954.853    134   -6.680  -6.215  0.843  596.985  9.533  6.838  -2.173  -2.228
4011.201    987   -7.207  -6.902  0.553  651.179  10.860  8.305  -2.086  -2.161
3514.039   1669   -7.734  -7.536  0.361  235.367  7.690  9.754  -2.024  -2.083
2695.170   2578   -8.262  -8.082  0.327  128.145  7.573  11.336  -1.964  -1.992
2695.170   2578   -8.262  -8.082  0.327  128.145  7.573  11.336  -1.964  -1.992
2695.170   2578   -8.262  -8.082  0.327  128.145  7.573  11.336  -1.964  -1.992
2963.292   2822   -8.613  -8.513  0.182  178.557  8.953  12.880  -1.892  -1.889
1866.377   2626   -9.141  -8.929  0.385  374.041  11.085  13.303  -1.803  -1.783
1866.377   2626   -9.141  -8.929  0.385  374.041  11.085  13.303  -1.803  -1.783
2234.361   2796   -9.492  -9.075  0.757  763.317  12.405  9.028  -1.704  -1.711
2234.361   2796   -9.492  -9.075  0.757  763.317  12.405  9.028  -1.704  -1.711
2193.103   1973   -9.844  -9.110  1.332  884.302  13.592  9.126  -1.595  -1.638
2193.103   1973   -9.844  -9.110  1.332  884.302  13.592  9.126  -1.595  -1.638
3924.763   2121   -9.844  -9.005  1.522  806.554  13.446  10.236  -1.488  -1.556
1567.585   2122   -9.844  -8.745  1.995  201.093  8.877  12.424  -1.417  -1.456
1567.585   2122   -9.844  -8.745  1.995  201.093  8.877  12.424  -1.417  -1.456
1581.284   2708   -9.668  -8.465  2.183  86.513  9.609  15.616  -1.340  -1.331
1581.284   2708   -9.668  -8.465  2.183  86.513  9.609  15.616  -1.340  -1.331
977.041   1715   -9.316  -8.021  2.350  176.148  11.090  16.649  -1.251  -1.198
977.041   1715   -9.316  -8.021  2.350  176.148  11.090  16.649  -1.251  -1.198
2231.457   1506   -8.789  -7.430  2.466  737.210  13.603  11.543  -1.142  -1.106
2231.457   1506   -8.789  -7.430  2.466  737.210  13.603  11.543  -1.142  -1.106
4149.360   1085   -8.086  -6.747  2.430  901.560  15.678  12.463  -1.017  -1.006
4149.360   1085   -8.086  -6.747  2.430  901.560  15.678  12.463  -1.017  -1.006
4961.299   2049   -7.383  -5.991  2.526  961.535  17.171  14.132  -0.879  -0.893
4521.836   1374   -6.504  -5.084  2.577  248.992  11.784  16.680  -0.785  -0.760
4202.080   1056   -5.801  -4.424  2.499  126.426  11.335  17.898  -0.695  -0.617
4202.080   1056   -5.801  -4.424  2.499  126.426  11.335  17.898  -0.695  -0.617
2947.635    840   -5.273  -3.773  2.723  327.771  13.775  18.734  -0.584  -0.467
3507.138    742   -4.746  -3.117  2.957  622.661  16.152  17.895  -0.455  -0.324
-1883.459   1348   -1.230  1.406  4.786  945.018  19.103  17.648  -0.302  -0.182
4940.738   1269   -0.703  1.997  4.902  991.239  20.189  18.807  -0.141  -0.032
5711.702   -928   0.000  2.573  4.671  767.301  20.236  22.695  0.021  0.150
5319.043   -928   0.000  2.573  4.671  570.807  20.525  26.499  0.185  0.362
7031.617   1178   0.703  3.073  4.302  428.642  20.162  28.187  0.347  0.587
6881.143   1754   1.230  3.602  4.304  871.243  19.633  19.667  0.504  0.744
8881.132   1754   1.230  3.602  4.304  1225.788  22.855  19.376  0.687  0.900
9872.769   1385   1.934  4.154  4.031  630.618  16.410  18.070  0.818  1.044
9098.898   1646   2.461  4.728  4.115  857.189  18.847  18.534  0.969  1.192
9098.898   1646   2.461  4.728  4.115  857.189  18.847  18.534  0.969  1.192
10549.585   1543   3.164  5.325  3.922  780.039  18.379  19.013  1.116  1.344
10549.585   1543   3.164  5.325  3.922  780.039  18.379  19.013  1.116  1.344
9608.351   1371   3.691  5.938  4.079  890.101  16.645  14.075  1.249  1.457
9608.351   1371   3.691  5.938  4.079  890.101  16.645  14.075  1.249  1.457
10378.014   1110   4.570  6.851  4.139  898.911  16.780  14.196  1.383  1.571
10378.014   1110   4.570  6.851  4.139  898.911  16.780  14.196  1.383  1.571
10915.430   1035   5.449  7.775  4.222  1102.964  18.623  14.040  1.532  1.683
11108.090    992   6.504  8.716  4.016  467.427  13.209  15.257  1.638  1.805
11108.090    992   6.504  8.716  4.016  467.427  13.209  15.257  1.638  1.805
10367.438    879   7.207  9.351  3.892  537.607  14.860  16.969  1.757  1.941
10367.438    879   7.207  9.351  3.892  537.607  14.860  16.969  1.757  1.941
11881.686    821   8.262  10.120  3.373  564.589  15.512  17.642  1.881  2.082
12907.183    689   9.492  11.082  2.885  975.493  16.453  12.332  2.012  2.181
12907.183    689   9.492  11.082  2.885  975.493  16.453  12.332  2.012  2.181
12428.840    480   10.195  11.760  2.841  1017.290  16.412  11.602  2.144  2.273
12428.840    480   10.195  11.760  2.841  1017.290  16.412  11.602  2.144  2.273
12428.840    480   10.195  11.760  2.841  1017.290  16.412  11.602  2.144  2.273
14974.811    312   11.250  12.575  2.405  1108.911  16.262  9.846  2.274  2.352
15664.202    107   13.184  14.111  1.683  622.976  11.136  9.065  2.363  2.425
13889.857     69   14.062  14.823  1.381  543.823  9.410  7.372  2.438  2.484
13889.857     69   14.062  14.823  1.381  543.823  9.410  7.372  2.438  2.484
13520.930     25   14.941  15.539  1.085  451.293  8.815  7.910  2.509  2.547
13520.930     25   14.941  15.539  1.085  451.293  8.815  7.910  2.509  2.547
11640.210      7   15.645  16.259  1.116  456.920  8.846  7.880  2.579  2.610
11640.210      7   15.645  16.259  1.116  456.920  8.846  7.880  2.579  2.610
11807.216     18   16.699  17.235  0.973  511.297  7.908  5.310  2.643  2.652
10116.131     24   17.754  18.305  1.000  321.176  6.129  5.408  2.692  2.696
8172.477     55   23.730  24.397  1.210  151.062  4.500  5.409  2.728  2.739
7526.064     54   24.434  25.099  1.208  26.827  2.794  4.477  2.750  2.775
5892.293     32   25.137  25.816  1.233  -109.626  1.299  4.116  2.760  2.808
4658.910     32   25.137  25.816  1.233  -213.881  0.132  3.779  2.761  2.838
3517.760     48   25.840  26.528  1.250  -216.973  -0.189  3.218  2.760  2.864
2947.652     12   26.543  27.245  1.274  -89.257  -0.219  0.963  2.758  2.871
2136.010     12   26.543  27.245  1.274  -277.201  -2.827  -0.492  2.736  2.867
610.333     35   27.246  27.963  1.301  -563.139  -6.102  -1.485  2.687  2.856
-711.528     16   27.949  28.678  1.322  -647.023  -7.699  -2.950  2.625  2.832
-711.528     16   27.949  28.678  1.322  -647.023  -7.699  -2.950  2.625  2.832
-1981.472     25   28.652  29.394  1.345  -715.203  -8.710  -3.646  2.555  2.803
-1981.472     25   28.652  29.394  1.345  -715.203  -8.710  -3.646  2.555  2.803
-3011.141   -438   29.355  30.115  1.379  -704.675  -9.155  -4.675  2.482  2.765
-3161.926  -1736   30.234  31.076  1.527  -247.226  -5.995  -6.870  2.434  2.710
-3161.926  -1736   30.234  31.076  1.527  -247.226  -5.995  -6.870  2.434  2.710
-2327.939  -2638   30.762  31.596  1.515  -232.320  -7.319  -9.456  2.376  2.635
-2327.939  -2638   30.762  31.596  1.515  -232.320  -7.319  -9.456  2.376  2.635
-2066.466  -2852   31.289  32.090  1.454  -267.249  -9.271  -12.296  2.302  2.536
-3366.354  -2290   31.641  32.467  1.500  -704.463  -11.528  -8.862  2.209  2.466
-3366.354  -2290   31.641  32.467  1.500  -704.463  -11.528  -8.862  2.209  2.466
-3366.354  -2290   31.641  32.467  1.500  -704.463  -11.528  -8.862  2.209  2.466
-3928.477  -2046   31.816  32.607  1.435  -811.636  -13.975  -11.415  2.098  2.374
-3928.477  -2046   31.816  32.607  1.435  -811.636  -13.975  -11.415  2.098  2.374
-4782.063  -2830   31.816  32.584  1.393  -783.383  -14.700  -13.208  1.980  2.269
-3252.030  -2867   31.641  32.303  1.202  -175.675  -10.001  -15.183  1.900  2.147
-2032.447  -2854   31.465  31.989  0.951  -102.413  -10.534  -17.304  1.816  2.009
-2032.447  -2854   31.465  31.989  0.951  -102.413  -10.534  -17.304  1.816  2.009
-819.644  -2216   31.289  31.582  0.532  -256.643  -12.974  -18.932  1.712  1.857
-819.644  -2216   31.289  31.582  0.532  -256.643  -12.974  -18.932  1.712  1.857
-2782.074  -1379   30.937  31.132  0.353  -898.385  -15.891  -13.172  1.585  1.752
-2782.074  -1379   30.937  31.132  0.353  -898.385  -15.891  -13.172  1.585  1.752
-2869.043   -928   30.586  30.502  -0.153  -1130.277  -18.838  -14.502  1.434  1.636
-2869.043   -928   30.586  30.502  -0.153  -1130.277  -18.838  -14.502  1.434  1.636
-3943.936  -2144   30.059  29.776  -0.513  -873.897  -18.594  -18.459  1.285  1.488
-2574.707  -2057   29.355  28.994  -0.656  156.938  -12.557  -25.204  1.185  1.286
1105.375  -1723   29.004  28.421  -1.058  620.859  -10.763  -29.719  1.099  1.049
1865.437  -1399   24.609  23.954  -1.190  526.711  -13.317  -32.417  0.992  0.789
52.535    442   23.906  23.380  -0.955  -202.437  -20.888  -33.259  0.825  0.523
-2562.021   1460   23.203  22.902  -0.547  -680.701  -25.298  -32.829  0.623  0.261
-3430.443   1460   23.203  22.902  -0.547  -911.297  -27.622  -32.952  0.402  -0.003
-7711.386  -1340   22.500  22.491  -0.017  -1005.447  -28.973  -33.686  0.170  -0.272
-8692.875  -2122   21.797  22.011  0.389  -871.980  -27.555  -33.376  -0.051  -0.539
-8316.938  -2122   21.797  22.011  0.389  -763.661  -26.249  -32.822  -0.261  -0.802
-10505.232  -1447   21.270  21.481  0.384  -1395.351  -26.612  -22.701  -0.473  -0.984
-12969.504   -802   20.566  20.929  0.658  -1331.363  -25.639  -22.108  -0.679  -1.160
-12969.504   -802   20.566  20.929  0.658  -1331.363  -25.639  -22.108  -0.679  -1.160
-14523.369   -480   19.863  20.365  0.911  -1482.713  -25.610  -19.540  -0.883  -1.317
-13024.338   -285   19.336  19.788  0.821  -814.752  -17.857  -17.181  -1.026  -1.454
-13024.338   -285   19.336  19.788  0.821  -814.752  -17.857  -17.181  -1.026  -1.454
-14083.254   -589   18.633  19.222  1.070  -816.405  -16.849  -15.377  -1.161  -1.577
-14083.254   -589   18.633  19.222  1.070  -816.405  -16.849  -15.377  -1.161  -1.577
-12636.650  -1002   17.930  18.486  1.009  -843.291  -15.874  -13.213  -1.288  -1.683
-12636.650  -1002   17.930  18.486  1.009  -843.291  -15.874  -13.213  -1.288  -1.683
-12637.360   -590   17.051  17.538  0.884  -995.289  -14.813  -8.795  -1.407  -1.753
-12637.360   -590   17.051  17.538  0.884  -995.289  -14.813  -8.795  -1.407  -1.753
-13624.698   -304   15.996  16.535  0.978  -1057.637  -14.340  -6.977  -1.521  -1.809
-13624.698   -304   15.996  16.535  0.978  -1057.637  -14.340  -6.977  -1.521  -1.809
-12409.692   -152   15.117  15.514  0.721  -1068.156  -13.664  -5.693  -1.631  -1.855
-12483.993   -104   14.062  14.484  0.765  -559.319  -9.287  -6.644  -1.705  -1.908
-11234.139    -45   13.359  13.774  0.753  -533.722  -8.851  -6.338  -1.776  -1.959
-11234.139    -45   13.359  13.774  0.753  -533.722  -8.851  -6.338  -1.776  -1.959
-10432.653    -34   12.656  13.059  0.731  -479.939  -8.745  -7.089  -1.846  -2.015
-10432.653    -34   12.656  13.059  0.731  -479.939  -8.745  -7.089  -1.846  -2.015
-10181.918    -17   11.953  12.345  0.710  -640.161  -9.041  -4.924  -1.918  -2.055
-10181.918    -17   11.953  12.345  0.710  -640.161  -9.041  -4.924  -1.918  -2.055
-10217.952      9   10.898  11.341  0.803  -553.218  -8.347  -5.217  -1.985  -2.096
-10217.952      9   10.898  11.341  0.803  -553.218  -8.347  -5.217  -1.985  -2.096
-9550.876     21   9.844  10.283  0.797  -547.011  -8.248  -5.185  -2.051  -2.138
-8686.641     22   8.789  9.236  0.811  -235.500  -5.552  -5.716  -2.095  -2.184
-8686.641     22   8.789  9.236  0.811  -235.500  -5.552  -5.716  -2.095  -2.184
-7375.874     19   8.086  8.490  0.733  -185.301  -5.354  -6.212  -2.138  -2.233
-7482.801     22   7.207  7.707  0.907  -132.163  -4.499  -5.587  -2.174  -2.278
-5099.694     10   2.109  2.477  0.667  -98.913  -4.099  -5.427  -2.207  -2.321
-5545.540     34   1.406  1.756  0.635  -204.335  -4.104  -3.637  -2.240  -2.351
-5005.966     22   0.703  1.038  0.608  -171.302  -3.429  -3.005  -2.267  -2.375
-4783.293     22   0.703  1.038  0.608  -155.253  -2.728  -2.040  -2.289  -2.391
-4205.814     28   0.000  0.318  0.578  -68.670  -1.556  -1.438  -2.301  -2.402
-3794.931     21   -0.703  -0.398  0.553  -38.854  -0.686  -0.403  -2.307  -2.406
-8540.794     21   -1.406  -0.398  1.829  20.663  -0.023  -0.239  -2.307  -2.408
1679.967     19   -1.406  -1.119  0.521  119.479  1.527  0.837  -2.295  -2.401
-3112.508     28   -2.109  -1.837  0.493  32.658  1.115  1.585  -2.286  -2.388
-3112.508     28   -2.109  -1.837  0.493  32.658  1.115  1.585  -2.286  -2.388
-1786.688   1086   -2.813  -2.542  0.490  61.076  1.741  2.208  -2.272  -2.370
-1786.688   1086   -2.813  -2.542  0.490  61.076  1.741  2.208  -2.272  -2.370
-597.329    216   -3.340  -3.213  0.230  45.591  1.761  2.499  -2.258  -2.350
-1655.435   -194   -4.395  -4.193  0.366  156.153  2.393  1.740  -2.239  -2.337
-1655.435   -194   -4.395  -4.193  0.366  156.153  2.393  1.740  -2.239  -2.337
294.329    -87   -4.922  -4.865  0.103  145.503  2.606  2.305  -2.218  -2.318
294.329    -87   -4.922  -4.865  0.103  145.503  2.606  2.305  -2.218  -2.318
-870.312     41   -5.801  -5.676  0.227  205.146  3.567  3.002  -2.189  -2.294
309.415    242   -6.680  -6.664  0.028  7.857  2.618  4.664  -2.168  -2.257
309.415    242   -6.680  -6.664  0.028  7.857  2.618  4.664  -2.168  -2.257
368.527     69   -7.207  -7.331  -0.225  6.368  3.453  6.144  -2.141  -2.208
368.527     69   -7.207  -7.331  -0.225  6.368  3.453  6.144  -2.141  -2.208
226.159    217   -7.910  -8.132  -0.403  9.425  3.853  6.767  -2.110  -2.153
226.159    217   -7.910  -8.132  -0.403  9.425  3.853  6.767  -2.110  -2.153
38.230    308   -8.789  -9.032  -0.440  111.173  5.242  7.470  -2.068  -2.094
38.230    308   -8.789  -9.032  -0.440  111.173  5.242  7.470  -2.068  -2.094
2151.873    224   -9.492  -9.914  -0.766  434.676  6.961  5.016  -2.012  -2.054
2151.873    224   -9.492  -9.914  -0.766  434.676  6.961  5.016  -2.012  -2.054
1450.268     44   -10.371  -10.759  -0.704  437.042  7.523  5.994  -1.952  -2.006
1450.268     44   -10.371  -10.759  -0.704  437.042  7.523  5.994  -1.952  -2.006
2849.786   1863   -11.074  -11.537  -0.840  415.627  7.637  6.578  -1.891  -1.953
802.732   1439   -11.777  -12.108  -0.600  61.785  5.110  8.100  -1.850  -1.888
1206.778   2373   -12.129  -12.403  -0.497  211.550  6.792  8.510  -1.796  -1.820
1206.778   2373   -12.129  -12.403  -0.497  211.550  6.792  8.510  -1.796  -1.820
598.692   1080   -12.480  -12.598  -0.214  380.483  8.980  9.506  -1.724  -1.744
1936.901   1090   -12.656  -12.750  -0.170  497.191  10.419  10.075  -1.641  -1.663
930.063    595   -13.008  -12.916  0.166  429.382  11.334  12.846  -1.550  -1.561
1793.362   1585   -13.008  -12.827  0.329  438.492  13.104  15.808  -1.445  -1.434
3712.286   1585   -12.832  -12.827  0.010  404.623  14.351  18.557  -1.330  -1.286
2221.802   1088   -12.832  -12.694  0.250  535.419  16.305  19.752  -1.200  -1.128
3885.476   1639   -12.656  -12.517  0.252  568.286  16.997  20.380  -1.064  -0.965
3766.448   2108   -12.480  -12.270  0.382  594.777  17.398  20.601  -0.925  -0.800
4977.596   2108   -12.480  -12.270  0.382  700.215  18.185  20.173  -0.779  -0.639
5689.719   2749   -12.129  -11.930  0.361  724.604  18.825  20.868  -0.629  -0.472
5689.719   2749   -12.129  -11.930  0.361  724.604  18.825  20.868  -0.629  -0.472
6907.716   2871   -11.602  -11.486  0.211  749.838  19.505  21.622  -0.473  -0.299
6907.716   2871   -11.602  -11.486  0.211  749.838  19.505  21.622  -0.473  -0.299
7152.983   2117   -11.074  -10.826  0.450  1219.922  20.433  15.289  -0.309  -0.176
7152.983   2117   -11.074  -10.826  0.450  1219.922  20.433  15.289  -0.309  -0.176
5299.446   1079   -10.723  -9.926  1.446  1179.107  20.654  16.433  -0.144  -0.045
5299.446   1079   -10.723  -9.926  1.446  1179.107  20.654  16.433  -0.144  -0.045
8921.832    591   -9.844  -8.946  1.630  1239.709  21.923  17.708  0.032  0.097
8519.667    401   -8.789  -7.954  1.517  469.187  15.243  18.960  0.153  0.248
6498.682    322   -8.262  -7.276  1.789  470.326  16.149  20.501  0.283  0.412
6498.682    322   -8.262  -7.276  1.789  470.326  16.149  20.501  0.283  0.412
6498.682    322   -8.262  -7.276  1.789  470.326  16.149  20.501  0.283  0.412
7409.856    275   -7.559  -6.586  1.766  510.794  16.916  21.121  0.418  0.581
7819.005    263   -6.504  -5.442  1.928  1110.870  18.945  14.514  0.570  0.698
7819.005    263   -6.504  -5.442  1.928  1110.870  18.945  14.514  0.570  0.698
9934.633    289   -5.801  -4.762  1.886  1212.217  20.200  15.076  0.731  0.818
9934.633    289   -5.801  -4.762  1.886  1212.217  20.200  15.076  0.731  0.818
9720.805    278   -5.098  -3.929  2.121  1154.750  20.422  16.504  0.895  0.950
9779.092    280   -4.043  -2.926  2.027  342.167  13.930  18.798  1.006  1.101
9779.092    280   -4.043  -2.926  2.027  342.167  13.930  18.798  1.006  1.101
7417.159    334   -3.516  -2.251  2.295  373.140  14.708  19.593  1.124  1.257
7417.159    334   -3.516  -2.251  2.295  373.140  14.708  19.593  1.124  1.257
8001.728    308   -2.637  -1.400  2.245  371.275  15.112  20.281  1.245  1.420
8001.728    308   -2.637  -1.400  2.245  371.275  15.112  20.281  1.245  1.420
9105.734    285   -1.582  -0.421  2.107  924.810  16.773  13.795  1.379  1.530
9105.734    285   -1.582  -0.421  2.107  924.810  16.773  13.795  1.379  1.530
10184.777    267   -0.527  0.572  1.995  1039.383  17.908  13.906  1.522  1.641
10184.777    267   -0.527  0.572  1.995  1039.383  17.908  13.906  1.522  1.641
10949.831    243   0.527  1.595  1.938  1027.079  18.179  14.642  1.667  1.758
11328.643    199   1.582  2.614  1.874  864.227  17.076  15.487  1.804  1.882
16706.523      0   8.086  8.326  0.436  682.445  15.600  15.966  1.929  2.010
11331.701     -6   8.789  9.032  0.441  540.351  13.912  15.376  2.040  2.133
11706.526     32   9.492  9.746  0.462  542.056  13.072  13.840  2.145  2.244
11144.321     32   9.492  9.746  0.462  568.130  12.581  12.521  2.245  2.344
10576.671      2   10.195  10.464  0.488  584.818  11.882  11.001  2.340  2.432
10116.257     16   10.898  11.181  0.513  539.631  11.274  10.700  2.431  2.517
4511.354      9   10.898  11.898  1.814  515.888  10.516  9.766  2.515  2.596
13574.393      9   11.602  11.898  0.538  451.987  9.137  8.414  2.588  2.663
13574.393      9   11.602  11.898  0.538  451.987  9.137  8.414  2.588  2.663
7931.793     10   12.305  12.613  0.559  407.680  8.622  8.260  2.657  2.729
7931.793     10   12.305  12.613  0.559  407.680  8.622  8.260  2.657  2.729
8188.283     26   13.184  13.564  0.690  399.194  8.368  7.957  2.724  2.793
9260.431     54   14.414  14.575  0.291  148.810  5.900  7.827  2.771  2.855
6972.676     26   15.117  15.279  0.294  108.824  5.715  8.152  2.817  2.920
6972.676     26   15.117  15.279  0.294  108.824  5.715  8.152  2.817  2.920
7706.587     47   15.996  15.990  -0.011  66.985  5.095  7.731  2.857  2.982
7706.587     47   15.996  15.990  -0.011  66.985  5.095  7.731  2.857  2.982
5979.136     56   16.699  16.703  0.006  90.840  3.984  5.328  2.889  3.025
5979.136     56   16.699  16.703  0.006  90.840  3.984  5.328  2.889  3.025
6355.038     48   17.754  17.686  -0.123  136.615  3.499  3.679  2.917  3.054
6355.038     48   17.754  17.686  -0.123  136.615  3.499  3.679  2.917  3.054
6832.696     60   18.984  18.719  -0.482  80.123  2.330  2.561  2.936  3.075
6804.212    132   20.215  19.755  -0.834  118.269  1.515  0.470  2.948  3.079
6804.212    132   20.215  19.755  -0.834  118.269  1.515  0.470  2.948  3.079
5650.426    145   20.918  20.433  -0.880  86.698  0.329  -1.084  2.951  3.070
5650.426    145   20.918  20.433  -0.880  86.698  0.329  -1.084  2.951  3.070
5226.497    111   21.797  21.282  -0.934  -41.410  -1.879  -2.810  2.936  3.047
5240.353    167   23.027  22.339  -1.249  -227.001  -3.239  -2.068  2.910  3.031
5240.353    167   23.027  22.339  -1.249  -227.001  -3.239  -2.068  2.910  3.031
2681.182    165   23.730  23.054  -1.228  -451.485  -6.741  -4.489  2.856  2.995
2681.182    165   23.730  23.054  -1.228  -451.485  -6.741  -4.489  2.856  2.995
2681.182    165   23.730  23.054  -1.228  -451.485  -6.741  -4.489  2.856  2.995
2314.625    145   24.609  23.836  -1.404  -513.847  -8.699  -6.928  2.786  2.940
668.942    172   26.016  25.376  -1.160  -62.129  -6.241  -10.238  2.736  2.858
1512.661    100   26.719  26.059  -1.198  -133.735  -8.403  -12.806  2.669  2.755
669.086    104   27.422  26.768  -1.187  -247.034  -10.742  -14.979  2.583  2.635
-8891.620     60   31.289  31.827  0.976  -448.337  -13.424  -16.271  2.476  2.505
-2483.670     64   31.992  32.512  0.943  -561.535  -15.426  -17.869  2.352  2.362
-6340.723  -2101   32.520  33.203  1.240  -729.230  -16.949  -17.699  2.217  2.221
-6104.533  -2101   32.520  33.203  1.240  -858.941  -17.522  -16.510  2.077  2.089
-8566.786  -2381   32.871  33.756  1.607  -918.914  -17.698  -15.820  1.935  1.962
-7409.660  -2722   33.398  34.219  1.489  -908.958  -16.944  -14.676  1.799  1.845
-11359.791  -2850   33.398  34.559  2.107  -1064.583  -15.838  -10.114  1.673  1.764
-7043.799  -2850   33.750  34.559  1.469  -995.826  -15.136  -10.103  1.552  1.683
-7890.993  -2866   34.102  34.771  1.216  -575.459  -10.498  -9.060  1.468  1.610
-7020.228  -2874   34.277  34.857  1.053  -569.918  -10.741  -9.603  1.382  1.534
-7020.228  -2874   34.277  34.857  1.053  -569.918  -10.741  -9.603  1.382  1.534
-5276.289  -2891   34.453  34.821  0.668  -482.423  -10.965  -11.492  1.294  1.442
-5276.289  -2891   34.453  34.821  0.668  -482.423  -10.965  -11.492  1.294  1.442
-3688.796  -2888   34.629  34.696  0.121  -403.535  -11.664  -14.058  1.201  1.329
-3688.796  -2888   34.629  34.696  0.121  -403.535  -11.664  -14.058  1.201  1.329
-3981.357  -2896   34.629  34.439  -0.345  -805.009  -13.267  -10.078  1.095  1.249
-3981.357  -2896   34.629  34.439  -0.345  -805.009  -13.267  -10.078  1.095  1.249
-3534.545  -2903   34.453  33.985  -0.850  -717.408  -15.132  -14.901  0.974  1.129
-3534.545  -2903   34.453  33.985  -0.850  -717.408  -15.132  -14.901  0.974  1.129
-3643.933  -1912   34.102  33.413  -1.250  -658.576  -17.418  -19.948  0.834  0.970
-1328.034  -1710   33.750  32.854  -1.627  253.480  -12.076  -25.882  0.738  0.763
-1328.034  -1710   33.750  32.854  -1.627  253.480  -12.076  -25.882  0.738  0.763
-626.246  -2609   33.398  32.440  -1.739  246.811  -14.961  -30.709  0.618  0.517
-626.246  -2609   33.398  32.440  -1.739  246.811  -14.961  -30.709  0.618  0.517
-423.438  -1609   32.871  31.918  -1.729  45.004  -18.471  -33.319  0.470  0.251
-423.438  -1609   32.871  31.918  -1.729  45.004  -18.471  -33.319  0.470  0.251
-3423.689   -750   32.168  31.321  -1.538  -990.051  -22.568  -22.887  0.290  0.067
-3423.689   -750   32.168  31.321  -1.538  -990.051  -22.568  -22.887  0.290  0.067
-7996.787   -559   31.289  30.788  -0.909  -1297.896  -26.842  -25.247  0.075  -0.135
-7996.787   -559   31.289  30.788  -0.909  -1297.896  -26.842  -25.247  0.075  -0.135
-9419.740  -2730   30.586  30.248  -0.614  -1322.834  -28.534  -27.841  -0.153  -0.357
-9224.833  -2723   29.707  29.540  -0.303  -255.114  -19.619  -30.118  -0.310  -0.598
-7612.501  -2150   29.180  29.000  -0.325  -309.582  -20.276  -30.232  -0.473  -0.840
-7612.501  -2150   29.180  29.000  -0.325  -309.582  -20.276  -30.232  -0.473  -0.840
-8980.550  -1591   28.477  28.403  -0.133  -675.445  -22.312  -27.529  -0.651  -1.060
-9979.239  -1262   27.773  27.781  0.014  -1027.357  -23.782  -24.117  -0.841  -1.253
-13711.496   -418   22.676  23.012  0.610  -1362.921  -24.807  -20.252  -1.040  -1.415
-13666.682   -373   21.973  22.339  0.665  -1497.652  -24.838  -18.084  -1.239  -1.560
-14741.011   -336   21.270  21.649  0.689  -1287.733  -22.673  -17.882  -1.420  -1.703
-14595.890   -336   21.270  21.649  0.689  -1041.729  -19.372  -16.256  -1.575  -1.833
-14071.995   -254   20.566  20.954  0.703  -828.135  -16.800  -15.352  -1.709  -1.956
-13943.916   -217   19.863  20.256  0.714  -971.490  -15.389  -10.446  -1.832  -2.039
-13760.699   -217   19.863  20.256  0.714  -945.122  -14.099  -8.668  -1.945  -2.109
-13979.229   -166   18.984  19.556  1.038  -543.519  -10.059  -8.371  -2.026  -2.176
-11651.038   -135   18.281  18.850  1.032  -404.442  -9.087  -9.023  -2.098  -2.248
-11651.038   -135   18.281  18.850  1.032  -404.442  -9.087  -9.023  -2.098  -2.248
-10947.317    -74   17.578  18.141  1.021  -435.946  -9.330  -8.921  -2.173  -2.319
