acc_hum[rad/s2]  acc_exo[rad/s2]  vel_hum[rad/s]  vel_exo[rad/s]  jerk_hum[rad/s3]  jerk_exo[rad/s3]  vel_motor[rad/s]  exo_Vel[rad/s]  actual_Vel[rad/s]  T_Sea[N.m]  theta_c[rad]  theta_l[rad]
0.894  0.001  2.048  0.000  -48.527  0.030  -4366.693  0.000  0.000  0.000  0.000  0.000
0.173  -0.001  1.983  -0.000  -51.854  0.004  -4651.901  0.000  0.000  0.000  0.000  0.000
-0.380  -0.000  1.929  -0.000  -53.233  0.015  -4911.034  0.000  0.000  0.000  0.000  0.000
-0.932  0.017  1.871  0.002  -54.495  0.189  -5148.998  0.000  0.000  0.000  0.000  0.000
-1.382  0.020  1.818  0.002  -54.643  0.199  -5342.741  0.000  0.000  0.000  0.000  0.000
-1.954  -0.040  1.750  -0.004  -55.989  -0.417  -5519.191  0.000  0.000  0.000  0.000  0.000
-2.496  0.018  1.680  0.002  -56.927  0.203  -5690.127  0.000  0.000  0.000  0.000  0.000
-2.967  -0.002  1.613  -0.000  -57.089  -0.013  -5827.428  0.000  0.000  0.000  0.000  0.000
-3.369  -0.000  1.549  0.000  -56.536  0.003  -5925.092  0.000  0.000  0.000  0.000  0.000
-3.781  -0.001  1.481  0.000  -56.134  -0.002  -5994.174  0.000  0.000  0.000  0.000  0.000
-4.251  0.035  1.404  0.004  -56.342  0.352  -6059.147  0.000  0.000  0.000  0.000  0.000
-4.834  -0.004  1.311  -0.000  -57.667  -0.065  -6135.021  0.000  0.000  0.000  0.000  0.000
-5.400  -0.006  1.216  -0.000  -58.715  -0.083  -6219.032  0.000  0.000  0.000  0.000  0.000
-5.694  -0.020  1.144  -0.002  -56.953  -0.208  -6245.010  0.000  0.000  0.000  0.000  0.000
-5.789  -0.001  1.089  -0.000  -53.350  -0.010  -6187.854  0.000  0.000  0.000  0.000  0.000
-6.134  0.017  1.008  0.002  -52.531  0.171  -6126.445  0.000  0.000  0.000  0.000  0.000
-6.455  -0.021  0.927  -0.002  -51.538  -0.215  -6049.760  0.000  0.000  0.000  0.000  0.000
-6.735  -0.019  0.847  -0.002  -50.216  -0.180  -5959.409  0.000  0.000  0.000  0.000  0.000
-6.847  0.018  0.782  0.002  -47.320  0.205  -5827.767  0.000  0.000  0.000  0.000  0.000
-7.029  -0.021  0.709  -0.002  -45.352  -0.199  -5672.807  0.000  0.000  0.000  0.000  0.000
-7.164  0.055  0.639  0.005  -43.078  0.574  -5508.943  0.000  0.000  0.000  0.000  0.000
-7.309  -0.024  0.567  -0.002  -41.083  -0.259  -5321.539  0.000  0.000  0.000  0.000  0.000
-7.532  -0.000  0.487  0.000  -40.020  -0.006  -5151.570  0.000  0.000  0.000  0.000  0.000
-7.777  -0.001  0.402  0.000  -39.276  -0.010  -4999.073  0.000  0.000  0.000  0.000  0.000
-8.095  -0.019  0.308  -0.002  -39.309  -0.188  -4875.533  0.000  0.000  0.000  0.000  0.000
-8.347  -0.001  0.218  -0.000  -38.689  -0.001  -4765.610  0.000  0.000  0.000  0.000  0.000
-8.650  0.017  0.121  0.002  -38.622  0.185  -4678.955  0.000  0.000  0.000  0.000  0.000
-8.925  0.015  0.024  0.002  -38.277  0.151  -4601.559  0.000  0.000  0.000  0.000  0.000
-8.219  -0.003  0.023  -0.000  -28.157  -0.044  -4309.943  0.000  0.000  0.000  0.000  0.000
-8.645  -0.003  -0.085  -0.000  -30.169  -0.038  -4122.210  0.000  0.000  0.000  0.000  0.000
-7.925  -0.021  -0.082  -0.002  -20.550  -0.216  -3753.884  0.000  0.000  0.000  0.000  0.000
-8.465  -0.001  -0.200  -0.000  -24.306  0.004  -3546.964  0.000  0.000  0.000  0.000  0.000
-9.019  -0.001  -0.323  -0.000  -27.900  -0.000  -3462.243  0.000  0.000  0.000  0.000  0.000
-9.536  0.015  -0.447  0.001  -30.843  0.161  -3462.925  0.000  0.000  0.000  0.000  0.000
-10.110  -0.003  -0.580  -0.000  -34.109  -0.034  -3534.056  0.000  0.000  0.000  0.000  0.000
-10.728  0.002  -0.723  0.000  -37.564  0.018  -3669.245  0.000  0.000  0.000  0.000  0.000
-11.336  -0.005  -0.870  -0.000  -40.639  -0.055  -3845.316  0.000  0.000  0.000  0.000  0.000
-11.774  0.016  -1.004  0.002  -41.767  0.167  -4014.554  0.000  0.000  0.000  0.000  0.000
-12.335  -0.003  -1.154  -0.000  -44.040  -0.040  -4197.965  0.000  0.000  0.000  0.000  0.000
-12.645  -0.001  -1.284  0.000  -43.617  -0.015  -4335.488  0.000  0.000  0.000  0.000  0.000
-12.964  -0.002  -1.417  -0.000  -43.316  -0.023  -4438.634  0.000  0.000  0.000  0.000  0.000
-13.281  -0.002  -1.553  -0.000  -43.014  -0.020  -4514.427  0.000  0.000  0.000  0.000  0.000
-11.690  -0.004  -1.500  -0.000  -23.672  -0.040  -4140.761  0.000  0.000  0.000  0.000  0.000
-11.970  -0.003  -1.621  -0.000  -24.578  -0.033  -3862.639  0.000  0.000  0.000  0.000  0.000
-10.462  -0.002  -1.566  -0.000  -7.525  -0.013  -3258.043  0.000  0.000  0.000  0.000  0.000
-10.764  -0.018  -1.680  -0.002  -9.943  -0.180  -2826.794  0.000  0.000  0.000  0.000  0.000
-10.879  0.015  -1.778  0.001  -10.298  0.172  -2495.123  0.000  0.000  0.000  0.000  0.000
-10.963  0.014  -1.873  0.001  -10.317  0.141  -2230.057  0.000  0.000  0.000  0.000  0.000
-9.449  -0.003  -1.809  -0.000  5.646  -0.032  -1657.609  0.000  0.000  0.000  0.000  0.000
-9.572  -0.021  -1.897  -0.002  3.964  -0.211  -1235.341  0.000  0.000  0.000  0.000  0.000
-9.648  0.003  -1.982  0.000  2.890  0.041  -925.550  0.000  0.000  0.000  0.000  0.000
-9.629  -0.002  -2.057  -0.000  2.846  -0.007  -678.277  0.000  0.000  0.000  0.000  0.000
-9.436  -0.001  -2.114  -0.000  4.554  0.005  -442.493  0.000  0.000  0.000  0.000  0.000
-9.001  0.018  -2.147  0.002  8.535  0.189  -167.336  0.000  0.000  0.000  0.000  0.000
-8.569  -0.020  -2.175  -0.002  12.175  -0.205  139.815  0.000  0.000  0.000  0.000  0.000
-7.916  0.017  -2.179  0.002  17.733  0.178  504.613  0.000  0.000  0.000  0.000  0.000
-7.423  0.000  -2.193  0.000  21.240  -0.001  877.418  0.000  0.000  0.000  0.000  0.000
-6.882  -0.020  -2.198  -0.002  24.952  -0.204  1261.540  0.000  0.000  0.000  0.000  0.000
-6.375  -0.017  -2.202  -0.002  28.031  -0.155  1636.953  0.000  0.000  0.000  0.000  0.000
-5.969  -0.015  -2.213  -0.002  29.844  -0.123  1977.243  0.000  0.000  0.000  0.000  0.000
-4.739  0.004  -2.137  0.000  39.752  0.079  2468.738  0.000  0.000  0.000  0.000  0.000
-4.225  0.002  -2.124  -0.000  41.719  0.055  2906.072  0.000  0.000  0.000  0.000  0.000
-3.647  -0.012  -2.100  -0.001  44.162  -0.093  3312.557  0.000  0.000  0.000  0.000  0.000
-3.310  -0.028  -2.095  -0.003  43.992  -0.250  3635.899  0.000  0.000  0.000  0.000  0.000
-3.099  0.008  -2.101  0.000  42.586  0.129  3857.474  0.000  0.000  0.000  0.000  0.000
-2.764  0.005  -2.092  -0.000  42.530  0.093  4033.902  0.000  0.000  0.000  0.000  0.000
-2.220  0.028  -2.060  0.002  44.569  0.313  4217.637  0.000  0.000  0.000  0.000  0.000
-1.912  -0.033  -2.047  -0.004  44.078  -0.317  4362.444  0.000  0.000  0.000  0.000  0.000
-1.524  0.009  -2.023  0.000  44.432  0.124  4479.976  0.000  0.000  0.000  0.000  0.000
-1.118  0.007  -1.995  0.000  44.936  0.096  4585.693  0.000  0.000  0.000  0.000  0.000
-0.693  -0.012  -1.961  -0.002  45.596  -0.107  4687.933  0.000  0.000  0.000  0.000  0.000
-0.132  0.024  -1.911  0.002  47.554  0.271  4808.354  0.000  0.000  0.000  0.000  0.000
0.426  -0.009  -1.856  -0.001  49.331  -0.083  4949.557  0.000  0.000  0.000  0.000  0.000
0.870  0.008  -1.808  0.000  49.828  0.091  5071.205  0.000  0.000  0.000  0.000  0.000
1.450  0.024  -1.743  0.002  51.637  0.240  5207.013  0.000  0.000  0.000  0.000  0.000
1.859  -0.013  -1.691  -0.001  51.602  -0.149  5320.345  0.000  0.000  0.000  0.000  0.000
2.238  -0.010  -1.638  -0.001  51.258  -0.107  5402.706  0.000  0.000  0.000  0.000  0.000
2.844  0.005  -1.559  0.000  53.226  0.056  5510.505  0.000  0.000  0.000  0.000  0.000
3.325  0.005  -1.489  0.000  53.768  0.047  5609.063  0.000  0.000  0.000  0.000  0.000
3.749  0.003  -1.420  0.000  53.712  0.029  5686.931  0.000  0.000  0.000  0.000  0.000
4.122  0.009  -1.352  0.001  53.142  0.086  5735.679  0.000  0.000  0.000  0.000  0.000
4.301  -0.033  -1.301  -0.003  50.681  -0.337  5725.469  0.000  0.000  0.000  0.000  0.000
4.726  -0.009  -1.224  -0.001  50.883  -0.078  5718.298  0.000  0.000  0.000  0.000  0.000
5.162  0.009  -1.143  0.000  51.164  0.114  5716.265  0.000  0.000  0.000  0.000  0.000
5.461  0.010  -1.072  0.001  50.066  0.111  5690.165  0.000  0.000  0.000  0.000  0.000
5.708  0.026  -1.004  0.002  48.528  0.266  5632.708  0.000  0.000  0.000  0.000  0.000
5.967  -0.013  -0.932  -0.001  47.242  -0.152  5563.937  0.000  0.000  0.000  0.000  0.000
5.947  0.025  -0.886  0.002  43.256  0.244  5414.047  0.000  0.000  0.000  0.000  0.000
6.043  -0.013  -0.829  -0.001  40.754  -0.157  5243.876  0.000  0.000  0.000  0.000  0.000
6.201  0.008  -0.765  0.001  39.075  0.065  5067.173  0.000  0.000  0.000  0.000  0.000
6.264  0.021  -0.709  0.002  36.579  0.197  4868.162  0.000  0.000  0.000  0.000  0.000
6.464  -0.033  -0.639  -0.003  35.652  -0.366  4696.352  0.000  0.000  0.000  0.000  0.000
6.539  0.005  -0.580  0.000  33.549  0.044  4506.125  0.000  0.000  0.000  0.000  0.000
6.683  0.024  -0.513  0.002  32.311  0.229  4323.782  0.000  0.000  0.000  0.000  0.000
6.844  0.003  -0.443  0.000  31.334  0.005  4159.382  0.000  0.000  0.000  0.000  0.000
6.853  -0.018  -0.388  -0.002  28.917  -0.211  3976.884  0.000  0.000  0.000  0.000  0.000
7.006  0.003  -0.318  0.000  28.137  0.020  3810.335  0.000  0.000  0.000  0.000  0.000
7.180  -0.012  -0.244  -0.001  27.623  -0.131  3667.878  0.000  0.000  0.000  0.000  0.000
7.276  0.059  -0.177  0.006  26.373  0.591  3515.862  0.000  0.000  0.000  0.000  0.000
7.186  -0.036  -0.128  -0.003  23.358  -0.410  3340.919  0.000  0.000  0.000  0.000  0.000
7.157  -0.017  -0.073  -0.002  21.208  -0.181  3149.674  0.000  0.000  0.000  0.000  0.000
7.264  0.006  -0.005  0.000  20.581  0.055  2979.477  0.000  0.000  0.000  0.000  0.000
7.697  -0.014  0.096  -0.002  23.262  -0.149  2906.539  0.000  0.000  0.000  0.000  0.000
8.148  0.004  0.203  0.000  25.911  0.049  2904.956  0.000  0.000  0.000  0.000  0.000
8.305  0.009  0.284  0.001  25.403  0.089  2891.787  0.000  0.000  0.000  0.000  0.000
8.402  0.004  0.360  0.000  24.344  0.034  2858.332  0.000  0.000  0.000  0.000  0.000
8.624  -0.051  0.449  -0.005  24.614  -0.516  2845.434  0.000  0.000  0.000  0.000  0.000
8.874  0.030  0.543  0.003  25.145  0.335  2835.098  0.000  0.000  0.000  0.000  0.000
9.224  -0.012  0.649  -0.001  26.636  -0.112  2866.652  0.000  0.000  0.000  0.000  0.000
9.476  -0.010  0.748  -0.001  27.027  -0.084  2900.311  0.000  0.000  0.000  0.000  0.000
9.593  0.010  0.836  0.001  26.030  0.119  2902.016  0.000  0.000  0.000  0.000  0.000
9.850  0.009  0.938  0.001  26.522  0.100  2914.744  0.000  0.000  0.000  0.000  0.000
8.743  0.007  0.906  0.000  13.331  0.073  2629.361  0.000  0.000  0.000  0.000  0.000
9.023  0.007  1.004  0.001  15.065  0.070  2440.271  0.000  0.000  0.000  0.000  0.000
9.052  0.005  1.079  0.000  14.144  0.047  2268.850  0.000  0.000  0.000  0.000  0.000
9.170  -0.050  1.163  -0.005  14.197  -0.505  2140.867  0.000  0.000  0.000  0.000  0.000
9.254  0.013  1.245  0.001  13.899  0.164  2022.477  0.000  0.000  0.000  0.000  0.000
9.287  0.008  1.322  0.000  13.117  0.099  1911.278  0.000  0.000  0.000  0.000  0.000
9.323  -0.010  1.400  -0.001  12.428  -0.087  1809.610  0.000  0.000  0.000  0.000  0.000
9.359  0.011  1.479  0.001  11.790  0.126  1711.067  0.000  0.000  0.000  0.000  0.000
9.406  0.007  1.558  0.000  11.321  0.081  1622.452  0.000  0.000  0.000  0.000  0.000
9.509  -0.007  1.644  -0.001  11.450  -0.069  1556.661  0.000  0.000  0.000  0.000  0.000
9.568  0.007  1.726  0.000  11.116  0.071  1494.643  0.000  0.000  0.000  0.000  0.000
9.513  -0.028  1.797  -0.003  9.680  -0.280  1417.821  0.000  0.000  0.000  0.000  0.000
9.416  0.030  1.863  0.002  7.935  0.318  1308.872  0.000  0.000  0.000  0.000  0.000
9.082  0.009  1.905  0.001  3.961  0.090  1135.843  0.000  0.000  0.000  0.000  0.000
8.762  -0.010  1.946  -0.001  0.441  -0.111  921.432  0.000  0.000  0.000  0.000  0.000
8.427  -0.008  1.982  -0.001  -2.938  -0.085  673.911  0.000  0.000  0.000  0.000  0.000
7.994  0.009  2.006  0.001  -7.031  0.097  381.675  0.000  0.000  0.000  0.000  0.000
7.587  -0.006  2.030  -0.001  -10.544  -0.066  71.589  0.000  0.000  0.000  0.000  0.000
7.237  -0.024  2.055  -0.003  -13.197  -0.236  -233.363  0.000  0.000  0.000  0.000  0.000
6.745  0.063  2.064  0.006  -17.066  0.653  -576.480  0.000  0.000  0.000  0.000  0.000
6.258  -0.032  2.069  -0.003  -20.567  -0.347  -915.144  0.000  0.000  0.000  0.000  0.000
5.791  -0.008  2.073  -0.001  -23.589  -0.084  -1257.362  0.000  0.000  0.000  0.000  0.000
5.384  0.009  2.078  0.001  -25.772  0.097  -1582.445  0.000  0.000  0.000  0.000  0.000
5.021  -0.009  2.085  -0.001  -27.348  -0.090  -1875.020  0.000  0.000  0.000  0.000  0.000
4.677  -0.007  2.091  -0.001  -28.593  -0.067  -2137.133  0.000  0.000  0.000  0.000  0.000
4.392  0.008  2.100  0.000  -29.163  0.092  -2361.689  0.000  0.000  0.000  0.000  0.000
4.087  0.011  2.104  0.001  -29.874  0.107  -2557.371  0.000  0.000  0.000  0.000  0.000
3.811  0.026  2.110  0.002  -30.243  0.251  -2724.113  0.000  0.000  0.000  0.000  0.000
3.681  -0.029  2.127  -0.003  -29.121  -0.316  -2824.270  0.000  0.000  0.000  0.000  0.000
3.514  -0.008  2.140  -0.001  -28.462  -0.084  -2892.867  0.000  0.000  0.000  0.000  0.000
3.220  -0.008  2.139  -0.001  -29.127  -0.077  -2962.757  0.000  0.000  0.000  0.000  0.000
2.909  -0.024  2.133  -0.003  -29.906  -0.225  -3034.081  0.000  0.000  0.000  0.000  0.000
2.542  -0.002  2.120  -0.001  -31.190  0.010  -3123.275  0.000  0.000  0.000  0.000  0.000
2.141  0.033  2.100  0.003  -32.698  0.362  -3233.411  0.000  0.000  0.000  0.000  0.000
1.862  -0.029  2.089  -0.003  -32.876  -0.286  -3316.350  0.000  0.000  0.000  0.000  0.000
1.449  0.017  2.063  0.001  -34.371  0.189  -3422.944  0.000  0.000  0.000  0.000  0.000
0.920  -0.020  2.021  -0.002  -36.915  -0.193  -3559.896  0.000  0.000  0.000  0.000  0.000
0.169  0.016  1.954  0.001  -41.469  0.181  -3776.889  0.000  0.000  0.000  0.000  0.000
-0.512  -0.003  1.887  -0.001  -44.966  -0.020  -4026.021  0.000  0.000  0.000  0.000  0.000
-1.128  -0.004  1.821  -0.001  -47.532  -0.033  -4282.611  0.000  0.000  0.000  0.000  0.000
-1.763  -0.003  1.749  -0.001  -50.073  -0.020  -4544.976  0.000  0.000  0.000  0.000  0.000
-2.386  0.034  1.672  0.003  -52.295  0.351  -4809.838  0.000  0.000  0.000  0.000  0.000
-2.998  0.013  1.592  0.001  -54.232  0.111  -5061.661  0.000  0.000  0.000  0.000  0.000
-3.593  -0.026  1.509  -0.003  -55.845  -0.279  -5293.726  0.000  0.000  0.000  0.000  0.000
-4.109  0.013  1.428  0.001  -56.542  0.125  -5500.636  0.000  0.000  0.000  0.000  0.000
-4.586  0.012  1.348  0.001  -56.790  0.113  -5671.503  0.000  0.000  0.000  0.000  0.000
-4.979  -0.007  1.272  -0.001  -56.169  -0.094  -5791.296  0.000  0.000  0.000  0.000  0.000
-5.259  -0.008  1.204  -0.001  -54.477  -0.097  -5849.147  0.000  0.000  0.000  0.000  0.000
-5.456  -0.003  1.142  -0.001  -52.097  -0.035  -5842.957  0.000  0.000  0.000  0.000  0.000
-5.690  0.029  1.075  0.003  -50.260  0.292  -5801.509  0.000  0.000  0.000  0.000  0.000
-5.899  -0.043  1.009  -0.004  -48.332  -0.452  -5714.722  0.000  0.000  0.000  0.000  0.000
-5.950  0.015  0.956  0.001  -44.976  0.165  -5578.901  0.000  0.000  0.000  0.000  0.000
-6.019  -0.004  0.902  -0.001  -42.069  -0.043  -5402.273  0.000  0.000  0.000  0.000  0.000
-5.917  -0.006  0.864  -0.001  -37.686  -0.054  -5162.695  0.000  0.000  0.000  0.000  0.000
-5.750  -0.006  0.833  -0.001  -32.994  -0.052  -4866.051  0.000  0.000  0.000  0.000  0.000
-5.570  -0.002  0.805  -0.001  -28.561  -0.006  -4530.257  0.000  0.000  0.000  0.000  0.000
-5.471  0.031  0.771  0.003  -25.281  0.322  -4192.971  0.000  0.000  0.000  0.000  0.000
-5.454  -0.040  0.729  -0.004  -23.090  -0.411  -3863.979  0.000  0.000  0.000  0.000  0.000
-5.410  0.036  0.689  0.003  -20.799  0.375  -3560.802  0.000  0.000  0.000  0.000  0.000
-5.523  -0.040  0.635  -0.004  -20.272  -0.412  -3295.621  0.000  0.000  0.000  0.000  0.000
-5.642  0.017  0.579  0.001  -19.837  0.186  -3082.420  0.000  0.000  0.000  0.000  0.000
-5.867  0.018  0.511  0.001  -20.503  0.188  -2927.054  0.000  0.000  0.000  0.000  0.000
-6.080  -0.004  0.443  -0.001  -20.995  -0.051  -2810.615  0.000  0.000  0.000  0.000  0.000
-6.420  -0.005  0.360  -0.001  -22.710  -0.056  -2755.997  0.000  0.000  0.000  0.000  0.000
-6.868  0.031  0.264  0.003  -25.374  0.309  -2777.344  0.000  0.000  0.000  0.000  0.000
-7.454  -0.040  0.150  -0.004  -29.208  -0.429  -2870.077  0.000  0.000  0.000  0.000  0.000
-7.921  0.035  0.044  0.003  -31.542  0.360  -3007.731  0.000  0.000  0.000  0.000  0.000
-8.363  0.014  -0.063  0.001  -33.430  0.118  -3156.767  0.000  0.000  0.000  0.000  0.000
-8.820  -0.005  -0.176  -0.001  -35.330  -0.082  -3315.746  0.000  0.000  0.000  0.000  0.000
-9.341  0.011  -0.299  0.001  -37.714  0.085  -3498.719  0.000  0.000  0.000  0.000  0.000
-9.911  -0.008  -0.430  -0.001  -40.393  -0.108  -3702.395  0.000  0.000  0.000  0.000  0.000
-10.492  -0.006  -0.568  -0.001  -42.972  -0.081  -3923.508  0.000  0.000  0.000  0.000  0.000
-11.058  -0.023  -0.708  -0.002  -45.201  -0.242  -4148.062  0.000  0.000  0.000  0.000  0.000
-11.496  -0.025  -0.841  -0.003  -45.961  -0.248  -4344.584  0.000  0.000  0.000  0.000  0.000
-12.001  0.022  -0.983  0.002  -47.333  0.242  -4539.441  0.000  0.000  0.000  0.000  0.000
-12.499  -0.021  -1.129  -0.002  -48.526  -0.201  -4715.766  0.000  0.000  0.000  0.000  0.000
-13.006  0.017  -1.280  0.001  -49.721  0.194  -4889.168  0.000  0.000  0.000  0.000  0.000
-13.460  -0.001  -1.429  -0.000  -50.283  -0.004  -5037.674  0.000  0.000  0.000  0.000  0.000
-13.766  -0.004  -1.567  -0.001  -49.317  -0.032  -5134.371  0.000  0.000  0.000  0.000  0.000
-13.976  0.017  -1.698  0.001  -47.471  0.180  -5173.315  0.000  0.000  0.000  0.000  0.000
-14.114  -0.003  -1.824  -0.000  -45.057  -0.032  -5147.383  0.000  0.000  0.000  0.000  0.000
-14.120  0.018  -1.938  0.002  -41.504  0.180  -5050.023  0.000  0.000  0.000  0.000  0.000
-13.994  -0.004  -2.038  -0.000  -36.931  -0.061  -4866.281  0.000  0.000  0.000  0.000  0.000
-13.708  0.012  -2.121  0.001  -31.109  0.103  -4591.194  0.000  0.000  0.000  0.000  0.000
-13.434  -0.023  -2.204  -0.002  -25.881  -0.252  -4249.087  0.000  0.000  0.000  0.000  0.000
-13.043  0.014  -2.272  0.001  -19.907  0.138  -3847.212  0.000  0.000  0.000  0.000  0.000
-12.545  -0.002  -2.327  -0.000  -13.336  -0.037  -3376.168  0.000  0.000  0.000  0.000  0.000
-11.976  -0.005  -2.370  -0.001  -6.571  -0.056  -2847.677  0.000  0.000  0.000  0.000  0.000
-11.412  -0.006  -2.409  -0.001  -0.411  -0.067  -2286.968  0.000  0.000  0.000  0.000  0.000
-10.894  -0.001  -2.449  -0.000  4.801  -0.014  -1722.685  0.000  0.000  0.000  0.000  0.000
-10.455  0.035  -2.492  0.003  8.812  0.350  -1186.854  0.000  0.000  0.000  0.000  0.000
-9.944  0.016  -2.525  0.002  13.215  0.129  -656.692  0.000  0.000  0.000  0.000  0.000
-9.466  -0.024  -2.556  -0.002  16.937  -0.280  -143.691  0.000  0.000  0.000  0.000  0.000
-8.941  0.011  -2.580  0.001  20.834  0.098  348.440  0.000  0.000  0.000  0.000  0.000
-8.263  -0.007  -2.583  -0.001  25.951  -0.097  859.320  0.000  0.000  0.000  0.000  0.000
-7.641  -0.003  -2.587  -0.000  30.086  -0.046  1359.720  0.000  0.000  0.000  0.000  0.000
-6.998  0.011  -2.584  0.001  34.112  0.096  1848.023  0.000  0.000  0.000  0.000  0.000
-6.370  -0.023  -2.577  -0.002  37.667  -0.248  2322.949  0.000  0.000  0.000  0.000  0.000
-5.623  0.013  -2.554  0.001  42.116  0.135  2796.978  0.000  0.000  0.000  0.000  0.000
-5.037  -0.007  -2.540  -0.001  44.615  -0.084  3235.059  0.000  0.000  0.000  0.000  0.000
-4.418  -0.006  -2.518  -0.001  47.232  -0.059  3643.612  0.000  0.000  0.000  0.000  0.000
-3.761  0.013  -2.488  0.001  50.025  0.132  4030.185  0.000  0.000  0.000  0.000  0.000
-3.060  -0.004  -2.448  -0.000  53.030  -0.048  4409.192  0.000  0.000  0.000  0.000  0.000
-2.445  0.014  -2.411  0.001  54.937  0.140  4752.335  0.000  0.000  0.000  0.000  0.000
-1.869  0.028  -2.373  0.003  56.304  0.267  5055.579  0.000  0.000  0.000  0.000  0.000
-1.341  -0.024  -2.335  -0.002  57.076  -0.281  5323.091  0.000  0.000  0.000  0.000  0.000
-0.781  -0.022  -2.290  -0.002  58.112  -0.232  5559.516  0.000  0.000  0.000  0.000  0.000
0.060  0.016  -2.212  0.002  61.871  0.160  5827.393  0.000  0.000  0.000  0.000  0.000
0.647  -0.007  -2.153  -0.001  62.793  -0.075  6065.617  0.000  0.000  0.000  0.000  0.000
1.409  0.033  -2.071  0.003  65.391  0.328  6308.724  0.000  0.000  0.000  0.000  0.000
2.098  -0.009  -1.991  -0.001  67.055  -0.117  6546.778  0.000  0.000  0.000  0.000  0.000
2.808  0.011  -1.903  0.001  68.785  0.087  6773.094  0.000  0.000  0.000  0.000  0.000
3.375  0.008  -1.824  0.001  68.949  0.051  6958.284  0.000  0.000  0.000  0.000  0.000
3.965  0.008  -1.738  0.001  69.334  0.047  7115.137  0.000  0.000  0.000  0.000  0.000
4.504  -0.029  -1.653  -0.002  69.183  -0.320  7242.422  0.000  0.000  0.000  0.000  0.000
4.880  0.027  -1.579  0.003  67.404  0.259  7296.171  0.000  0.000  0.000  0.000  0.000
5.305  -0.012  -1.498  -0.001  66.260  -0.152  7319.420  0.000  0.000  0.000  0.000  0.000
5.614  -0.010  -1.424  -0.001  64.055  -0.121  7288.204  0.000  0.000  0.000  0.000  0.000
5.913  -0.026  -1.349  -0.002  61.921  -0.271  7217.608  0.000  0.000  0.000  0.000  0.000
6.496  0.011  -1.244  0.001  62.800  0.123  7175.477  0.000  0.000  0.000  0.000  0.000
7.024  0.012  -1.139  0.001  63.047  0.126  7147.454  0.000  0.000  0.000  0.000  0.000
7.418  0.007  -1.043  0.001  61.949  0.063  7101.448  0.000  0.000  0.000  0.000  0.000
7.683  0.011  -0.957  0.001  59.645  0.098  7012.617  0.000  0.000  0.000  0.000  0.000
7.789  -0.048  -0.885  -0.004  55.932  -0.498  6866.839  0.000  0.000  0.000  0.000  0.000
8.220  0.032  -0.780  0.003  55.769  0.346  6734.901  0.000  0.000  0.000  0.000  0.000
8.549  0.029  -0.681  0.003  54.591  0.281  6604.056  0.000  0.000  0.000  0.000  0.000
8.096  -0.014  -0.658  -0.001  45.701  -0.172  6306.510  0.000  0.000  0.000  0.000  0.000
8.402  0.007  -0.563  0.001  45.096  0.052  6052.094  0.000  0.000  0.000  0.000  0.000
8.703  0.005  -0.466  0.001  44.503  0.029  5835.885  0.000  0.000  0.000  0.000  0.000
8.759  -0.015  -0.390  -0.001  41.500  -0.170  5598.613  0.000  0.000  0.000  0.000  0.000
8.738  -0.011  -0.322  -0.001  37.970  -0.115  5329.088  0.000  0.000  0.000  0.000  0.000
8.866  0.010  -0.240  0.001  36.216  0.104  5071.320  0.000  0.000  0.000  0.000  0.000
9.054  -0.033  -0.150  -0.003  35.196  -0.337  4848.737  0.000  0.000  0.000  0.000  0.000
8.877  0.010  -0.095  0.001  30.612  0.117  4561.670  0.000  0.000  0.000  0.000  0.000
8.767  0.010  -0.035  0.001  27.059  0.106  4252.746  0.000  0.000  0.000  0.000  0.000
8.791  0.007  0.037  0.001  25.134  0.070  3963.233  0.000  0.000  0.000  0.000  0.000
8.586  0.008  0.087  0.001  21.080  0.072  3640.928  0.000  0.000  0.000  0.000  0.000
8.462  -0.013  0.143  -0.001  18.154  -0.139  3320.717  0.000  0.000  0.000  0.000  0.000
8.315  0.007  0.196  0.001  15.230  0.075  2996.230  0.000  0.000  0.000  0.000  0.000
8.228  0.005  0.254  0.001  13.143  0.046  2690.530  0.000  0.000  0.000  0.000  0.000
8.089  -0.027  0.306  -0.002  10.699  -0.274  2395.941  0.000  0.000  0.000  0.000  0.000
7.917  -0.024  0.354  -0.002  8.127  -0.223  2102.085  0.000  0.000  0.000  0.000  0.000
7.164  0.011  0.342  0.001  -0.059  0.141  1678.422  0.000  0.000  0.000  0.000  0.000
7.120  -0.010  0.395  -0.001  -0.492  -0.084  1333.319  0.000  0.000  0.000  0.000  0.000
7.214  0.010  0.461  0.001  0.487  0.130  1076.489  0.000  0.000  0.000  0.000  0.000
7.109  0.011  0.508  0.001  -0.605  0.124  846.811  0.000  0.000  0.000  0.000  0.000
7.003  0.009  0.554  0.001  -1.615  0.095  641.003  0.000  0.000  0.000  0.000  0.000
7.065  -0.026  0.617  -0.002  -0.863  -0.260  498.413  0.000  0.000  0.000  0.000  0.000
7.110  0.027  0.678  0.003  -0.342  0.287  388.443  0.000  0.000  0.000  0.000  0.000
7.234  -0.011  0.747  -0.001  0.924  -0.116  334.660  0.000  0.000  0.000  0.000  0.000
7.298  0.026  0.811  0.003  1.485  0.265  298.888  0.000  0.000  0.000  0.000  0.000
