qASGD: [2021-12-09-14-09-34]

0.013,0.199,1.128,0.002
0.019,-0.157,-0.026,-0.002
0.026,0.101,1.108,0.000
0.032,-0.215,-0.026,-0.004
0.038,0.088,1.116,-0.002
0.045,-0.217,-0.043,-0.006
0.051,0.101,1.113,-0.005
0.058,-0.212,-0.060,-0.011
0.064,0.098,1.118,-0.010
0.069,-0.207,-0.042,-0.015
0.075,0.119,1.125,-0.014
0.080,-0.163,-0.044,-0.019
0.086,0.155,1.116,-0.018
0.091,-0.111,-0.068,-0.023
0.096,0.191,1.095,-0.022
0.102,-0.071,-0.076,-0.027
0.108,0.208,1.113,-0.027
0.114,-0.080,-0.052,-0.031
0.121,0.185,1.141,-0.032
0.127,-0.113,-0.034,-0.037
0.132,0.149,1.151,-0.037
0.138,-0.155,-0.013,-0.042
0.146,0.129,1.180,-0.042
0.151,-0.183,-0.007,-0.048
0.156,0.106,1.162,-0.047
0.163,-0.189,-0.019,-0.053
0.171,0.105,1.173,-0.053
0.177,-0.196,-0.016,-0.058
0.184,0.109,1.159,-0.058
0.191,-0.178,-0.031,-0.064
0.198,0.118,1.154,-0.063
0.251,-0.180,-0.029,-0.069
0.257,0.216,1.598,-0.082
0.262,-0.068,0.422,-0.090
0.267,0.246,1.579,-0.086
0.274,-0.061,0.420,-0.093
0.281,0.278,1.592,-0.090
0.287,-0.054,0.417,-0.099
0.293,0.300,1.574,-0.095
0.300,-0.056,0.417,-0.103
0.306,0.305,1.585,-0.100
0.311,-0.046,0.424,-0.108
0.317,0.358,1.568,-0.104
0.324,-0.039,0.422,-0.113
0.329,0.344,1.571,-0.109
0.337,-0.049,0.427,-0.118
0.343,0.294,1.597,-0.115
0.350,-0.059,0.431,-0.123
0.355,0.283,1.591,-0.120
0.362,-0.058,0.429,-0.128
0.368,0.273,1.594,-0.124
0.374,-0.073,0.433,-0.133
0.380,0.192,1.616,-0.130
0.386,-0.081,0.434,-0.138
0.391,0.234,1.607,-0.135
0.397,-0.068,0.442,-0.142
0.403,0.245,1.616,-0.139
0.410,-0.078,0.433,-0.147
0.416,0.231,1.607,-0.144
0.422,-0.079,0.434,-0.152
0.428,0.224,1.608,-0.149
0.435,-0.078,0.423,-0.157
0.484,0.275,1.594,-0.154
0.491,-0.192,-0.028,-0.180
0.497,0.185,1.124,-0.179
0.504,-0.150,-0.042,-0.184
0.510,0.203,1.132,-0.184
0.517,-0.156,-0.041,-0.190
0.523,0.180,1.127,-0.189
0.529,-0.170,-0.036,-0.195
0.535,0.180,1.127,-0.194
0.542,-0.178,-0.045,-0.201
0.548,0.175,1.116,-0.200
0.555,-0.188,-0.042,-0.206
0.565,0.162,1.132,-0.205
0.578,-0.235,-0.074,-0.213
0.628,0.234,1.476,-0.225
0.651,-0.244,-0.003,-0.246
0.661,0.136,1.199,-0.246
0.667,-0.233,0.028,-0.253
0.674,0.136,1.199,-0.252
0.679,-0.230,0.041,-0.259
0.685,0.134,1.186,-0.257
0.691,-0.215,0.026,-0.263
0.696,0.158,1.177,-0.261
0.701,-0.194,0.031,-0.267
0.707,0.164,1.175,-0.265
0.713,-0.181,0.015,-0.271
0.719,0.188,1.170,-0.270
0.725,-0.165,0.008,-0.276
0.732,0.193,1.180,-0.275
0.737,-0.159,0.019,-0.281
0.742,0.199,1.166,-0.280
0.783,-0.149,0.016,-0.285
0.790,0.312,1.562,-0.296
0.796,-0.038,0.402,-0.304
0.802,0.295,1.567,-0.301
0.808,-0.040,0.404,-0.309
0.815,0.316,1.560,-0.305
0.821,-0.043,0.393,-0.314
0.827,0.271,1.562,-0.311
0.833,-0.052,0.397,-0.318
0.839,0.258,1.565,-0.315
0.846,-0.062,0.388,-0.323
0.851,0.249,1.556,-0.320
0.857,-0.059,0.398,-0.327
0.862,0.247,1.568,-0.325
0.868,-0.058,0.408,-0.332
0.873,0.228,1.584,-0.329
0.879,-0.072,0.412,-0.336
0.885,0.173,1.586,-0.334
0.892,-0.084,0.391,-0.341
0.898,0.191,1.571,-0.339
0.904,-0.071,0.377,-0.346
0.911,0.247,1.546,-0.343
0.917,-0.063,0.364,-0.351
0.923,0.280,1.514,-0.347
0.929,-0.060,0.352,-0.355
0.935,0.287,1.512,-0.352
0.941,-0.057,0.350,-0.360
