0.003000,0.0000,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000,0.0000
0.005000,0.0000,0.0000,0.0000,0.0000,0.0001,0.0053,0.0000,0.0000,-0.0001
0.008000,0.0000,0.0000,0.0000,0.0000,0.0001,0.0053,0.0002,0.0000,-0.0001
0.010000,0.0000,0.0000,0.0000,0.0000,0.0001,0.0043,0.0009,0.0000,-0.0002
0.012000,0.0001,0.0000,0.0000,0.0000,-0.0005,0.0043,0.0024,0.0000,-0.0003
0.014000,0.0001,0.0000,-0.0000,0.0000,-0.0011,0.0043,0.0047,0.0000,-0.0003
0.017001,0.0001,0.0000,-0.0000,0.0000,-0.0016,0.0035,0.0077,0.0000,-0.0004
0.019001,0.0001,0.0000,-0.0000,0.0000,-0.0024,0.0035,0.0113,0.0001,-0.0005
0.022001,0.0001,0.0000,-0.0000,-0.0000,-0.0029,0.0045,0.0154,0.0001,-0.0005
0.024001,0.0001,0.0000,-0.0000,-0.0000,-0.0033,0.0045,0.0198,0.0000,-0.0006
0.027001,0.0001,-0.0000,-0.0000,-0.0000,-0.0036,0.0097,0.0245,-0.0000,-0.0007
0.030001,0.0002,-0.0000,-0.0001,-0.0000,-0.0037,0.0097,0.0297,-0.0002,-0.0009
0.032001,0.0002,-0.0000,-0.0001,-0.0000,-0.0038,0.0067,0.0355,-0.0003,-0.0010
0.035002,0.0002,-0.0000,-0.0001,-0.0001,-0.0039,0.0067,0.0418,-0.0005,-0.0011
0.037002,0.0002,-0.0000,-0.0001,-0.0001,-0.0040,0.0017,0.0484,-0.0008,-0.0011
0.039002,0.0002,-0.0000,-0.0001,-0.0001,-0.0041,0.0017,0.0549,-0.0012,-0.0012
0.042002,0.0002,-0.0000,-0.0001,-0.0002,-0.0042,0.0055,0.0606,-0.0016,-0.0013
0.044002,0.0003,-0.0000,-0.0001,-0.0002,-0.0042,0.0055,0.0656,-0.0021,-0.0013
0.046002,0.0003,-0.0000,-0.0001,-0.0002,-0.0042,0.0069,0.0697,-0.0027,-0.0015
0.048002,0.0003,-0.0000,-0.0001,-0.0003,-0.0042,0.0069,0.0730,-0.0034,-0.0016
0.051003,0.0003,-0.0000,-0.0002,-0.0003,-0.0042,0.0017,0.0757,-0.0041,-0.0016
0.053003,0.0003,-0.0000,-0.0002,-0.0004,-0.0042,0.0017,0.0775,-0.0049,-0.0016
0.055003,0.0003,-0.0000,-0.0002,-0.0004,-0.0042,-0.0014,0.0782,-0.0058,-0.0016
0.057003,0.0003,-0.0000,-0.0002,-0.0005,-0.0042,-0.0014,0.0775,-0.0067,-0.0016
0.059003,0.0003,-0.0000,-0.0002,-0.0005,-0.0042,-0.0024,0.0752,-0.0077,-0.0016
0.061003,0.0003,-0.0000,-0.0002,-0.0006,-0.0041,-0.0024,0.0711,-0.0088,-0.0016
0.064003,0.0003,-0.0000,-0.0002,-0.0007,-0.0040,-0.0024,0.0652,-0.0098,-0.0015
0.066003,0.0003,-0.0000,-0.0002,-0.0008,-0.0039,0.0011,0.0576,-0.0110,-0.0016
0.068003,0.0003,-0.0000,-0.0003,-0.0008,-0.0039,0.0011,0.0487,-0.0121,-0.0016
0.071004,0.0003,-0.0000,-0.0003,-0.0009,-0.0039,0.0033,0.0389,-0.0133,-0.0017
0.073004,0.0003,-0.0000,-0.0003,-0.0010,-0.0039,0.0033,0.0287,-0.0145,-0.0017
0.075004,0.0003,-0.0000,-0.0003,-0.0011,-0.0039,-0.0010,0.0186,-0.0158,-0.0017
0.077004,0.0003,-0.0000,-0.0003,-0.0012,-0.0039,-0.0010,0.0089,-0.0170,-0.0018
0.079004,0.0003,-0.0000,-0.0003,-0.0013,-0.0040,0.0043,-0.0005,-0.0182,-0.0018
0.082004,0.0003,-0.0000,-0.0003,-0.0014,-0.0040,0.0043,-0.0094,-0.0195,-0.0019
0.084004,0.0003,-0.0000,-0.0003,-0.0015,-0.0040,0.0043,-0.0175,-0.0207,-0.0020
0.086005,0.0004,-0.0000,-0.0004,-0.0016,-0.0041,0.0057,-0.0245,-0.0219,-0.0021
0.089005,0.0004,-0.0001,-0.0004,-0.0017,-0.0041,0.0057,-0.0301,-0.0231,-0.0022
0.091005,0.0004,-0.0001,-0.0004,-0.0018,-0.0040,0.0055,-0.0340,-0.0242,-0.0023
0.093005,0.0004,-0.0001,-0.0004,-0.0019,-0.0040,0.0055,-0.0363,-0.0254,-0.0024
0.095005,0.0004,-0.0001,-0.0004,-0.0020,-0.0040,0.0039,-0.0369,-0.0265,-0.0025
0.098005,0.0004,-0.0001,-0.0004,-0.0021,-0.0040,0.0039,-0.0361,-0.0276,-0.0026
0.100005,0.0004,-0.0001,-0.0004,-0.0022,-0.0040,0.0039,-0.0340,-0.0286,-0.0027
0.102005,0.0005,-0.0001,-0.0004,-0.0023,-0.0039,0.0039,-0.0309,-0.0296,-0.0028
0.105006,0.0005,-0.0001,-0.0004,-0.0024,-0.0039,0.0019,-0.0271,-0.0306,-0.0029
0.107006,0.0005,-0.0001,-0.0005,-0.0026,-0.0039,0.0019,-0.0229,-0.0315,-0.0029
0.110006,0.0005,-0.0001,-0.0005,-0.0027,-0.0039,-0.0001,-0.0185,-0.0324,-0.0030
0.112006,0.0005,-0.0001,-0.0005,-0.0028,-0.0039,-0.0001,-0.0142,-0.0332,-0.0030
0.114006,0.0005,-0.0001,-0.0005,-0.0029,-0.0039,0.0019,-0.0104,-0.0340,-0.0031
0.116006,0.0005,-0.0001,-0.0005,-0.0030,-0.0039,0.0019,-0.0073,-0.0348,-0.0032
