qASGD: [2021-12-08-18-57-13]
SEM KALMAN
0.010,-1.092,0.348,-0.003
0.016,0.797,0.707,-0.002
0.022,-0.383,0.359,-0.014
0.029,-1.560,0.016,-0.020
0.035,-0.462,0.552,-0.017
0.042,-1.210,-0.443,-0.020
0.048,-0.496,0.512,-0.020
0.054,-0.919,-0.602,-0.022
0.060,-0.655,0.538,-0.024
0.066,-0.735,-0.673,-0.025
0.073,-0.684,0.557,-0.027
0.080,0.398,0.000,-0.024
0.087,-0.783,0.317,-0.029
0.092,0.393,-0.002,-0.028
0.099,-0.743,0.404,-0.033
0.105,0.409,-0.086,-0.032
0.110,-0.735,0.310,-0.036
0.116,-0.391,1.466,-0.032
0.121,-0.563,0.264,-0.036
0.127,-1.239,1.279,-0.047
0.133,-0.808,0.144,-0.043
0.140,0.258,0.758,-0.037
0.146,-0.916,0.403,-0.050
0.153,0.288,0.120,-0.047
0.158,-0.910,0.403,-0.054
0.163,0.181,-0.129,-0.053
0.168,-0.838,0.504,-0.058
0.174,0.286,0.188,-0.052
0.180,-0.881,0.370,-0.060
0.185,0.234,0.763,-0.051
0.190,-0.719,0.112,-0.059
0.240,-0.227,1.239,-0.055
0.245,-0.729,-0.195,-0.068
0.250,-0.681,1.020,-0.069
0.255,-0.461,-0.165,-0.069
0.261,-0.654,1.035,-0.072
0.267,-0.826,-0.170,-0.075
0.274,-0.239,0.938,-0.073
0.280,-0.793,-0.154,-0.078
0.286,-0.632,1.045,-0.079
0.291,-0.501,-0.156,-0.079
0.296,-1.027,0.924,-0.084
0.303,-0.135,0.105,-0.077
0.310,-1.287,0.511,-0.085
0.315,-0.129,0.100,-0.081
0.320,-1.037,0.895,-0.090
0.326,-0.263,-0.034,-0.085
0.332,-1.099,0.853,-0.093
0.338,-0.222,-0.018,-0.089
0.343,-0.923,0.967,-0.096
0.348,-0.899,-0.243,-0.097
0.353,-0.447,0.869,-0.096
0.358,-0.895,-0.261,-0.100
0.366,-0.332,0.828,-0.099
0.371,-0.906,-0.267,-0.103
0.376,-0.690,0.925,-0.104
0.382,-0.935,-0.252,-0.106
0.388,-0.441,0.885,-0.105
0.393,-1.050,-0.156,-0.111
0.399,-0.122,0.617,-0.108
0.406,-1.191,0.015,-0.116
0.411,-0.406,0.961,-0.111
0.457,-0.795,-0.204,-0.115
0.464,-0.281,1.261,-0.120
0.470,-0.709,0.093,-0.127
0.476,-0.252,1.235,-0.123
0.481,-0.808,0.165,-0.132
0.487,0.053,1.016,-0.124
0.495,-0.822,0.156,-0.135
0.501,0.079,1.025,-0.128
0.507,-0.814,0.185,-0.139
0.514,0.105,0.989,-0.131
0.519,-0.828,0.178,-0.143
0.525,0.037,0.996,-0.135
0.531,-0.963,0.314,-0.148
0.537,0.235,0.482,-0.141
0.543,-0.978,0.318,-0.152
0.549,0.222,0.463,-0.145
0.554,-0.978,0.326,-0.154
0.560,0.223,0.476,-0.148
0.566,-0.994,0.562,-0.161
0.572,0.161,0.167,-0.155
0.577,-1.002,0.460,-0.163
0.584,0.183,0.165,-0.158
0.590,-1.008,0.461,-0.167
0.598,0.206,0.289,-0.160
0.604,-1.049,0.411,-0.170
0.610,0.139,0.156,-0.166
0.617,-0.982,0.574,-0.175
0.623,-0.307,-0.390,-0.176
0.630,-0.575,0.725,-0.179
0.637,-0.331,-0.384,-0.180
0.644,-0.861,0.587,-0.183
0.684,-0.197,-0.143,-0.182
0.690,-1.167,0.928,-0.204
0.697,-0.548,0.232,-0.199
0.704,-0.306,1.109,-0.198
0.711,-0.743,0.265,-0.206
0.717,0.191,0.860,-0.198
0.723,-0.752,0.255,-0.209
0.729,-0.290,1.104,-0.205
0.734,-0.765,0.249,-0.212
0.741,-0.268,1.097,-0.208
0.748,-0.610,0.171,-0.214
0.755,-0.956,1.071,-0.220
0.762,-0.424,0.256,-0.216
0.769,-1.432,0.766,-0.227
0.776,-0.360,0.344,-0.218
0.782,-1.553,0.530,-0.229
0.789,-0.333,0.344,-0.222
0.797,-1.451,0.729,-0.235
0.802,-0.462,0.077,-0.230
0.807,-1.014,1.107,-0.236
0.814,-0.328,0.106,-0.231
0.819,-1.324,0.870,-0.242
0.826,-0.279,0.261,-0.233
0.831,-1.351,0.888,-0.246
0.837,-0.297,0.271,-0.237
0.844,-1.377,0.898,-0.250
0.850,-0.323,0.285,-0.241
0.856,-1.553,0.171,-0.247
0.861,-0.378,0.473,-0.242
0.867,-1.571,0.254,-0.251
0.872,-0.370,0.465,-0.245
0.914,-1.407,1.099,-0.261
0.919,-0.001,-0.019,-0.261
0.924,-1.024,0.580,-0.267
0.930,0.079,0.053,-0.262
0.935,-1.041,0.548,-0.270
0.943,0.188,0.704,-0.258
0.950,-0.985,0.348,-0.271
0.957,0.206,0.122,-0.268
0.964,-0.969,0.491,-0.276
0.969,0.090,-0.099,-0.274
0.974,-0.976,0.494,-0.279
0.979,0.238,0.334,-0.272
0.987,-0.920,0.715,-0.284
0.994,-0.155,-0.291,-0.284
1.000,-0.802,0.778,-0.289
1.006,-0.321,-0.346,-0.289
1.013,-1.060,0.675,-0.293
1.019,0.151,0.594,-0.281
1.025,-1.063,0.366,-0.293
1.030,0.127,0.600,-0.285
1.037,-1.085,0.378,-0.297
1.043,0.112,0.574,-0.289
1.048,-1.086,0.371,-0.300
1.054,0.107,0.583,-0.292
1.060,-0.995,0.002,-0.300
1.067,-0.233,0.938,-0.295
1.072,-1.013,-0.013,-0.303
1.078,-0.102,0.787,-0.298
1.085,-0.970,-0.068,-0.305
1.091,-0.110,0.808,-0.301
1.097,-1.146,0.136,-0.312
1.154,-0.126,0.782,-0.305
1.160,-1.721,-0.182,-0.329
1.169,-0.584,0.319,-0.330
1.177,-1.719,-0.254,-0.333
1.183,-0.629,0.300,-0.335
1.189,-0.788,1.531,-0.339
1.196,-0.636,0.322,-0.338
1.202,-0.834,1.537,-0.343
1.220,-0.617,0.254,-0.344
1.226,-1.233,1.388,-0.356
1.233,-0.473,0.467,-0.346
1.240,-1.368,-0.369,-0.349
1.246,-0.472,0.476,-0.349
1.251,-1.447,1.235,-0.366
1.256,-0.672,0.329,-0.357
1.263,0.093,-0.589,-0.360
1.270,-0.539,0.418,-0.360
1.276,-1.473,-0.348,-0.363
1.283,-0.535,0.426,-0.364
1.289,-1.437,-0.362,-0.366
1.295,-0.557,0.464,-0.367
1.301,-1.259,-0.551,-0.368
1.307,-0.561,0.440,-0.371
1.313,-1.358,-0.499,-0.372
1.319,-0.489,0.361,-0.375
1.325,-0.976,-0.719,-0.375
1.331,-0.713,0.441,-0.377
1.337,-0.343,-0.727,-0.380
1.343,-0.534,0.506,-0.382
1.350,-0.312,-0.726,-0.384
1.356,-0.682,0.419,-0.384
1.394,0.435,-0.095,-0.383
1.401,-1.097,0.481,-0.399
1.408,0.126,0.555,-0.389
1.413,-1.098,0.475,-0.402
1.418,0.100,0.209,-0.397
1.424,-1.090,0.388,-0.404
1.431,0.131,0.294,-0.399
1.437,-1.076,0.395,-0.407
1.442,0.023,0.907,-0.396
1.448,-0.921,0.158,-0.406
1.455,-0.052,1.022,-0.399
1.463,-0.788,0.022,-0.408
1.469,-0.075,1.030,-0.403
1.475,-0.929,0.108,-0.414
1.480,-0.382,1.202,-0.410
1.486,-0.565,0.002,-0.413
1.493,-0.949,1.147,-0.418
1.498,-0.404,0.063,-0.414
1.503,-0.830,1.193,-0.420
1.509,-0.400,0.064,-0.416
1.516,-1.006,1.171,-0.425
1.522,-0.414,0.086,-0.421
1.527,-0.851,1.211,-0.427
1.533,-0.509,0.047,-0.425
1.540,-0.722,1.278,-0.429
1.546,-0.744,0.039,-0.432
1.551,-0.217,1.121,-0.428
1.557,-0.906,0.125,-0.437
1.563,0.072,0.865,-0.430
1.570,-0.898,0.135,-0.440
1.575,0.098,0.896,-0.433
1.612,-0.857,0.170,-0.443
1.619,0.033,1.506,-0.440
1.624,-0.559,0.438,-0.452
1.631,-1.180,-0.622,-0.453
1.638,-0.699,0.502,-0.455
1.645,0.107,-0.440,-0.457
1.652,-0.785,0.395,-0.458
1.658,0.087,-0.411,-0.460
1.666,-0.732,0.530,-0.463
1.673,0.067,-0.390,-0.464
1.680,-0.591,0.647,-0.468
1.686,-0.654,-0.542,-0.469
1.693,-0.602,0.654,-0.471
1.699,-0.856,-0.392,-0.473
1.705,-0.508,0.442,-0.474
1.711,-1.079,0.982,-0.483
1.717,-0.543,0.294,-0.479
1.723,-1.524,-0.121,-0.482
1.729,-0.712,0.646,-0.480
1.735,-0.026,-0.358,-0.480
1.741,-0.908,0.480,-0.483
1.748,0.313,0.303,-0.477
1.754,-0.929,0.207,-0.484
1.760,-0.184,1.155,-0.477
1.767,-0.716,0.030,-0.484
1.774,0.224,0.816,-0.479
1.781,-0.958,0.489,-0.495
1.788,0.238,0.167,-0.490
1.794,-0.943,0.486,-0.498
1.801,0.160,-0.047,-0.496
1.807,-0.904,0.550,-0.502
1.843,0.163,-0.046,-0.499
1.850,-1.287,0.758,-0.516
1.857,-0.307,-0.027,-0.512
1.863,-0.762,1.112,-0.518
1.869,-0.589,-0.085,-0.518
1.874,-0.437,1.115,-0.518
1.881,-0.830,-0.066,-0.524
1.887,-0.194,0.989,-0.521
1.896,-0.807,-0.096,-0.528
1.902,-0.309,1.022,-0.525
1.909,-0.955,-0.029,-0.533
1.915,-0.068,0.806,-0.528
1.921,-0.998,0.030,-0.536
1.927,-0.211,0.976,-0.531
1.933,-1.007,0.057,-0.540
1.940,-0.024,0.813,-0.534
1.946,-1.003,0.079,-0.544
1.951,-0.505,1.208,-0.540
1.958,-0.787,0.022,-0.545
1.964,-0.145,1.057,-0.540
1.970,-0.946,0.144,-0.550
1.976,0.274,0.056,-0.550
1.982,-0.859,0.497,-0.557
1.988,0.368,0.319,-0.550
1.993,-0.841,0.259,-0.558
1.999,0.253,0.757,-0.549
2.005,-0.843,0.188,-0.560
2.011,-0.239,1.242,-0.554
2.018,-0.592,0.057,-0.560
2.024,-0.956,1.219,-0.565
2.030,-0.647,0.005,-0.564
2.068,-0.404,1.218,-0.564
2.073,-0.722,-0.465,-0.578
2.078,-0.559,0.718,-0.578
2.084,-0.946,-0.434,-0.581
2.091,-0.450,0.693,-0.582
2.097,-0.726,-0.488,-0.583
2.102,-0.739,0.733,-0.585
2.109,-0.045,-0.249,-0.583
2.114,-1.027,0.526,-0.587
2.120,0.158,0.231,-0.581
2.127,-1.064,0.349,-0.589
2.134,0.119,0.731,-0.580
2.142,-0.824,-0.038,-0.588
2.149,-0.485,1.139,-0.587
2.156,-0.675,-0.022,-0.591
2.163,-0.903,1.101,-0.595
2.170,-0.407,0.150,-0.591
2.177,-1.051,0.789,-0.598
2.183,-0.384,0.135,-0.595
2.189,-0.930,1.061,-0.602
2.195,-0.450,0.052,-0.599
2.202,-0.827,1.177,-0.605
2.208,-0.714,-0.011,-0.606
2.215,-0.456,1.186,-0.605
2.223,-0.838,0.018,-0.611
2.228,-0.038,0.976,-0.606
2.233,-1.021,0.297,-0.618
2.240,0.082,0.819,-0.609
2.245,-1.062,0.369,-0.623
