accBasedPosition
time[s]  acc_hum[rad / s2]  vel_hum[rad / s]  vel_exo[rad / s]  T_Sea[N.m]  theta_m[rad]
0.002000  0.000  0.000  0.000  0.000  0.000
0.003000  0.000  0.000  0.000  0.000  0.000
0.004000  0.000  0.000  0.000  0.000  0.000
0.005000  3.861  0.004  -0.002  0.000  -0.000
0.007000  2.790  0.007  -0.003  0.001  -0.000
0.008000  1.062  0.009  -0.004  0.001  -0.000
0.009000  1.678  0.010  -0.004  0.002  -0.000
0.010000  1.363  0.012  -0.005  0.002  -0.000
0.011000  0.538  0.012  -0.006  0.003  -0.000
0.012000  0.455  0.013  -0.006  0.004  -0.000
0.013000  0.390  0.013  -0.007  0.004  -0.000
0.014000  0.338  0.014  -0.007  0.005  -0.000
0.015000  0.296  0.014  -0.008  0.006  -0.000
0.016000  -0.148  0.014  -0.008  0.007  -0.000
0.017001  -0.132  0.014  -0.008  0.007  -0.000
0.018001  -0.118  0.013  -0.008  0.008  -0.000
0.019001  -0.106  0.013  -0.009  0.008  -0.000
0.020001  -0.096  0.013  -0.009  0.009  -0.000
0.021001  -0.251  0.013  -0.009  0.010  -0.000
0.022001  -0.229  0.013  -0.009  0.010  -0.000
0.023001  -0.211  0.013  -0.009  0.011  -0.000
0.024001  -0.194  0.012  -0.010  0.012  -0.000
0.025001  -0.180  0.012  -0.010  0.013  -0.000
0.026001  -0.292  0.012  -0.010  0.013  -0.000
0.027001  -0.272  0.012  -0.010  0.014  -0.000
0.028001  -0.254  0.011  -0.010  0.014  -0.000
0.029001  -0.237  0.011  -0.010  0.015  -0.000
0.031001  -0.223  0.011  -0.010  0.015  -0.000
0.032001  -0.158  0.011  -0.010  0.016  -0.000
0.033001  -0.297  0.010  -0.010  0.017  -0.000
0.034001  -0.280  0.010  -0.010  0.017  -0.000
0.035002  -0.264  0.010  -0.010  0.018  -0.000
0.036002  -0.250  0.009  -0.010  0.019  -0.000
0.037002  -0.376  0.009  -0.010  0.020  -0.000
0.038002  -0.357  0.009  -0.010  0.020  -0.000
0.039002  -0.340  0.008  -0.011  0.021  -0.000
0.040002  -0.323  0.008  -0.011  0.022  -0.000
0.041002  -0.308  0.008  -0.011  0.022  -0.000
0.042002  -0.373  0.007  -0.011  0.023  -0.000
0.043002  -0.357  0.007  -0.011  0.024  -0.000
0.044002  -0.341  0.007  -0.011  0.024  -0.000
0.045002  -0.327  0.006  -0.011  0.025  -0.000
0.046002  -0.313  0.006  -0.011  0.026  -0.000
0.047002  -0.293  0.006  -0.011  0.026  -0.000
0.048002  -0.281  0.005  -0.011  0.027  -0.000
0.049002  -0.270  0.005  -0.011  0.028  -0.000
0.050002  -0.260  0.005  -0.011  0.028  -0.000
0.051002  -0.250  0.005  -0.011  0.029  -0.000
0.052003  -0.379  0.004  -0.011  0.030  -0.000
0.053003  -0.366  0.004  -0.011  0.030  -0.000
0.054003  -0.353  0.004  -0.011  0.031  -0.000
0.055003  -0.341  0.003  -0.011  0.032  -0.000
0.056003  -0.329  0.003  -0.011  0.033  -0.000
0.057003  -0.252  0.003  -0.011  0.033  -0.000
0.058003  -0.244  0.002  -0.011  0.034  -0.000
0.059003  -0.236  0.002  -0.011  0.034  -0.000
0.060003  -0.229  0.002  -0.011  0.035  -0.000
0.061003  -0.222  0.002  -0.011  0.035  -0.000
0.062003  -0.246  0.002  -0.011  0.036  -0.000
0.064003  -0.239  0.001  -0.011  0.036  -0.000
0.065003  -0.116  0.001  -0.011  0.037  -0.000
0.066003  -0.225  0.001  -0.011  0.038  -0.000
0.067003  -0.278  0.001  -0.011  0.038  -0.000
0.068003  -0.270  0.000  -0.011  0.038  -0.000
0.069003  -0.262  0.000  -0.011  0.039  -0.000
0.070004  -0.255  -0.000  -0.011  0.039  -0.000
0.071004  -0.248  -0.000  -0.011  0.040  -0.000
0.072004  -0.186  -0.001  -0.011  0.041  -0.000
0.073004  -0.182  -0.001  -0.011  0.041  -0.000
0.074004  -0.177  -0.001  -0.011  0.042  -0.000
0.075004  -0.172  -0.001  -0.011  0.043  -0.000
0.076004  -0.168  -0.001  -0.011  0.043  -0.000
0.077004  -0.114  -0.001  -0.011  0.044  -0.000
0.078004  -0.111  -0.002  -0.011  0.045  -0.000
0.079004  -0.108  -0.002  -0.011  0.045  -0.000
0.080004  -0.106  -0.002  -0.011  0.046  -0.000
0.081004  -0.103  -0.002  -0.011  0.047  -0.000
0.082004  0.022  -0.002  -0.012  0.047  -0.000
0.083004  0.021  -0.002  -0.012  0.048  -0.000
0.084004  0.021  -0.002  -0.012  0.048  -0.000
0.085004  0.020  -0.002  -0.012  0.049  -0.000
0.086004  0.020  -0.002  -0.012  0.050  -0.000
0.087005  0.018  -0.002  -0.012  0.050  -0.000
0.088005  0.018  -0.002  -0.012  0.051  -0.000
0.089005  0.018  -0.002  -0.012  0.052  -0.000
0.090005  0.017  -0.002  -0.012  0.052  -0.001
0.091005  0.017  -0.002  -0.012  0.053  -0.001
0.092005  0.016  -0.002  -0.012  0.053  -0.001
0.093005  0.040  -0.002  -0.012  0.054  -0.001
0.094005  0.039  -0.002  -0.012  0.055  -0.001
0.095005  0.038  -0.002  -0.012  0.055  -0.001
0.097005  0.038  -0.002  -0.012  0.056  -0.001
0.098005  0.079  -0.001  -0.012  0.056  -0.001
0.100005  0.078  -0.001  -0.012  0.057  -0.001
0.101005  0.076  -0.001  -0.012  0.057  -0.001
0.102005  0.075  -0.001  -0.012  0.058  -0.001
0.103005  0.073  -0.001  -0.012  0.058  -0.001
0.104005  0.074  -0.001  -0.012  0.059  -0.001
0.105006  0.073  -0.001  -0.012  0.060  -0.001
0.106006  0.071  -0.001  -0.012  0.060  -0.001
0.107006  0.070  -0.001  -0.012  0.061  -0.001
0.108006  0.069  -0.001  -0.012  0.062  -0.001
0.109006  0.049  -0.001  -0.012  0.062  -0.001
0.110006  0.048  -0.001  -0.012  0.063  -0.001
0.111006  0.048  -0.001  -0.012  0.064  -0.001
0.112006  0.047  -0.001  -0.012  0.064  -0.001
0.114006  0.150  -0.000  -0.012  0.065  -0.001
0.115006  0.148  -0.000  -0.012  0.065  -0.001
0.116006  0.145  -0.000  -0.012  0.066  -0.001
0.117006  0.143  -0.000  -0.012  0.066  -0.001
0.118006  0.141  0.000  -0.012  0.067  -0.001
0.119006  0.122  0.000  -0.012  0.068  -0.001
0.120006  0.120  0.000  -0.012  0.068  -0.001
0.121006  0.118  0.000  -0.012  0.069  -0.001
0.122007  0.116  0.001  -0.012  0.070  -0.001
0.123007  0.114  0.001  -0.012  0.070  -0.001
0.124007  0.149  0.001  -0.012  0.071  -0.001
0.125007  0.146  0.001  -0.012  0.072  -0.001
0.126007  0.144  0.001  -0.012  0.072  -0.001
0.127007  0.142  0.001  -0.012  0.073  -0.001
0.128007  0.140  0.001  -0.012  0.074  -0.001
0.129007  0.134  0.002  -0.012  0.074  -0.001
0.130007  0.132  0.002  -0.012  0.075  -0.001
0.131007  0.131  0.002  -0.012  0.075  -0.001
0.132007  0.129  0.002  -0.012  0.076  -0.001
0.133007  0.127  0.002  -0.012  0.077  -0.001
0.134007  0.176  0.002  -0.012  0.077  -0.001
0.135007  0.174  0.002  -0.012  0.078  -0.001
0.136007  0.172  0.003  -0.012  0.078  -0.001
0.137007  0.169  0.003  -0.012  0.079  -0.001
0.138007  0.167  0.003  -0.012  0.079  -0.001
0.139007  0.126  0.003  -0.012  0.080  -0.001
0.140008  0.124  0.003  -0.012  0.080  -0.001
0.141008  0.122  0.003  -0.012  0.081  -0.001
0.142008  0.121  0.003  -0.012  0.082  -0.001
0.143008  0.119  0.004  -0.012  0.082  -0.001
0.144008  0.150  0.004  -0.012  0.082  -0.001
0.145008  0.148  0.004  -0.012  0.083  -0.001
0.146008  0.146  0.004  -0.012  0.083  -0.001
0.148008  0.144  0.004  -0.012  0.083  -0.001
0.149008  0.124  0.004  -0.012  0.084  -0.001
0.150008  0.122  0.004  -0.012  0.085  -0.001
0.151008  0.120  0.004  -0.012  0.085  -0.001
0.152008  0.119  0.005  -0.012  0.086  -0.001
0.153008  0.117  0.005  -0.012  0.086  -0.001
0.154008  0.164  0.005  -0.012  0.087  -0.001
0.155008  0.162  0.005  -0.012  0.087  -0.001
0.156008  0.160  0.005  -0.012  0.087  -0.001
0.157009  0.158  0.005  -0.012  0.088  -0.001
0.158009  0.156  0.006  -0.012  0.088  -0.001
0.159009  0.121  0.006  -0.012  0.089  -0.001
0.160009  0.120  0.006  -0.012  0.090  -0.001
0.163009  0.118  0.006  -0.012  0.090  -0.001
0.164009  0.058  0.006  -0.012  0.091  -0.001
0.165009  0.115  0.006  -0.012  0.091  -0.001
0.166009  0.114  0.006  -0.012  0.092  -0.001
0.167009  0.113  0.006  -0.012  0.093  -0.001
0.168009  0.111  0.006  -0.012  0.093  -0.001
0.169009  0.110  0.007  -0.012  0.094  -0.001
0.170009  0.109  0.007  -0.012  0.094  -0.001
0.171009  0.108  0.007  -0.013  0.095  -0.001
0.172009  0.106  0.007  -0.013  0.096  -0.001
0.173009  0.105  0.007  -0.013  0.096  -0.001
0.174009  0.104  0.007  -0.013  0.097  -0.001
0.175010  0.103  0.007  -0.013  0.097  -0.001
0.176010  0.102  0.007  -0.013  0.098  -0.001
0.177010  0.101  0.007  -0.013  0.099  -0.001
0.178010  0.100  0.008  -0.013  0.099  -0.001
0.180010  0.098  0.008  -0.013  0.100  -0.001
0.181010  0.049  0.008  -0.013  0.100  -0.001
0.183010  0.096  0.008  -0.013  0.101  -0.001
0.184010  0.048  0.008  -0.013  0.101  -0.001
0.185010  0.094  0.008  -0.013  0.102  -0.001
0.186010  0.093  0.008  -0.013  0.103  -0.001
0.188010  0.092  0.008  -0.013  0.103  -0.001
0.189010  0.046  0.008  -0.013  0.104  -0.001
0.190010  0.090  0.008  -0.013  0.104  -0.001
0.191010  0.089  0.008  -0.013  0.105  -0.001
0.193011  0.089  0.009  -0.013  0.105  -0.001
0.195011  0.044  0.009  -0.013  0.106  -0.001
0.197011  0.043  0.009  -0.013  0.107  -0.001
0.198011  0.043  0.009  -0.013  0.107  -0.001
0.200011  0.085  0.009  -0.013  0.108  -0.001
0.201011  0.084  0.009  -0.013  0.108  -0.001
0.202011  0.083  0.009  -0.013  0.109  -0.001
0.203011  0.082  0.009  -0.013  0.109  -0.001
0.204011  0.082  0.009  -0.013  0.110  -0.001
0.205011  0.081  0.009  -0.013  0.110  -0.001
0.206011  0.080  0.009  -0.013  0.111  -0.001
0.207011  0.079  0.009  -0.013  0.112  -0.001
0.208011  0.078  0.010  -0.013  0.112  -0.001
0.209011  0.078  0.010  -0.013  0.113  -0.001
0.210012  0.077  0.010  -0.013  0.113  -0.001
0.211012  0.076  0.010  -0.013  0.114  -0.001
0.212012  0.075  0.010  -0.013  0.114  -0.001
0.213012  0.075  0.010  -0.013  0.115  -0.001
0.214012  0.088  0.010  -0.013  0.115  -0.001
0.216012  0.087  0.010  -0.013  0.116  -0.001
0.217012  0.043  0.010  -0.013  0.116  -0.001
0.218012  0.085  0.010  -0.013  0.116  -0.001
0.219012  0.084  0.010  -0.013  0.117  -0.001
0.220012  0.068  0.010  -0.013  0.117  -0.001
0.221012  0.067  0.010  -0.013  0.118  -0.001
0.222012  0.067  0.011  -0.013  0.118  -0.001
0.223012  0.066  0.011  -0.013  0.118  -0.001
0.224012  0.066  0.011  -0.013  0.119  -0.001
0.225012  0.035  0.011  -0.013  0.119  -0.001
0.226012  0.035  0.011  -0.013  0.119  -0.001
0.227013  0.034  0.011  -0.013  0.120  -0.001
0.228013  0.034  0.011  -0.013  0.120  -0.001
0.229013  0.034  0.011  -0.013  0.121  -0.001
0.230013  0.048  0.011  -0.013  0.121  -0.001
0.231013  0.048  0.011  -0.013  0.121  -0.001
0.232013  0.047  0.011  -0.013  0.122  -0.001
0.233013  0.047  0.011  -0.013  0.122  -0.001
0.234013  0.046  0.011  -0.013  0.123  -0.001
0.235013  0.045  0.011  -0.013  0.123  -0.001
0.236013  0.045  0.011  -0.013  0.123  -0.001
0.237013  0.045  0.011  -0.013  0.123  -0.001
0.238013  0.044  0.011  -0.013  0.124  -0.001
0.239013  0.044  0.011  -0.013  0.124  -0.001
0.240013  -0.041  0.011  -0.013  0.125  -0.001
0.241013  -0.041  0.011  -0.013  0.125  -0.001
0.242013  -0.040  0.011  -0.013  0.126  -0.001
0.243013  -0.040  0.011  -0.013  0.126  -0.001
0.244013  -0.040  0.011  -0.013  0.127  -0.001
0.245014  -0.026  0.011  -0.013  0.127  -0.001
0.246014  -0.025  0.011  -0.013  0.127  -0.001
0.247014  -0.025  0.011  -0.013  0.128  -0.001
0.248014  -0.025  0.011  -0.013  0.128  -0.001
0.249014  -0.025  0.011  -0.013  0.128  -0.001
0.250014  -0.053  0.011  -0.013  0.129  -0.001
0.251014  -0.053  0.011  -0.013  0.129  -0.001
0.252014  -0.052  0.011  -0.013  0.129  -0.001
0.253014  -0.052  0.011  -0.013  0.130  -0.001
0.254014  -0.051  0.011  -0.013  0.130  -0.001
0.255014  -0.081  0.011  -0.013  0.130  -0.001
0.256014  -0.080  0.011  -0.013  0.130  -0.001
0.257014  -0.079  0.010  -0.013  0.131  -0.001
0.258014  -0.079  0.010  -0.013  0.131  -0.001
0.259014  -0.078  0.010  -0.013  0.131  -0.001
0.260014  -0.077  0.010  -0.013  0.132  -0.001
0.261014  -0.077  0.010  -0.013  0.132  -0.001
0.262015  -0.076  0.010  -0.013  0.132  -0.001
0.263015  -0.076  0.010  -0.013  0.132  -0.001
0.264015  -0.075  0.010  -0.013  0.133  -0.001
0.265015  -0.132  0.010  -0.013  0.133  -0.001
0.266015  -0.131  0.010  -0.013  0.133  -0.001
0.267015  -0.130  0.010  -0.013  0.134  -0.001
0.268015  -0.129  0.009  -0.013  0.134  -0.001
0.269015  -0.127  0.009  -0.013  0.134  -0.001
0.270015  -0.099  0.009  -0.013  0.135  -0.001
0.271015  -0.098  0.009  -0.013  0.135  -0.001
0.272015  -0.097  0.009  -0.013  0.135  -0.001
0.273015  -0.096  0.009  -0.013  0.136  -0.001
0.274015  -0.096  0.009  -0.013  0.136  -0.001
0.275015  -0.124  0.009  -0.013  0.136  -0.001
0.276015  -0.123  0.009  -0.013  0.136  -0.001
0.277015  -0.122  0.008  -0.013  0.137  -0.001
0.278015  -0.121  0.008  -0.013  0.137  -0.001
0.279015  -0.120  0.008  -0.013  0.137  -0.001
0.280016  -0.148  0.008  -0.013  0.137  -0.001
0.281016  -0.146  0.008  -0.013  0.138  -0.001
0.282016  -0.145  0.008  -0.013  0.138  -0.001
0.283016  -0.144  0.008  -0.013  0.138  -0.001
0.284016  -0.143  0.007  -0.013  0.139  -0.001
0.285016  -0.142  0.007  -0.013  0.139  -0.001
0.286016  -0.141  0.007  -0.013  0.139  -0.001
0.287016  -0.140  0.007  -0.013  0.140  -0.001
0.288016  -0.139  0.007  -0.013  0.140  -0.001
0.289016  -0.138  0.007  -0.013  0.140  -0.001
0.290016  -0.137  0.007  -0.013  0.141  -0.001
0.291016  -0.177  0.006  -0.013  0.141  -0.001
0.292016  -0.176  0.006  -0.013  0.141  -0.001
0.293016  -0.175  0.006  -0.013  0.141  -0.001
0.294016  -0.173  0.006  -0.013  0.142  -0.001
0.295016  -0.172  0.006  -0.013  0.142  -0.001
0.296016  -0.171  0.006  -0.013  0.142  -0.001
0.297017  -0.169  0.005  -0.013  0.142  -0.001
0.298017  -0.168  0.005  -0.013  0.142  -0.001
0.299017  -0.167  0.005  -0.013  0.143  -0.001
0.300017  -0.165  0.005  -0.013  0.143  -0.001
0.301017  -0.151  0.005  -0.013  0.143  -0.001
0.302017  -0.150  0.005  -0.013  0.143  -0.001
0.303017  -0.148  0.004  -0.013  0.143  -0.001
0.304017  -0.147  0.004  -0.013  0.143  -0.001
0.305017  -0.146  0.004  -0.012  0.143  -0.001
0.306017  -0.129  0.004  -0.012  0.143  -0.001
0.307017  -0.128  0.004  -0.012  0.144  -0.001
0.308017  -0.127  0.004  -0.013  0.144  -0.001
0.309017  -0.126  0.004  -0.013  0.144  -0.001
0.310017  -0.125  0.004  -0.013  0.145  -0.001
0.311017  -0.140  0.003  -0.013  0.145  -0.001
0.312017  -0.139  0.003  -0.012  0.145  -0.001
0.313017  -0.138  0.003  -0.012  0.145  -0.001
0.314017  -0.137  0.003  -0.012  0.145  -0.001
0.315018  -0.136  0.003  -0.012  0.145  -0.001
0.316018  -0.120  0.003  -0.012  0.146  -0.001
0.317018  -0.119  0.003  -0.012  0.146  -0.001
0.318018  -0.118  0.002  -0.012  0.146  -0.001
0.319018  -0.117  0.002  -0.012  0.147  -0.001
0.320018  -0.116  0.002  -0.012  0.147  -0.001
0.321018  -0.102  0.002  -0.012  0.147  -0.001
0.322018  -0.101  0.002  -0.012  0.147  -0.001
0.323018  -0.100  0.002  -0.012  0.148  -0.001
0.324018  -0.100  0.002  -0.012  0.148  -0.001
0.325018  -0.099  0.002  -0.012  0.148  -0.001
0.326018  -0.056  0.002  -0.012  0.148  -0.001
0.327018  -0.056  0.002  -0.012  0.149  -0.001
0.328018  -0.056  0.002  -0.012  0.149  -0.001
0.329018  -0.055  0.002  -0.012  0.149  -0.001
0.330018  -0.055  0.001  -0.012  0.149  -0.001
0.331018  -0.054  0.001  -0.012  0.149  -0.001
0.332019  -0.053  0.001  -0.012  0.150  -0.001
0.333019  -0.053  0.001  -0.012  0.150  -0.001
0.334019  -0.052  0.001  -0.012  0.150  -0.001
0.335019  -0.052  0.001  -0.012  0.150  -0.001
0.336019  -0.010  0.001  -0.012  0.151  -0.001
0.337019  -0.010  0.001  -0.012  0.151  -0.001
0.338019  -0.010  0.001  -0.012  0.151  -0.001
0.339019  -0.010  0.001  -0.012  0.151  -0.001
0.340019  -0.010  0.001  -0.012  0.151  -0.001
0.341019  0.004  0.001  -0.012  0.152  -0.001
0.342019  0.004  0.001  -0.012  0.152  -0.001
0.343019  0.003  0.001  -0.012  0.152  -0.001
0.344019  0.003  0.001  -0.013  0.152  -0.001
0.345019  0.003  0.001  -0.013  0.152  -0.001
0.346019  0.016  0.001  -0.012  0.153  -0.001
0.347019  0.016  0.001  -0.012  0.153  -0.001
0.348019  0.016  0.001  -0.012  0.153  -0.001
0.349020  0.016  0.001  -0.012  0.153  -0.001
0.350020  0.016  0.001  -0.012  0.153  -0.001
0.351020  0.002  0.001  -0.012  0.153  -0.001
0.352020  0.002  0.001  -0.012  0.153  -0.001
0.353020  0.002  0.001  -0.012  0.154  -0.001
0.354020  0.002  0.001  -0.012  0.154  -0.001
0.355020  0.002  0.001  -0.012  0.154  -0.001
0.356020  0.002  0.001  -0.012  0.154  -0.001
0.357020  0.030  0.001  -0.012  0.154  -0.001
0.358020  0.029  0.001  -0.012  0.154  -0.001
0.359020  0.029  0.001  -0.012  0.154  -0.001
0.360020  0.029  0.001  -0.012  0.155  -0.001
0.361020  0.029  0.001  -0.012  0.155  -0.001
0.362020  0.030  0.001  -0.012  0.155  -0.001
0.363020  0.030  0.001  -0.012  0.155  -0.001
0.364020  0.030  0.002  -0.012  0.156  -0.001
0.365020  0.030  0.002  -0.012  0.156  -0.001
0.366020  0.029  0.002  -0.013  0.156  -0.002
0.367021  0.029  0.002  -0.013  0.156  -0.002
0.368021  0.029  0.002  -0.013  0.157  -0.002
0.370021  0.028  0.002  -0.013  0.157  -0.002
0.371021  0.028  0.002  -0.013  0.157  -0.002
0.372021  0.028  0.002  -0.013  0.157  -0.002
0.373021  0.028  0.002  -0.013  0.157  -0.002
0.374021  0.027  0.002  -0.013  0.157  -0.002
0.376021  0.027  0.002  -0.013  0.158  -0.002
0.377021  0.014  0.002  -0.013  0.158  -0.002
0.378021  0.027  0.002  -0.013  0.158  -0.002
0.379021  0.027  0.002  -0.013  0.158  -0.002
0.380021  0.026  0.002  -0.013  0.158  -0.002
0.381021  0.026  0.002  -0.013  0.158  -0.002
0.382021  0.026  0.002  -0.013  0.159  -0.002
0.383021  0.026  0.002  -0.013  0.159  -0.002
0.384022  0.026  0.002  -0.013  0.159  -0.002
0.385022  0.025  0.002  -0.013  0.159  -0.002
0.386022  0.025  0.002  -0.013  0.159  -0.002
0.387022  0.025  0.002  -0.013  0.160  -0.002
0.388022  0.025  0.002  -0.013  0.160  -0.002
0.389022  0.025  0.002  -0.013  0.160  -0.002
0.390022  0.024  0.002  -0.013  0.160  -0.002
0.391022  0.024  0.002  -0.013  0.160  -0.002
0.392022  0.024  0.002  -0.013  0.160  -0.002
0.393022  0.024  0.002  -0.013  0.161  -0.002
0.394022  0.024  0.002  -0.013  0.161  -0.002
0.395022  0.024  0.002  -0.013  0.161  -0.002
0.396022  0.023  0.002  -0.013  0.161  -0.002
0.398022  0.023  0.002  -0.013  0.161  -0.002
0.399022  0.012  0.002  -0.013  0.161  -0.002
0.401022  0.023  0.002  -0.013  0.161  -0.002
0.403023  0.023  0.002  -0.013  0.162  -0.002
0.405023  0.011  0.002  -0.013  0.162  -0.002
0.407023  0.022  0.002  -0.013  0.162  -0.002
0.409023  0.011  0.002  -0.013  0.162  -0.002
0.410023  0.022  0.002  -0.013  0.162  -0.002
0.411023  0.022  0.002  -0.013  0.162  -0.002
0.412023  0.022  0.003  -0.013  0.163  -0.002
0.413023  0.022  0.003  -0.013  0.163  -0.002
0.415023  0.021  0.003  -0.013  0.163  -0.002
0.416023  0.021  0.003  -0.013  0.163  -0.002
0.417023  0.021  0.003  -0.013  0.163  -0.002
0.418023  0.021  0.003  -0.013  0.163  -0.002
0.419024  0.021  0.003  -0.013  0.163  -0.002
0.420024  0.021  0.003  -0.013  0.164  -0.002
0.421024  0.020  0.003  -0.013  0.164  -0.002
0.422024  0.048  0.003  -0.013  0.164  -0.002
0.423024  0.048  0.003  -0.013  0.164  -0.002
0.424024  0.047  0.003  -0.013  0.164  -0.002
0.425024  0.047  0.003  -0.013  0.164  -0.002
0.426024  0.047  0.003  -0.013  0.164  -0.002
0.427024  0.033  0.003  -0.013  0.165  -0.002
0.428024  0.032  0.003  -0.013  0.165  -0.002
0.429024  0.032  0.003  -0.013  0.165  -0.002
0.430024  0.032  0.003  -0.013  0.165  -0.002
0.431024  0.032  0.003  -0.013  0.165  -0.002
0.432024  0.044  0.003  -0.013  0.165  -0.002
0.433024  0.044  0.003  -0.013  0.165  -0.002
0.434024  0.044  0.003  -0.013  0.165  -0.002
0.435024  0.043  0.003  -0.013  0.165  -0.002
0.436024  0.043  0.003  -0.013  0.165  -0.002
0.437025  0.057  0.003  -0.013  0.166  -0.002
0.438025  0.057  0.003  -0.013  0.166  -0.002
0.439025  0.056  0.003  -0.013  0.166  -0.002
0.440025  0.056  0.004  -0.013  0.166  -0.002
0.441025  0.056  0.004  -0.013  0.167  -0.002
0.442025  0.014  0.004  -0.013  0.167  -0.002
0.443025  0.014  0.004  -0.013  0.167  -0.002
0.444025  0.014  0.004  -0.013  0.167  -0.002
0.445025  0.014  0.004  -0.013  0.167  -0.002
0.446025  0.014  0.004  -0.013  0.168  -0.002
0.447025  0.053  0.004  -0.013  0.168  -0.002
0.448025  0.052  0.004  -0.013  0.168  -0.002
0.449025  0.052  0.004  -0.013  0.168  -0.002
0.450025  0.052  0.004  -0.013  0.167  -0.002
0.451025  0.051  0.004  -0.013  0.167  -0.002
0.452025  0.039  0.004  -0.013  0.168  -0.002
0.453025  0.038  0.004  -0.013  0.168  -0.002
0.454026  0.038  0.004  -0.013  0.168  -0.002
0.455026  0.038  0.004  -0.013  0.168  -0.002
0.456026  0.037  0.004  -0.013  0.168  -0.002
0.457026  0.010  0.004  -0.013  0.168  -0.002
0.458026  0.010  0.004  -0.013  0.168  -0.002
0.459026  0.010  0.004  -0.013  0.168  -0.002
0.460026  0.010  0.004  -0.013  0.168  -0.002
0.461026  0.010  0.004  -0.013  0.169  -0.002
0.462026  0.009  0.004  -0.013  0.169  -0.002
0.463026  0.009  0.004  -0.013  0.169  -0.002
0.464026  0.009  0.004  -0.013  0.169  -0.002
0.465026  0.009  0.004  -0.013  0.169  -0.002
0.466026  0.009  0.004  -0.013  0.169  -0.002
0.467026  -0.004  0.004  -0.013  0.169  -0.002
0.468026  -0.004  0.004  -0.013  0.169  -0.002
0.469026  -0.004  0.004  -0.013  0.169  -0.002
0.470026  -0.004  0.004  -0.013  0.169  -0.002
0.471026  -0.004  0.004  -0.013  0.169  -0.002
0.472027  -0.019  0.004  -0.013  0.169  -0.002
0.473027  -0.018  0.004  -0.013  0.169  -0.002
0.474027  -0.018  0.004  -0.013  0.169  -0.002
0.475027  -0.018  0.004  -0.013  0.169  -0.002
0.476027  -0.018  0.004  -0.013  0.169  -0.002
0.477027  -0.017  0.004  -0.013  0.169  -0.002
0.478027  -0.017  0.004  -0.013  0.170  -0.002
0.479027  -0.017  0.004  -0.013  0.170  -0.002
0.480027  -0.016  0.004  -0.013  0.170  -0.002
0.481027  -0.016  0.004  -0.013  0.170  -0.002
0.482027  -0.058  0.004  -0.013  0.170  -0.002
0.483027  -0.058  0.004  -0.013  0.170  -0.002
0.484027  -0.058  0.004  -0.013  0.170  -0.002
0.485027  -0.057  0.004  -0.013  0.170  -0.002
0.486027  -0.057  0.004  -0.013  0.170  -0.002
0.487027  -0.082  0.004  -0.013  0.170  -0.002
0.488027  -0.081  0.004  -0.013  0.171  -0.002
0.489028  -0.081  0.003  -0.013  0.171  -0.002
0.490028  -0.080  0.003  -0.013  0.171  -0.002
0.491028  -0.079  0.003  -0.013  0.171  -0.002
0.492028  -0.093  0.003  -0.013  0.171  -0.002
0.493028  -0.092  0.003  -0.013  0.171  -0.002
0.494028  -0.091  0.003  -0.013  0.171  -0.002
0.495028  -0.091  0.003  -0.013  0.171  -0.002
0.496028  -0.090  0.003  -0.012  0.171  -0.002
0.497028  -0.088  0.003  -0.012  0.171  -0.002
0.498028  -0.087  0.003  -0.012  0.171  -0.002
0.499028  -0.087  0.003  -0.012  0.171  -0.002
0.500028  -0.086  0.003  -0.012  0.171  -0.002
0.501028  -0.085  0.002  -0.012  0.171  -0.002
0.502028  -0.112  0.002  -0.012  0.171  -0.002
0.503028  -0.111  0.002  -0.012  0.172  -0.002
0.504028  -0.110  0.002  -0.012  0.172  -0.002
0.505028  -0.109  0.002  -0.012  0.172  -0.002
0.506028  -0.108  0.002  -0.012  0.172  -0.002
0.507029  -0.121  0.002  -0.012  0.172  -0.002
0.508029  -0.120  0.002  -0.012  0.172  -0.002
0.509029  -0.119  0.002  -0.012  0.172  -0.002
0.510029  -0.119  0.001  -0.012  0.172  -0.002
0.511029  -0.118  0.001  -0.012  0.172  -0.002
0.512029  -0.116  0.001  -0.012  0.172  -0.002
0.513029  -0.116  0.001  -0.012  0.172  -0.002
0.514029  -0.115  0.001  -0.012  0.173  -0.002
0.515029  -0.114  0.001  -0.012  0.173  -0.002
0.516029  -0.113  0.001  -0.013  0.173  -0.002
0.517029  -0.167  0.001  -0.013  0.173  -0.002
0.518029  -0.166  0.000  -0.012  0.173  -0.002
0.519029  -0.165  0.000  -0.012  0.173  -0.002
0.520029  -0.164  0.000  -0.012  0.173  -0.002
0.521029  -0.163  -0.000  -0.012  0.173  -0.002
0.522029  -0.135  -0.000  -0.012  0.173  -0.002
0.523029  -0.134  -0.000  -0.012  0.173  -0.002
0.524030  -0.133  -0.001  -0.012  0.173  -0.002
0.525030  -0.132  -0.001  -0.012  0.173  -0.002
0.526030  -0.131  -0.001  -0.012  0.173  -0.002
0.527030  -0.129  -0.001  -0.012  0.173  -0.002
0.528030  -0.128  -0.001  -0.012  0.173  -0.002
0.529030  -0.127  -0.001  -0.012  0.173  -0.002
0.530030  -0.126  -0.001  -0.012  0.174  -0.002
0.531030  -0.125  -0.001  -0.012  0.174  -0.002
0.532030  -0.125  -0.002  -0.012  0.174  -0.002
