acc_hum[rad/s2]  acc_exo[rad/s2]  vel_hum[rad/s]  vel_exo[rad/s]  vel_motor[rpm]  actual_Vel[rpm]  Voltage[V]
-0.320  -0.098  -0.008  -0.007  -6.273      0  0.000
-0.332  -0.136  -0.002  -0.008  -1.772      0  0.000
-0.298  -0.142  0.001  -0.007  0.758      0  0.000
-0.214  -0.125  0.003  -0.007  2.156      0  0.000
-0.109  -0.063  0.004  -0.005  3.120      0  0.000
0.010  -0.001  0.007  -0.003  5.743      0  0.000
0.113  0.056  0.007  -0.002  5.159      0  0.000
0.202  0.076  0.009  -0.005  7.136      0  0.000
0.248  0.056  0.011  -0.006  8.406      0  0.000
0.251  0.035  0.010  -0.004  8.150      0  0.000
0.195  0.045  0.007  -0.004  5.699      0  0.000
0.102  0.050  0.003  -0.002  2.396      0  0.000
0.037  0.054  0.003  -0.000  2.535      0  0.000
-0.029  0.063  0.000  0.001  0.192      0  0.000
-0.080  0.056  0.001  -0.000  0.478      0  0.000
-0.146  0.047  -0.004  -0.002  -2.978      0  0.000
-0.166  0.036  -0.001  -0.004  -1.111      0  0.000
-0.172  0.017  0.000  -0.007  0.240      0  0.000
-0.123  -0.012  0.006  -0.006  4.328      0  0.000
-0.029  -0.034  0.011  -0.004  8.574      0  0.000
0.088  -0.039  0.015  -0.002  12.140      0  0.000
0.168  -0.024  0.014  0.001  10.770      0  0.000
0.203  -0.006  0.012  0.000  9.420      0  0.000
0.217  0.012  0.010  -0.001  7.836      0  0.000
0.181  0.063  0.006  0.003  4.710      0  0.000
0.105  0.090  -0.000  0.001  -0.147      0  0.000
-0.010  0.083  -0.002  -0.003  -1.590      0  0.000
-0.119  0.068  -0.003  -0.002  -2.621      0  0.000
-0.194  0.025  0.000  -0.004  0.040      0  0.000
-0.210  -0.022  0.004  -0.004  3.237      0  0.000
-0.158  -0.051  0.009  -0.004  7.351      0  0.000
-0.073  -0.060  0.010  -0.001  7.475      0  0.000
0.027  -0.026  0.013  0.002  10.230      0  0.000
0.115  -0.011  0.013  -0.000  10.048      0  0.000
0.197  -0.014  0.014  -0.001  11.138      0  0.000
0.216  -0.010  0.009  -0.006  6.948      0  0.000
0.170  -0.042  0.005  -0.011  4.287      0  0.000
0.084  -0.100  0.002  -0.014  1.392      0  0.000
-0.028  -0.124  -0.001  -0.011  -0.460      0  0.000
-0.112  -0.114  0.001  -0.005  0.601      0  0.000
-0.157  -0.087  0.003  -0.001  2.399      0  0.000
-0.132  -0.034  0.009  0.003  6.847      0  0.000
-0.075  0.035  0.014  0.005  11.222      0  0.000
0.011  0.108  0.016  0.003  12.478      0  0.000
0.096  0.160  0.017  0.002  13.082      0  0.000
0.182  0.182  0.016  -0.002  12.467      0  0.000
0.220  0.162  0.014  -0.004  11.260      0  0.000
0.210  0.110  0.011  -0.003  8.535      0  0.000
0.143  0.033  0.006  -0.002  4.968      0  0.000
0.023  -0.036  0.001  -0.002  0.651      0  0.000
-0.096  -0.069  -0.000  -0.001  -0.219      0  0.000
-0.204  -0.073  -0.001  0.000  -1.057      0  0.000
-0.256  -0.024  0.001  0.005  0.674      0  0.000
-0.261  0.035  0.001  0.005  0.559      0  0.000
-0.232  0.078  0.002  0.004  1.751      0  0.000
-0.175  0.093  0.004  0.001  2.770      0  0.000
-0.098  0.058  0.005  -0.004  4.097      0  0.000
-0.013  -0.024  0.006  -0.010  5.097      0  0.000
0.075  -0.102  0.009  -0.012  7.430      0  0.000
0.144  -0.165  0.011  -0.012  8.945      0  0.000
0.171  -0.207  0.012  -0.010  9.076      0  0.000
0.175  -0.207  0.011  -0.005  8.594      0  0.000
0.157  -0.158  0.011  0.000  8.379      0  0.000
0.143  -0.044  0.011  0.007  8.700      0  0.000
0.129  0.074  0.013  0.008  10.483      0  0.000
0.099  0.163  0.011  0.003  8.825      0  0.000
0.042  0.209  0.007  0.000  5.281      0  0.000
-0.037  0.178  0.002  -0.008  1.200      0  0.000
-0.107  0.083  0.001  -0.013  0.548      0  0.000
-0.164  -0.025  -0.002  -0.013  -1.256      0  0.000
-0.178  -0.123  0.001  -0.011  1.056      0  0.000
-0.172  -0.162  0.003  -0.003  2.190      0  0.000
-0.148  -0.157  0.005  0.001  3.699      0  0.000
-0.097  -0.100  0.009  0.004  6.828      0  0.000
-0.050  0.006  0.007  0.006  5.619      0  0.000
0.041  0.117  0.011  0.005  8.880      0  0.000
0.139  0.202  0.015  0.005  11.507      0  0.000
0.192  0.250  0.013  0.003  10.147      0  0.000
0.185  0.204  0.010  -0.004  7.688      0  0.000
0.154  0.095  0.008  -0.008  6.476      0  0.000
0.080  -0.022  0.005  -0.008  3.796      0  0.000
0.004  -0.132  0.002  -0.008  1.733      0  0.000
-0.087  -0.172  -0.002  -0.005  -1.466      0  0.000
-0.138  -0.144  0.002  0.003  1.490      0  0.000
-0.122  -0.062  0.008  0.008  6.612      0  0.000
-0.103  0.044  0.011  0.011  8.364      0  0.000
-0.062  0.137  0.010  0.011  8.064      0  0.000
-0.004  0.178  0.009  0.003  7.116      0  0.000
0.037  0.182  0.007  -0.002  5.404      0  0.000
0.055  0.100  0.006  -0.010  4.391      0  0.000
0.040  -0.042  0.001  -0.016  0.509      0  0.000
0.010  -0.168  0.001  -0.015  0.572      0  0.000
-0.036  -0.254  0.000  -0.010  0.102      0  0.000
-0.085  -0.291  0.004  -0.005  3.231      0  0.000
-0.093  -0.241  0.008  0.001  6.306      0  0.000
-0.063  -0.121  0.008  0.006  6.289      0  0.000
-0.023  0.020  0.007  0.006  5.503      0  0.000
0.023  0.148  0.008  0.004  6.207      0  0.000
0.054  0.222  0.006  0.002  4.934      0  0.000
0.087  0.238  0.009  -0.003  6.737      0  0.000
0.098  0.156  0.007  -0.010  5.131      0  0.000
0.051  0.023  0.003  -0.012  2.036      0  0.000
0.013  -0.107  0.004  -0.012  3.439      0  0.000
-0.043  -0.194  0.003  -0.010  2.212      0  0.000
-0.077  -0.233  0.002  -0.007  1.822      0  0.000
-0.079  -0.205  0.003  -0.003  2.308      0  0.000
-0.081  -0.102  0.002  0.003  1.497      0  0.000
-0.088  0.022  0.001  0.006  0.723      0  0.000
-0.090  0.114  -0.000  0.003  -0.351      0  0.000
-0.075  0.167  0.003  -0.002  2.268      0  0.000
-0.032  0.153  0.004  -0.009  3.495      0  0.000
0.024  0.065  0.008  -0.014  6.514      0  0.000
0.074  -0.017  0.012  -0.012  9.578      0  0.000
0.137  -0.083  0.014  -0.009  11.325      0  0.000
0.181  -0.095  0.015  -0.001  11.728      0  0.000
0.207  -0.081  0.015  0.002  11.592      0  0.000
0.197  -0.022  0.010  0.008  7.948      0  0.000
0.157  0.068  0.008  0.008  5.915      0  0.000
0.087  0.165  0.005  0.006  3.690      0  0.000
0.008  0.211  0.005  0.001  4.155      0  0.000
-0.073  0.217  0.002  -0.001  1.769      0  0.000
-0.136  0.167  0.003  -0.002  2.648      0  0.000
-0.179  0.085  0.002  -0.001  1.616      0  0.000
-0.200  0.012  0.000  0.001  0.025      0  0.000
-0.190  -0.064  0.000  -0.000  0.271      0  0.000
-0.121  -0.072  0.007  0.004  5.676      0  0.000
-0.017  -0.055  0.012  0.005  9.532      0  0.000
0.057  0.014  0.012  0.009  9.309      0  0.000
0.100  0.085  0.010  0.009  7.855      0  0.000
0.126  0.124  0.011  0.005  8.359      0  0.000
0.146  0.116  0.010  0.003  8.110      0  0.000
0.138  0.068  0.010  -0.001  7.699      0  0.000
0.121  -0.003  0.009  -0.003  6.731      0  0.000
0.091  -0.071  0.009  -0.005  6.915      0  0.000
0.042  -0.114  0.009  -0.004  7.420      0  0.000
-0.018  -0.161  0.009  -0.003  6.830      0  0.000
-0.046  -0.163  0.008  -0.001  6.262      0  0.000
-0.041  -0.159  0.008  -0.003  6.270      0  0.000
-0.037  -0.106  0.007  0.000  5.759      0  0.000
-0.058  -0.048  0.004  -0.001  3.272      0  0.000
-0.074  -0.010  0.003  -0.002  2.457      0  0.000
-0.078  0.003  0.004  -0.006  3.333      0  0.000
-0.051  -0.001  0.009  -0.005  7.061      0  0.000
-0.021  -0.018  0.011  -0.006  8.476      0  0.000
0.003  -0.021  0.010  -0.002  7.879      0  0.000
0.016  -0.004  0.007  0.001  5.833      0  0.000
0.031  0.005  0.008  0.000  6.610      0  0.000
0.036  0.020  0.007  -0.000  5.790      0  0.000
0.040  0.049  0.007  0.004  5.610      0  0.000
0.028  0.085  0.005  0.003  3.877      0  0.000
-0.021  0.113  0.002  0.003  1.288      0  0.000
-0.063  0.108  0.004  -0.000  2.945      0  0.000
-0.112  0.064  0.001  -0.002  0.903      0  0.000
-0.114  0.018  0.003  -0.003  2.496      0  0.000
-0.075  -0.045  0.007  -0.005  5.544      0  0.000
-0.028  -0.084  0.009  -0.005  6.915      0  0.000
-0.004  -0.087  0.008  -0.003  5.894      0  0.000
0.005  -0.097  0.004  -0.004  2.804      0  0.000
-0.005  -0.105  0.001  -0.003  0.498      0  0.000
-0.006  -0.084  0.001  -0.004  0.860      0  0.000
0.001  -0.062  0.004  -0.004  3.172      0  0.000
0.017  -0.033  0.009  -0.005  7.248      0  0.000
0.056  -0.004  0.012  -0.002  9.740      0  0.000
0.057  0.023  0.011  -0.000  8.334      0  0.000
0.071  0.039  0.012  -0.001  9.558      0  0.000
0.087  0.035  0.010  -0.002  7.729      0  0.000
0.118  0.035  0.011  -0.001  8.509      0  0.000
0.150  0.062  0.013  0.002  10.182      0  0.000
0.143  0.087  0.012  0.004  9.447      0  0.000
0.110  0.107  0.013  0.004  9.836      0  0.000
0.045  0.095  0.009  0.000  6.993      0  0.000
-0.018  0.055  0.007  -0.003  5.582      0  0.000
-0.059  -0.007  0.006  -0.006  4.335      0  0.000
-0.076  -0.049  0.005  -0.006  4.004      0  0.000
-0.105  -0.063  0.004  -0.004  2.867      0  0.000
-0.104  -0.070  0.006  -0.002  4.525      0  0.000
-0.091  -0.071  0.009  0.000  7.225      0  0.000
-0.083  -0.071  0.007  -0.001  5.626      0  0.000
-0.058  -0.068  0.007  -0.004  5.368      0  0.000
-0.020  -0.046  0.009  -0.004  7.112      0  0.000
0.027  -0.020  0.009  -0.006  7.315      0  0.000
0.061  0.003  0.011  -0.004  8.552      0  0.000
0.088  0.026  0.012  -0.000  9.513      0  0.000
0.081  0.023  0.009  -0.001  7.086      0  0.000
0.072  0.021  0.010  0.000  7.879      0  0.000
0.049  0.027  0.010  0.000  8.007      0  0.000
0.034  0.038  0.010  0.000  8.145      0  0.000
0.025  0.057  0.008  -0.001  6.349      0  0.000
0.001  0.060  0.008  -0.002  6.179      0  0.000
-0.040  0.040  0.005  -0.003  4.134      0  0.000
-0.072  0.001  0.004  -0.005  3.178      0  0.000
-0.110  -0.041  0.002  -0.005  1.189      0  0.000
-0.125  -0.059  0.002  -0.003  1.727      0  0.000
-0.110  -0.039  0.004  0.000  3.290      0  0.000
-0.097  -0.002  0.006  0.004  4.799      0  0.000
-0.073  0.026  0.006  0.002  4.765      0  0.000
-0.044  0.043  0.006  0.001  4.804      0  0.000
-0.003  0.033  0.007  -0.004  5.584      0  0.000
0.036  0.010  0.009  -0.006  7.034      0  0.000
0.072  -0.013  0.009  -0.006  6.868      0  0.000
0.119  -0.033  0.014  -0.005  10.966      0  0.000
0.128  -0.059  0.011  -0.004  8.314      0  0.000
0.100  -0.076  0.008  -0.003  6.595      0  0.000
0.048  -0.074  0.005  -0.001  3.705      0  0.000
0.034  -0.054  0.009  -0.001  7.442      0  0.000
0.024  -0.007  0.009  -0.001  7.035      0  0.000
0.001  0.025  0.007  -0.003  5.714      0  0.000
-0.033  0.051  0.005  -0.003  4.247      0  0.000
-0.073  0.043  0.003  -0.004  2.588      0  0.000
-0.117  -0.007  -0.001  -0.009  -0.528      0  0.000
-0.140  -0.053  0.002  -0.009  1.259      0  0.000
-0.106  -0.061  0.004  -0.004  2.939      0  0.000
-0.077  -0.059  0.005  -0.003  3.913      0  0.000
-0.061  -0.037  0.004  -0.001  3.324      0  0.000
-0.068  -0.020  0.004  -0.003  2.852      0  0.000
-0.035  -0.016  0.005  -0.006  3.866      0  0.000
0.010  -0.006  0.007  -0.006  5.115      0  0.000
0.054  -0.004  0.008  -0.006  6.358      0  0.000
0.086  0.003  0.008  -0.006  6.452      0  0.000
0.080  0.027  0.005  -0.003  3.790      0  0.000
0.046  0.012  0.005  -0.003  3.704      0  0.000
0.036  -0.019  0.008  -0.005  5.931      0  0.000
0.040  -0.016  0.008  -0.004  6.552      0  0.000
0.077  0.001  0.014  -0.002  10.856      0  0.000
0.091  0.040  0.012  -0.001  9.734      0  0.000
0.075  0.052  0.009  -0.003  7.435      0  0.000
0.049  0.051  0.007  -0.002  5.718      0  0.000
0.033  0.039  0.008  -0.004  5.910      0  0.000
0.008  -0.003  0.004  -0.008  3.442      0  0.000
0.003  -0.032  0.007  -0.006  5.499      0  0.000
-0.013  -0.039  0.009  -0.006  6.917      0  0.000
-0.035  -0.056  0.009  -0.008  6.770      0  0.000
-0.050  -0.073  0.007  -0.007  5.773      0  0.000
-0.078  -0.069  0.004  -0.005  3.175      0  0.000
-0.060  -0.029  0.005  -0.001  3.759      0  0.000
-0.028  0.027  0.007  0.001  5.598      0  0.000
-0.015  0.058  0.006  -0.001  4.899      0  0.000
0.009  0.084  0.010  -0.002  7.852      0  0.000
0.024  0.102  0.009  -0.002  6.934      0  0.000
-0.005  0.092  0.005  -0.001  4.078      0  0.000
-0.029  0.083  0.003  -0.002  2.252      0  0.000
-0.055  0.070  -0.000  -0.001  -0.262      0  0.000
-0.053  0.026  0.003  -0.003  2.299      0  0.000
-0.056  -0.007  0.003  -0.002  1.990      0  0.000
-0.081  -0.010  0.002  0.001  1.230      0  0.000
-0.089  0.011  0.003  0.002  2.417      0  0.000
-0.082  0.043  0.003  0.003  2.135      0  0.000
-0.081  0.051  0.002  0.001  1.462      0  0.000
-0.045  0.050  0.002  0.001  1.960      0  0.000
-0.008  0.044  0.003  0.000  2.150      0  0.000
0.014  0.035  0.003  -0.000  2.512      0  0.000
0.030  0.022  0.004  -0.001  3.473      0  0.000
0.008  0.012  0.002  -0.000  1.652      0  0.000
0.032  -0.016  0.007  -0.001  5.125      0  0.000
0.059  -0.034  0.008  -0.000  6.526      0  0.000
0.072  -0.053  0.008  -0.004  6.463      0  0.000
0.094  -0.053  0.009  -0.002  7.368      0  0.000
0.102  -0.045  0.009  -0.003  6.734      0  0.000
0.084  -0.061  0.006  -0.006  4.781      0  0.000
0.064  -0.098  0.006  -0.010  4.694      0  0.000
0.046  -0.134  0.007  -0.012  5.187      0  0.000
0.016  -0.141  0.005  -0.008  3.807      0  0.000
0.019  -0.112  0.009  -0.004  7.391      0  0.000
0.011  -0.053  0.011  0.001  8.848      0  0.000
0.028  -0.001  0.012  0.000  9.513      0  0.000
0.033  0.051  0.009  -0.000  7.166      0  0.000
0.013  0.057  0.005  -0.004  3.886      0  0.000
0.006  0.053  0.005  -0.007  4.120      0  0.000
0.008  0.056  0.007  -0.007  5.319      0  0.000
-0.001  0.037  0.008  -0.008  5.932      0  0.000
-0.010  -0.033  0.008  -0.012  6.432      0  0.000
-0.031  -0.126  0.005  -0.015  4.267      0  0.000
-0.031  -0.126  0.005  -0.015  4.267      0  0.000
-0.067  -0.192  0.005  -0.014  3.835      0  0.000
-0.074  -0.214  0.005  -0.013  3.551      0  0.000
-0.074  -0.214  0.005  -0.013  3.551      0  0.000
-0.054  -0.180  0.006  -0.011  4.698      0  0.000
-0.054  -0.180  0.006  -0.011  4.698      0  0.000
-0.016  -0.134  0.007  -0.010  5.513      0  0.000
-0.016  -0.134  0.007  -0.010  5.513      0  0.000
0.009  -0.070  0.008  -0.009  5.915      0  0.000
0.009  -0.070  0.008  -0.009  5.915      0  0.000
-0.001  -0.020  0.006  -0.009  4.565      0  0.000
-0.001  -0.020  0.006  -0.009  4.565      0  0.000
-0.004  0.023  0.007  -0.007  5.542      0  0.000
0.011  0.078  0.009  -0.005  6.721      0  0.000
0.022  0.117  0.007  -0.006  5.784      0  0.000
0.035  0.119  0.007  -0.007  5.436      0  0.000
0.029  0.124  0.007  -0.003  5.240      0  0.000
0.024  0.123  0.008  -0.002  6.101      0  0.000
0.014  0.128  0.008  0.001  6.222      0  0.000
0.030  0.125  0.011  -0.001  8.900      0  0.000
0.029  0.092  0.008  -0.005  6.422      0  0.000
0.012  0.074  0.005  -0.003  3.928      0  0.000
0.012  0.074  0.005  -0.003  3.928      0  0.000
-0.016  0.040  0.004  -0.005  3.533      0  0.000
-0.016  0.040  0.004  -0.005  3.533      0  0.000
-0.026  0.017  0.006  -0.004  4.781      0  0.000
-0.034  0.008  0.004  -0.004  3.517      0  0.000
-0.041  0.004  0.005  -0.002  4.064      0  0.000
-0.041  0.004  0.005  -0.002  4.064      0  0.000
-0.053  -0.016  0.004  -0.002  3.402      0  0.000
-0.053  -0.016  0.004  -0.002  3.402      0  0.000
-0.070  -0.025  0.003  -0.004  2.566      0  0.000
-0.070  -0.025  0.003  -0.004  2.566      0  0.000
-0.074  -0.022  0.004  -0.003  2.801      0  0.000
-0.074  -0.022  0.004  -0.003  2.801      0  0.000
-0.070  -0.016  0.004  -0.006  3.111      0  0.000
-0.028  -0.025  0.006  -0.008  4.621      0  0.000
-0.002  -0.043  0.006  -0.007  4.369      0  0.000
-0.002  -0.043  0.006  -0.007  4.369      0  0.000
0.005  -0.045  0.006  -0.006  4.333      0  0.000
0.005  -0.045  0.006  -0.006  4.333      0  0.000
0.006  -0.054  0.005  -0.006  4.202      0  0.000
0.006  -0.054  0.005  -0.006  4.202      0  0.000
0.029  -0.050  0.007  -0.005  5.763      0  0.000
0.029  -0.050  0.007  -0.005  5.763      0  0.000
0.026  -0.050  0.005  -0.006  3.956      0  0.000
0.025  -0.038  0.005  -0.007  3.609      0  0.000
0.025  -0.038  0.005  -0.007  3.609      0  0.000
0.035  -0.026  0.007  -0.008  5.848      0  0.000
0.035  -0.026  0.007  -0.008  5.848      0  0.000
0.044  -0.012  0.009  -0.006  7.157      0  0.000
0.063  0.025  0.012  -0.003  9.189      0  0.000
0.086  0.029  0.014  -0.005  10.707      0  0.000
0.112  0.032  0.014  -0.003  10.844      0  0.000
0.114  0.028  0.011  -0.005  9.011      0  0.000
0.113  0.016  0.012  -0.006  9.561      0  0.000
0.080  0.006  0.008  -0.007  6.406      0  0.000
0.041  0.014  0.005  -0.005  4.091      0  0.000
-0.018  0.026  0.004  -0.003  3.210      0  0.000
-0.018  0.026  0.004  -0.003  3.210      0  0.000
-0.093  0.032  0.001  -0.002  1.174      0  0.000
-0.137  0.025  0.003  -0.002  2.319      0  0.000
-0.137  0.025  0.003  -0.002  2.319      0  0.000
-0.156  0.014  0.005  -0.004  3.610      0  0.000
-0.156  0.014  0.005  -0.004  3.610      0  0.000
-0.136  0.032  0.007  -0.002  5.752      0  0.000
-0.087  0.046  0.009  -0.000  7.175      0  0.000
-0.087  0.046  0.009  -0.000  7.175      0  0.000
-0.027  0.073  0.010  0.000  8.003      0  0.000
-0.027  0.073  0.010  0.000  8.003      0  0.000
0.000  0.090  0.006  0.002  4.937      0  0.000
0.012  0.093  0.002  0.002  1.440      0  0.000
0.012  0.093  0.002  0.002  1.440      0  0.000
0.006  0.072  0.001  -0.000  1.051      0  0.000
0.006  0.072  0.001  -0.000  1.051      0  0.000
0.010  0.069  0.005  0.002  4.284      0  0.000
0.010  0.069  0.005  0.002  4.284      0  0.000
0.030  0.062  0.009  0.000  7.435      0  0.000
0.030  0.062  0.009  0.000  7.435      0  0.000
0.030  0.065  0.010  0.002  8.003      0  0.000
0.030  0.065  0.010  0.002  8.003      0  0.000
0.021  0.062  0.009  0.002  6.839      0  0.000
0.026  0.038  0.010  0.002  8.075      0  0.000
0.008  0.015  0.004  0.001  3.156      0  0.000
0.008  0.015  0.004  0.001  3.156      0  0.000
-0.006  -0.003  0.002  -0.000  1.614      0  0.000
-0.006  -0.003  0.002  -0.000  1.614      0  0.000
-0.008  -0.032  0.001  -0.003  1.092      0  0.000
-0.032  -0.061  0.000  -0.005  0.232      0  0.000
-0.056  -0.081  0.005  -0.005  3.661      0  0.000
-0.085  -0.113  0.005  -0.006  3.791      0  0.000
-0.086  -0.106  0.006  -0.004  4.414      0  0.000
-0.053  -0.120  0.007  -0.006  5.226      0  0.000
-0.024  -0.112  0.005  -0.006  3.645      0  0.000
0.003  -0.101  0.005  -0.007  3.837      0  0.000
0.038  -0.088  0.004  -0.008  2.978      0  0.000
0.047  -0.076  0.005  -0.008  4.150      0  0.000
0.047  -0.076  0.005  -0.008  4.150      0  0.000
0.037  -0.058  0.005  -0.008  3.612      0  0.000
0.037  -0.058  0.005  -0.008  3.612      0  0.000
0.029  -0.033  0.006  -0.006  4.938      0  0.000
0.029  -0.033  0.006  -0.006  4.938      0  0.000
0.016  -0.014  0.008  -0.004  6.010      0  0.000
0.016  -0.014  0.008  -0.004  6.010      0  0.000
0.026  -0.002  0.008  -0.005  6.172      0  0.000
0.026  -0.002  0.008  -0.005  6.172      0  0.000
0.020  0.004  0.006  -0.005  4.425      0  0.000
0.000  0.025  0.002  -0.005  1.889      0  0.000
0.000  0.025  0.002  -0.005  1.889      0  0.000
-0.021  0.049  0.000  -0.002  0.107      0  0.000
-0.021  0.049  0.000  -0.002  0.107      0  0.000
-0.042  0.064  0.001  -0.003  1.072      0  0.000
-0.049  0.077  0.003  -0.002  2.344      0  0.000
-0.049  0.077  0.003  -0.002  2.344      0  0.000
-0.049  0.077  0.003  -0.002  2.344      0  0.000
-0.027  0.072  0.009  -0.003  6.966      0  0.000
-0.027  0.072  0.009  -0.003  6.966      0  0.000
0.000  0.040  0.009  -0.006  7.117      0  0.000
0.018  -0.004  0.009  -0.008  7.127      0  0.000
0.029  -0.038  0.007  -0.009  5.198      0  0.000
0.029  -0.038  0.007  -0.009  5.198      0  0.000
0.046  -0.043  0.006  -0.006  4.814      0  0.000
0.046  -0.043  0.006  -0.006  4.814      0  0.000
0.068  -0.038  0.007  -0.004  5.111      0  0.000
0.068  -0.038  0.007  -0.004  5.111      0  0.000
0.064  -0.023  0.004  -0.002  3.246      0  0.000
0.052  -0.019  0.007  -0.003  5.145      0  0.000
0.013  0.011  0.005  -0.002  4.110      0  0.000
-0.025  0.028  0.005  -0.003  3.988      0  0.000
-0.056  0.047  0.005  -0.004  3.872      0  0.000
-0.038  0.074  0.007  -0.002  5.426      0  0.000
-0.007  0.093  0.009  0.000  6.810      0  0.000
0.028  0.091  0.009  0.001  7.207      0  0.000
0.043  0.048  0.009  -0.003  6.854      0  0.000
0.057  -0.005  0.010  -0.007  7.464      0  0.000
0.072  -0.050  0.010  -0.009  7.777      0  0.000
0.072  -0.050  0.010  -0.009  7.777      0  0.000
0.061  -0.075  0.009  -0.009  6.958      0  0.000
0.061  -0.075  0.009  -0.009  6.958      0  0.000
0.066  -0.084  0.010  -0.006  7.725      0  0.000
0.047  -0.070  0.008  -0.004  6.112      0  0.000
0.047  -0.070  0.008  -0.004  6.112      0  0.000
0.027  -0.053  0.008  -0.003  6.479      0  0.000
0.027  -0.053  0.008  -0.003  6.479      0  0.000
-0.005  -0.037  0.007  -0.001  5.463      0  0.000
-0.005  -0.037  0.007  -0.001  5.463      0  0.000
-0.030  -0.013  0.006  -0.002  4.799      0  0.000
-0.030  -0.013  0.006  -0.002  4.799      0  0.000
-0.046  0.027  0.006  -0.002  4.404      0  0.000
-0.046  0.027  0.006  -0.002  4.404      0  0.000
-0.047  0.082  0.007  -0.001  5.375      0  0.000
-0.046  0.107  0.007  -0.001  5.880      0  0.000
-0.045  0.101  0.006  -0.001  4.886      0  0.000
-0.045  0.101  0.006  -0.001  4.886      0  0.000
-0.022  0.084  0.009  -0.000  6.965      0  0.000
-0.022  0.084  0.009  -0.000  6.965      0  0.000
0.002  0.014  0.010  -0.008  7.971      0  0.000
0.002  0.014  0.010  -0.008  7.971      0  0.000
0.036  -0.040  0.011  -0.008  8.669      0  0.000
0.036  -0.040  0.011  -0.008  8.669      0  0.000
0.064  -0.090  0.013  -0.010  9.888      0  0.000
0.064  -0.090  0.013  -0.010  9.888      0  0.000
0.071  -0.118  0.009  -0.010  7.350      0  0.000
0.053  -0.095  0.007  -0.003  5.352      0  0.000
0.035  -0.054  0.008  0.001  5.989      0  0.000
0.006  -0.031  0.007  -0.002  5.328      0  0.000
-0.003  0.003  0.009  -0.002  6.953      0  0.000
-0.015  0.026  0.008  -0.004  6.355      0  0.000
-0.034  0.064  0.008  -0.002  6.672      0  0.000
-0.045  0.108  0.007  -0.002  5.695      0  0.000
-0.040  0.104  0.008  -0.001  6.343      0  0.000
-0.020  0.084  0.009  -0.002  7.273      0  0.000
-0.020  0.084  0.009  -0.002  7.273      0  0.000
0.035  0.044  0.013  -0.002  10.413      0  0.000
0.035  0.044  0.013  -0.002  10.413      0  0.000
0.059  -0.012  0.012  -0.004  9.237      0  0.000
0.068  -0.038  0.013  -0.005  9.944      0  0.000
0.068  -0.038  0.013  -0.005  9.944      0  0.000
0.058  -0.050  0.009  -0.008  7.398      0  0.000
0.058  -0.050  0.009  -0.008  7.398      0  0.000
0.037  -0.072  0.009  -0.008  7.020      0  0.000
0.028  -0.080  0.009  -0.007  7.060      0  0.000
0.028  -0.080  0.009  -0.007  7.060      0  0.000
0.013  -0.087  0.009  -0.005  6.964      0  0.000
0.013  -0.087  0.009  -0.005  6.964      0  0.000
-0.006  -0.060  0.008  -0.002  6.290      0  0.000
-0.031  -0.020  0.008  -0.000  6.331      0  0.000
-0.031  -0.020  0.008  -0.000  6.331      0  0.000
-0.074  0.005  0.004  -0.004  3.307      0  0.000
-0.074  0.005  0.004  -0.004  3.307      0  0.000
-0.095  0.006  0.006  -0.007  4.660      0  0.000
-0.095  0.006  0.006  -0.007  4.660      0  0.000
-0.075  -0.003  0.008  -0.010  5.975      0  0.000
-0.075  -0.003  0.008  -0.010  5.975      0  0.000
-0.073  -0.021  0.005  -0.010  3.997      0  0.000
-0.073  -0.021  0.005  -0.010  3.997      0  0.000
-0.056  -0.029  0.005  -0.008  4.262      0  0.000
-0.038  -0.038  0.008  -0.006  6.304      0  0.000
-0.022  -0.038  0.008  -0.004  6.185      0  0.000
-0.022  -0.027  0.005  -0.003  3.707      0  0.000
-0.016  -0.013  0.005  -0.003  4.175      0  0.000
-0.017  0.021  0.004  -0.003  3.274      0  0.000
-0.021  0.053  0.003  -0.005  2.313      0  0.000
-0.035  0.064  0.005  -0.006  3.788      0  0.000
-0.036  0.072  0.005  -0.004  3.910      0  0.000
-0.014  0.062  0.007  -0.002  5.524      0  0.000
-0.014  0.062  0.007  -0.002  5.524      0  0.000
-0.001  0.040  0.008  -0.003  6.498      0  0.000
-0.001  0.040  0.008  -0.003  6.498      0  0.000
0.003  0.005  0.007  -0.006  5.398      0  0.000
0.003  0.005  0.007  -0.006  5.398      0  0.000
0.006  -0.008  0.004  -0.004  3.105      0  0.000
0.016  0.001  0.004  -0.002  3.478      0  0.000
0.016  0.001  0.004  -0.002  3.478      0  0.000
0.022  0.017  0.007  -0.002  5.424      0  0.000
0.022  0.017  0.007  -0.002  5.424      0  0.000
0.033  0.037  0.007  -0.001  5.813      0  0.000
0.034  0.055  0.008  -0.001  5.968      0  0.000
0.034  0.055  0.008  -0.001  5.968      0  0.000
0.020  0.050  0.007  -0.002  5.544      0  0.000
0.020  0.050  0.007  -0.002  5.544      0  0.000
0.020  0.050  0.007  -0.002  5.544      0  0.000
0.010  0.026  0.006  -0.003  4.916      0  0.000
-0.003  0.010  0.006  -0.004  4.742      0  0.000
0.016  -0.010  0.009  -0.006  7.190      0  0.000
0.016  -0.010  0.009  -0.006  7.190      0  0.000
0.043  -0.016  0.010  -0.005  7.569      0  0.000
