acc_hum[rad/s2]  acc_exo[rad/s2]  vel_hum[rad/s]  vel_exo[rad/s]  vel_motor[rpm]  actual_Vel[rpm]  Voltage[V]
-0.044  -0.061  -0.014  0.003  -10.764     -9  0.057
-0.092  -0.041  -0.015  0.004  -12.022     -9  0.057
-0.124  -0.031  -0.018  0.003  -14.050     -9  0.057
-0.141  -0.012  -0.021  0.004  -16.642     -9  0.057
-0.147  0.015  -0.021  0.004  -16.160     -9  0.057
-0.135  0.028  -0.019  0.006  -14.703    -11  0.070
-0.115  0.045  -0.017  0.006  -13.659    -12  0.076
-0.058  0.061  -0.011  0.007  -8.768    -13  0.082
0.014  0.051  -0.007  0.004  -5.301    -13  0.082
0.095  0.035  -0.004  0.004  -3.004    -14  0.089
0.188  0.017  -0.001  0.004  -0.936    -13  0.082
0.251  0.014  -0.002  0.006  -1.573    -12  0.076
0.251  0.014  -0.002  0.006  -1.573    -12  0.076
0.276  0.011  -0.005  0.005  -3.569    -10  0.063
0.276  0.011  -0.005  0.005  -3.569    -10  0.063
0.259  -0.000  -0.007  0.005  -5.127     -9  0.057
0.259  -0.000  -0.007  0.005  -5.127     -9  0.057
0.210  0.010  -0.006  0.008  -4.724     -7  0.044
0.210  0.010  -0.006  0.008  -4.724     -7  0.044
0.157  0.018  -0.004  0.008  -3.428     -6  0.038
0.099  0.038  -0.004  0.009  -3.261     -5  0.032
0.099  0.038  -0.004  0.009  -3.261     -5  0.032
0.013  0.040  -0.008  0.006  -6.236     -5  0.032
0.013  0.040  -0.008  0.006  -6.236     -5  0.032
-0.046  0.054  -0.009  0.007  -6.731     -4  0.025
-0.046  0.054  -0.009  0.007  -6.731     -4  0.025
-0.080  0.042  -0.009  0.006  -7.181     -4  0.025
-0.080  0.042  -0.009  0.006  -7.181     -4  0.025
-0.107  0.024  -0.012  0.006  -9.234     -4  0.025
-0.107  0.024  -0.012  0.006  -9.234     -4  0.025
-0.105  0.017  -0.012  0.008  -9.076     -5  0.032
-0.110  0.025  -0.014  0.009  -10.830     -6  0.038
-0.103  0.022  -0.011  0.009  -8.614     -8  0.051
-0.103  0.022  -0.011  0.009  -8.614     -8  0.051
-0.088  0.014  -0.009  0.009  -6.693     -8  0.051
-0.088  0.014  -0.009  0.009  -6.693     -8  0.051
-0.056  0.029  -0.006  0.010  -5.081     -8  0.051
-0.026  0.046  -0.009  0.010  -7.011     -8  0.051
-0.007  0.055  -0.012  0.009  -9.414     -5  0.032
-0.022  0.061  -0.015  0.012  -11.867     -6  0.038
-0.046  0.063  -0.017  0.011  -13.546     -6  0.038
-0.049  0.040  -0.015  0.009  -11.493     -6  0.038
-0.050  0.002  -0.012  0.007  -9.695     -7  0.044
-0.049  -0.025  -0.012  0.006  -9.622     -8  0.051
-0.049  -0.025  -0.012  0.006  -9.622     -8  0.051
-0.071  -0.045  -0.014  0.005  -10.777     -9  0.057
-0.081  -0.065  -0.015  0.005  -11.784     -9  0.057
-0.068  -0.073  -0.015  0.007  -11.605     -9  0.057
-0.068  -0.073  -0.015  0.007  -11.605     -9  0.057
-0.035  -0.064  -0.015  0.008  -11.762     -9  0.057
-0.035  -0.064  -0.015  0.008  -11.762     -9  0.057
-0.007  -0.039  -0.015  0.010  -11.426     -9  0.057
-0.007  -0.039  -0.015  0.010  -11.426     -9  0.057
0.011  -0.023  -0.014  0.009  -10.777     -9  0.057
0.011  -0.023  -0.014  0.009  -10.777     -9  0.057
0.010  0.013  -0.014  0.010  -10.820     -9  0.057
-0.009  0.045  -0.014  0.010  -10.911    -10  0.063
-0.006  0.039  -0.013  0.006  -10.045    -10  0.063
-0.006  0.039  -0.013  0.006  -10.045    -10  0.063
0.023  0.014  -0.010  0.004  -8.174    -10  0.063
0.023  0.014  -0.010  0.004  -8.174    -10  0.063
0.062  -0.013  -0.008  0.003  -6.629    -11  0.070
0.062  -0.013  -0.008  0.003  -6.629    -11  0.070
0.094  -0.029  -0.007  0.006  -5.519    -11  0.070
0.094  -0.029  -0.007  0.006  -5.519    -11  0.070
0.091  -0.052  -0.010  0.005  -8.221     -9  0.057
0.083  -0.069  -0.011  0.005  -8.346     -8  0.051
0.083  -0.069  -0.011  0.005  -8.346     -8  0.051
0.059  -0.087  -0.012  0.003  -9.699     -8  0.051
0.059  -0.087  -0.012  0.003  -9.699     -8  0.051
0.033  -0.078  -0.013  0.004  -10.021     -8  0.051
0.033  -0.078  -0.013  0.004  -10.021     -8  0.051
0.011  -0.063  -0.013  0.004  -9.888     -8  0.051
0.011  -0.063  -0.013  0.004  -9.888     -8  0.051
-0.003  -0.041  -0.011  0.004  -8.676     -9  0.057
-0.038  -0.007  -0.014  0.005  -10.941     -9  0.057
-0.059  0.015  -0.013  0.007  -10.088     -8  0.051
-0.082  0.033  -0.016  0.008  -12.638     -8  0.051
-0.091  0.034  -0.017  0.007  -13.317     -8  0.051
-0.066  0.058  -0.015  0.009  -11.514     -8  0.051
-0.058  0.072  -0.015  0.008  -11.692     -8  0.051
-0.029  0.074  -0.012  0.008  -9.226     -9  0.057
-0.004  0.059  -0.011  0.007  -8.485     -9  0.057
0.026  0.030  -0.009  0.005  -7.115    -10  0.063
0.026  0.030  -0.009  0.005  -7.115    -10  0.063
0.060  0.005  -0.008  0.005  -6.179    -10  0.063
0.060  0.005  -0.008  0.005  -6.179    -10  0.063
0.090  -0.007  -0.009  0.008  -7.401    -10  0.063
0.090  -0.007  -0.009  0.008  -7.401    -10  0.063
0.097  -0.021  -0.010  0.007  -7.586     -9  0.057
0.096  -0.013  -0.012  0.009  -9.099     -9  0.057
0.072  0.006  -0.011  0.009  -9.029     -8  0.051
0.072  0.006  -0.011  0.009  -9.029     -8  0.051
0.041  0.015  -0.011  0.009  -8.421     -8  0.051
0.041  0.015  -0.011  0.009  -8.421     -8  0.051
0.010  0.014  -0.012  0.006  -9.665     -7  0.044
0.010  0.014  -0.012  0.006  -9.665     -7  0.044
-0.034  0.015  -0.014  0.007  -10.740     -8  0.051
-0.034  0.015  -0.014  0.007  -10.740     -8  0.051
-0.051  0.025  -0.013  0.008  -9.891     -7  0.044
-0.051  0.025  -0.013  0.008  -9.891     -7  0.044
-0.062  0.026  -0.013  0.007  -10.131     -8  0.051
-0.044  0.002  -0.010  0.006  -7.977     -9  0.057
-0.044  0.002  -0.010  0.006  -7.977     -9  0.057
-0.041  -0.014  -0.015  0.008  -11.463    -10  0.063
-0.041  -0.014  -0.015  0.008  -11.463    -10  0.063
-0.042  -0.011  -0.015  0.008  -11.467    -10  0.063
-0.042  -0.011  -0.015  0.008  -11.467    -10  0.063
-0.039  -0.007  -0.015  0.009  -11.616     -9  0.057
-0.039  -0.007  -0.015  0.009  -11.616     -9  0.057
-0.034  -0.003  -0.013  0.008  -10.277     -9  0.057
-0.034  -0.003  -0.013  0.008  -10.277     -9  0.057
-0.016  0.000  -0.011  0.006  -8.794    -10  0.063
0.012  -0.004  -0.010  0.004  -8.106    -10  0.063
0.027  0.002  -0.011  0.009  -8.320     -9  0.057
0.029  0.003  -0.011  0.009  -8.623     -9  0.057
0.037  0.021  -0.011  0.010  -8.369     -9  0.057
0.049  0.033  -0.009  0.010  -7.160     -8  0.051
0.093  0.019  -0.006  0.007  -4.845     -9  0.057
0.088  0.012  -0.009  0.008  -6.677     -9  0.057
0.077  0.013  -0.008  0.008  -6.653     -9  0.057
0.056  0.002  -0.009  0.005  -6.879     -8  0.051
0.056  0.002  -0.009  0.005  -6.879     -8  0.051
0.028  -0.007  -0.011  0.006  -8.416     -7  0.044
0.028  -0.007  -0.011  0.006  -8.416     -7  0.044
0.018  -0.018  -0.009  0.007  -7.428     -7  0.044
0.004  -0.039  -0.011  0.008  -8.503     -6  0.038
-0.024  -0.032  -0.013  0.007  -10.283     -6  0.038
-0.024  -0.032  -0.013  0.007  -10.283     -6  0.038
-0.051  -0.045  -0.013  0.005  -10.183     -6  0.038
-0.051  -0.045  -0.013  0.005  -10.183     -6  0.038
-0.073  -0.033  -0.013  0.007  -10.026     -6  0.038
-0.073  -0.033  -0.013  0.007  -10.026     -6  0.038
-0.066  -0.011  -0.010  0.007  -7.824     -7  0.044
-0.066  -0.011  -0.010  0.007  -7.824     -7  0.044
-0.042  0.001  -0.011  0.008  -8.443     -9  0.057
-0.047  0.020  -0.014  0.009  -10.985    -10  0.063
-0.047  0.020  -0.014  0.009  -10.985    -10  0.063
-0.037  0.035  -0.012  0.008  -9.781    -10  0.063
-0.037  0.035  -0.012  0.008  -9.781    -10  0.063
-0.020  0.015  -0.012  0.006  -9.048     -9  0.057
-0.004  -0.006  -0.010  0.004  -7.957     -9  0.057
-0.004  -0.006  -0.010  0.004  -7.957     -9  0.057
0.024  0.002  -0.009  0.009  -7.327     -9  0.057
0.024  0.002  -0.009  0.009  -7.327     -9  0.057
0.057  0.005  -0.007  0.007  -5.241     -8  0.051
0.072  0.006  -0.006  0.007  -4.992     -8  0.051
0.072  0.006  -0.006  0.007  -4.992     -8  0.051
0.052  -0.014  -0.011  0.006  -8.933     -8  0.051
0.016  -0.013  -0.014  0.008  -11.124     -7  0.044
-0.018  -0.009  -0.017  0.008  -13.606     -8  0.051
-0.039  0.016  -0.016  0.011  -12.269     -8  0.051
-0.080  0.033  -0.016  0.008  -12.748     -8  0.051
-0.085  0.044  -0.012  0.009  -9.464     -9  0.057
-0.069  0.039  -0.010  0.008  -7.497    -10  0.063
-0.044  0.012  -0.009  0.007  -7.238    -10  0.063
-0.016  -0.002  -0.010  0.005  -7.478    -10  0.063
-0.016  -0.002  -0.010  0.005  -7.478    -10  0.063
0.025  -0.009  -0.010  0.007  -8.104    -10  0.063
0.025  -0.009  -0.010  0.007  -8.104    -10  0.063
0.077  -0.016  -0.010  0.007  -7.591     -9  0.057
0.109  -0.027  -0.008  0.008  -5.955     -8  0.051
0.109  -0.027  -0.008  0.008  -5.955     -8  0.051
0.114  -0.020  -0.008  0.009  -6.639     -8  0.051
0.114  -0.020  -0.008  0.009  -6.639     -8  0.051
0.085  -0.024  -0.009  0.007  -7.349     -8  0.051
0.051  -0.031  -0.011  0.003  -8.425     -7  0.044
0.051  -0.031  -0.011  0.003  -8.425     -7  0.044
0.004  -0.043  -0.011  0.003  -9.008     -7  0.044
0.004  -0.043  -0.011  0.003  -9.008     -7  0.044
-0.018  -0.025  -0.011  0.007  -8.552     -7  0.044
-0.020  0.014  -0.010  0.011  -8.011     -8  0.051
-0.020  0.014  -0.010  0.011  -8.011     -8  0.051
-0.015  0.027  -0.010  0.009  -7.505     -8  0.051
-0.015  0.027  -0.010  0.009  -7.505     -8  0.051
-0.004  0.030  -0.008  0.010  -6.514     -8  0.051
-0.004  0.030  -0.008  0.010  -6.514     -8  0.051
0.003  0.031  -0.008  0.008  -6.003     -7  0.044
0.003  0.031  -0.008  0.008  -6.003     -7  0.044
0.009  0.023  -0.008  0.006  -6.358     -6  0.038
0.009  0.023  -0.008  0.006  -6.358     -6  0.038
0.025  0.017  -0.008  0.006  -6.659     -6  0.038
0.029  0.025  -0.010  0.007  -7.763     -6  0.038
0.021  0.011  -0.011  0.005  -8.718     -6  0.038
0.021  0.011  -0.011  0.005  -8.718     -6  0.038
0.006  -0.030  -0.011  0.004  -8.686     -7  0.044
-0.024  -0.053  -0.013  0.008  -9.988     -7  0.044
-0.040  -0.048  -0.011  0.009  -9.005     -9  0.057
-0.057  -0.019  -0.012  0.008  -9.764     -9  0.057
-0.064  0.005  -0.012  0.009  -9.385     -9  0.057
-0.055  0.025  -0.011  0.007  -8.630     -8  0.051
-0.037  0.030  -0.011  0.007  -8.474     -8  0.051
-0.017  0.025  -0.011  0.007  -8.362     -8  0.051
-0.017  0.025  -0.011  0.007  -8.362     -8  0.051
-0.010  0.021  -0.013  0.007  -10.123     -8  0.051
-0.008  0.019  -0.013  0.007  -10.133     -8  0.051
-0.037  0.000  -0.018  0.006  -13.850     -8  0.051
-0.037  0.000  -0.018  0.006  -13.850     -8  0.051
-0.058  -0.030  -0.017  0.005  -13.715     -9  0.057
-0.058  -0.030  -0.017  0.005  -13.715     -9  0.057
-0.086  -0.038  -0.018  0.006  -14.204     -9  0.057
-0.086  -0.038  -0.018  0.006  -14.204     -9  0.057
-0.101  -0.028  -0.018  0.007  -14.369    -10  0.063
-0.101  -0.028  -0.018  0.007  -14.369    -10  0.063
-0.111  -0.011  -0.018  0.009  -13.857    -11  0.070
-0.111  -0.011  -0.018  0.009  -13.857    -11  0.070
-0.097  0.029  -0.015  0.011  -11.820    -12  0.076
-0.065  0.060  -0.014  0.013  -10.786    -13  0.082
-0.031  0.077  -0.014  0.012  -11.021    -12  0.076
-0.031  0.077  -0.014  0.012  -11.021    -12  0.076
0.019  0.089  -0.012  0.012  -9.517    -12  0.076
0.019  0.089  -0.012  0.012  -9.517    -12  0.076
0.065  0.094  -0.010  0.011  -8.200    -11  0.070
0.065  0.094  -0.010  0.011  -8.200    -11  0.070
0.089  0.077  -0.014  0.009  -10.790    -11  0.070
0.089  0.077  -0.014  0.009  -10.790    -11  0.070
0.069  0.046  -0.016  0.007  -12.520    -10  0.063
0.054  0.001  -0.015  0.006  -11.807    -10  0.063
0.054  0.001  -0.015  0.006  -11.807    -10  0.063
0.022  -0.044  -0.017  0.006  -13.161    -10  0.063
0.022  -0.044  -0.017  0.006  -13.161    -10  0.063
-0.005  -0.076  -0.015  0.006  -12.020    -10  0.063
-0.005  -0.076  -0.015  0.006  -12.020    -10  0.063
-0.022  -0.105  -0.014  0.005  -10.946    -10  0.063
-0.025  -0.116  -0.014  0.004  -10.724    -11  0.070
-0.026  -0.103  -0.015  0.005  -11.416    -10  0.063
-0.018  -0.082  -0.013  0.006  -10.178    -10  0.063
-0.004  -0.047  -0.014  0.007  -10.881    -10  0.063
0.029  -0.026  -0.013  0.005  -10.094     -9  0.057
0.033  -0.012  -0.015  0.005  -11.436     -9  0.057
0.010  -0.011  -0.017  0.004  -13.112     -9  0.057
-0.001  -0.013  -0.016  0.004  -12.633     -9  0.057
-0.023  -0.011  -0.016  0.005  -12.507    -10  0.063
-0.018  0.014  -0.013  0.008  -10.099    -11  0.070
-0.018  0.014  -0.013  0.008  -10.099    -11  0.070
0.007  0.031  -0.010  0.009  -8.136    -11  0.070
0.007  0.031  -0.010  0.009  -8.136    -11  0.070
0.021  0.043  -0.012  0.010  -9.427    -11  0.070
0.021  0.043  -0.012  0.010  -9.427    -11  0.070
0.012  0.055  -0.015  0.010  -11.556    -10  0.063
0.022  0.068  -0.013  0.010  -10.479    -10  0.063
0.022  0.084  -0.014  0.009  -11.048    -10  0.063
0.022  0.084  -0.014  0.009  -11.048    -10  0.063
0.046  0.066  -0.011  0.007  -8.657    -11  0.070
0.046  0.066  -0.011  0.007  -8.657    -11  0.070
0.071  0.050  -0.008  0.007  -6.636    -11  0.070
0.071  0.050  -0.008  0.007  -6.636    -11  0.070
0.084  0.013  -0.007  0.005  -5.253    -11  0.070
0.084  0.013  -0.007  0.005  -5.253    -11  0.070
0.081  -0.037  -0.008  0.003  -6.633    -10  0.063
0.068  -0.079  -0.009  0.003  -6.850     -9  0.057
0.068  -0.079  -0.009  0.003  -6.850     -9  0.057
0.054  -0.092  -0.011  0.004  -8.782     -8  0.051
0.054  -0.092  -0.011  0.004  -8.782     -8  0.051
0.045  -0.100  -0.013  0.003  -10.185     -7  0.044
0.045  -0.100  -0.013  0.003  -10.185     -7  0.044
0.009  -0.081  -0.016  0.006  -12.752     -7  0.044
-0.053  -0.048  -0.018  0.008  -14.437     -7  0.044
-0.053  -0.048  -0.018  0.008  -14.437     -7  0.044
-0.053  -0.048  -0.018  0.008  -14.437     -7  0.044
-0.085  -0.006  -0.016  0.009  -12.223     -8  0.051
-0.110  0.033  -0.014  0.008  -10.865     -9  0.057
-0.096  0.054  -0.011  0.008  -8.266    -11  0.070
-0.077  0.055  -0.013  0.004  -10.089    -11  0.070
-0.049  0.056  -0.014  0.007  -11.105    -11  0.070
-0.010  0.036  -0.011  0.006  -8.990    -11  0.070
0.044  0.034  -0.009  0.009  -7.265    -11  0.070
0.085  0.024  -0.009  0.008  -6.742    -11  0.070
0.101  0.004  -0.010  0.008  -8.240    -11  0.070
0.080  -0.004  -0.012  0.007  -9.727    -10  0.063
0.031  -0.004  -0.014  0.007  -11.096     -9  0.057
0.031  -0.004  -0.014  0.007  -11.096     -9  0.057
-0.029  0.003  -0.018  0.007  -14.436     -9  0.057
-0.029  0.003  -0.018  0.007  -14.436     -9  0.057
-0.051  -0.001  -0.014  0.005  -11.377     -9  0.057
-0.049  -0.011  -0.014  0.004  -11.291    -10  0.063
-0.049  -0.011  -0.014  0.004  -11.291    -10  0.063
-0.058  -0.023  -0.014  0.007  -11.215    -10  0.063
-0.058  -0.023  -0.014  0.007  -11.215    -10  0.063
-0.074  -0.021  -0.014  0.007  -11.187    -11  0.070
-0.074  -0.008  -0.015  0.010  -11.485    -11  0.070
-0.074  -0.008  -0.015  0.010  -11.485    -11  0.070
-0.049  0.004  -0.014  0.007  -10.672    -11  0.070
-0.049  0.004  -0.014  0.007  -10.672    -11  0.070
-0.049  0.004  -0.014  0.007  -10.672    -11  0.070
-0.003  -0.004  -0.012  0.005  -9.085    -10  0.063
0.031  -0.020  -0.012  0.003  -9.359    -10  0.063
0.053  -0.031  -0.012  0.003  -9.416    -10  0.063
0.053  -0.031  -0.012  0.003  -9.416    -10  0.063
0.070  -0.041  -0.011  0.003  -8.519    -10  0.063
0.070  -0.041  -0.011  0.003  -8.519    -10  0.063
0.060  -0.034  -0.010  0.005  -7.672    -10  0.063
0.060  -0.034  -0.010  0.005  -7.672    -10  0.063
0.076  -0.036  -0.008  0.005  -6.419    -10  0.063
0.076  -0.036  -0.008  0.005  -6.419    -10  0.063
0.092  -0.047  -0.007  0.005  -5.458     -9  0.057
0.085  -0.040  -0.010  0.005  -7.657     -9  0.057
0.070  -0.034  -0.010  0.004  -8.028     -8  0.051
0.046  0.001  -0.011  0.005  -8.294     -8  0.051
0.010  0.038  -0.013  0.008  -10.313     -8  0.051
-0.006  0.066  -0.012  0.009  -9.241     -8  0.051
-0.003  0.076  -0.008  0.010  -6.495     -7  0.044
-0.020  0.074  -0.011  0.008  -8.479     -8  0.051
-0.032  0.038  -0.011  0.004  -8.780     -8  0.051
-0.040  0.026  -0.012  0.005  -9.267     -8  0.051
-0.040  0.026  -0.012  0.005  -9.267     -8  0.051
-0.036  0.016  -0.012  0.006  -9.431     -7  0.044
-0.036  0.016  -0.012  0.006  -9.431     -7  0.044
-0.015  0.011  -0.011  0.007  -8.929     -7  0.044
-0.015  0.011  -0.011  0.007  -8.929     -7  0.044
-0.012  -0.002  -0.012  0.006  -9.324     -7  0.044
-0.013  -0.030  -0.013  0.005  -9.831     -7  0.044
-0.013  -0.030  -0.013  0.005  -9.831     -7  0.044
-0.015  -0.041  -0.013  0.007  -9.973     -8  0.051
-0.015  -0.041  -0.013  0.007  -9.973     -8  0.051
-0.048  -0.040  -0.016  0.006  -12.194     -8  0.051
-0.080  -0.023  -0.017  0.006  -13.682     -9  0.057
-0.080  -0.023  -0.017  0.006  -13.682     -9  0.057
-0.080  -0.023  -0.017  0.006  -13.682     -9  0.057
-0.069  0.001  -0.015  0.007  -12.050     -9  0.057
-0.069  0.001  -0.015  0.007  -12.050     -9  0.057
-0.065  0.022  -0.015  0.007  -11.695    -11  0.070
-0.043  0.016  -0.012  0.007  -9.386    -12  0.076
-0.031  0.009  -0.013  0.006  -10.426    -12  0.076
-0.031  0.009  -0.013  0.006  -10.426    -12  0.076
-0.005  -0.005  -0.011  0.004  -8.390    -11  0.070
-0.005  -0.005  -0.011  0.004  -8.390    -11  0.070
0.035  -0.009  -0.009  0.005  -6.992    -11  0.070
0.035  -0.009  -0.009  0.005  -6.992    -11  0.070
0.057  -0.020  -0.011  0.004  -8.512    -10  0.063
0.057  -0.020  -0.011  0.004  -8.512    -10  0.063
0.087  -0.031  -0.009  0.005  -6.738     -9  0.057
0.116  -0.027  -0.008  0.005  -5.971     -8  0.051
0.100  -0.027  -0.011  0.005  -8.751     -7  0.044
0.071  -0.017  -0.010  0.006  -8.229     -7  0.044
0.047  0.009  -0.010  0.009  -8.195     -8  0.051
0.022  0.025  -0.010  0.007  -8.098     -8  0.051
0.026  0.066  -0.008  0.011  -6.075     -8  0.051
0.008  0.100  -0.009  0.012  -7.265     -8  0.051
-0.011  0.105  -0.012  0.011  -9.317     -8  0.051
-0.033  0.090  -0.015  0.008  -11.405     -8  0.051
-0.033  0.090  -0.015  0.008  -11.405     -8  0.051
-0.044  0.069  -0.012  0.008  -9.037     -8  0.051
-0.044  0.069  -0.012  0.008  -9.037     -8  0.051
-0.028  0.031  -0.010  0.005  -7.491     -8  0.051
0.018  -0.015  -0.006  0.003  -4.453     -9  0.057
0.037  -0.054  -0.006  0.004  -4.473     -9  0.057
0.037  -0.054  -0.006  0.004  -4.473     -9  0.057
0.049  -0.098  -0.007  0.002  -5.296     -8  0.051
0.049  -0.098  -0.007  0.002  -5.296     -8  0.051
0.048  -0.112  -0.008  0.003  -6.556     -8  0.051
0.048  -0.112  -0.008  0.003  -6.556     -8  0.051
0.039  -0.131  -0.009  0.003  -7.458     -7  0.044
0.039  -0.131  -0.009  0.003  -7.458     -7  0.044
0.040  -0.115  -0.011  0.003  -8.253     -6  0.038
0.028  -0.080  -0.012  0.004  -9.263     -6  0.038
-0.007  -0.051  -0.013  0.003  -10.134     -6  0.038
-0.049  -0.038  -0.011  0.003  -8.908     -6  0.038
-0.049  -0.038  -0.011  0.003  -8.908     -6  0.038
-0.104  -0.005  -0.017  0.004  -13.070     -7  0.044
-0.104  -0.005  -0.017  0.004  -13.070     -7  0.044
-0.134  0.010  -0.016  0.004  -12.245     -8  0.051
-0.134  0.010  -0.016  0.004  -12.245     -8  0.051
-0.125  0.029  -0.015  0.007  -11.404     -7  0.044
-0.125  0.029  -0.015  0.007  -11.404     -7  0.044
-0.104  0.062  -0.014  0.009  -11.088     -9  0.057
-0.104  0.062  -0.014  0.009  -11.088     -9  0.057
-0.075  0.089  -0.013  0.012  -10.451    -10  0.063
-0.035  0.125  -0.011  0.014  -8.318    -12  0.076
-0.002  0.136  -0.011  0.011  -8.583    -11  0.070
0.023  0.127  -0.012  0.009  -9.104    -11  0.070
0.025  0.117  -0.014  0.009  -11.010     -9  0.057
0.034  0.098  -0.012  0.010  -9.496     -9  0.057
0.054  0.057  -0.012  0.008  -9.329     -9  0.057
0.047  0.029  -0.010  0.010  -8.019     -9  0.057
0.038  -0.014  -0.011  0.008  -8.400     -9  0.057
0.025  -0.056  -0.012  0.006  -9.105     -9  0.057
0.025  -0.056  -0.012  0.006  -9.105     -9  0.057
0.017  -0.079  -0.011  0.006  -8.406     -9  0.057
0.017  -0.079  -0.011  0.006  -8.406     -9  0.057
0.018  -0.083  -0.009  0.006  -7.452     -9  0.057
0.022  -0.068  -0.011  0.005  -8.785     -8  0.051
0.022  -0.068  -0.011  0.005  -8.785     -8  0.051
0.026  -0.073  -0.011  0.004  -8.808     -8  0.051
0.026  -0.073  -0.011  0.004  -8.808     -8  0.051
0.031  -0.069  -0.010  0.006  -7.906     -7  0.044
0.024  -0.069  -0.009  0.004  -7.085     -7  0.044
0.024  -0.069  -0.009  0.004  -7.085     -7  0.044
0.021  -0.051  -0.010  0.006  -7.533     -7  0.044
0.021  -0.051  -0.010  0.006  -7.533     -7  0.044
0.013  -0.025  -0.010  0.009  -8.130     -8  0.051
0.010  0.024  -0.011  0.011  -8.758     -8  0.051
0.010  0.024  -0.011  0.011  -8.758     -8  0.051
0.000  0.055  -0.012  0.010  -9.335     -8  0.051
0.000  0.055  -0.012  0.010  -9.335     -8  0.051
0.003  0.067  -0.009  0.010  -6.995     -8  0.051
0.003  0.067  -0.009  0.010  -6.995     -8  0.051
0.024  0.090  -0.006  0.011  -4.745     -8  0.051
0.024  0.090  -0.006  0.011  -4.745     -8  0.051
0.037  0.092  -0.008  0.010  -6.340     -8  0.051
0.037  0.092  -0.008  0.010  -6.340     -8  0.051
0.030  0.064  -0.009  0.006  -7.382     -7  0.044
0.012  0.006  -0.011  0.003  -8.480     -7  0.044
-0.001  -0.031  -0.011  0.003  -8.932     -7  0.044
-0.001  -0.031  -0.011  0.003  -8.932     -7  0.044
-0.010  -0.081  -0.012  0.002  -9.382     -7  0.044
-0.010  -0.081  -0.012  0.002  -9.382     -7  0.044
-0.018  -0.103  -0.012  0.005  -9.357     -8  0.051
-0.030  -0.090  -0.012  0.008  -9.419     -8  0.051
-0.045  -0.053  -0.012  0.009  -9.354     -8  0.051
-0.067  -0.028  -0.013  0.008  -9.859     -8  0.051
-0.071  -0.013  -0.013  0.006  -10.119     -8  0.051
-0.053  0.039  -0.013  0.009  -10.578     -9  0.057
-0.062  0.078  -0.017  0.009  -13.439     -9  0.057
-0.059  0.102  -0.015  0.011  -12.021     -9  0.057
-0.059  0.102  -0.015  0.011  -12.021     -9  0.057
-0.057  0.076  -0.015  0.007  -11.654     -9  0.057
-0.039  0.028  -0.012  0.003  -9.658    -10  0.063
-0.021  -0.019  -0.012  0.005  -9.248    -11  0.070
-0.021  -0.019  -0.012  0.005  -9.248    -11  0.070
-0.018  -0.047  -0.014  0.005  -11.326    -10  0.063
-0.018  -0.047  -0.014  0.005  -11.326    -10  0.063
-0.028  -0.060  -0.017  0.005  -13.389    -11  0.070
-0.028  -0.060  -0.017  0.005  -13.389    -11  0.070
-0.030  -0.067  -0.017  0.003  -13.206    -11  0.070
-0.030  -0.067  -0.017  0.003  -13.206    -11  0.070
-0.026  -0.071  -0.016  0.004  -12.428    -11  0.070
-0.016  -0.086  -0.015  0.004  -11.872    -11  0.070
-0.016  -0.086  -0.015  0.004  -11.872    -11  0.070
0.001  -0.056  -0.014  0.007  -10.814    -11  0.070
0.001  -0.056  -0.014  0.007  -10.814    -11  0.070
-0.000  -0.014  -0.013  0.009  -9.832    -11  0.070
-0.000  -0.014  -0.013  0.009  -9.832    -11  0.070
0.008  0.028  -0.012  0.006  -9.534    -11  0.070
0.008  0.028  -0.012  0.006  -9.534    -11  0.070
0.015  0.060  -0.012  0.009  -9.663    -11  0.070
0.015  0.060  -0.012  0.009  -9.663    -11  0.070
0.030  0.056  -0.013  0.007  -10.435    -11  0.070
0.069  0.052  -0.010  0.006  -7.939    -10  0.063
0.063  0.044  -0.014  0.006  -11.273    -10  0.063
0.063  0.044  -0.014  0.006  -11.273    -10  0.063
0.043  0.034  -0.014  0.006  -10.798    -11  0.070
0.043  0.034  -0.014  0.006  -10.798    -11  0.070
0.024  0.013  -0.013  0.006  -10.403    -11  0.070
0.024  0.013  -0.013  0.006  -10.403    -11  0.070
0.018  -0.014  -0.011  0.005  -8.812    -11  0.070
-0.001  -0.048  -0.014  0.003  -10.756    -10  0.063
-0.001  -0.053  -0.011  0.005  -8.967     -8  0.051
-0.010  -0.056  -0.014  0.002  -11.143     -8  0.051
0.006  -0.058  -0.011  0.004  -8.388     -8  0.051
0.025  -0.037  -0.009  0.005  -7.452     -9  0.057
0.024  -0.029  -0.011  0.004  -8.932     -9  0.057
0.047  -0.014  -0.011  0.005  -8.251     -9  0.057
0.033  0.003  -0.012  0.007  -9.365     -9  0.057
0.025  0.024  -0.011  0.007  -8.885     -9  0.057
0.025  0.024  -0.011  0.007  -8.885     -9  0.057
0.022  0.047  -0.010  0.008  -8.138     -9  0.057
0.022  0.047  -0.010  0.008  -8.138     -9  0.057
0.033  0.055  -0.010  0.007  -7.716     -9  0.057
0.033  0.055  -0.010  0.007  -7.716     -9  0.057
0.022  0.037  -0.010  0.004  -8.225     -9  0.057
0.019  0.027  -0.011  0.004  -8.695     -8  0.051
-0.005  0.001  -0.012  0.004  -9.047     -8  0.051
-0.005  0.001  -0.012  0.004  -9.047     -8  0.051
