acc_hum[rad/s2]  acc_exo[rad/s2]  vel_hum[rad/s]  vel_exo[rad/s]  vel_motor[rpm]  actual_Vel[rpm]  Voltage[V]
0.028  -0.028  -0.010  0.002  -7.691      0  0.000
0.015  -0.012  -0.012  0.004  -9.102      0  0.000
-0.002  -0.007  -0.014  0.004  -11.006      0  0.000
-0.024  0.029  -0.014  0.007  -10.765      0  0.000
-0.019  0.029  -0.011  0.004  -8.920      0  0.000
-0.021  0.019  -0.010  0.002  -7.961      0  0.000
-0.014  0.008  -0.010  0.002  -7.934      0  0.000
0.006  0.022  -0.008  0.004  -6.653      0  0.000
-0.013  0.031  -0.012  0.004  -9.814      0  0.000
-0.031  0.008  -0.016  0.002  -12.634      0  0.000
-0.019  -0.013  -0.013  0.002  -10.105      0  0.000
-0.002  -0.033  -0.011  0.001  -8.944      0  0.000
0.011  -0.023  -0.010  0.004  -8.000      0  0.000
-0.002  -0.020  -0.012  0.003  -9.263      0  0.000
-0.031  0.012  -0.014  0.005  -11.245      0  0.000
-0.065  0.018  -0.018  0.003  -14.285      0  0.000
-0.079  0.010  -0.017  0.003  -13.695      0  0.000
-0.057  0.015  -0.013  0.006  -10.019      0  0.000
-0.009  0.027  -0.011  0.005  -8.333      0  0.000
0.012  0.061  -0.011  0.008  -8.518      0  0.000
0.011  0.079  -0.010  0.009  -7.972      0  0.000
0.004  0.089  -0.014  0.009  -10.907      0  0.000
0.010  0.082  -0.014  0.009  -10.685      0  0.000
0.035  0.060  -0.012  0.004  -9.588      0  0.000
0.043  0.012  -0.014  0.000  -10.708      0  0.000
0.057  -0.015  -0.010  0.002  -7.727      0  0.000
0.018  -0.030  -0.014  0.005  -10.715      0  0.000
-0.022  -0.044  -0.014  0.006  -10.843      0  0.000
-0.044  -0.037  -0.016  0.007  -12.255      0  0.000
-0.037  -0.032  -0.014  0.008  -10.679      0  0.000
-0.013  -0.024  -0.011  0.005  -8.646      0  0.000
0.023  -0.017  -0.010  0.003  -7.564      0  0.000
0.023  -0.000  -0.011  0.004  -8.998      0  0.000
0.011  0.030  -0.013  0.006  -10.506      0  0.000
0.002  0.032  -0.014  0.005  -11.300      0  0.000
-0.013  -0.004  -0.014  0.003  -11.303      0  0.000
-0.005  -0.013  -0.015  0.007  -11.691      0  0.000
0.005  -0.008  -0.011  0.006  -8.723      0  0.000
0.012  0.002  -0.011  0.007  -8.525      0  0.000
0.010  0.031  -0.010  0.009  -7.513      0  0.000
-0.002  0.063  -0.013  0.009  -9.903   -308  1.949
-0.029  0.063  -0.018  0.007  -14.324   -405  2.563
-0.031  0.017  -0.017  0.002  -13.325   -405  2.563
-0.016  -0.032  -0.013  -0.000  -10.301   -404  2.557
-0.010  -0.058  -0.013  0.001  -10.009   -354  2.241
-0.013  -0.064  -0.013  0.004  -10.250   -302  1.911
-0.021  -0.082  -0.014  0.003  -10.709   -302  1.911
-0.037  -0.056  -0.014  0.007  -11.315   -249  1.576
-0.048  -0.023  -0.018  0.009  -14.066   -212  1.342
-0.030  -0.004  -0.014  0.006  -11.255   -176  1.114
-0.003  0.027  -0.015  0.006  -11.854   -176  1.114
0.018  0.052  -0.014  0.005  -10.638   -150  0.949
0.016  0.091  -0.011  0.008  -8.724   -124  0.785
0.020  0.104  -0.010  0.010  -7.994   -124  0.785
0.020  0.114  -0.014  0.014  -10.986   -106  0.671
0.037  0.093  -0.012  0.010  -9.271    -88  0.557
0.052  0.064  -0.012  0.007  -9.056    -76  0.481
0.063  0.030  -0.011  0.007  -8.774    -76  0.481
0.051  -0.001  -0.014  0.004  -10.863    -64  0.405
0.018  -0.021  -0.013  0.003  -10.422    -55  0.348
0.010  -0.046  -0.012  0.004  -9.526    -46  0.291
-0.009  -0.067  -0.013  0.005  -10.072    -46  0.291
-0.006  -0.108  -0.010  0.003  -8.079    -41  0.259
0.017  -0.120  -0.009  0.003  -7.057    -35  0.222
0.045  -0.094  -0.009  0.006  -6.924    -32  0.203
0.013  -0.047  -0.015  0.005  -11.488    -16  0.101
0.001  -0.004  -0.014  0.007  -10.844    -14  0.089
-0.017  0.010  -0.016  0.005  -12.248    -13  0.082
-0.021  0.034  -0.014  0.006  -11.196    -13  0.082
-0.040  0.034  -0.015  0.005  -11.397    -13  0.082
-0.059  0.021  -0.015  0.005  -12.035    -12  0.076
-0.081  0.016  -0.018  0.005  -13.752    -12  0.076
-0.084  0.013  -0.014  0.005  -11.336    -12  0.076
-0.072  0.003  -0.015  0.006  -11.860    -12  0.076
-0.052  -0.006  -0.016  0.006  -12.817    -12  0.076
-0.018  0.005  -0.016  0.006  -12.191    -12  0.076
-0.012  0.004  -0.015  0.006  -11.675    -11  0.070
-0.005  0.016  -0.016  0.006  -12.279    -12  0.076
0.002  0.018  -0.014  0.006  -10.859    -12  0.076
0.022  0.009  -0.013  0.003  -10.120    -12  0.076
0.029  -0.006  -0.014  0.003  -11.324    -12  0.076
0.037  -0.014  -0.013  0.004  -10.536    -12  0.076
0.032  -0.017  -0.013  0.005  -9.893    -12  0.076
0.052  -0.032  -0.011  0.003  -8.658    -11  0.070
0.064  -0.025  -0.011  0.006  -8.548    -11  0.070
0.064  -0.024  -0.011  0.004  -8.413    -12  0.076
0.066  -0.017  -0.010  0.004  -7.977    -12  0.076
0.068  -0.010  -0.010  0.004  -7.795    -12  0.076
0.045  0.016  -0.012  0.007  -9.720    -11  0.070
0.038  0.031  -0.011  0.005  -8.740    -10  0.063
0.017  0.043  -0.014  0.009  -10.988     -9  0.057
-0.007  0.059  -0.013  0.010  -10.307     -9  0.057
-0.018  0.058  -0.012  0.007  -9.208     -9  0.057
-0.016  0.048  -0.010  0.005  -7.946     -9  0.057
-0.021  0.015  -0.013  0.003  -9.948     -9  0.057
-0.041  0.008  -0.016  0.005  -12.382     -9  0.057
-0.037  -0.011  -0.013  0.005  -10.029     -9  0.057
-0.034  -0.031  -0.014  0.004  -10.996     -8  0.051
-0.019  -0.046  -0.013  0.005  -10.170     -8  0.051
-0.002  -0.034  -0.010  0.007  -8.105     -8  0.051
0.000  -0.050  -0.014  0.004  -10.953     -8  0.051
-0.015  -0.029  -0.014  0.006  -11.135     -9  0.057
-0.048  0.016  -0.018  0.008  -14.509     -9  0.057
-0.052  0.040  -0.016  0.007  -12.583     -9  0.057
-0.046  0.013  -0.017  0.001  -13.340     -9  0.057
-0.049  -0.021  -0.017  0.001  -13.309     -9  0.057
-0.070  -0.053  -0.017  -0.001  -13.478    -10  0.063
-0.067  -0.071  -0.017  0.001  -13.370    -10  0.063
-0.050  -0.078  -0.014  0.002  -10.778    -11  0.070
-0.005  -0.071  -0.010  0.003  -7.927    -12  0.076
0.056  -0.046  -0.010  0.005  -7.729    -12  0.076
0.092  -0.035  -0.010  0.005  -7.747    -12  0.076
0.125  -0.008  -0.009  0.005  -7.266    -12  0.076
0.136  0.026  -0.007  0.004  -5.483    -10  0.063
0.152  0.058  -0.007  0.004  -5.268     -9  0.057
0.139  0.051  -0.009  0.003  -6.939     -6  0.038
0.104  0.048  -0.011  0.004  -8.741     -6  0.038
0.037  0.032  -0.015  0.005  -12.031     -6  0.038
-0.044  0.028  -0.017  0.007  -13.710     -5  0.032
-0.111  0.030  -0.019  0.007  -15.067     -6  0.038
-0.136  0.034  -0.017  0.007  -13.619     -6  0.038
-0.128  0.040  -0.013  0.007  -10.348     -6  0.038
-0.116  0.045  -0.013  0.007  -10.200     -8  0.051
-0.102  0.042  -0.014  0.005  -11.152     -9  0.057
-0.072  0.031  -0.015  0.005  -11.723    -11  0.070
-0.036  0.033  -0.016  0.008  -12.451    -11  0.070
-0.007  0.020  -0.016  0.007  -12.894    -11  0.070
0.035  0.006  -0.013  0.006  -10.161    -10  0.063
0.059  -0.001  -0.011  0.007  -8.834    -10  0.063
0.059  0.002  -0.012  0.007  -9.598    -10  0.063
0.053  0.012  -0.010  0.008  -7.951    -10  0.063
0.036  0.020  -0.012  0.008  -9.790    -10  0.063
0.033  0.047  -0.014  0.012  -11.009    -10  0.063
0.031  0.050  -0.014  0.009  -11.164    -10  0.063
0.025  0.021  -0.014  0.005  -10.817     -9  0.057
-0.003  -0.002  -0.017  0.006  -13.058    -10  0.063
-0.024  -0.007  -0.015  0.006  -11.530    -10  0.063
-0.025  -0.011  -0.010  0.007  -8.080    -10  0.063
0.017  -0.017  -0.005  0.007  -4.305    -11  0.070
0.049  -0.043  -0.008  0.003  -6.330    -11  0.070
0.072  -0.063  -0.008  0.003  -6.029     -6  0.038
0.092  -0.081  -0.010  0.002  -7.599     -6  0.038
0.083  -0.084  -0.012  0.003  -9.532     -6  0.038
0.058  -0.043  -0.013  0.006  -10.081     -5  0.032
0.033  -0.026  -0.012  0.004  -9.770     -6  0.038
-0.001  -0.023  -0.014  0.005  -11.133     -6  0.038
-0.050  -0.017  -0.013  0.005  -10.536     -6  0.038
-0.098  -0.024  -0.015  0.002  -11.789     -7  0.044
-0.105  -0.025  -0.013  0.001  -10.394     -8  0.051
-0.077  -0.014  -0.013  0.002  -10.477     -9  0.057
-0.054  -0.016  -0.013  0.003  -9.902     -9  0.057
-0.033  -0.004  -0.014  0.006  -11.313    -10  0.063
-0.002  0.021  -0.012  0.010  -9.086    -10  0.063
0.018  0.046  -0.011  0.010  -8.601    -10  0.063
0.030  0.068  -0.011  0.008  -8.917    -11  0.070
0.047  0.067  -0.011  0.006  -8.338    -10  0.063
0.040  0.074  -0.012  0.006  -9.633     -9  0.057
0.032  0.081  -0.013  0.007  -10.246     -9  0.057
0.040  0.068  -0.008  0.007  -6.522     -9  0.057
0.046  0.066  -0.009  0.011  -7.386     -8  0.051
0.049  0.052  -0.009  0.010  -7.081     -8  0.051
0.042  0.025  -0.011  0.008  -8.552     -8  0.051
0.022  0.003  -0.011  0.007  -8.249     -7  0.044
0.033  -0.014  -0.008  0.003  -6.104     -7  0.044
0.047  -0.034  -0.007  0.002  -5.734     -7  0.044
0.046  -0.059  -0.009  0.002  -6.717     -7  0.044
0.034  -0.077  -0.011  0.004  -8.602     -7  0.044
-0.007  -0.086  -0.014  0.004  -11.023     -7  0.044
-0.060  -0.095  -0.016  0.003  -12.245     -6  0.038
-0.071  -0.070  -0.015  0.008  -11.410     -7  0.044
-0.089  -0.011  -0.016  0.010  -12.301     -7  0.044
-0.092  0.037  -0.015  0.009  -11.410     -7  0.044
-0.106  0.065  -0.016  0.007  -12.180     -7  0.044
-0.114  0.080  -0.016  0.006  -12.392     -9  0.057
-0.093  0.067  -0.015  0.005  -11.844     -9  0.057
-0.048  0.048  -0.013  0.006  -10.077     -9  0.057
-0.007  0.027  -0.013  0.007  -10.241    -10  0.063
0.017  0.003  -0.014  0.005  -11.089    -10  0.063
0.035  -0.012  -0.012  0.006  -9.613    -10  0.063
0.040  -0.031  -0.012  0.007  -9.496    -11  0.070
0.042  -0.024  -0.013  0.007  -10.421    -10  0.063
0.032  -0.005  -0.014  0.007  -10.859    -10  0.063
0.036  -0.005  -0.012  0.004  -9.698    -10  0.063
0.024  -0.020  -0.014  0.003  -10.716     -9  0.057
0.017  -0.036  -0.012  0.003  -9.369     -9  0.057
0.014  -0.045  -0.011  0.004  -8.879     -9  0.057
0.028  -0.035  -0.010  0.006  -8.088     -9  0.057
0.031  -0.022  -0.011  0.006  -8.892     -9  0.057
0.023  -0.008  -0.012  0.008  -9.321     -9  0.057
-0.005  0.015  -0.017  0.009  -13.345    -10  0.063
-0.027  0.022  -0.017  0.005  -13.448     -9  0.057
-0.050  0.024  -0.017  0.004  -13.347     -9  0.057
-0.058  0.031  -0.014  0.005  -11.168     -9  0.057
-0.050  0.027  -0.013  0.006  -10.593     -9  0.057
-0.054  0.010  -0.014  0.005  -11.119     -9  0.057
-0.022  -0.025  -0.010  0.002  -7.784    -10  0.063
0.006  -0.044  -0.011  0.004  -8.654    -10  0.063
0.035  -0.045  -0.012  0.005  -9.553    -11  0.070
0.066  -0.064  -0.011  0.001  -8.354    -11  0.070
0.088  -0.075  -0.012  -0.001  -9.220    -11  0.070
0.090  -0.061  -0.009  0.001  -6.937    -11  0.070
0.085  -0.034  -0.009  0.006  -6.685    -10  0.063
0.053  -0.016  -0.012  0.006  -9.086     -9  0.057
0.018  -0.001  -0.014  0.005  -11.160     -9  0.057
-0.027  0.013  -0.017  0.004  -13.448     -9  0.057
-0.067  0.029  -0.016  0.004  -12.482     -8  0.051
-0.082  0.043  -0.017  0.007  -13.468     -8  0.051
-0.077  0.068  -0.014  0.008  -10.662     -9  0.057
-0.068  0.084  -0.012  0.007  -9.573     -9  0.057
-0.046  0.064  -0.012  0.005  -9.117    -10  0.063
-0.024  0.023  -0.010  0.004  -8.229    -10  0.063
0.023  -0.028  -0.009  0.001  -7.382    -10  0.063
0.072  -0.039  -0.009  0.002  -7.455    -10  0.063
0.095  -0.032  -0.011  0.005  -8.371    -10  0.063
0.084  -0.014  -0.013  0.007  -10.437    -10  0.063
0.034  -0.008  -0.016  0.007  -12.851     -8  0.051
-0.001  -0.010  -0.015  0.006  -11.889     -8  0.051
-0.054  0.008  -0.017  0.006  -13.045     -8  0.051
-0.083  0.038  -0.017  0.007  -13.051     -8  0.051
-0.091  0.058  -0.015  0.007  -11.897     -9  0.057
-0.085  0.065  -0.014  0.007  -10.940    -10  0.063
-0.060  0.062  -0.012  0.006  -9.718    -10  0.063
-0.034  0.022  -0.014  0.004  -10.981    -11  0.070
-0.006  -0.015  -0.014  0.004  -11.275    -10  0.063
0.028  -0.022  -0.013  0.007  -10.159    -10  0.063
0.055  -0.006  -0.011  0.008  -8.975    -10  0.063
0.058  0.020  -0.012  0.010  -9.213    -10  0.063
0.073  0.051  -0.010  0.013  -7.860    -10  0.063
0.057  0.058  -0.013  0.010  -9.930    -10  0.063
0.041  0.056  -0.012  0.008  -9.452     -9  0.057
0.011  0.041  -0.015  0.006  -11.958    -10  0.063
-0.017  0.042  -0.016  0.008  -12.789     -9  0.057
-0.035  0.034  -0.017  0.008  -13.208     -9  0.057
-0.050  -0.000  -0.015  0.006  -12.115    -10  0.063
-0.062  -0.037  -0.015  0.005  -11.504     -9  0.057
-0.069  -0.076  -0.016  0.003  -12.287    -10  0.063
-0.071  -0.087  -0.017  0.005  -13.243    -10  0.063
-0.069  -0.071  -0.017  0.007  -13.447    -10  0.063
-0.044  -0.032  -0.016  0.007  -12.597    -11  0.070
-0.010  -0.011  -0.013  0.007  -9.961    -12  0.076
0.049  -0.008  -0.009  0.005  -7.074    -11  0.070
0.078  -0.012  -0.010  0.006  -7.566    -11  0.070
0.096  0.000  -0.009  0.006  -7.320    -11  0.070
0.118  0.010  -0.007  0.005  -5.260    -11  0.070
0.130  0.013  -0.008  0.006  -6.222    -10  0.063
0.143  0.031  -0.007  0.009  -5.741    -10  0.063
0.125  0.030  -0.010  0.010  -7.872    -10  0.063
0.087  0.053  -0.011  0.012  -8.607     -9  0.057
0.036  0.066  -0.012  0.010  -9.241     -8  0.051
-0.012  0.066  -0.012  0.008  -9.079     -8  0.051
-0.041  0.063  -0.011  0.008  -8.743     -8  0.051
-0.059  0.058  -0.013  0.010  -10.567     -8  0.051
-0.078  0.044  -0.014  0.009  -10.803     -8  0.051
-0.085  0.011  -0.013  0.006  -10.101     -8  0.051
-0.063  -0.016  -0.012  0.008  -9.117     -8  0.051
-0.042  -0.046  -0.011  0.007  -8.787     -8  0.051
-0.002  -0.053  -0.009  0.007  -7.340     -8  0.051
0.017  -0.053  -0.010  0.007  -8.017     -8  0.051
0.025  -0.029  -0.011  0.008  -8.567     -9  0.057
0.033  -0.011  -0.010  0.009  -7.960     -9  0.057
0.048  -0.007  -0.009  0.008  -6.872     -9  0.057
0.058  -0.018  -0.010  0.005  -7.502     -9  0.057
0.046  -0.018  -0.010  0.005  -8.093     -9  0.057
-0.001  -0.011  -0.015  0.006  -12.095     -9  0.057
-0.040  -0.032  -0.016  0.004  -12.240     -9  0.057
-0.076  -0.035  -0.017  0.005  -13.311    -10  0.063
-0.093  -0.042  -0.015  0.005  -12.000    -10  0.063
-0.077  -0.056  -0.012  0.003  -9.691    -10  0.063
-0.073  -0.065  -0.014  0.003  -11.133    -10  0.063
-0.064  -0.055  -0.013  0.005  -10.327    -11  0.070
-0.035  -0.033  -0.011  0.005  -8.783    -11  0.070
0.004  -0.015  -0.011  0.004  -8.748    -11  0.070
0.043  -0.002  -0.011  0.006  -8.395    -12  0.076
0.078  0.010  -0.011  0.007  -8.326    -12  0.076
0.080  0.035  -0.011  0.008  -8.261    -11  0.070
0.062  0.032  -0.013  0.005  -9.992    -11  0.070
0.045  0.043  -0.010  0.007  -8.219    -10  0.063
0.043  0.063  -0.008  0.009  -6.633     -9  0.057
0.061  0.056  -0.007  0.007  -5.639     -9  0.057
0.047  0.062  -0.009  0.011  -7.371     -9  0.057
0.033  0.079  -0.010  0.012  -7.729     -8  0.051
0.022  0.090  -0.011  0.012  -8.572     -8  0.051
-0.004  0.080  -0.014  0.011  -10.713     -8  0.051
-0.010  0.062  -0.011  0.009  -8.738     -7  0.044
-0.007  0.039  -0.010  0.007  -7.634     -7  0.044
-0.018  0.030  -0.012  0.009  -9.441     -8  0.051
-0.039  0.013  -0.012  0.010  -9.070     -8  0.051
-0.031  0.015  -0.009  0.013  -7.003     -8  0.051
-0.041  0.001  -0.014  0.009  -11.209     -8  0.051
-0.040  -0.021  -0.015  0.009  -11.661     -8  0.051
-0.050  -0.049  -0.016  0.004  -12.384    -11  0.070
-0.047  -0.078  -0.014  0.001  -11.117    -11  0.070
-0.037  -0.091  -0.012  0.002  -9.776    -11  0.070
-0.027  -0.109  -0.010  0.001  -7.578    -11  0.070
-0.003  -0.121  -0.009  0.002  -7.324    -12  0.076
0.029  -0.114  -0.009  0.006  -7.232    -11  0.070
0.042  -0.087  -0.010  0.008  -7.612    -11  0.070
0.061  -0.048  -0.009  0.008  -6.912    -10  0.063
0.089  0.017  -0.010  0.009  -7.705     -9  0.057
0.081  0.063  -0.010  0.010  -7.728     -9  0.057
0.043  0.119  -0.014  0.011  -10.680     -9  0.057
0.016  0.131  -0.010  0.009  -8.097     -8  0.051
-0.009  0.118  -0.011  0.009  -8.484     -8  0.051
-0.025  0.090  -0.010  0.007  -8.212     -8  0.051
-0.022  0.035  -0.010  0.005  -8.089     -7  0.044
-0.023  -0.003  -0.011  0.007  -8.920     -8  0.051
-0.024  -0.023  -0.012  0.007  -9.485     -8  0.051
-0.029  -0.030  -0.013  0.007  -9.821     -8  0.051
-0.026  -0.046  -0.013  0.006  -10.213     -8  0.051
-0.012  -0.045  -0.011  0.008  -8.317     -8  0.051
-0.014  -0.036  -0.013  0.008  -10.508     -8  0.051
-0.026  -0.022  -0.012  0.006  -9.090     -8  0.051
-0.043  -0.017  -0.016  0.006  -12.427     -8  0.051
-0.043  -0.017  -0.016  0.006  -12.427     -8  0.051
-0.051  -0.004  -0.015  0.006  -11.662     -9  0.057
-0.056  0.012  -0.016  0.009  -12.234    -10  0.063
-0.048  0.005  -0.014  0.007  -11.313    -11  0.070
-0.038  0.001  -0.014  0.006  -10.716    -10  0.063
-0.027  -0.004  -0.013  0.006  -10.263    -10  0.063
-0.014  -0.025  -0.012  0.003  -9.738    -10  0.063
-0.020  -0.049  -0.015  0.003  -11.759    -10  0.063
-0.019  -0.061  -0.017  0.002  -13.570    -10  0.063
-0.032  -0.045  -0.018  0.006  -13.769    -10  0.063
-0.012  -0.020  -0.015  0.009  -11.712    -10  0.063
-0.012  -0.020  -0.015  0.009  -11.712    -10  0.063
-0.006  -0.005  -0.013  0.008  -10.077    -10  0.063
-0.006  -0.005  -0.013  0.008  -10.077    -10  0.063
0.003  0.016  -0.013  0.009  -10.092    -11  0.070
0.003  0.016  -0.013  0.009  -10.092    -11  0.070
0.001  0.052  -0.014  0.009  -10.646    -11  0.070
0.001  0.052  -0.014  0.009  -10.646    -11  0.070
-0.005  0.073  -0.015  0.009  -11.958    -11  0.070
-0.005  0.073  -0.015  0.009  -11.958    -11  0.070
-0.012  0.074  -0.017  0.007  -12.988    -11  0.070
-0.007  0.066  -0.016  0.006  -12.371    -12  0.076
0.007  0.043  -0.015  0.007  -12.061    -12  0.076
0.007  0.043  -0.015  0.007  -12.061    -12  0.076
0.019  0.010  -0.013  0.006  -10.477    -12  0.076
0.019  0.010  -0.013  0.006  -10.477    -12  0.076
0.020  -0.019  -0.012  0.008  -9.533    -11  0.070
0.020  -0.019  -0.012  0.008  -9.533    -11  0.070
0.019  -0.029  -0.011  0.008  -8.720    -10  0.063
0.019  -0.029  -0.011  0.008  -8.720    -10  0.063
0.024  -0.026  -0.012  0.007  -9.345    -10  0.063
0.039  -0.027  -0.012  0.006  -9.579     -9  0.057
0.039  -0.027  -0.012  0.006  -9.579     -9  0.057
0.046  -0.021  -0.013  0.006  -10.457     -9  0.057
0.046  -0.021  -0.013  0.006  -10.457     -9  0.057
0.061  -0.005  -0.011  0.007  -8.766     -9  0.057
0.061  -0.005  -0.011  0.007  -8.766     -9  0.057
0.056  0.006  -0.012  0.007  -9.634     -9  0.057
0.056  0.006  -0.012  0.007  -9.634     -9  0.057
0.033  -0.003  -0.013  0.005  -10.351     -9  0.057
0.018  -0.019  -0.012  0.005  -9.475     -9  0.057
-0.011  -0.023  -0.014  0.005  -11.144    -10  0.063
-0.028  -0.026  -0.014  0.006  -11.361    -10  0.063
-0.033  -0.004  -0.014  0.009  -10.913    -10  0.063
-0.030  0.011  -0.014  0.008  -11.111    -10  0.063
-0.042  0.018  -0.016  0.008  -12.760    -11  0.070
-0.042  0.017  -0.015  0.007  -11.656    -11  0.070
-0.037  0.011  -0.013  0.006  -10.349    -11  0.070
0.007  -0.008  -0.009  0.002  -6.882    -11  0.070
0.007  -0.008  -0.009  0.002  -6.882    -11  0.070
0.052  -0.023  -0.007  0.003  -5.250    -11  0.070
0.052  -0.023  -0.007  0.003  -5.250    -11  0.070
0.093  -0.047  -0.005  0.002  -4.238    -11  0.070
0.093  -0.047  -0.005  0.002  -4.238    -11  0.070
0.120  -0.068  -0.008  0.003  -5.892    -10  0.063
0.120  -0.068  -0.008  0.003  -5.892    -10  0.063
0.114  -0.070  -0.010  0.005  -7.736     -8  0.051
0.093  -0.055  -0.011  0.007  -8.930     -7  0.044
0.105  -0.030  -0.006  0.006  -4.376     -7  0.044
0.105  -0.030  -0.006  0.006  -4.376     -7  0.044
0.104  0.008  -0.006  0.008  -4.622     -6  0.038
0.104  0.008  -0.006  0.008  -4.622     -6  0.038
0.077  0.043  -0.006  0.008  -5.061     -6  0.038
0.077  0.043  -0.006  0.008  -5.061     -6  0.038
0.031  0.072  -0.009  0.009  -7.341     -6  0.038
0.031  0.072  -0.009  0.009  -7.341     -6  0.038
-0.014  0.086  -0.010  0.007  -7.850     -6  0.038
-0.040  0.067  -0.011  0.006  -8.999     -6  0.038
-0.040  0.067  -0.011  0.006  -8.999     -6  0.038
-0.046  0.036  -0.011  0.004  -8.557     -6  0.038
-0.046  0.036  -0.011  0.004  -8.557     -6  0.038
-0.028  0.002  -0.009  0.004  -7.261     -6  0.038
-0.028  0.002  -0.009  0.004  -7.261     -6  0.038
-0.015  -0.024  -0.008  0.005  -6.380     -6  0.038
-0.015  -0.024  -0.008  0.005  -6.380     -6  0.038
-0.023  -0.029  -0.009  0.007  -7.245     -6  0.038
-0.023  -0.029  -0.009  0.007  -7.245     -6  0.038
-0.048  -0.024  -0.010  0.007  -8.052     -6  0.038
-0.038  -0.035  -0.011  0.005  -8.550     -6  0.038
-0.020  -0.024  -0.010  0.006  -7.979     -8  0.051
-0.019  -0.008  -0.013  0.006  -10.372     -8  0.051
-0.020  0.018  -0.012  0.007  -9.045     -8  0.051
-0.043  0.039  -0.015  0.008  -11.815     -8  0.051
-0.058  0.051  -0.013  0.008  -10.143     -8  0.051
-0.036  0.054  -0.007  0.009  -5.845     -8  0.051
-0.003  0.039  -0.007  0.007  -5.171     -8  0.051
0.025  0.021  -0.008  0.006  -6.647     -9  0.057
0.032  0.007  -0.011  0.005  -8.540     -9  0.057
0.032  0.007  -0.011  0.005  -8.540     -9  0.057
0.017  -0.003  -0.014  0.005  -10.869     -8  0.051
0.017  -0.003  -0.014  0.005  -10.869     -8  0.051
-0.001  0.000  -0.014  0.009  -11.124     -8  0.051
0.003  0.021  -0.012  0.012  -9.474     -8  0.051
0.003  0.021  -0.012  0.012  -9.474     -8  0.051
0.019  0.057  -0.006  0.016  -5.102     -9  0.057
0.019  0.057  -0.006  0.016  -5.102     -9  0.057
0.023  0.091  -0.009  0.016  -7.292     -9  0.057
0.023  0.091  -0.009  0.016  -7.292     -9  0.057
-0.019  0.093  -0.013  0.011  -10.093     -9  0.057
-0.019  0.093  -0.013  0.011  -10.093     -9  0.057
-0.045  0.087  -0.012  0.010  -9.508     -8  0.051
-0.045  0.087  -0.012  0.010  -9.508     -8  0.051
-0.033  0.082  -0.012  0.009  -9.248     -8  0.051
-0.019  0.067  -0.013  0.010  -10.518     -8  0.051
0.005  0.056  -0.011  0.013  -8.262     -9  0.057
0.005  0.056  -0.011  0.013  -8.262     -9  0.057
0.040  0.033  -0.006  0.013  -4.922     -9  0.057
0.040  0.033  -0.006  0.013  -4.922     -9  0.057
0.066  0.002  -0.003  0.013  -2.744     -9  0.057
0.066  0.002  -0.003  0.013  -2.744     -9  0.057
0.068  -0.041  -0.005  0.008  -3.955     -8  0.051
0.068  -0.041  -0.005  0.008  -3.955     -8  0.051
0.060  -0.087  -0.008  0.003  -5.989     -7  0.044
0.078  -0.117  -0.009  0.000  -6.940     -6  0.038
0.063  -0.121  -0.012  0.001  -9.255     -5  0.032
0.029  -0.130  -0.011  0.004  -8.781     -6  0.038
-0.001  -0.123  -0.011  0.006  -8.756     -6  0.038
-0.021  -0.107  -0.010  0.008  -7.539     -6  0.038
-0.051  -0.076  -0.009  0.010  -7.171     -7  0.044
-0.080  -0.030  -0.011  0.009  -8.939     -7  0.044
-0.090  0.027  -0.013  0.009  -10.470     -8  0.051
-0.082  0.094  -0.015  0.010  -11.605     -8  0.051
-0.082  0.094  -0.015  0.010  -11.605     -8  0.051
-0.063  0.128  -0.013  0.010  -10.585     -8  0.051
-0.063  0.128  -0.013  0.010  -10.585     -8  0.051
-0.063  0.128  -0.013  0.010  -10.585     -8  0.051
-0.050  0.132  -0.013  0.011  -10.175     -8  0.051
-0.036  0.109  -0.013  0.011  -9.819     -8  0.051
-0.057  0.067  -0.016  0.009  -12.463     -8  0.051
-0.057  0.067  -0.016  0.009  -12.463     -8  0.051
-0.070  0.029  -0.016  0.008  -12.408     -8  0.051
-0.070  0.029  -0.016  0.008  -12.408     -8  0.051
-0.075  0.008  -0.016  0.009  -12.232     -8  0.051
-0.075  0.008  -0.016  0.009  -12.232     -8  0.051
-0.056  -0.018  -0.014  0.007  -10.981     -9  0.057
-0.056  -0.018  -0.014  0.007  -10.981     -9  0.057
-0.005  -0.036  -0.010  0.006  -7.693    -11  0.070
0.053  -0.056  -0.006  0.006  -4.813    -11  0.070
0.083  -0.066  -0.008  0.007  -5.927    -11  0.070
0.083  -0.066  -0.008  0.007  -5.927    -11  0.070
0.091  -0.089  -0.009  0.002  -6.686    -10  0.063
0.091  -0.089  -0.009  0.002  -6.686    -10  0.063
0.091  -0.089  -0.009  0.002  -6.686    -10  0.063
0.091  -0.098  -0.010  0.004  -8.100     -8  0.051
0.085  -0.096  -0.011  0.003  -8.761     -7  0.044
0.085  -0.096  -0.011  0.003  -8.761     -7  0.044
0.073  -0.088  -0.013  0.002  -9.967     -7  0.044
0.073  -0.088  -0.013  0.002  -9.967     -7  0.044
0.037  -0.088  -0.013  0.002  -10.023     -8  0.051
0.004  -0.084  -0.012  0.002  -9.191     -9  0.057
0.004  -0.084  -0.012  0.002  -9.191     -9  0.057
