qASGD: [2021-12-08-14-08-12]

0.014000,-0.80855,0.81206,-0.00573
0.021001,-0.19484,0.40621,-0.00289
0.027001,-0.58667,0.50854,-0.00697
0.034001,-0.27382,0.50223,-0.00590
0.041002,-0.36270,0.27109,-0.00773
0.048002,-0.28467,0.46585,-0.00879
0.053003,-0.46727,0.48549,-0.01182
0.061003,-0.50781,0.33015,-0.01343
0.068003,-0.41060,0.44414,-0.01481
0.075004,-0.47798,0.55743,-0.01671
0.082004,-0.36551,0.50580,-0.01741
0.089005,-0.24983,0.50581,-0.01820
0.096005,-0.36053,0.50535,-0.02073
0.102005,-0.35291,0.39917,-0.02302
0.110006,-0.36699,0.49767,-0.02453
0.117006,-0.35689,0.40096,-0.02647
0.124007,-0.43978,0.44406,-0.02835
0.131007,-0.37187,0.50209,-0.02971
0.138007,-0.36342,0.41563,-0.03133
0.145008,-0.44223,0.44996,-0.03352
0.152008,-0.37659,0.50341,-0.03529
0.158009,-0.36857,0.42100,-0.03727
0.165009,-0.37040,0.50083,-0.03917
0.170009,-0.36597,0.42031,-0.04152
0.177010,-0.29665,0.39258,-0.04210
0.182010,-0.36740,0.42306,-0.04424
0.190010,-0.29862,0.39478,-0.04574
0.196011,-0.32250,0.46577,-0.04769
0.203011,-0.34749,0.39808,-0.04894
0.210012,-0.36999,0.46849,-0.05125
0.217012,-0.39214,0.53920,-0.05359
0.295016,-0.38380,0.46623,-0.05558
0.300017,-0.31175,0.42133,-0.05932
0.308017,-0.33757,0.49445,-0.06135
0.314018,-0.35526,0.42037,-0.06309
0.321018,-0.42573,0.44776,-0.06520
0.327018,-0.39403,0.37977,-0.06678
0.334019,-0.39282,0.45453,-0.06869
0.340019,-0.46316,0.47391,-0.07082
0.346019,-0.42510,0.41409,-0.07180
0.354020,-0.48595,0.45211,-0.07350
0.359020,-0.41730,0.42862,-0.07539
0.367021,-0.45742,0.48797,-0.07748
0.373021,-0.39480,0.45528,-0.07901
0.380021,-0.39737,0.52610,-0.08094
0.387022,-0.39238,0.45429,-0.08330
0.394022,-0.38912,0.38376,-0.08461
0.401022,-0.39533,0.45368,-0.08655
0.407023,-0.46241,0.47134,-0.08833
0.414023,-0.42699,0.41111,-0.08991
0.420024,-0.39205,0.35013,-0.09152
0.427024,-0.35861,0.28996,-0.09292
0.432024,-0.37207,0.35737,-0.09460
0.438025,-0.44020,0.34767,-0.09624
0.445025,-0.42675,0.41556,-0.09821
0.452025,-0.41360,0.48130,-0.09985
0.459026,-0.40299,0.54971,-0.10175
0.466026,-0.41824,0.48146,-0.10419
0.471026,-0.36121,0.44543,-0.10542
0.479027,-0.40346,0.49950,-0.10749
0.486027,-0.45279,0.45071,-0.10917
0.492028,-0.38957,0.47478,-0.11061
0.540030,-0.42790,0.53299,-0.11264
0.547031,-0.38668,0.45939,-0.11756
0.552031,-0.32341,0.41890,-0.11919
0.559032,-0.35300,0.48738,-0.12122
0.565032,-0.30492,0.43300,-0.12259
0.570032,-0.36022,0.38734,-0.12416
0.577033,-0.41607,0.34242,-0.12599
0.584033,-0.36650,0.39330,-0.12784
0.589033,-0.39719,0.45529,-0.12925
0.595034,-0.46676,0.47209,-0.13129
0.603034,-0.42242,0.52564,-0.13285
0.610034,-0.37106,0.47749,-0.13482
0.617035,-0.39557,0.41130,-0.13692
0.623035,-0.41857,0.47798,-0.13890
0.630036,-0.47134,0.43381,-0.14045
0.636036,-0.40387,0.41353,-0.14248
0.642036,-0.46775,0.38702,-0.14406
0.649037,-0.41391,0.42733,-0.14532
0.656037,-0.42400,0.35787,-0.14773
0.663037,-0.35563,0.36087,-0.14950
0.670038,-0.38791,0.42328,-0.15182
0.677038,-0.42098,0.48516,-0.15381
0.683039,-0.42562,0.41636,-0.15549
0.690039,-0.43582,0.48404,-0.15721
0.697039,-0.43372,0.41451,-0.15888
0.703040,-0.42913,0.34602,-0.16018
0.710040,-0.38632,0.40057,-0.16243
0.717041,-0.43470,0.35133,-0.16420
0.723041,-0.42122,0.41942,-0.16613
0.730041,-0.43856,0.48539,-0.16786
0.737042,-0.38158,0.44648,-0.16986
0.782044,-0.33158,0.49414,-0.17165
0.791045,-0.29592,0.41897,-0.17567
0.797045,-0.37056,0.40004,-0.17780
0.805046,-0.29807,0.37988,-0.17953
0.812046,-0.35307,0.43046,-0.18147
0.818046,-0.29559,0.38545,-0.18281
0.825047,-0.35110,0.43475,-0.18475
0.832047,-0.40746,0.38695,-0.18691
0.840048,-0.36315,0.44563,-0.18914
0.847048,-0.41459,0.39367,-0.19057
0.854048,-0.34181,0.38258,-0.19267
0.860049,-0.38795,0.43909,-0.19426
0.867049,-0.32781,0.40202,-0.19570
0.874050,-0.38170,0.45085,-0.19802
0.881050,-0.42558,0.39492,-0.19980
0.888050,-0.44691,0.46268,-0.20177
0.895051,-0.51807,0.47986,-0.20411
0.902051,-0.48529,0.41818,-0.20538
0.909052,-0.42733,0.45804,-0.20721
0.915052,-0.44877,0.39024,-0.20892
0.922052,-0.47227,0.32302,-0.21098
0.929053,-0.40381,0.34288,-0.21308
0.935053,-0.47146,0.36465,-0.21498
0.942053,-0.47630,0.43566,-0.21695
0.949054,-0.46455,0.36741,-0.21836
0.955054,-0.39508,0.37070,-0.22015
0.962055,-0.42976,0.43488,-0.22284
0.969055,-0.36724,0.40765,-0.22381
0.976055,-0.43233,0.37986,-0.22571
0.982056,-0.39263,0.43682,-0.22758
0.988056,-0.35382,0.49336,-0.22915
1.032059,-0.40002,0.44335,-0.23072
1.039059,-0.34626,0.51446,-0.23696
1.046059,-0.30162,0.57447,-0.23874
1.053060,-0.30316,0.49792,-0.24125
1.060060,-0.33424,0.56883,-0.24355
1.066061,-0.37699,0.51030,-0.24503
1.074061,-0.34141,0.44668,-0.24673
1.080061,-0.40464,0.48454,-0.24868
1.087062,-0.35561,0.43138,-0.25038
1.095062,-0.30626,0.37800,-0.25250
1.101063,-0.34427,0.43955,-0.25439
1.107063,-0.33721,0.50998,-0.25601
1.114063,-0.39018,0.46132,-0.25786
