acc_hum[rad/s2]  acc_exo[rad/s2]  vel_hum[rad/s]  vel_exo[rad/s]  theta_m[deg]  theta_c[deg]  theta_l[deg]
0.086  -0.000  0.003  -0.299  -184917.969  0.000  0.000
0.048  -0.000  -0.002  -0.299  -184917.969  0.000  0.000
0.017  -0.000  -0.005  -0.299  -184917.969  0.000  0.000
-0.080  -0.000  -0.008  -0.299  -184917.969  0.000  0.000
-0.098  -0.000  0.001  -0.299  -184917.969  0.000  0.000
0.025  -0.000  0.009  -0.299  -184917.969  0.000  0.000
0.103  -0.000  0.004  -0.299  -184917.969  0.000  0.000
0.137  -0.000  0.006  -0.299  -184917.969  0.000  0.000
0.090  -0.000  -0.002  -0.299  -184917.969  0.000  0.000
0.061  -0.000  0.003  -0.299  -184917.969  0.000  0.000
0.085  -0.000  0.006  -0.299  -184917.969  0.000  0.000
0.074  -0.000  -0.002  -0.299  -184917.969  0.000  0.000
0.025  -0.000  -0.004  -0.299  -184917.969  0.000  0.000
-0.018  -0.000  -0.000  -0.299  -184917.969  0.000  0.000
-0.154  -0.000  -0.012  -0.299  -184917.969  0.000  0.000
-0.181  -0.000  -0.005  -0.299  -184917.969  0.000  0.000
-0.094  -0.000  0.005  -0.299  -184917.969  0.000  0.000
-0.019  -0.000  0.008  -0.299  -184917.969  0.000  0.000
0.006  -0.000  -0.002  -0.299  -184917.969  0.000  0.000
-0.033  -0.000  -0.005  -0.299  -184917.969  0.000  0.000
-0.023  -0.000  -0.003  -0.299  -184917.969  0.000  0.000
0.014  -0.000  -0.004  -0.299  -184917.969  0.000  0.000
0.045  -0.000  0.003  -0.299  -184917.969  0.000  0.000
0.057  -0.000  0.003  -0.299  -184917.969  0.000  0.000
0.102  -0.000  0.006  -0.299  -184917.969  0.000  0.000
0.023  -0.000  -0.001  -0.299  -184917.969  0.000  0.000
-0.002  -0.000  0.002  -0.299  -184917.969  0.000  0.000
0.070  -0.000  0.009  -0.299  -184917.969  0.000  0.000
0.175  -0.000  0.012  -0.299  -184917.969  0.000  0.000
0.129  -0.000  -0.002  -0.299  -184917.969  0.000  0.000
0.097  -0.000  0.005  -0.299  -184917.969  0.000  0.000
0.032  -0.000  -0.001  -0.299  -184917.969  0.000  0.000
-0.037  -0.000  -0.001  -0.299  -184917.969  0.000  0.000
-0.125  -0.000  -0.012  -0.299  -184917.969  0.000  0.000
-0.161  -0.000  -0.006  -0.299  -184917.969  0.000  0.000
-0.155  -0.000  -0.003  -0.299  -184917.969  0.000  0.000
-0.142  -0.000  0.004  -0.299  -184917.969  0.000  0.000
-0.138  -0.000  -0.001  -0.299  -184917.969  0.000  0.000
-0.077  -0.000  0.001  -0.299  -184917.969  0.000  0.000
0.000  -0.000  -0.002  -0.299  -184917.969  0.000  0.000
-0.011  -0.000  -0.004  -0.299  -184917.969  0.000  0.000
0.043  -0.000  -0.001  -0.299  -184917.969  0.000  0.000
0.063  -0.000  -0.000  -0.299  -184917.969  0.000  0.000
0.077  -0.000  -0.002  -0.299  -184917.969  0.000  0.000
-0.015  -0.000  -0.007  -0.299  -184917.969  0.000  0.000
-0.030  -0.000  0.001  -0.299  -184917.969  0.000  0.000
-0.038  -0.000  -0.000  -0.299  -184917.969  0.000  0.000
-0.002  -0.000  -0.000  -0.299  -184917.969  0.000  0.000
-0.007  -0.000  -0.003  -0.299  -184917.969  0.000  0.000
0.048  -0.000  0.005  -0.299  -184917.969  0.000  0.000
0.048  -0.000  -0.000  -0.299  -184917.969  0.000  0.000
0.020  -0.000  -0.003  -0.299  -184917.969  0.000  0.000
0.034  -0.000  0.001  -0.299  -184917.969  0.000  0.000
0.031  -0.000  -0.002  -0.299  -184917.969  0.000  0.000
0.056  -0.000  0.004  -0.299  -184917.969  0.000  0.000
0.017  -0.000  0.001  -0.299  -184917.969  0.000  0.000
-0.025  -0.000  -0.007  -0.299  -184917.969  0.000  0.000
-0.062  -0.000  -0.007  -0.299  -184917.969  0.000  0.000
-0.095  -0.000  -0.008  -0.299  -184917.969  0.000  0.000
-0.083  -0.000  0.002  -0.299  -184917.969  0.000  0.000
-0.029  -0.000  0.001  -0.299  -184917.969  0.000  0.000
-0.004  -0.000  0.001  -0.299  -184917.969  0.000  0.000
-0.031  -0.000  -0.005  -0.299  -184917.969  0.000  0.000
-0.022  -0.000  -0.004  -0.299  -184917.969  0.000  0.000
-0.008  -0.000  0.000  -0.299  -184917.969  0.000  0.000
0.027  -0.000  -0.004  -0.299  -184917.969  0.000  0.000
0.039  -0.000  -0.005  -0.299  -184917.969  0.000  0.000
0.013  -0.000  -0.003  -0.299  -184917.969  0.000  0.000
-0.015  -0.000  -0.003  -0.299  -184917.969  0.000  0.000
-0.010  -0.000  0.005  -0.299  -184917.969  0.000  0.000
0.022  -0.000  0.001  -0.299  -184917.969  0.000  0.000
0.074  -0.000  0.005  -0.299  -184917.969  0.000  0.000
0.077  -0.000  -0.002  -0.299  -184917.969  0.000  0.000
-0.016  -0.000  -0.013  -0.299  -184917.969  0.000  0.000
-0.002  -0.000  0.002  -0.299  -184917.969  0.000  0.000
0.029  -0.000  0.002  -0.299  -184917.969  0.000  0.000
-0.028  -0.000  -0.009  -0.299  -184917.969  0.000  0.000
-0.085  -0.000  -0.008  -0.299  -184917.969  0.000  0.000
-0.064  -0.000  0.003  -0.299  -184917.969  0.000  0.000
-0.060  -0.000  0.000  -0.299  -184917.969  0.000  0.000
0.013  -0.000  0.004  -0.299  -184917.969  0.000  0.000
-0.004  -0.000  -0.007  -0.299  -184917.969  0.000  0.000
0.056  -0.000  -0.000  -0.299  -184917.969  0.000  0.000
0.045  -0.000  -0.005  -0.299  -184917.969  0.000  0.000
-0.007  -0.000  0.001  -0.299  -184917.969  0.000  0.000
0.085  -0.000  0.010  -0.299  -184917.969  0.000  0.000
0.121  -0.000  0.002  -0.299  -184917.969  0.000  0.000
0.071  -0.000  -0.000  -0.299  -184917.969  0.000  0.000
0.029  -0.000  0.002  -0.299  -184917.969  0.000  0.000
0.019  -0.000  -0.003  -0.299  -184917.969  0.000  0.000
-0.002  -0.000  -0.003  -0.299  -184917.969  0.000  0.000
-0.024  -0.000  -0.008  -0.299  -184917.969  0.000  0.000
-0.037  -0.000  0.004  -0.299  -184917.969  0.000  0.000
-0.030  -0.000  0.001  -0.299  -184917.969  0.000  0.000
-0.047  -0.000  0.003  -0.299  -184917.969  0.000  0.000
-0.059  -0.000  -0.001  -0.299  -184917.969  0.000  0.000
-0.008  -0.000  -0.002  -0.299  -184917.969  0.000  0.000
0.042  -0.000  0.005  -0.299  -184917.969  0.000  0.000
0.072  -0.000  0.005  -0.299  -184917.969  0.000  0.000
0.086  -0.000  0.000  -0.299  -184917.969  0.000  0.000
0.031  -0.000  -0.006  -0.299  -184917.969  0.000  0.000
0.010  -0.000  -0.000  -0.299  -184917.969  0.000  0.000
-0.023  -0.000  0.004  -0.299  -184917.969  0.000  0.000
-0.016  -0.000  -0.001  -0.299  -184917.969  0.000  0.000
-0.042  -0.000  -0.004  -0.299  -184917.969  0.000  0.000
-0.059  -0.000  -0.006  -0.299  -184917.969  0.000  0.000
-0.048  -0.000  0.002  -0.299  -184917.969  0.000  0.000
-0.057  -0.000  0.001  -0.299  -184917.969  0.000  0.000
-0.004  -0.000  0.003  -0.299  -184917.969  0.000  0.000
0.023  -0.000  -0.002  -0.299  -184917.969  0.000  0.000
0.020  -0.000  -0.002  -0.299  -184917.969  0.000  0.000
-0.085  -0.000  -0.013  -0.299  -184917.969  0.000  0.000
-0.059  -0.000  0.001  -0.299  -184917.969  0.000  0.000
-0.012  -0.000  -0.000  -0.299  -184917.969  0.000  0.000
-0.006  -0.000  -0.003  -0.299  -184917.969  0.000  0.000
-0.023  -0.000  -0.002  -0.299  -184917.969  0.000  0.000
-0.082  -0.000  -0.008  -0.299  -184917.969  0.000  0.000
-0.102  -0.000  -0.011  -0.299  -184917.969  0.000  0.000
-0.103  -0.000  -0.008  -0.299  -184917.969  0.000  0.000
-0.004  -0.000  0.005  -0.299  -184917.969  0.000  0.000
0.045  -0.000  0.002  -0.299  -184917.969  0.000  0.000
0.050  -0.000  -0.004  -0.299  -184917.969  0.000  0.000
-0.019  -0.000  -0.005  -0.299  -184917.969  0.000  0.000
-0.009  -0.000  -0.006  -0.299  -184917.969  0.000  0.000
0.000  -0.000  -0.006  -0.299  -184917.969  0.000  0.000
0.035  -0.000  -0.000  -0.299  -184917.969  0.000  0.000
0.022  -0.000  -0.008  -0.299  -184917.969  0.000  0.000
-0.044  -0.000  -0.012  -0.299  -184917.969  0.000  0.000
-0.070  -0.000  -0.002  -0.299  -184917.969  0.000  0.000
-0.104  -0.000  -0.005  -0.299  -184917.969  0.000  0.000
0.003  -0.000  0.005  -0.299  -184917.969  0.000  0.000
0.042  -0.000  -0.004  -0.299  -184917.969  0.000  0.000
0.076  -0.000  0.001  -0.299  -184917.969  0.000  0.000
0.126  -0.000  0.006  -0.299  -184917.969  0.000  0.000
0.133  -0.000  0.002  -0.299  -184917.969  0.000  0.000
0.143  -0.000  0.004  -0.299  -184917.969  0.000  0.000
0.137  -0.000  -0.004  -0.299  -184917.969  0.000  0.000
0.154  -0.000  0.009  -0.299  -184917.969  0.000  0.000
0.139  -0.000  0.012  -0.299  -184917.969  0.000  0.000
0.108  -0.000  0.002  -0.299  -184917.969  0.000  0.000
0.046  -0.000  0.001  -0.299  -184917.969  0.000  0.000
-0.025  -0.000  -0.011  -0.299  -184917.969  0.000  0.000
-0.145  -0.000  -0.012  -0.299  -184917.969  0.000  0.000
-0.164  -0.000  -0.003  -0.299  -184917.969  0.000  0.000
-0.122  -0.000  0.002  -0.299  -184917.969  0.000  0.000
-0.094  -0.000  0.003  -0.299  -184917.969  0.000  0.000
-0.110  -0.000  -0.007  -0.299  -184917.969  0.000  0.000
-0.121  -0.000  0.001  -0.299  -184917.969  0.000  0.000
-0.074  -0.000  -0.003  -0.299  -184917.969  0.000  0.000
0.013  -0.000  -0.002  -0.299  -184917.969  0.000  0.000
0.046  -0.000  -0.003  -0.299  -184917.969  0.000  0.000
0.073  -0.000  -0.004  -0.299  -184917.969  0.000  0.000
0.037  -0.000  -0.001  -0.299  -184917.969  0.000  0.000
-0.030  -0.000  -0.003  -0.299  -184917.969  0.000  0.000
-0.060  -0.000  -0.006  -0.299  -184917.969  0.000  0.000
-0.048  -0.000  -0.005  -0.299  -184917.969  0.000  0.000
0.010  -0.000  0.001  -0.299  -184917.969  0.000  0.000
0.052  -0.000  0.010  -0.299  -184917.969  0.000  0.000
0.070  -0.000  -0.001  -0.299  -184917.969  0.000  0.000
0.113  -0.000  0.008  -0.299  -184917.969  0.000  0.000
0.088  -0.000  -0.003  -0.299  -184917.969  0.000  0.000
0.017  -0.000  -0.010  -0.299  -184917.969  0.000  0.000
-0.042  -0.000  -0.009  -0.299  -184917.969  0.000  0.000
-0.006  -0.000  0.004  -0.299  -184917.969  0.000  0.000
-0.024  -0.000  -0.003  -0.299  -184917.969  0.000  0.000
-0.118  -0.000  -0.012  -0.299  -184917.969  0.000  0.000
-0.151  -0.000  -0.004  -0.299  -184917.969  0.000  0.000
-0.151  -0.000  -0.005  -0.299  -184917.969  0.000  0.000
-0.075  -0.000  -0.003  -0.299  -184917.969  0.000  0.000
-0.025  -0.000  0.002  -0.299  -184917.969  0.000  0.000
0.053  -0.000  -0.003  -0.299  -184917.969  0.000  0.000
0.078  -0.000  -0.001  -0.299  -184917.969  0.000  0.000
0.045  -0.000  -0.002  -0.299  -184917.969  0.000  0.000
0.061  -0.000  0.006  -0.299  -184917.969  0.000  0.000
0.086  -0.000  -0.004  -0.299  -184917.969  0.000  0.000
0.098  -0.000  -0.001  -0.299  -184917.969  0.000  0.000
0.037  -0.000  -0.002  -0.299  -184917.969  0.000  0.000
0.032  -0.000  0.000  -0.299  -184917.969  0.000  0.000
-0.013  -0.000  -0.005  -0.299  -184917.969  0.000  0.000
-0.015  -0.000  0.001  -0.299  -184917.969  0.001  0.000
0.043  -0.000  0.005  -0.299  -184917.969  0.001  0.000
0.015  -0.000  -0.002  -0.299  -184917.969  0.001  0.000
-0.023  -0.000  -0.006  -0.299  -184917.969  0.001  0.000
-0.051  -0.000  -0.004  -0.299  -184917.969  0.001  0.000
0.028  -0.000  0.004  -0.299  -184917.969  0.001  0.000
0.034  -0.000  0.004  -0.299  -184917.969  0.001  0.000
0.057  -0.000  0.004  -0.299  -184917.969  0.001  0.000
0.047  -0.000  0.001  -0.299  -184917.969  0.001  0.000
0.027  -0.000  -0.004  -0.299  -184917.969  0.001  0.000
-0.010  -0.000  -0.001  -0.299  -184917.969  0.001  0.000
-0.026  -0.000  -0.003  -0.299  -184917.969  0.001  0.000
0.004  -0.000  -0.002  -0.299  -184917.969  0.001  0.000
-0.012  -0.000  -0.002  -0.299  -184917.969  0.001  0.000
-0.071  -0.000  -0.005  -0.299  -184917.969  0.001  0.000
-0.129  -0.000  -0.007  -0.299  -184917.969  0.001  0.000
-0.088  -0.000  -0.000  -0.299  -184917.969  0.001  0.000
-0.035  -0.000  0.002  -0.299  -184917.969  0.001  0.000
0.010  -0.000  -0.000  -0.299  -184917.969  0.001  0.000
0.056  -0.000  0.003  -0.299  -184917.969  0.001  0.000
0.065  -0.000  0.002  -0.299  -184917.969  0.001  0.000
0.104  -0.000  0.005  -0.299  -184917.969  0.001  0.000
0.117  -0.000  0.005  -0.299  -184917.969  0.001  0.000
0.110  -0.000  0.001  -0.299  -184917.969  0.001  0.000
0.142  -0.000  0.009  -0.299  -184917.969  0.001  0.000
0.056  -0.000  -0.007  -0.299  -184917.969  0.001  0.000
-0.059  -0.000  -0.009  -0.299  -184917.969  0.001  0.000
-0.112  -0.000  -0.007  -0.299  -184927.938  0.001  0.000
-0.081  -0.000  0.004  -0.299  -184933.172  0.001  0.000
-0.050  -0.000  0.007  -0.299  -184934.609  0.001  0.000
-0.018  -0.000  0.005  -0.299  -184932.891  0.001  0.000
-0.010  -0.000  0.002  -0.299  -184930.797  0.000  0.000
0.008  -0.000  -0.000  -0.299  -184927.500  0.000  0.000
0.001  -0.000  -0.005  -0.299  -184925.516  0.000  0.000
-0.021  -0.000  -0.005  -0.299  -184925.859  0.000  0.000
0.042  -0.000  -0.001  -0.299  -184920.563  0.000  0.000
0.090  -0.000  0.013  -0.299  -184912.031  0.000  0.000
0.029  -0.000  0.001  -0.299  -184910.609  0.000  0.000
-0.020  -0.000  0.002  -0.299  -184913.891  0.000  0.000
-0.085  -0.000  -0.012  -0.299  -184922.328  0.000  0.000
-0.057  -0.000  -0.002  -0.299  -184926.516  0.000  0.000
-0.086  -0.000  -0.011  -0.299  -184932.438  0.000  0.000
-0.092  -0.000  -0.007  -0.299  -184937.719  0.000  0.000
-0.035  -0.000  0.005  -0.299  -184936.891  0.000  0.000
-0.022  -0.000  0.004  -0.299  -184935.047  0.000  0.000
-0.081  -0.000  -0.007  -0.299  -184938.875  0.000  0.000
-0.130  -0.000  -0.010  -0.299  -184946.281  0.000  0.000
0.010  -0.000  0.004  -0.299  -184939.703  0.000  0.000
0.042  -0.000  -0.002  -0.299  -184931.625  0.000  0.000
0.093  -0.000  -0.001  -0.299  -184920.625  0.000  0.000
0.124  -0.000  0.012  -0.299  -184909.016  0.000  0.000
0.147  -0.000  0.003  -0.299  -184897.766  0.000  0.000
0.070  -0.000  -0.002  -0.299  -184895.625  0.000  0.000
0.016  -0.000  -0.001  -0.299  -184898.734  0.000  0.000
0.100  -0.000  0.010  -0.299  -184893.656  0.000  0.000
0.144  -0.000  0.005  -0.299  -184885.703  0.000  0.000
0.118  -0.000  0.006  -0.299  -184881.703  0.000  0.000
0.021  -0.000  -0.000  -0.299  -184887.125  0.000  0.000
-0.036  -0.000  -0.008  -0.299  -184896.500  0.000  0.000
-0.103  -0.000  -0.005  -0.299  -184910.016  0.000  0.000
-0.078  -0.000  0.009  -0.299  -184918.563  0.000  0.000
-0.009  -0.000  0.004  -0.299  -184919.234  0.000  0.000
-0.007  -0.000  0.000  -0.299  -184919.578  0.000  0.000
-0.104  -0.000  -0.011  -0.299  -184928.563  0.000  0.000
-0.166  -0.000  -0.008  -0.299  -184941.219  0.000  0.000
-0.130  -0.000  -0.006  -0.299  -184948.109  0.000  0.000
-0.043  -0.000  0.007  -0.299  -184945.891  0.000  0.000
0.017  -0.000  0.001  -0.299  -184938.781  0.000  0.000
0.041  -0.000  0.001  -0.299  -184930.938  0.000  0.000
-0.012  -0.000  -0.002  -0.299  -184929.391  0.000  0.000
-0.068  -0.000  -0.006  -0.299  -184933.188  0.000  0.000
0.021  -0.000  0.002  -0.299  -184928.297  0.000  0.000
0.039  -0.000  -0.005  -0.299  -184922.734  0.000  0.000
0.069  -0.000  -0.001  -0.299  -184915.688  0.000  0.000
-0.005  -0.000  -0.005  -0.299  -184916.594  0.000  0.000
-0.020  -0.000  0.002  -0.299  -184918.672  0.000  0.000
-0.070  -0.000  -0.004  -0.299  -184924.734  0.000  0.000
0.003  -0.000  0.003  -0.299  -184923.125  0.000  0.000
-0.040  -0.000  -0.012  -0.299  -184925.688  0.000  0.000
-0.085  -0.000  -0.014  -0.299  -184931.719  0.000  0.000
-0.065  -0.000  -0.002  -0.299  -184934.719  0.000  0.000
-0.072  -0.000  -0.002  -0.299  -184937.797  0.000  0.000
-0.030  -0.000  -0.003  -0.299  -184936.516  0.000  0.000
-0.067  -0.000  -0.009  -0.299  -184938.797  0.000  0.000
-0.044  -0.000  -0.004  -0.299  -184938.578  0.000  0.000
-0.009  -0.000  0.002  -0.299  -184935.234  0.000  0.000
0.049  -0.000  -0.001  -0.299  -184927.406  0.000  0.000
0.111  -0.000  0.006  -0.299  -184915.672  0.000  0.000
0.221  -0.000  0.009  -0.299  -184896.438  0.000  0.000
0.148  -0.000  -0.005  -0.299  -184887.594  0.000  0.000
0.067  -0.000  -0.002  -0.299  -184887.750  0.000  0.000
0.052  -0.000  -0.003  -0.299  -184889.172  0.000  0.000
0.021  -0.000  -0.005  -0.299  -184893.094  0.000  0.000
-0.014  -0.000  -0.006  -0.299  -184899.344  0.000  0.000
-0.086  -0.000  -0.005  -0.299  -184910.781  0.000  0.000
-0.146  -0.000  -0.008  -0.299  -184925.203  0.000  0.000
-0.159  -0.000  -0.008  -0.299  -184937.938  0.000  0.000
-0.211  -0.000  -0.013  -0.299  -184952.688  0.000  0.000
-0.133  -0.000  -0.002  -0.299  -184957.563  0.000  0.000
-0.027  -0.000  -0.002  -0.299  -184952.016  0.000  0.000
0.001  -0.000  -0.001  -0.299  -184945.109  0.000  0.000
0.045  -0.000  -0.001  -0.299  -184935.688  0.000  0.000
0.068  -0.000  -0.003  -0.299  -184926.078  0.000  0.000
0.072  -0.000  -0.004  -0.299  -184918.047  0.000  0.000
0.067  -0.000  -0.004  -0.299  -184912.078  0.000  0.000
0.129  -0.000  0.007  -0.299  -184901.766  0.000  0.000
0.113  -0.000  -0.001  -0.299  -184895.000  0.000  0.000
0.069  -0.000  -0.004  -0.299  -184893.453  0.000  0.000
-0.001  -0.000  -0.003  -0.299  -184898.438  0.000  0.000
0.031  -0.000  0.004  -0.299  -184899.609  0.000  0.000
0.047  -0.000  0.002  -0.299  -184899.109  0.000  0.000
0.010  -0.000  -0.007  -0.299  -184902.031  0.000  0.000
0.016  -0.000  -0.001  -0.299  -184903.781  0.000  0.000
0.016  -0.000  0.001  -0.299  -184905.250  0.000  0.000
0.011  -0.000  0.002  -0.299  -184906.875  0.000  0.000
0.017  -0.000  0.006  -0.299  -184907.609  0.000  0.000
0.037  -0.000  -0.004  -0.299  -184906.375  0.000  0.000
0.021  -0.000  -0.002  -0.299  -184906.813  0.000  0.000
0.019  -0.000  0.003  -0.299  -184907.406  0.000  0.000
0.030  -0.000  0.006  -0.299  -184906.859  0.000  0.000
0.084  -0.000  0.007  -0.299  -184901.609  0.000  0.000
0.084  -0.000  -0.000  -0.299  -184897.391  0.000  0.000
0.019  -0.000  -0.001  -0.299  -184899.828  0.000  0.000
-0.052  -0.000  -0.008  -0.299  -184908.078  0.000  0.000
-0.037  -0.000  0.003  -0.299  -184913.328  0.000  0.000
-0.046  -0.000  -0.001  -0.299  -184918.391  0.000  0.000
-0.042  -0.000  -0.004  -0.299  -184922.016  0.000  0.000
-0.133  -0.000  -0.012  -0.299  -184933.078  0.000  0.000
-0.187  -0.000  -0.009  -0.299  -184946.672  0.000  0.000
-0.185  -0.000  -0.007  -0.299  -184957.344  0.000  0.000
-0.111  -0.000  0.001  -0.299  -184959.359  0.000  0.000
-0.022  -0.000  0.001  -0.299  -184953.000  0.000  0.000
0.020  -0.000  0.000  -0.299  -184944.203  0.000  0.000
0.009  -0.000  -0.009  -0.299  -184938.125  0.000  0.000
-0.017  -0.000  -0.004  -0.299  -184935.563  0.000  0.000
0.055  -0.000  0.000  -0.299  -184927.125  0.000  0.000
0.093  -0.000  -0.000  -0.299  -184917.000  0.000  0.000
0.100  -0.000  -0.002  -0.299  -184908.313  0.000  0.000
0.031  -0.000  -0.006  -0.299  -184907.469  0.000  0.000
-0.013  -0.000  -0.004  -0.299  -184910.750  0.000  0.000
-0.013  -0.000  0.003  -0.299  -184913.359  0.000  0.000
0.009  -0.000  -0.001  -0.299  -184913.453  0.000  0.000
0.028  -0.000  -0.002  -0.299  -184911.922  0.000  0.000
0.049  -0.000  -0.001  -0.299  -184908.813  0.000  0.000
-0.009  -0.000  -0.005  -0.299  -184911.422  0.000  0.000
-0.034  -0.000  -0.004  -0.299  -184915.734  0.000  0.000
-0.000  -0.000  0.001  -0.299  -184916.219  0.000  0.000
0.007  -0.000  -0.003  -0.299  -184915.938  0.000  0.000
-0.035  -0.000  -0.010  -0.299  -184919.453  0.000  0.000
-0.051  -0.000  -0.002  -0.299  -184923.719  0.000  0.000
-0.092  -0.000  -0.008  -0.299  -184930.766  0.000  0.000
-0.059  -0.000  -0.004  -0.299  -184933.438  0.000  0.000
-0.006  -0.000  0.002  -0.299  -184930.906  0.000  0.000
0.028  -0.000  0.002  -0.299  -184925.859  0.000  0.000
0.053  -0.000  -0.001  -0.299  -184919.578  0.000  0.000
0.034  -0.000  -0.004  -0.299  -184916.188  0.000  0.000
0.082  -0.000  0.007  -0.299  -184909.281  0.000  0.000
0.140  -0.000  0.005  -0.299  -184898.516  0.000  0.000
0.236  -0.000  0.017  -0.299  -184881.359  0.000  0.000
0.224  -0.000  0.010  -0.299  -184868.797  0.000  0.000
0.166  -0.000  -0.002  -0.299  -184863.922  0.000  0.000
0.076  -0.000  -0.001  -0.299  -184868.016  0.000  0.000
0.007  -0.000  -0.001  -0.299  -184877.469  0.000  0.000
0.005  -0.000  0.004  -0.299  -184885.203  0.000  0.000
0.011  -0.000  0.006  -0.299  -184890.797  0.000  0.000
-0.026  -0.000  0.002  -0.299  -184898.609  0.000  0.000
-0.126  -0.000  -0.004  -0.299  -184913.750  0.000  0.000
-0.161  -0.000  -0.006  -0.299  -184928.922  0.000  0.000
-0.161  -0.000  -0.006  -0.299  -184928.922  0.000  0.000
-0.184  -0.000  -0.004  -0.299  -184943.156  0.000  0.000
-0.184  -0.000  -0.004  -0.299  -184943.156  0.000  0.000
-0.184  -0.000  -0.004  -0.299  -184943.156  0.000  0.000
-0.191  -0.000  -0.017  -0.299  -184955.078  0.000  0.000
-0.191  -0.000  -0.017  -0.299  -184955.078  0.000  0.000
-0.136  -0.000  -0.005  -0.299  -184959.734  0.000  0.000
-0.136  -0.000  -0.005  -0.299  -184959.734  0.000  0.000
-0.086  -0.000  0.006  -0.299  -184959.000  0.000  0.000
-0.086  -0.000  0.006  -0.299  -184959.000  0.000  0.000
-0.064  -0.000  0.001  -0.299  -184956.484  0.000  0.000
-0.064  -0.000  0.001  -0.299  -184956.484  0.000  0.000
-0.061  -0.000  -0.002  -0.299  -184954.203  0.000  0.000
-0.061  -0.000  -0.002  -0.299  -184954.203  0.000  0.000
-0.052  -0.000  -0.007  -0.299  -184951.563  0.000  0.000
-0.052  -0.000  -0.007  -0.299  -184951.563  0.000  0.000
-0.031  -0.000  -0.010  -0.299  -184947.625  0.000  0.000
-0.031  -0.000  -0.010  -0.299  -184947.625  0.000  0.000
-0.018  -0.000  -0.010  -0.299  -184943.313  0.000  0.000
0.094  -0.000  0.013  -0.299  -184929.859  0.000  0.000
0.146  -0.000  0.008  -0.299  -184914.469  0.000  0.000
0.098  -0.000  -0.009  -0.299  -184906.484  0.000  0.000
-0.007  -0.000  -0.004  -0.299  -184909.406  0.000  0.000
-0.064  -0.000  -0.008  -0.299  -184916.828  0.000  0.000
-0.055  -0.000  -0.010  -0.299  -184921.984  0.000  0.000
-0.006  -0.000  -0.000  -0.299  -184921.719  0.000  0.000
