acc_hum[rad/s2]  acc_exo[rad/s2]  vel_hum[rad/s]  vel_exo[rad/s]  jerk_hum[rad/s3]  jerk_exo[rad/s3]  vel_motor[rad/s]  exo_Vel[rad/s]  actual_Vel[rad/s]  T_Sea[N.m]  theta_c[rad]  theta_l[rad]
-10.947  0.003  0.073  0.001  -27.934  0.084  -3303.055  0.000  0.000  0.000  0.000  0.000
-11.183  0.003  -0.029  0.001  -28.129  0.070  -3274.023  0.000  0.000  0.000  0.000  0.000
-11.418  -0.023  -0.133  -0.001  -28.286  -0.355  -3248.339  0.000  0.000  0.000  0.000  0.000
-11.551  0.009  -0.233  0.001  -26.791  0.204  -3202.325  0.000  0.000  0.000  0.000  0.000
-11.598  -0.024  -0.328  -0.001  -24.126  -0.359  -3097.778  0.000  0.000  0.000  0.000  0.000
-11.559  0.009  -0.418  0.001  -20.408  0.218  -2939.124  0.000  0.000  0.000  0.000  0.000
-11.777  0.010  -0.524  0.001  -21.290  0.207  -2832.021  0.000  0.000  0.000  0.000  0.000
-12.045  -0.025  -0.635  -0.001  -22.842  -0.379  -2772.921  0.000  0.000  0.000  0.000  0.000
-12.303  -0.014  -0.748  -0.001  -24.051  -0.160  -2755.979  0.000  0.000  0.000  0.000  0.000
-12.639  0.038  -0.867  0.002  -26.347  0.693  -2806.166  0.000  0.000  0.000  0.000  0.000
-13.066  -0.020  -0.995  -0.001  -29.801  -0.322  -2909.312  0.000  0.000  0.000  0.000  0.000
-13.455  -0.020  -1.124  -0.001  -32.219  -0.284  -3046.580  0.000  0.000  0.000  0.000  0.000
-13.792  0.013  -1.253  0.001  -33.485  0.283  -3192.837  0.000  0.000  0.000  0.000  0.000
-13.985  0.042  -1.375  0.003  -32.292  0.706  -3289.053  0.000  0.000  0.000  0.000  0.000
-14.170  -0.083  -1.498  -0.005  -31.116  -1.378  -3309.889  0.000  0.000  0.000  0.000  0.000
-14.212  0.050  -1.614  0.003  -27.799  0.930  -3285.187  0.000  0.000  0.000  0.000  0.000
-14.397  0.008  -1.740  0.001  -27.200  0.130  -3240.630  0.000  0.000  0.000  0.000  0.000
-14.460  -0.022  -1.859  -0.001  -24.728  -0.369  -3142.509  0.000  0.000  0.000  0.000  0.000
-14.578  0.013  -1.982  0.001  -23.461  0.240  -3044.401  0.000  0.000  0.000  0.000  0.000
-14.411  0.008  -2.088  0.001  -17.775  0.144  -2837.142  0.000  0.000  0.000  0.000  0.000
-14.112  -0.020  -2.185  -0.001  -10.714  -0.334  -2506.350  0.000  0.000  0.000  0.000  0.000
-13.581  -0.018  -2.264  -0.001  -0.853  -0.261  -2021.897  0.000  0.000  0.000  0.000  0.000
-12.765  0.042  -2.322  0.002  12.319  0.737  -1353.546  0.000  0.000  0.000  0.000  0.000
-12.083  -0.021  -2.382  -0.001  21.642  -0.360  -594.633  0.000  0.000  0.000  0.000  0.000
-11.297  -0.049  -2.429  -0.003  31.454  -0.774  237.876  0.000  0.000  0.000  0.000  0.000
-10.511  0.020  -2.470  0.001  40.010  0.429  1077.977  0.000  0.000  0.000  0.000  0.000
-9.741  0.014  -2.506  0.001  47.204  0.289  1912.793  0.000  0.000  0.000  0.000  0.000
-9.064  0.016  -2.542  0.001  51.996  0.285  2687.595  0.000  0.000  0.000  0.000  0.000
-8.191  0.012  -2.560  0.001  59.309  0.174  3472.508  0.000  0.000  0.000  0.000  0.000
-7.326  0.036  -2.571  0.002  65.548  0.538  4234.637  0.000  0.000  0.000  0.000  0.000
-6.424  0.006  -2.574  0.001  71.587  -0.006  4987.070  0.000  0.000  0.000  0.000  0.000
-5.598  -0.086  -2.573  -0.005  75.642  -1.474  5700.418  0.000  0.000  0.000  0.000  0.000
-4.778  0.013  -2.567  0.001  79.091  0.295  6322.741  0.000  0.000  0.000  0.000  0.000
-4.058  0.011  -2.560  0.000  80.484  0.226  6852.467  0.000  0.000  0.000  0.000  0.000
-2.146  0.044  -2.473  0.003  100.769  0.717  7723.954  0.000  0.000  0.000  0.000  0.000
-1.630  0.030  -2.458  0.002  96.125  0.403  8320.952  0.000  0.000  0.000  0.000  0.000
-0.970  -0.028  -2.430  -0.001  94.383  -0.568  8773.033  0.000  0.000  0.000  0.000  0.000
-0.195  0.004  -2.389  0.000  94.701  0.010  9133.393  0.000  0.000  0.000  0.000  0.000
0.460  -0.023  -2.350  -0.001  93.058  -0.428  9390.959  0.000  0.000  0.000  0.000  0.000
1.139  0.002  -2.304  0.000  92.015  0.029  9567.070  0.000  0.000  0.000  0.000  0.000
1.854  0.010  -2.250  0.001  91.677  0.160  9698.560  0.000  0.000  0.000  0.000  0.000
2.358  -0.052  -2.203  -0.003  88.012  -0.855  9736.100  0.000  0.000  0.000  0.000  0.000
2.924  0.039  -2.149  0.002  85.797  0.711  9694.221  0.000  0.000  0.000  0.000  0.000
3.400  0.007  -2.096  0.001  82.433  0.105  9594.141  0.000  0.000  0.000  0.000  0.000
3.737  0.032  -2.048  0.002  77.270  0.498  9392.951  0.000  0.000  0.000  0.000  0.000
4.101  -0.030  -1.995  -0.001  73.198  -0.554  9156.004  0.000  0.000  0.000  0.000  0.000
4.340  -0.019  -1.947  -0.001  67.665  -0.321  8839.356  0.000  0.000  0.000  0.000  0.000
4.515  0.037  -1.902  0.002  61.800  0.618  8441.501  0.000  0.000  0.000  0.000  0.000
4.776  -0.004  -1.849  0.000  58.061  -0.117  8050.314  0.000  0.000  0.000  0.000  0.000
4.944  0.005  -1.801  0.001  53.324  0.043  7629.275  0.000  0.000  0.000  0.000  0.000
5.219  0.000  -1.744  0.000  50.894  -0.033  7239.502  0.000  0.000  0.000  0.000  0.000
5.439  0.005  -1.688  0.001  47.905  0.045  6859.973  0.000  0.000  0.000  0.000  0.000
5.424  0.004  -1.646  0.001  41.535  0.024  6414.199  0.000  0.000  0.000  0.000  0.000
5.625  -0.000  -1.590  0.000  39.430  -0.048  6011.850  0.000  0.000  0.000  0.000  0.000
5.566  -0.029  -1.549  -0.001  33.433  -0.503  5562.374  0.000  0.000  0.000  0.000  0.000
5.446  0.002  -1.511  0.000  27.243  0.058  5056.380  0.000  0.000  0.000  0.000  0.000
5.301  0.032  -1.477  0.002  21.428  0.537  4514.810  0.000  0.000  0.000  0.000  0.000
5.279  -0.032  -1.436  -0.002  18.339  -0.555  4028.368  0.000  0.000  0.000  0.000  0.000
5.309  0.037  -1.392  0.002  16.468  0.622  3580.896  0.000  0.000  0.000  0.000  0.000
5.300  -0.033  -1.350  -0.002  14.215  -0.584  3190.010  0.000  0.000  0.000  0.000  0.000
5.348  0.003  -1.305  0.000  13.161  0.065  2844.769  0.000  0.000  0.000  0.000  0.000
5.522  0.032  -1.251  0.002  14.260  0.527  2586.956  0.000  0.000  0.000  0.000  0.000
5.812  -0.004  -1.189  0.000  17.079  -0.119  2453.393  0.000  0.000  0.000  0.000  0.000
6.174  -0.003  -1.119  0.000  20.680  -0.085  2426.992  0.000  0.000  0.000  0.000  0.000
6.650  -0.007  -1.040  -0.000  25.656  -0.140  2518.321  0.000  0.000  0.000  0.000  0.000
6.918  -0.030  -0.970  -0.001  26.660  -0.489  2618.859  0.000  0.000  0.000  0.000  0.000
7.196  0.034  -0.898  0.002  27.701  0.590  2707.200  0.000  0.000  0.000  0.000  0.000
7.317  -0.006  -0.833  0.000  26.085  -0.115  2751.686  0.000  0.000  0.000  0.000  0.000
7.715  -0.002  -0.749  0.000  29.114  -0.042  2854.180  0.000  0.000  0.000  0.000  0.000
7.984  -0.058  -0.671  -0.003  29.690  -0.930  2961.745  0.000  0.000  0.000  0.000  0.000
8.346  0.007  -0.584  0.000  31.686  0.218  3076.145  0.000  0.000  0.000  0.000  0.000
9.121  -0.020  -0.469  -0.001  40.032  -0.229  3361.186  0.000  0.000  0.000  0.000  0.000
9.927  0.012  -0.346  0.001  47.800  0.310  3755.619  0.000  0.000  0.000  0.000  0.000
10.840  0.034  -0.209  0.002  56.294  0.621  4257.011  0.000  0.000  0.000  0.000  0.000
11.667  -0.056  -0.071  -0.003  62.316  -0.908  4814.708  0.000  0.000  0.000  0.000  0.000
12.366  -0.013  0.066  -0.001  65.525  -0.102  5320.991  0.000  0.000  0.000  0.000  0.000
13.119  0.013  0.212  0.000  69.176  0.328  5801.471  0.000  0.000  0.000  0.000  0.000
13.999  0.011  0.372  0.000  74.406  0.257  6303.926  0.000  0.000  0.000  0.000  0.000
12.005  0.011  0.360  0.000  32.973  0.233  5776.618  0.000  0.000  0.000  0.000  0.000
13.004  -0.020  0.518  -0.001  44.746  -0.296  5626.921  0.000  0.000  0.000  0.000  0.000
13.788  0.013  0.671  0.001  51.558  0.265  5652.157  0.000  0.000  0.000  0.000  0.000
14.475  -0.017  0.824  -0.001  55.951  -0.250  5778.320  0.000  0.000  0.000  0.000  0.000
15.090  -0.042  0.979  -0.003  58.633  -0.613  5944.590  0.000  0.000  0.000  0.000  0.000
15.345  0.049  1.115  0.002  55.204  0.912  5978.904  0.000  0.000  0.000  0.000  0.000
15.843  -0.018  1.269  -0.001  56.106  -0.264  6043.463  0.000  0.000  0.000  0.000  0.000
16.099  -0.011  1.412  -0.001  53.026  -0.126  6024.125  0.000  0.000  0.000  0.000  0.000
16.376  0.018  1.558  0.001  50.671  0.359  5949.020  0.000  0.000  0.000  0.000  0.000
16.561  -0.014  1.701  -0.001  47.143  -0.210  5818.122  0.000  0.000  0.000  0.000  0.000
16.591  0.046  1.835  0.002  41.594  0.782  5574.982  0.000  0.000  0.000  0.000  0.000
16.494  -0.077  1.962  -0.005  34.703  -1.288  5255.756  0.000  0.000  0.000  0.000  0.000
16.496  0.051  2.094  0.002  30.308  0.933  4870.416  0.000  0.000  0.000  0.000  0.000
16.299  -0.010  2.213  -0.001  23.268  -0.160  4420.253  0.000  0.000  0.000  0.000  0.000
15.947  0.015  2.322  0.001  14.665  0.246  3861.775  0.000  0.000  0.000  0.000  0.000
15.486  0.015  2.421  0.001  5.412  0.223  3208.287  0.000  0.000  0.000  0.000  0.000
14.807  -0.016  2.502  -0.001  -6.146  -0.301  2434.306  0.000  0.000  0.000  0.000  0.000
14.071  0.014  2.575  0.001  -17.138  0.217  1561.820  0.000  0.000  0.000  0.000  0.000
13.366  0.070  2.643  0.004  -26.231  1.080  648.272  0.000  0.000  0.000  0.000  0.000
12.822  -0.026  2.716  -0.001  -31.573  -0.591  -177.784  0.000  0.000  0.000  0.000  0.000
12.074  -0.022  2.772  -0.001  -39.499  -0.451  -1017.787  0.000  0.000  0.000  0.000  0.000
9.021  -0.046  2.678  -0.003  -83.289  -0.779  -2666.705  0.000  0.000  0.000  0.000  0.000
8.342  0.045  2.707  0.002  -83.496  0.776  -4011.454  0.000  0.000  0.000  0.000  0.000
7.814  0.009  2.741  0.001  -81.257  0.105  -5026.474  0.000  0.000  0.000  0.000  0.000
7.178  0.008  2.764  0.001  -81.027  0.068  -5832.114  0.000  0.000  0.000  0.000  0.000
6.389  0.005  2.772  0.000  -83.283  0.017  -6525.964  0.000  0.000  0.000  0.000  0.000
5.490  -0.022  2.767  -0.001  -87.015  -0.423  -7158.062  0.000  0.000  0.000  0.000  0.000
4.505  0.039  2.749  0.002  -91.630  0.618  -7781.764  0.000  0.000  0.000  0.000  0.000
3.549  0.005  2.725  0.001  -95.192  -0.013  -8351.271  0.000  0.000  0.000  0.000  0.000
2.762  0.002  2.705  0.001  -95.607  -0.048  -8815.381  0.000  0.000  0.000  0.000  0.000
2.069  0.002  2.683  0.000  -94.448  -0.052  -9160.452  0.000  0.000  0.000  0.000  0.000
0.345  0.006  2.592  0.001  -109.947  0.018  -9785.030  0.000  0.000  0.000  0.000  0.000
-0.050  -0.059  2.570  -0.003  -102.196  -1.027  -10095.629  0.000  0.000  0.000  0.000  0.000
-0.624  0.011  2.534  0.001  -98.301  0.229  -10274.643  0.000  0.000  0.000  0.000  0.000
-1.220  0.009  2.492  0.001  -95.253  0.172  -10348.730  0.000  0.000  0.000  0.000  0.000
-2.419  -0.022  2.407  -0.001  -102.244  -0.355  -10557.420  0.000  0.000  0.000  0.000  0.000
-2.703  -0.019  2.370  -0.001  -93.698  -0.253  -10534.189  0.000  0.000  0.000  0.000  0.000
-3.646  -0.016  2.289  -0.001  -96.792  -0.171  -10586.377  0.000  0.000  0.000  0.000  0.000
-3.890  -0.012  2.245  -0.001  -88.317  -0.085  -10439.439  0.000  0.000  0.000  0.000  0.000
-4.144  0.019  2.198  0.001  -81.074  0.418  -10166.920  0.000  0.000  0.000  0.000  0.000
-4.473  0.012  2.144  0.000  -75.952  0.253  -9832.057  0.000  0.000  0.000  0.000  0.000
-4.633  0.011  2.099  0.001  -68.798  0.208  -9403.488  0.000  0.000  0.000  0.000  0.000
-5.062  0.013  2.035  0.001  -66.847  0.217  -9017.510  0.000  0.000  0.000  0.000  0.000
-5.662  0.013  1.957  0.001  -67.893  0.177  -8732.063  0.000  0.000  0.000  0.000  0.000
-5.972  -0.019  1.892  -0.001  -64.172  -0.360  -8412.986  0.000  0.000  0.000  0.000  0.000
-6.347  0.009  1.821  0.001  -61.951  0.136  -8115.390  0.000  0.000  0.000  0.000  0.000
-6.757  0.009  1.744  0.001  -60.583  0.118  -7846.763  0.000  0.000  0.000  0.000  0.000
-7.104  0.009  1.669  0.001  -58.375  0.102  -7582.453  0.000  0.000  0.000  0.000  0.000
-7.478  -0.049  1.588  -0.003  -56.888  -0.830  -7324.705  0.000  0.000  0.000  0.000  0.000
-7.600  -0.019  1.521  -0.001  -51.566  -0.242  -7007.854  0.000  0.000  0.000  0.000  0.000
-7.919  0.024  1.440  0.001  -50.065  0.472  -6731.278  0.000  0.000  0.000  0.000  0.000
-8.454  -0.013  1.343  -0.001  -52.215  -0.187  -6549.194  0.000  0.000  0.000  0.000  0.000
-8.712  -0.016  1.260  -0.001  -49.663  -0.198  -6346.378  0.000  0.000  0.000  0.000  0.000
-8.834  0.020  1.182  0.001  -45.253  0.400  -6094.039  0.000  0.000  0.000  0.000  0.000
-9.064  0.017  1.097  0.001  -43.151  0.300  -5843.884  0.000  0.000  0.000  0.000  0.000
-8.501  -0.041  1.060  -0.003  -28.611  -0.676  -5304.005  0.000  0.000  0.000  0.000  0.000
-8.722  0.047  0.978  0.003  -28.478  0.829  -4891.114  0.000  0.000  0.000  0.000  0.000
-9.016  0.010  0.890  0.001  -29.542  0.126  -4575.024  0.000  0.000  0.000  0.000  0.000
-9.115  -0.043  0.812  -0.003  -27.345  -0.733  -4260.940  0.000  0.000  0.000  0.000  0.000
-9.217  -0.012  0.732  -0.001  -25.480  -0.142  -3976.622  0.000  0.000  0.000  0.000  0.000
-9.345  -0.008  0.651  -0.001  -24.265  -0.069  -3723.263  0.000  0.000  0.000  0.000  0.000
-9.505  -0.006  0.566  -0.001  -23.723  -0.021  -3509.374  0.000  0.000  0.000  0.000  0.000
-9.832  0.023  0.469  0.001  -25.918  0.446  -3394.386  0.000  0.000  0.000  0.000  0.000
-10.177  -0.014  0.369  -0.001  -28.121  -0.206  -3342.642  0.000  0.000  0.000  0.000  0.000
-10.547  -0.003  0.265  -0.001  -30.435  -0.002  -3356.184  0.000  0.000  0.000  0.000  0.000
-10.987  -0.004  0.153  -0.001  -33.581  -0.012  -3437.468  0.000  0.000  0.000  0.000  0.000
-11.337  -0.003  0.043  -0.001  -34.885  0.003  -3531.963  0.000  0.000  0.000  0.000  0.000
-11.644  0.023  -0.067  0.001  -35.332  0.414  -3623.450  0.000  0.000  0.000  0.000  0.000
-11.850  -0.011  -0.173  -0.001  -34.109  -0.175  -3660.792  0.000  0.000  0.000  0.000  0.000
-12.098  0.025  -0.283  0.001  -33.701  0.417  -3689.998  0.000  0.000  0.000  0.000  0.000
-12.329  0.019  -0.394  0.001  -33.087  0.266  -3697.465  0.000  0.000  0.000  0.000  0.000
-12.319  0.013  -0.492  0.001  -28.689  0.140  -3603.054  0.000  0.000  0.000  0.000  0.000
-12.492  -0.039  -0.602  -0.002  -27.795  -0.712  -3495.457  0.000  0.000  0.000  0.000  0.000
-12.581  -0.006  -0.707  -0.001  -25.657  -0.098  -3370.351  0.000  0.000  0.000  0.000  0.000
-12.870  -0.012  -0.826  -0.001  -26.998  -0.185  -3299.269  0.000  0.000  0.000  0.000  0.000
-13.023  -0.030  -0.939  -0.002  -25.985  -0.445  -3216.082  0.000  0.000  0.000  0.000  0.000
-13.060  0.027  -1.045  0.001  -23.257  0.530  -3102.406  0.000  0.000  0.000  0.000  0.000
-13.196  -0.002  -1.158  -0.001  -22.453  -0.003  -2985.975  0.000  0.000  0.000  0.000  0.000
-13.337  -0.001  -1.272  -0.001  -21.839  0.006  -2879.324  0.000  0.000  0.000  0.000  0.000
-13.394  0.003  -1.383  -0.000  -19.954  0.072  -2752.798  0.000  0.000  0.000  0.000  0.000
-13.234  0.023  -1.480  0.001  -14.834  0.378  -2541.235  0.000  0.000  0.000  0.000  0.000
-13.363  0.053  -1.594  0.003  -15.003  0.815  -2382.219  0.000  0.000  0.000  0.000  0.000
-13.615  0.017  -1.716  0.001  -17.113  0.131  -2292.713  0.000  0.000  0.000  0.000  0.000
-13.767  -0.022  -1.835  -0.001  -17.363  -0.499  -2217.833  0.000  0.000  0.000  0.000  0.000
-13.703  0.016  -1.941  0.001  -14.116  0.173  -2094.795  0.000  0.000  0.000  0.000  0.000
-13.501  -0.019  -2.038  -0.001  -9.078  -0.411  -1875.173  0.000  0.000  0.000  0.000  0.000
-13.189  0.014  -2.126  0.001  -2.910  0.170  -1569.619  0.000  0.000  0.000  0.000  0.000
-12.815  0.009  -2.209  0.001  3.447  0.065  -1181.352  0.000  0.000  0.000  0.000  0.000
-12.448  -0.015  -2.288  -0.001  8.871  -0.323  -743.864  0.000  0.000  0.000  0.000  0.000
-11.784  -0.017  -2.346  -0.001  18.351  -0.314  -181.724  0.000  0.000  0.000  0.000  0.000
-11.254  0.018  -2.407  0.001  24.495  0.286  396.774  0.000  0.000  0.000  0.000  0.000
-10.761  0.014  -2.467  0.001  29.249  0.173  967.399  0.000  0.000  0.000  0.000  0.000
-10.010  -0.016  -2.506  -0.001  37.510  -0.316  1615.753  0.000  0.000  0.000  0.000  0.000
-9.347  -0.014  -2.544  -0.001  43.316  -0.252  2263.260  0.000  0.000  0.000  0.000  0.000
-8.675  0.019  -2.577  0.001  48.537  0.312  2889.866  0.000  0.000  0.000  0.000  0.000
-7.845  0.011  -2.595  0.001  55.597  0.140  3551.524  0.000  0.000  0.000  0.000  0.000
-7.058  -0.016  -2.608  -0.001  61.076  -0.299  4209.579  0.000  0.000  0.000  0.000  0.000
-6.257  0.040  -2.615  0.003  66.070  0.627  4834.383  0.000  0.000  0.000  0.000  0.000
-5.612  -0.026  -2.624  -0.001  67.937  -0.505  5391.883  0.000  0.000  0.000  0.000  0.000
-4.917  0.014  -2.626  0.001  70.357  0.192  5881.868  0.000  0.000  0.000  0.000  0.000
-4.156  0.038  -2.618  0.003  73.522  0.551  6339.460  0.000  0.000  0.000  0.000  0.000
-3.525  0.003  -2.611  0.001  74.211  -0.079  6729.773  0.000  0.000  0.000  0.000  0.000
-2.931  -0.026  -2.603  -0.001  74.220  -0.527  7048.419  0.000  0.000  0.000  0.000  0.000
-2.363  -0.051  -2.591  -0.003  73.800  -0.858  7298.509  0.000  0.000  0.000  0.000  0.000
-1.745  0.011  -2.571  0.001  74.240  0.245  7492.640  0.000  0.000  0.000  0.000  0.000
-1.099  0.013  -2.544  0.001  75.076  0.236  7666.823  0.000  0.000  0.000  0.000  0.000
-0.418  0.038  -2.511  0.003  76.374  0.615  7829.888  0.000  0.000  0.000  0.000  0.000
0.282  0.032  -2.470  0.003  77.798  0.435  7994.885  0.000  0.000  0.000  0.000  0.000
1.590  -0.057  -2.386  -0.003  88.755  -1.041  8393.745  0.000  0.000  0.000  0.000  0.000
2.236  0.005  -2.333  0.001  87.738  0.083  8673.803  0.000  0.000  0.000  0.000  0.000
2.966  -0.028  -2.270  -0.001  88.182  -0.464  8915.555  0.000  0.000  0.000  0.000  0.000
3.371  -0.019  -2.221  -0.001  83.371  -0.252  8997.983  0.000  0.000  0.000  0.000  0.000
3.663  0.007  -2.175  0.000  77.377  0.189  8923.294  0.000  0.000  0.000  0.000  0.000
3.933  0.019  -2.129  0.001  71.796  0.357  8736.190  0.000  0.000  0.000  0.000  0.000
4.652  -0.078  -2.053  -0.005  74.104  -1.228  8661.204  0.000  0.000  0.000  0.000  0.000
4.930  0.050  -1.998  0.003  69.073  0.964  8457.279  0.000  0.000  0.000  0.000  0.000
5.212  0.015  -1.941  0.001  64.741  0.294  8206.888  0.000  0.000  0.000  0.000  0.000
5.307  -0.018  -1.893  -0.001  57.972  -0.281  7863.299  0.000  0.000  0.000  0.000  0.000
5.670  0.013  -1.828  0.001  56.361  0.260  7544.980  0.000  0.000  0.000  0.000  0.000
6.019  -0.017  -1.761  -0.001  54.733  -0.268  7261.728  0.000  0.000  0.000  0.000  0.000
6.337  -0.014  -1.693  -0.001  52.810  -0.175  6991.008  0.000  0.000  0.000  0.000  0.000
6.743  -0.041  -1.617  -0.003  52.558  -0.583  6774.948  0.000  0.000  0.000  0.000  0.000
7.272  0.049  -1.530  0.003  54.290  0.923  6619.746  0.000  0.000  0.000  0.000  0.000
7.696  -0.041  -1.445  -0.003  54.116  -0.635  6514.185  0.000  0.000  0.000  0.000  0.000
7.905  -0.007  -1.371  -0.001  50.540  -0.002  6340.680  0.000  0.000  0.000  0.000  0.000
8.081  -0.003  -1.296  -0.001  46.888  0.057  6119.363  0.000  0.000  0.000  0.000  0.000
8.240  0.024  -1.222  0.001  43.435  0.483  5859.068  0.000  0.000  0.000  0.000  0.000
8.338  -0.006  -1.150  -0.001  39.432  -0.059  5569.084  0.000  0.000  0.000  0.000  0.000
8.292  0.048  -1.086  0.003  33.655  0.810  5195.463  0.000  0.000  0.000  0.000  0.000
8.157  -0.071  -1.028  -0.004  27.185  -1.192  4780.420  0.000  0.000  0.000  0.000  0.000
7.971  -0.003  -0.974  -0.001  20.729  0.040  4286.384  0.000  0.000  0.000  0.000  0.000
7.675  0.027  -0.929  0.001  13.345  0.522  3719.095  0.000  0.000  0.000  0.000  0.000
7.383  -0.004  -0.886  -0.001  6.954  -0.047  3130.575  0.000  0.000  0.000  0.000  0.000
7.584  -0.037  -0.814  -0.003  9.286  -0.562  2719.911  0.000  0.000  0.000  0.000  0.000
7.867  -0.031  -0.736  -0.003  12.621  -0.392  2464.098  0.000  0.000  0.000  0.000  0.000
7.260  0.036  -0.711  0.001  1.299  0.723  1989.848  0.000  0.000  0.000  0.000  0.000
7.586  0.028  -0.633  0.001  6.342  0.500  1727.145  0.000  0.000  0.000  0.000  0.000
7.793  0.051  -0.559  0.003  8.847  0.814  1568.966  0.000  0.000  0.000  0.000  0.000
8.056  -0.033  -0.480  -0.002  11.924  -0.646  1532.439  0.000  0.000  0.000  0.000  0.000
8.547  0.021  -0.385  0.001  18.249  0.312  1631.449  0.000  0.000  0.000  0.000  0.000
9.129  0.017  -0.280  0.001  25.234  0.205  1868.833  0.000  0.000  0.000  0.000  0.000
10.035  -0.042  -0.151  -0.003  36.493  -0.769  2325.013  0.000  0.000  0.000  0.000  0.000
10.681  0.022  -0.030  0.001  42.161  0.349  2800.803  0.000  0.000  0.000  0.000  0.000
11.329  0.016  0.096  0.001  47.128  0.213  3294.495  0.000  0.000  0.000  0.000  0.000
11.992  0.021  0.228  0.001  51.700  0.267  3790.912  0.000  0.000  0.000  0.000  0.000
12.697  -0.011  0.368  -0.001  56.373  -0.281  4300.363  0.000  0.000  0.000  0.000  0.000
13.512  0.040  0.520  0.003  62.196  0.572  4826.051  0.000  0.000  0.000  0.000  0.000
14.335  -0.020  0.680  -0.001  67.398  -0.456  5377.637  0.000  0.000  0.000  0.000  0.000
15.052  0.041  0.840  0.003  70.253  0.569  5867.985  0.000  0.000  0.000  0.000  0.000
15.760  -0.027  1.004  -0.001  72.582  -0.592  6328.808  0.000  0.000  0.000  0.000  0.000
16.592  -0.051  1.182  -0.003  76.602  -0.887  6791.602  0.000  0.000  0.000  0.000  0.000
17.186  -0.009  1.352  -0.001  76.310  -0.109  7143.938  0.000  0.000  0.000  0.000  0.000
17.578  0.019  1.514  0.001  72.802  0.349  7340.432  0.000  0.000  0.000  0.000  0.000
17.829  0.014  1.670  0.001  67.502  0.234  7380.372  0.000  0.000  0.000  0.000  0.000
17.876  -0.017  1.816  -0.001  59.612  -0.293  7243.007  0.000  0.000  0.000  0.000  0.000
17.880  0.045  1.959  0.003  52.043  0.728  6948.988  0.000  0.000  0.000  0.000  0.000
17.930  0.010  2.105  0.001  46.191  0.075  6592.215  0.000  0.000  0.000  0.000  0.000
17.801  -0.028  2.241  -0.001  38.205  -0.538  6136.823  0.000  0.000  0.000  0.000  0.000
17.465  -0.048  2.362  -0.003  27.954  -0.783  5546.533  0.000  0.000  0.000  0.000  0.000
17.053  0.017  2.476  0.001  17.781  0.357  4830.389  0.000  0.000  0.000  0.000  0.000
16.516  -0.013  2.579  -0.001  6.902  -0.169  4021.617  0.000  0.000  0.000  0.000  0.000
15.925  0.014  2.674  0.001  -3.432  0.283  3137.064  0.000  0.000  0.000  0.000  0.000
15.235  -0.069  2.758  -0.004  -14.039  -1.083  2211.746  0.000  0.000  0.000  0.000  0.000
14.674  0.056  2.845  0.003  -21.204  1.049  1281.087  0.000  0.000  0.000  0.000  0.000
13.894  -0.012  2.914  -0.001  -30.973  -0.176  335.690  0.000  0.000  0.000  0.000  0.000
13.152  -0.004  2.979  -0.000  -38.878  -0.011  -599.558  0.000  0.000  0.000  0.000  0.000
12.216  -0.008  3.025  -0.001  -48.876  -0.077  -1570.365  0.000  0.000  0.000  0.000  0.000
11.085  -0.004  3.052  -0.001  -60.724  -0.006  -2613.025  0.000  0.000  0.000  0.000  0.000
9.868  -0.006  3.065  -0.001  -72.431  -0.032  -3708.630  0.000  0.000  0.000  0.000  0.000
8.493  0.027  3.058  0.001  -85.150  0.495  -4877.132  0.000  0.000  0.000  0.000  0.000
7.320  -0.013  3.053  -0.001  -93.022  -0.210  -5977.614  0.000  0.000  0.000  0.000  0.000
6.126  -0.007  3.037  -0.001  -100.225  -0.079  -7020.696  0.000  0.000  0.000  0.000  0.000
5.054  -0.000  3.019  -0.000  -104.546  0.028  -7952.941  0.000  0.000  0.000  0.000  0.000
3.861  -0.009  2.985  -0.001  -110.251  -0.105  -8824.228  0.000  0.000  0.000  0.000  0.000
2.840  -0.031  2.952  -0.002  -112.477  -0.456  -9565.674  0.000  0.000  0.000  0.000  0.000
1.666  0.028  2.901  0.001  -116.851  0.551  -10270.926  0.000  0.000  0.000  0.000  0.000
0.546  -0.031  2.844  -0.002  -119.816  -0.467  -10886.749  0.000  0.000  0.000  0.000  0.000
-0.555  0.005  2.780  -0.000  -122.102  0.176  -11439.575  0.000  0.000  0.000  0.000  0.000
-1.390  -0.054  2.723  -0.004  -119.839  -0.790  -11817.082  0.000  0.000  0.000  0.000  0.000
-2.153  0.041  2.664  0.002  -116.698  0.828  -12071.683  0.000  0.000  0.000  0.000  0.000
-3.059  0.033  2.591  0.001  -116.252  0.592  -12262.003  0.000  0.000  0.000  0.000  0.000
-3.883  0.028  2.515  0.001  -114.564  0.437  -12374.235  0.000  0.000  0.000  0.000  0.000
-4.754  -0.009  2.429  -0.001  -113.827  -0.216  -12438.321  0.000  0.000  0.000  0.000  0.000
-5.360  0.004  2.353  -0.000  -108.954  0.024  -12383.886  0.000  0.000  0.000  0.000  0.000
-5.992  0.027  2.271  0.001  -105.134  0.395  -12260.229  0.000  0.000  0.000  0.000  0.000
-6.607  0.018  2.184  0.001  -101.508  0.190  -12077.368  0.000  0.000  0.000  0.000  0.000
