SetPt[mA]  I_m[mA] theta_l[deg]  theta_c[deg]  T_acc[N.m]  acc_hum[rad/s2]  acc_exo[rad/s2]  vel_hum[rad/s]  vel_exo[rad/s]  vel_motor[rad/s]
1639.089   1692   -1.230  -1.949  97.789  1.016  1.432  0.181  0.253  70.455
1639.089   1692   -1.230  -1.949  97.789  1.016  1.432  0.181  0.253  70.455
1540.475   1679   -0.879  -1.297  83.908  1.062  1.876  0.197  0.293  90.908
1441.458   1622   -0.352  -0.563  83.522  1.157  2.187  0.205  0.293  113.671
1441.458   1622   -0.352  -0.563  83.522  1.157  2.187  0.205  0.293  113.671
1362.577   1545   0.176  -0.030  88.519  1.293  2.543  0.233  0.334  134.316
1362.577   1545   0.176  -0.030  88.519  1.293  2.543  0.233  0.334  134.316
1285.453   1451   0.527  0.609  86.865  1.427  3.059  0.257  0.395  153.520
1175.607   1375   1.055  1.369  70.554  1.564  3.802  0.260  0.469  172.085
1175.607   1375   1.055  1.369  70.554  1.564  3.802  0.260  0.469  172.085
1094.461   1314   1.582  1.907  75.024  1.855  4.601  0.301  0.532  185.645
1094.461   1314   1.582  1.907  75.024  1.855  4.601  0.301  0.532  185.645
1094.461   1314   1.582  1.907  75.024  1.855  4.601  0.301  0.532  185.645
1131.264   1209   1.934  2.500  118.863  2.334  5.310  0.356  0.590  196.269
1328.063   1116   2.988  3.618  191.619  2.775  5.512  0.389  0.588  210.664
1680.412   1146   3.340  4.059  270.690  3.258  5.657  0.431  0.643  217.070
2124.997   1337   6.504  7.100  332.339  3.739  6.020  0.484  0.726  254.569
2571.717   1617   6.680  7.392  364.322  4.133  6.494  0.511  0.803  278.194
2995.203   1985   7.031  7.688  386.548  4.442  6.882  0.543  0.850  290.074
3410.637   1985   7.031  7.688  414.051  4.581  6.752  0.572  0.870  288.320
3886.814   2711   7.207  8.009  469.221  4.743  6.303  0.616  0.880  276.315
4424.665   2978   7.559  8.380  531.353  4.829  5.560  0.650  0.865  257.322
4875.651   2978   7.559  8.380  536.381  4.608  4.851  0.672  0.876  228.785
5135.917   3047   7.910  8.801  493.398  4.163  4.017  0.666  0.859  195.239
5169.021   3061   8.262  9.267  421.436  3.567  3.113  0.646  0.842  158.716
5002.359   2977   8.613  9.776  343.884  2.766  1.774  0.628  0.819  129.583
5002.359   2977   8.613  9.776  343.884  2.766  1.774  0.628  0.819  129.583
4737.345   2542   9.141  10.320  291.673  2.042  0.445  0.639  0.801  98.084
4422.350   2333   9.492  10.877  249.600  1.489  -0.382  0.647  0.821  110.541
4422.350   2333   9.492  10.877  249.600  1.489  -0.382  0.647  0.821  110.541
4422.350   2333   9.492  10.877  249.600  1.489  -0.382  0.647  0.821  110.541
4023.394   2182   10.020  11.442  189.074  1.014  -0.612  0.661  0.853  125.372
4023.394   2182   10.020  11.442  189.074  1.014  -0.612  0.661  0.853  125.372
3502.815   2261   10.723  12.368  105.202  0.665  -0.242  0.675  0.912  147.205
2860.680   2331   11.426  13.171  10.694  0.416  0.562  0.684  0.977  167.054
2306.886   2297   11.953  13.726  -3.938  0.583  1.324  0.727  0.979  184.585
2306.886   2297   11.953  13.726  -3.938  0.583  1.324  0.727  0.979  184.585
2057.105   2339   12.480  14.285  72.640  1.254  2.235  0.797  1.044  200.052
2057.105   2339   12.480  14.285  72.640  1.254  2.235  0.797  1.044  200.052
2208.085   2307   13.008  14.843  211.094  2.343  3.536  0.874  1.135  206.249
2208.085   2307   13.008  14.843  211.094  2.343  3.536  0.874  1.135  206.249
2554.995   2127   13.711  15.591  297.413  3.207  4.990  0.882  1.234  211.858
2554.995   2127   13.711  15.591  297.413  3.207  4.990  0.882  1.234  211.858
2968.604   2199   14.590  16.382  346.314  3.987  6.381  0.935  1.318  217.349
2968.604   2199   14.590  16.382  346.314  3.987  6.381  0.935  1.318  217.349
3434.722   2413   15.469  17.173  394.026  4.754  7.539  1.011  1.400  222.528
4092.180   2321   16.348  18.014  506.811  5.577  7.907  1.085  1.399  227.913
4092.180   2321   16.348  18.014  506.811  5.577  7.907  1.085  1.399  227.913
4979.181   2190   17.051  18.599  645.811  6.364  8.135  1.158  1.469  229.051
4979.181   2190   17.051  18.599  645.811  6.364  8.135  1.158  1.469  229.051
6034.635   2180   17.754  19.252  777.788  7.045  8.242  1.224  1.539  227.027
7045.426   1983   18.633  20.094  835.788  7.432  8.450  1.268  1.623  230.810
7805.232   1520   23.203  24.434  806.167  7.411  8.615  1.304  1.680  290.505
8377.911   1519   23.730  25.033  784.925  7.326  8.181  1.365  1.713  335.513
9003.657   1465   24.434  25.646  848.075  7.492  7.422  1.454  1.724  365.978
9843.695   1465   24.434  25.646  983.207  7.878  6.523  1.531  1.726  372.602
10693.484   1523   24.961  26.257  1054.155  7.832  5.647  1.577  1.730  369.534
11274.901   1490   25.664  26.872  1011.786  7.359  4.826  1.578  1.738  357.996
11404.565   1490   25.664  26.872  873.872  6.525  4.071  1.551  1.736  329.379
11120.486   1462   26.191  27.486  715.744  5.478  2.960  1.533  1.741  296.050
11120.486   1462   26.191  27.486  715.744  5.478  2.960  1.533  1.741  296.050
10521.624   1422   26.719  28.103  564.322  4.301  2.013  1.512  1.754  254.147
10521.624   1422   26.719  28.103  564.322  4.301  2.013  1.512  1.754  254.147
9754.672   1480   27.598  28.919  447.611  3.218  1.248  1.520  1.759  207.774
9754.672   1480   27.598  28.919  447.611  3.218  1.248  1.520  1.759  207.774
8816.507   1468   28.301  29.778  317.415  2.150  0.833  1.529  1.764  160.439
8816.507   1468   28.301  29.778  317.415  2.150  0.833  1.529  1.764  160.439
7638.505   1457   29.180  30.705  143.934  1.058  0.697  1.533  1.773  175.561
6226.561   1536   30.059  31.557  -46.254  0.046  0.686  1.520  1.775  195.389
6226.561   1536   30.059  31.557  -46.254  0.046  0.686  1.520  1.775  195.389
4744.828   1520   30.586  32.168  -188.860  -0.667  0.742  1.497  1.785  215.840
4744.828   1520   30.586  32.168  -188.860  -0.667  0.742  1.497  1.785  215.840
3397.424   1490   31.289  32.891  -254.395  -1.030  0.825  1.475  1.799  227.643
3397.424   1490   31.289  32.891  -254.395  -1.030  0.825  1.475  1.799  227.643
2352.713   1570   32.168  33.788  -239.513  -1.015  0.906  1.475  1.809  242.144
2352.713   1570   32.168  33.788  -239.513  -1.015  0.906  1.475  1.809  242.144
1665.208   1572   33.047  34.661  -178.010  -0.731  0.972  1.501  1.812  258.200
1665.208   1572   33.047  34.661  -178.010  -0.731  0.972  1.501  1.812  258.200
1263.699   1564   33.926  35.543  -116.684  -0.398  0.931  1.527  1.811  264.213
1006.577   1637   34.629  36.422  -88.832  -0.174  0.833  1.525  1.810  268.464
798.484   1389   35.332  37.021  -88.732  -0.120  0.684  1.518  1.799  266.043
798.484   1389   35.332  37.021  -88.732  -0.120  0.684  1.518  1.799  266.043
640.994   1095   35.859  37.603  -84.229  -0.110  0.450  1.502  1.788  260.315
640.994   1095   35.859  37.603  -84.229  -0.110  0.450  1.502  1.788  260.315
580.212    896   36.387  38.159  -57.651  -0.025  0.284  1.501  1.799  252.366
580.212    896   36.387  38.159  -57.651  -0.025  0.284  1.501  1.799  252.366
640.861    696   37.266  38.871  -13.300  0.109  0.096  1.498  1.791  246.610
640.861    696   37.266  38.871  -13.300  0.109  0.096  1.498  1.791  246.610
760.939    627   37.969  39.579  15.664  0.143  -0.172  1.490  1.779  242.315
780.612    656   38.672  40.181  -14.925  -0.161  -0.590  1.451  1.741  234.004
605.260    774   41.660  42.778  -94.780  -0.726  -1.134  1.424  1.693  253.398
254.556    789   41.836  43.047  -181.703  -1.348  -1.750  1.402  1.648  263.391
-154.513    624   42.715  43.933  -233.660  -1.904  -2.587  1.368  1.572  274.591
-519.430    358   42.891  44.123  -248.788  -2.356  -3.553  1.329  1.503  276.781
-896.278     13   43.066  44.281  -280.753  -2.968  -4.661  1.264  1.418  271.487
-1350.288     13   43.066  44.281  -339.537  -3.689  -5.932  1.202  1.323  253.501
-1964.194   -333   43.242  44.387  -437.783  -4.582  -7.276  1.127  1.230  225.878
-2752.433  -1026   43.418  44.429  -554.950  -5.517  -8.404  1.046  1.142  188.627
-3693.066  -1026   43.418  44.429  -677.935  -6.480  -9.268  0.953  1.067  145.421
-4734.889  -1678   43.418  44.389  -791.287  -7.377  -9.867  0.865  0.983  97.742
-5869.684  -2657   43.418  44.263  -910.210  -8.277  -10.276  0.786  0.902  44.613
-7070.389  -2923   43.418  44.017  -1028.864  -9.068  -10.509  0.706  0.823  22.051
-8302.540  -2923   43.418  44.017  -1142.438  -9.584  -10.112  0.636  0.815  0.603
-9312.138  -2966   43.242  43.651  -1152.243  -9.488  -9.674  0.632  0.746  -13.373
-9312.138  -2966   43.242  43.651  -1152.243  -9.488  -9.674  0.632  0.746  -13.373
-10020.784  -2817   43.066  43.160  -1111.308  -9.224  -9.356  0.560  0.642  -30.416
-10020.784  -2817   43.066  43.160  -1111.308  -9.224  -9.356  0.560  0.642  -30.416
-10453.896  -1510   42.539  42.343  -1054.575  -9.012  -9.433  0.476  0.503  -53.921
-10766.679   -685   42.012  41.354  -1048.139  -8.903  -9.237  0.375  0.482  -86.374
-11036.406   -429   41.484  40.651  -1056.693  -8.936  -9.476  0.274  0.349  -118.694
-11036.406   -429   41.484  40.651  -1056.693  -8.936  -9.476  0.274  0.349  -118.694
-11289.431   -295   40.957  39.930  -1069.982  -9.195  -10.334  0.161  0.169  -149.867
-11289.431   -295   40.957  39.930  -1069.982  -9.195  -10.334  0.161  0.169  -149.867
-11287.357   -238   40.254  39.227  -980.892  -9.107  -11.758  0.157  -0.034  -178.125
-11287.357   -238   40.254  39.227  -980.892  -9.107  -11.758  0.157  -0.034  -178.125
-11103.092   -171   39.551  38.341  -899.932  -9.344  -13.633  0.046  -0.233  -204.797
-11103.092   -171   39.551  38.341  -899.932  -9.344  -13.633  0.046  -0.233  -204.797
-11005.612   -153   38.496  37.301  -913.525  -10.118  -15.628  -0.118  -0.401  -231.187
-11336.928   -142   37.441  36.247  -1083.150  -11.292  -16.668  -0.273  -0.399  -256.928
-11336.928   -142   37.441  36.247  -1083.150  -11.292  -16.668  -0.273  -0.399  -256.928
-12240.736   -161   36.738  35.527  -1338.039  -12.682  -16.950  -0.423  -0.499  -270.274
-13440.869   -148   36.035  34.726  -1522.326  -13.657  -17.053  -0.556  -0.648  -276.812
-14596.883   -113   30.586  29.265  -1588.522  -14.263  -17.260  -0.643  -0.821  -346.795
-15592.134   -126   29.883  28.528  -1605.490  -14.702  -17.436  -0.753  -0.941  -400.983
-16552.039   -126   29.883  28.528  -1662.813  -15.018  -16.676  -0.856  -1.040  -431.723
-17573.730    -97   29.180  27.816  -1759.087  -15.117  -15.463  -0.943  -1.105  -447.455
-18630.379   -113   28.652  27.106  -1851.351  -15.073  -14.183  -1.026  -1.169  -448.412
-19264.955    -97   27.949  26.392  -1757.887  -14.073  -13.236  -1.090  -1.250  -434.402
-19083.123    -97   27.949  26.392  -1467.356  -12.419  -12.872  -1.091  -1.357  -398.023
-18226.094   -105   27.246  25.683  -1168.230  -10.984  -12.917  -1.160  -1.453  -355.195
-17203.162   -134   26.543  24.971  -1023.560  -10.015  -12.175  -1.265  -1.528  -307.199
-16395.963    -94   25.840  24.261  -1026.536  -9.359  -10.812  -1.338  -1.523  -249.085
-16395.963    -94   25.840  24.261  -1026.536  -9.359  -10.812  -1.338  -1.523  -249.085
-15841.278   -115   25.137  23.548  -1058.802  -8.872  -9.627  -1.391  -1.581  -182.361
-15841.278   -115   25.137  23.548  -1058.802  -8.872  -9.627  -1.391  -1.581  -182.361
-15241.226    -90   24.434  22.837  -988.063  -8.203  -9.023  -1.422  -1.662  -190.440
-15241.226    -90   24.434  22.837  -988.063  -8.203  -9.023  -1.422  -1.662  -190.440
-14327.563    -96   23.555  22.061  -801.805  -7.352  -8.838  -1.414  -1.759  -204.094
-14327.563    -96   23.555  22.061  -801.805  -7.352  -8.838  -1.414  -1.759  -204.094
-13169.933    -77   22.500  21.022  -619.538  -6.646  -8.802  -1.448  -1.831  -213.964
-13169.933    -77   22.500  21.022  -619.538  -6.646  -8.802  -1.448  -1.831  -213.964
-12075.243    -73   21.445  19.983  -543.437  -6.216  -8.632  -1.510  -1.887  -229.675
-11431.550    -56   20.391  18.926  -636.248  -6.301  -7.954  -1.615  -1.878  -250.473
-11431.550    -56   20.391  18.926  -636.248  -6.301  -7.954  -1.615  -1.878  -250.473
-11264.734    -35   19.687  18.220  -774.224  -6.577  -7.231  -1.689  -1.915  -270.178
-11264.734    -35   19.687  18.220  -774.224  -6.577  -7.231  -1.689  -1.915  -270.178
-11161.142    -24   18.809  17.371  -780.183  -6.382  -6.854  -1.725  -1.980  -278.201
-11161.142    -24   18.809  17.371  -780.183  -6.382  -6.854  -1.725  -1.980  -278.201
-10782.652      0   17.578  16.318  -651.667  -5.872  -6.815  -1.714  -2.049  -287.707
-10782.652      0   17.578  16.318  -651.667  -5.872  -6.815  -1.714  -2.049  -287.707
-10186.419     -4   16.523  15.267  -525.346  -5.530  -6.914  -1.728  -2.103  -297.695
-10186.419     -4   16.523  15.267  -525.346  -5.530  -6.914  -1.728  -2.103  -297.695
-9656.893     25   15.293  14.209  -498.455  -5.353  -6.489  -1.762  -2.131  -307.220
-9801.197     33   14.062  13.124  -727.667  -6.248  -5.705  -1.971  -2.121  -315.711
-10149.372     44   13.359  12.359  -818.679  -6.156  -5.025  -1.877  -2.150  -317.271
-10149.372     44   13.359  12.359  -818.679  -6.156  -5.025  -1.877  -2.150  -317.271
-10048.074     24   12.656  11.632  -658.752  -5.025  -4.630  -1.795  -2.180  -312.313
-9313.402     36   11.953  10.908  -385.757  -3.817  -4.549  -1.817  -2.233  -305.646
-8152.176      5   6.680  5.603  -147.140  -2.812  -4.616  -1.851  -2.272  -366.346
-6942.831     32   5.977  4.852  -30.720  -2.009  -4.306  -1.830  -2.294  -414.309
-6087.578     32   5.977  4.852  -77.675  -1.746  -3.745  -1.878  -2.289  -432.996
-5518.378     22   5.098  4.126  -125.110  -1.498  -3.234  -1.876  -2.295  -437.866
-4862.271     -1   4.395  3.405  -43.637  -0.897  -2.868  -1.858  -2.300  -432.856
-3892.859     29   3.691  2.680  137.263  -0.152  -2.632  -1.844  -2.308  -418.984
-2788.230     29   3.691  2.680  271.344  0.409  -2.372  -1.859  -2.311  -386.546
-2788.230     29   3.691  2.680  271.344  0.409  -2.372  -1.859  -2.311  -386.546
-2238.274     11   2.285  1.233  133.673  -0.332  -1.782  -1.856  -2.302  -360.688
-2238.274     11   2.285  1.233  133.673  -0.332  -1.782  -1.856  -2.302  -360.688
-2113.969      9   1.582  0.511  3.065  -0.484  -1.139  -1.843  -2.294  -323.870
-2113.969      9   1.582  0.511  3.065  -0.484  -1.139  -1.843  -2.294  -323.870
-2059.177      3   0.879  -0.213  -17.369  -0.095  -0.435  -1.839  -2.275  -275.548
-2059.177      3   0.879  -0.213  -17.369  -0.095  -0.435  -1.839  -2.275  -275.548
-1825.456      3   0.000  -1.198  57.936  0.340  0.089  -1.813  -2.263  -219.565
-1825.456      3   0.000  -1.198  57.936  0.340  0.089  -1.813  -2.263  -219.565
-1327.599      3   -1.055  -2.246  182.693  0.810  0.472  -1.765  -2.247  -237.835
-608.170      3   -1.934  -3.298  311.177  1.467  0.685  -1.741  -2.246  -261.807
46.834    -14   -2.637  -4.018  338.437  1.850  1.085  -1.713  -2.209  -272.245
46.834    -14   -2.637  -4.018  338.437  1.850  1.085  -1.713  -2.209  -272.245
594.423      7   -3.340  -4.742  342.934  2.336  1.607  -1.665  -2.164  -280.026
594.423      7   -3.340  -4.742  342.934  2.336  1.607  -1.665  -2.164  -280.026
1082.706      7   -4.043  -5.465  358.097  2.748  2.214  -1.657  -2.117  -285.055
1082.706      7   -4.043  -5.465  358.097  2.748  2.214  -1.657  -2.117  -285.055
1670.086    476   -4.922  -6.437  432.539  3.261  2.871  -1.616  -2.062  -291.094
1670.086    476   -4.922  -6.437  432.539  3.261  2.871  -1.616  -2.062  -291.094
2336.633    994   -5.977  -7.450  508.352  3.711  3.515  -1.563  -2.011  -285.078
2956.859   1549   -6.855  -8.295  540.495  3.986  4.118  -1.538  -1.969  -287.308
2956.859   1549   -6.855  -8.295  540.495  3.986  4.118  -1.538  -1.969  -287.308
3504.670   2094   -7.383  -8.791  561.516  4.249  4.405  -1.493  -1.968  -281.470
3504.670   2094   -7.383  -8.791  561.516  4.249  4.405  -1.493  -1.968  -281.470
3875.446   2697   -7.910  -9.252  532.328  4.262  4.710  -1.471  -1.922  -267.746
3875.446   2697   -7.910  -9.252  532.328  4.262  4.710  -1.471  -1.922  -267.746
4064.351   2944   -8.438  -9.585  487.969  4.149  4.977  -1.451  -1.873  -249.673
4091.062   2983   -8.789  -9.647  437.379  3.954  5.361  -1.451  -1.794  -226.273
4091.062   2983   -8.789  -9.647  437.379  3.954  5.361  -1.451  -1.794  -226.273
3997.136   3004   -8.789  -9.567  390.317  3.735  5.699  -1.422  -1.713  -198.424
3891.052   3002   -8.789  -9.369  378.267  3.797  6.231  -1.342  -1.616  -161.833
3849.917   3084   -7.207  -6.025  408.077  4.208  6.998  -1.264  -1.510  -72.519
3855.612   2926   -6.855  -5.514  433.250  4.634  8.032  -1.190  -1.389  15.315
3917.017   2804   -6.504  -4.986  464.916  5.260  9.432  -1.111  -1.245  93.787
3973.075   2804   -6.504  -4.986  474.784  5.885  11.141  -1.074  -1.088  149.859
4047.928   2798   -6.152  -4.457  491.202  6.595  13.051  -0.991  -0.918  191.401
4387.855   2777   -5.801  -3.928  607.705  7.826  14.725  -0.844  -0.751  220.546
5082.068   2883   -5.449  -3.404  778.451  9.242  16.347  -0.707  -0.572  234.776
6128.853   2883   -5.449  -3.404  972.745  10.746  17.819  -0.563  -0.387  225.657
7355.613   2884   -4.922  -2.881  1120.486  12.035  19.262  -0.423  -0.190  204.825
7355.613   2884   -4.922  -2.881  1120.486  12.035  19.262  -0.423  -0.190  204.825
8721.929   3003   -4.570  -2.366  1262.822  13.357  20.498  -0.247  -0.003  172.967
10452.030   3032   -4.043  -1.761  1514.414  14.948  20.535  -0.061  0.012  132.217
10452.030   3032   -4.043  -1.761  1514.414  14.948  20.535  -0.061  0.012  132.217
12580.354   3119   -3.516  -1.255  1805.996  16.587  20.328  0.110  0.168  136.045
12580.354   3119   -3.516  -1.255  1805.996  16.587  20.328  0.110  0.168  136.045
15036.098   3110   -2.988  -0.657  2097.947  18.177  20.168  0.288  0.366  143.711
15036.098   3110   -2.988  -0.657  2097.947  18.177  20.168  0.288  0.366  143.711
17272.189   3108   -2.285  0.098  2193.293  18.688  20.069  0.299  0.555  157.576
17272.189   3108   -2.285  0.098  2193.293  18.688  20.069  0.299  0.555  157.576
18930.395   3104   -1.582  0.797  2123.517  18.478  20.085  0.409  0.747  166.704
18930.395   3104   -1.582  0.797  2123.517  18.478  20.085  0.409  0.747  166.704
19909.846   3095   -0.703  1.536  1965.440  17.804  20.123  0.524  0.914  179.070
20616.469   3109   0.176  2.272  1927.874  17.369  19.197  0.693  0.910  193.998
21253.555   3064   0.703  2.771  1946.066  16.894  18.113  0.829  1.000  207.258
21253.555   3064   0.703  2.771  1946.066  16.894  18.113  0.829  1.000  207.258
21696.484   2930   1.230  3.292  1904.028  16.118  17.306  0.910  1.141  209.885
21696.484   2930   1.230  3.292  1904.028  16.118  17.306  0.910  1.141  209.885
21483.695   2842   1.934  3.821  1654.467  14.540  17.006  0.896  1.299  209.802
21483.695   2842   1.934  3.821  1654.467  14.540  17.006  0.896  1.299  209.802
20577.598   2704   2.637  4.562  1339.993  12.975  16.901  0.951  1.407  209.998
20577.598   2704   2.637  4.562  1339.993  12.975  16.901  0.951  1.407  209.998
19446.043   2581   3.516  5.349  1162.324  11.938  15.743  1.061  1.485  212.083
18635.820   2490   4.395  6.146  1195.867  11.491  13.888  1.183  1.470  213.905
18635.820   2490   4.395  6.146  1195.867  11.491  13.888  1.183  1.470  213.905
18426.400   2325   5.098  6.695  1365.478  11.671  12.295  1.295  1.540  212.554
18392.023   2346   5.801  7.366  1410.571  11.255  11.114  1.378  1.620  212.793
18113.182   1905   10.547  11.643  1295.124  10.615  10.573  1.422  1.715  267.495
17463.521   1922   11.074  12.218  1111.402  9.921  10.402  1.478  1.773  311.689
16810.936   1852   11.777  12.809  1049.198  9.573  9.428  1.527  1.808  346.026
16455.314   1852   11.777  12.809  1111.218  9.377  8.180  1.557  1.832  357.935
16388.025   1831   12.480  13.402  1194.547  9.146  7.107  1.598  1.860  358.090
16078.593   1684   13.008  14.002  1084.463  8.091  6.534  1.608  1.902  346.537
15155.724   1684   13.711  14.002  798.983  6.573  6.264  1.603  1.947  317.924
13691.852   1679   13.711  14.604  499.446  5.182  6.120  1.625  1.983  284.234
13691.852   1679   13.711  14.604  499.446  5.182  6.120  1.625  1.983  284.234
12157.442   1591   14.414  15.213  349.042  4.211  5.419  1.664  2.002  246.281
10928.771   1497   15.117  16.003  350.000  3.658  4.553  1.700  1.996  202.902
10090.187   1495   15.820  16.605  411.070  3.407  3.784  1.734  2.008  152.769
10090.187   1495   15.820  16.605  411.070  3.407  3.784  1.734  2.008  152.769
9406.194   1424   16.523  17.227  403.581  3.185  3.499  1.757  2.057  160.737
9406.194   1424   16.523  17.227  403.581  3.185  3.499  1.757  2.057  160.737
8653.730   1367   17.227  17.846  318.652  2.941  3.439  1.754  2.095  171.584
8653.730   1367   17.227  17.846  318.652  2.941  3.439  1.754  2.095  171.584
7876.063   1264   18.105  18.735  246.296  2.863  3.431  1.779  2.127  189.454
7876.063   1264   18.105  18.735  246.296  2.863  3.431  1.779  2.127  189.454
7276.310   1215   19.160  19.631  255.909  2.922  3.238  1.818  2.130  203.029
6986.963   1115   20.039  20.569  335.741  3.068  2.846  1.836  2.120  220.848
6986.963   1115   20.039  20.569  335.741  3.068  2.846  1.836  2.120  220.848
6915.558   1010   20.742  21.189  402.239  3.112  2.495  1.853  2.129  237.276
6915.558   1010   20.742  21.189  402.239  3.112  2.495  1.853  2.129  237.276
6772.850    989   21.621  21.963  363.231  2.775  2.287  1.842  2.146  243.835
6772.850    989   21.621  21.963  363.231  2.775  2.287  1.842  2.146  243.835
6383.434    860   22.676  22.920  248.429  2.274  2.222  1.835  2.168  251.686
6383.434    860   22.676  22.920  248.429  2.274  2.222  1.835  2.168  251.686
5960.038    757   23.730  23.886  201.919  2.140  1.987  1.894  2.152  260.029
5960.038    757   23.730  23.886  201.919  2.140  1.987  1.894  2.152  260.029
5672.274    694   24.609  24.858  224.600  2.039  1.342  1.903  2.117  271.128
5491.176    629   25.664  25.831  245.135  1.731  0.580  1.866  2.106  281.111
5262.269    671   26.191  26.486  213.434  1.215  -0.118  1.828  2.078  284.487
5262.269    671   26.191  26.486  213.434  1.215  -0.118  1.828  2.078  284.487
4819.549    653   26.895  27.157  108.914  0.514  -0.655  1.814  2.065  281.362
4245.294    647   27.422  27.828  23.127  0.068  -1.096  1.840  2.038  276.373
3764.430    599   32.344  32.901  17.718  0.019  -1.419  1.875  2.038  335.795
3524.318    629   33.047  33.573  80.384  0.175  -1.667  1.902  2.044  382.482
3471.087    593   33.047  34.236  145.415  0.368  -1.712  1.900  2.053  411.415
3358.963    593   33.750  34.236  118.099  0.270  -1.409  1.872  2.079  415.350
3013.214    626   34.453  34.908  15.320  -0.016  -0.819  1.853  2.090  409.838
2611.240    573   34.980  35.596  -31.498  0.026  -0.404  1.844  2.062  396.130
2327.120    573   35.684  35.596  -17.956  0.112  -0.287  1.831  2.034  364.936
2327.120    573   35.684  35.596  -17.956  0.112  -0.287  1.831  2.034  364.936
2115.853    627   36.387  36.942  -8.721  -0.074  -0.339  1.813  2.001  339.189
2115.853    627   36.387  36.942  -8.721  -0.074  -0.339  1.813  2.001  339.189
1794.654    573   36.914  37.617  -69.904  -0.630  -0.523  1.783  1.990  302.123
1273.578    622   37.617  38.324  -177.845  -1.282  -0.814  1.774  1.969  254.447
1273.578    622   37.617  38.324  -177.845  -1.282  -0.814  1.774  1.969  254.447
645.990    617   38.320  39.025  -262.245  -1.761  -1.366  1.765  1.937  195.940
645.990    617   38.320  39.025  -262.245  -1.761  -1.366  1.765  1.937  195.940
35.824    643   39.023  39.756  -302.971  -2.154  -2.081  1.723  1.888  205.553
-430.091    664   39.902  40.770  -290.556  -2.390  -2.794  1.689  1.851  221.848
-430.091    664   39.902  40.770  -290.556  -2.390  -2.794  1.689  1.851  221.848
-779.538    139   40.605  41.453  -275.932  -2.558  -3.239  1.660  1.849  238.736
-779.538    139   40.605  41.453  -275.932  -2.558  -3.239  1.660  1.849  238.736
-1212.941   -304   41.309  42.131  -335.361  -2.980  -3.428  1.601  1.822  244.248
-1212.941   -304   41.309  42.131  -335.361  -2.980  -3.428  1.601  1.822  244.248
-1856.159   -681   42.188  42.949  -453.406  -3.555  -3.443  1.542  1.789  250.428
-1856.159   -681   42.188  42.949  -453.406  -3.555  -3.443  1.542  1.789  250.428
-2558.679  -1101   42.891  43.640  -525.910  -3.867  -3.523  1.537  1.750  255.241
-2558.679  -1101   42.891  43.640  -525.910  -3.867  -3.523  1.537  1.750  255.241
-3236.937  -1701   43.594  44.142  -574.039  -4.275  -3.802  1.475  1.686  243.591
-3236.937  -1701   43.594  44.142  -574.039  -4.275  -3.802  1.475  1.686  243.591
-3924.071  -2375   43.945  44.431  -630.733  -4.919  -4.383  1.384  1.603  234.837
-4725.992  -2915   44.297  44.458  -738.393  -5.693  -4.627  1.311  1.596  216.251
-5637.972  -2948   44.473  44.324  -852.430  -6.403  -4.968  1.238  1.525  187.960
-5637.972  -2948   44.473  44.324  -852.430  -6.403  -4.968  1.238  1.525  187.960
-6561.400  -2963   44.473  44.072  -932.501  -7.012  -5.762  1.159  1.395  150.560
-6561.400  -2963   44.473  44.072  -932.501  -7.012  -5.762  1.159  1.395  150.560
-7212.459  -2776   44.473  43.702  -897.028  -7.238  -7.230  1.156  1.227  105.698
-7212.459  -2776   44.473  43.702  -897.028  -7.238  -7.230  1.156  1.227  105.698
-7587.386  -1257   44.121  43.071  -837.105  -7.620  -9.219  1.057  1.047  57.803
-7879.752  -1151   43.594  42.326  -834.059  -8.319  -11.312  0.909  0.871  4.178
-8466.438   -315   37.969  36.571  -978.136  -9.715  -13.431  0.707  0.702  -125.541
-9422.410   -260   37.266  35.856  -1175.258  -11.249  -15.444  0.574  0.537  -234.762
-10565.742   -260   37.266  35.856  -1325.669  -12.502  -17.222  0.436  0.375  -310.542
-11819.057   -233   36.563  35.157  -1456.863  -13.871  -18.844  0.271  0.204  -364.601
-13222.543   -238   35.859  34.457  -1612.243  -15.375  -20.128  0.116  0.067  -397.198
-14836.922   -188   35.156  33.751  -1803.382  -16.703  -20.474  -0.020  -0.067  -410.134
-16717.773   -188   35.156  33.751  -2033.318  -17.889  -20.158  -0.174  -0.198  -393.602
-18753.748   -186   34.453  33.047  -2238.081  -18.796  -19.525  -0.312  -0.331  -360.590
-20513.844   -170   33.750  32.340  -2279.983  -18.750  -18.752  -0.436  -0.449  -311.909
-20513.844   -170   33.750  32.340  -2279.983  -18.750  -18.752  -0.436  -0.449  -311.909
-21698.203   -169   33.047  31.636  -2176.780  -18.084  -17.965  -0.525  -0.566  -251.156
-22389.984   -176   32.344  30.928  -2067.683  -17.222  -16.595  -0.630  -0.575  -180.215
-22389.984   -176   32.344  30.928  -2067.683  -17.222  -16.595  -0.630  -0.575  -180.215
-22843.418   -148   31.641  30.220  -2019.150  -16.534  -15.153  -0.726  -0.649  -188.618
-22843.418   -148   31.641  30.220  -2019.150  -16.534  -15.153  -0.726  -0.649  -188.618
-23087.975   -173   30.937  29.425  -1962.154  -15.632  -13.907  -0.816  -0.755  -202.714
