SetPt[mA]  I_m[mA] theta_l[deg]  theta_c[deg]  T_acc[N.m]  acc_hum[rad/s2]  acc_exo[rad/s2]  vel_hum[rad/s]  vel_exo[rad/s]  vel_motor[rad/s]
3590.389    436   -11.602  -15.599  767.051  6.763  7.954  -0.869  -0.867  -92.060
3590.389    436   -11.602  -15.599  767.051  6.763  7.954  -0.869  -0.867  -92.060
4540.696   1724   -11.953  -16.009  716.811  6.637  8.489  -0.879  -0.828  -114.930
4540.696   1724   -11.953  -16.009  716.811  6.637  8.489  -0.879  -0.828  -114.930
5152.566   2792   -12.305  -16.354  648.140  6.289  8.382  -0.853  -0.830  -132.876
5152.566   2792   -12.305  -16.354  648.140  6.289  8.382  -0.853  -0.830  -132.876
5529.086   2948   -12.656  -16.408  598.988  5.831  7.732  -0.832  -0.851  -140.964
5865.888   2964   -12.832  -16.188  614.127  5.477  6.456  -0.785  -0.860  -134.962
6382.974   2953   -12.832  -15.889  722.090  5.450  4.568  -0.709  -0.913  -115.540
6382.974   2953   -12.832  -15.889  722.090  5.450  4.568  -0.709  -0.913  -115.540
6932.322   2338   -12.832  -15.454  787.077  5.150  2.621  -0.664  -0.930  -83.426
6932.322   2338   -12.832  -15.454  787.077  5.150  2.621  -0.664  -0.930  -83.426
7241.399   1182   -12.656  -14.971  745.174  4.540  1.126  -0.670  -0.915  -41.681
7241.399   1182   -12.656  -14.971  745.174  4.540  1.126  -0.670  -0.915  -41.681
7152.562    840   -12.129  -14.332  616.429  3.847  0.632  -0.680  -0.847  8.085
7152.562    840   -12.129  -14.332  616.429  3.847  0.632  -0.680  -0.847  8.085
6747.233   1680   -11.250  -13.502  487.789  3.190  0.278  -0.717  -0.804  55.115
6190.606   1018   -10.371  -12.600  401.642  2.626  0.190  -0.729  -0.804  103.219
5525.150    705   -9.668  -11.929  314.158  2.097  0.776  -0.728  -0.746  145.059
4682.630    461   -5.449  -6.709  193.577  1.494  1.764  -0.701  -0.698  246.317
3696.525    581   -5.098  -6.036  69.268  1.101  2.883  -0.659  -0.646  323.773
2513.948    629   -4.746  -5.365  -87.741  0.556  3.867  -0.672  -0.609  379.531
1203.876    629   -4.746  -5.365  -231.013  -0.054  4.469  -0.708  -0.616  406.371
118.966    833   -4.395  -4.713  -239.247  -0.130  4.328  -0.690  -0.634  416.057
-380.978    977   -4.043  -4.068  -81.000  0.526  3.713  -0.612  -0.642  409.854
-322.210    977   -4.043  -4.068  110.696  1.328  3.074  -0.568  -0.606  378.386
44.091    455   -3.516  -3.456  245.828  1.975  2.609  -0.563  -0.596  334.992
510.543    -62   -3.164  -2.901  318.189  2.483  2.339  -0.520  -0.563  282.315
1089.862     15   -2.637  -2.425  397.134  3.150  2.227  -0.437  -0.487  221.284
1089.862     15   -2.637  -2.425  397.134  3.150  2.227  -0.437  -0.487  221.284
1858.771    764   -2.285  -2.004  516.995  3.891  2.187  -0.367  -0.481  148.224
1858.771    764   -2.285  -2.004  516.995  3.891  2.187  -0.367  -0.481  148.224
2878.021   1290   -1.758  -1.611  671.306  4.840  2.757  -0.291  -0.378  144.665
2878.021   1290   -1.758  -1.611  671.306  4.840  2.757  -0.291  -0.378  144.665
3864.070   1820   -1.230  -1.134  726.467  5.386  4.064  -0.330  -0.246  145.050
3864.070   1820   -1.230  -1.134  726.467  5.386  4.064  -0.330  -0.246  145.050
4436.592   2732   -0.527  -0.539  621.830  5.328  5.918  -0.355  -0.115  151.664
4436.592   2732   -0.527  -0.539  621.830  5.328  5.918  -0.355  -0.115  151.664
4492.098   2879   0.000  0.182  443.272  4.988  7.706  -0.299  -0.019  154.648
4492.098   2879   0.000  0.182  443.272  4.988  7.706  -0.299  -0.019  154.648
4354.748   2181   0.527  1.008  358.588  5.036  9.108  -0.170  0.054  165.060
4446.122   1946   1.230  1.871  437.489  5.537  9.660  -0.080  0.051  182.796
4799.271   1986   1.582  2.460  547.491  5.953  9.947  -0.041  0.101  191.633
4799.271   1986   1.582  2.460  547.491  5.953  9.947  -0.041  0.101  191.633
5237.506   1985   1.934  3.061  608.651  6.125  9.835  0.015  0.159  200.899
5237.506   1985   1.934  3.061  608.651  6.125  9.835  0.015  0.159  200.899
5436.250   2033   2.461  3.637  542.446  5.879  9.709  0.005  0.269  209.259
5436.250   2033   2.461  3.637  542.446  5.879  9.709  0.005  0.269  209.259
5533.922   2079   2.988  4.360  517.122  6.056  9.543  0.086  0.337  217.417
5533.922   2079   2.988  4.360  517.122  6.056  9.543  0.086  0.337  217.417
5873.781   2234   3.691  5.177  623.893  6.700  8.996  0.188  0.427  225.068
6734.834   2337   4.395  5.986  869.943  7.697  8.107  0.270  0.425  230.400
6734.834   2337   4.395  5.986  869.943  7.697  8.107  0.270  0.425  230.400
7745.384   2316   4.922  6.541  1002.710  7.921  7.433  0.293  0.466  229.909
8308.954   2418   5.449  7.195  898.983  7.248  7.330  0.290  0.551  226.918
8241.507   2897   8.613  11.074  687.528  6.419  7.490  0.323  0.616  271.501
7898.152   2928   8.965  11.587  569.536  6.132  7.740  0.390  0.670  306.052
7633.453   3119   9.492  12.089  572.615  6.022  7.596  0.425  0.728  331.995
7380.710   3119   9.492  12.089  556.269  5.390  7.205  0.387  0.760  338.061
6823.345   3123   9.844  12.586  413.158  4.145  6.508  0.297  0.768  333.594
5612.630   3121   10.195  13.069  105.230  2.194  5.537  0.242  0.710  318.261
3958.357   3121   10.195  13.069  -169.180  0.524  4.001  0.242  0.617  287.773
2342.254   3108   10.547  13.538  -282.736  -0.577  2.188  0.250  0.516  252.938
1148.467   3108   10.898  13.997  -242.388  -1.169  0.216  0.253  0.508  214.496
1148.467   3108   10.898  13.997  -242.388  -1.169  0.216  0.253  0.508  214.496
300.492   2590   11.250  14.432  -197.283  -1.866  -1.898  0.204  0.451  168.593
300.492   2590   11.250  14.432  -197.283  -1.866  -1.898  0.204  0.451  168.593
-576.406   1578   11.602  14.811  -279.246  -2.909  -3.701  0.129  0.400  116.518
-576.406   1578   11.602  14.811  -279.246  -2.909  -3.701  0.129  0.400  116.518
-1559.733    566   12.129  15.152  -396.067  -3.645  -5.078  0.110  0.367  116.107
-1559.733    566   12.129  15.152  -396.067  -3.645  -5.078  0.110  0.367  116.107
-2376.052   -369   12.305  15.192  -410.371  -3.667  -6.024  0.114  0.328  113.319
-2376.052   -369   12.305  15.192  -410.371  -3.667  -6.024  0.114  0.328  113.319
-2784.225  -1429   12.480  15.096  -317.051  -3.209  -6.232  0.102  0.320  107.333
-2773.299  -2229   12.480  14.882  -188.665  -2.623  -5.713  0.105  0.328  89.222
-2573.109  -2609   12.480  14.617  -121.318  -2.156  -4.654  0.135  0.327  67.741
-2573.109  -2609   12.480  14.617  -121.318  -2.156  -4.654  0.135  0.327  67.741
-2322.430  -2639   12.305  14.266  -95.190  -1.608  -3.572  0.184  0.313  43.616
-2322.430  -2639   12.305  14.266  -95.190  -1.608  -3.572  0.184  0.313  43.616
-1997.307  -2489   12.129  13.821  -54.553  -0.958  -2.946  0.190  0.265  9.307
-1997.307  -2489   12.129  13.821  -54.553  -0.958  -2.946  0.190  0.265  9.307
-1334.947  -2118   11.777  13.126  98.787  0.063  -2.855  0.235  0.222  -29.198
-1334.947  -2118   11.777  13.126  98.787  0.063  -2.855  0.235  0.222  -29.198
-138.424  -1141   11.250  12.202  358.061  1.497  -2.572  0.301  0.207  -72.022
1482.611   -581   10.547  11.224  620.160  2.753  -2.695  0.338  0.143  -116.311
3019.058   -266   10.020  10.535  707.130  3.158  -2.841  0.305  0.138  -154.529
3019.058   -266   10.020  10.535  707.130  3.158  -2.841  0.305  0.138  -154.529
3019.058   -266   10.020  10.535  707.130  3.158  -2.841  0.305  0.138  -154.529
4070.414    981   9.492  9.872  628.068  2.789  -3.253  0.226  0.078  -183.799
4070.414    981   9.492  9.872  628.068  2.789  -3.253  0.226  0.078  -183.799
4501.692   2741   8.789  8.936  457.580  1.793  -4.134  0.134  -0.014  -210.579
4226.544   2954   8.086  8.383  205.235  -0.002  -5.254  0.013  -0.116  -228.692
3281.397   3040   7.559  8.899  -78.983  -2.240  -6.541  -0.087  -0.242  -222.975
1766.942   3052   7.910  9.169  -378.575  -4.557  -7.690  -0.175  -0.331  -200.158
-283.056   3123   8.086  9.466  -709.417  -6.812  -8.459  -0.285  -0.378  -162.999
-2795.161   3123   8.086  9.466  -1054.405  -8.891  -8.809  -0.355  -0.385  -119.509
-5501.393   2195   8.262  9.782  -1328.886  -10.313  -8.564  -0.402  -0.359  -70.751
-7913.610  -1319   8.438  10.035  -1419.470  -10.559  -7.676  -0.401  -0.343  -24.782
-9551.765  -1319   8.438  10.035  -1292.425  -9.519  -6.397  -0.360  -0.309  10.168
-10328.119  -2598   8.613  10.093  -1069.456  -7.799  -4.411  -0.341  -0.269  37.237
-10328.119  -2598   8.613  10.093  -1069.456  -7.799  -4.411  -0.341  -0.269  37.237
-10304.772  -2917   8.613  10.001  -803.627  -5.655  -2.242  -0.300  -0.246  52.415
-10304.772  -2917   8.613  10.001  -803.627  -5.655  -2.242  -0.300  -0.246  52.415
-9710.226  -2966   8.613  9.712  -572.526  -3.553  -0.155  -0.303  -0.214  46.201
-9710.226  -2966   8.613  9.712  -572.526  -3.553  -0.155  -0.303  -0.214  46.201
-8698.952  -2986   8.438  9.148  -363.129  -1.591  1.658  -0.269  -0.180  19.421
-8698.952  -2986   8.438  9.148  -363.129  -1.591  1.658  -0.269  -0.180  19.421
-7233.995  -2162   7.910  8.357  -100.602  0.355  2.658  -0.209  -0.185  -12.188
-5252.031  -1021   7.207  7.426  222.126  2.254  2.957  -0.136  -0.190  -51.212
-2920.373   -610   6.855  6.748  518.242  3.697  2.640  -0.076  -0.213  -89.842
-2920.373   -610   6.855  6.748  518.242  3.697  2.640  -0.076  -0.213  -89.842
-578.883   -328   6.152  6.052  708.266  4.447  1.681  -0.073  -0.285  -130.742
-578.883   -328   6.152  6.052  708.266  4.447  1.681  -0.073  -0.285  -130.742
1430.838   -186   5.625  5.344  759.149  4.477  0.409  -0.087  -0.352  -166.367
1430.838   -186   5.625  5.344  759.149  4.477  0.409  -0.087  -0.352  -166.367
2920.226    -89   4.922  4.366  706.294  3.895  -1.153  -0.132  -0.420  -198.837
2920.226    -89   4.922  4.366  706.294  3.895  -1.153  -0.132  -0.420  -198.837
3945.303   1213   4.043  3.366  636.969  3.093  -2.873  -0.166  -0.505  -229.311
4407.131   2651   3.164  2.545  487.064  1.740  -4.140  -0.247  -0.512  -251.111
4407.131   2651   3.164  2.545  487.064  1.740  -4.140  -0.247  -0.512  -251.111
4269.807   2914   2.813  2.110  281.940  0.047  -5.349  -0.337  -0.578  -258.584
4269.807   2914   2.813  2.110  281.940  0.047  -5.349  -0.337  -0.578  -258.584
3408.677   2958   2.285  1.774  -18.024  -2.134  -6.497  -0.427  -0.672  -252.741
3408.677   2958   2.285  1.774  -18.024  -2.134  -6.497  -0.427  -0.672  -252.741
2014.408   2959   1.934  1.612  -296.741  -4.002  -7.457  -0.437  -0.771  -235.740
2014.408   2959   1.934  1.612  -296.741  -4.002  -7.457  -0.437  -0.771  -235.740
239.422   3005   1.758  1.693  -555.255  -5.727  -8.218  -0.519  -0.849  -209.237
239.422   3005   1.758  1.693  -555.255  -5.727  -8.218  -0.519  -0.849  -209.237
-1768.536   2082   1.758  1.896  -785.285  -7.190  -8.433  -0.622  -0.879  -176.512
-3934.890    464   1.758  2.083  -1004.729  -8.433  -8.056  -0.752  -0.885  -136.657
-6120.986  -1698   0.879  0.534  -1186.587  -9.248  -7.234  -0.816  -0.855  -118.392
-8129.683  -2487   0.527  0.041  -1291.669  -9.408  -5.924  -0.833  -0.803  -103.674
-9677.457  -1754   0.176  -0.554  -1269.429  -8.799  -4.329  -0.793  -0.761  -99.493
-10431.861  -1754   0.176  -0.554  -1075.979  -7.209  -2.637  -0.711  -0.711  -98.518
-10374.328  -1048   -0.352  -1.202  -810.206  -5.222  -0.642  -0.652  -0.689  -110.183
-9585.889   -652   -0.879  -1.877  -512.216  -3.013  1.074  -0.586  -0.695  -128.502
-8198.438   -652   -0.879  -1.877  -207.859  -0.802  2.235  -0.528  -0.703  -140.964
-6162.347   -383   -1.406  -2.572  167.636  1.665  2.523  -0.490  -0.744  -155.779
-6162.347   -383   -1.406  -2.572  167.636  1.665  2.523  -0.490  -0.744  -155.779
-3643.641   -206   -1.758  -3.277  528.555  3.653  1.981  -0.488  -0.792  -167.188
-3643.641   -206   -1.758  -3.277  528.555  3.653  1.981  -0.488  -0.792  -167.188
-1036.845   -101   -2.461  -4.187  768.840  4.703  0.951  -0.523  -0.830  -173.729
1113.901    -65   -2.988  -5.232  791.251  4.495  -0.180  -0.569  -0.831  -174.394
2643.324    -38   -3.516  -5.952  707.387  3.843  -1.236  -0.533  -0.842  -191.653
2643.324    -38   -3.516  -5.952  707.387  3.843  -1.236  -0.533  -0.842  -191.653
3606.231    789   -4.043  -6.654  593.079  3.105  -1.838  -0.472  -0.823  -208.855
3606.231    789   -4.043  -6.654  593.079  3.105  -1.838  -0.472  -0.823  -208.855
4111.324   2110   -4.570  -7.292  473.906  2.333  -1.800  -0.453  -0.764  -226.246
4111.324   2110   -4.570  -7.292  473.906  2.333  -1.800  -0.453  -0.764  -226.246
4296.188   2882   -5.273  -7.988  374.493  1.787  -1.035  -0.444  -0.697  -233.946
4296.188   2882   -5.273  -7.988  374.493  1.787  -1.035  -0.444  -0.697  -233.946
4048.922   2957   -5.625  -8.442  205.183  0.967  0.112  -0.509  -0.653  -237.861
3415.665   2978   -5.977  -8.638  25.019  0.285  1.179  -0.536  -0.653  -235.196
3415.665   2978   -5.977  -8.638  25.019  0.285  1.179  -0.536  -0.653  -235.196
2731.012   2972   -6.152  -8.618  -44.467  0.274  2.048  -0.478  -0.670  -212.109
2731.012   2972   -6.152  -8.618  -44.467  0.274  2.048  -0.478  -0.670  -212.109
2312.484   2950   -6.328  -8.423  17.711  0.735  2.425  -0.429  -0.700  -178.479
2312.484   2950   -6.328  -8.423  17.711  0.735  2.425  -0.429  -0.700  -178.479
2226.956   2627   -6.504  -7.983  133.334  1.231  2.393  -0.414  -0.707  -133.467
2226.956   2627   -6.504  -7.983  133.334  1.231  2.393  -0.414  -0.707  -133.467
2082.992   1964   -6.328  -7.396  118.625  0.949  2.126  -0.494  -0.685  -81.963
2082.992   1964   -6.328  -7.396  118.625  0.949  2.126  -0.494  -0.685  -81.963
1380.907   1096   -5.977  -6.687  -103.712  -0.343  1.785  -0.611  -0.668  -29.036
136.537   1904   -5.625  -6.005  -362.625  -1.697  1.173  -0.674  -0.669  25.520
-1147.666   1522   -5.449  -5.503  -464.056  -2.173  0.849  -0.621  -0.608  75.163
-1891.911    524   -5.098  -5.012  -337.040  -1.497  1.330  -0.470  -0.493  117.297
-1826.869  -1109   -3.516  -4.077  -68.290  0.195  3.051  -0.305  -0.301  154.134
-1094.831  -1671   -3.516  -4.215  198.102  2.478  6.187  -0.095  -0.026  169.181
143.380  -1748   -3.691  -4.421  448.569  5.315  10.142  0.117  0.243  165.070
1830.243  -1748   -3.691  -4.421  715.062  8.464  14.198  0.233  0.461  148.780
3914.478  -1241   -3.691  -4.686  1000.173  11.216  17.298  0.247  0.555  119.548
6385.941    943   -3.867  -4.962  1319.666  13.430  18.855  0.269  0.542  82.947
8905.307    943   -3.867  -4.962  1537.466  14.360  18.584  0.276  0.445  47.839
11012.329   2499   -4.043  -5.147  1575.777  13.777  16.249  0.304  0.287  15.394
12116.080   2885   -4.219  -5.206  1332.419  11.490  12.806  0.262  0.285  -10.328
12116.080   2885   -4.219  -5.206  1332.419  11.490  12.806  0.262  0.285  -10.328
11879.690   2990   -4.219  -5.152  881.479  7.639  7.868  0.111  0.138  -28.672
11879.690   2990   -4.219  -5.152  881.479  7.639  7.868  0.111  0.138  -28.672
10306.039   3002   -4.043  -5.000  325.820  2.805  1.972  -0.097  -0.018  -37.028
10306.039   3002   -4.043  -5.000  325.820  2.805  1.972  -0.097  -0.018  -37.028
7907.264   3011   -3.867  -4.618  -134.046  -1.542  -3.595  -0.135  -0.096  -23.046
7907.264   3011   -3.867  -4.618  -134.046  -1.542  -3.595  -0.135  -0.096  -23.046
5194.104   3021   -3.691  -4.068  -453.427  -4.800  -7.626  -0.161  -0.115  -1.729
5194.104   3021   -3.691  -4.068  -453.427  -4.800  -7.626  -0.161  -0.115  -1.729
2578.669   2958   -3.516  -3.352  -629.703  -6.584  -9.520  -0.169  -0.080  26.100
287.215   2335   -2.988  -2.550  -705.887  -6.993  -9.195  -0.124  -0.015  62.681
-1681.625   2106   -2.637  -1.983  -752.606  -6.752  -7.624  -0.097  -0.004  97.404
-1681.625   2106   -2.637  -1.983  -752.606  -6.752  -7.624  -0.097  -0.004  97.404
-3260.480    832   -2.285  -1.427  -745.455  -5.877  -5.395  -0.081  0.015  127.432
-3260.480    832   -2.285  -1.427  -745.455  -5.877  -5.395  -0.081  0.015  127.432
-4247.971   -917   -1.934  -0.963  -625.048  -4.376  -3.077  -0.050  0.042  153.836
-4247.971   -917   -1.934  -0.963  -625.048  -4.376  -3.077  -0.050  0.042  153.836
-4395.004  -2641   -1.582  -0.611  -356.902  -2.239  -1.142  -0.036  0.083  170.275
-4395.004  -2641   -1.582  -0.611  -356.902  -2.239  -1.142  -0.036  0.083  170.275
-3729.141  -2940   -1.406  -0.653  -36.384  0.207  1.394  0.001  0.152  171.555
-3729.141  -2940   -1.406  -0.653  -36.384  0.207  1.394  0.001  0.152  171.555
-2631.509  -2952   -1.230  -0.948  188.931  2.023  3.495  0.019  0.224  155.858
-1661.646  -2572   -1.406  -1.509  219.035  2.514  4.462  0.017  0.230  122.023
-1661.646  -2572   -1.406  -1.509  219.035  2.514  4.462  0.017  0.230  122.023
-988.493  -1386   -1.582  -1.986  167.340  2.470  4.429  -0.009  0.197  77.529
-988.493  -1386   -1.582  -1.986  167.340  2.470  4.429  -0.009  0.197  77.529
-496.543   -831   -1.758  -2.552  136.731  2.164  3.533  0.001  0.126  26.608
-37.483  -1002   -2.285  -3.377  151.767  1.670  2.100  0.010  0.038  -28.323
653.239   -262   -5.449  -8.113  261.770  1.600  0.527  0.067  -0.041  -139.301
1570.921   -135   -5.977  -8.793  388.988  1.688  -1.179  0.101  -0.083  -233.726
2578.814    425   -6.680  -9.487  482.015  1.785  -2.924  0.122  -0.128  -308.287
3460.034    425   -6.680  -9.487  495.917  1.622  -4.495  0.080  -0.159  -350.595
4055.177   1225   -7.383  -10.147  439.901  1.121  -5.701  0.030  -0.185  -371.082
4188.140   2528   -7.910  -10.729  291.687  0.168  -6.152  -0.081  -0.187  -372.597
3898.395   2893   -7.910  -10.729  125.645  -0.722  -5.729  -0.108  -0.188  -349.406
3156.045   2893   -8.613  -11.191  -82.055  -1.770  -4.721  -0.159  -0.175  -314.013
3156.045   2893   -8.613  -11.191  -82.055  -1.770  -4.721  -0.159  -0.175  -314.013
3156.045   2893   -8.613  -11.191  -82.055  -1.770  -4.721  -0.159  -0.175  -314.013
2009.030   2964   -8.789  -11.529  -305.337  -2.794  -3.311  -0.159  -0.145  -263.358
603.934   2969   -9.141  -11.834  -496.154  -3.569  -1.972  -0.157  -0.141  -198.940
603.934   2969   -9.141  -11.834  -496.154  -3.569  -1.972  -0.157  -0.141  -198.940
-888.303   2157   -9.141  -11.810  -634.444  -4.104  -0.909  -0.158  -0.137  -121.287
-888.303   2157   -9.141  -11.810  -634.444  -4.104  -0.909  -0.158  -0.137  -121.287
-2115.801    845   -9.141  -11.708  -639.336  -3.943  -0.259  -0.136  -0.150  -101.551
-2834.428   -737   -9.141  -11.586  -522.620  -3.162  0.218  -0.109  -0.153  -81.440
-2834.428   -737   -9.141  -11.586  -522.620  -3.162  0.218  -0.109  -0.153  -81.440
-3001.611  -1847   -9.141  -11.580  -346.424  -2.118  0.377  -0.130  -0.168  -65.327
-3001.611  -1847   -9.141  -11.580  -346.424  -2.118  0.377  -0.130  -0.168  -65.327
-2809.433  -2580   -9.141  -11.693  -207.816  -1.259  0.465  -0.162  -0.151  -44.668
-2809.433  -2580   -9.141  -11.693  -207.816  -1.259  0.465  -0.162  -0.151  -44.668
-2422.532  -2845   -9.316  -12.043  -108.723  -0.520  0.469  -0.171  -0.134  -34.447
-2422.532  -2845   -9.316  -12.043  -108.723  -0.520  0.469  -0.171  -0.134  -34.447
-2010.343  -2730   -9.844  -12.620  -64.845  -0.137  0.518  -0.141  -0.113  -37.546
-2010.343  -2730   -9.844  -12.620  -64.845  -0.137  0.518  -0.141  -0.113  -37.546
-1462.198  -2099   -10.547  -13.423  24.902  0.471  0.545  -0.081  -0.100  -46.969
-765.897  -1016   -11.426  -14.378  131.531  0.986  0.554  -0.031  -0.102  -70.828
63.354   -612   -12.129  -15.079  242.491  1.528  0.686  -0.001  -0.102  -101.675
63.354   -612   -12.129  -15.079  242.491  1.528  0.686  -0.001  -0.102  -101.675
885.621   -399   -12.656  -15.771  304.747  1.898  0.871  -0.002  -0.088  -137.683
885.621   -399   -12.656  -15.771  304.747  1.898  0.871  -0.002  -0.088  -137.683
1552.786      3   -13.359  -16.467  306.605  2.029  1.038  -0.012  -0.085  -171.905
1552.786      3   -13.359  -16.467  306.605  2.029  1.038  -0.012  -0.085  -171.905
2058.385    752   -14.062  -17.331  290.891  2.129  1.208  -0.014  -0.059  -203.308
2058.385    752   -14.062  -17.331  290.891  2.129  1.208  -0.014  -0.059  -203.308
2472.771   1411   -14.766  -18.197  292.308  2.211  1.267  -0.026  -0.057  -228.678
2774.747   1906   -15.293  -18.895  277.920  1.999  1.103  -0.036  -0.059  -244.665
2849.874   2348   -15.469  -18.677  212.350  1.399  0.783  -0.047  -0.085  -237.664
2603.208   1618   -15.469  -18.200  91.237  0.586  0.462  -0.050  -0.093  -209.045
2095.455   1618   -15.469  -18.200  -31.166  -0.133  0.208  -0.046  -0.098  -172.400
1525.748    918   -15.117  -17.706  -90.884  -0.509  -0.065  -0.038  -0.113  -126.146
1095.994   1150   -14.590  -17.171  -73.949  -0.528  -0.294  -0.027  -0.106  -76.220
832.746   1431   -14.062  -16.570  -35.965  -0.401  -0.275  -0.036  -0.064  -21.570
637.734   1431   -14.062  -16.570  -25.484  -0.272  0.038  -0.042  -0.021  25.164
456.566   1036   -13.359  -15.928  -30.244  -0.121  0.322  -0.034  -0.016  71.422
456.566   1036   -13.359  -15.928  -30.244  -0.121  0.322  -0.034  -0.016  71.422
316.434    660   -12.656  -15.255  -22.944  0.099  0.582  -0.023  -0.038  110.637
316.434    660   -12.656  -15.255  -22.944  0.099  0.582  -0.023  -0.038  110.637
196.837    402   -11.953  -14.437  -23.236  0.159  0.790  -0.039  -0.045  140.403
113.007    214   -11.074  -13.384  -18.119  0.172  0.966  -0.038  -0.046  162.178
113.007    214   -11.074  -13.384  -18.119  0.172  0.966  -0.038  -0.046  162.178
55.899    142   -10.371  -12.634  -15.407  0.163  1.075  -0.029  -0.024  182.605
55.899    142   -10.371  -12.634  -15.407  0.163  1.075  -0.029  -0.024  182.605
4.237    155   -9.668  -11.831  -17.638  0.182  1.186  -0.017  -0.002  205.506
4.237    155   -9.668  -11.831  -17.638  0.182  1.186  -0.017  -0.002  205.506
-32.292     82   -8.789  -10.823  -13.376  0.211  1.083  -0.014  -0.015  224.451
-32.292     82   -8.789  -10.823  -13.376  0.211  1.083  -0.014  -0.015  224.451
29.488     24   -7.910  -9.799  26.496  0.398  0.805  0.011  -0.011  245.510
29.488     24   -7.910  -9.799  26.496  0.398  0.805  0.011  -0.011  245.510
217.094    -13   -7.383  -8.797  88.078  0.674  0.545  0.024  0.004  267.498
501.339     41   -6.680  -7.841  149.685  0.982  0.482  0.050  0.011  289.520
765.901    199   -6.328  -7.216  172.382  1.176  0.713  0.055  0.026  294.871
765.901    199   -6.328  -7.216  172.382  1.176  0.713  0.055  0.026  294.871
867.187    439   -5.801  -6.611  131.644  1.143  1.230  0.024  0.079  292.861
867.187    439   -5.801  -6.611  131.644  1.143  1.230  0.024  0.079  292.861
817.731    696   -5.449  -6.027  84.694  1.064  1.602  0.015  0.099  283.821
817.731    696   -5.449  -6.027  84.694  1.064  1.602  0.015  0.099  283.821
583.420    859   -4.922  -5.224  12.217  0.707  1.839  -0.008  0.111  273.878
583.420    859   -4.922  -5.224  12.217  0.707  1.839  -0.008  0.111  273.878
279.061    834   -4.395  -4.465  -27.797  0.445  1.900  0.014  0.112  266.618
-13.236    649   -4.043  -3.756  -39.712  0.302  1.924  0.035  0.111  256.748
-13.236    649   -4.043  -3.756  -39.712  0.302  1.924  0.035  0.111  256.748
-325.010    404   -3.691  -3.339  -65.792  0.098  1.948  0.022  0.111  241.011
-804.446    122   -3.340  -2.914  -156.808  -0.450  1.834  -0.035  0.125  224.308
-1319.717   -316   -2.461  -2.522  -215.028  -0.679  1.780  -0.012  0.159  208.200
-1695.985   -674   -2.461  -2.582  -205.694  -0.552  1.827  0.030  0.193  187.438
-1800.859  -1128   -2.461  -2.676  -131.467  -0.197  1.725  0.040  0.197  163.852
-1598.722  -1128   -2.461  -2.676  -21.937  0.307  1.543  0.059  0.202  136.059
-1206.464  -1515   -2.461  -2.820  64.802  0.682  1.334  0.074  0.168  103.418
-746.667  -1546   -2.637  -3.023  118.123  0.910  0.815  0.069  0.108  66.892
-345.385  -1546   -2.637  -3.023  122.729  0.905  0.313  0.066  0.098  35.759
80.755  -1265   -2.813  -3.281  156.397  1.050  -0.175  0.081  0.096  7.799
708.517   -583   -2.988  -3.574  267.355  1.494  -0.747  0.123  0.080  -15.396
1466.281    -90   -3.164  -3.873  366.144  1.780  -1.302  0.128  0.076  -36.120
1466.281    -90   -3.164  -3.873  366.144  1.780  -1.302  0.128  0.076  -36.120
2076.451    471   -3.340  -4.157  364.183  1.531  -1.779  0.123  0.066  -51.901
2076.451    471   -3.340  -4.157  364.183  1.531  -1.779  0.123  0.066  -51.901
2409.253   1160   -3.516  -4.400  297.247  1.136  -2.115  0.102  0.038  -60.615
2409.253   1160   -3.516  -4.400  297.247  1.136  -2.115  0.102  0.038  -60.615
2518.022   1843   -3.691  -4.596  230.167  0.864  -2.226  0.094  0.013  -67.710
2518.022   1843   -3.691  -4.596  230.167  0.864  -2.226  0.094  0.013  -67.710
2440.144   2273   -3.691  -4.650  159.561  0.472  -2.175  0.075  0.001  -71.297
2440.144   2273   -3.691  -4.650  159.561  0.472  -2.175  0.075  0.001  -71.297
2224.361   2428   -3.691  -4.536  95.891  0.037  -1.986  0.051  -0.020  -67.321
1862.396   2387   -3.691  -4.288  18.556  -0.487  -1.791  0.016  -0.023  -56.677
1862.396   2387   -3.691  -4.288  18.556  -0.487  -1.791  0.016  -0.023  -56.677
1285.103   2232   -3.516  -4.055  -98.444  -1.180  -1.758  -0.020  -0.017  -41.845
1285.103   2232   -3.516  -4.055  -98.444  -1.180  -1.758  -0.020  -0.017  -41.845
472.993   1903   -3.340  -3.722  -238.499  -1.885  -1.640  -0.036  -0.014  -18.983
-444.272   1337   -3.164  -3.310  -342.553  -2.356  -1.393  -0.033  -0.012  7.482
-444.272   1337   -3.164  -3.310  -342.553  -2.356  -1.393  -0.033  -0.012  7.482
-1226.099    691   -3.164  -3.042  -353.872  -2.393  -1.218  -0.029  -0.027  32.794
-1226.099    691   -3.164  -3.042  -353.872  -2.393  -1.218  -0.029  -0.027  32.794
-1806.914   -170   -2.988  -2.800  -328.601  -2.264  -0.895  -0.036  -0.018  54.788
-2262.157  -1020   -2.813  -2.706  -318.563  -2.165  -0.515  -0.068  -0.015  69.920
-2262.157  -1020   -2.813  -2.706  -318.563  -2.165  -0.515  -0.068  -0.015  69.920
-2640.156  -1582   -2.813  -2.753  -320.481  -2.005  -0.109  -0.071  0.007  75.688
