SetPt[mA]  I_m[mA] theta_l[deg]  theta_c[deg]  T_sea[N.m]  T_acc[N.m]  K_ff  Kp_A  Ki_A  Kp_F  Kd_F  Amp
-148972.656     -1   -728472.249  -217629094.704  -12661.080  20.125  1.000  4.560  5.790  1.531  0.020  100000
-148974.297     -3   -725433.391  158499950.503  -12661.080  19.510  1.000  4.560  5.790  1.531  0.020  100000
148732.422      0   -725426.453  159126107.429  9221.219  18.931  1.000  4.560  5.790  1.531  0.020  100000
109074.359     -1   -725426.453  159124632.063  9257.647  20.022  1.000  4.560  5.790  1.531  0.020  100000
109003.891     -1   528336.916  159124617.739  9257.563  18.955  1.000  4.560  5.790  1.531  0.020  100000
109004.211     -1   530424.128  -218542819.148  9257.563  19.021  1.000  4.560  5.790  1.531  0.020  100000
-189920.844      1   530419.260  -217631157.352  -12714.239  19.331  1.000  4.560  5.790  1.531  0.020  100000
-148880.859      1   530419.260  -217629094.704  -12661.201  18.437  1.000  4.560  5.790  1.531  0.020  100000
-148973.844     -1   -728472.249  -217629094.704  -12661.080  19.623  1.000  4.560  5.790  1.531  0.020  100000
-148978.391      0   -725433.391  158499950.503  -12661.080  17.728  1.000  4.560  5.790  1.531  0.020  100000
148731.781     -2   -725426.453  159126107.429  9221.219  18.648  1.000  4.560  5.790  1.531  0.020  100000
109069.453     -1   -725426.453  159124632.063  9257.647  17.897  1.000  4.560  5.790  1.531  0.020  100000
109002.906     -2   528336.916  159124617.739  9257.563  18.534  1.000  4.560  5.790  1.531  0.020  100000
109002.156      2   530424.128  -218542819.148  9257.563  18.133  1.000  4.560  5.790  1.531  0.020  100000
-189923.953      2   530419.260  -217631157.352  -12714.239  17.972  1.000  4.560  5.790  1.531  0.020  100000
-148880.906      1   530419.260  -217629094.704  -12661.201  18.420  1.000  4.560  5.790  1.531  0.020  100000
-148976.094      1   -728472.249  -217629094.704  -12661.080  18.636  1.000  4.560  5.790  1.531  0.020  100000
-148974.234      1   -725433.391  158499950.503  -12661.080  19.538  1.000  4.560  5.790  1.531  0.020  100000
148732.031     -1   -725426.453  159126107.429  9221.219  18.758  1.000  4.560  5.790  1.531  0.020  100000
109068.453      0   -725426.453  159124632.063  9257.647  17.451  1.000  4.560  5.790  1.531  0.020  100000
109004.109      0   528336.916  159124617.739  9257.563  19.054  1.000  4.560  5.790  1.531  0.020  100000
109000.570      0   530424.128  -218542819.148  9257.563  17.445  1.000  4.560  5.790  1.531  0.020  100000
-189924.719     -1   530419.260  -217631157.352  -12714.239  17.644  1.000  4.560  5.790  1.531  0.020  100000
-148884.016     -1   530419.260  -217629094.704  -12661.201  17.062  1.000  4.560  5.790  1.531  0.020  100000
-148976.359     -2   -728472.249  -217629094.704  -12661.080  18.519  1.000  4.560  5.790  1.531  0.020  100000
-148975.250     -1   -725433.391  158499950.503  -12661.080  19.103  1.000  4.560  5.790  1.531  0.020  100000
148729.375      0   -725426.453  159126107.429  9221.219  17.607  1.000  4.560  5.790  1.531  0.020  100000
109070.375      0   -725426.453  159124632.063  9257.647  18.291  1.000  4.560  5.790  1.531  0.020  100000
109001.313      0   528336.916  159124617.739  9257.563  17.838  1.000  4.560  5.790  1.531  0.020  100000
109003.359      0   530424.128  -218542819.148  9257.563  18.661  1.000  4.560  5.790  1.531  0.020  100000
-189923.063     -1   530419.260  -217631157.352  -12714.239  18.363  1.000  4.560  5.790  1.531  0.020  100000
-148879.484     -1   530419.260  -217629094.704  -12661.201  19.041  1.000  4.560  5.790  1.531  0.020  100000
-148975.234     -1   -728472.249  -217629094.704  -12661.080  19.011  1.000  4.560  5.790  1.531  0.020  100000
-148977.281     -1   -725433.391  158499950.503  -12661.080  18.207  1.000  4.560  5.790  1.531  0.020  100000
148733.797      0   -725426.453  159126107.429  9221.219  19.530  1.000  4.560  5.790  1.531  0.020  100000
109070.883     -2   -725426.453  159124632.063  9257.647  18.509  1.000  4.560  5.790  1.531  0.020  100000
109004.203      0   528336.916  159124617.739  9257.563  19.091  1.000  4.560  5.790  1.531  0.020  100000
109004.594     -2   530424.128  -218542819.148  9257.563  19.193  1.000  4.560  5.790  1.531  0.020  100000
-189921.813     -1   530419.260  -217631157.352  -12714.239  18.915  1.000  4.560  5.790  1.531  0.020  100000
-148881.359     -1   530419.260  -217629094.704  -12661.201  18.217  1.000  4.560  5.790  1.531  0.020  100000
-148979.609     -2   -728472.249  -217629094.704  -12661.080  17.100  1.000  4.560  5.790  1.531  0.020  100000
-148979.469     -1   -725433.391  158499950.503  -12661.080  17.265  1.000  4.560  5.790  1.531  0.020  100000
148728.844      0   -725426.453  159126107.429  9221.219  17.370  1.000  4.560  5.790  1.531  0.020  100000
109066.070     -2   -725426.453  159124632.063  9257.647  16.416  1.000  4.560  5.790  1.531  0.020  100000
109002.422     -2   528336.916  159124617.739  9257.563  18.322  1.000  4.560  5.790  1.531  0.020  100000
109003.203     -2   530424.128  -218542819.148  9257.563  18.595  1.000  4.560  5.790  1.531  0.020  100000
-189925.531     -1   530419.260  -217631157.352  -12714.239  17.291  1.000  4.560  5.790  1.531  0.020  100000
-148878.922     -1   530419.260  -217629094.704  -12661.201  19.285  1.000  4.560  5.790  1.531  0.020  100000
-148979.797     -1   -728472.249  -217629094.704  -12661.080  17.021  1.000  4.560  5.790  1.531  0.020  100000
-148974.703     -2   -725433.391  158499950.503  -12661.080  19.339  1.000  4.560  5.790  1.531  0.020  100000
148730.813     -1   -725426.453  159126107.429  9221.219  18.228  1.000  4.560  5.790  1.531  0.020  100000
109071.219     -1   -725426.453  159124632.063  9257.647  18.655  1.000  4.560  5.790  1.531  0.020  100000
109003.477     -3   528336.916  159124617.739  9257.563  18.774  1.000  4.560  5.790  1.531  0.020  100000
108999.820     -2   530424.128  -218542819.148  9257.563  17.113  1.000  4.560  5.790  1.531  0.020  100000
-189920.688     -1   530419.260  -217631157.352  -12714.239  19.404  1.000  4.560  5.790  1.531  0.020  100000
-148886.688     -1   530419.260  -217629094.704  -12661.201  15.901  1.000  4.560  5.790  1.531  0.020  100000
-148975.766      0   -728472.249  -217629094.704  -12661.080  18.776  1.000  4.560  5.790  1.531  0.020  100000
-148979.547     -1   -725433.391  158499950.503  -12661.080  17.235  1.000  4.560  5.790  1.531  0.020  100000
148729.906     -2   -725426.453  159126107.429  9221.219  17.834  1.000  4.560  5.790  1.531  0.020  100000
109064.148     -2   -725426.453  159124632.063  9257.647  15.586  1.000  4.560  5.790  1.531  0.020  100000
108999.766      1   528336.916  159124617.739  9257.563  17.163  1.000  4.560  5.790  1.531  0.020  100000
109000.570      0   530424.128  -218542819.148  9257.563  17.447  1.000  4.560  5.790  1.531  0.020  100000
-189922.156     -2   530419.260  -217631157.352  -12714.239  18.763  1.000  4.560  5.790  1.531  0.020  100000
-148882.891     -1   530419.260  -217629094.704  -12661.201  17.560  1.000  4.560  5.790  1.531  0.020  100000
-148976.797     -2   -728472.249  -217629094.704  -12661.080  18.331  1.000  4.560  5.790  1.531  0.020  100000
-148976.375     -2   -725433.391  158499950.503  -12661.080  18.608  1.000  4.560  5.790  1.531  0.020  100000
148731.781     -2   -725426.453  159126107.429  9221.219  18.637  1.000  4.560  5.790  1.531  0.020  100000
109072.344     -2   -725426.453  159124632.063  9257.647  19.159  1.000  4.560  5.790  1.531  0.020  100000
109002.992      0   528336.916  159124617.739  9257.563  18.561  1.000  4.560  5.790  1.531  0.020  100000
108997.430      0   530424.128  -218542819.148  9257.563  16.078  1.000  4.560  5.790  1.531  0.020  100000
-189921.813      0   530419.260  -217631157.352  -12714.239  18.916  1.000  4.560  5.790  1.531  0.020  100000
-148884.219      0   530419.260  -217629094.704  -12661.201  16.977  1.000  4.560  5.790  1.531  0.020  100000
-148974.250     -2   -728472.249  -217629094.704  -12661.080  19.441  1.000  4.560  5.790  1.531  0.020  100000
-148976.047     -3   -725433.391  158499950.503  -12661.080  18.759  1.000  4.560  5.790  1.531  0.020  100000
148733.172      0   -725426.453  159126107.429  9221.219  19.237  1.000  4.560  5.790  1.531  0.020  100000
109073.305      1   -725426.453  159124632.063  9257.647  19.568  1.000  4.560  5.790  1.531  0.020  100000
109004.875     -2   528336.916  159124617.739  9257.563  19.383  1.000  4.560  5.790  1.531  0.020  100000
109005.047     -2   530424.128  -218542819.148  9257.563  19.386  1.000  4.560  5.790  1.531  0.020  100000
-189925.484     -2   530419.260  -217631157.352  -12714.239  17.306  1.000  4.560  5.790  1.531  0.020  100000
-148879.594     -1   530419.260  -217629094.704  -12661.201  18.992  1.000  4.560  5.790  1.531  0.020  100000
-148974.625     -1   -728472.249  -217629094.704  -12661.080  19.266  1.000  4.560  5.790  1.531  0.020  100000
-148971.359     -2   -725433.391  158499950.503  -12661.080  20.798  1.000  4.560  5.790  1.531  0.020  100000
148735.141      0   -725426.453  159126107.429  9221.219  20.098  1.000  4.560  5.790  1.531  0.020  100000
109070.359      2   -725426.453  159124632.063  9257.647  18.279  1.000  4.560  5.790  1.531  0.020  100000
109002.461      0   528336.916  159124617.739  9257.563  18.327  1.000  4.560  5.790  1.531  0.020  100000
109001.852     -1   530424.128  -218542819.148  9257.563  17.998  1.000  4.560  5.790  1.531  0.020  100000
-189924.156     -1   530419.260  -217631157.352  -12714.239  17.890  1.000  4.560  5.790  1.531  0.020  100000
-148881.141     -2   530419.260  -217629094.704  -12661.201  18.314  1.000  4.560  5.790  1.531  0.020  100000
-148974.328     -2   -728472.249  -217629094.704  -12661.080  19.408  1.000  4.560  5.790  1.531  0.020  100000
-148974.297     -1   -725433.391  158499950.503  -12661.080  19.509  1.000  4.560  5.790  1.531  0.020  100000
148734.688     -1   -725426.453  159126107.429  9221.219  19.909  1.000  4.560  5.790  1.531  0.020  100000
109070.516     -1   -725426.453  159124632.063  9257.647  18.351  1.000  4.560  5.790  1.531  0.020  100000
108998.820     -1   528336.916  159124617.739  9257.563  16.747  1.000  4.560  5.790  1.531  0.020  100000
108999.844      0   530424.128  -218542819.148  9257.563  17.127  1.000  4.560  5.790  1.531  0.020  100000
-189923.125      0   530419.260  -217631157.352  -12714.239  18.337  1.000  4.560  5.790  1.531  0.020  100000
-148881.469     -1   530419.260  -217629094.704  -12661.201  18.179  1.000  4.560  5.790  1.531  0.020  100000
-148978.250     -2   -728472.249  -217629094.704  -12661.080  17.697  1.000  4.560  5.790  1.531  0.020  100000
-148980.281     -2   -725433.391  158499950.503  -12661.080  16.910  1.000  4.560  5.790  1.531  0.020  100000
148729.094      1   -725426.453  159126107.429  9221.219  17.482  1.000  4.560  5.790  1.531  0.020  100000
109071.492      0   -725426.453  159124632.063  9257.647  18.783  1.000  4.560  5.790  1.531  0.020  100000
108996.203     -1   528336.916  159124617.739  9257.563  15.605  1.000  4.560  5.790  1.531  0.020  100000
109003.516     -2   530424.128  -218542819.148  9257.563  18.729  1.000  4.560  5.790  1.531  0.020  100000
-189924.406     -2   530419.260  -217631157.352  -12714.239  17.775  1.000  4.560  5.790  1.531  0.020  100000
-148878.750     -1   530419.260  -217629094.704  -12661.201  19.363  1.000  4.560  5.790  1.531  0.020  100000
-148975.922      0   -728472.249  -217629094.704  -12661.080  18.704  1.000  4.560  5.790  1.531  0.020  100000
-148977.453     -1   -725433.391  158499950.503  -12661.080  18.143  1.000  4.560  5.790  1.531  0.020  100000
148732.578     -2   -725426.453  159126107.429  9221.219  18.994  1.000  4.560  5.790  1.531  0.020  100000
109072.461     -2   -725426.453  159124632.063  9257.647  19.196  1.000  4.560  5.790  1.531  0.020  100000
109000.750     -1   528336.916  159124617.739  9257.563  17.582  1.000  4.560  5.790  1.531  0.020  100000
109004.289      0   530424.128  -218542819.148  9257.563  19.071  1.000  4.560  5.790  1.531  0.020  100000
-189922.344      0   530419.260  -217631157.352  -12714.239  18.669  1.000  4.560  5.790  1.531  0.020  100000
-148877.609     -1   530419.260  -217629094.704  -12661.201  19.864  1.000  4.560  5.790  1.531  0.020  100000
-148974.750     -1   -728472.249  -217629094.704  -12661.080  19.219  1.000  4.560  5.790  1.531  0.020  100000
-148975.750      1   -725433.391  158499950.503  -12661.080  18.870  1.000  4.560  5.790  1.531  0.020  100000
148729.906     -1   -725426.453  159126107.429  9221.220  17.816  1.000  4.560  5.790  1.531  0.020  100000
109070.664     -1   -725426.453  159124632.063  9257.647  18.415  1.000  4.560  5.790  1.531  0.020  100000
108999.531     -1   528336.972  159124617.739  9257.563  17.057  1.000  4.560  5.790  1.531  0.020  100000
109004.617     -1   530424.128  -218542819.148  9257.563  19.203  1.000  4.560  5.790  1.531  0.020  100000
-189921.328      2   530419.260  -217631157.352  -12714.239  19.115  1.000  4.560  5.790  1.531  0.020  100000
-148877.016      0   530419.260  -217629094.704  -12661.201  20.122  1.000  4.560  5.790  1.531  0.020  100000
-148976.547      0   -728472.249  -217629094.704  -12661.080  18.434  1.000  4.560  5.790  1.531  0.020  100000
-148980.688     -2   -725433.391  158499950.503  -12661.080  16.724  1.000  4.560  5.790  1.531  0.020  100000
148728.125     -2   -725426.453  159126107.429  9221.219  17.052  1.000  4.560  5.790  1.531  0.020  100000
109071.086     -1   -725426.453  159124632.063  9257.647  18.610  1.000  4.560  5.790  1.531  0.020  100000
109003.180     -1   528336.916  159124617.739  9257.563  18.645  1.000  4.560  5.790  1.531  0.020  100000
109002.906      0   530424.128  -218542819.148  9257.563  18.458  1.000  4.560  5.790  1.531  0.020  100000
-189923.781     -1   530419.260  -217631157.352  -12714.239  18.048  1.000  4.560  5.790  1.531  0.020  100000
-148882.766     -1   530419.260  -217629094.704  -12661.201  17.612  1.000  4.560  5.790  1.531  0.020  100000
-148976.516      0   -728472.249  -217629094.704  -12661.080  18.445  1.000  4.560  5.790  1.531  0.020  100000
-148975.328     -1   -725433.391  158499950.503  -12661.080  19.070  1.000  4.560  5.790  1.531  0.020  100000
148733.219      0   -725426.453  159126107.429  9221.219  19.262  1.000  4.560  5.790  1.531  0.020  100000
109074.367      0   -725426.453  159124632.063  9257.647  20.033  1.000  4.560  5.790  1.531  0.020  100000
109001.203     -1   528336.916  159124617.739  9257.563  17.781  1.000  4.560  5.790  1.531  0.020  100000
109002.789     -2   530424.128  -218542819.148  9257.563  18.403  1.000  4.560  5.790  1.531  0.020  100000
-189923.891     -2   530419.260  -217631157.352  -12714.239  18.000  1.000  4.560  5.790  1.531  0.020  100000
-148877.969     -2   530419.260  -217629094.704  -12661.201  19.704  1.000  4.560  5.790  1.531  0.020  100000
-148975.516     -1   -728472.249  -217629094.704  -12661.080  18.883  1.000  4.560  5.790  1.531  0.020  100000
-148974.344      0   -725433.391  158499950.503  -12661.080  19.496  1.000  4.560  5.790  1.531  0.020  100000
148733.094     -2   -725426.453  159126107.429  9221.219  19.220  1.000  4.560  5.790  1.531  0.020  100000
109071.078     -1   -725426.453  159124632.063  9257.647  18.596  1.000  4.560  5.790  1.531  0.020  100000
109002.063     -1   528336.916  159124617.739  9257.563  18.158  1.000  4.560  5.790  1.531  0.020  100000
109003.914     -1   530424.128  -218542819.148  9257.563  18.894  1.000  4.560  5.790  1.531  0.020  100000
-189917.234      0   530419.260  -217631157.352  -12714.239  20.911  1.000  4.560  5.790  1.531  0.020  100000
-148875.953     -2   530419.260  -217629094.704  -12661.201  20.581  1.000  4.560  5.790  1.531  0.020  100000
-148975.063     -2   -728472.249  -217629094.704  -12661.080  19.076  1.000  4.560  5.790  1.531  0.020  100000
-148977.266     -1   -725433.391  158499950.503  -12661.080  18.217  1.000  4.560  5.790  1.531  0.020  100000
148733.172     -1   -725426.453  159126107.429  9221.219  19.251  1.000  4.560  5.790  1.531  0.020  100000
109069.289     -2   -725426.453  159124632.063  9257.647  17.815  1.000  4.560  5.790  1.531  0.020  100000
109003.984     -1   528336.916  159124617.739  9257.563  18.994  1.000  4.560  5.790  1.531  0.020  100000
108998.383     -1   530424.128  -218542819.148  9257.563  16.489  1.000  4.560  5.790  1.531  0.020  100000
-189921.438      0   530419.260  -217631157.352  -12714.239  19.083  1.000  4.560  5.790  1.531  0.020  100000
-148879.453      0   530419.260  -217629094.704  -12661.201  19.066  1.000  4.560  5.790  1.531  0.020  100000
-148975.156     -2   -728472.249  -217629094.704  -12661.080  19.035  1.000  4.560  5.790  1.531  0.020  100000
-148976.281     -2   -725433.391  158499950.503  -12661.080  18.647  1.000  4.560  5.790  1.531  0.020  100000
148731.453      0   -725426.453  159126107.429  9221.219  18.495  1.000  4.560  5.790  1.531  0.020  100000
109073.539     -3   -725426.453  159124632.063  9257.647  19.671  1.000  4.560  5.790  1.531  0.020  100000
109003.984     -3   528336.916  159124617.739  9257.563  18.998  1.000  4.560  5.790  1.531  0.020  100000
109004.617     -1   530424.128  -218542819.148  9257.563  19.203  1.000  4.560  5.790  1.531  0.020  100000
-189921.969     -2   530419.260  -217631157.352  -12714.239  18.826  1.000  4.560  5.790  1.531  0.020  100000
-148879.547     -3   530419.260  -217629094.704  -12661.201  19.010  1.000  4.560  5.790  1.531  0.020  100000
-148978.609     -1   -728472.249  -217629094.704  -12661.080  17.538  1.000  4.560  5.790  1.531  0.020  100000
-148977.625     -3   -725433.391  158499950.503  -12661.080  18.069  1.000  4.560  5.790  1.531  0.020  100000
148730.766     -1   -725426.453  159126107.429  9221.220  18.207  1.000  4.560  5.790  1.531  0.020  100000
109067.250     -2   -725426.453  159124632.063  9257.647  16.933  1.000  4.560  5.790  1.531  0.020  100000
109002.023     -2   528336.972  159124617.739  9257.563  18.141  1.000  4.560  5.790  1.531  0.020  100000
108997.602     -1   530424.128  -218542819.148  9257.563  16.150  1.000  4.560  5.790  1.531  0.020  100000
-189921.594     -1   530419.260  -217631157.352  -12714.239  19.012  1.000  4.560  5.790  1.531  0.020  100000
-148882.078      0   530419.260  -217629094.704  -12661.201  17.909  1.000  4.560  5.790  1.531  0.020  100000
-148973.094      1   -728472.249  -217629094.704  -12661.080  19.931  1.000  4.560  5.790  1.531  0.020  100000
-148974.406     -1   -725433.391  158499950.503  -12661.080  19.466  1.000  4.560  5.790  1.531  0.020  100000
148734.422      0   -725426.453  159126107.429  9221.219  19.789  1.000  4.560  5.790  1.531  0.020  100000
109070.219      1   -725426.453  159124632.063  9257.647  18.221  1.000  4.560  5.790  1.531  0.020  100000
108996.109      0   528336.916  159124617.739  9257.563  15.557  1.000  4.560  5.790  1.531  0.020  100000
109002.047      1   530424.128  -218542819.148  9257.563  18.086  1.000  4.560  5.790  1.531  0.020  100000
-189927.531     -1   530419.260  -217631157.352  -12714.239  16.425  1.000  4.560  5.790  1.531  0.020  100000
-148879.609     -1   530419.260  -217629094.704  -12661.201  18.987  1.000  4.560  5.790  1.531  0.020  100000
-148979.266     -1   -728472.249  -217629094.704  -12661.080  17.245  1.000  4.560  5.790  1.531  0.020  100000
-148978.328     -1   -725433.391  158499950.503  -12661.080  17.765  1.000  4.560  5.790  1.531  0.020  100000
148731.625     -1   -725426.453  159126107.429  9221.219  18.580  1.000  4.560  5.790  1.531  0.020  100000
109070.008     -1   -725426.453  159124632.063  9257.647  18.136  1.000  4.560  5.790  1.531  0.020  100000
109006.328      0   528336.916  159124617.739  9257.563  20.015  1.000  4.560  5.790  1.531  0.020  100000
109005.188     -2   530424.128  -218542819.148  9257.563  19.450  1.000  4.560  5.790  1.531  0.020  100000
-189920.344     -2   530419.260  -217631157.352  -12714.239  19.555  1.000  4.560  5.790  1.531  0.020  100000
-148880.297     -1   530419.260  -217629094.704  -12661.201  18.686  1.000  4.560  5.790  1.531  0.020  100000
-148974.563     -3   -728472.249  -217629094.704  -12661.080  19.296  1.000  4.560  5.790  1.531  0.020  100000
-148973.609     -2   -725433.391  158499950.503  -12661.080  19.808  1.000  4.560  5.790  1.531  0.020  100000
148737.406      0   -725426.453  159126107.429  9221.219  21.093  1.000  4.560  5.790  1.531  0.020  100000
109075.109     -3   -725426.453  159124632.063  9257.647  20.347  1.000  4.560  5.790  1.531  0.020  100000
109003.789     -3   528336.916  159124617.739  9257.563  18.897  1.000  4.560  5.790  1.531  0.020  100000
109003.453     -1   530424.128  -218542819.148  9257.563  18.691  1.000  4.560  5.790  1.531  0.020  100000
-189925.984      0   530419.260  -217631157.352  -12714.239  17.091  1.000  4.560  5.790  1.531  0.020  100000
-148878.141     -1   530419.260  -217629094.704  -12661.201  19.634  1.000  4.560  5.790  1.531  0.020  100000
-148977.375     -2   -728472.249  -217629094.704  -12661.080  18.075  1.000  4.560  5.790  1.531  0.020  100000
-148972.922     -1   -725433.391  158499950.503  -12661.080  20.117  1.000  4.560  5.790  1.531  0.020  100000
148733.391     -3   -725426.453  159126107.429  9221.219  19.345  1.000  4.560  5.790  1.531  0.020  100000
109076.547     -1   -725426.453  159124632.063  9257.647  20.979  1.000  4.560  5.790  1.531  0.020  100000
109006.445     -1   528336.916  159124617.739  9257.563  20.076  1.000  4.560  5.790  1.531  0.020  100000
109002.008     -1   530424.128  -218542819.148  9257.563  18.062  1.000  4.560  5.790  1.531  0.020  100000
-189919.406     -1   530419.260  -217631157.352  -12714.239  19.949  1.000  4.560  5.790  1.531  0.020  100000
-148880.141     -1   530419.260  -217629094.704  -12661.201  18.749  1.000  4.560  5.790  1.531  0.020  100000
-148971.547     -1   -728472.249  -217629094.704  -12661.080  20.616  1.000  4.560  5.790  1.531  0.020  100000
-148977.250     -2   -725433.391  158499950.503  -12661.080  18.219  1.000  4.560  5.790  1.531  0.020  100000
148734.688      2   -725426.453  159126107.429  9221.220  19.901  1.000  4.560  5.790  1.531  0.020  100000
109070.820      0   -725426.453  159124632.063  9257.647  18.488  1.000  4.560  5.790  1.531  0.020  100000
109008.172     -1   528336.972  159124617.739  9257.563  20.819  1.000  4.560  5.790  1.531  0.020  100000
109000.180     -2   530424.128  -218542819.148  9257.563  17.266  1.000  4.560  5.790  1.531  0.020  100000
-189917.313      0   530419.260  -217631157.352  -12714.239  20.874  1.000  4.560  5.790  1.531  0.020  100000
-148882.203     -2   530419.260  -217629094.704  -12661.201  17.852  1.000  4.560  5.790  1.531  0.020  100000
-148974.984      0   -728472.249  -217629094.704  -12661.080  19.111  1.000  4.560  5.790  1.531  0.020  100000
-148976.703     -2   -725433.391  158499950.503  -12661.080  18.466  1.000  4.560  5.790  1.531  0.020  100000
148732.188     -1   -725426.453  159126107.429  9221.219  18.820  1.000  4.560  5.790  1.531  0.020  100000
109071.117      1   -725426.453  159124632.063  9257.647  18.611  1.000  4.560  5.790  1.531  0.020  100000
109002.609      1   528336.916  159124617.739  9257.563  18.402  1.000  4.560  5.790  1.531  0.020  100000
109005.563      0   530424.128  -218542819.148  9257.563  19.617  1.000  4.560  5.790  1.531  0.020  100000
-189918.156      0   530419.260  -217631157.352  -12714.239  20.496  1.000  4.560  5.790  1.531  0.020  100000
-148875.031      0   530419.260  -217629094.704  -12661.201  20.985  1.000  4.560  5.790  1.531  0.020  100000
-148971.203     -1   -728472.249  -217629094.704  -12661.080  20.765  1.000  4.560  5.790  1.531  0.020  100000
-148972.797     -2   -725433.391  158499950.503  -12661.080  20.159  1.000  4.560  5.790  1.531  0.020  100000
148734.219      0   -725426.453  159126107.429  9221.219  19.712  1.000  4.560  5.790  1.531  0.020  100000
109075.313      0   -725426.453  159124632.063  9257.647  20.443  1.000  4.560  5.790  1.531  0.020  100000
109001.234     -2   528336.916  159124632.063  9257.563  17.792  1.000  4.560  5.790  1.531  0.020  100000
109005.680     -3   530424.128  -218542819.148  9257.563  19.665  1.000  4.560  5.790  1.531  0.020  100000
-189924.750     -1   530419.260  -217631157.352  -12714.239  17.622  1.000  4.560  5.790  1.531  0.020  100000
-148880.609     -1   530419.260  -217629094.704  -12661.201  18.551  1.000  4.560  5.790  1.531  0.020  100000
-148977.750     -1   -728472.249  -217629094.704  -12661.080  17.913  1.000  4.560  5.790  1.531  0.020  100000
-148975.719      1   -725433.391  158499950.503  -12661.080  18.886  1.000  4.560  5.790  1.531  0.020  100000
