acc_hum[rad/s2]  acc_exo[rad/s2]  vel_hum[rad/s]  vel_exo[rad/s]  jerk_hum[rad/s3]  jerk_exo[rad/s3]  vel_motor[rad/s]  exo_Vel[rad/s]  actual_Vel[rad/s]  T_Sea[N.m]  theta_c[rad]  theta_l[rad]
7.996  -0.044  -1.600  -0.001  99.924  -1.460  4294.534  0.000  0.000  0.000  0.000  0.000
11.694  0.035  -1.413  0.001  186.897  1.253  7606.076  0.000  0.000  0.000  0.000  0.000
14.830  0.058  -1.215  0.002  236.122  1.640  11351.094  0.000  0.000  0.000  0.000  0.000
13.492  -0.114  -1.141  -0.003  139.295  -3.912  12253.005  0.000  0.000  0.000  0.000  0.000
11.589  0.024  -1.096  0.000  48.792  1.189  10871.552  0.000  0.000  0.000  0.000  0.000
9.688  -0.077  -1.067  -0.003  -19.959  -2.150  8274.000  0.000  0.000  0.000  0.000  0.000
8.599  -0.014  -1.026  -0.001  -47.844  0.258  5538.329  0.000  0.000  0.000  0.000  0.000
10.069  -0.010  -0.908  -0.001  7.757  0.341  4597.513  0.000  0.000  0.000  0.000  0.000
10.330  -0.057  -0.819  -0.003  13.713  -1.166  4000.835  0.000  0.000  0.000  0.000  0.000
9.213  0.020  -0.773  -0.001  -23.081  1.434  2661.714  0.000  0.000  0.000  0.000  0.000
9.050  0.116  -0.705  0.002  -22.444  3.950  1569.718  0.000  0.000  0.000  0.000  0.000
8.606  0.031  -0.647  0.001  -30.373  0.474  569.134  0.000  0.000  0.000  0.000  0.000
7.959  -0.016  -0.600  -0.001  -42.498  -1.060  -480.414  0.000  0.000  0.000  0.000  0.000
8.166  0.031  -0.530  0.001  -26.065  0.592  -974.505  0.000  0.000  0.000  0.000  0.000
9.895  0.023  -0.407  0.001  32.047  0.208  -60.883  0.000  0.000  0.000  0.000  0.000
12.507  0.016  -0.240  0.001  102.725  -0.025  2257.401  0.000  0.000  0.000  0.000  0.000
9.751  0.066  -0.232  0.002  -4.628  1.476  1681.670  0.000  0.000  0.000  0.000  0.000
12.947  -0.007  -0.048  0.001  92.374  -1.078  3433.231  0.000  0.000  0.000  0.000  0.000
15.687  0.106  0.147  0.004  152.404  2.582  6126.681  0.000  0.000  0.000  0.000  0.000
15.858  -0.195  0.278  -0.005  120.967  -7.088  7713.320  0.000  0.000  0.000  0.000  0.000
8.930  0.013  0.174  0.000  -115.903  0.857  3556.347  0.000  0.000  0.000  0.000  0.000
4.893  0.010  0.111  0.000  -209.218  0.573  -1854.211  0.000  0.000  0.000  0.000  0.000
4.791  0.016  0.147  0.001  -162.055  0.608  -5121.497  0.000  0.000  0.000  0.000  0.000
4.126  -0.046  0.163  -0.001  -143.103  -1.395  -7279.196  0.000  0.000  0.000  0.000  0.000
4.466  -0.040  0.207  -0.001  -98.573  -0.879  -8012.785  0.000  0.000  0.000  0.000  0.000
6.956  -0.026  0.326  -0.001  -0.197  -0.238  -6402.644  0.000  0.000  0.000  0.000  0.000
9.901  -0.070  0.480  -0.003  88.190  -1.507  -3115.875  0.000  0.000  0.000  0.000  0.000
11.638  0.005  0.617  -0.001  119.135  1.093  167.471  0.000  0.000  0.000  0.000  0.000
12.464  0.059  0.738  0.001  115.308  2.446  2686.410  0.000  0.000  0.000  0.000  0.000
12.341  0.101  0.833  0.003  83.962  3.131  3987.009  0.000  0.000  0.000  0.000  0.000
12.323  -0.044  0.932  -0.001  63.270  -1.961  4635.690  0.000  0.000  0.000  0.000  0.000
12.663  0.029  1.041  0.001  58.286  0.684  5004.501  0.000  0.000  0.000  0.000  0.000
13.354  0.021  1.166  0.001  65.011  0.274  5456.044  0.000  0.000  0.000  0.000  0.000
13.395  0.069  1.274  0.003  50.660  1.671  5475.220  0.000  0.000  0.000  0.000  0.000
13.583  -0.007  1.387  0.001  44.121  -1.030  5382.780  0.000  0.000  0.000  0.000  0.000
13.668  -0.006  1.499  0.000  36.090  -0.760  5125.063  0.000  0.000  0.000  0.000  0.000
13.774  0.005  1.612  0.001  30.602  -0.245  4788.731  0.000  0.000  0.000  0.000  0.000
13.601  -0.061  1.716  -0.001  18.088  -2.168  4267.017  0.000  0.000  0.000  0.000  0.000
12.735  0.127  1.796  0.004  -12.246  4.015  3081.243  0.000  0.000  0.000  0.000  0.000
12.091  -0.020  1.877  0.001  -28.629  -1.358  1843.403  0.000  0.000  0.000  0.000  0.000
11.637  -0.019  1.958  0.000  -35.386  -1.009  697.596  0.000  0.000  0.000  0.000  0.000
10.834  -0.015  2.025  0.000  -50.965  -0.645  -572.720  0.000  0.000  0.000  0.000  0.000
9.898  -0.114  2.080  -0.003  -66.826  -3.476  -1903.033  0.000  0.000  0.000  0.000  0.000
8.958  0.010  2.128  0.000  -78.995  1.076  -3304.494  0.000  0.000  0.000  0.000  0.000
8.179  0.068  2.174  0.002  -83.395  2.566  -4544.654  0.000  0.000  0.000  0.000  0.000
7.160  0.010  2.205  0.001  -93.957  0.226  -5739.124  0.000  0.000  0.000  0.000  0.000
5.950  -0.063  2.222  -0.002  -107.695  -2.031  -6969.562  0.000  0.000  0.000  0.000  0.000
5.267  -0.046  2.247  -0.001  -102.353  -1.043  -7847.494  0.000  0.000  0.000  0.000  0.000
4.522  0.030  2.264  0.001  -100.127  1.498  -8535.861  0.000  0.000  0.000  0.000  0.000
3.786  -0.035  2.276  -0.001  -98.189  -0.823  -9009.422  0.000  0.000  0.000  0.000  0.000
3.051  -0.035  2.281  -0.002  -96.663  -0.624  -9356.736  0.000  0.000  0.000  0.000  0.000
2.502  0.045  2.288  0.001  -89.937  1.929  -9520.317  0.000  0.000  0.000  0.000  0.000
2.194  0.018  2.297  0.000  -77.595  0.661  -9356.276  0.000  0.000  0.000  0.000  0.000
1.337  -0.026  2.286  -0.001  -84.670  -0.803  -9362.956  0.000  0.000  0.000  0.000  0.000
0.580  0.026  2.272  0.001  -87.064  0.947  -9447.275  0.000  0.000  0.000  0.000  0.000
-0.037  0.016  2.256  0.000  -84.667  0.412  -9453.401  0.000  0.000  0.000  0.000  0.000
-1.081  -0.042  2.221  -0.001  -95.694  -1.439  -9679.176  0.000  0.000  0.000  0.000  0.000
-2.141  0.081  2.177  0.002  -104.524  2.613  -10115.925  0.000  0.000  0.000  0.000  0.000
-2.545  -0.095  2.146  -0.003  -91.558  -3.285  -10089.818  0.000  0.000  0.000  0.000  0.000
-2.905  0.021  2.114  0.000  -80.368  0.968  -9879.277  0.000  0.000  0.000  0.000  0.000
-2.658  0.038  2.099  0.001  -53.678  1.237  -9116.608  0.000  0.000  0.000  0.000  0.000
-2.918  0.060  2.069  0.002  -48.598  1.599  -8398.507  0.000  0.000  0.000  0.000  0.000
-3.701  -0.107  2.019  -0.003  -60.408  -3.788  -8012.239  0.000  0.000  0.000  0.000  0.000
-4.932  -0.024  1.949  -0.001  -82.856  -0.380  -8255.943  0.000  0.000  0.000  0.000  0.000
-5.627  -0.011  1.886  -0.001  -83.824  0.108  -8479.593  0.000  0.000  0.000  0.000  0.000
-5.519  -0.011  1.845  -0.001  -60.447  0.084  -8133.971  0.000  0.000  0.000  0.000  0.000
-4.545  -0.013  1.833  -0.001  -16.724  -0.023  -6876.006  0.000  0.000  0.000  0.000  0.000
-3.511  0.062  1.831  0.001  18.292  2.234  -5117.961  0.000  0.000  0.000  0.000  0.000
-3.544  -0.028  1.802  -0.001  12.909  -0.995  -3787.345  0.000  0.000  0.000  0.000  0.000
-3.311  -0.007  1.781  -0.001  16.810  -0.132  -2648.863  0.000  0.000  0.000  0.000  0.000
-4.287  -0.011  1.722  -0.001  -16.499  -0.216  -2484.691  0.000  0.000  0.000  0.000  0.000
-5.540  -0.062  1.646  -0.003  -50.128  -1.690  -3086.417  0.000  0.000  0.000  0.000  0.000
-6.049  0.065  1.585  0.001  -53.359  2.517  -3700.206  0.000  0.000  0.000  0.000  0.000
-6.067  0.045  1.536  0.001  -41.101  1.316  -3898.728  0.000  0.000  0.000  0.000  0.000
-5.509  0.043  1.506  0.001  -14.498  0.946  -3455.640  0.000  0.000  0.000  0.000  0.000
-5.086  -0.084  1.476  -0.003  1.674  -3.089  -2681.065  0.000  0.000  0.000  0.000  0.000
-4.971  0.154  1.439  0.004  4.724  4.782  -2106.616  0.000  0.000  0.000  0.000  0.000
-4.705  -0.099  1.408  -0.003  11.553  -3.949  -1369.089  0.000  0.000  0.000  0.000  0.000
-4.970  0.087  1.362  0.003  0.831  2.590  -1113.929  0.000  0.000  0.000  0.000  0.000
-5.753  0.016  1.296  0.001  -22.835  -0.176  -1400.953  0.000  0.000  0.000  0.000  0.000
-6.029  0.011  1.241  0.001  -25.651  -0.279  -1692.037  0.000  0.000  0.000  0.000  0.000
-6.401  0.004  1.180  0.001  -30.642  -0.423  -2034.561  0.000  0.000  0.000  0.000  0.000
-6.934  -0.052  1.111  -0.001  -39.277  -2.002  -2479.319  0.000  0.000  0.000  0.000  0.000
-7.438  0.070  1.039  0.003  -44.973  2.145  -3022.066  0.000  0.000  0.000  0.000  0.000
-7.911  -0.164  0.964  -0.005  -48.381  -5.399  -3424.055  0.000  0.000  0.000  0.000  0.000
-8.595  0.200  0.878  0.006  -57.300  6.832  -4120.912  0.000  0.000  0.000  0.000  0.000
-9.158  -0.075  0.790  -0.001  -60.414  -3.068  -4605.667  0.000  0.000  0.000  0.000  0.000
-9.925  -0.056  0.691  -0.001  -68.934  -1.762  -5202.992  0.000  0.000  0.000  0.000  0.000
-10.342  -0.038  0.598  -0.001  -64.914  -0.805  -5604.087  0.000  0.000  0.000  0.000  0.000
-10.326  0.024  0.516  0.001  -48.843  1.243  -5593.785  0.000  0.000  0.000  0.000  0.000
-10.613  -0.082  0.424  -0.003  -45.725  -2.222  -5466.058  0.000  0.000  0.000  0.000  0.000
-11.031  0.043  0.325  0.001  -47.292  2.063  -5460.698  0.000  0.000  0.000  0.000  0.000
-12.086  0.022  0.201  0.000  -67.587  0.927  -5895.253  0.000  0.000  0.000  0.000  0.000
-12.338  0.100  0.096  0.003  -58.943  3.059  -6079.422  0.000  0.000  0.000  0.000  0.000
-13.162  -0.059  -0.030  -0.001  -69.494  -2.443  -6384.339  0.000  0.000  0.000  0.000  0.000
-14.951  -0.043  -0.195  -0.001  -106.488  -1.395  -7472.707  0.000  0.000  0.000  0.000  0.000
-11.164  -0.032  -0.188  -0.001  32.675  -0.721  -5232.042  0.000  0.000  0.000  0.000  0.000
-14.043  0.038  -0.374  0.001  -61.536  1.560  -5586.493  0.000  0.000  0.000  0.000  0.000
-15.764  0.028  -0.543  0.001  -98.414  0.873  -6686.885  0.000  0.000  0.000  0.000  0.000
-16.455  -0.034  -0.692  -0.001  -95.516  -1.200  -7471.765  0.000  0.000  0.000  0.000  0.000
-16.583  0.078  -0.828  0.002  -76.434  2.453  -7723.747  0.000  0.000  0.000  0.000  0.000
-16.255  -0.004  -0.950  0.000  -48.236  -0.604  -7249.141  0.000  0.000  0.000  0.000  0.000
-15.126  -0.100  -1.042  -0.003  -2.794  -3.340  -5811.783  0.000  0.000  0.000  0.000  0.000
-14.658  0.033  -1.148  0.001  11.902  1.462  -4402.557  0.000  0.000  0.000  0.000  0.000
-14.570  0.021  -1.262  0.001  11.696  0.749  -3270.700  0.000  0.000  0.000  0.000  0.000
-14.524  -0.033  -1.377  -0.001  10.264  -1.042  -2372.568  0.000  0.000  0.000  0.000  0.000
-14.628  0.031  -1.497  0.001  4.696  1.112  -1810.574  0.000  0.000  0.000  0.000  0.000
-14.499  -0.039  -1.610  -0.001  7.430  -1.234  -1266.467  0.000  0.000  0.000  0.000  0.000
-14.407  -0.028  -1.722  -0.001  8.412  -0.621  -818.424  0.000  0.000  0.000  0.000  0.000
-9.193  0.044  -1.664  0.001  162.813  1.692  2968.490  0.000  0.000  0.000  0.000  0.000
-10.381  -0.131  -1.777  -0.005  88.102  -3.964  4401.101  0.000  0.000  0.000  0.000  0.000
-11.078  0.066  -1.883  0.001  46.024  2.885  4504.387  0.000  0.000  0.000  0.000  0.000
-11.298  -0.006  -1.979  -0.001  28.387  0.043  4232.359  0.000  0.000  0.000  0.000  0.000
-11.251  0.048  -2.068  0.001  22.982  1.645  3870.844  0.000  0.000  0.000  0.000  0.000
-10.940  0.038  -2.148  0.001  26.805  0.973  3677.366  0.000  0.000  0.000  0.000  0.000
-10.418  -0.023  -2.218  -0.001  36.028  -1.103  3759.394  0.000  0.000  0.000  0.000  0.000
-9.216  0.089  -2.261  0.003  63.435  2.531  4387.424  0.000  0.000  0.000  0.000  0.000
-7.941  -0.147  -2.292  -0.004  86.474  -5.159  5516.356  0.000  0.000  0.000  0.000  0.000
-5.988  -0.107  -2.291  -0.004  124.300  -2.730  7231.971  0.000  0.000  0.000  0.000  0.000
-2.215  0.086  -2.213  0.001  207.661  3.728  10379.728  0.000  0.000  0.000  0.000  0.000
-1.974  0.096  -2.223  0.002  165.054  3.114  11949.197  0.000  0.000  0.000  0.000  0.000
-2.286  -0.022  -2.249  -0.001  116.085  -1.167  12167.245  0.000  0.000  0.000  0.000  0.000
-2.245  0.045  -2.266  0.001  89.463  1.129  11711.866  0.000  0.000  0.000  0.000  0.000
-1.843  0.020  -2.270  0.001  80.034  0.092  11151.619  0.000  0.000  0.000  0.000  0.000
-0.959  0.021  -2.256  0.001  87.348  0.101  10867.940  0.000  0.000  0.000  0.000  0.000
0.600  -0.050  -2.211  -0.001  113.169  -2.040  11251.079  0.000  0.000  0.000  0.000  0.000
1.884  -0.071  -2.164  -0.002  124.523  -2.193  11814.274  0.000  0.000  0.000  0.000  0.000
2.993  -0.004  -2.112  -0.001  127.904  0.357  12303.809  0.000  0.000  0.000  0.000  0.000
3.388  0.100  -2.075  0.003  109.050  3.389  12229.042  0.000  0.000  0.000  0.000  0.000
3.974  -0.090  -2.028  -0.003  100.474  -3.137  12070.878  0.000  0.000  0.000  0.000  0.000
4.304  0.043  -1.985  0.001  86.261  1.626  11557.651  0.000  0.000  0.000  0.000  0.000
5.064  0.035  -1.925  0.001  88.342  0.988  11203.507  0.000  0.000  0.000  0.000  0.000
5.694  -0.080  -1.864  -0.003  86.043  -2.707  10922.163  0.000  0.000  0.000  0.000  0.000
6.114  0.041  -1.804  0.001  77.981  1.572  10455.323  0.000  0.000  0.000  0.000  0.000
6.704  -0.063  -1.736  -0.002  76.968  -1.904  10109.578  0.000  0.000  0.000  0.000  0.000
7.507  0.003  -1.655  -0.001  82.607  0.511  9925.204  0.000  0.000  0.000  0.000  0.000
7.234  -0.055  -1.604  -0.002  54.585  -1.349  9176.398  0.000  0.000  0.000  0.000  0.000
7.437  0.131  -1.540  0.003  47.562  4.553  8335.961  0.000  0.000  0.000  0.000  0.000
7.709  0.042  -1.471  0.001  44.299  0.786  7645.330  0.000  0.000  0.000  0.000  0.000
7.247  -0.034  -1.425  -0.001  19.827  -1.684  6580.236  0.000  0.000  0.000  0.000  0.000
5.945  0.022  -1.410  0.001  -23.987  0.426  4716.423  0.000  0.000  0.000  0.000  0.000
4.316  -0.080  -1.417  -0.002  -67.119  -2.735  2305.132  0.000  0.000  0.000  0.000  0.000
3.099  0.045  -1.423  0.001  -87.514  1.646  -142.165  0.000  0.000  0.000  0.000  0.000
3.440  0.087  -1.387  0.003  -56.271  2.528  -1410.224  0.000  0.000  0.000  0.000  0.000
3.615  -0.090  -1.354  -0.002  -37.514  -3.408  -1917.959  0.000  0.000  0.000  0.000  0.000
2.050  0.026  -1.377  0.001  -75.483  0.916  -3237.187  0.000  0.000  0.000  0.000  0.000
-0.058  -0.022  -1.431  -0.001  -120.588  -0.759  -5278.929  0.000  0.000  0.000  0.000  0.000
0.026  -0.013  -1.428  -0.001  -89.137  -0.303  -6212.189  0.000  0.000  0.000  0.000  0.000
4.860  0.035  -1.267  0.001  77.292  1.220  -3248.335  0.000  0.000  0.000  0.000  0.000
12.954  0.036  -0.958  0.001  301.549  0.937  4152.816  0.000  0.000  0.000  0.000  0.000
17.056  -0.131  -0.718  -0.004  352.228  -4.291  11279.428  0.000  0.000  0.000  0.000  0.000
13.550  0.041  -0.698  0.001  162.532  1.903  12633.099  0.000  0.000  0.000  0.000  0.000
4.120  0.102  -0.904  0.003  -159.384  3.274  6477.498  0.000  0.000  0.000  0.000  0.000
1.370  -0.042  -0.963  -0.001  -203.640  -1.819  638.688  0.000  0.000  0.000  0.000  0.000
1.324  -0.034  -0.954  -0.001  -156.149  -1.160  -2972.449  0.000  0.000  0.000  0.000  0.000
2.378  0.036  -0.908  0.001  -87.042  1.232  -4343.430  0.000  0.000  0.000  0.000  0.000
4.340  -0.021  -0.823  -0.001  -7.292  -0.798  -3621.894  0.000  0.000  0.000  0.000  0.000
5.602  0.087  -0.747  0.003  32.321  2.641  -2206.437  0.000  0.000  0.000  0.000  0.000
7.500  -0.053  -0.639  -0.001  81.512  -2.180  96.954  0.000  0.000  0.000  0.000  0.000
11.617  0.029  -0.441  0.001  185.451  0.790  4225.813  0.000  0.000  0.000  0.000  0.000
13.841  0.052  -0.274  0.002  207.673  1.289  8016.893  0.000  0.000  0.000  0.000  0.000
13.289  -0.107  -0.182  -0.003  141.268  -3.772  9630.646  0.000  0.000  0.000  0.000  0.000
12.064  0.027  -0.116  0.001  70.604  1.156  9265.380  0.000  0.000  0.000  0.000  0.000
9.691  0.020  -0.099  0.001  -17.524  0.651  7004.872  0.000  0.000  0.000  0.000  0.000
8.893  0.014  -0.048  0.001  -37.260  0.322  4760.548  0.000  0.000  0.000  0.000  0.000
8.954  0.003  0.025  0.001  -26.496  -0.086  3214.129  0.000  0.000  0.000  0.000  0.000
9.353  -0.149  0.110  -0.004  -8.176  -4.620  2454.052  0.000  0.000  0.000  0.000  0.000
8.663  0.107  0.162  0.003  -26.902  4.148  1300.912  0.000  0.000  0.000  0.000  0.000
8.081  -0.031  0.212  -0.001  -37.900  -0.984  206.392  0.000  0.000  0.000  0.000  0.000
7.415  -0.026  0.254  -0.001  -48.790  -0.602  -918.057  0.000  0.000  0.000  0.000  0.000
6.498  0.039  0.283  0.001  -64.582  1.502  -2201.038  0.000  0.000  0.000  0.000  0.000
6.002  -0.084  0.318  -0.003  -63.977  -2.554  -3154.710  0.000  0.000  0.000  0.000  0.000
5.852  -0.061  0.361  -0.003  -53.116  -1.250  -3692.186  0.000  0.000  0.000  0.000  0.000
4.079  0.075  0.349  0.001  -93.558  3.155  -5091.833  0.000  0.000  0.000  0.000  0.000
4.464  0.039  0.395  0.001  -59.546  1.302  -5421.313  0.000  0.000  0.000  0.000  0.000
3.436  -0.122  0.396  -0.004  -76.117  -3.829  -5982.694  0.000  0.000  0.000  0.000  0.000
1.943  -0.088  0.374  -0.004  -102.617  -1.905  -7053.316  0.000  0.000  0.000  0.000  0.000
1.096  0.152  0.361  0.003  -103.414  5.766  -8037.057  0.000  0.000  0.000  0.000  0.000
1.679  0.054  0.389  0.001  -61.086  1.439  -7812.192  0.000  0.000  0.000  0.000  0.000
4.565  0.037  0.499  0.001  40.131  0.571  -5350.637  0.000  0.000  0.000  0.000  0.000
7.031  -0.018  0.618  -0.000  104.482  -1.202  -1915.069  0.000  0.000  0.000  0.000  0.000
7.900  -0.020  0.703  -0.001  105.495  -0.975  850.127  0.000  0.000  0.000  0.000  0.000
8.531  0.034  0.787  0.001  99.091  0.859  2890.254  0.000  0.000  0.000  0.000  0.000
6.801  -0.013  0.798  -0.000  23.420  -0.750  2847.203  0.000  0.000  0.000  0.000  0.000
4.995  0.089  0.792  0.003  -36.386  2.510  1425.112  0.000  0.000  0.000  0.000  0.000
6.185  0.065  0.871  0.003  8.037  1.173  1303.841  0.000  0.000  0.000  0.000  0.000
3.812  -0.176  0.842  -0.005  -65.080  -6.328  -324.892  0.000  0.000  0.000  0.000  0.000
4.581  -0.129  0.898  -0.004  -26.370  -3.402  -800.714  0.000  0.000  0.000  0.000  0.000
2.566  0.074  0.867  0.001  -80.498  3.505  -2493.809  0.000  0.000  0.000  0.000  0.000
3.654  0.048  0.924  0.001  -28.555  1.884  -2659.057  0.000  0.000  0.000  0.000  0.000
4.606  -0.009  0.985  -0.001  6.859  -0.280  -1966.041  0.000  0.000  0.000  0.000  0.000
6.481  0.048  1.085  0.001  61.481  1.506  -213.073  0.000  0.000  0.000  0.000  0.000
9.264  0.032  1.229  0.001  130.203  0.652  2741.106  0.000  0.000  0.000  0.000  0.000
11.453  0.016  1.376  0.001  164.641  0.026  5883.398  0.000  0.000  0.000  0.000  0.000
11.659  -0.081  1.475  -0.002  131.295  -2.897  7689.120  0.000  0.000  0.000  0.000  0.000
10.580  -0.121  1.532  -0.004  67.417  -3.397  7707.294  0.000  0.000  0.000  0.000  0.000
8.533  0.066  1.548  0.001  -10.174  3.030  5889.958  0.000  0.000  0.000  0.000  0.000
7.425  0.008  1.580  -0.000  -40.969  0.558  3782.613  0.000  0.000  0.000  0.000  0.000
7.378  -0.058  1.638  -0.003  -32.545  -1.571  2317.859  0.000  0.000  0.000  0.000  0.000
7.525  0.071  1.702  0.001  -20.317  2.683  1360.375  0.000  0.000  0.000  0.000  0.000
7.521  -0.057  1.762  -0.002  -15.567  -1.795  765.938  0.000  0.000  0.000  0.000  0.000
7.809  -0.041  1.831  -0.002  -3.211  -0.883  554.795  0.000  0.000  0.000  0.000  0.000
4.067  0.077  1.769  0.001  -114.686  2.869  -2167.306  0.000  0.000  0.000  0.000  0.000
5.481  -0.052  1.849  -0.002  -44.739  -1.697  -2709.009  0.000  0.000  0.000  0.000  0.000
6.240  0.024  1.918  -0.000  -11.237  1.001  -2429.547  0.000  0.000  0.000  0.000  0.000
5.163  0.128  1.932  0.003  -40.852  3.873  -2911.457  0.000  0.000  0.000  0.000  0.000
4.589  -0.070  1.954  -0.002  -48.257  -3.007  -3363.945  0.000  0.000  0.000  0.000  0.000
4.834  0.109  1.999  0.003  -29.344  3.105  -3389.297  0.000  0.000  0.000  0.000  0.000
4.953  -0.033  2.042  -0.001  -18.732  -1.912  -3099.660  0.000  0.000  0.000  0.000  0.000
4.227  0.037  2.057  0.001  -35.999  0.648  -3292.142  0.000  0.000  0.000  0.000  0.000
3.221  0.023  2.057  0.001  -57.557  0.077  -3921.205  0.000  0.000  0.000  0.000  0.000
2.585  0.013  2.062  0.001  -62.816  -0.251  -4537.242  0.000  0.000  0.000  0.000  0.000
1.929  0.012  2.061  0.001  -67.415  -0.216  -5133.306  0.000  0.000  0.000  0.000  0.000
1.330  0.015  2.056  0.001  -69.204  -0.085  -5651.777  0.000  0.000  0.000  0.000  0.000
0.475  -0.055  2.038  -0.001  -78.260  -2.163  -6239.508  0.000  0.000  0.000  0.000  0.000
-0.646  -0.093  2.005  -0.002  -93.083  -2.761  -7033.176  0.000  0.000  0.000  0.000  0.000
-1.379  0.038  1.975  0.001  -92.750  1.823  -7725.953  0.000  0.000  0.000  0.000  0.000
-1.745  -0.078  1.952  -0.002  -81.451  -2.105  -7970.074  0.000  0.000  0.000  0.000  0.000
-1.801  0.104  1.936  0.003  -63.609  3.859  -7850.844  0.000  0.000  0.000  0.000  0.000
-1.525  0.021  1.931  0.001  -40.050  0.451  -7178.537  0.000  0.000  0.000  0.000  0.000
-1.464  -0.149  1.921  -0.004  -28.619  -4.768  -6310.159  0.000  0.000  0.000  0.000  0.000
-1.500  0.168  1.908  0.005  -22.835  5.898  -5639.631  0.000  0.000  0.000  0.000  0.000
-2.076  0.123  1.877  0.005  -34.618  3.121  -5328.111  0.000  0.000  0.000  0.000  0.000
-3.491  -0.011  1.813  0.001  -68.771  -1.633  -5776.777  0.000  0.000  0.000  0.000  0.000
-3.704  -0.016  1.778  0.001  -58.649  -1.410  -5911.707  0.000  0.000  0.000  0.000  0.000
-3.986  0.031  1.739  0.002  -53.025  0.346  -5918.763  0.000  0.000  0.000  0.000  0.000
-4.346  0.031  1.695  0.003  -51.099  0.274  -5880.304  0.000  0.000  0.000  0.000  0.000
-5.072  -0.023  1.636  0.001  -60.616  -1.432  -6038.566  0.000  0.000  0.000  0.000  0.000
-5.622  -0.019  1.577  0.001  -62.581  -0.955  -6216.101  0.000  0.000  0.000  0.000  0.000
-5.881  -0.054  1.523  -0.000  -55.324  -1.762  -6183.820  0.000  0.000  0.000  0.000  0.000
-6.272  0.042  1.463  0.003  -53.776  1.521  -6170.530  0.000  0.000  0.000  0.000  0.000
-6.650  -0.087  1.401  -0.001  -52.206  -2.715  -6064.049  0.000  0.000  0.000  0.000  0.000
-7.061  -0.017  1.334  0.000  -51.998  0.041  -6013.983  0.000  0.000  0.000  0.000  0.000
-7.327  -0.003  1.268  0.001  -47.516  0.457  -5879.552  0.000  0.000  0.000  0.000  0.000
-6.821  -0.061  1.227  -0.001  -20.931  -1.396  -5149.542  0.000  0.000  0.000  0.000  0.000
-6.500  -0.055  1.183  -0.002  -6.267  -0.891  -4244.660  0.000  0.000  0.000  0.000  0.000
-6.421  0.069  1.133  0.002  -2.408  3.056  -3491.630  0.000  0.000  0.000  0.000  0.000
-5.903  -0.148  1.099  -0.005  13.713  -4.184  -2424.503  0.000  0.000  0.000  0.000  0.000
-5.792  0.108  1.056  0.003  13.748  4.491  -1695.379  0.000  0.000  0.000  0.000  0.000
-5.765  -0.147  1.010  -0.005  11.276  -4.223  -1043.051  0.000  0.000  0.000  0.000  0.000
-5.571  0.113  0.971  0.003  14.386  4.565  -578.111  0.000  0.000  0.000  0.000  0.000
-5.394  0.032  0.932  0.001  16.244  1.043  -114.288  0.000  0.000  0.000  0.000  0.000
-5.961  -0.031  0.870  -0.001  -4.657  -1.101  -181.477  0.000  0.000  0.000  0.000  0.000
-6.379  -0.026  0.808  -0.001  -16.107  -0.681  -497.945  0.000  0.000  0.000  0.000  0.000
-6.594  0.032  0.750  0.001  -18.690  1.246  -836.468  0.000  0.000  0.000  0.000  0.000
-7.193  0.024  0.677  0.001  -32.146  0.696  -1400.848  0.000  0.000  0.000  0.000  0.000
-6.157  -0.023  0.654  -0.001  6.634  -0.888  -959.667  0.000  0.000  0.000  0.000  0.000
-7.333  0.052  0.566  0.001  -30.238  1.577  -1469.197  0.000  0.000  0.000  0.000  0.000
-8.280  -0.092  0.476  -0.003  -51.399  -3.134  -2283.352  0.000  0.000  0.000  0.000  0.000
-8.978  0.035  0.386  0.001  -59.985  1.452  -3192.410  0.000  0.000  0.000  0.000  0.000
-9.644  0.088  0.292  0.003  -65.573  2.680  -4061.924  0.000  0.000  0.000  0.000  0.000
-9.912  -0.045  0.206  -0.001  -57.883  -1.962  -4517.864  0.000  0.000  0.000  0.000  0.000
-10.584  -0.030  0.104  -0.001  -64.137  -1.027  -5036.013  0.000  0.000  0.000  0.000  0.000
-11.490  0.012  -0.011  0.000  -75.929  0.480  -5736.281  0.000  0.000  0.000  0.000  0.000
-11.750  -0.021  -0.111  -0.001  -65.518  -0.642  -6046.517  0.000  0.000  0.000  0.000  0.000
-11.444  -0.015  -0.195  -0.001  -40.617  -0.308  -5741.037  0.000  0.000  0.000  0.000  0.000
-8.499  -0.066  -0.188  -0.003  57.492  -1.741  -3276.615  0.000  0.000  0.000  0.000  0.000
-8.784  0.041  -0.266  0.000  35.127  1.885  -1860.566  0.000  0.000  0.000  0.000  0.000
-8.996  0.008  -0.343  -0.000  20.359  0.422  -1038.973  0.000  0.000  0.000  0.000  0.000
-8.707  0.036  -0.405  0.001  24.121  1.186  -308.968  0.000  0.000  0.000  0.000  0.000
-8.299  -0.024  -0.462  -0.001  30.594  -0.921  449.842  0.000  0.000  0.000  0.000  0.000
-7.629  0.044  -0.506  0.001  43.335  1.360  1309.275  0.000  0.000  0.000  0.000  0.000
-7.283  0.029  -0.555  0.001  43.309  0.576  2006.864  0.000  0.000  0.000  0.000  0.000
-6.474  0.069  -0.586  0.002  57.202  1.638  2860.712  0.000  0.000  0.000  0.000  0.000
