OmegaControlKF
time[s]  acc_hum[rad / s2]  vel_hum[rad / s]  vel_exo[rad / s]  T_Sea[N.m]  vel_motor[rad / s]
6.937396  12.737  0.628  -0.052  0.343  -0.036
6.938396  12.642  0.641  -0.053  0.346  -0.036
6.939397  13.119  0.654  -0.053  0.348  0.180
6.940397  13.021  0.667  -0.053  0.351  -0.037
6.941397  12.925  0.680  -0.054  0.354  -0.037
6.942397  12.829  0.693  -0.054  0.357  -0.036
6.943397  12.734  0.706  -0.054  0.360  -0.036
6.944397  13.135  0.719  -0.055  0.363  0.151
6.945397  13.037  0.732  -0.055  0.366  -0.037
6.946397  12.940  0.745  -0.055  0.369  -0.037
6.947397  12.845  0.758  -0.055  0.372  -0.036
6.948397  12.749  0.770  -0.056  0.374  -0.036
6.949397  13.007  0.783  -0.056  0.377  0.097
6.950397  12.911  0.796  -0.056  0.380  -0.036
6.951397  12.815  0.809  -0.056  0.383  -0.036
6.952397  12.720  0.822  -0.057  0.386  -0.036
6.953397  12.626  0.835  -0.057  0.389  -0.036
6.954397  12.819  0.847  -0.057  0.392  0.073
6.955397  12.724  0.860  -0.058  0.395  -0.036
6.956397  12.630  0.873  -0.058  0.397  -0.036
6.957398  12.536  0.885  -0.058  0.400  -0.035
6.958398  12.443  0.898  -0.058  0.403  -0.035
6.960398  12.432  0.910  -0.058  0.405  -0.004
6.961398  12.340  0.922  -0.059  0.408  -0.035
6.962398  12.248  0.935  -0.059  0.410  -0.035
6.963398  12.157  0.947  -0.059  0.413  -0.034
6.964398  12.067  0.959  -0.059  0.415  -0.034
6.965398  11.975  0.971  -0.059  0.418  -0.035
6.966398  11.886  0.983  -0.060  0.420  -0.034
6.967398  11.798  0.995  -0.060  0.423  -0.033
6.968398  11.711  1.006  -0.060  0.425  -0.033
6.969398  11.624  1.018  -0.060  0.428  -0.033
6.970398  11.538  1.029  -0.060  0.430  -0.033
6.971398  11.376  1.041  -0.060  0.433  -0.061
6.972398  11.292  1.052  -0.061  0.435  -0.032
6.973398  11.208  1.063  -0.061  0.437  -0.032
6.974399  11.125  1.074  -0.061  0.440  -0.031
6.975399  11.042  1.086  -0.061  0.442  -0.031
6.976399  10.802  1.096  -0.061  0.445  -0.091
6.977399  10.721  1.107  -0.061  0.447  -0.030
6.978399  10.642  1.118  -0.062  0.449  -0.030
6.979399  10.563  1.128  -0.062  0.452  -0.030
6.980399  10.485  1.139  -0.062  0.454  -0.030
6.981399  10.160  1.149  -0.062  0.456  -0.123
6.982399  10.084  1.159  -0.062  0.458  -0.028
6.983399  10.010  1.169  -0.062  0.460  -0.028
6.984399  9.935  1.179  -0.062  0.463  -0.028
6.985399  9.862  1.189  -0.062  0.465  -0.028
6.986399  9.418  1.198  -0.062  0.467  -0.168
6.987399  9.348  1.208  -0.062  0.469  -0.026
6.988399  9.279  1.217  -0.062  0.471  -0.026
6.989399  9.210  1.226  -0.062  0.473  -0.026
6.990399  9.142  1.235  -0.063  0.474  -0.026
6.991399  8.703  1.244  -0.063  0.476  -0.166
6.992400  8.639  1.253  -0.063  0.478  -0.024
6.993400  8.575  1.261  -0.063  0.480  -0.024
6.994400  8.511  1.270  -0.063  0.481  -0.024
6.995400  8.448  1.278  -0.063  0.483  -0.024
6.996400  7.926  1.286  -0.063  0.485  -0.197
6.997400  7.867  1.294  -0.063  0.486  -0.022
6.998400  7.809  1.302  -0.063  0.488  -0.022
6.999400  7.751  1.309  -0.063  0.490  -0.022
7.000400  7.693  1.317  -0.063  0.491  -0.022
7.001400  7.039  1.324  -0.063  0.493  -0.247
7.002400  6.987  1.331  -0.063  0.495  -0.020
7.003400  6.935  1.338  -0.063  0.496  -0.020
7.004400  6.884  1.345  -0.062  0.498  -0.019
7.005400  6.833  1.352  -0.062  0.499  -0.019
7.006400  6.122  1.358  -0.062  0.501  -0.269
7.007400  6.077  1.364  -0.062  0.502  -0.017
7.008400  6.032  1.370  -0.062  0.503  -0.017
7.009401  5.987  1.376  -0.062  0.504  -0.017
7.010401  5.943  1.382  -0.062  0.505  -0.017
7.011401  5.131  1.387  -0.062  0.506  -0.307
7.012401  5.093  1.392  -0.062  0.507  -0.014
7.013401  5.056  1.397  -0.062  0.508  -0.014
7.014401  5.018  1.402  -0.061  0.509  -0.014
7.015401  4.981  1.407  -0.061  0.511  -0.014
7.016401  3.998  1.411  -0.061  0.511  -0.372
7.017401  3.968  1.415  -0.061  0.512  -0.011
7.018401  3.939  1.419  -0.061  0.513  -0.011
7.019401  3.910  1.423  -0.061  0.513  -0.011
7.020401  3.881  1.427  -0.060  0.514  -0.011
7.021401  2.843  1.430  -0.060  0.514  -0.392
7.022401  2.822  1.433  -0.060  0.515  -0.008
7.023401  2.801  1.435  -0.060  0.515  -0.008
7.024401  2.781  1.438  -0.060  0.516  -0.008
7.025401  2.760  1.441  -0.059  0.516  -0.008
7.026401  1.686  1.443  -0.059  0.517  -0.406
7.027402  1.673  1.444  -0.059  0.517  -0.005
7.028402  1.661  1.446  -0.059  0.517  -0.005
7.029402  1.649  1.448  -0.058  0.517  -0.005
7.030402  1.637  1.449  -0.058  0.518  -0.005
7.031402  0.502  1.450  -0.058  0.518  -0.429
7.032402  0.498  1.450  -0.057  0.518  -0.001
7.033402  0.494  1.451  -0.057  0.518  -0.001
7.034402  0.491  1.451  -0.057  0.518  -0.001
7.035402  0.487  1.452  -0.057  0.518  -0.001
7.036402  -0.675  1.451  -0.056  0.518  -0.439
7.037402  -0.670  1.450  -0.056  0.517  0.002
7.038402  -0.665  1.450  -0.055  0.517  0.002
7.039402  -0.660  1.449  -0.055  0.516  0.002
7.040402  -0.655  1.448  -0.055  0.516  0.002
7.041402  -1.807  1.447  -0.054  0.515  -0.435
7.042402  -1.794  1.445  -0.054  0.515  0.005
7.043402  -1.780  1.443  -0.053  0.514  0.005
7.044403  -1.767  1.441  -0.053  0.513  0.005
7.045403  -1.753  1.439  -0.053  0.513  0.005
7.046403  -2.916  1.437  -0.052  0.512  -0.439
7.047403  -2.894  1.434  -0.052  0.511  0.008
7.048403  -2.872  1.431  -0.051  0.511  0.008
7.049403  -2.851  1.428  -0.051  0.510  0.008
7.050403  -2.830  1.425  -0.051  0.509  0.008
7.051403  -3.863  1.421  -0.050  0.509  -0.390
7.052403  -3.834  1.417  -0.050  0.508  0.011
7.053403  -3.805  1.414  -0.049  0.507  0.011
7.054403  -3.777  1.410  -0.049  0.506  0.011
7.055403  -3.749  1.406  -0.048  0.505  0.011
7.056403  -4.764  1.401  -0.048  0.504  -0.384
7.057403  -4.729  1.397  -0.047  0.502  0.013
7.058403  -4.693  1.392  -0.047  0.501  0.013
7.059403  -4.658  1.387  -0.047  0.500  0.013
7.060403  -4.624  1.383  -0.046  0.498  0.013
7.061403  -5.700  1.377  -0.046  0.497  -0.407
7.062404  -5.658  1.371  -0.045  0.496  0.016
7.063404  -5.616  1.366  -0.045  0.494  0.016
7.064404  -5.574  1.360  -0.044  0.493  0.016
7.065404  -5.533  1.355  -0.044  0.491  0.016
7.066404  -6.672  1.348  -0.043  0.490  -0.431
7.067404  -6.623  1.341  -0.043  0.488  0.019
7.068404  -6.573  1.335  -0.042  0.486  0.019
7.069404  -6.524  1.328  -0.041  0.485  0.018
7.070404  -6.476  1.322  -0.041  0.483  0.018
7.071404  -7.585  1.314  -0.040  0.481  -0.419
7.072404  -7.529  1.307  -0.040  0.480  0.021
7.073404  -7.473  1.299  -0.039  0.478  0.021
7.074404  -7.417  1.292  -0.039  0.476  0.021
7.075404  -7.362  1.284  -0.038  0.474  0.021
7.076404  -8.347  1.276  -0.038  0.472  -0.372
7.077404  -8.285  1.268  -0.037  0.470  0.023
7.078404  -8.224  1.259  -0.037  0.468  0.023
7.079405  -8.162  1.251  -0.036  0.466  0.023
7.080405  -8.102  1.243  -0.035  0.464  0.023
7.081405  -8.042  1.235  -0.035  0.462  0.023
7.082405  -9.005  1.226  -0.034  0.459  -0.364
7.083405  -8.938  1.217  -0.034  0.457  0.025
7.084405  -8.872  1.208  -0.033  0.455  0.025
7.085405  -8.806  1.200  -0.033  0.453  0.025
7.086405  -8.740  1.191  -0.032  0.450  0.025
7.087405  -9.533  1.181  -0.032  0.448  -0.300
7.088405  -9.462  1.172  -0.031  0.445  0.027
7.090405  -9.392  1.162  -0.030  0.443  0.027
7.091405  -9.322  1.153  -0.030  0.440  0.026
7.092405  -9.253  1.144  -0.029  0.438  0.026
7.093405  -9.184  1.135  -0.029  0.435  0.026
7.094405  -9.116  1.126  -0.028  0.432  0.026
7.095405  -9.048  1.116  -0.028  0.430  0.026
7.096405  -8.981  1.107  -0.027  0.427  0.025
7.097406  -8.914  1.099  -0.026  0.425  0.025
7.098406  -8.848  1.090  -0.026  0.422  0.025
7.099406  -8.782  1.081  -0.025  0.420  0.025
7.100406  -8.717  1.072  -0.025  0.417  0.025
7.101406  -8.652  1.064  -0.024  0.414  0.024
7.102406  -8.588  1.055  -0.024  0.412  0.024
7.103406  -8.524  1.046  -0.023  0.409  0.024
7.104406  -8.461  1.038  -0.023  0.407  0.024
7.106406  -8.398  1.030  -0.022  0.404  0.024
7.107406  -4.168  1.021  -0.022  0.402  1.599
7.108406  -8.274  1.013  -0.021  0.399  -1.552
7.110406  -8.212  1.005  -0.021  0.397  0.023
7.111406  -4.076  0.997  -0.020  0.394  1.563
7.112406  -8.091  0.989  -0.020  0.392  -1.517
7.114407  -8.031  0.980  -0.020  0.389  0.023
7.115407  -7.971  0.973  -0.019  0.386  0.023
7.116407  -7.912  0.965  -0.019  0.384  0.022
7.117407  -7.853  0.957  -0.018  0.381  0.022
7.118407  -7.795  0.949  -0.018  0.379  0.022
7.119407  -7.737  0.941  -0.017  0.376  0.022
7.121407  -7.679  0.934  -0.017  0.374  0.022
7.122407  -3.811  0.926  -0.017  0.371  1.462
7.123407  -7.566  0.918  -0.016  0.369  -1.419
7.124407  -7.510  0.911  -0.016  0.366  0.021
7.125407  -7.454  0.903  -0.015  0.364  0.021
7.126407  -7.399  0.896  -0.015  0.361  0.021
7.127407  -7.344  0.889  -0.015  0.359  0.021
7.128407  -7.289  0.881  -0.014  0.357  0.021
7.129407  -7.235  0.874  -0.014  0.354  0.020
7.131407  -7.181  0.867  -0.014  0.352  0.020
7.132408  -7.873  0.859  -0.013  0.349  -0.261
7.133408  -7.814  0.851  -0.013  0.347  0.022
7.134408  -7.756  0.844  -0.012  0.345  0.022
7.135408  -7.699  0.836  -0.012  0.343  0.022
7.136408  -7.642  0.828  -0.012  0.340  0.022
7.137408  -8.248  0.820  -0.011  0.338  -0.229
7.138408  -8.186  0.812  -0.011  0.336  0.023
7.139408  -8.126  0.804  -0.011  0.334  0.023
7.140408  -8.065  0.796  -0.010  0.331  0.023
7.141408  -8.005  0.788  -0.010  0.329  0.023
7.142408  -8.463  0.779  -0.010  0.326  -0.173
7.143408  -8.400  0.771  -0.009  0.324  0.024
7.144408  -8.338  0.762  -0.009  0.321  0.024
7.145408  -8.276  0.754  -0.009  0.319  0.023
7.146408  -8.214  0.746  -0.008  0.316  0.023
7.147408  -8.657  0.737  -0.008  0.314  -0.167
7.148408  -8.593  0.729  -0.008  0.311  0.024
7.149409  -8.529  0.720  -0.007  0.309  0.024
7.150409  -8.466  0.712  -0.007  0.306  0.024
7.151409  -8.403  0.703  -0.007  0.304  0.024
7.152409  -8.837  0.694  -0.006  0.302  -0.164
7.153409  -8.771  0.686  -0.006  0.299  0.025
7.154409  -8.706  0.677  -0.006  0.297  0.025
7.155409  -8.641  0.668  -0.005  0.294  0.024
7.156409  -8.577  0.660  -0.005  0.292  0.024
7.157409  -8.890  0.651  -0.005  0.290  -0.118
7.158409  -8.824  0.642  -0.004  0.287  0.025
7.160409  -8.758  0.633  -0.004  0.285  0.025
7.161409  -8.693  0.624  -0.004  0.282  0.025
7.162409  -9.004  0.615  -0.003  0.280  -0.117
7.163409  -8.937  0.607  -0.003  0.277  0.025
7.164409  -8.870  0.598  -0.002  0.274  0.025
7.165409  -8.805  0.589  -0.002  0.271  0.025
7.166409  -8.739  0.580  -0.002  0.269  0.025
7.167410  -8.947  0.571  -0.001  0.266  -0.078
7.168410  -8.880  0.562  -0.001  0.264  0.025
7.169410  -8.815  0.554  -0.001  0.261  0.025
7.170410  -8.749  0.545  -0.001  0.259  0.025
7.171410  -8.684  0.536  -0.000  0.256  0.025
7.172410  -8.793  0.527  0.000  0.254  -0.041
7.173410  -8.728  0.519  0.000  0.252  0.025
7.174410  -8.663  0.510  0.001  0.249  0.024
7.175410  -8.599  0.501  0.001  0.247  0.024
7.176410  -8.535  0.493  0.001  0.244  0.024
7.177410  -8.660  0.484  0.002  0.242  -0.047
7.178410  -8.596  0.475  0.002  0.240  0.024
7.179410  -8.532  0.467  0.002  0.237  0.024
7.180410  -8.469  0.458  0.002  0.235  0.024
7.181410  -8.406  0.450  0.003  0.232  0.024
7.182410  -8.529  0.442  0.003  0.230  -0.047
7.183410  -8.466  0.433  0.003  0.227  0.024
7.184411  -8.403  0.425  0.003  0.225  0.024
7.185411  -8.341  0.416  0.004  0.223  0.024
7.186411  -8.279  0.408  0.004  0.220  0.023
7.187411  -8.349  0.400  0.004  0.218  -0.026
7.188411  -8.287  0.391  0.004  0.216  0.023
7.189411  -8.225  0.383  0.005  0.213  0.023
7.190411  -8.164  0.375  0.005  0.211  0.023
7.191411  -8.104  0.367  0.005  0.209  0.023
7.192411  -8.144  0.359  0.005  0.206  -0.015
7.193411  -8.084  0.351  0.006  0.204  0.023
7.194411  -8.024  0.343  0.006  0.202  0.023
7.195411  -7.964  0.335  0.006  0.199  0.022
7.196411  -7.905  0.327  0.006  0.197  0.022
7.197411  -7.958  0.319  0.007  0.195  -0.020
7.198411  -7.899  0.311  0.007  0.193  0.022
7.199411  -7.841  0.303  0.007  0.191  0.022
7.200411  -7.783  0.295  0.007  0.188  0.022
7.201411  -7.725  0.288  0.007  0.186  0.022
7.202412  -7.664  0.280  0.008  0.184  0.023
7.203412  -7.607  0.272  0.008  0.182  0.021
7.204412  -7.551  0.265  0.008  0.179  0.021
7.205412  -7.495  0.257  0.008  0.177  0.021
7.206412  -7.439  0.250  0.008  0.174  0.021
7.207412  -7.467  0.242  0.009  0.172  -0.010
7.208412  -7.411  0.235  0.009  0.171  0.021
7.209412  -7.357  0.228  0.009  0.169  0.021
7.210412  -7.302  0.220  0.009  0.167  0.021
7.211412  -7.248  0.213  0.009  0.165  0.020
7.212412  -7.230  0.206  0.009  0.163  0.007
7.213412  -7.176  0.199  0.010  0.160  0.020
7.214412  -7.123  0.192  0.010  0.158  0.020
7.215412  -7.070  0.184  0.010  0.156  0.020
7.216412  -7.018  0.177  0.010  0.154  0.020
7.217412  -6.919  0.171  0.010  0.152  0.037
7.218412  -6.868  0.164  0.010  0.150  0.019
7.219413  -6.817  0.157  0.010  0.148  0.019
7.220413  -6.766  0.150  0.011  0.146  0.019
7.221413  -6.716  0.143  0.011  0.144  0.019
7.222413  -6.654  0.137  0.011  0.142  0.024
7.223413  -6.604  0.130  0.011  0.140  0.019
7.224413  -6.555  0.124  0.011  0.139  0.019
7.225413  -6.507  0.117  0.011  0.137  0.018
7.226413  -6.459  0.111  0.011  0.135  0.018
7.227413  -6.423  0.104  0.011  0.133  0.014
7.228413  -6.375  0.098  0.012  0.131  0.018
7.229413  -6.328  0.091  0.012  0.129  0.018
7.230413  -6.281  0.085  0.012  0.127  0.018
7.231413  -6.234  0.079  0.012  0.126  0.018
7.232413  -6.165  0.073  0.012  0.124  0.026
7.233413  -6.120  0.067  0.012  0.122  0.017
7.234413  -6.074  0.061  0.012  0.121  0.017
7.235413  -6.029  0.055  0.012  0.119  0.017
7.236413  -5.985  0.049  0.012  0.117  0.017
7.237414  -5.809  0.043  0.012  0.116  0.067
7.238414  -5.765  0.037  0.012  0.114  0.016
7.239414  -5.723  0.031  0.013  0.112  0.016
7.240414  -5.680  0.026  0.013  0.111  0.016
7.241414  -5.638  0.020  0.013  0.109  0.016
7.242414  -5.492  0.014  0.013  0.108  0.055
7.243414  -5.452  0.009  0.013  0.106  0.015
7.244414  -5.411  0.004  0.013  0.104  0.015
7.245414  -5.371  -0.002  0.013  0.103  0.015
7.246414  -5.331  -0.007  0.013  0.101  0.015
7.247414  -5.186  -0.012  0.013  0.099  0.055
7.248414  -5.147  -0.017  0.013  0.098  0.015
7.249414  -5.109  -0.023  0.013  0.096  0.014
7.250414  -5.071  -0.028  0.013  0.095  0.014
7.251414  -5.034  -0.033  0.013  0.094  0.014
7.252414  -4.863  -0.038  0.013  0.092  0.065
7.253414  -4.827  -0.042  0.013  0.091  0.014
7.254415  -4.791  -0.047  0.013  0.089  0.014
7.255415  -4.756  -0.052  0.013  0.088  0.013
7.256415  -4.720  -0.057  0.013  0.087  0.013
7.257415  -4.527  -0.061  0.013  0.085  0.073
7.258415  -4.493  -0.066  0.013  0.084  0.013
7.259415  -4.460  -0.070  0.013  0.082  0.013
7.260415  -4.427  -0.075  0.013  0.081  0.012
7.261415  -4.394  -0.079  0.013  0.080  0.012
7.262415  -4.130  -0.083  0.013  0.079  0.100
7.263415  -4.100  -0.087  0.013  0.078  0.012
7.264415  -4.070  -0.091  0.013  0.076  0.011
7.265415  -4.039  -0.095  0.013  0.075  0.011
7.266415  -4.009  -0.099  0.013  0.074  0.011
7.267415  -3.758  -0.103  0.013  0.073  0.095
7.268415  -3.730  -0.107  0.013  0.072  0.011
7.269415  -3.703  -0.110  0.013  0.071  0.010
7.270415  -3.675  -0.114  0.013  0.070  0.010
7.271415  -3.648  -0.118  0.013  0.069  0.010
7.272416  -3.377  -0.121  0.013  0.068  0.102
7.273416  -3.352  -0.124  0.013  0.068  0.009
7.274416  -3.327  -0.128  0.013  0.067  0.009
7.275416  -3.302  -0.131  0.013  0.066  0.009
7.276416  -3.278  -0.134  0.013  0.065  0.009
7.277416  -3.000  -0.137  0.013  0.064  0.105
7.278416  -2.978  -0.140  0.013  0.063  0.008
7.279416  -2.956  -0.143  0.013  0.062  0.008
7.280416  -2.934  -0.146  0.013  0.061  0.008
7.281416  -2.912  -0.149  0.013  0.060  0.008
7.282416  -2.585  -0.152  0.013  0.059  0.124
7.283416  -2.566  -0.154  0.013  0.058  0.007
7.285416  -2.547  -0.157  0.012  0.058  0.007
7.286416  -1.264  -0.159  0.012  0.057  0.485
7.287416  -2.509  -0.162  0.012  0.056  -0.471
7.288416  -2.491  -0.164  0.012  0.056  0.007
7.289417  -2.472  -0.167  0.012  0.055  0.007
7.290417  -2.454  -0.169  0.012  0.054  0.007
7.291417  -2.436  -0.172  0.012  0.054  0.007
7.293417  -2.418  -0.174  0.012  0.053  0.007
7.294417  -1.200  -0.177  0.012  0.053  0.460
7.295417  -2.382  -0.179  0.012  0.052  -0.447
7.296417  -2.365  -0.181  0.012  0.051  0.007
7.297417  -2.347  -0.184  0.012  0.051  0.007
7.299417  -2.330  -0.186  0.011  0.050  0.007
7.300417  -1.156  -0.188  0.011  0.050  0.443
7.302417  -2.295  -0.191  0.011  0.049  -0.430
7.303417  -1.139  -0.193  0.011  0.049  0.437
7.305417  -2.262  -0.195  0.011  0.048  -0.424
7.306417  -1.122  -0.197  0.011  0.048  0.430
7.307418  -2.228  -0.200  0.011  0.047  -0.418
7.309418  -2.212  -0.202  0.011  0.047  0.006
7.310418  -1.098  -0.204  0.011  0.046  0.421
7.311418  -2.179  -0.206  0.011  0.046  -0.409
7.312418  -2.163  -0.208  0.011  0.045  0.006
7.313418  -2.147  -0.211  0.010  0.045  0.006
7.314418  -2.131  -0.213  0.010  0.045  0.006
7.315418  -2.115  -0.215  0.010  0.044  0.006
7.316418  -2.100  -0.217  0.010  0.044  0.006
7.317418  -2.084  -0.219  0.010  0.043  0.006
7.318418  -2.069  -0.221  0.010  0.043  0.006
7.319418  -2.054  -0.223  0.010  0.043  0.006
7.320418  -2.038  -0.225  0.010  0.042  0.006
7.321418  -2.023  -0.227  0.010  0.042  0.006
7.322418  -2.008  -0.229  0.010  0.042  0.006
7.323418  -1.993  -0.231  0.010  0.041  0.006
7.324419  -1.637  -0.233  0.010  0.041  0.135
7.325419  -1.625  -0.234  0.009  0.041  0.005
7.326419  -1.613  -0.236  0.009  0.040  0.005
7.327419  -1.601  -0.238  0.009  0.040  0.004
7.328419  -1.589  -0.239  0.009  0.040  0.004
7.329419  -1.279  -0.240  0.009  0.039  0.117
7.330419  -1.270  -0.242  0.009  0.039  0.004
7.331419  -1.260  -0.243  0.009  0.039  0.004
7.332419  -1.251  -0.244  0.009  0.039  0.004
7.333419  -1.242  -0.246  0.009  0.038  0.003
7.334419  -0.931  -0.246  0.009  0.038  0.117
7.335419  -0.924  -0.247  0.008  0.038  0.003
7.336419  -0.918  -0.248  0.008  0.037  0.003
7.337419  -0.911  -0.249  0.008  0.037  0.003
7.338419  -0.904  -0.250  0.008  0.037  0.003
7.339419  -0.550  -0.251  0.008  0.037  0.134
7.340419  -0.546  -0.251  0.008  0.037  0.002
7.341419  -0.542  -0.252  0.008  0.037  0.002
7.342420  -0.538  -0.252  0.008  0.037  0.001
7.343420  -0.534  -0.253  0.007  0.037  0.001
7.344420  -0.222  -0.253  0.007  0.037  0.118
7.345420  -0.220  -0.253  0.007  0.036  0.001
7.346420  -0.219  -0.253  0.007  0.036  0.001
7.347420  -0.217  -0.254  0.007  0.036  0.001
7.348420  -0.216  -0.254  0.007  0.036  0.001
7.349420  0.048  -0.254  0.007  0.036  0.100
7.350420  0.048  -0.254  0.007  0.037  -0.000
7.351420  0.048  -0.254  0.006  0.037  -0.000
7.352420  0.047  -0.254  0.006  0.037  -0.000
7.353420  0.047  -0.254  0.006  0.037  -0.000
7.354420  0.288  -0.253  0.006  0.037  0.091
7.355420  0.286  -0.253  0.006  0.037  -0.001
7.356420  0.284  -0.253  0.006  0.038  -0.001
7.357420  0.282  -0.253  0.005  0.038  -0.001
7.358420  0.280  -0.252  0.005  0.038  -0.001
7.359421  0.275  -0.252  0.005  0.038  -0.002
7.360421  0.273  -0.252  0.005  0.038  -0.001
7.361421  0.270  -0.251  0.005  0.038  -0.001
7.362421  0.268  -0.251  0.005  0.038  -0.001
7.363421  0.266  -0.251  0.005  0.038  -0.001
7.364421  0.308  -0.251  0.004  0.039  0.016
7.365421  0.306  -0.250  0.004  0.039  -0.001
7.366421  0.303  -0.250  0.004  0.039  -0.001
7.367421  0.301  -0.250  0.004  0.040  -0.001
7.368421  0.299  -0.249  0.004  0.040  -0.001
7.369421  1.392  -0.248  0.004  0.041  0.413
7.370421  1.382  -0.247  0.003  0.041  -0.004
7.371421  1.372  -0.245  0.003  0.042  -0.004
7.372421  1.361  -0.244  0.003  0.042  -0.004
7.373421  1.351  -0.243  0.003  0.043  -0.004
7.374421  1.530  -0.241  0.003  0.043  0.067
7.375421  1.518  -0.239  0.003  0.044  -0.004
7.376421  1.507  -0.238  0.002  0.044  -0.004
7.377422  1.496  -0.236  0.002  0.045  -0.004
7.378422  1.485  -0.235  0.002  0.045  -0.004
7.379422  0.834  -0.234  0.002  0.045  -0.246
7.380422  0.828  -0.233  0.002  0.046  -0.002
7.381422  0.821  -0.232  0.002  0.046  -0.002
7.382422  0.815  -0.232  0.001  0.047  -0.002
7.383422  0.809  -0.231  0.001  0.047  -0.002
7.384422  0.696  -0.230  0.001  0.047  -0.043
7.385422  0.690  -0.229  0.001  0.048  -0.002
7.386422  0.685  -0.229  0.001  0.048  -0.002
7.387422  0.680  -0.228  0.001  0.049  -0.002
7.388422  0.675  -0.227  0.001  0.049  -0.002
7.389422  0.829  -0.227  0.000  0.049  0.058
7.390422  0.823  -0.226  0.000  0.050  -0.002
7.391422  0.817  -0.225  0.000  0.050  -0.002
7.392422  0.810  -0.224  0.000  0.051  -0.002
7.393422  0.804  -0.223  -0.000  0.051  -0.002
7.394423  0.729  -0.223  -0.000  0.051  -0.028
7.395423  0.724  -0.222  -0.000  0.052  -0.002
7.396423  0.719  -0.221  -0.000  0.052  -0.002
7.397423  0.713  -0.220  -0.001  0.052  -0.002
7.398423  0.708  -0.220  -0.001  0.053  -0.002
7.399423  0.596  -0.219  -0.001  0.053  -0.042
7.400423  0.592  -0.219  -0.001  0.054  -0.002
7.401423  0.588  -0.218  -0.001  0.055  -0.002
7.402423  0.583  -0.217  -0.001  0.055  -0.002
7.403423  0.579  -0.217  -0.001  0.056  -0.002
7.404423  0.548  -0.216  -0.001  0.056  -0.012
7.405423  0.544  -0.216  -0.002  0.057  -0.002
7.406423  0.540  -0.215  -0.002  0.057  -0.002
7.407423  0.536  -0.215  -0.002  0.058  -0.002
7.408423  0.532  -0.214  -0.002  0.059  -0.002
7.409423  0.624  -0.214  -0.002  0.059  0.035
7.410423  0.619  -0.213  -0.002  0.059  -0.002
7.411423  0.614  -0.212  -0.002  0.060  -0.002
7.412424  0.610  -0.212  -0.002  0.060  -0.002
7.413424  0.605  -0.211  -0.002  0.061  -0.002
7.414424  0.721  -0.210  -0.003  0.061  0.044
7.415424  0.715  -0.210  -0.003  0.062  -0.002
7.416424  0.710  -0.209  -0.003  0.062  -0.002
7.417424  0.705  -0.208  -0.003  0.063  -0.002
7.418424  0.699  -0.208  -0.003  0.063  -0.002
7.419424  0.791  -0.207  -0.003  0.064  0.035
7.420424  0.785  -0.206  -0.003  0.064  -0.002
7.421424  0.779  -0.205  -0.003  0.065  -0.002
7.422424  0.773  -0.204  -0.003  0.065  -0.002
7.423424  0.768  -0.204  -0.004  0.065  -0.002
7.424424  0.766  -0.203  -0.004  0.066  -0.001
7.425424  0.760  -0.202  -0.004  0.066  -0.002
7.426424  0.754  -0.201  -0.004  0.067  -0.002
7.427424  0.749  -0.201  -0.004  0.067  -0.002
7.428424  0.743  -0.200  -0.004  0.068  -0.002
7.429425  0.645  -0.199  -0.004  0.068  -0.037
7.430425  0.640  -0.199  -0.004  0.069  -0.002
7.431425  0.636  -0.198  -0.004  0.069  -0.002
7.432425  0.631  -0.197  -0.004  0.070  -0.002
7.433425  0.626  -0.197  -0.004  0.070  -0.002
7.434425  0.568  -0.196  -0.005  0.070  -0.022
7.435425  0.564  -0.196  -0.005  0.071  -0.002
7.436425  0.560  -0.195  -0.005  0.071  -0.002
7.437425  0.555  -0.194  -0.005  0.072  -0.002
7.438425  0.551  -0.194  -0.005  0.072  -0.002
7.439425  0.437  -0.193  -0.005  0.073  -0.043
7.440425  0.433  -0.193  -0.005  0.074  -0.001
7.441425  0.430  -0.193  -0.005  0.074  -0.001
7.442425  0.427  -0.192  -0.005  0.075  -0.001
7.443425  0.424  -0.192  -0.005  0.075  -0.001
7.444425  0.330  -0.191  -0.005  0.075  -0.035
7.445425  0.328  -0.191  -0.005  0.076  -0.001
7.446426  0.325  -0.191  -0.005  0.076  -0.001
7.447426  0.323  -0.190  -0.005  0.076  -0.001
7.448426  0.320  -0.190  -0.006  0.077  -0.001
7.449426  0.257  -0.190  -0.006  0.077  -0.024
7.450426  0.255  -0.190  -0.006  0.077  -0.001
7.451426  0.254  -0.189  -0.006  0.078  -0.001
7.452426  0.252  -0.189  -0.006  0.078  -0.001
7.453426  0.250  -0.189  -0.006  0.079  -0.001
7.454426  0.218  -0.189  -0.006  0.079  -0.012
7.455426  0.216  -0.188  -0.006  0.080  -0.001
7.456426  0.214  -0.188  -0.006  0.080  -0.001
7.457426  0.213  -0.188  -0.006  0.080  -0.001
7.458426  0.211  -0.188  -0.006  0.081  -0.001
7.459426  0.198  -0.188  -0.006  0.081  -0.005
7.460426  0.196  -0.187  -0.006  0.082  -0.001
7.461426  0.195  -0.187  -0.006  0.082  -0.001
7.462426  0.193  -0.187  -0.006  0.082  -0.001
7.463426  0.192  -0.187  -0.006  0.083  -0.001
7.464427  0.314  -0.186  -0.006  0.083  0.046
7.465427  0.312  -0.186  -0.006  0.084  -0.001
