SetPt[mA]  I_m[mA] theta_l[deg]  theta_c[deg]  T_acc[N.m]  acc_hum[rad/s2]  acc_exo[rad/s2]  vel_hum[rad/s]  vel_exo[rad/s]  vel_motor[rad/s]
262.319    349   -13.359  -14.575  2.475  0.059  0.133  0.000  0.000  19.339
262.319    349   -13.359  -14.575  2.475  0.059  0.133  0.000  0.000  19.339
210.200    313   -13.359  -14.517  -2.623  0.033  0.156  0.000  0.000  20.382
210.200    313   -13.359  -14.517  -2.623  0.033  0.156  0.000  0.000  20.382
168.888    267   -13.184  -14.471  -2.556  0.045  0.170  0.000  0.000  20.990
168.888    267   -13.184  -14.471  -2.556  0.045  0.170  0.000  0.000  20.990
139.239    217   -13.184  -14.441  -3.639  0.031  0.160  0.000  0.000  21.037
139.239    217   -13.184  -14.441  -3.639  0.031  0.160  0.000  0.000  21.037
127.163    183   -13.184  -14.422  -1.703  0.033  0.124  0.000  0.000  20.320
127.163    183   -13.184  -14.422  -1.703  0.033  0.124  0.000  0.000  20.320
129.973    149   -13.184  -14.420  1.391  0.036  0.083  0.000  0.000  18.599
129.973    149   -13.184  -14.420  1.391  0.036  0.083  0.000  0.000  18.599
144.728    129   -13.008  -14.420  2.164  0.037  0.078  0.000  0.000  15.938
144.728    129   -13.008  -14.420  2.164  0.037  0.078  0.000  0.000  15.938
175.300    129   -13.008  -14.420  8.865  0.067  0.029  0.000  0.000  12.701
175.300    129   -13.008  -14.420  8.865  0.067  0.029  0.000  0.000  12.701
203.480    142   -13.008  -14.420  8.093  0.042  -0.019  0.000  0.000  9.371
203.480    142   -13.008  -14.420  8.093  0.042  -0.019  0.000  0.000  9.371
230.450    171   -13.008  -14.420  8.781  0.034  -0.064  0.000  0.000  6.300
230.450    171   -13.008  -14.420  8.781  0.034  -0.064  0.000  0.000  6.300
261.334    199   -13.008  -14.420  10.584  0.034  -0.103  0.000  0.000  4.074
261.334    199   -13.008  -14.420  10.584  0.034  -0.103  0.000  0.000  4.074
286.606    226   -13.008  -14.420  10.920  0.015  -0.160  0.000  0.000  2.377
286.606    226   -13.008  -14.420  10.920  0.015  -0.160  0.000  0.000  2.377
298.033    255   -13.008  -14.419  10.138  -0.000  -0.181  0.000  0.000  1.174
298.033    255   -13.008  -14.419  10.138  -0.000  -0.181  0.000  0.000  1.174
298.033    255   -13.008  -14.419  10.138  -0.000  -0.181  0.000  0.000  1.174
295.734    284   -13.008  -14.417  6.720  -0.034  -0.218  0.000  0.000  0.442
295.734    284   -13.008  -14.417  6.720  -0.034  -0.218  0.000  0.000  0.442
303.463    292   -13.008  -14.405  12.610  0.007  -0.227  0.000  0.000  0.254
303.463    292   -13.008  -14.405  12.610  0.007  -0.227  0.000  0.000  0.254
290.482    289   -13.008  -14.388  7.995  -0.053  -0.283  0.000  0.000  0.609
290.482    289   -13.008  -14.388  7.995  -0.053  -0.283  0.000  0.000  0.609
270.774    294   -12.832  -14.359  4.291  -0.063  -0.264  0.000  0.000  1.404
270.774    294   -12.832  -14.359  4.291  -0.063  -0.264  0.000  0.000  1.404
254.585    285   -12.832  -14.324  3.066  -0.073  -0.281  0.000  0.000  2.553
254.585    285   -12.832  -14.324  3.066  -0.073  -0.281  0.000  0.000  2.553
249.055    271   -12.832  -14.282  5.771  -0.060  -0.298  0.000  0.000  3.996
249.055    271   -12.832  -14.282  5.771  -0.060  -0.298  0.000  0.000  3.996
233.237    256   -12.832  -14.238  2.275  -0.086  -0.282  0.000  0.000  5.641
216.573    255   -12.832  -14.190  3.072  -0.080  -0.290  0.000  0.000  7.473
188.966    236   -12.656  -14.011  -0.625  -0.106  -0.291  0.000  0.000  11.151
177.726    224   -12.656  -14.000  5.750  -0.064  -0.316  0.000  0.000  14.242
142.905    224   -12.656  -14.000  -3.811  -0.138  -0.320  0.000  0.000  15.934
114.864    198   -12.656  -13.992  -3.085  -0.102  -0.257  0.000  0.000  16.183
73.534    180   -12.656  -13.990  -9.475  -0.164  -0.304  0.000  0.000  15.303
25.516    124   -12.656  -13.991  -13.739  -0.181  -0.291  0.000  0.000  13.677
-24.683    124   -12.656  -13.991  -20.253  -0.212  -0.256  0.000  0.000  11.660
-24.683    124   -12.656  -13.991  -20.253  -0.212  -0.256  0.000  0.000  11.660
-70.616     77   -12.656  -13.991  -25.229  -0.241  -0.244  0.000  0.000  9.310
-70.616     77   -12.656  -13.991  -25.229  -0.241  -0.244  0.000  0.000  9.310
-102.897     17   -12.656  -13.992  -25.805  -0.236  -0.228  0.000  0.000  6.553
-102.897     17   -12.656  -13.992  -25.805  -0.236  -0.228  0.000  0.000  6.553
-145.661    -56   -12.656  -13.993  -34.109  -0.288  -0.202  0.000  0.000  3.414
-145.661    -56   -12.656  -13.993  -34.109  -0.288  -0.202  0.000  0.000  3.414
-181.598   -101   -12.656  -13.993  -34.803  -0.289  -0.228  0.000  0.000  0.394
-181.598   -101   -12.656  -13.993  -34.803  -0.289  -0.228  0.000  0.000  0.394
-208.427   -142   -12.656  -13.993  -33.859  -0.278  -0.197  0.000  0.000  -0.117
-208.427   -142   -12.656  -13.993  -33.859  -0.278  -0.197  0.000  0.000  -0.117
-225.107   -176   -12.656  -13.994  -32.029  -0.268  -0.204  0.000  0.000  0.083
-225.107   -176   -12.656  -13.994  -32.029  -0.268  -0.204  0.000  0.000  0.083
-230.480   -204   -12.656  -13.997  -29.492  -0.252  -0.192  0.000  0.000  0.193
-230.480   -204   -12.656  -13.997  -29.492  -0.252  -0.192  0.000  0.000  0.193
-226.611   -220   -12.656  -14.003  -26.879  -0.235  -0.194  0.000  0.000  -0.041
-226.611   -220   -12.656  -14.003  -26.879  -0.235  -0.194  0.000  0.000  -0.041
-215.416   -220   -12.656  -14.017  -23.998  -0.218  -0.204  0.000  0.000  -0.657
-215.416   -220   -12.656  -14.017  -23.998  -0.218  -0.204  0.000  0.000  -0.657
-193.442   -225   -12.656  -14.040  -19.331  -0.191  -0.220  0.000  0.000  -1.480
-193.442   -225   -12.656  -14.040  -19.331  -0.191  -0.220  0.000  0.000  -1.480
-166.835   -213   -12.656  -14.076  -16.956  -0.177  -0.213  0.000  0.000  -2.396
-166.835   -213   -12.656  -14.076  -16.956  -0.177  -0.213  0.000  0.000  -2.396
-108.259   -190   -12.656  -14.121  -3.864  -0.104  -0.246  0.000  0.000  -3.501
-108.259   -190   -12.656  -14.121  -3.864  -0.104  -0.246  0.000  0.000  -3.501
-108.259   -190   -12.656  -14.121  -3.864  -0.104  -0.246  0.000  0.000  -3.501
-58.266   -172   -12.832  -14.171  -1.054  -0.096  -0.241  0.000  0.000  -5.064
-58.266   -172   -12.832  -14.171  -1.054  -0.096  -0.241  0.000  0.000  -5.064
-8.813   -107   -12.832  -14.261  1.966  -0.068  -0.229  0.000  0.000  -7.673
-8.813   -107   -12.832  -14.261  1.966  -0.068  -0.229  0.000  0.000  -7.673
39.070    -64   -12.832  -14.319  3.785  -0.066  -0.272  0.000  0.000  -10.497
39.070    -64   -12.832  -14.319  3.785  -0.066  -0.272  0.000  0.000  -10.497
84.237    -16   -12.832  -14.375  4.110  -0.070  -0.297  0.000  0.000  -13.117
84.237    -16   -12.832  -14.375  4.110  -0.070  -0.297  0.000  0.000  -13.117
136.012     29   -12.832  -14.425  7.659  -0.045  -0.290  0.000  0.000  -15.189
136.012     29   -12.832  -14.425  7.659  -0.045  -0.290  0.000  0.000  -15.189
168.453     71   -13.008  -14.460  6.088  -0.072  -0.312  0.000  0.000  -16.461
168.453     71   -13.008  -14.460  6.088  -0.072  -0.312  0.000  0.000  -16.461
189.451    121   -13.008  -14.476  6.171  -0.070  -0.310  0.000  0.000  -16.766
189.451    121   -13.008  -14.476  6.171  -0.070  -0.310  0.000  0.000  -16.766
187.113    156   -13.008  -14.475  0.807  -0.099  -0.294  0.000  0.000  -15.997
187.113    156   -13.008  -14.475  0.807  -0.099  -0.294  0.000  0.000  -15.997
168.271    182   -13.008  -14.467  -4.236  -0.099  -0.229  0.000  0.000  -14.223
168.271    182   -13.008  -14.467  -4.236  -0.099  -0.229  0.000  0.000  -14.223
151.526    185   -13.008  -14.454  -3.884  -0.104  -0.253  0.000  0.000  -11.588
151.526    185   -13.008  -14.454  -3.884  -0.104  -0.253  0.000  0.000  -11.588
128.414    172   -13.008  -14.439  -7.419  -0.104  -0.161  0.000  0.000  -8.348
128.414    172   -13.008  -14.439  -7.419  -0.104  -0.161  0.000  0.000  -8.348
111.417    153   -13.008  -14.423  -2.972  -0.067  -0.142  0.000  0.000  -4.854
111.417    153   -13.008  -14.423  -2.972  -0.067  -0.142  0.000  0.000  -4.854
111.417    153   -13.008  -14.423  -2.972  -0.067  -0.142  0.000  0.000  -4.854
87.707    132   -13.008  -14.411  -3.689  -0.068  -0.113  0.000  0.000  -1.977
87.707    132   -13.008  -14.411  -3.689  -0.068  -0.113  0.000  0.000  -1.977
58.880    115   -13.008  -14.405  -5.971  -0.076  -0.106  0.000  0.000  0.293
58.880    115   -13.008  -14.405  -5.971  -0.076  -0.106  0.000  0.000  0.293
29.130     89   -13.008  -14.405  -9.687  -0.066  -0.025  0.000  0.000  1.816
29.130     89   -13.008  -14.405  -9.687  -0.066  -0.025  0.000  0.000  1.816
26.539     59   -13.008  -14.405  -4.152  -0.043  -0.084  0.000  0.000  2.596
26.539     59   -13.008  -14.405  -4.152  -0.043  -0.084  0.000  0.000  2.596
13.732     31   -13.008  -14.405  -9.257  -0.076  -0.035  0.000  0.000  2.752
13.732     31   -13.008  -14.405  -9.257  -0.076  -0.035  0.000  0.000  2.752
12.723     26   -13.008  -14.405  -5.436  -0.053  -0.060  0.000  0.000  2.469
12.723     26   -13.008  -14.405  -5.436  -0.053  -0.060  0.000  0.000  2.469
18.433     13   -13.008  -14.405  -2.574  -0.050  -0.095  0.000  0.000  1.969
18.433     13   -13.008  -14.405  -2.574  -0.050  -0.095  0.000  0.000  1.969
19.560     12   -13.008  -14.405  -4.453  -0.067  -0.098  0.000  0.000  1.369
19.560     12   -13.008  -14.405  -4.453  -0.067  -0.098  0.000  0.000  1.369
11.750     17   -13.008  -14.405  -9.315  -0.087  -0.087  0.000  0.000  0.808
11.407     18   -13.008  -14.405  -8.126  -0.075  -0.095  0.000  0.000  0.377
3.429     11   -13.008  -14.405  -11.840  -0.099  -0.074  0.000  0.000  0.110
-1.540     11   -13.008  -14.405  -11.022  -0.090  -0.066  0.000  0.000  0.010
-11.858      6   -13.008  -14.405  -13.174  -0.095  -0.029  0.000  0.000  0.007
-16.337      6   -13.008  -14.405  -11.623  -0.081  -0.018  0.000  0.000  0.005
-31.311      1   -13.008  -14.405  -16.533  -0.102  0.010  0.000  0.000  -0.010
-44.171      0   -13.008  -14.405  -17.164  -0.092  0.029  0.000  0.000  -0.026
-47.440      0   -13.008  -14.405  -14.338  -0.073  0.036  0.000  0.000  -0.026
-47.440      0   -13.008  -14.405  -14.338  -0.073  0.036  0.000  0.000  -0.026
-30.729    -41   -13.008  -14.406  -6.290  -0.017  0.062  0.000  0.000  -0.018
-30.729    -41   -13.008  -14.406  -6.290  -0.017  0.062  0.000  0.000  -0.018
-20.664    -39   -13.008  -14.406  -7.476  -0.041  0.047  0.000  0.000  -0.009
-20.664    -39   -13.008  -14.406  -7.476  -0.041  0.047  0.000  0.000  -0.009
-7.291    -31   -13.008  -14.406  -5.300  -0.005  0.088  0.000  0.000  -0.008
-7.291    -31   -13.008  -14.406  -5.300  -0.005  0.088  0.000  0.000  -0.008
-7.291    -31   -13.008  -14.406  -5.300  -0.005  0.088  0.000  0.000  -0.008
22.803    -21   -13.008  -14.406  2.540  0.051  0.079  0.000  0.000  -0.019
22.803    -21   -13.008  -14.406  2.540  0.051  0.079  0.000  0.000  -0.019
49.684     -8   -13.008  -14.406  3.610  0.042  0.059  0.000  0.000  -0.029
49.684     -8   -13.008  -14.406  3.610  0.042  0.059  0.000  0.000  -0.029
84.638     13   -13.008  -14.406  9.130  0.077  0.053  0.000  0.000  -0.031
84.638     13   -13.008  -14.406  9.130  0.077  0.053  0.000  0.000  -0.031
121.656     45   -13.008  -14.406  12.923  0.086  0.028  0.000  0.000  -0.025
121.656     45   -13.008  -14.406  12.923  0.086  0.028  0.000  0.000  -0.025
33.980     81   -13.008  -14.406  -34.920  -0.315  -0.195  0.000  0.000  -0.018
33.980     81   -13.008  -14.406  -34.920  -0.315  -0.195  0.000  0.000  -0.018
-54.089    117   -13.008  -14.405  -42.255  -0.300  -0.226  0.000  0.000  -0.004
-54.089    117   -13.008  -14.405  -42.255  -0.300  -0.226  0.000  0.000  -0.004
359.424     40   -13.008  -14.406  155.684  1.132  0.059  0.000  0.000  0.000
359.424     40   -13.008  -14.406  155.684  1.132  0.059  0.000  0.000  0.000
94.481    -43   -13.008  -14.406  -88.069  -0.870  0.002  0.000  0.000  0.004
94.481    -43   -13.008  -14.406  -88.069  -0.870  0.002  0.000  0.000  0.004
-245.076    311   -13.008  -14.401  -140.243  -0.829  -0.083  0.000  0.000  0.066
-245.076    311   -13.008  -14.401  -140.243  -0.829  -0.083  0.000  0.000  0.066
456.850    120   -13.008  -14.399  258.531  1.881  -0.418  0.000  0.000  0.153
456.850    120   -13.008  -14.399  258.531  1.881  -0.418  0.000  0.000  0.153
-329.595   -197   -13.008  -14.404  -293.234  -2.468  -0.123  0.000  0.000  0.160
-329.595   -197   -13.008  -14.404  -293.234  -2.468  -0.123  0.000  0.000  0.160
89.268    379   -13.008  -14.399  135.653  1.278  -0.162  0.000  0.000  0.200
89.268    379   -13.008  -14.399  135.653  1.278  -0.162  0.000  0.000  0.200
89.268    379   -13.008  -14.399  135.653  1.278  -0.162  0.000  0.000  0.200
-111.658   -239   -13.008  -14.401  -83.607  -0.877  -0.246  0.000  0.000  0.215
-111.658   -239   -13.008  -14.401  -83.607  -0.877  -0.246  0.000  0.000  0.215
-119.319     77   -13.184  -14.404  -16.627  -0.149  -0.256  0.000  0.000  0.169
-119.319     77   -13.184  -14.404  -16.627  -0.149  -0.256  0.000  0.000  0.169
-131.836    -94   -13.184  -14.405  -15.965  -0.167  -0.325  0.000  0.000  0.096
-131.836    -94   -13.184  -14.405  -15.965  -0.167  -0.325  0.000  0.000  0.096
-256.894   -118   -13.184  -14.405  -60.733  -0.451  -0.251  0.000  0.000  0.022
-256.894   -118   -13.184  -14.405  -60.733  -0.451  -0.251  0.000  0.000  0.022
-169.185   -130   -13.184  -14.405  17.289  -0.012  -0.286  0.000  0.000  -0.040
-169.185   -130   -13.184  -14.405  17.289  -0.012  -0.286  0.000  0.000  -0.040
-298.595   -243   -13.184  -14.407  -64.210  -0.578  -0.358  0.000  0.000  -0.135
-298.595   -243   -13.184  -14.407  -64.210  -0.578  -0.358  0.000  0.000  -0.135
-257.393   -178   -13.184  -14.410  -5.477  -0.003  -0.367  0.000  0.000  -0.273
-257.393   -178   -13.184  -14.410  -5.477  -0.003  -0.367  0.000  0.000  -0.273
-268.197   -280   -13.184  -14.415  -24.173  -0.460  -0.360  0.000  0.000  -0.395
-268.197   -280   -13.184  -14.415  -24.173  -0.460  -0.360  0.000  0.000  -0.395
-312.443   -255   -13.184  -14.430  -40.274  -0.257  -0.385  0.000  0.000  -0.668
-312.443   -255   -13.184  -14.430  -40.274  -0.257  -0.385  0.000  0.000  -0.668
-287.118   -259   -13.184  -14.455  -18.365  -0.293  -0.414  0.000  0.000  -1.289
-287.118   -259   -13.184  -14.455  -18.365  -0.293  -0.414  0.000  0.000  -1.289
-297.438   -302   -13.184  -14.490  -35.496  -0.355  -0.409  0.000  0.000  -2.234
-297.438   -302   -13.184  -14.490  -35.496  -0.355  -0.409  0.000  0.000  -2.234
-252.085   -285   -13.184  -14.544  -19.763  -0.276  -0.471  0.000  0.000  -3.717
-252.085   -285   -13.184  -14.544  -19.763  -0.276  -0.471  0.000  0.000  -3.717
-252.085   -285   -13.184  -14.544  -19.763  -0.276  -0.471  0.000  0.000  -3.717
-223.321   -287   -13.184  -14.608  -26.582  -0.344  -0.462  0.000  0.000  -5.790
-223.321   -287   -13.184  -14.608  -26.582  -0.344  -0.462  0.000  0.000  -5.790
-194.373   -247   -13.359  -14.731  -24.504  -0.303  -0.501  0.000  0.000  -9.050
-194.373   -247   -13.359  -14.731  -24.504  -0.303  -0.501  0.000  0.000  -9.050
-151.526   -217   -13.359  -14.828  -18.563  -0.298  -0.488  0.000  0.000  -12.908
-151.526   -217   -13.359  -14.828  -18.563  -0.298  -0.488  0.000  0.000  -12.908
-159.747   -194   -13.359  -14.934  -39.904  -0.425  -0.540  0.000  0.000  -17.062
-159.747   -194   -13.359  -14.934  -39.904  -0.425  -0.540  0.000  0.000  -17.062
-160.460   -157   -13.359  -15.052  -43.362  -0.464  -0.593  0.000  0.000  -21.337
-160.460   -157   -13.359  -15.052  -43.362  -0.464  -0.593  0.000  0.000  -21.337
-109.197   -154   -13.535  -15.166  -24.181  -0.350  -0.644  0.000  0.000  -25.403
-83.670   -167   -13.535  -15.284  -33.286  -0.457  -0.681  0.000  0.000  -29.073
-57.676   -114   -14.062  -15.729  -28.841  -0.417  -0.660  0.000  0.000  -36.712
-39.854    -95   -14.062  -15.772  -28.032  -0.394  -0.655  0.000  0.000  -42.716
-22.618    -73   -14.062  -15.808  -25.390  -0.377  -0.663  0.000  0.000  -45.617
2.903    -73   -14.062  -15.808  -19.218  -0.322  -0.632  0.000  0.000  -44.800
11.656    -54   -14.062  -15.833  -23.108  -0.347  -0.586  0.000  0.000  -41.367
-16.015    -22   -14.062  -15.852  -33.786  -0.417  -0.568  0.000  0.000  -37.087
-7.300    -22   -14.062  -15.852  -17.283  -0.271  -0.547  0.000  0.000  -32.053
-7.300    -22   -14.062  -15.852  -17.283  -0.271  -0.547  0.000  0.000  -32.053
18.880     -5   -14.062  -15.860  -7.123  -0.229  -0.557  0.000  0.000  -26.301
18.880     -5   -14.062  -15.860  -7.123  -0.229  -0.557  0.000  0.000  -26.301
11.688     -5   -14.062  -15.860  -18.846  -0.309  -0.478  0.000  0.000  -19.486
11.688     -5   -14.062  -15.860  -18.846  -0.309  -0.478  0.000  0.000  -19.486
24.306      9   -14.062  -15.860  -10.610  -0.179  -0.356  0.000  0.000  -11.549
24.306      9   -14.062  -15.860  -10.610  -0.179  -0.356  0.000  0.000  -11.549
31.997     10   -14.062  -15.860  -12.154  -0.177  -0.312  0.000  0.000  -3.638
31.997     10   -14.062  -15.860  -12.154  -0.177  -0.312  0.000  0.000  -3.638
12.655     22   -14.062  -15.860  -20.898  -0.201  -0.218  0.000  0.000  -1.758
12.655     22   -14.062  -15.860  -20.898  -0.201  -0.218  0.000  0.000  -1.758
-20.637     30   -14.238  -15.860  -21.896  -0.170  -0.128  0.000  0.000  -1.741
-20.637     30   -14.238  -15.860  -21.896  -0.170  -0.128  0.000  0.000  -1.741
-50.380     14   -14.238  -15.860  -18.789  -0.137  -0.056  0.000  0.000  -2.018
-50.380     14   -14.238  -15.860  -18.789  -0.137  -0.056  0.000  0.000  -2.018
-50.380     14   -14.238  -15.860  -18.789  -0.137  -0.056  0.000  0.000  -2.018
-152.170    -12   -14.238  -15.860  -47.785  -0.330  -0.010  0.000  0.000  -1.283
-152.170    -12   -14.238  -15.860  -47.785  -0.330  -0.010  0.000  0.000  -1.283
-194.269    -49   -14.238  -15.860  -30.421  -0.156  -0.001  0.000  0.000  -0.107
-194.269    -49   -14.238  -15.860  -30.421  -0.156  -0.001  0.000  0.000  -0.107
-232.748   -144   -14.238  -15.860  -32.178  -0.185  0.061  0.000  0.000  0.672
-232.748   -144   -14.238  -15.860  -32.178  -0.185  0.061  0.000  0.000  0.672
-288.115   -190   -14.238  -15.860  -42.257  -0.238  0.140  0.000  0.000  0.679
-288.115   -190   -14.238  -15.860  -42.257  -0.238  0.140  0.000  0.000  0.679
-313.749   -230   -14.238  -15.861  -35.004  -0.162  0.134  0.000  0.000  -0.026
-313.749   -230   -14.238  -15.861  -35.004  -0.162  0.134  0.000  0.000  -0.026
-353.576   -282   -14.238  -15.861  -43.842  -0.206  0.214  0.000  0.000  -0.589
-353.576   -282   -14.238  -15.861  -43.842  -0.206  0.214  0.000  0.000  -0.589
-359.297   -309   -14.238  -15.862  -35.279  -0.121  0.254  0.000  0.000  -0.416
-359.297   -309   -14.238  -15.862  -35.279  -0.121  0.254  0.000  0.000  -0.416
-374.710   -351   -14.238  -15.864  -43.045  -0.180  0.273  0.000  0.000  -0.084
-374.710   -351   -14.238  -15.864  -43.045  -0.180  0.273  0.000  0.000  -0.084
-374.482   -357   -14.238  -15.870  -42.006  -0.162  0.291  0.000  0.000  0.033
-374.482   -357   -14.238  -15.870  -42.006  -0.162  0.291  0.000  0.000  0.033
-357.191   -364   -14.238  -15.879  -35.789  -0.133  0.275  0.000  0.000  -0.282
-357.191   -364   -14.238  -15.879  -35.789  -0.133  0.275  0.000  0.000  -0.282
-357.340   -373   -14.238  -15.898  -41.685  -0.161  0.296  0.000  0.000  -0.954
-357.340   -373   -14.238  -15.898  -41.685  -0.161  0.296  0.000  0.000  -0.954
-326.577   -350   -14.238  -15.926  -29.734  -0.078  0.292  0.000  0.000  -1.852
-326.577   -350   -14.238  -15.926  -29.734  -0.078  0.292  0.000  0.000  -1.852
-326.577   -350   -14.238  -15.926  -29.734  -0.078  0.292  0.000  0.000  -1.852
-307.077   -353   -14.238  -15.969  -33.770  -0.129  0.276  0.000  0.000  -2.987
-307.077   -353   -14.238  -15.969  -33.770  -0.129  0.276  0.000  0.000  -2.987
-261.792   -325   -14.238  -16.049  -25.464  -0.057  0.279  0.000  0.000  -4.870
-261.792   -325   -14.238  -16.049  -25.464  -0.057  0.279  0.000  0.000  -4.870
-231.108   -302   -14.414  -16.116  -27.676  -0.095  0.245  0.000  0.000  -7.346
-231.108   -302   -14.414  -16.116  -27.676  -0.095  0.245  0.000  0.000  -7.346
-236.889   -259   -14.414  -16.184  -41.063  -0.185  0.218  0.000  0.000  -10.212
-236.889   -259   -14.414  -16.184  -41.063  -0.185  0.218  0.000  0.000  -10.212
-293.765   -231   -14.590  -16.257  -59.552  -0.311  0.173  0.000  0.000  -13.173
-293.765   -231   -14.590  -16.257  -59.552  -0.311  0.173  0.000  0.000  -13.173
-347.126   -237   -14.590  -16.334  -62.169  -0.331  0.103  0.000  0.000  -16.017
-347.126   -237   -14.590  -16.334  -62.169  -0.331  0.103  0.000  0.000  -16.017
-399.289   -292   -14.590  -16.408  -67.442  -0.395  0.069  0.000  0.000  -18.557
-399.289   -292   -14.590  -16.408  -67.442  -0.395  0.069  0.000  0.000  -18.557
-494.665   -334   -14.766  -16.492  -87.939  -0.570  0.008  0.000  0.000  -20.845
-494.665   -334   -14.766  -16.492  -87.939  -0.570  0.008  0.000  0.000  -20.845
-587.977   -401   -14.766  -16.580  -95.422  -0.591  0.006  0.000  0.000  -22.849
-587.977   -401   -14.766  -16.580  -95.422  -0.591  0.006  0.000  0.000  -22.849
-678.897   -461   -14.941  -16.693  -99.842  -0.635  -0.049  0.000  0.000  -24.786
-678.897   -461   -14.941  -16.693  -99.842  -0.635  -0.049  0.000  0.000  -24.786
-777.365   -555   -14.941  -16.823  -111.763  -0.719  -0.070  0.000  0.000  -26.802
-777.365   -555   -14.941  -16.823  -111.763  -0.719  -0.070  0.000  0.000  -26.802
-897.213   -656   -15.117  -16.991  -130.090  -0.814  0.000  0.000  0.000  -29.364
-897.213   -656   -15.117  -16.991  -130.090  -0.814  0.000  0.000  0.000  -29.364
-897.213   -656   -15.117  -16.991  -130.090  -0.814  0.000  0.000  0.000  -29.364
-1005.510   -750   -15.293  -17.199  -139.100  -0.869  -0.024  0.000  0.000  -33.372
-1005.510   -750   -15.293  -17.199  -139.100  -0.869  -0.024  0.000  0.000  -33.372
-1155.534   -868   -15.645  -17.602  -167.581  -1.062  -0.028  0.000  0.000  -41.063
-1301.732   -976   -15.820  -17.933  -184.083  -1.111  0.063  0.000  0.000  -50.938
-1388.619  -1150   -17.578  -20.171  -185.389  -1.146  -0.014  0.000  0.000  -87.778
-1343.992  -1265   -17.754  -20.537  -153.547  -1.043  -0.272  0.000  0.000  -125.296
-1264.620  -1352   -18.105  -20.906  -147.747  -1.123  -0.478  0.000  0.000  -155.616
-1156.568  -1352   -18.105  -20.906  -134.552  -1.108  -0.746  0.000  0.000  -170.849
-998.035  -1304   -18.281  -21.275  -110.847  -1.023  -1.024  0.000  0.000  -177.217
-846.002  -1193   -18.633  -21.636  -100.194  -1.044  -1.275  0.000  0.000  -178.811
-693.483  -1193   -18.633  -21.636  -85.767  -1.006  -1.444  0.000  0.000  -172.305
-693.483  -1193   -18.633  -21.636  -85.767  -1.006  -1.444  0.000  0.000  -172.305
-537.951   -813   -19.336  -22.327  -66.206  -1.042  -1.863  0.000  0.000  -165.335
-537.951   -813   -19.336  -22.327  -66.206  -1.042  -1.863  0.000  0.000  -165.335
-457.521   -658   -19.512  -22.634  -77.545  -1.182  -1.982  0.000  0.000  -150.635
-457.521   -658   -19.512  -22.634  -77.545  -1.182  -1.982  0.000  0.000  -150.635
-477.351   -591   -19.863  -22.908  -98.331  -1.323  -2.087  0.000  0.000  -127.384
-477.351   -591   -19.863  -22.908  -98.331  -1.323  -2.087  0.000  0.000  -127.384
-522.280   -507   -20.215  -23.220  -94.311  -1.427  -2.595  0.000  0.000  -98.408
-522.280   -507   -20.215  -23.220  -94.311  -1.427  -2.595  0.000  0.000  -98.408
-588.370   -523   -20.566  -23.453  -96.072  -1.459  -2.546  0.000  0.000  -95.094
-588.370   -523   -20.566  -23.453  -96.072  -1.459  -2.546  0.000  0.000  -95.094
-601.572   -561   -20.742  -23.607  -74.620  -1.363  -2.640  0.000  0.000  -98.185
-601.572   -561   -20.742  -23.607  -74.620  -1.363  -2.640  0.000  0.000  -98.185
-653.283   -598   -20.918  -23.702  -85.118  -1.391  -2.414  0.000  0.000  -100.192
-653.283   -598   -20.918  -23.702  -85.118  -1.391  -2.414  0.000  0.000  -100.192
-946.772   -627   -21.094  -23.764  -179.014  -1.597  -1.238  0.000  0.000  -91.598
-946.772   -627   -21.094  -23.764  -179.014  -1.597  -1.238  0.000  0.000  -91.598
-1120.927   -664   -21.094  -23.797  -148.953  -1.253  -1.308  0.000  0.000  -77.245
-1120.927   -664   -21.094  -23.797  -148.953  -1.253  -1.308  0.000  0.000  -77.245
-1312.886   -911   -21.094  -23.824  -168.521  -1.164  -0.406  0.000  0.000  -62.051
-1312.886   -911   -21.094  -23.824  -168.521  -1.164  -0.406  0.000  0.000  -62.051
-1312.886   -911   -21.094  -23.824  -168.521  -1.164  -0.406  0.000  0.000  -62.051
-1393.712  -1099   -21.094  -23.855  -139.657  -0.839  0.122  0.000  0.000  -45.386
-1393.712  -1099   -21.094  -23.855  -139.657  -0.839  0.122  0.000  0.000  -45.386
-1441.881  -1308   -21.094  -23.940  -137.228  -0.843  0.249  0.000  0.000  -37.618
-1543.230  -1375   -21.094  -24.018  -171.886  -1.046  0.234  0.000  0.000  -32.640
-1609.585  -1428   -21.094  -24.086  -174.586  -0.982  0.156  0.000  0.000  -26.166
-1609.585  -1428   -21.094  -24.086  -174.586  -0.982  0.156  0.000  0.000  -26.166
-1676.777  -1505   -21.270  -24.162  -184.758  -1.071  0.046  0.000  0.000  -21.086
-1676.777  -1505   -21.270  -24.162  -184.758  -1.071  0.046  0.000  0.000  -21.086
-1663.854  -1591   -21.270  -24.247  -161.996  -0.989  -0.018  0.000  0.000  -18.595
-1663.854  -1591   -21.270  -24.247  -161.996  -0.989  -0.018  0.000  0.000  -18.595
-1582.020  -1653   -21.445  -24.377  -135.009  -0.943  -0.154  0.000  0.000  -19.884
-1582.020  -1653   -21.445  -24.377  -135.009  -0.943  -0.154  0.000  0.000  -19.884
