OmegaControlKF
time[s]  acc_hum[rad / s2]  vel_hum[rad / s]  vel_exo[rad / s]  T_Sea[N.m]  vel_motor[rad / s]
12.919739  -0.043  0.011  -0.013  0.193  0.000
12.920739  -0.042  0.011  -0.013  0.193  0.000
12.921739  -0.042  0.011  -0.013  0.192  0.000
12.922739  -0.042  0.011  -0.013  0.192  0.000
12.923739  0.000  0.011  -0.013  0.192  0.000
12.924739  0.000  0.011  -0.013  0.192  0.000
12.925739  0.000  0.011  -0.013  0.192  0.000
12.926739  0.000  0.011  -0.013  0.192  0.000
12.927739  0.000  0.011  -0.013  0.192  0.000
12.928739  0.000  0.011  -0.013  0.192  0.000
12.929739  0.000  0.011  -0.013  0.192  0.000
12.930739  0.000  0.011  -0.013  0.192  0.000
12.931739  0.000  0.011  -0.013  0.192  0.000
12.932739  -0.014  0.011  -0.013  0.192  -0.000
12.933739  -0.014  0.011  -0.013  0.192  0.000
12.934739  -0.014  0.011  -0.013  0.192  0.000
12.935739  -0.014  0.011  -0.013  0.192  0.000
12.936740  -0.014  0.011  -0.013  0.192  0.000
12.937740  -0.013  0.011  -0.013  0.192  0.000
12.938740  -0.013  0.011  -0.013  0.192  0.000
12.939740  -0.013  0.011  -0.013  0.191  0.000
12.940740  -0.013  0.011  -0.013  0.191  0.000
12.941740  -0.026  0.011  -0.013  0.191  -0.000
12.942740  -0.026  0.011  -0.013  0.191  0.000
12.944740  -0.026  0.011  -0.013  0.191  0.000
12.945740  -0.026  0.011  -0.013  0.191  0.000
12.946740  -0.025  0.011  -0.013  0.191  0.000
12.947740  -0.025  0.011  -0.013  0.191  0.000
12.948740  -0.025  0.011  -0.013  0.191  0.000
12.949740  -0.025  0.011  -0.013  0.191  0.000
12.950740  -0.025  0.011  -0.013  0.191  0.000
12.951740  -0.025  0.011  -0.013  0.191  0.000
12.952740  -0.024  0.011  -0.013  0.191  0.000
12.953740  -0.024  0.011  -0.013  0.191  0.000
12.954741  -0.024  0.011  -0.013  0.191  0.000
12.955741  -0.024  0.011  -0.013  0.191  0.000
12.956741  -0.024  0.011  -0.013  0.191  0.000
12.957741  -0.023  0.010  -0.013  0.191  0.000
12.958741  -0.023  0.010  -0.013  0.191  0.000
12.959741  -0.023  0.010  -0.013  0.191  0.000
12.960741  -0.023  0.010  -0.013  0.191  0.000
12.961741  -0.023  0.010  -0.013  0.191  0.000
12.962741  -0.023  0.010  -0.013  0.191  0.000
12.964741  -0.022  0.010  -0.013  0.191  0.000
12.965741  -0.011  0.010  -0.013  0.191  0.000
12.966741  -0.022  0.010  -0.013  0.191  -0.000
12.967741  -0.022  0.010  -0.013  0.191  0.000
12.968741  -0.022  0.010  -0.013  0.190  0.000
12.969741  -0.022  0.010  -0.013  0.190  0.000
12.970741  -0.021  0.010  -0.013  0.190  0.000
12.971742  -0.021  0.010  -0.013  0.190  0.000
12.972742  -0.021  0.010  -0.013  0.190  0.000
12.973742  -0.021  0.010  -0.013  0.190  0.000
12.974742  -0.021  0.010  -0.013  0.190  0.000
12.975742  -0.021  0.010  -0.013  0.190  0.000
12.976742  -0.020  0.010  -0.013  0.190  0.000
12.977742  -0.020  0.010  -0.013  0.190  0.000
12.978742  -0.020  0.010  -0.013  0.190  0.000
12.979742  -0.020  0.010  -0.013  0.190  0.000
12.980742  -0.020  0.010  -0.013  0.190  0.000
12.981742  -0.020  0.010  -0.013  0.190  0.000
12.982742  -0.020  0.010  -0.013  0.190  0.000
12.983742  -0.019  0.010  -0.013  0.190  0.000
12.984742  -0.019  0.010  -0.013  0.190  0.000
12.985742  -0.005  0.010  -0.013  0.190  0.000
12.987742  -0.005  0.010  -0.013  0.190  -0.000
12.988742  -0.005  0.010  -0.013  0.190  -0.000
12.989743  -0.005  0.010  -0.013  0.190  -0.000
12.990743  -0.005  0.010  -0.013  0.190  -0.000
12.991743  -0.005  0.010  -0.013  0.190  -0.000
12.992743  -0.005  0.010  -0.013  0.190  0.000
12.993743  -0.005  0.010  -0.013  0.190  0.000
12.994743  -0.005  0.010  -0.013  0.190  0.000
12.995743  -0.005  0.010  -0.013  0.190  0.000
12.996743  -0.020  0.010  -0.013  0.190  -0.000
12.997743  -0.019  0.010  -0.013  0.190  0.000
12.998743  -0.019  0.010  -0.013  0.190  0.000
12.999743  -0.019  0.010  -0.013  0.190  0.000
13.000743  -0.019  0.010  -0.013  0.190  0.000
13.001743  -0.004  0.010  -0.013  0.190  0.000
13.002743  -0.004  0.010  -0.013  0.190  -0.000
13.003743  -0.004  0.010  -0.013  0.190  -0.000
13.004743  -0.004  0.010  -0.013  0.190  -0.000
13.005743  -0.004  0.010  -0.013  0.190  -0.000
13.006744  -0.004  0.010  -0.013  0.190  0.000
13.007744  -0.004  0.010  -0.013  0.190  -0.000
13.008744  -0.004  0.010  -0.013  0.190  -0.000
13.009744  -0.004  0.010  -0.013  0.190  -0.000
13.010744  -0.004  0.010  -0.013  0.190  -0.000
13.011744  0.008  0.010  -0.013  0.190  0.000
13.012744  0.008  0.010  -0.013  0.190  0.000
13.013744  0.008  0.010  -0.013  0.189  0.000
13.014744  0.008  0.010  -0.013  0.189  0.000
13.015744  0.008  0.010  -0.013  0.189  0.000
13.016744  -0.003  0.010  -0.013  0.189  -0.000
13.017744  -0.003  0.010  -0.013  0.189  -0.000
13.018744  -0.003  0.010  -0.013  0.190  -0.000
13.019744  -0.003  0.010  -0.013  0.190  -0.000
13.020744  -0.003  0.010  -0.013  0.190  -0.000
13.021744  0.051  0.010  -0.013  0.190  0.000
13.022744  0.050  0.010  -0.013  0.190  -0.000
13.023744  0.050  0.010  -0.013  0.190  -0.000
13.024745  0.050  0.010  -0.013  0.190  -0.000
13.025745  0.049  0.010  -0.013  0.190  -0.000
13.026745  0.007  0.010  -0.013  0.190  -0.000
13.027745  0.007  0.010  -0.013  0.190  0.000
13.028745  0.007  0.010  -0.013  0.190  0.000
13.029745  0.007  0.010  -0.013  0.190  0.000
13.030745  0.007  0.010  -0.013  0.190  0.000
13.031745  0.034  0.010  -0.013  0.190  0.000
13.032745  0.034  0.010  -0.013  0.190  0.000
13.033745  0.033  0.010  -0.013  0.190  0.000
13.034745  0.033  0.010  -0.013  0.189  0.000
13.035745  0.033  0.010  -0.013  0.189  0.000
13.037745  0.033  0.010  -0.013  0.189  0.000
13.038745  0.033  0.010  -0.013  0.189  -0.000
13.039745  0.033  0.010  -0.013  0.189  -0.000
13.040745  0.033  0.010  -0.013  0.189  -0.000
13.041746  0.032  0.010  -0.013  0.189  -0.000
13.042746  0.032  0.010  -0.013  0.189  -0.000
13.043746  0.032  0.010  -0.013  0.189  -0.000
13.044746  0.031  0.010  -0.013  0.189  -0.000
13.045746  0.031  0.011  -0.013  0.189  -0.000
13.046746  0.031  0.011  -0.013  0.189  -0.000
13.047746  0.016  0.011  -0.013  0.189  -0.000
13.048746  0.016  0.011  -0.013  0.189  0.000
13.049746  0.016  0.011  -0.013  0.189  0.000
13.050746  0.016  0.011  -0.013  0.189  0.000
13.051746  0.016  0.011  -0.013  0.188  0.000
13.052746  0.016  0.011  -0.013  0.188  0.000
13.053746  0.015  0.011  -0.013  0.188  0.000
13.055746  0.015  0.011  -0.013  0.188  0.000
13.056746  0.044  0.011  -0.013  0.188  0.000
13.057746  0.044  0.011  -0.013  0.188  -0.000
13.058746  0.043  0.011  -0.013  0.188  -0.000
13.059747  0.043  0.011  -0.013  0.188  -0.000
13.060747  0.043  0.011  -0.013  0.188  -0.000
13.061747  0.042  0.011  -0.013  0.188  -0.000
13.062747  0.042  0.011  -0.013  0.188  -0.000
13.063747  0.042  0.011  -0.013  0.189  -0.000
13.064747  0.042  0.011  -0.013  0.189  -0.000
13.065747  0.041  0.011  -0.013  0.189  -0.000
13.066747  0.041  0.011  -0.013  0.189  -0.000
13.067747  0.041  0.011  -0.013  0.189  -0.000
13.075747  0.040  0.011  -0.013  0.189  -0.000
13.079748  0.007  0.011  -0.013  0.189  -0.000
13.081748  0.013  0.011  -0.013  0.189  0.000
13.082748  0.052  0.011  -0.013  0.189  0.000
13.083748  0.051  0.011  -0.013  0.189  0.000
13.084748  0.051  0.011  -0.013  0.189  0.000
13.086748  0.025  0.011  -0.013  0.189  -0.000
13.088748  0.024  0.012  -0.013  0.189  -0.000
13.090748  0.024  0.012  -0.013  0.189  -0.000
13.091748  0.012  0.012  -0.013  0.189  -0.000
13.092748  0.024  0.012  -0.013  0.189  0.000
13.093748  0.024  0.012  -0.013  0.189  -0.000
13.095749  0.036  0.012  -0.013  0.189  0.000
13.097749  0.036  0.012  -0.013  0.189  0.000
13.098749  0.035  0.012  -0.013  0.189  0.000
13.099749  0.035  0.012  -0.013  0.189  0.000
13.100749  0.035  0.012  -0.013  0.189  0.000
13.102749  0.035  0.012  -0.013  0.189  0.000
13.104749  0.035  0.012  -0.013  0.189  -0.000
13.105749  0.035  0.012  -0.013  0.189  -0.000
13.106749  0.034  0.012  -0.013  0.189  -0.000
13.107749  0.034  0.012  -0.013  0.189  -0.000
13.108749  0.007  0.012  -0.013  0.189  -0.000
13.109749  0.007  0.012  -0.013  0.189  -0.000
13.110749  0.007  0.012  -0.013  0.189  -0.000
13.111750  0.007  0.012  -0.013  0.189  -0.000
13.112750  0.007  0.012  -0.013  0.189  -0.000
13.113750  0.007  0.012  -0.013  0.189  -0.000
13.114750  0.007  0.012  -0.013  0.189  -0.000
13.115750  0.007  0.012  -0.013  0.189  -0.000
13.116750  0.007  0.012  -0.013  0.189  -0.000
13.117750  0.007  0.012  -0.013  0.190  -0.000
13.118750  0.007  0.012  -0.013  0.190  -0.000
13.119750  0.007  0.012  -0.013  0.190  -0.000
13.120750  0.007  0.012  -0.013  0.190  -0.000
13.121750  0.007  0.012  -0.013  0.190  -0.000
13.122750  0.019  0.012  -0.013  0.190  0.000
13.123750  0.019  0.012  -0.013  0.190  0.000
13.124750  0.019  0.012  -0.013  0.190  0.000
13.125750  0.019  0.012  -0.013  0.190  0.000
13.126750  0.018  0.012  -0.013  0.189  0.000
13.127750  0.018  0.012  -0.013  0.189  0.000
13.128750  0.018  0.012  -0.013  0.189  0.000
13.129751  0.018  0.012  -0.013  0.189  0.000
13.130751  0.018  0.012  -0.013  0.189  0.000
13.131751  0.005  0.012  -0.013  0.189  -0.000
13.132751  0.005  0.012  -0.013  0.189  -0.000
13.133751  0.005  0.012  -0.013  0.189  -0.000
13.134751  0.005  0.012  -0.013  0.189  -0.000
13.136751  0.005  0.012  -0.013  0.190  -0.000
13.137751  0.002  0.012  -0.013  0.190  -0.000
13.138751  0.005  0.012  -0.013  0.190  0.000
13.139751  0.005  0.012  -0.013  0.190  -0.000
13.140751  0.017  0.012  -0.013  0.190  0.000
13.141751  0.017  0.012  -0.013  0.189  0.000
13.142751  0.016  0.012  -0.013  0.189  0.000
13.143751  0.016  0.012  -0.013  0.189  0.000
13.144751  0.016  0.012  -0.013  0.189  0.000
13.145751  0.016  0.012  -0.013  0.189  0.000
13.146752  0.016  0.012  -0.013  0.189  0.000
13.147752  0.016  0.012  -0.013  0.188  0.000
13.148752  0.016  0.012  -0.013  0.188  0.000
13.149752  -0.023  0.012  -0.013  0.188  -0.000
13.150752  -0.023  0.012  -0.013  0.188  -0.000
13.151752  -0.023  0.012  -0.013  0.188  -0.000
13.152752  -0.023  0.012  -0.013  0.189  -0.000
13.153752  -0.023  0.012  -0.013  0.189  -0.000
13.154752  -0.022  0.012  -0.013  0.189  -0.000
13.155752  -0.022  0.012  -0.013  0.189  -0.000
13.156752  -0.022  0.012  -0.013  0.189  -0.000
13.157752  -0.022  0.012  -0.013  0.189  -0.000
13.158752  -0.009  0.012  -0.013  0.189  0.000
13.159752  -0.009  0.012  -0.013  0.189  0.000
13.160752  -0.009  0.012  -0.013  0.189  0.000
13.161752  -0.009  0.012  -0.013  0.189  0.000
13.162752  -0.008  0.012  -0.013  0.189  0.000
13.163753  -0.008  0.012  -0.013  0.189  0.000
13.164753  -0.008  0.012  -0.013  0.189  0.000
13.165753  -0.008  0.012  -0.013  0.189  0.000
13.166753  -0.008  0.012  -0.013  0.189  0.000
13.167753  -0.022  0.012  -0.013  0.189  -0.000
13.168753  -0.021  0.012  -0.013  0.189  0.000
13.169753  -0.021  0.012  -0.013  0.189  0.000
13.170753  -0.021  0.012  -0.013  0.189  0.000
13.171753  -0.021  0.012  -0.013  0.189  0.000
13.172753  0.006  0.012  -0.013  0.189  0.000
13.173753  0.006  0.012  -0.013  0.189  -0.000
13.174753  0.006  0.012  -0.013  0.189  -0.000
13.175753  0.006  0.012  -0.013  0.189  -0.000
13.176753  0.006  0.012  -0.013  0.189  -0.000
13.177753  0.006  0.012  -0.013  0.189  -0.000
13.178753  0.006  0.012  -0.013  0.189  -0.000
13.180753  0.006  0.012  -0.013  0.189  -0.000
13.181754  -0.005  0.012  -0.013  0.189  -0.000
13.182754  -0.009  0.012  -0.013  0.189  -0.000
13.183754  -0.009  0.012  -0.013  0.188  0.000
13.184754  -0.009  0.012  -0.013  0.188  0.000
13.185754  -0.009  0.012  -0.013  0.188  0.000
13.186754  -0.009  0.012  -0.013  0.188  0.000
13.187754  -0.009  0.012  -0.013  0.188  0.000
13.188754  -0.008  0.012  -0.013  0.188  0.000
13.189754  -0.008  0.012  -0.013  0.187  0.000
13.190754  0.007  0.012  -0.013  0.188  0.000
13.191754  0.007  0.012  -0.013  0.188  -0.000
13.192754  0.007  0.012  -0.013  0.188  -0.000
13.193754  0.007  0.012  -0.013  0.188  -0.000
13.194754  0.007  0.012  -0.013  0.188  -0.000
13.195754  0.007  0.012  -0.013  0.188  -0.000
13.196754  0.007  0.012  -0.013  0.189  -0.000
13.197754  0.007  0.012  -0.013  0.189  -0.000
13.198755  0.007  0.012  -0.013  0.189  -0.000
13.199755  -0.009  0.012  -0.013  0.189  -0.000
13.200755  -0.009  0.012  -0.013  0.188  0.000
13.202755  -0.009  0.012  -0.013  0.188  0.000
13.203755  -0.009  0.012  -0.013  0.188  0.000
13.205755  -0.009  0.012  -0.013  0.188  0.000
13.206755  -0.004  0.012  -0.013  0.188  0.000
13.207755  -0.009  0.012  -0.013  0.187  -0.000
13.208755  -0.009  0.012  -0.013  0.187  0.000
13.209755  -0.009  0.012  -0.013  0.187  0.000
13.210755  -0.008  0.012  -0.013  0.187  0.000
13.211755  -0.008  0.012  -0.013  0.187  0.000
13.213755  -0.008  0.012  -0.013  0.186  0.000
13.214755  -0.004  0.012  -0.013  0.186  0.000
13.215755  -0.008  0.012  -0.013  0.186  -0.000
13.216756  -0.008  0.012  -0.013  0.186  0.000
13.217756  -0.008  0.012  -0.013  0.186  0.000
13.218756  -0.008  0.012  -0.012  0.185  0.000
13.219756  -0.008  0.012  -0.012  0.185  0.000
13.221756  -0.008  0.012  -0.012  0.185  0.000
13.222756  -0.004  0.012  -0.012  0.185  0.000
13.223756  -0.008  0.012  -0.012  0.185  -0.000
13.224756  -0.008  0.012  -0.012  0.184  0.000
13.225756  -0.008  0.012  -0.012  0.184  0.000
13.226756  -0.008  0.012  -0.012  0.184  0.000
13.227756  -0.007  0.012  -0.012  0.184  0.000
13.228756  -0.007  0.012  -0.012  0.184  0.000
13.229756  -0.007  0.012  -0.012  0.184  0.000
13.230756  -0.007  0.012  -0.012  0.183  0.000
13.232756  -0.007  0.012  -0.012  0.183  0.000
13.233757  -0.007  0.012  -0.012  0.183  0.000
13.234757  -0.007  0.012  -0.012  0.183  0.000
13.235757  -0.007  0.012  -0.012  0.183  0.000
13.236757  -0.007  0.012  -0.012  0.182  0.000
13.237757  -0.007  0.012  -0.012  0.182  0.000
13.238757  -0.007  0.012  -0.012  0.182  0.000
13.239757  -0.007  0.012  -0.012  0.182  0.000
13.240757  -0.007  0.012  -0.012  0.182  0.000
13.243757  -0.007  0.012  -0.012  0.181  0.000
13.244757  -0.003  0.012  -0.012  0.181  0.000
13.246757  -0.007  0.012  -0.012  0.181  -0.000
13.247757  -0.003  0.012  -0.012  0.181  0.000
13.248757  -0.006  0.012  -0.012  0.181  -0.000
13.253758  -0.006  0.012  -0.012  0.180  0.000
13.255758  -0.001  0.012  -0.012  0.180  0.000
13.256758  -0.002  0.012  -0.012  0.181  -0.000
13.257758  -0.004  0.012  -0.012  0.181  -0.000
13.258758  -0.004  0.012  -0.012  0.181  -0.000
13.259758  -0.004  0.012  -0.012  0.181  -0.000
13.260758  0.023  0.012  -0.012  0.181  0.000
13.261758  0.023  0.012  -0.012  0.181  -0.000
13.263758  0.023  0.012  -0.012  0.181  -0.000
13.264758  0.011  0.012  -0.012  0.181  -0.000
13.265758  0.021  0.012  -0.012  0.181  0.000
13.266758  0.021  0.012  -0.012  0.181  0.000
13.267758  0.020  0.012  -0.012  0.181  0.000
13.268759  0.020  0.012  -0.012  0.181  0.000
13.269759  0.020  0.012  -0.012  0.181  0.000
13.270759  -0.007  0.012  -0.012  0.181  -0.000
13.271759  -0.007  0.012  -0.012  0.181  -0.000
13.272759  -0.007  0.012  -0.012  0.181  -0.000
13.273759  -0.007  0.012  -0.012  0.181  -0.000
13.274759  -0.007  0.012  -0.012  0.181  -0.000
13.275759  -0.007  0.012  -0.012  0.181  -0.000
13.276759  -0.007  0.012  -0.012  0.181  0.000
13.277759  -0.007  0.012  -0.012  0.181  0.000
13.278759  -0.007  0.012  -0.012  0.181  0.000
13.279759  -0.007  0.012  -0.012  0.181  0.000
13.280759  0.007  0.012  -0.012  0.181  0.000
13.281759  0.007  0.012  -0.012  0.181  0.000
13.282759  0.007  0.012  -0.012  0.181  0.000
13.283759  0.007  0.012  -0.012  0.181  0.000
13.284759  0.007  0.012  -0.012  0.181  0.000
13.285759  -0.005  0.012  -0.012  0.181  -0.000
13.286760  -0.005  0.012  -0.012  0.181  -0.000
13.287760  -0.005  0.012  -0.012  0.181  -0.000
13.288760  -0.005  0.012  -0.012  0.181  -0.000
13.289760  -0.005  0.012  -0.012  0.181  -0.000
13.290760  -0.006  0.012  -0.012  0.181  -0.000
13.291760  -0.006  0.012  -0.012  0.181  0.000
13.292760  -0.006  0.012  -0.012  0.181  0.000
13.293760  -0.006  0.012  -0.012  0.181  0.000
13.294760  -0.005  0.012  -0.012  0.181  0.000
13.295760  0.034  0.012  -0.012  0.181  0.000
13.296760  0.034  0.012  -0.012  0.181  0.000
13.297760  0.034  0.012  -0.012  0.181  0.000
13.298760  0.033  0.012  -0.012  0.180  0.000
13.299760  0.033  0.012  -0.012  0.180  0.000
13.300760  0.008  0.012  -0.012  0.180  -0.000
13.301760  0.007  0.012  -0.012  0.181  -0.000
13.302760  0.007  0.012  -0.012  0.181  -0.000
13.303761  0.007  0.012  -0.012  0.181  -0.000
13.304761  0.007  0.012  -0.012  0.181  -0.000
13.305761  0.007  0.012  -0.012  0.181  -0.000
13.306761  0.007  0.012  -0.012  0.181  -0.000
13.307761  0.007  0.012  -0.012  0.181  -0.000
13.308761  0.007  0.012  -0.012  0.181  -0.000
13.309761  0.007  0.012  -0.012  0.181  -0.000
13.310761  0.007  0.012  -0.012  0.181  0.000
13.311761  0.007  0.012  -0.012  0.181  -0.000
13.312761  0.007  0.012  -0.012  0.181  -0.000
13.313761  0.006  0.012  -0.012  0.181  -0.000
13.314761  0.006  0.012  -0.012  0.181  -0.000
13.315761  -0.007  0.012  -0.012  0.181  -0.000
13.316761  -0.006  0.012  -0.012  0.181  -0.000
13.317761  -0.006  0.012  -0.012  0.181  -0.000
13.318761  -0.006  0.012  -0.012  0.182  -0.000
13.319761  -0.006  0.012  -0.012  0.182  -0.000
13.320761  0.006  0.012  -0.012  0.182  0.000
13.321762  0.006  0.012  -0.012  0.182  -0.000
13.322762  0.006  0.012  -0.012  0.182  -0.000
13.323762  0.006  0.012  -0.012  0.182  -0.000
13.324762  0.006  0.012  -0.012  0.182  -0.000
13.325762  -0.022  0.012  -0.012  0.182  -0.000
13.326762  -0.022  0.012  -0.012  0.182  0.000
13.327762  -0.022  0.012  -0.012  0.182  0.000
13.328762  -0.022  0.012  -0.012  0.181  0.000
13.329762  -0.021  0.012  -0.012  0.181  0.000
13.330762  -0.021  0.012  -0.012  0.181  0.000
13.331762  -0.021  0.012  -0.012  0.181  0.000
13.332762  -0.021  0.012  -0.012  0.181  0.000
13.333762  -0.021  0.012  -0.012  0.181  0.000
13.334762  -0.006  0.012  -0.012  0.181  0.000
13.335762  -0.006  0.012  -0.012  0.181  -0.000
13.336762  -0.006  0.012  -0.012  0.181  -0.000
13.337762  -0.006  0.012  -0.012  0.182  -0.000
13.390765  -0.020  0.012  -0.012  0.182  -0.000
13.395766  -0.020  0.012  -0.012  0.182  0.000
13.397766  -0.020  0.012  -0.012  0.182  0.000
13.398766  -0.010  0.012  -0.012  0.182  0.000
13.399766  -0.019  0.012  -0.012  0.182  -0.000
13.400766  -0.019  0.012  -0.012  0.182  0.000
13.401766  -0.019  0.012  -0.012  0.182  0.000
13.402766  -0.019  0.012  -0.012  0.182  0.000
13.403766  -0.019  0.012  -0.012  0.182  0.000
13.404766  -0.019  0.012  -0.012  0.182  0.000
13.405766  -0.019  0.012  -0.012  0.182  0.000
13.406766  -0.018  0.012  -0.012  0.182  0.000
13.407766  -0.018  0.012  -0.012  0.182  0.000
13.408767  -0.018  0.012  -0.012  0.182  0.000
13.409767  -0.045  0.012  -0.012  0.182  -0.000
13.410767  -0.045  0.012  -0.012  0.182  0.000
13.411767  -0.044  0.011  -0.012  0.182  0.000
13.412767  -0.044  0.011  -0.012  0.182  0.000
13.413767  -0.044  0.011  -0.012  0.182  0.000
13.414767  -0.029  0.011  -0.012  0.182  0.000
13.415767  -0.029  0.011  -0.012  0.182  -0.000
13.416767  -0.029  0.011  -0.012  0.182  -0.000
13.417767  -0.029  0.011  -0.012  0.182  -0.000
13.418767  -0.028  0.011  -0.012  0.182  -0.000
13.419767  -0.042  0.011  -0.012  0.182  -0.000
13.420767  -0.042  0.011  -0.012  0.182  0.000
13.421767  -0.042  0.011  -0.012  0.182  0.000
13.422767  -0.041  0.011  -0.012  0.182  0.000
13.423767  -0.041  0.011  -0.012  0.182  0.000
13.424767  -0.026  0.011  -0.013  0.183  0.000
13.425767  -0.026  0.011  -0.013  0.183  -0.000
13.426768  -0.025  0.011  -0.013  0.183  -0.000
13.427768  -0.025  0.011  -0.013  0.183  -0.000
13.428768  -0.025  0.011  -0.013  0.184  -0.000
13.429768  -0.040  0.011  -0.013  0.183  -0.000
13.430768  -0.040  0.011  -0.013  0.183  0.000
13.431768  -0.040  0.011  -0.013  0.183  0.000
13.432768  -0.039  0.011  -0.013  0.183  0.000
13.433768  -0.039  0.011  -0.013  0.183  0.000
13.434768  -0.012  0.011  -0.013  0.183  0.000
13.435768  -0.012  0.011  -0.013  0.183  0.000
13.436768  -0.012  0.011  -0.012  0.183  0.000
13.437768  -0.012  0.011  -0.012  0.182  0.000
13.438768  -0.012  0.011  -0.012  0.182  0.000
13.439768  -0.024  0.011  -0.012  0.182  -0.000
13.440768  -0.023  0.011  -0.012  0.182  -0.000
13.441768  -0.023  0.011  -0.012  0.183  -0.000
13.442768  -0.023  0.011  -0.013  0.183  -0.000
13.443769  -0.023  0.011  -0.013  0.183  -0.000
13.444769  -0.023  0.011  -0.013  0.183  -0.000
13.445769  -0.023  0.010  -0.013  0.183  0.000
13.446769  -0.023  0.010  -0.013  0.183  0.000
13.447769  -0.023  0.010  -0.013  0.183  0.000
13.448769  -0.023  0.010  -0.013  0.183  0.000
13.449769  -0.009  0.010  -0.013  0.183  0.000
13.450769  -0.009  0.010  -0.013  0.183  0.000
13.451769  -0.009  0.010  -0.013  0.183  0.000
13.452769  -0.009  0.010  -0.013  0.183  0.000
13.453769  -0.009  0.010  -0.013  0.183  0.000
13.454769  -0.008  0.010  -0.013  0.183  0.000
13.455769  -0.008  0.010  -0.013  0.183  -0.000
13.456769  -0.008  0.010  -0.013  0.183  -0.000
13.457769  -0.008  0.010  -0.013  0.183  -0.000
13.458769  -0.008  0.010  -0.013  0.184  -0.000
13.459769  -0.009  0.010  -0.013  0.184  -0.000
13.460769  -0.009  0.010  -0.013  0.183  0.000
13.461770  -0.009  0.010  -0.013  0.183  0.000
13.462770  -0.009  0.010  -0.013  0.183  0.000
13.463770  -0.009  0.010  -0.013  0.183  0.000
13.464770  -0.009  0.010  -0.013  0.183  0.000
13.465770  -0.009  0.010  -0.013  0.183  0.000
13.467770  -0.009  0.010  -0.013  0.183  0.000
13.468770  -0.009  0.010  -0.013  0.183  0.000
13.469770  -0.009  0.010  -0.013  0.183  0.000
13.470770  -0.008  0.010  -0.013  0.183  0.000
13.471770  -0.008  0.010  -0.012  0.183  0.000
13.472770  -0.008  0.010  -0.012  0.183  0.000
13.473770  -0.008  0.010  -0.012  0.182  0.000
13.474770  -0.008  0.010  -0.012  0.182  0.000
13.475770  -0.008  0.010  -0.012  0.182  0.000
13.476770  -0.008  0.010  -0.012  0.182  0.000
13.477770  -0.008  0.010  -0.012  0.182  0.000
13.478771  -0.008  0.010  -0.012  0.182  0.000
13.479771  -0.008  0.010  -0.012  0.182  0.000
13.480771  -0.008  0.010  -0.012  0.182  0.000
13.481771  -0.008  0.010  -0.012  0.182  0.000
13.483771  -0.008  0.010  -0.012  0.182  0.000
13.485771  -0.004  0.010  -0.012  0.182  0.000
13.488771  -0.004  0.010  -0.012  0.182  0.000
13.490771  -0.003  0.010  -0.012  0.181  0.000
13.491771  -0.007  0.010  -0.012  0.181  -0.000
13.492771  -0.007  0.010  -0.012  0.181  0.000
13.493771  -0.007  0.010  -0.012  0.181  0.000
13.494771  -0.007  0.010  -0.012  0.181  0.000
13.495771  -0.007  0.010  -0.012  0.181  0.000
13.496772  -0.007  0.010  -0.012  0.181  0.000
13.497772  -0.007  0.010  -0.012  0.181  0.000
13.498772  -0.007  0.010  -0.012  0.181  0.000
13.499772  -0.007  0.010  -0.012  0.181  0.000
13.500772  -0.007  0.010  -0.012  0.181  0.000
13.501772  -0.007  0.010  -0.012  0.181  0.000
13.502772  -0.007  0.010  -0.012  0.180  0.000
13.503772  -0.007  0.010  -0.012  0.180  0.000
13.504772  -0.007  0.010  -0.012  0.180  0.000
13.505772  -0.006  0.010  -0.012  0.180  0.000
13.506772  -0.006  0.010  -0.012  0.180  -0.000
13.507772  -0.006  0.010  -0.012  0.180  -0.000
13.508772  -0.006  0.010  -0.012  0.180  -0.000
13.509772  -0.006  0.010  -0.012  0.180  -0.000
13.510772  -0.019  0.010  -0.012  0.181  -0.000
13.511772  -0.018  0.010  -0.012  0.181  -0.000
13.512772  -0.018  0.010  -0.012  0.181  -0.000
13.513773  -0.018  0.010  -0.012  0.181  -0.000
13.514773  -0.018  0.010  -0.012  0.181  -0.000
13.515773  0.008  0.010  -0.012  0.181  0.000
13.516773  0.008  0.010  -0.012  0.181  0.000
13.517773  0.008  0.010  -0.012  0.181  0.000
13.518773  0.008  0.010  -0.012  0.181  0.000
13.519773  0.008  0.010  -0.012  0.181  0.000
13.520773  0.008  0.010  -0.012  0.181  0.000
13.521773  0.008  0.010  -0.012  0.181  -0.000
13.522773  0.008  0.010  -0.012  0.181  -0.000
13.523773  0.008  0.010  -0.012  0.181  -0.000
13.524773  0.008  0.010  -0.012  0.181  -0.000
13.525773  -0.006  0.010  -0.012  0.181  -0.000
13.526773  -0.006  0.010  -0.012  0.181  0.000
13.527773  -0.006  0.010  -0.012  0.181  0.000
13.528773  -0.006  0.010  -0.012  0.180  0.000
13.529773  -0.006  0.010  -0.012  0.180  0.000
13.530773  -0.006  0.010  -0.012  0.180  0.000
13.531774  -0.006  0.010  -0.012  0.180  -0.000
13.532774  -0.006  0.010  -0.012  0.180  -0.000
13.533774  -0.005  0.010  -0.012  0.180  -0.000
13.534774  -0.005  0.010  -0.012  0.180  -0.000
13.535774  -0.005  0.010  -0.012  0.181  0.000
