OmegaControlKF
time[s]  acc_hum[rad / s2]  vel_hum[rad / s]  vel_exo[rad / s]  T_Sea[N.m]  vel_motor[rad / s]
1.326075  0.087  0.012  -0.013  0.192  0.000
1.327075  0.086  0.012  -0.013  0.192  0.000
1.328076  0.085  0.012  -0.013  0.192  0.000
1.329076  0.042  0.012  -0.013  0.192  -0.000
1.330076  0.042  0.012  -0.013  0.192  -0.000
1.331076  0.041  0.012  -0.013  0.192  -0.000
1.332076  0.041  0.012  -0.013  0.192  -0.000
1.333076  0.041  0.012  -0.013  0.192  -0.000
1.334076  -0.001  0.012  -0.013  0.192  0.000
1.335076  -0.001  0.012  -0.013  0.192  0.000
1.336076  -0.001  0.012  -0.013  0.192  0.000
1.337076  -0.001  0.012  -0.013  0.192  0.000
1.365078  0.032  0.012  -0.013  0.192  -0.000
1.366078  0.032  0.012  -0.013  0.192  -0.000
1.367078  0.032  0.012  -0.013  0.192  -0.000
1.368078  0.032  0.012  -0.013  0.192  -0.000
1.369078  0.031  0.012  -0.013  0.192  -0.000
1.370078  0.054  0.012  -0.013  0.192  0.000
1.371078  0.054  0.012  -0.013  0.192  0.000
1.372078  0.054  0.012  -0.013  0.192  0.000
1.373078  0.053  0.012  -0.013  0.192  0.000
1.374078  0.053  0.012  -0.013  0.192  0.000
1.375078  0.049  0.012  -0.013  0.192  -0.000
1.376078  0.049  0.012  -0.013  0.192  -0.000
1.377078  0.048  0.013  -0.013  0.192  -0.000
1.378078  0.048  0.013  -0.013  0.192  -0.000
1.379078  0.048  0.013  -0.013  0.192  -0.000
1.380079  0.045  0.013  -0.013  0.192  0.000
1.381079  0.045  0.013  -0.013  0.192  0.000
1.382079  0.045  0.013  -0.013  0.192  0.000
1.383079  0.044  0.013  -0.013  0.191  0.000
1.384079  0.044  0.013  -0.013  0.191  0.000
1.385079  0.034  0.013  -0.013  0.191  -0.000
1.386079  0.034  0.013  -0.013  0.191  -0.000
1.387079  0.033  0.013  -0.013  0.192  -0.000
1.388079  0.033  0.013  -0.013  0.192  -0.000
1.389079  0.033  0.013  -0.013  0.192  -0.000
1.390079  0.005  0.013  -0.013  0.192  0.000
1.391079  0.005  0.013  -0.013  0.192  0.000
1.392079  0.005  0.013  -0.013  0.192  0.000
1.393079  0.005  0.013  -0.013  0.192  0.000
1.394079  0.005  0.013  -0.013  0.192  0.000
1.395079  0.003  0.013  -0.013  0.192  0.000
1.396079  0.003  0.013  -0.013  0.192  0.000
1.397079  0.003  0.013  -0.013  0.192  0.000
1.398080  0.003  0.013  -0.013  0.192  0.000
1.399080  0.003  0.013  -0.013  0.192  0.000
1.400080  -0.000  0.013  -0.013  0.192  0.000
1.401080  -0.000  0.013  -0.013  0.192  0.000
1.403080  -0.000  0.013  -0.013  0.192  0.000
1.404080  -0.000  0.013  -0.013  0.192  0.000
1.405080  -0.000  0.013  -0.013  0.192  0.000
1.406080  -0.000  0.013  -0.013  0.192  0.000
1.407080  -0.000  0.013  -0.013  0.192  0.000
1.408080  -0.000  0.013  -0.013  0.192  0.000
1.409080  -0.000  0.013  -0.013  0.192  0.000
1.410080  -0.000  0.013  -0.013  0.192  0.000
1.411080  -0.000  0.013  -0.013  0.192  0.000
1.412080  -0.000  0.013  -0.013  0.192  0.000
1.413080  -0.000  0.013  -0.013  0.192  0.000
1.414080  -0.000  0.013  -0.013  0.192  0.000
1.415081  -0.000  0.013  -0.013  0.192  0.000
1.416081  -0.000  0.013  -0.013  0.191  0.000
1.417081  -0.000  0.013  -0.013  0.191  0.000
1.418081  -0.000  0.013  -0.013  0.191  0.000
1.419081  -0.000  0.013  -0.013  0.191  0.000
1.420081  -0.000  0.013  -0.013  0.191  0.000
1.421081  -0.000  0.013  -0.013  0.191  0.000
1.422081  -0.000  0.013  -0.013  0.191  0.000
1.423081  -0.000  0.013  -0.013  0.191  0.000
1.424081  -0.000  0.013  -0.013  0.191  0.000
1.425081  -0.000  0.013  -0.013  0.191  0.000
1.426081  -0.000  0.013  -0.013  0.191  0.000
1.427081  -0.000  0.013  -0.013  0.191  0.000
1.428081  -0.000  0.013  -0.013  0.191  0.000
1.429081  -0.000  0.013  -0.013  0.191  0.000
1.430081  -0.000  0.013  -0.013  0.191  0.000
1.431081  -0.000  0.013  -0.013  0.191  0.000
1.432081  -0.000  0.013  -0.013  0.191  0.000
1.433082  -0.000  0.013  -0.013  0.191  0.000
1.434082  -0.000  0.013  -0.013  0.191  0.000
1.435082  -0.000  0.013  -0.013  0.191  0.000
1.436082  -0.000  0.013  -0.013  0.191  0.000
1.437082  -0.000  0.013  -0.013  0.191  0.000
1.438082  -0.000  0.013  -0.013  0.191  0.000
1.439082  0.023  0.013  -0.013  0.191  0.000
1.440082  0.023  0.013  -0.013  0.191  0.000
1.441082  0.022  0.013  -0.013  0.191  0.000
1.442082  0.022  0.013  -0.013  0.191  0.000
1.443082  0.022  0.013  -0.013  0.190  0.000
1.444082  -0.021  0.013  -0.013  0.190  0.000
1.445082  -0.020  0.013  -0.013  0.190  0.000
1.446082  -0.020  0.013  -0.013  0.190  0.000
1.447082  -0.020  0.013  -0.013  0.190  0.000
1.448082  -0.020  0.013  -0.013  0.190  0.000
1.449082  0.008  0.013  -0.013  0.190  -0.000
1.450083  0.008  0.013  -0.013  0.190  -0.000
1.451083  0.008  0.013  -0.013  0.190  -0.000
1.452083  0.008  0.013  -0.013  0.190  -0.000
1.453083  0.008  0.013  -0.013  0.190  -0.000
1.454083  -0.033  0.013  -0.013  0.190  -0.000
1.455083  -0.033  0.013  -0.013  0.190  -0.000
1.456083  -0.033  0.013  -0.013  0.191  -0.000
1.457083  -0.033  0.013  -0.013  0.191  -0.000
1.458083  -0.033  0.013  -0.013  0.191  -0.000
1.459083  -0.020  0.013  -0.013  0.191  0.000
1.460083  -0.020  0.013  -0.013  0.191  0.000
1.461083  -0.020  0.013  -0.013  0.191  0.000
1.462083  -0.019  0.013  -0.013  0.191  0.000
1.463083  -0.019  0.013  -0.013  0.191  0.000
1.464083  -0.046  0.013  -0.013  0.191  0.000
1.465083  -0.046  0.013  -0.013  0.191  0.000
1.466083  -0.046  0.013  -0.013  0.190  0.000
1.467083  -0.045  0.013  -0.013  0.190  0.000
1.468084  -0.045  0.013  -0.013  0.190  0.000
1.469084  -0.070  0.013  -0.013  0.190  0.000
1.470084  -0.070  0.012  -0.013  0.190  0.000
1.471084  -0.069  0.012  -0.013  0.190  0.000
1.472084  -0.069  0.012  -0.013  0.190  0.000
1.473084  -0.068  0.012  -0.013  0.190  0.000
1.474084  -0.066  0.012  -0.013  0.190  0.000
1.475084  -0.065  0.012  -0.013  0.190  0.000
1.476084  -0.065  0.012  -0.013  0.190  0.000
1.477084  -0.064  0.012  -0.013  0.190  0.000
1.478084  -0.064  0.012  -0.013  0.190  0.000
1.479084  -0.089  0.012  -0.013  0.190  0.000
1.480084  -0.088  0.012  -0.013  0.190  0.000
1.481084  -0.088  0.012  -0.013  0.190  0.000
1.482084  -0.087  0.012  -0.013  0.190  0.000
1.483084  -0.086  0.011  -0.013  0.190  0.000
1.484084  -0.111  0.011  -0.013  0.190  0.000
1.485085  -0.110  0.011  -0.013  0.190  0.000
1.486085  -0.109  0.011  -0.013  0.190  0.000
1.487085  -0.108  0.011  -0.013  0.190  0.000
1.488085  -0.107  0.011  -0.013  0.190  0.000
1.489085  -0.116  0.011  -0.013  0.190  -0.000
1.490085  -0.115  0.011  -0.013  0.190  -0.000
1.491085  -0.114  0.011  -0.013  0.190  -0.000
1.492085  -0.114  0.010  -0.013  0.190  -0.000
1.493085  -0.113  0.010  -0.013  0.191  -0.000
1.494085  -0.123  0.010  -0.013  0.190  0.000
1.495085  -0.122  0.010  -0.013  0.190  0.000
1.496085  -0.122  0.010  -0.013  0.190  0.000
1.497085  -0.121  0.010  -0.013  0.190  0.000
1.498085  -0.120  0.010  -0.013  0.189  0.000
1.499085  -0.140  0.010  -0.013  0.189  0.000
1.500085  -0.139  0.009  -0.013  0.189  0.000
1.501085  -0.138  0.009  -0.013  0.189  0.000
1.502085  -0.137  0.009  -0.013  0.189  0.000
1.503086  -0.136  0.009  -0.013  0.189  0.000
1.504086  -0.105  0.009  -0.013  0.189  0.000
1.505086  -0.104  0.009  -0.013  0.189  0.000
1.506086  -0.103  0.009  -0.013  0.189  0.000
1.507086  -0.102  0.009  -0.013  0.189  0.000
1.508086  -0.101  0.009  -0.013  0.189  0.000
1.509086  -0.086  0.008  -0.013  0.189  0.000
1.510086  -0.085  0.008  -0.013  0.189  0.000
1.511086  -0.085  0.008  -0.013  0.189  0.000
1.512086  -0.084  0.008  -0.013  0.189  0.000
1.513086  -0.083  0.008  -0.013  0.189  0.000
1.514086  -0.031  0.008  -0.013  0.189  0.000
1.515086  -0.030  0.008  -0.013  0.189  0.000
1.516086  -0.030  0.008  -0.013  0.189  0.000
1.517086  -0.030  0.008  -0.013  0.188  0.000
1.518086  -0.030  0.008  -0.013  0.188  0.000
1.519086  -0.021  0.008  -0.013  0.188  0.000
1.520087  -0.021  0.008  -0.013  0.188  0.000
1.521087  -0.021  0.008  -0.013  0.188  0.000
1.522087  -0.020  0.008  -0.013  0.188  0.000
1.523087  -0.020  0.008  -0.013  0.188  0.000
1.524087  -0.015  0.008  -0.013  0.188  0.000
1.525087  -0.015  0.008  -0.013  0.188  0.000
1.526087  -0.015  0.008  -0.013  0.188  0.000
1.527087  -0.015  0.008  -0.013  0.188  0.000
1.528087  -0.015  0.008  -0.013  0.188  0.000
1.529087  0.006  0.008  -0.013  0.188  0.000
1.530087  0.006  0.008  -0.013  0.188  0.000
1.531087  0.006  0.008  -0.013  0.188  0.000
1.532087  0.006  0.008  -0.013  0.188  0.000
1.533087  0.006  0.008  -0.013  0.188  0.000
1.534087  0.042  0.008  -0.013  0.187  0.000
1.535087  0.042  0.008  -0.013  0.187  0.000
1.536087  0.041  0.008  -0.013  0.187  0.000
1.537087  0.041  0.008  -0.013  0.187  0.000
1.538088  0.041  0.008  -0.013  0.187  0.000
1.539088  0.041  0.008  -0.013  0.187  -0.000
1.540088  0.040  0.008  -0.013  0.187  -0.000
1.541088  0.040  0.008  -0.013  0.187  -0.000
1.542088  0.040  0.008  -0.013  0.187  -0.000
1.543088  0.039  0.008  -0.013  0.187  -0.000
1.544088  0.066  0.008  -0.013  0.187  0.000
1.545088  0.066  0.008  -0.013  0.187  0.000
1.546088  0.065  0.008  -0.013  0.187  0.000
1.547088  0.065  0.009  -0.013  0.187  0.000
1.548088  0.064  0.009  -0.013  0.187  0.000
1.549088  0.081  0.009  -0.013  0.187  -0.000
1.550088  0.080  0.009  -0.013  0.187  -0.000
1.551088  0.079  0.009  -0.013  0.187  -0.000
1.552088  0.079  0.009  -0.013  0.187  -0.000
1.553088  0.078  0.009  -0.013  0.187  -0.000
1.554088  0.080  0.009  -0.013  0.187  0.000
1.555089  0.079  0.009  -0.013  0.187  0.000
1.556089  0.078  0.009  -0.013  0.187  0.000
1.557089  0.078  0.009  -0.013  0.187  0.000
1.558089  0.077  0.009  -0.013  0.187  0.000
1.559089  0.079  0.009  -0.013  0.187  -0.000
1.560089  0.078  0.010  -0.013  0.187  -0.000
1.561089  0.078  0.010  -0.013  0.187  -0.000
1.562089  0.077  0.010  -0.013  0.187  -0.000
1.563089  0.076  0.010  -0.013  0.187  -0.000
1.564089  0.091  0.010  -0.013  0.187  0.000
1.565089  0.090  0.010  -0.013  0.187  0.000
1.566089  0.090  0.010  -0.013  0.187  0.000
1.567089  0.089  0.010  -0.013  0.187  0.000
1.568089  0.088  0.010  -0.013  0.187  0.000
1.569089  0.064  0.010  -0.013  0.187  -0.000
1.570089  0.063  0.010  -0.013  0.187  -0.000
1.571089  0.063  0.010  -0.013  0.187  -0.000
1.572089  0.062  0.010  -0.013  0.187  -0.000
1.573090  0.062  0.011  -0.013  0.188  -0.000
1.574090  0.059  0.011  -0.013  0.187  0.000
1.575090  0.059  0.011  -0.013  0.187  0.000
1.576090  0.058  0.011  -0.013  0.187  0.000
1.577090  0.058  0.011  -0.013  0.187  0.000
1.578090  0.058  0.011  -0.013  0.187  0.000
1.579090  0.045  0.011  -0.013  0.187  -0.000
1.580090  0.044  0.011  -0.013  0.187  -0.000
1.581090  0.044  0.011  -0.013  0.187  -0.000
1.582090  0.044  0.011  -0.013  0.187  -0.000
1.583090  0.043  0.011  -0.013  0.188  -0.000
1.584090  0.041  0.011  -0.013  0.188  0.000
1.585090  0.041  0.011  -0.013  0.188  0.000
1.586090  0.040  0.011  -0.013  0.188  0.000
1.587090  0.040  0.011  -0.013  0.188  0.000
1.588090  0.040  0.011  -0.013  0.188  0.000
1.589090  0.025  0.011  -0.013  0.187  0.000
1.590091  0.025  0.011  -0.013  0.187  0.000
1.592091  0.025  0.011  -0.013  0.187  0.000
1.593091  0.025  0.011  -0.013  0.187  0.000
1.594091  0.025  0.011  -0.013  0.187  0.000
1.595091  0.024  0.011  -0.013  0.187  0.000
1.596091  0.024  0.011  -0.013  0.187  0.000
1.597091  0.024  0.011  -0.013  0.187  0.000
1.598091  0.024  0.011  -0.013  0.187  0.000
1.599091  0.024  0.011  -0.013  0.187  0.000
1.600091  0.024  0.011  -0.013  0.187  0.000
1.601091  0.023  0.012  -0.013  0.187  0.000
1.602091  0.023  0.012  -0.013  0.187  0.000
1.603091  0.023  0.012  -0.013  0.187  0.000
1.604091  0.023  0.012  -0.013  0.187  0.000
1.605091  0.023  0.012  -0.013  0.187  0.000
1.613092  0.023  0.012  -0.013  0.187  0.000
1.614092  0.003  0.012  -0.013  0.187  0.000
1.616092  0.022  0.012  -0.013  0.187  0.000
1.617092  0.022  0.012  -0.013  0.187  0.000
1.618092  0.022  0.012  -0.013  0.187  0.000
1.619092  0.022  0.012  -0.013  0.187  0.000
1.620092  0.022  0.012  -0.013  0.187  0.000
1.621092  0.021  0.012  -0.013  0.187  0.000
1.622092  0.021  0.012  -0.013  0.187  0.000
1.623092  0.021  0.012  -0.013  0.187  0.000
1.624092  0.021  0.012  -0.013  0.187  0.000
1.625093  0.021  0.012  -0.013  0.187  0.000
1.626093  0.021  0.012  -0.013  0.187  0.000
1.627093  0.020  0.012  -0.013  0.187  0.000
1.628093  0.020  0.012  -0.013  0.187  0.000
1.629093  0.020  0.012  -0.013  0.187  0.000
1.630093  0.020  0.012  -0.013  0.187  0.000
1.631093  0.020  0.012  -0.013  0.187  0.000
1.632093  0.020  0.012  -0.013  0.187  0.000
1.633093  0.006  0.012  -0.013  0.187  0.000
1.634093  0.006  0.012  -0.013  0.187  0.000
1.635093  0.005  0.012  -0.013  0.187  0.000
1.637093  0.005  0.012  -0.013  0.187  0.000
1.638093  0.002  0.012  -0.013  0.187  0.000
1.639093  0.004  0.012  -0.013  0.187  0.000
1.640093  0.004  0.012  -0.013  0.187  0.000
1.641093  0.004  0.012  -0.013  0.187  0.000
1.642093  0.004  0.012  -0.013  0.187  0.000
1.643094  -0.035  0.012  -0.013  0.187  -0.000
1.644094  -0.035  0.012  -0.013  0.187  -0.000
1.645094  -0.035  0.012  -0.013  0.187  -0.000
1.646094  -0.035  0.012  -0.013  0.187  -0.000
1.647094  -0.034  0.012  -0.013  0.187  -0.000
1.648094  0.008  0.012  -0.013  0.187  -0.000
1.649094  0.008  0.012  -0.013  0.188  -0.000
1.650094  0.008  0.012  -0.013  0.188  -0.000
1.651094  0.008  0.012  -0.013  0.188  -0.000
1.652094  0.007  0.012  -0.013  0.188  -0.000
1.653094  -0.032  0.012  -0.013  0.188  0.000
1.655094  -0.032  0.012  -0.013  0.188  0.000
1.656094  -0.016  0.012  -0.013  0.188  0.000
1.657094  -0.031  0.012  -0.013  0.188  0.000
1.658094  -0.031  0.012  -0.013  0.188  0.000
1.659094  -0.056  0.012  -0.013  0.188  -0.000
1.660095  -0.055  0.012  -0.013  0.188  -0.000
1.661095  -0.055  0.012  -0.013  0.188  -0.000
1.662095  -0.054  0.012  -0.013  0.188  -0.000
1.663095  -0.054  0.011  -0.013  0.188  -0.000
1.664095  -0.054  0.011  -0.013  0.188  -0.000
1.665095  -0.040  0.011  -0.013  0.188  0.000
1.666095  -0.040  0.011  -0.013  0.188  0.000
1.667095  -0.039  0.011  -0.013  0.188  0.000
1.668095  -0.039  0.011  -0.013  0.188  0.000
1.669095  -0.039  0.011  -0.013  0.188  0.000
1.670095  -0.026  0.011  -0.013  0.188  0.000
1.671095  -0.026  0.011  -0.013  0.188  0.000
1.672095  -0.026  0.011  -0.013  0.188  0.000
1.673095  -0.026  0.011  -0.013  0.188  0.000
1.674095  -0.025  0.011  -0.013  0.188  0.000
1.675095  -0.027  0.011  -0.013  0.188  -0.000
1.676095  -0.027  0.011  -0.013  0.188  -0.000
1.677096  -0.026  0.011  -0.013  0.188  -0.000
1.678096  -0.026  0.011  -0.013  0.188  -0.000
1.679096  -0.026  0.011  -0.013  0.189  -0.000
1.680096  -0.013  0.011  -0.013  0.189  -0.000
1.681096  -0.013  0.011  -0.013  0.189  -0.000
1.682096  -0.013  0.011  -0.013  0.189  -0.000
1.683096  -0.013  0.011  -0.013  0.189  -0.000
1.684096  -0.013  0.011  -0.013  0.189  -0.000
1.685096  -0.039  0.011  -0.013  0.189  -0.000
1.686096  -0.039  0.011  -0.013  0.189  -0.000
1.687096  -0.038  0.011  -0.013  0.189  -0.000
1.688096  -0.038  0.011  -0.013  0.189  -0.000
1.689096  -0.038  0.011  -0.013  0.189  -0.000
1.690096  -0.025  0.011  -0.013  0.189  0.000
1.691096  -0.025  0.011  -0.013  0.189  0.000
1.692096  -0.025  0.011  -0.013  0.189  0.000
1.693096  -0.024  0.011  -0.013  0.189  0.000
1.694096  -0.024  0.011  -0.013  0.188  0.000
1.695097  0.018  0.011  -0.013  0.189  -0.000
1.696097  0.018  0.011  -0.013  0.189  -0.000
1.697097  0.018  0.011  -0.013  0.189  -0.000
1.698097  0.018  0.011  -0.013  0.189  -0.000
1.699097  0.017  0.011  -0.013  0.189  -0.000
1.700097  0.004  0.011  -0.013  0.189  -0.000
1.701097  0.004  0.011  -0.013  0.189  -0.000
1.702097  0.004  0.011  -0.013  0.189  -0.000
1.703097  0.004  0.011  -0.013  0.189  -0.000
1.704097  0.004  0.011  -0.013  0.189  -0.000
1.705097  0.002  0.011  -0.013  0.189  0.000
1.706097  0.002  0.011  -0.013  0.189  0.000
1.707097  0.002  0.011  -0.013  0.189  0.000
1.708097  0.002  0.011  -0.013  0.189  0.000
1.709097  0.002  0.011  -0.013  0.189  0.000
1.710097  0.016  0.011  -0.013  0.189  -0.000
1.711097  0.016  0.011  -0.013  0.189  -0.000
1.712098  0.016  0.011  -0.013  0.190  -0.000
1.713098  0.016  0.011  -0.013  0.190  -0.000
1.714098  0.016  0.011  -0.013  0.190  -0.000
1.715098  0.016  0.011  -0.013  0.190  0.000
1.716098  0.016  0.011  -0.013  0.190  0.000
1.717098  0.015  0.011  -0.013  0.190  0.000
1.718098  0.015  0.011  -0.013  0.190  0.000
1.719098  0.015  0.011  -0.013  0.190  0.000
1.720098  0.029  0.011  -0.013  0.190  0.000
1.721098  0.029  0.011  -0.013  0.190  0.000
1.722098  0.029  0.011  -0.013  0.190  0.000
1.723098  0.028  0.011  -0.013  0.190  0.000
1.724098  0.028  0.011  -0.013  0.190  0.000
1.725098  -0.014  0.011  -0.013  0.189  0.000
1.726098  -0.014  0.011  -0.013  0.189  0.000
1.727098  -0.014  0.011  -0.013  0.189  0.000
1.728098  -0.013  0.011  -0.013  0.189  0.000
1.729098  -0.013  0.011  -0.013  0.189  0.000
1.730099  0.030  0.011  -0.013  0.189  -0.000
1.731099  0.030  0.011  -0.013  0.189  -0.000
1.732099  0.030  0.011  -0.013  0.189  -0.000
1.733099  0.029  0.011  -0.013  0.189  -0.000
1.734099  0.029  0.011  -0.013  0.189  -0.000
1.735099  0.043  0.011  -0.013  0.189  0.000
1.736099  0.042  0.011  -0.013  0.189  0.000
1.737099  0.042  0.011  -0.013  0.189  0.000
1.738099  0.042  0.011  -0.013  0.189  0.000
1.739099  0.041  0.011  -0.013  0.189  0.000
1.740099  0.001  0.011  -0.013  0.189  0.000
1.741099  0.001  0.011  -0.013  0.189  0.000
1.742099  0.001  0.011  -0.013  0.189  0.000
1.743099  0.001  0.011  -0.013  0.189  0.000
1.744099  0.001  0.011  -0.013  0.189  0.000
1.745099  0.042  0.011  -0.013  0.189  -0.000
1.746099  0.042  0.011  -0.013  0.189  -0.000
1.747100  0.042  0.011  -0.013  0.189  -0.000
1.748100  0.041  0.011  -0.013  0.189  -0.000
1.749100  0.041  0.012  -0.013  0.190  -0.000
1.750100  0.027  0.012  -0.013  0.190  0.000
1.751100  0.026  0.012  -0.013  0.190  0.000
1.752100  0.026  0.012  -0.013  0.190  0.000
1.753100  0.026  0.012  -0.013  0.190  0.000
1.754100  0.026  0.012  -0.013  0.189  0.000
1.755100  0.027  0.012  -0.013  0.190  -0.000
1.756100  0.027  0.012  -0.013  0.190  -0.000
1.757100  0.026  0.012  -0.013  0.190  -0.000
1.758100  0.026  0.012  -0.013  0.190  -0.000
1.759100  0.026  0.012  -0.013  0.190  -0.000
1.760100  0.026  0.012  -0.013  0.190  -0.000
1.761100  0.026  0.012  -0.013  0.190  -0.000
1.762100  0.026  0.012  -0.013  0.190  -0.000
1.763100  0.026  0.012  -0.013  0.190  -0.000
1.764100  0.025  0.012  -0.013  0.190  -0.000
1.765101  0.026  0.012  -0.013  0.191  -0.000
1.766101  0.025  0.012  -0.013  0.191  -0.000
1.767101  0.025  0.012  -0.013  0.191  -0.000
1.768101  0.025  0.012  -0.013  0.191  -0.000
1.769101  0.025  0.012  -0.013  0.191  -0.000
1.770101  0.007  0.012  -0.013  0.191  0.000
1.771101  0.007  0.012  -0.013  0.190  0.000
1.772101  0.007  0.012  -0.013  0.190  0.000
1.773101  0.007  0.012  -0.013  0.190  0.000
1.774101  0.007  0.012  -0.013  0.190  0.000
1.775101  0.021  0.012  -0.013  0.190  -0.000
1.776101  0.021  0.012  -0.013  0.191  -0.000
1.777101  0.020  0.012  -0.013  0.191  -0.000
1.778101  0.020  0.012  -0.013  0.191  -0.000
1.779101  0.020  0.012  -0.013  0.192  -0.000
1.780101  -0.000  0.012  -0.013  0.192  0.000
1.781101  -0.000  0.012  -0.013  0.192  0.000
1.782102  -0.000  0.012  -0.013  0.191  0.000
1.783102  -0.000  0.012  -0.013  0.191  0.000
1.784102  -0.000  0.012  -0.013  0.191  0.000
1.785102  0.026  0.012  -0.013  0.191  -0.000
1.786102  0.026  0.012  -0.013  0.191  -0.000
1.788102  0.025  0.012  -0.013  0.191  -0.000
1.789102  0.025  0.012  -0.013  0.192  -0.000
1.790102  0.025  0.012  -0.013  0.192  -0.000
1.791102  0.025  0.012  -0.013  0.192  -0.000
1.792102  0.025  0.012  -0.013  0.192  -0.000
1.793102  0.024  0.012  -0.013  0.192  -0.000
1.794102  0.024  0.012  -0.013  0.192  -0.000
1.795102  0.024  0.012  -0.013  0.192  -0.000
1.796102  0.024  0.012  -0.013  0.192  -0.000
1.797102  0.024  0.012  -0.013  0.192  -0.000
1.798102  0.024  0.012  -0.013  0.192  -0.000
1.799102  0.023  0.013  -0.013  0.193  -0.000
1.802103  0.023  0.013  -0.013  0.193  -0.000
1.804103  0.008  0.013  -0.013  0.193  -0.000
1.808103  0.011  0.013  -0.013  0.193  -0.000
1.809103  0.006  0.013  -0.013  0.193  -0.000
1.810103  0.022  0.013  -0.013  0.193  -0.000
1.811103  0.022  0.013  -0.013  0.193  -0.000
1.812103  0.022  0.013  -0.013  0.193  -0.000
1.813103  0.022  0.013  -0.013  0.193  -0.000
1.815103  0.022  0.013  -0.014  0.193  -0.000
1.816103  0.011  0.013  -0.014  0.193  -0.000
1.817104  0.021  0.013  -0.014  0.193  -0.000
1.818104  0.021  0.013  -0.014  0.194  -0.000
1.819104  0.021  0.013  -0.014  0.194  -0.000
1.820104  0.021  0.013  -0.014  0.194  -0.000
1.821104  0.021  0.013  -0.014  0.194  -0.000
1.822104  0.021  0.013  -0.014  0.194  -0.000
1.823104  0.021  0.013  -0.014  0.194  -0.000
1.824104  0.020  0.013  -0.014  0.194  -0.000
1.825104  0.020  0.013  -0.014  0.194  -0.000
1.826104  0.020  0.013  -0.014  0.194  -0.000
1.827104  0.020  0.013  -0.014  0.194  -0.000
1.828104  0.019  0.013  -0.014  0.194  0.000
1.829104  0.019  0.013  -0.014  0.194  0.000
1.830104  0.019  0.013  -0.014  0.194  0.000
1.831104  0.019  0.013  -0.014  0.194  0.000
1.832104  0.018  0.013  -0.014  0.194  0.000
1.833104  -0.008  0.013  -0.014  0.194  0.000
1.834104  -0.008  0.013  -0.014  0.194  0.000
1.835105  -0.008  0.013  -0.014  0.194  0.000
1.836105  -0.007  0.013  -0.014  0.194  0.000
1.838105  -0.005  0.013  -0.014  0.194  0.000
1.839105  -0.004  0.013  -0.014  0.194  0.000
1.840105  -0.004  0.013  -0.014  0.194  0.000
1.841105  -0.004  0.013  -0.013  0.194  0.000
1.842105  -0.004  0.013  -0.013  0.194  0.000
1.843105  -0.041  0.013  -0.013  0.194  0.000
1.844105  -0.040  0.013  -0.013  0.194  0.000
1.845105  -0.040  0.013  -0.013  0.194  0.000
1.846105  -0.040  0.013  -0.013  0.194  0.000
1.847105  -0.039  0.013  -0.013  0.194  0.000
1.848105  -0.008  0.013  -0.013  0.194  -0.000
1.849105  -0.008  0.013  -0.013  0.194  -0.000
1.850105  -0.008  0.013  -0.013  0.194  -0.000
1.851105  -0.008  0.013  -0.014  0.194  -0.000
1.852106  -0.008  0.013  -0.014  0.194  -0.000
1.853106  0.005  0.013  -0.014  0.194  0.000
1.854106  0.005  0.013  -0.014  0.194  0.000
1.855106  0.005  0.013  -0.013  0.194  0.000
1.856106  0.005  0.013  -0.013  0.194  0.000
1.857106  0.005  0.013  -0.013  0.194  0.000
1.858106  0.005  0.013  -0.013  0.194  0.000
1.859106  0.005  0.013  -0.013  0.194  0.000
1.860106  0.004  0.013  -0.013  0.194  0.000
1.861106  0.004  0.013  -0.013  0.194  0.000
1.862106  0.004  0.013  -0.013  0.194  0.000
1.863106  -0.025  0.013  -0.013  0.194  0.000
1.864106  -0.025  0.013  -0.013  0.194  0.000
1.865106  -0.025  0.013  -0.013  0.194  0.000
1.866106  -0.025  0.013  -0.013  0.194  0.000
1.867106  -0.024  0.013  -0.013  0.194  0.000
1.868106  -0.002  0.013  -0.013  0.194  0.000
1.869106  -0.002  0.013  -0.013  0.193  0.000
1.870107  -0.002  0.013  -0.013  0.193  0.000
1.871107  -0.001  0.013  -0.013  0.193  0.000
1.872107  -0.001  0.013  -0.013  0.193  0.000
1.873107  0.010  0.013  -0.013  0.193  -0.000
1.874107  0.010  0.013  -0.013  0.193  -0.000
1.875107  0.010  0.013  -0.013  0.193  -0.000
1.876107  0.010  0.013  -0.013  0.193  -0.000
1.877107  0.010  0.013  -0.013  0.193  -0.000
1.878107  0.008  0.013  -0.013  0.194  -0.000
1.879107  0.008  0.013  -0.013  0.194  -0.000
1.880107  0.008  0.013  -0.013  0.194  -0.000
1.881107  0.008  0.013  -0.013  0.194  -0.000
1.882107  0.008  0.013  -0.013  0.194  -0.000
1.883107  0.048  0.013  -0.013  0.194  0.000
1.884107  0.048  0.013  -0.013  0.194  0.000
1.885107  0.047  0.013  -0.013  0.194  0.000
1.886107  0.047  0.013  -0.013  0.194  0.000
1.887108  0.047  0.013  -0.013  0.194  0.000
1.888108  0.033  0.013  -0.013  0.194  0.000
1.889108  0.033  0.013  -0.013  0.194  0.000
1.890108  0.032  0.013  -0.013  0.193  0.000
1.891108  0.032  0.013  -0.013  0.193  0.000
1.892108  0.032  0.013  -0.013  0.193  0.000
1.893108  -0.005  0.013  -0.013  0.193  -0.000
