acc_hum[rad/s2]  acc_exo[rad/s2]  vel_hum[rad/s]  vel_exo[rad/s]  jerk_hum[rad/s3]  jerk_exo[rad/s3]  vel_motor[rad/s]  acc_motor[rad/s2]  actual_Vel[rad/s]
-1.657  0.273  -1.585  -0.314  -1.070  1.515  -1816.615  -223.770   -230
-1.540  0.426  -1.526  -0.216  -0.871  1.741  -1749.490  -209.706   -223
-1.540  0.426  -1.526  -0.216  -0.871  1.741  -1749.490  -209.706   -223
-1.399  0.603  -1.450  -0.103  -0.633  2.001  -1681.610  -194.222   -215
-1.399  0.603  -1.450  -0.103  -0.633  2.001  -1681.610  -194.222   -215
-1.302  0.763  -1.401  0.002  -0.470  2.231  -1622.176  -180.536   -208
-1.149  0.753  -1.315  0.002  -0.219  2.187  -1530.676  -165.425   -200
-0.975  0.879  -1.216  0.087  0.062  2.360  -1428.415  -155.307   -195
-0.975  0.879  -1.216  0.087  0.062  2.360  -1428.415  -155.307   -195
-0.975  0.879  -1.216  0.087  0.062  2.360  -1428.415  -155.307   -195
-0.803  1.014  -1.116  0.178  0.336  2.547  -1319.998  -145.319   -190
-0.803  1.014  -1.116  0.178  0.336  2.547  -1319.998  -145.319   -190
-0.604  1.122  -0.998  0.254  0.650  2.687  -1195.991  -125.859   -179
-0.542  1.198  -0.964  0.310  0.741  2.774  -1090.225  -109.848   -170
-0.353  1.166  -0.850  0.300  1.035  2.687  -951.031  -95.642   -162
-0.156  1.247  -0.730  0.360  1.336  2.783  -800.618  -94.418   -162
0.040  1.312  -0.609  0.410  1.633  2.850  -639.251  -66.010   -145
0.241  1.370  -0.483  0.457  1.933  2.907  -467.543  2.035   -103
0.447  1.417  -0.352  0.497  2.239  2.944  -285.034  6.809   -100
0.666  1.475  -0.212  0.545  2.561  3.000  -92.957  6.722   -100
0.879  1.542  -0.073  0.599  2.869  3.069  103.454  17.836    -93
1.109  1.610  0.077  0.653  3.199  3.138  306.779  28.808    -86
1.328  1.672  0.223  0.705  3.508  3.197  513.151  47.639    -74
1.328  1.672  0.223  0.705  3.508  3.197  513.151  47.639    -74
1.541  1.722  0.367  0.750  3.806  3.236  721.934  67.829    -61
1.541  1.722  0.367  0.750  3.806  3.236  721.934  67.829    -61
1.752  1.783  0.511  0.802  4.094  3.292  929.637  95.761    -43
1.752  1.783  0.511  0.802  4.094  3.292  929.637  95.761    -43
1.960  1.864  0.655  0.867  4.374  3.381  1132.348  132.935    -19
1.960  1.864  0.655  0.867  4.374  3.381  1132.348  132.935    -19
2.155  1.968  0.793  0.946  4.631  3.503  1324.182  172.834      7
2.155  1.968  0.793  0.946  4.631  3.503  1324.182  172.834      7
2.345  2.072  0.929  1.028  4.875  3.625  1505.450  212.222     33
2.345  2.072  0.929  1.028  4.875  3.625  1505.450  212.222     33
2.537  2.128  1.068  1.079  5.120  3.669  1685.359  247.905     57
2.537  2.128  1.068  1.079  5.120  3.669  1685.359  247.905     57
2.725  2.273  1.205  1.186  5.354  3.852  1849.983  281.532     80
2.725  2.273  1.205  1.186  5.354  3.852  1849.983  281.532     80
2.912  2.382  1.344  1.273  5.586  3.978  2007.055  311.528    101
2.912  2.382  1.344  1.273  5.586  3.978  2007.055  311.528    101
2.912  2.382  1.344  1.273  5.586  3.978  2007.055  311.528    101
3.085  2.470  1.476  1.347  5.791  4.067  2157.359  341.141    122
2.966  2.565  1.425  1.426  5.526  4.168  2226.215  384.774    152
3.130  2.455  1.552  1.378  5.718  3.938  2332.622  395.849    162
3.130  2.455  1.552  1.378  5.718  3.938  2332.622  395.849    162
3.282  2.543  1.672  1.453  5.888  4.029  2436.643  409.982    174
3.282  2.543  1.672  1.453  5.888  4.029  2436.643  409.982    174
3.413  2.622  1.780  1.522  6.022  4.104  2534.416  420.734    184
3.413  2.622  1.780  1.522  6.022  4.104  2534.416  420.734    184
3.532  2.693  1.881  1.588  6.135  4.165  2625.158  439.349    199
3.532  2.693  1.881  1.588  6.135  4.165  2625.158  439.349    199
3.647  2.755  1.982  1.648  6.241  4.211  2710.473  457.725    214
3.647  2.755  1.982  1.648  6.241  4.211  2710.473  457.725    214
3.739  2.781  2.069  1.686  6.309  4.199  2790.618  474.266    228
3.739  2.781  2.069  1.686  6.309  4.199  2790.618  474.266    228
3.824  2.854  2.152  1.754  6.363  4.261  2857.887  488.996    241
3.824  2.854  2.152  1.754  6.363  4.261  2857.887  488.996    241
3.888  2.885  2.222  1.796  6.385  4.256  2915.610  500.337    252
3.888  2.885  2.222  1.796  6.385  4.256  2915.610  500.337    252
3.935  2.906  2.283  1.833  6.378  4.236  2962.551  511.532    263
3.935  2.906  2.283  1.833  6.378  4.236  2962.551  511.532    263
3.964  2.942  2.332  1.878  6.343  4.240  2994.311  520.985    273
3.964  2.942  2.332  1.878  6.343  4.240  2994.311  520.985    273
3.964  2.942  2.332  1.878  6.343  4.240  2994.311  520.985    273
3.978  2.941  2.373  1.901  6.284  4.183  3015.405  527.116    281
3.978  2.941  2.373  1.901  6.284  4.183  3015.405  527.116    281
3.991  2.929  2.413  1.917  6.225  4.111  3029.492  537.969    292
3.809  2.928  2.331  1.940  5.853  4.056  2986.767  540.683    298
3.801  2.785  2.356  1.874  5.766  3.775  2964.128  536.962    300
3.801  2.785  2.356  1.874  5.766  3.775  2964.128  536.962    300
3.790  2.747  2.380  1.873  5.675  3.667  2941.429  534.889    303
3.790  2.747  2.380  1.873  5.675  3.667  2941.429  534.889    303
3.760  2.730  2.392  1.884  5.554  3.591  2910.985  531.243    305
3.760  2.730  2.392  1.884  5.554  3.591  2910.985  531.243    305
3.730  2.673  2.403  1.870  5.435  3.455  2880.043  524.443    305
3.730  2.673  2.403  1.870  5.435  3.455  2880.043  524.443    305
3.689  2.605  2.407  1.849  5.299  3.302  2847.635  517.730    305
3.689  2.605  2.407  1.849  5.299  3.302  2847.635  517.730    305
3.632  2.545  2.401  1.832  5.141  3.163  2809.210  509.503    304
3.632  2.545  2.401  1.832  5.141  3.163  2809.210  509.503    304
3.561  2.450  2.386  1.794  4.962  2.972  2767.377  501.381    303
3.561  2.450  2.386  1.794  4.962  2.972  2767.377  501.381    303
3.488  2.379  2.369  1.768  4.781  2.819  2719.038  491.764    301
3.488  2.379  2.369  1.768  4.781  2.819  2719.038  491.764    301
3.315  2.285  2.288  1.729  4.442  2.634  2643.332  480.669    298
3.216  2.162  2.253  1.670  4.227  2.403  2569.502  469.716    295
3.052  2.066  2.176  1.628  3.911  2.219  2476.914  460.504    293
2.959  1.947  2.142  1.570  3.712  1.999  2391.078  448.210    289
2.848  1.835  2.097  1.515  3.487  1.794  2305.275  408.873    268
2.737  1.724  2.050  1.460  3.265  1.594  2219.584  400.439    266
2.628  1.600  2.004  1.397  3.049  1.375  2136.470  395.313    266
2.521  1.457  1.958  1.320  2.839  1.129  2058.936  385.453    263
2.430  1.322  1.921  1.247  2.656  0.898  1988.707  374.120    259
2.337  1.195  1.883  1.179  2.474  0.684  1922.956  359.731    253
2.257  1.116  1.851  1.139  2.314  0.549  1857.275  355.126    253
2.178  0.961  1.820  1.051  2.159  0.293  1803.125  340.981    247
2.178  0.961  1.820  1.051  2.159  0.293  1803.125  340.981    247
2.103  0.824  1.791  0.973  2.011  0.071  1756.425  323.816    239
2.103  0.824  1.791  0.973  2.011  0.071  1756.425  323.816    239
2.009  0.679  1.748  0.889  1.833  -0.162  1711.970  302.071    228
2.009  0.679  1.748  0.889  1.833  -0.162  1711.970  302.071    228
1.899  0.515  1.696  0.792  1.635  -0.422  1668.420  280.605    217
1.899  0.515  1.696  0.792  1.635  -0.422  1668.420  280.605    217
1.796  0.347  1.647  0.691  1.448  -0.685  1627.616  262.613    208
1.796  0.347  1.647  0.691  1.448  -0.685  1627.616  262.613    208
1.688  0.184  1.594  0.592  1.258  -0.938  1587.523  246.452    200
1.688  0.184  1.594  0.592  1.258  -0.938  1587.523  246.452    200
1.584  0.020  1.542  0.491  1.075  -1.189  1549.061  232.097    193
1.584  0.020  1.542  0.491  1.075  -1.189  1549.061  232.097    193
1.584  0.020  1.542  0.491  1.075  -1.189  1549.061  232.097    193
1.472  -0.121  1.485  0.403  0.882  -1.399  1506.572  219.526    187
1.350  -0.252  1.420  0.320  0.675  -1.590  1456.916  203.916    179
1.219  -0.375  1.349  0.241  0.458  -1.767  1398.596  188.506    171
1.094  -0.459  1.281  0.186  0.252  -1.879  1329.402  181.293    168
1.094  -0.459  1.281  0.186  0.252  -1.879  1329.402  181.293    168
0.977  -0.521  1.216  0.143  0.061  -1.954  1250.479  175.773    166
0.977  -0.521  1.216  0.143  0.061  -1.954  1250.479  175.773    166
0.898  -0.575  1.175  0.105  -0.066  -2.016  1172.819  167.123    162
0.781  -0.574  1.109  0.102  -0.253  -1.987  1078.415  155.384    156
0.781  -0.574  1.109  0.102  -0.253  -1.987  1078.415  155.384    156
0.654  -0.601  1.036  0.080  -0.453  -2.006  972.865  145.395    151
0.654  -0.601  1.036  0.080  -0.453  -2.006  972.865  145.395    151
0.522  -0.630  0.959  0.057  -0.658  -2.026  857.586  130.734    143
0.522  -0.630  0.959  0.057  -0.658  -2.026  857.586  130.734    143
0.393  -0.683  0.882  0.019  -0.856  -2.085  739.180  114.660    134
0.393  -0.683  0.882  0.019  -0.856  -2.085  739.180  114.660    134
0.244  -0.760  0.792  -0.035  -1.084  -2.181  617.094  95.593    123
0.244  -0.760  0.792  -0.035  -1.084  -2.181  617.094  95.593    123
0.080  -0.849  0.692  -0.097  -1.331  -2.297  490.550  78.369    113
0.080  -0.849  0.692  -0.097  -1.331  -2.297  490.550  78.369    113
-0.082  -0.947  0.591  -0.164  -1.573  -2.423  362.287  59.766    102
-0.082  -0.947  0.591  -0.164  -1.573  -2.423  362.287  59.766    102
-0.256  -1.076  0.482  -0.253  -1.832  -2.600  234.518  39.801     90
-0.256  -1.076  0.482  -0.253  -1.832  -2.600  234.518  39.801     90
-0.430  -1.207  0.371  -0.343  -2.087  -2.776  107.599  20.091     78
-0.430  -1.207  0.371  -0.343  -2.087  -2.776  107.599  20.091     78
-0.638  -1.335  0.237  -0.433  -2.393  -2.945  -27.211  0.634     66
-0.638  -1.335  0.237  -0.433  -2.393  -2.945  -27.211  0.634     66
-0.879  -1.457  0.082  -0.520  -2.748  -3.102  -177.283  -18.574     54
-0.879  -1.457  0.082  -0.520  -2.748  -3.102  -177.283  -18.574     54
-1.096  -1.584  -0.061  -0.611  -3.060  -3.266  -332.122  -37.536     42
-1.096  -1.584  -0.061  -0.611  -3.060  -3.266  -332.122  -37.536     42
-1.079  -1.695  -0.059  -0.693  -2.993  -3.401  -433.092  -54.656     31
-1.322  -1.635  -0.219  -0.669  -3.343  -3.262  -582.094  -73.156     19
-1.322  -1.635  -0.219  -0.669  -3.343  -3.262  -582.094  -73.156     19
-1.538  -1.730  -0.365  -0.741  -3.647  -3.372  -739.651  -85.020     11
-1.760  -1.822  -0.517  -0.812  -3.956  -3.476  -905.434  -103.131     -1
-1.760  -1.822  -0.517  -0.812  -3.956  -3.476  -905.434  -103.131     -1
-1.760  -1.822  -0.517  -0.812  -3.956  -3.476  -905.434  -103.131     -1
-1.981  -1.903  -0.669  -0.878  -4.259  -3.561  -1078.360  -117.811    -11
-1.981  -1.903  -0.669  -0.878  -4.259  -3.561  -1078.360  -117.811    -11
-2.191  -1.982  -0.816  -0.942  -4.540  -3.642  -1254.218  -156.303    -36
-2.191  -1.982  -0.816  -0.942  -4.540  -3.642  -1254.218  -156.303    -36
-2.366  -2.074  -0.942  -1.016  -4.762  -3.743  -1420.956  -181.503    -53
-2.366  -2.074  -0.942  -1.016  -4.762  -3.743  -1420.956  -181.503    -53
-2.503  -2.125  -1.047  -1.064  -4.920  -3.776  -1576.437  -206.379    -70
-2.633  -2.255  -1.148  -1.163  -5.065  -3.936  -1709.364  -232.538    -88
-2.722  -2.340  -1.225  -1.233  -5.143  -4.021  -1820.482  -319.161   -144
-2.794  -2.456  -1.292  -1.325  -5.193  -4.157  -1905.038  -321.476   -148
-2.831  -2.545  -1.337  -1.400  -5.185  -4.245  -1963.424  -317.361   -148
-2.860  -2.625  -1.378  -1.470  -5.164  -4.318  -2000.301  -322.899   -154
-2.887  -2.691  -1.418  -1.533  -5.142  -4.369  -2021.749  -328.366   -160
-2.900  -2.716  -1.449  -1.570  -5.097  -4.353  -2033.227  -336.963   -168
-2.915  -2.716  -1.482  -1.592  -5.056  -4.298  -2040.937  -332.650   -168
-2.915  -2.716  -1.482  -1.592  -5.056  -4.298  -2040.937  -332.650   -168
-2.935  -2.689  -1.517  -1.597  -5.022  -4.199  -2050.775  -352.392   -183
-2.935  -2.689  -1.517  -1.597  -5.022  -4.199  -2050.775  -352.392   -183
-2.940  -2.658  -1.544  -1.598  -4.967  -4.095  -2059.297  -355.881   -188
-2.940  -2.658  -1.544  -1.598  -4.967  -4.095  -2059.297  -355.881   -188
-2.953  -2.614  -1.576  -1.592  -4.924  -3.973  -2070.415  -359.326   -193
-2.953  -2.614  -1.576  -1.592  -4.924  -3.973  -2070.415  -359.326   -193
-2.957  -2.561  -1.602  -1.580  -4.867  -3.837  -2082.650  -362.726   -198
-2.957  -2.561  -1.602  -1.580  -4.867  -3.837  -2082.650  -362.726   -198
-2.957  -2.561  -1.602  -1.580  -4.867  -3.837  -2082.650  -362.726   -198
-2.959  -2.488  -1.627  -1.555  -4.808  -3.671  -2098.007  -364.484   -202
-2.959  -2.488  -1.627  -1.555  -4.808  -3.671  -2098.007  -364.484   -202
-2.956  -2.454  -1.648  -1.554  -4.742  -3.570  -2108.949  -367.818   -207
-2.956  -2.454  -1.648  -1.554  -4.742  -3.570  -2108.949  -367.818   -207
-2.951  -2.380  -1.669  -1.527  -4.674  -3.406  -2121.765  -366.310   -209
-2.951  -2.380  -1.669  -1.527  -4.674  -3.406  -2121.765  -366.310   -209
-2.950  -2.346  -1.692  -1.525  -4.612  -3.308  -2131.068  -366.421   -212
-2.950  -2.346  -1.692  -1.525  -4.612  -3.308  -2131.068  -366.421   -212
-2.932  -2.297  -1.704  -1.513  -4.523  -3.187  -2135.423  -366.531   -215
-2.932  -2.297  -1.704  -1.513  -4.523  -3.187  -2135.423  -366.531   -215
-2.903  -2.254  -1.709  -1.505  -4.419  -3.078  -2132.251  -363.440   -216
-2.903  -2.254  -1.709  -1.505  -4.419  -3.078  -2132.251  -363.440   -216
-2.886  -2.200  -1.723  -1.489  -4.337  -2.952  -2128.033  -361.987   -218
-2.886  -2.200  -1.723  -1.489  -4.337  -2.952  -2128.033  -361.987   -218
-2.853  -2.153  -1.725  -1.477  -4.228  -2.839  -2117.605  -358.954   -219
-2.853  -2.153  -1.725  -1.477  -4.228  -2.839  -2117.605  -358.954   -219
-2.825  -2.114  -1.730  -1.470  -4.129  -2.740  -2102.560  -355.959   -220
-2.825  -2.114  -1.730  -1.470  -4.129  -2.740  -2102.560  -355.959   -220
-2.799  -2.048  -1.736  -1.446  -4.033  -2.600  -2088.086  -353.003   -221
-2.799  -2.048  -1.736  -1.446  -4.033  -2.600  -2088.086  -353.003   -221
-2.777  -1.997  -1.745  -1.430  -3.947  -2.485  -2073.195  -348.485   -221
-2.777  -1.997  -1.745  -1.430  -3.947  -2.485  -2073.195  -348.485   -221
-2.755  -1.931  -1.754  -1.405  -3.862  -2.347  -2060.209  -342.424   -220
-2.755  -1.931  -1.754  -1.405  -3.862  -2.347  -2060.209  -342.424   -220
-2.755  -1.931  -1.754  -1.405  -3.862  -2.347  -2060.209  -342.424   -220
-2.733  -1.856  -1.762  -1.373  -3.778  -2.196  -2050.169  -338.041   -220
-2.733  -1.856  -1.762  -1.373  -3.778  -2.196  -2050.169  -338.041   -220
-2.709  -1.765  -1.768  -1.331  -3.690  -2.023  -2043.874  -332.114   -219
-2.709  -1.765  -1.768  -1.331  -3.690  -2.023  -2043.874  -332.114   -219
-2.706  -1.670  -1.788  -1.286  -3.638  -1.845  -2046.671  -326.263   -218
-2.706  -1.670  -1.788  -1.286  -3.638  -1.845  -2046.671  -326.263   -218
-2.701  -1.582  -1.807  -1.245  -3.583  -1.682  -2055.030  -320.487   -217
-2.701  -1.582  -1.807  -1.245  -3.583  -1.682  -2055.030  -320.487   -217
-2.699  -1.491  -1.828  -1.201  -3.535  -1.515  -2069.232  -314.785   -216
-2.699  -1.491  -1.828  -1.201  -3.535  -1.515  -2069.232  -314.785   -216
-2.714  -1.405  -1.858  -1.158  -3.513  -1.357  -2091.341  -310.755   -216
-2.714  -1.405  -1.858  -1.158  -3.513  -1.357  -2091.341  -310.755   -216
-2.720  -1.331  -1.884  -1.123  -3.478  -1.221  -2115.723  -306.778   -216
-2.720  -1.331  -1.884  -1.123  -3.478  -1.221  -2115.723  -306.778   -216
-2.723  -1.250  -1.908  -1.083  -3.439  -1.075  -2142.211  -302.851   -216
-2.723  -1.250  -1.908  -1.083  -3.439  -1.075  -2142.211  -302.851   -216
-2.729  -1.165  -1.933  -1.040  -3.404  -0.926  -2171.246  -298.975   -216
-2.729  -1.165  -1.933  -1.040  -3.404  -0.926  -2171.246  -298.975   -216
-2.717  -1.087  -1.947  -1.001  -3.341  -0.790  -2196.827  -298.348   -218
-2.717  -1.087  -1.947  -1.001  -3.341  -0.790  -2196.827  -298.348   -218
-2.684  -1.028  -1.948  -0.973  -3.246  -0.686  -2211.592  -297.729   -220
-2.684  -1.028  -1.948  -0.973  -3.246  -0.686  -2211.592  -297.729   -220
-2.659  -0.957  -1.954  -0.937  -3.164  -0.563  -2221.540  -297.118   -222
-2.659  -0.957  -1.954  -0.937  -3.164  -0.563  -2221.540  -297.118   -222
-2.659  -0.957  -1.954  -0.937  -3.164  -0.563  -2221.540  -297.118   -222
-2.626  -0.892  -1.955  -0.904  -3.071  -0.451  -2224.834  -296.515   -224
-2.626  -0.892  -1.955  -0.904  -3.071  -0.451  -2224.834  -296.515   -224
-2.583  -0.854  -1.949  -0.887  -2.962  -0.385  -2216.119  -295.919   -226
-2.583  -0.854  -1.949  -0.887  -2.962  -0.385  -2216.119  -295.919   -226
-2.532  -0.799  -1.938  -0.859  -2.843  -0.291  -2198.640  -293.732   -227
-2.532  -0.799  -1.938  -0.859  -2.843  -0.291  -2198.640  -293.732   -227
-2.444  -0.756  -1.903  -0.839  -2.666  -0.219  -2163.228  -291.572   -228
-2.444  -0.756  -1.903  -0.839  -2.666  -0.219  -2163.228  -291.572   -228
-2.328  -0.735  -1.850  -0.832  -2.446  -0.182  -2103.257  -289.440   -229
-2.209  -0.680  -1.794  -0.803  -2.225  -0.092  -2028.201  -285.735   -229
-2.072  -0.614  -1.727  -0.767  -1.977  0.015  -1938.500  -272.478   -223
-1.939  -0.538  -1.660  -0.725  -1.738  0.135  -1839.696  -267.390   -222
-1.814  -0.440  -1.597  -0.668  -1.517  0.291  -1739.604  -263.967   -222
-1.694  -0.324  -1.537  -0.599  -1.305  0.473  -1642.389  -257.388   -220
-1.577  -0.214  -1.477  -0.533  -1.101  0.643  -1547.567  -249.294   -217
-1.451  -0.105  -1.411  -0.466  -0.885  0.809  -1452.384  -238.103   -212
-1.451  -0.105  -1.411  -0.466  -0.885  0.809  -1452.384  -238.103   -212
-1.311  0.005  -1.335  -0.399  -0.650  0.974  -1353.801  -223.855   -205
-1.311  0.005  -1.335  -0.399  -0.650  0.974  -1353.801  -223.855   -205
-1.180  0.112  -1.264  -0.332  -0.433  1.132  -1254.811  -206.590   -196
-1.180  0.112  -1.264  -0.332  -0.433  1.132  -1254.811  -206.590   -196
-1.045  0.213  -1.189  -0.268  -0.211  1.280  -1153.832  -187.945   -186
-1.045  0.213  -1.189  -0.268  -0.211  1.280  -1153.832  -187.945   -186
-0.902  0.341  -1.108  -0.186  0.021  1.468  -1053.114  -164.740   -173
-0.902  0.341  -1.108  -0.186  0.021  1.468  -1053.114  -164.740   -173
-0.768  0.488  -1.032  -0.091  0.235  1.685  -958.184  -143.431   -161
-0.768  0.488  -1.032  -0.091  0.235  1.685  -958.184  -143.431   -161
-0.625  0.633  -0.948  0.003  0.461  1.896  -865.347  -122.395   -149
-0.625  0.633  -0.948  0.003  0.461  1.896  -865.347  -122.395   -149
-0.485  0.776  -0.865  0.097  0.680  2.099  -774.702  -103.229   -138
-0.485  0.776  -0.865  0.097  0.680  2.099  -774.702  -103.229   -138
-0.353  0.922  -0.787  0.195  0.882  2.307  -688.792  -84.307   -127
-0.353  0.922  -0.787  0.195  0.882  2.307  -688.792  -84.307   -127
-0.205  1.076  -0.698  0.299  1.106  2.524  -604.018  -67.228   -117
-0.205  1.076  -0.698  0.299  1.106  2.524  -604.018  -67.228   -117
-0.071  1.200  -0.615  0.385  1.308  2.690  -519.155  -48.768   -106
-0.071  1.200  -0.615  0.385  1.308  2.690  -519.155  -48.768   -106
0.078  1.318  -0.523  0.468  1.528  2.845  -430.176  -32.143    -96
0.078  1.318  -0.523  0.468  1.528  2.845  -430.176  -32.143    -96
0.078  1.318  -0.523  0.468  1.528  2.845  -430.176  -32.143    -96
0.212  1.406  -0.438  0.533  1.723  2.948  -337.334  -15.732    -86
0.212  1.406  -0.438  0.533  1.723  2.948  -337.334  -15.732    -86
0.329  1.472  -0.363  0.586  1.889  3.017  -242.906  6.869    -72
0.329  1.472  -0.363  0.586  1.889  3.017  -242.906  6.869    -72
0.445  1.524  -0.288  0.631  2.051  3.061  -145.671  19.582    -64
0.445  1.524  -0.288  0.631  2.051  3.061  -145.671  19.582    -64
0.569  1.557  -0.207  0.663  2.223  3.074  -41.754  33.731    -55
0.569  1.557  -0.207  0.663  2.223  3.074  -41.754  33.731    -55
0.680  1.586  -0.133  0.694  2.372  3.082  64.386  47.699    -46
0.680  1.586  -0.133  0.694  2.372  3.082  64.386  47.699    -46
0.793  1.607  -0.057  0.720  2.522  3.076  173.631  61.489    -37
0.793  1.607  -0.057  0.720  2.522  3.076  173.631  61.489    -37
0.921  1.629  0.029  0.746  2.694  3.071  288.812  75.102    -28
0.921  1.629  0.029  0.746  2.694  3.071  288.812  75.102    -28
1.032  1.641  0.106  0.767  2.837  3.052  405.428  86.940    -20
1.032  1.641  0.106  0.767  2.837  3.052  405.428  86.940    -20
1.152  1.652  0.189  0.787  2.994  3.029  525.692  101.827    -10
1.152  1.652  0.189  0.787  2.994  3.029  525.692  101.827    -10
1.283  1.669  0.280  0.811  3.164  3.018  649.936  118.124      1
1.283  1.669  0.280  0.811  3.164  3.018  649.936  118.124      1
1.419  1.692  0.376  0.839  3.342  3.017  777.626  135.812     13
1.419  1.692  0.376  0.839  3.342  3.017  777.626  135.812     13
1.554  1.745  0.471  0.885  3.515  3.063  903.070  153.274     25
1.554  1.745  0.471  0.885  3.515  3.063  903.070  153.274     25
1.554  1.745  0.471  0.885  3.515  3.063  903.070  153.274     25
1.690  1.801  0.568  0.934  3.687  3.114  1026.203  172.112     38
1.690  1.801  0.568  0.934  3.687  3.114  1026.203  172.112     38
1.829  1.872  0.669  0.993  3.863  3.187  1146.043  198.709     56
1.829  1.872  0.669  0.993  3.863  3.187  1146.043  198.709     56
1.966  1.953  0.770  1.058  4.033  3.275  1261.033  215.365     68
1.966  1.953  0.770  1.058  4.033  3.275  1261.033  215.365     68
2.107  2.023  0.873  1.118  4.207  3.346  1374.196  230.209     79
2.107  2.023  0.873  1.118  4.207  3.346  1374.196  230.209     79
2.252  2.109  0.981  1.188  4.385  3.440  1484.658  246.462     91
2.252  2.109  0.981  1.188  4.385  3.440  1484.658  246.462     91
2.387  2.178  1.083  1.248  4.545  3.507  1592.416  262.507    103
2.387  2.178  1.083  1.248  4.545  3.507  1592.416  262.507    103
2.526  2.252  1.189  1.311  4.710  3.581  1698.117  278.347    115
2.526  2.252  1.189  1.311  4.710  3.581  1698.117  278.347    115
2.662  2.316  1.294  1.369  4.866  3.637  1802.541  293.984    127
2.662  2.316  1.294  1.369  4.866  3.637  1802.541  293.984    127
2.783  2.359  1.391  1.415  4.997  3.659  1904.850  307.821    138
2.783  2.359  1.391  1.415  4.997  3.659  1904.850  307.821    138
2.917  2.398  1.497  1.458  5.148  3.675  2009.268  321.481    149
2.917  2.398  1.497  1.458  5.148  3.675  2009.268  321.481    149
3.034  2.420  1.594  1.491  5.269  3.663  2113.159  334.966    160
3.135  2.416  1.681  1.508  5.363  3.610  2216.080  348.279    171
3.227  2.401  1.763  1.518  5.442  3.539  2317.288  398.221    205
3.314  2.370  1.844  1.517  5.512  3.444  2418.019  399.523    209
3.395  2.329  1.921  1.511  5.570  3.335  2517.709  394.410    209
3.473  2.286  1.997  1.503  5.624  3.224  2616.049  395.761    213
3.542  2.214  2.068  1.476  5.663  3.067  2715.010  400.295    219
3.603  2.123  2.134  1.437  5.688  2.882  2814.919  407.972    227
3.603  2.123  2.134  1.437  5.688  2.882  2814.919  407.972    227
3.664  2.034  2.201  1.398  5.713  2.703  2914.955  417.150    236
3.664  2.034  2.201  1.398  5.713  2.703  2914.955  417.150    236
3.706  1.954  2.257  1.365  5.706  2.540  3008.577  429.410    247
3.706  1.954  2.257  1.365  5.706  2.540  3008.577  429.410    247
3.727  1.911  2.300  1.354  5.668  2.439  3086.500  441.514    258
3.727  1.911  2.300  1.354  5.668  2.439  3086.500  441.514    258
3.727  1.911  2.300  1.354  5.668  2.439  3086.500  441.514    258
3.745  1.889  2.341  1.355  5.624  2.373  3147.860  458.262    272
3.745  1.889  2.341  1.355  5.624  2.373  3147.860  458.262    272
3.754  1.901  2.376  1.377  5.566  2.361  3188.922  479.596    289
3.754  1.901  2.376  1.377  5.566  2.361  3188.922  479.596    289
3.736  1.866  2.395  1.371  5.466  2.275  3213.646  487.858    298
3.736  1.866  2.395  1.371  5.466  2.275  3213.646  487.858    298
3.706  1.897  2.406  1.405  5.348  2.296  3212.803  494.413    306
3.706  1.897  2.406  1.405  5.348  2.296  3212.803  494.413    306
3.659  1.895  2.406  1.419  5.204  2.262  3192.352  499.285    313
3.659  1.895  2.406  1.419  5.204  2.262  3192.352  499.285    313
3.611  1.901  2.406  1.438  5.061  2.243  3154.959  502.494    319
3.611  1.901  2.406  1.438  5.061  2.243  3154.959  502.494    319
3.557  1.892  2.401  1.448  4.909  2.201  3104.880  502.462    323
3.557  1.892  2.401  1.448  4.909  2.201  3104.880  502.462    323
3.485  1.873  2.384  1.451  4.732  2.142  3042.007  499.230    325
3.485  1.873  2.384  1.451  4.732  2.142  3042.007  499.230    325
3.406  1.843  2.363  1.447  4.544  2.067  2968.795  492.840    325
3.406  1.843  2.363  1.447  4.544  2.067  2968.795  492.840    325
3.319  1.788  2.336  1.427  4.347  1.951  2889.420  483.332    323
3.319  1.788  2.336  1.427  4.347  1.951  2889.420  483.332    323
3.149  1.690  2.256  1.380  4.020  1.770  2790.405  472.345    320
3.059  1.593  2.225  1.333  3.823  1.593  2696.048  459.899    316
2.967  1.499  2.191  1.287  3.627  1.422  2604.846  447.612    312
2.967  1.499  2.191  1.287  3.627  1.422  2604.846  447.612    312
2.809  1.362  2.117  1.214  3.329  1.184  2506.074  433.883    307
2.707  1.279  2.076  1.172  3.123  1.036  2407.868  420.329    302
2.560  1.121  2.005  1.084  2.847  0.771  2309.441  403.749    295
2.448  1.048  1.956  1.047  2.632  0.643  2208.037  398.581    295
2.448  1.048  1.956  1.047  2.632  0.643  2208.037  398.581    295
2.321  0.869  1.896  0.944  2.395  0.349  2115.906  382.279    288
2.321  0.869  1.896  0.944  2.395  0.349  2115.906  382.279    288
2.178  0.665  1.825  0.824  2.135  0.018  2030.758  359.786    277
2.178  0.665  1.825  0.824  2.135  0.018  2030.758  359.786    277
2.037  0.464  1.755  0.703  1.883  -0.303  1951.728  335.981    265
2.037  0.464  1.755  0.703  1.883  -0.303  1951.728  335.981    265
1.891  0.270  1.679  0.585  1.624  -0.611  1875.133  310.880    252
