acc_hum[rad/s2]  acc_exo[rad/s2]  vel_hum[rad/s]  vel_exo[rad/s]  vel_motor[rpm]  actual_Vel[rpm]  Voltage[V]
-0.004  0.002  0.001  -0.000  40.662     30  0.190
0.001  -0.003  0.002  -0.000  47.350     32  0.203
0.001  -0.003  0.002  -0.000  47.350     32  0.203
0.009  -0.009  0.003  0.000  53.055     34  0.215
0.014  -0.010  0.002  0.000  57.471     35  0.222
0.014  -0.010  0.002  0.000  57.471     35  0.222
0.006  -0.008  0.000  0.000  48.206     38  0.241
0.006  -0.008  0.000  0.000  48.206     38  0.241
0.001  -0.014  0.001  -0.001  43.930     40  0.253
0.001  -0.014  0.001  -0.001  43.930     40  0.253
-0.007  -0.015  0.000  -0.001  38.016     44  0.278
-0.007  -0.015  0.000  -0.001  38.016     44  0.278
-0.012  -0.014  0.001  -0.001  36.705     45  0.285
-0.012  -0.014  0.001  -0.001  36.705     45  0.285
-0.011  -0.009  0.001  -0.000  37.429     44  0.278
-0.012  -0.006  0.001  -0.000  37.573     41  0.259
-0.015  -0.008  0.001  -0.001  35.818     40  0.253
-0.015  -0.008  0.001  -0.001  35.818     40  0.253
-0.019  -0.016  0.001  -0.002  33.276     40  0.253
-0.019  -0.016  0.001  -0.002  33.276     40  0.253
-0.018  -0.023  0.000  -0.002  26.775     38  0.241
-0.018  -0.023  0.000  -0.002  26.775     38  0.241
-0.013  -0.021  0.000  -0.001  23.657     38  0.241
-0.013  -0.021  0.000  -0.001  23.657     38  0.241
-0.009  -0.012  -0.000  -0.000  17.285     36  0.228
-0.016  -0.005  -0.000  -0.001  11.879     34  0.215
-0.016  -0.005  -0.000  -0.001  11.879     34  0.215
-0.015  -0.003  0.000  -0.001  12.002     32  0.203
-0.015  -0.003  0.000  -0.001  12.002     32  0.203
-0.007  -0.000  0.002  -0.001  21.958     28  0.177
-0.001  -0.005  0.001  -0.002  25.927     21  0.133
0.013  0.001  0.002  -0.001  35.038     21  0.133
0.019  0.011  0.001  0.000  36.773     21  0.133
0.019  0.013  0.001  -0.001  33.173     21  0.133
0.013  0.009  -0.000  -0.001  25.565     23  0.146
0.007  -0.005  0.000  -0.002  23.312     25  0.158
0.007  -0.014  0.001  -0.002  26.162     27  0.171
0.001  -0.013  0.001  -0.002  27.469     27  0.171
-0.004  -0.011  0.002  -0.001  32.288     28  0.177
-0.005  -0.005  0.002  -0.000  36.119     27  0.171
-0.005  -0.005  0.002  -0.000  36.119     27  0.171
0.001  0.007  0.001  0.001  37.584     27  0.171
0.001  0.007  0.001  0.001  37.584     27  0.171
0.007  0.010  0.002  0.000  43.007     27  0.171
0.007  0.010  0.002  0.000  43.007     27  0.171
0.028  0.014  0.004  0.000  56.199     28  0.177
0.028  0.014  0.004  0.000  56.199     28  0.177
0.041  0.019  0.004  -0.001  67.127     32  0.203
0.041  0.019  0.004  -0.001  67.127     32  0.203
0.045  0.022  0.003  0.000  74.001     37  0.234
0.038  0.027  0.003  0.000  77.930     44  0.278
0.038  0.027  0.003  0.000  77.930     44  0.278
0.028  0.036  0.002  0.003  76.074     50  0.316
0.028  0.036  0.002  0.003  76.074     50  0.316
0.024  0.047  0.003  0.004  78.770     55  0.348
0.024  0.047  0.003  0.004  78.770     55  0.348
0.034  0.053  0.006  0.004  98.205     59  0.373
0.034  0.053  0.006  0.004  98.205     59  0.373
0.070  0.069  0.011  0.006  142.221     65  0.411
0.070  0.069  0.011  0.006  142.221     65  0.411
0.120  0.110  0.015  0.011  203.799     69  0.437
0.154  0.180  0.015  0.017  253.732     80  0.506
0.198  0.269  0.019  0.024  315.507     96  0.608
0.198  0.269  0.019  0.024  315.507     96  0.608
0.256  0.370  0.023  0.031  388.898    122  0.772
0.256  0.370  0.023  0.031  388.898    122  0.772
0.315  0.432  0.027  0.031  471.346    146  0.924
0.370  0.481  0.031  0.035  562.306    189  1.196
0.423  0.525  0.036  0.041  668.693    398  2.519
0.457  0.583  0.041  0.048  778.960    414  2.620
0.477  0.631  0.045  0.054  893.784    414  2.620
0.485  0.637  0.048  0.057  1002.690    448  2.835
0.495  0.608  0.051  0.059  1107.757    498  3.152
0.512  0.565  0.055  0.061  1216.775    564  3.570
0.488  0.518  0.056  0.063  1307.857    564  3.570
0.452  0.487  0.057  0.067  1390.744    661  4.184
0.452  0.487  0.057  0.067  1390.744    661  4.184
0.406  0.463  0.058  0.068  1463.055    750  4.747
0.406  0.463  0.058  0.068  1463.055    750  4.747
0.360  0.397  0.061  0.068  1536.051    877  5.551
0.360  0.397  0.061  0.068  1536.051    877  5.551
0.319  0.325  0.064  0.070  1610.418   1010  6.392
0.319  0.325  0.064  0.070  1610.418   1010  6.392
0.305  0.287  0.068  0.076  1698.096   1149  7.272
0.288  0.303  0.069  0.083  1772.001   1245  7.880
0.300  0.378  0.075  0.093  1865.045   1322  8.367
0.300  0.378  0.075  0.093  1865.045   1322  8.367
0.346  0.472  0.083  0.101  1989.453   1395  8.829
0.346  0.472  0.083  0.101  1989.453   1395  8.829
0.419  0.527  0.091  0.101  2138.355   1461  9.247
0.419  0.527  0.091  0.101  2138.355   1461  9.247
0.517  0.573  0.099  0.105  2302.718   1556  9.848
0.517  0.573  0.099  0.105  2302.718   1556  9.848
0.617  0.636  0.107  0.114  2483.087   1693  10.715
0.715  0.724  0.115  0.124  2674.625   1815  11.487
0.715  0.724  0.115  0.124  2674.625   1815  11.487
0.757  0.811  0.115  0.134  2830.827   1922  12.165
0.757  0.811  0.115  0.134  2830.827   1922  12.165
0.784  0.868  0.121  0.142  2988.769   2042  12.924
0.784  0.868  0.121  0.142  2988.769   2042  12.924
0.806  0.899  0.128  0.150  3162.481   2243  14.196
0.806  0.899  0.128  0.150  3162.481   2243  14.196
0.825  0.877  0.135  0.150  3343.457   2397  15.171
0.825  0.877  0.135  0.150  3343.457   2397  15.171
0.809  0.851  0.142  0.155  3526.955   2577  16.310
0.770  0.850  0.146  0.162  3695.636   2696  17.063
0.728  0.851  0.149  0.167  3853.040   3064  19.392
0.682  0.796  0.152  0.170  3996.378   3090  19.557
0.632  0.694  0.155  0.171  4125.233   3090  19.557
0.587  0.593  0.157  0.173  4241.765   3112  19.696
0.552  0.493  0.159  0.173  4349.559   3132  19.823
0.476  0.410  0.160  0.174  4442.646   3145  19.905
0.398  0.353  0.163  0.176  4529.947   3145  19.905
0.328  0.314  0.163  0.177  4600.814   3158  19.987
0.274  0.241  0.164  0.177  4666.684   3168  20.051
0.274  0.241  0.164  0.177  4666.684   3168  20.051
0.239  0.168  0.166  0.176  4726.612   3175  20.095
0.239  0.168  0.166  0.176  4726.612   3175  20.095
0.209  0.118  0.167  0.176  4781.258   3181  20.133
0.181  0.086  0.167  0.177  4825.634   3187  20.171
0.181  0.086  0.167  0.177  4825.634   3187  20.171
0.152  0.075  0.167  0.178  4860.936   3188  20.177
0.152  0.075  0.167  0.178  4860.936   3188  20.177
0.125  0.064  0.167  0.179  4890.566   3191  20.196
0.125  0.064  0.167  0.179  4890.566   3191  20.196
0.096  0.059  0.167  0.179  4911.596   3194  20.215
0.096  0.059  0.167  0.179  4911.596   3194  20.215
0.069  0.049  0.166  0.179  4923.033   3196  20.228
0.069  0.049  0.166  0.179  4923.033   3196  20.228
0.026  0.023  0.163  0.176  4915.973   3198  20.241
-0.008  -0.006  0.162  0.173  4906.967   3202  20.266
-0.008  -0.006  0.162  0.173  4906.967   3202  20.266
-0.008  -0.006  0.162  0.173  4906.967   3202  20.266
-0.048  -0.048  0.161  0.170  4892.240   3200  20.253
-0.075  -0.109  0.161  0.165  4880.828   3202  20.266
-0.105  -0.187  0.158  0.161  4855.545   3205  20.285
-0.105  -0.187  0.158  0.161  4855.545   3205  20.285
-0.164  -0.272  0.151  0.156  4788.259   3203  20.272
-0.164  -0.272  0.151  0.156  4788.259   3203  20.272
-0.239  -0.336  0.145  0.155  4697.484   3201  20.259
-0.239  -0.336  0.145  0.155  4697.484   3201  20.259
-0.308  -0.384  0.141  0.152  4605.594   3198  20.241
-0.372  -0.419  0.137  0.148  4504.097   3194  20.215
-0.425  -0.442  0.133  0.144  4402.380   3158  19.987
-0.469  -0.445  0.129  0.140  4296.011   3155  19.968
-0.507  -0.456  0.126  0.135  4192.538   3155  19.968
-0.533  -0.474  0.122  0.129  4083.298   3155  19.968
-0.550  -0.500  0.116  0.123  3964.406   3151  19.943
-0.537  -0.541  0.113  0.117  3847.753   3149  19.930
-0.488  -0.590  0.113  0.110  3753.488   3149  19.930
-0.469  -0.646  0.107  0.105  3647.372   3150  19.937
-0.464  -0.649  0.104  0.105  3540.147   3148  19.924
-0.464  -0.649  0.104  0.105  3540.147   3148  19.924
-0.464  -0.649  0.104  0.105  3540.147   3148  19.924
-0.460  -0.638  0.099  0.101  3428.392   3147  19.918
-0.460  -0.638  0.099  0.101  3428.392   3147  19.918
-0.469  -0.631  0.094  0.095  3307.361   3145  19.905
-0.456  -0.629  0.094  0.088  3207.760   3141  19.880
-0.440  -0.628  0.091  0.081  3114.318   3136  19.848
-0.440  -0.628  0.091  0.081  3114.318   3136  19.848
-0.424  -0.623  0.087  0.077  3015.557   3126  19.785
-0.424  -0.623  0.087  0.077  3015.557   3126  19.785
-0.423  -0.591  0.082  0.077  2906.080   3109  19.677
-0.423  -0.591  0.082  0.077  2906.080   3109  19.677
-0.446  -0.546  0.077  0.076  2784.182   3080  19.494
-0.446  -0.546  0.077  0.076  2784.182   3080  19.494
-0.483  -0.492  0.071  0.076  2649.899   3047  19.285
-0.475  -0.409  0.070  0.080  2540.566   3003  19.006
-0.454  -0.316  0.070  0.082  2452.628   2978  18.848
-0.454  -0.316  0.070  0.082  2452.628   2978  18.848
-0.454  -0.316  0.070  0.082  2452.628   2978  18.848
-0.402  -0.185  0.072  0.085  2396.705   2946  18.646
-0.338  -0.055  0.074  0.085  2359.554   2909  18.411
-0.338  -0.055  0.074  0.085  2359.554   2909  18.411
-0.270  0.069  0.075  0.089  2339.792   2885  18.259
-0.270  0.069  0.075  0.089  2339.792   2885  18.259
-0.161  0.169  0.080  0.092  2348.977   2851  18.044
-0.048  0.232  0.080  0.094  2360.452   2818  17.835
0.062  0.272  0.082  0.098  2381.337   2767  17.513
0.154  0.316  0.084  0.102  2408.869   2506  15.861
0.238  0.335  0.090  0.104  2466.437   2483  15.715
0.292  0.314  0.095  0.102  2541.097   2467  15.614
0.324  0.272  0.096  0.099  2607.849   2467  15.614
0.322  0.201  0.095  0.095  2657.049   2460  15.570
0.291  0.103  0.092  0.089  2678.643   2463  15.589
0.291  0.103  0.092  0.089  2678.643   2463  15.589
0.214  -0.026  0.087  0.085  2662.290   2478  15.684
0.123  -0.131  0.084  0.085  2636.371   2506  15.861
0.123  -0.131  0.084  0.085  2636.371   2506  15.861
0.123  -0.131  0.084  0.085  2636.371   2506  15.861
0.022  -0.239  0.080  0.080  2587.027   2526  15.987
0.022  -0.239  0.080  0.080  2587.027   2526  15.987
-0.110  -0.342  0.073  0.076  2509.912   2554  16.165
-0.228  -0.406  0.072  0.074  2441.073   2575  16.297
-0.357  -0.407  0.066  0.076  2348.520   2577  16.310
-0.357  -0.407  0.066  0.076  2348.520   2577  16.310
-0.457  -0.362  0.061  0.076  2241.779   2561  16.209
-0.457  -0.362  0.061  0.076  2241.779   2561  16.209
-0.512  -0.293  0.057  0.076  2134.197   2529  16.006
-0.512  -0.293  0.057  0.076  2134.197   2529  16.006
-0.529  -0.201  0.055  0.079  2034.960   2479  15.690
-0.529  -0.201  0.055  0.079  2034.960   2479  15.690
-0.505  -0.083  0.054  0.085  1953.548   2384  15.089
-0.455  0.031  0.055  0.089  1889.520   2299  14.551
-0.369  0.135  0.060  0.093  1870.110   2251  14.247
-0.369  0.135  0.060  0.093  1870.110   2251  14.247
-0.369  0.135  0.060  0.093  1870.110   2251  14.247
-0.221  0.236  0.068  0.094  1904.698   2192  13.873
-0.060  0.290  0.073  0.093  1960.234   2115  13.386
-0.060  0.290  0.073  0.093  1960.234   2115  13.386
0.071  0.293  0.074  0.092  2010.204   2068  13.089
0.071  0.293  0.074  0.092  2010.204   2068  13.089
0.196  0.260  0.074  0.091  2052.839   2039  12.905
0.274  0.213  0.074  0.090  2084.425   2030  12.848
0.274  0.213  0.074  0.090  2084.425   2030  12.848
0.308  0.149  0.074  0.089  2110.793   2032  12.861
0.287  0.066  0.071  0.088  2115.977   2038  12.899
0.216  -0.014  0.068  0.088  2101.542   2078  13.152
0.096  -0.056  0.063  0.089  2056.118   2085  13.196
-0.046  -0.073  0.060  0.090  2004.394   2085  13.196
-0.166  -0.059  0.059  0.090  1954.922   2093  13.247
-0.222  -0.027  0.060  0.092  1922.650   2094  13.253
-0.229  0.012  0.061  0.093  1904.252   2077  13.146
-0.209  0.046  0.063  0.094  1898.480   2077  13.146
-0.169  0.063  0.063  0.093  1897.816   2047  12.956
-0.169  0.063  0.063  0.093  1897.816   2047  12.956
-0.122  0.076  0.063  0.093  1895.141   2022  12.797
-0.122  0.076  0.063  0.093  1895.141   2022  12.797
-0.056  0.078  0.064  0.093  1897.943   1993  12.614
-0.056  0.078  0.064  0.093  1897.943   1993  12.614
0.018  0.069  0.066  0.093  1916.168   1967  12.449
0.018  0.069  0.066  0.093  1916.168   1967  12.449
0.074  0.042  0.066  0.092  1927.925   1944  12.304
0.074  0.042  0.066  0.092  1927.925   1944  12.304
0.087  -0.001  0.065  0.088  1929.557   1940  12.278
0.063  -0.061  0.062  0.084  1912.696   1941  12.285
0.025  -0.132  0.061  0.080  1895.379   1937  12.259
0.025  -0.132  0.061  0.080  1895.379   1937  12.259
-0.026  -0.212  0.058  0.075  1862.252   1932  12.228
-0.026  -0.212  0.058  0.075  1862.252   1932  12.228
-0.026  -0.212  0.058  0.075  1862.252   1932  12.228
-0.085  -0.281  0.054  0.071  1815.943   1923  12.171
-0.162  -0.322  0.048  0.071  1740.399   1907  12.070
-0.162  -0.322  0.048  0.071  1740.399   1907  12.070
-0.256  -0.358  0.041  0.069  1640.123   1894  11.987
-0.256  -0.358  0.041  0.069  1640.123   1894  11.987
-0.350  -0.369  0.038  0.068  1536.663   1863  11.791
-0.407  -0.375  0.038  0.064  1456.037   1808  11.443
-0.407  -0.375  0.038  0.064  1456.037   1808  11.443
-0.433  -0.358  0.035  0.062  1375.565   1769  11.196
-0.433  -0.358  0.035  0.062  1375.565   1769  11.196
-0.445  -0.347  0.032  0.057  1291.128   1714  10.848
-0.445  -0.347  0.032  0.057  1291.128   1714  10.848
-0.457  -0.326  0.026  0.056  1191.239   1637  10.361
-0.466  -0.345  0.023  0.047  1091.723   1553  9.829
-0.436  -0.403  0.023  0.038  1011.510   1293  8.184
-0.406  -0.496  0.019  0.030  925.189   1273  8.057
-0.394  -0.589  0.013  0.025  815.083   1273  8.057
-0.420  -0.652  0.005  0.021  681.486   1234  7.810
-0.444  -0.700  0.005  0.016  574.395   1180  7.468
-0.446  -0.704  0.006  0.015  494.812   1117  7.070
-0.404  -0.667  0.007  0.016  438.912   1117  7.070
-0.363  -0.577  0.004  0.018  374.668   1022  6.468
-0.363  -0.577  0.004  0.018  374.668   1022  6.468
-0.314  -0.468  0.003  0.019  317.287    936  5.924
-0.314  -0.468  0.003  0.019  317.287    936  5.924
-0.283  -0.319  0.001  0.019  257.369    817  5.171
-0.283  -0.319  0.001  0.019  257.369    817  5.171
-0.236  -0.204  0.002  0.016  218.935    690  4.367
-0.236  -0.204  0.002  0.016  218.935    690  4.367
-0.170  -0.144  0.001  0.011  183.948    586  3.709
-0.103  -0.142  0.002  0.005  157.549    500  3.165
-0.086  -0.185  -0.002  -0.001  112.641    451  2.854
-0.086  -0.185  -0.002  -0.001  112.641    451  2.854
-0.133  -0.258  -0.007  -0.007  44.903    401  2.538
-0.133  -0.258  -0.007  -0.007  44.903    401  2.538
-0.189  -0.333  -0.012  -0.007  -33.579    350  2.215
-0.189  -0.333  -0.012  -0.007  -33.579    350  2.215
-0.239  -0.409  -0.015  -0.010  -116.662    300  1.899
-0.239  -0.409  -0.015  -0.010  -116.662    300  1.899
-0.270  -0.457  -0.017  -0.012  -198.068    229  1.449
-0.295  -0.474  -0.017  -0.014  -261.823    175  1.108
-0.295  -0.474  -0.017  -0.014  -261.823    175  1.108
-0.312  -0.457  -0.019  -0.016  -322.710    146  0.924
-0.312  -0.457  -0.019  -0.016  -322.710    146  0.924
-0.328  -0.407  -0.020  -0.017  -379.873    109  0.690
-0.310  -0.335  -0.020  -0.017  -426.881     74  0.468
-0.310  -0.335  -0.020  -0.017  -426.881     74  0.468
-0.282  -0.261  -0.022  -0.018  -474.719     41  0.259
-0.282  -0.261  -0.022  -0.018  -474.719     41  0.259
-0.217  -0.201  -0.021  -0.019  -505.057    -29  0.184
-0.155  -0.169  -0.021  -0.021  -531.019   -126  0.797
-0.110  -0.164  -0.022  -0.022  -554.267   -392  2.481
-0.087  -0.157  -0.023  -0.025  -583.424   -411  2.601
-0.091  -0.171  -0.026  -0.028  -625.531   -411  2.601
-0.112  -0.197  -0.029  -0.032  -672.556   -431  2.728
-0.131  -0.238  -0.031  -0.036  -723.834   -455  2.880
-0.145  -0.278  -0.031  -0.038  -764.253   -484  3.063
-0.172  -0.315  -0.034  -0.040  -814.352   -484  3.063
-0.172  -0.315  -0.034  -0.040  -814.352   -484  3.063
-0.200  -0.316  -0.036  -0.039  -869.927   -523  3.310
-0.200  -0.316  -0.036  -0.039  -869.927   -523  3.310
-0.223  -0.295  -0.037  -0.039  -916.592   -586  3.709
-0.223  -0.295  -0.037  -0.039  -916.592   -586  3.709
-0.227  -0.262  -0.038  -0.039  -959.479   -650  4.114
-0.227  -0.262  -0.038  -0.039  -959.479   -650  4.114
-0.213  -0.225  -0.038  -0.040  -994.219   -710  4.494
-0.182  -0.185  -0.038  -0.042  -1020.757   -763  4.829
-0.143  -0.143  -0.037  -0.043  -1039.616   -797  5.044
-0.143  -0.143  -0.037  -0.043  -1039.616   -797  5.044
-0.116  -0.120  -0.038  -0.045  -1061.141   -835  5.285
-0.116  -0.120  -0.038  -0.045  -1061.141   -835  5.285
-0.092  -0.104  -0.039  -0.046  -1079.971   -866  5.481
-0.092  -0.104  -0.039  -0.046  -1079.971   -866  5.481
-0.087  -0.120  -0.041  -0.049  -1111.199   -913  5.778
-0.087  -0.120  -0.041  -0.049  -1111.199   -913  5.778
-0.077  -0.144  -0.042  -0.050  -1143.485   -956  6.051
-0.075  -0.182  -0.042  -0.053  -1169.410   -993  6.285
-0.075  -0.182  -0.042  -0.053  -1169.410   -993  6.285
-0.082  -0.195  -0.043  -0.052  -1192.405  -1012  6.405
-0.082  -0.195  -0.043  -0.052  -1192.405  -1012  6.405
-0.092  -0.200  -0.044  -0.054  -1219.062  -1039  6.576
-0.115  -0.192  -0.047  -0.054  -1256.125  -1070  6.772
-0.115  -0.192  -0.047  -0.054  -1256.125  -1070  6.772
-0.131  -0.180  -0.047  -0.055  -1289.617  -1093  6.918
-0.131  -0.180  -0.047  -0.055  -1289.617  -1093  6.918
-0.131  -0.180  -0.047  -0.055  -1289.617  -1093  6.918
-0.145  -0.166  -0.049  -0.056  -1326.215  -1124  7.114
-0.143  -0.152  -0.049  -0.058  -1355.263  -1188  7.519
-0.138  -0.147  -0.050  -0.059  -1382.333  -1208  7.646
-0.123  -0.146  -0.050  -0.063  -1405.488  -1318  8.342
-0.124  -0.153  -0.052  -0.064  -1435.151  -1326  8.392
-0.133  -0.162  -0.054  -0.065  -1471.009  -1326  8.392
-0.135  -0.174  -0.055  -0.065  -1505.151  -1336  8.456
-0.133  -0.175  -0.056  -0.066  -1541.700  -1347  8.525
-0.131  -0.183  -0.057  -0.069  -1575.934  -1360  8.608
-0.139  -0.180  -0.058  -0.069  -1610.835  -1360  8.608
-0.147  -0.172  -0.060  -0.070  -1648.901  -1381  8.741
-0.147  -0.172  -0.060  -0.070  -1648.901  -1381  8.741
-0.156  -0.153  -0.060  -0.070  -1682.150  -1413  8.943
-0.159  -0.134  -0.062  -0.071  -1717.636  -1467  9.285
-0.152  -0.117  -0.062  -0.072  -1746.243  -1503  9.513
-0.152  -0.117  -0.062  -0.072  -1746.243  -1503  9.513
-0.135  -0.122  -0.062  -0.074  -1771.333  -1545  9.778
-0.135  -0.122  -0.062  -0.074  -1771.333  -1545  9.778
-0.128  -0.132  -0.064  -0.077  -1802.975  -1573  9.956
-0.128  -0.132  -0.064  -0.077  -1802.975  -1573  9.956
-0.126  -0.137  -0.065  -0.077  -1834.935  -1618  10.241
-0.126  -0.137  -0.065  -0.077  -1834.935  -1618  10.241
-0.136  -0.141  -0.069  -0.078  -1880.049  -1660  10.506
-0.136  -0.141  -0.069  -0.078  -1880.049  -1660  10.506
-0.153  -0.145  -0.071  -0.080  -1929.625  -1703  10.778
-0.159  -0.163  -0.071  -0.082  -1969.525  -1738  11.000
-0.159  -0.163  -0.071  -0.082  -1969.525  -1738  11.000
-0.174  -0.173  -0.074  -0.083  -2017.341  -1764  11.165
-0.174  -0.173  -0.074  -0.083  -2017.341  -1764  11.165
-0.197  -0.183  -0.076  -0.084  -2071.592  -1798  11.380
-0.227  -0.176  -0.080  -0.084  -2137.870  -1858  11.759
-0.227  -0.176  -0.080  -0.084  -2137.870  -1858  11.759
-0.261  -0.170  -0.083  -0.087  -2207.567  -1889  11.956
-0.261  -0.170  -0.083  -0.087  -2207.567  -1889  11.956
-0.287  -0.180  -0.086  -0.091  -2280.693  -1934  12.241
-0.289  -0.200  -0.086  -0.093  -2339.139  -1991  12.601
-0.289  -0.200  -0.086  -0.093  -2339.139  -1991  12.601
-0.285  -0.226  -0.087  -0.096  -2393.812  -2034  12.873
-0.274  -0.239  -0.089  -0.097  -2448.389  -2099  13.285
-0.262  -0.256  -0.090  -0.100  -2497.018  -2315  14.652
-0.255  -0.282  -0.092  -0.104  -2549.589  -2329  14.741
-0.238  -0.323  -0.094  -0.109  -2606.464  -2329  14.741
-0.226  -0.363  -0.097  -0.113  -2666.342  -2354  14.899
-0.230  -0.395  -0.101  -0.116  -2740.162  -2387  15.108
-0.249  -0.403  -0.104  -0.118  -2817.111  -2421  15.323
-0.285  -0.388  -0.109  -0.118  -2905.708  -2421  15.323
-0.343  -0.366  -0.114  -0.118  -3009.262  -2477  15.677
-0.371  -0.346  -0.115  -0.121  -3095.728  -2531  16.019
-0.371  -0.346  -0.115  -0.121  -3095.728  -2531  16.019
-0.388  -0.326  -0.117  -0.124  -3177.981  -2601  16.462
-0.388  -0.326  -0.117  -0.124  -3177.981  -2601  16.462
-0.400  -0.316  -0.120  -0.130  -3261.102  -2661  16.842
-0.400  -0.316  -0.120  -0.130  -3261.102  -2661  16.842
-0.396  -0.292  -0.122  -0.130  -3341.650  -2761  17.475
-0.396  -0.292  -0.122  -0.130  -3341.650  -2761  17.475
-0.380  -0.283  -0.124  -0.134  -3416.256  -2850  18.038
-0.380  -0.283  -0.124  -0.134  -3416.256  -2850  18.038
-0.354  -0.296  -0.125  -0.138  -3484.755  -2924  18.506
-0.309  -0.335  -0.125  -0.144  -3539.359  -2986  18.899
-0.282  -0.389  -0.129  -0.149  -3606.184  -3013  19.070
-0.282  -0.389  -0.129  -0.149  -3606.184  -3013  19.070
-0.268  -0.431  -0.133  -0.150  -3684.789  -3042  19.253
-0.268  -0.431  -0.133  -0.150  -3684.789  -3042  19.253
-0.273  -0.434  -0.137  -0.150  -3770.069  -3065  19.399
-0.273  -0.434  -0.137  -0.150  -3770.069  -3065  19.399
-0.305  -0.409  -0.141  -0.151  -3862.257  -3090  19.557
-0.305  -0.409  -0.141  -0.151  -3862.257  -3090  19.557
-0.314  -0.376  -0.142  -0.153  -3939.472  -3113  19.703
-0.325  -0.339  -0.145  -0.155  -4020.442  -3130  19.810
-0.325  -0.339  -0.145  -0.155  -4020.442  -3130  19.810
-0.327  -0.312  -0.145  -0.156  -4087.885  -3137  19.854
-0.327  -0.312  -0.145  -0.156  -4087.885  -3137  19.854
-0.327  -0.275  -0.147  -0.159  -4153.189  -3149  19.930
-0.327  -0.275  -0.147  -0.159  -4153.189  -3149  19.930
-0.326  -0.246  -0.150  -0.162  -4222.760  -3160  20.000
-0.317  -0.227  -0.152  -0.164  -4289.878  -3171  20.070
-0.285  -0.231  -0.153  -0.167  -4352.729  -3193  20.209
-0.270  -0.259  -0.157  -0.170  -4425.901  -3196  20.228
-0.266  -0.281  -0.160  -0.171  -4499.911  -3200  20.253
-0.264  -0.288  -0.161  -0.173  -4566.865  -3209  20.310
-0.275  -0.280  -0.163  -0.174  -4634.356  -3209  20.310
-0.262  -0.257  -0.163  -0.174  -4684.972  -3209  20.310
-0.237  -0.236  -0.161  -0.175  -4715.686  -3212  20.329
-0.193  -0.198  -0.161  -0.175  -4736.535  -3212  20.329
-0.136  -0.164  -0.159  -0.175  -4744.181  -3210  20.316
-0.075  -0.131  -0.158  -0.176  -4740.439  -3210  20.316
-0.017  -0.097  -0.157  -0.176  -4735.555  -3213  20.335
0.036  -0.072  -0.157  -0.176  -4732.459  -3213  20.335
0.067  -0.055  -0.157  -0.176  -4730.298  -3213  20.335
0.067  -0.055  -0.157  -0.176  -4730.298  -3213  20.335
0.078  -0.041  -0.158  -0.176  -4730.788  -3210  20.316
0.078  -0.041  -0.158  -0.176  -4730.788  -3210  20.316
0.075  -0.039  -0.158  -0.177  -4734.237  -3207  20.297
0.075  -0.039  -0.158  -0.177  -4734.237  -3207  20.297
0.062  -0.036  -0.157  -0.177  -4728.010  -3205  20.285
0.062  -0.036  -0.157  -0.177  -4728.010  -3205  20.285
0.057  -0.024  -0.155  -0.176  -4710.891  -3203  20.272
0.057  -0.024  -0.155  -0.176  -4710.891  -3203  20.272
0.050  -0.014  -0.155  -0.175  -4700.487  -3202  20.266
0.038  0.000  -0.156  -0.175  -4695.074  -3198  20.241
0.042  0.015  -0.154  -0.174  -4677.880  -3199  20.247
0.042  0.015  -0.154  -0.174  -4677.880  -3199  20.247
0.068  0.033  -0.151  -0.173  -4647.320  -3200  20.253
0.068  0.033  -0.151  -0.173  -4647.320  -3200  20.253
0.107  0.049  -0.147  -0.173  -4602.335  -3205  20.285
0.107  0.049  -0.147  -0.173  -4602.335  -3205  20.285
0.141  0.067  -0.146  -0.171  -4560.045  -3208  20.304
0.141  0.067  -0.146  -0.171  -4560.045  -3208  20.304
0.169  0.097  -0.145  -0.168  -4517.580  -3209  20.310
0.180  0.127  -0.145  -0.166  -4485.451  -3213  20.335
0.179  0.145  -0.144  -0.165  -4452.533  -3232  20.456
0.181  0.156  -0.143  -0.164  -4417.094  -3235  20.475
0.192  0.166  -0.141  -0.163  -4377.103  -3235  20.475
0.187  0.170  -0.140  -0.163  -4341.339  -3241  20.513
0.184  0.170  -0.136  -0.161  -4287.195  -3246  20.544
0.187  0.170  -0.134  -0.159  -4230.788  -3251  20.576
0.186  0.175  -0.133  -0.157  -4184.613  -3251  20.576
0.192  0.175  -0.133  -0.155  -4143.761  -3256  20.608
0.192  0.175  -0.133  -0.155  -4143.761  -3256  20.608
0.202  0.165  -0.130  -0.155  -4097.330  -3260  20.633
0.202  0.165  -0.130  -0.155  -4097.330  -3260  20.633
0.259  0.198  -0.121  -0.148  -4001.760  -3262  20.646
0.259  0.198  -0.121  -0.148  -4001.760  -3262  20.646
0.336  0.292  -0.112  -0.136  -3871.548  -3256  20.608
0.391  0.423  -0.111  -0.124  -3760.622  -3250  20.570
0.445  0.568  -0.106  -0.114  -3643.338  -3247  20.551
0.445  0.568  -0.106  -0.114  -3643.338  -3247  20.551
0.514  0.716  -0.098  -0.105  -3503.644  -3243  20.525
0.514  0.716  -0.098  -0.105  -3503.644  -3243  20.525
0.572  0.801  -0.092  -0.105  -3356.435  -3241  20.513
0.572  0.801  -0.092  -0.105  -3356.435  -3241  20.513
