acc_hum[rad/s2]  acc_exo[rad/s2]  vel_hum[rad/s]  vel_exo[rad/s]  jerk_hum[rad/s3]  jerk_exo[rad/s3]  vel_motor[rad/s]  acc_motor[rad/s2]  actual_Vel[rad/s]
0.091  -0.001  0.080  -0.001  0.102  -0.002  0.008  0.000      0
0.101  -0.001  0.087  -0.001  0.117  -0.002  0.008  0.000      0
0.101  -0.001  0.087  -0.001  0.117  -0.002  0.008  0.000      0
0.104  -0.000  0.090  -0.000  0.119  -0.000  0.009  0.000      0
0.104  -0.000  0.090  -0.000  0.119  -0.000  0.009  0.000      0
0.109  -0.001  0.094  -0.001  0.127  -0.002  0.009  0.000      0
0.109  -0.001  0.094  -0.001  0.127  -0.002  0.009  0.000      0
0.110  -0.000  0.095  -0.000  0.126  -0.000  0.010  0.000      0
0.110  -0.000  0.095  -0.000  0.126  -0.000  0.010  0.000      0
0.103  -0.001  0.092  -0.001  0.114  -0.001  0.009  0.000      0
0.103  -0.001  0.092  -0.001  0.114  -0.001  0.009  0.000      0
0.103  -0.001  0.092  -0.001  0.114  -0.001  0.009  0.000      0
0.106  0.007  0.094  0.005  0.116  0.012  0.019  0.000      0
0.106  0.007  0.094  0.005  0.116  0.012  0.019  0.000      0
0.111  -0.002  0.098  -0.001  0.123  -0.004  0.015  0.000      0
0.111  -0.002  0.098  -0.001  0.123  -0.004  0.015  0.000      0
0.103  -0.001  0.094  -0.001  0.109  -0.002  0.013  0.000      0
0.103  -0.001  0.094  -0.001  0.109  -0.002  0.013  0.000      0
0.081  0.009  0.082  0.006  0.073  0.014  0.022  0.000      0
0.081  0.009  0.082  0.006  0.073  0.014  0.022  0.000      0
0.077  0.044  0.080  0.027  0.066  0.070  0.071  0.000      0
0.077  0.044  0.080  0.027  0.066  0.070  0.071  0.000      0
0.087  0.440  0.087  0.275  0.081  0.703  0.574  0.000      0
0.087  0.440  0.087  0.275  0.081  0.703  0.574  0.000      0
0.092  0.870  0.090  0.547  0.087  1.381  1.485  0.000      0
0.092  0.870  0.090  0.547  0.087  1.381  1.485  0.000      0
0.091  0.952  0.091  0.606  0.085  1.496  2.324  0.000      0
0.091  0.952  0.091  0.606  0.085  1.496  2.324  0.000      0
0.107  1.240  0.101  0.793  0.108  1.937  3.345  0.000      0
0.107  1.240  0.101  0.793  0.108  1.937  3.345  0.000      0
0.107  1.240  0.101  0.793  0.108  1.937  3.345  0.000      0
0.119  1.773  0.110  1.136  0.127  2.765  4.805  0.000      0
0.119  1.773  0.110  1.136  0.127  2.765  4.805  0.000      0
0.121  1.675  0.112  1.090  0.128  2.574  5.886  0.000      0
0.121  1.675  0.112  1.090  0.128  2.574  5.886  0.000      0
0.123  1.067  0.114  0.723  0.130  1.567  6.064  0.000      0
0.140  0.419  0.125  0.326  0.155  0.510  5.466  0.000      0
0.140  0.419  0.125  0.326  0.155  0.510  5.466  0.000      0
0.140  0.419  0.125  0.326  0.155  0.510  5.466  0.000      0
0.141  0.039  0.127  0.092  0.155  -0.104  4.550  0.000      0
0.141  0.039  0.127  0.092  0.155  -0.104  4.550  0.000      0
0.150  -0.118  0.134  -0.005  0.167  -0.354  3.637  0.000      0
0.150  -0.118  0.134  -0.005  0.167  -0.354  3.637  0.000      0
0.159  -0.194  0.141  -0.054  0.180  -0.471  2.816  0.000      0
0.159  -0.194  0.141  -0.054  0.180  -0.471  2.816  0.000      0
0.171  -0.515  0.150  -0.256  0.197  -0.978  1.782  0.000      0
0.171  -0.515  0.150  -0.256  0.197  -0.978  1.782  0.000      0
0.180  -0.743  0.156  -0.403  0.207  -1.331  0.681  0.000      0
0.180  -0.743  0.156  -0.403  0.207  -1.331  0.681  0.000      0
0.192  -0.866  0.166  -0.486  0.225  -1.511  -0.354  0.000      0
0.192  -0.866  0.166  -0.486  0.225  -1.511  -0.354  0.000      0
0.175  -0.682  0.156  -0.378  0.195  -1.197  -0.981  0.000      0
0.175  -0.682  0.156  -0.378  0.195  -1.197  -0.981  0.000      0
0.180  -0.532  0.161  -0.289  0.200  -0.941  -1.316  0.000      0
0.180  -0.532  0.161  -0.289  0.200  -0.941  -1.316  0.000      0
0.175  -0.551  0.159  -0.305  0.190  -0.959  -1.615  0.000      0
0.175  -0.551  0.159  -0.305  0.190  -0.959  -1.615  0.000      0
0.175  -0.551  0.159  -0.305  0.190  -0.959  -1.615  0.000      0
0.169  -0.633  0.157  -0.361  0.178  -1.079  -1.959  0.000      0
0.169  -0.633  0.157  -0.361  0.178  -1.079  -1.959  0.000      0
0.170  -0.735  0.159  -0.430  0.176  -1.228  -2.363  0.000      0
0.163  -0.784  0.156  -0.466  0.164  -1.291  -2.755  0.000      0
0.165  -0.739  0.158  -0.445  0.164  -1.203  -3.029  0.000      0
0.142  -0.553  0.145  -0.334  0.125  -0.890  -3.042  0.000      0
0.136  -0.547  0.143  -0.335  0.114  -0.868  -3.054  0.000      0
0.131  -0.735  0.141  -0.457  0.105  -1.159  -3.293  0.000      0
0.114  -0.816  0.131  -0.514  0.077  -1.274  -3.591  0.000      0
0.109  -1.062  0.129  -0.674  0.067  -1.651  -4.130  0.000      0
0.109  -1.062  0.129  -0.674  0.067  -1.651  -4.130  0.000      0
0.085  -1.012  0.115  -0.651  0.028  -1.549  -4.519  0.000      0
0.078  -1.231  0.111  -0.796  0.016  -1.879  -5.103  0.000      0
0.062  -0.893  0.102  -0.595  -0.009  -1.315  -5.194  0.000      0
0.062  -0.893  0.102  -0.595  -0.009  -1.315  -5.194  0.000      0
0.062  -0.893  0.102  -0.595  -0.009  -1.315  -5.194  0.000      0
0.051  -0.247  0.095  -0.198  -0.027  -0.264  -4.526  0.000      0
0.051  -0.247  0.095  -0.198  -0.027  -0.264  -4.526  0.000      0
0.045  0.122  0.092  0.031  -0.036  0.329  -3.564  0.000      0
0.026  0.234  0.081  0.102  -0.065  0.504  -2.664  0.000      0
0.026  0.234  0.081  0.102  -0.065  0.504  -2.664  0.000      0
0.029  0.245  0.083  0.111  -0.060  0.516  -1.927  0.000      0
0.029  0.245  0.083  0.111  -0.060  0.516  -1.927  0.000      0
0.029  0.245  0.083  0.111  -0.060  0.516  -1.927  0.000      0
0.067  0.275  0.107  0.131  0.001  0.556  -1.299  0.000      0
0.067  0.275  0.107  0.131  0.001  0.556  -1.299  0.000      0
0.106  0.350  0.132  0.181  0.065  0.670  -0.702  0.000      0
0.106  0.350  0.132  0.181  0.065  0.670  -0.702  0.000      0
0.119  0.400  0.141  0.214  0.084  0.741  -0.162  0.000      0
0.119  0.400  0.141  0.214  0.084  0.741  -0.162  0.000      0
0.110  0.514  0.136  0.289  0.069  0.914  0.409  0.000      0
0.110  0.514  0.136  0.289  0.069  0.914  0.409  0.000      0
0.085  0.544  0.121  0.312  0.027  0.951  0.909  0.000      0
0.085  0.544  0.121  0.312  0.027  0.951  0.909  0.000      0
0.053  0.332  0.102  0.184  -0.023  0.599  1.067  0.000      0
0.053  0.332  0.102  0.184  -0.023  0.599  1.067  0.000      0
0.019  0.073  0.081  0.024  -0.079  0.177  0.894  0.000      0
0.019  0.073  0.081  0.024  -0.079  0.177  0.894  0.000      0
0.002  0.013  0.070  -0.012  -0.105  0.079  0.687  0.000      0
0.002  0.013  0.070  -0.012  -0.105  0.079  0.687  0.000      0
-0.009  0.227  0.063  0.122  -0.121  0.421  0.772  0.000      0
-0.009  0.227  0.063  0.122  -0.121  0.421  0.772  0.000      0
-0.025  0.218  0.054  0.117  -0.145  0.400  0.831  0.000      0
-0.027  0.401  0.052  0.233  -0.147  0.687  1.096  0.000      0
-0.038  0.383  0.045  0.226  -0.161  0.650  1.293  0.000      0
-0.040  0.502  0.044  0.303  -0.162  0.833  1.595  0.000      0
-0.040  0.502  0.044  0.303  -0.162  0.833  1.595  0.000      0
-0.082  0.614  0.017  0.377  -0.227  1.002  1.975  0.000      0
-0.082  0.614  0.017  0.377  -0.227  1.002  1.975  0.000      0
-0.132  0.592  -0.015  0.368  -0.305  0.953  2.260  0.000      0
-0.132  0.592  -0.015  0.368  -0.305  0.953  2.260  0.000      0
-0.171  0.349  -0.041  0.221  -0.364  0.553  2.212  0.000      0
-0.171  0.349  -0.041  0.221  -0.364  0.553  2.212  0.000      0
-0.214  0.057  -0.068  0.041  -0.427  0.077  1.835  0.000      0
-0.214  0.057  -0.068  0.041  -0.427  0.077  1.835  0.000      0
-0.240  0.049  -0.087  0.037  -0.465  0.064  1.525  0.000      0
-0.240  0.049  -0.087  0.037  -0.465  0.064  1.525  0.000      0
-0.283  0.133  -0.115  0.090  -0.526  0.198  1.375  0.000      0
-0.283  0.133  -0.115  0.090  -0.526  0.198  1.375  0.000      0
-0.336  0.139  -0.151  0.095  -0.605  0.204  1.263  0.000      0
-0.336  0.139  -0.151  0.095  -0.605  0.204  1.263  0.000      0
-0.392  0.256  -0.188  0.169  -0.687  0.390  1.310  0.000      0
-0.392  0.256  -0.188  0.169  -0.687  0.390  1.310  0.000      0
-0.444  0.482  -0.224  0.312  -0.761  0.746  1.614  0.000      0
-0.444  0.482  -0.224  0.312  -0.761  0.746  1.614  0.000      0
-0.500  0.677  -0.263  0.438  -0.841  1.047  2.090  0.000      0
-0.500  0.677  -0.263  0.438  -0.841  1.047  2.090  0.000      0
-0.544  0.644  -0.294  0.423  -0.900  0.982  2.442  0.000      0
-0.521  0.664  -0.284  0.440  -0.852  1.002  2.758  0.000      0
-0.562  0.632  -0.314  0.425  -0.907  0.937  2.982  0.000      0
-0.537  0.603  -0.303  0.412  -0.856  0.879  3.137  0.000      0
-0.553  0.516  -0.317  0.363  -0.870  0.728  3.170  0.000      0
-0.602  0.313  -0.352  0.240  -0.938  0.395  2.965  0.000      0
-0.657  0.059  -0.392  0.084  -1.014  -0.018  2.507  0.000      0
-0.735  -0.154  -0.445  -0.049  -1.125  -0.358  1.890  0.000      0
-0.837  -0.180  -0.515  -0.066  -1.274  -0.394  1.361  0.000      0
-0.917  0.025  -0.572  0.061  -1.385  -0.061  1.173  0.000      0
-0.987  0.346  -0.623  0.261  -1.479  0.452  1.395  0.000      0
-1.071  0.327  -0.683  0.252  -1.596  0.417  1.554  0.000      0
-1.020  0.552  -0.660  0.396  -1.494  0.771  1.952  0.000      0
-1.139  0.703  -0.742  0.494  -1.664  1.003  2.451  0.000      0
-1.139  0.703  -0.742  0.494  -1.664  1.003  2.451  0.000      0
-1.139  0.703  -0.742  0.494  -1.664  1.003  2.451  0.000      0
-1.214  0.833  -0.798  0.581  -1.763  1.198  3.010  0.000      0
-1.214  0.833  -0.798  0.581  -1.763  1.198  3.010  0.000      0
-1.272  0.896  -0.844  0.627  -1.834  1.284  3.542  0.000      0
-1.272  0.896  -0.844  0.627  -1.834  1.284  3.542  0.000      0
-1.210  0.887  -0.816  0.628  -1.711  1.252  3.973  0.000      0
-1.210  0.887  -0.816  0.628  -1.711  1.252  3.973  0.000      0
-1.260  0.682  -0.857  0.508  -1.770  0.909  4.091  0.000      0
-1.260  0.682  -0.857  0.508  -1.770  0.909  4.091  0.000      0
-1.288  0.301  -0.884  0.275  -1.791  0.288  3.750  0.000      0
-1.288  0.301  -0.884  0.275  -1.791  0.288  3.750  0.000      0
-1.274  -0.197  -0.886  -0.034  -1.745  -0.512  2.902  0.000      0
-1.274  -0.197  -0.886  -0.034  -1.745  -0.512  2.902  0.000      0
-1.264  -0.625  -0.890  -0.303  -1.707  -1.192  1.720  0.000      0
-1.264  -0.625  -0.890  -0.303  -1.707  -1.192  1.720  0.000      0
-1.240  -0.679  -0.885  -0.341  -1.647  -1.262  0.705  0.000      0
-1.240  -0.679  -0.885  -0.341  -1.647  -1.262  0.705  0.000      0
-1.216  -0.498  -0.880  -0.234  -1.588  -0.956  0.096  0.000      0
-1.216  -0.498  -0.880  -0.234  -1.588  -0.956  0.096  0.000      0
-1.179  -0.291  -0.867  -0.109  -1.509  -0.613  -0.156  0.000      0
-1.179  -0.291  -0.867  -0.109  -1.509  -0.613  -0.156  0.000      0
-1.154  -0.115  -0.860  -0.001  -1.449  -0.324  -0.154  0.000      0
-1.154  -0.115  -0.860  -0.001  -1.449  -0.324  -0.154  0.000      0
-1.122  0.051  -0.850  0.102  -1.380  -0.054  0.041  0.000      0
-1.122  0.051  -0.850  0.102  -1.380  -0.054  0.041  0.000      0
-1.122  0.051  -0.850  0.102  -1.380  -0.054  0.041  0.000      0
-1.119  0.107  -0.856  0.137  -1.356  0.037  0.264  0.000      0
-1.119  0.107  -0.856  0.137  -1.356  0.037  0.264  0.000      0
-1.107  0.079  -0.858  0.121  -1.320  -0.009  0.412  0.000      0
-1.107  0.079  -0.858  0.121  -1.320  -0.009  0.412  0.000      0
-1.098  -0.022  -0.861  0.058  -1.289  -0.171  0.414  0.000      0
-1.098  -0.022  -0.861  0.058  -1.289  -0.171  0.414  0.000      0
-1.085  -0.152  -0.862  -0.023  -1.252  -0.376  0.264  0.000      0
-1.085  -0.152  -0.862  -0.023  -1.252  -0.376  0.264  0.000      0
-1.068  -0.236  -0.860  -0.077  -1.209  -0.505  0.045  0.000      0
-1.068  -0.236  -0.860  -0.077  -1.209  -0.505  0.045  0.000      0
-1.050  -0.368  -0.858  -0.162  -1.165  -0.711  -0.288  0.000      0
-1.050  -0.368  -0.858  -0.162  -1.165  -0.711  -0.288  0.000      0
-1.025  -0.509  -0.850  -0.252  -1.110  -0.927  -0.722  0.000      0
-1.025  -0.509  -0.850  -0.252  -1.110  -0.927  -0.722  0.000      0
-0.983  -0.594  -0.832  -0.310  -1.027  -1.052  -1.176  0.000      0
-0.983  -0.594  -0.832  -0.310  -1.027  -1.052  -1.176  0.000      0
-0.941  -0.693  -0.814  -0.376  -0.948  -1.196  -1.661  0.000      0
-0.941  -0.693  -0.814  -0.376  -0.948  -1.196  -1.661  0.000      0
-0.896  -0.707  -0.793  -0.390  -0.863  -1.203  -2.074  0.000      0
-0.896  -0.707  -0.793  -0.390  -0.863  -1.203  -2.074  0.000      0
-0.854  -0.602  -0.774  -0.330  -0.786  -1.019  -2.291  0.000      0
-0.854  -0.602  -0.774  -0.330  -0.786  -1.019  -2.291  0.000      0
-0.823  -0.271  -0.761  -0.129  -0.725  -0.478  -2.086  0.000      0
-0.823  -0.271  -0.761  -0.129  -0.725  -0.478  -2.086  0.000      0
-0.823  -0.271  -0.761  -0.129  -0.725  -0.478  -2.086  0.000      0
-0.778  0.025  -0.740  0.054  -0.645  0.002  -1.578  0.000      0
-0.778  0.025  -0.740  0.054  -0.645  0.002  -1.578  0.000      0
-0.741  0.173  -0.723  0.147  -0.577  0.240  -0.997  0.000      0
-0.741  0.173  -0.723  0.147  -0.577  0.240  -0.997  0.000      0
-0.673  0.298  -0.686  0.227  -0.461  0.436  -0.381  0.000      0
-0.673  0.298  -0.686  0.227  -0.461  0.436  -0.381  0.000      0
-0.604  0.292  -0.648  0.226  -0.343  0.422  0.113  0.000      0
-0.604  0.292  -0.648  0.226  -0.343  0.422  0.113  0.000      0
-0.531  0.230  -0.608  0.189  -0.223  0.316  0.440  0.000      0
-0.531  0.230  -0.608  0.189  -0.223  0.316  0.440  0.000      0
-0.458  0.088  -0.567  0.102  -0.104  0.086  0.544  0.000      0
-0.458  0.088  -0.567  0.102  -0.104  0.086  0.544  0.000      0
-0.384  -0.157  -0.524  -0.051  0.017  -0.308  0.343  0.000      0
-0.301  -0.394  -0.475  -0.200  0.149  -0.684  -0.093  0.000      0
-0.210  -0.598  -0.420  -0.331  0.293  -1.001  -0.683  0.000      0
-0.133  -0.831  -0.374  -0.481  0.411  -1.361  -1.434  0.000      0
-0.048  -1.019  -0.322  -0.605  0.542  -1.644  -2.263  0.000      0
0.030  -1.099  -0.274  -0.663  0.660  -1.750  -3.033  0.000      0
0.113  -1.074  -0.221  -0.656  0.786  -1.688  -3.633  0.000      0
0.190  -0.882  -0.172  -0.545  0.899  -1.360  -3.903  0.000      0
0.190  -0.882  -0.172  -0.545  0.899  -1.360  -3.903  0.000      0
0.190  -0.882  -0.172  -0.545  0.899  -1.360  -3.903  0.000      0
0.264  -0.692  -0.125  -0.433  1.005  -1.038  -3.907  0.000      0
0.264  -0.692  -0.125  -0.433  1.005  -1.038  -3.907  0.000      0
0.348  -0.707  -0.070  -0.449  1.126  -1.050  -3.937  0.000      0
0.348  -0.707  -0.070  -0.449  1.126  -1.050  -3.937  0.000      0
0.422  -0.802  -0.021  -0.513  1.231  -1.188  -4.081  0.000      0
0.422  -0.802  -0.021  -0.513  1.231  -1.188  -4.081  0.000      0
0.497  -0.820  0.029  -0.531  1.336  -1.201  -4.226  0.000      0
0.497  -0.820  0.029  -0.531  1.336  -1.201  -4.226  0.000      0
0.569  -0.856  0.078  -0.560  1.434  -1.244  -4.395  0.000      0
0.569  -0.856  0.078  -0.560  1.434  -1.244  -4.395  0.000      0
0.643  -0.974  0.129  -0.641  1.532  -1.416  -4.679  0.000      0
0.643  -0.974  0.129  -0.641  1.532  -1.416  -4.679  0.000      0
0.707  -1.003  0.174  -0.667  1.616  -1.445  -4.954  0.000      0
0.707  -1.003  0.174  -0.667  1.616  -1.445  -4.954  0.000      0
0.780  -0.873  0.226  -0.594  1.713  -1.219  -5.035  0.000      0
0.780  -0.873  0.226  -0.594  1.713  -1.219  -5.035  0.000      0
0.848  -0.824  0.274  -0.570  1.799  -1.124  -5.054  0.000      0
0.848  -0.824  0.274  -0.570  1.799  -1.124  -5.054  0.000      0
0.900  -0.932  0.313  -0.644  1.858  -1.282  -5.206  0.000      0
0.900  -0.932  0.313  -0.644  1.858  -1.282  -5.206  0.000      0
0.947  -1.057  0.350  -0.729  1.910  -1.465  -5.487  0.000      0
0.947  -1.057  0.350  -0.729  1.910  -1.465  -5.487  0.000      0
0.984  -1.186  0.380  -0.819  1.945  -1.654  -5.879  0.000      0
0.984  -1.186  0.380  -0.819  1.945  -1.654  -5.879  0.000      0
0.984  -1.186  0.380  -0.819  1.945  -1.654  -5.879  0.000      0
1.031  -1.343  0.418  -0.926  1.996  -1.883  -6.393  0.000      0
1.031  -1.343  0.418  -0.926  1.996  -1.883  -6.393  0.000      0
1.055  -1.387  0.441  -0.964  2.009  -1.930  -6.876  0.000      0
1.055  -1.387  0.441  -0.964  2.009  -1.930  -6.876  0.000      0
1.066  -1.419  0.456  -0.995  2.000  -1.956  -7.321  0.000      0
1.066  -1.419  0.456  -0.995  2.000  -1.956  -7.321  0.000      0
1.090  -1.415  0.480  -1.004  2.014  -1.925  -7.694  0.000      0
1.090  -1.415  0.480  -1.004  2.014  -1.925  -7.694  0.000      0
1.095  -1.275  0.492  -0.928  1.995  -1.676  -7.851  0.000      0
1.094  -1.030  0.500  -0.785  1.967  -1.263  -7.711  0.000      0
1.088  -0.897  0.505  -0.710  1.934  -1.034  -7.460  0.000      0
1.088  -0.897  0.505  -0.710  1.934  -1.034  -7.460  0.000      0
1.085  -0.743  0.512  -0.621  1.903  -0.775  -7.094  0.000      0
1.085  -0.743  0.512  -0.621  1.903  -0.775  -7.094  0.000      0
1.066  -0.676  0.509  -0.585  1.849  -0.658  -6.737  0.000      0
1.066  -0.676  0.509  -0.585  1.849  -0.658  -6.737  0.000      0
1.066  -0.676  0.509  -0.585  1.849  -0.658  -6.737  0.000      0
1.066  -0.650  0.517  -0.575  1.825  -0.608  -6.432  0.000      0
1.066  -0.650  0.517  -0.575  1.825  -0.608  -6.432  0.000      0
1.064  -0.553  0.524  -0.519  1.799  -0.444  -6.085  0.000      0
1.064  -0.553  0.524  -0.519  1.799  -0.444  -6.085  0.000      0
1.045  -0.480  0.521  -0.478  1.745  -0.321  -5.732  0.000      0
1.045  -0.480  0.521  -0.478  1.745  -0.321  -5.732  0.000      0
1.040  -0.488  0.526  -0.487  1.715  -0.331  -5.469  0.000      0
1.040  -0.488  0.526  -0.487  1.715  -0.331  -5.469  0.000      0
1.025  -0.589  0.525  -0.554  1.669  -0.488  -5.385  0.000      0
1.025  -0.589  0.525  -0.554  1.669  -0.488  -5.385  0.000      0
1.006  -0.795  0.522  -0.687  1.618  -0.812  -5.569  0.000      0
1.006  -0.795  0.522  -0.687  1.618  -0.812  -5.569  0.000      0
0.988  -0.920  0.519  -0.771  1.568  -1.000  -5.875  0.000      0
0.988  -0.920  0.519  -0.771  1.568  -1.000  -5.875  0.000      0
0.958  -0.800  0.508  -0.704  1.501  -0.796  -5.995  0.000      0
0.958  -0.800  0.508  -0.704  1.501  -0.796  -5.995  0.000      0
0.946  -0.539  0.507  -0.547  1.461  -0.368  -5.799  0.000      0
0.946  -0.539  0.507  -0.547  1.461  -0.368  -5.799  0.000      0
0.915  -0.232  0.496  -0.359  1.392  0.128  -5.294  0.000      0
0.915  -0.232  0.496  -0.359  1.392  0.128  -5.294  0.000      0
0.901  0.113  0.494  -0.146  1.352  0.678  -4.491  0.000      0
0.901  0.113  0.494  -0.146  1.352  0.678  -4.491  0.000      0
0.876  0.367  0.486  0.013  1.295  1.075  -3.553  0.000      0
0.876  0.367  0.486  0.013  1.295  1.075  -3.553  0.000      0
0.876  0.367  0.486  0.013  1.295  1.075  -3.553  0.000      0
0.851  0.514  0.478  0.108  1.240  1.296  -2.627  0.000      0
0.825  0.626  0.468  0.183  1.182  1.459  -1.748  0.000      0
0.804  0.779  0.462  0.284  1.133  1.686  -0.858  0.000      0
0.802  0.900  0.467  0.365  1.116  1.858  0.007  0.000      0
0.785  0.825  0.462  0.326  1.074  1.715  0.623  0.000      0
0.790  0.719  0.472  0.266  1.068  1.523  1.005  0.000      0
0.797  0.688  0.482  0.252  1.065  1.453  1.284  0.000      0
0.783  0.715  0.480  0.274  1.029  1.477  1.549  0.000      0
0.768  0.701  0.477  0.271  0.993  1.436  1.755  0.000      0
0.768  0.701  0.477  0.271  0.993  1.436  1.755  0.000      0
0.768  0.701  0.477  0.271  0.993  1.436  1.755  0.000      0
0.754  0.764  0.474  0.316  0.957  1.519  2.004  0.000      0
0.754  0.764  0.474  0.316  0.957  1.519  2.004  0.000      0
0.737  0.895  0.470  0.404  0.918  1.709  2.367  0.000      0
0.737  0.895  0.470  0.404  0.918  1.709  2.367  0.000      0
0.737  0.994  0.476  0.474  0.906  1.847  2.787  0.000      0
0.737  0.994  0.476  0.474  0.906  1.847  2.787  0.000      0
0.725  1.046  0.474  0.514  0.875  1.906  3.199  0.000      0
0.725  1.046  0.474  0.514  0.875  1.906  3.199  0.000      0
0.724  0.995  0.479  0.491  0.862  1.800  3.484  0.000      0
0.724  0.995  0.479  0.491  0.862  1.800  3.484  0.000      0
0.719  0.902  0.482  0.441  0.843  1.628  3.619  0.000      0
0.719  0.902  0.482  0.441  0.843  1.628  3.619  0.000      0
0.717  0.831  0.486  0.403  0.829  1.493  3.657  0.000      0
0.717  0.831  0.486  0.403  0.829  1.493  3.657  0.000      0
0.716  0.769  0.492  0.371  0.817  1.375  3.629  0.000      0
0.716  0.769  0.492  0.371  0.817  1.375  3.629  0.000      0
0.723  0.829  0.501  0.415  0.817  1.454  3.688  0.000      0
0.723  0.829  0.501  0.415  0.817  1.454  3.688  0.000      0
0.723  0.898  0.507  0.465  0.807  1.545  3.829  0.000      0
0.723  0.898  0.507  0.465  0.807  1.545  3.829  0.000      0
0.716  0.847  0.509  0.440  0.785  1.444  3.896  0.000      0
0.716  0.847  0.509  0.440  0.785  1.444  3.896  0.000      0
0.718  0.861  0.516  0.455  0.779  1.447  3.978  0.000      0
0.718  0.861  0.516  0.455  0.779  1.447  3.978  0.000      0
0.718  0.861  0.516  0.455  0.779  1.447  3.978  0.000      0
0.727  0.930  0.527  0.505  0.783  1.540  4.138  0.000      0
0.727  0.930  0.527  0.505  0.783  1.540  4.138  0.000      0
0.718  1.020  0.528  0.569  0.759  1.663  4.385  0.000      0
0.718  1.020  0.528  0.569  0.759  1.663  4.385  0.000      0
0.707  1.066  0.526  0.606  0.732  1.717  4.653  0.000      0
0.707  1.066  0.526  0.606  0.732  1.717  4.653  0.000      0
0.694  1.085  0.524  0.627  0.701  1.725  4.905  0.000      0
0.694  1.085  0.524  0.627  0.701  1.725  4.905  0.000      0
0.674  1.136  0.517  0.667  0.661  1.784  5.181  0.000      0
0.674  1.136  0.517  0.667  0.661  1.784  5.181  0.000      0
0.650  1.244  0.507  0.744  0.614  1.935  5.546  0.000      0
0.650  1.244  0.507  0.744  0.614  1.935  5.546  0.000      0
0.628  1.238  0.499  0.750  0.571  1.900  5.849  0.000      0
0.628  1.238  0.499  0.750  0.571  1.900  5.849  0.000      0
0.607  1.080  0.491  0.661  0.530  1.622  5.924  0.000      0
0.607  1.080  0.491  0.661  0.530  1.622  5.924  0.000      0
0.590  0.877  0.485  0.542  0.496  1.276  5.762  0.000      0
0.590  0.877  0.485  0.542  0.496  1.276  5.762  0.000      0
0.561  0.714  0.471  0.448  0.443  1.000  5.455  0.000      0
0.561  0.714  0.471  0.448  0.443  1.000  5.455  0.000      0
0.539  0.584  0.462  0.372  0.403  0.779  5.069  0.000      0
0.539  0.584  0.462  0.372  0.403  0.779  5.069  0.000      0
0.524  0.444  0.457  0.290  0.373  0.546  4.605  0.000      0
0.524  0.444  0.457  0.290  0.373  0.546  4.605  0.000      0
0.524  0.444  0.457  0.290  0.373  0.546  4.605  0.000      0
0.505  0.392  0.449  0.261  0.337  0.455  4.179  0.000      0
0.505  0.392  0.449  0.261  0.337  0.455  4.179  0.000      0
0.490  0.379  0.444  0.256  0.310  0.429  3.830  0.000      0
0.490  0.379  0.444  0.256  0.310  0.429  3.830  0.000      0
0.492  0.385  0.449  0.262  0.308  0.432  3.563  0.000      0
0.492  0.385  0.449  0.262  0.308  0.432  3.563  0.000      0
0.501  0.412  0.459  0.282  0.319  0.470  3.388  0.000      0
0.501  0.412  0.459  0.282  0.319  0.470  3.388  0.000      0
0.511  0.517  0.469  0.351  0.331  0.631  3.376  0.000      0
0.511  0.517  0.469  0.351  0.331  0.631  3.376  0.000      0
0.526  0.555  0.483  0.379  0.351  0.684  3.421  0.000      0
0.526  0.555  0.483  0.379  0.351  0.684  3.421  0.000      0
0.540  0.562  0.495  0.388  0.368  0.687  3.473  0.000      0
0.540  0.562  0.495  0.388  0.368  0.687  3.473  0.000      0
0.553  0.700  0.508  0.479  0.385  0.899  3.686  0.000      0
0.553  0.700  0.508  0.479  0.385  0.899  3.686  0.000      0
0.580  0.824  0.529  0.562  0.422  1.086  4.013  0.000      0
0.588  0.806  0.539  0.557  0.430  1.043  4.266  0.000      0
0.601  0.560  0.552  0.410  0.446  0.637  4.194  0.000      0
0.595  0.354  0.552  0.285  0.430  0.298  3.903  0.000      0
0.585  0.243  0.551  0.219  0.408  0.117  3.547  0.000      0
0.579  0.198  0.552  0.193  0.394  0.043  3.212  0.000      0
0.557  0.258  0.543  0.232  0.354  0.140  3.018  0.000      0
0.557  0.258  0.543  0.232  0.354  0.140  3.018  0.000      0
0.545  0.315  0.540  0.269  0.329  0.228  2.931  0.000      0
0.545  0.315  0.540  0.269  0.329  0.228  2.931  0.000      0
0.545  0.391  0.544  0.320  0.326  0.348  2.957  0.000      0
0.545  0.391  0.544  0.320  0.326  0.348  2.957  0.000      0
0.540  0.448  0.546  0.358  0.314  0.434  3.049  0.000      0
0.540  0.448  0.546  0.358  0.314  0.434  3.049  0.000      0
0.555  0.416  0.559  0.342  0.334  0.378  3.094  0.000      0
0.555  0.416  0.559  0.342  0.334  0.378  3.094  0.000      0
0.548  0.341  0.559  0.299  0.318  0.253  3.048  0.000      0
0.548  0.341  0.559  0.299  0.318  0.253  3.048  0.000      0
0.567  0.244  0.576  0.240  0.345  0.093  2.903  0.000      0
0.567  0.244  0.576  0.240  0.345  0.093  2.903  0.000      0
0.564  0.115  0.578  0.162  0.335  -0.114  2.640  0.000      0
0.564  0.115  0.578  0.162  0.335  -0.114  2.640  0.000      0
