acc_{hum}[rpm/s]  acc_{exo}[rpm/s]  vel_{hum}[rpm]  vel_{exo}[rpm]  vel_{motor}[rpm]  actual\_Vel[rpm]  Voltage[V]
-0.801  -17522.648  -0.032  0.000  -1114.173     12  0.076
-0.864  -17794.740  -0.040  0.000  -1278.640    -99  0.627
-0.842  -17607.500  -0.040  0.000  -1145.045   -209  1.323
-0.822  -16811.719  -0.046  0.000  -1294.134   -283  1.791
-0.822  -16811.719  -0.046  0.000  -1294.134   -283  1.791
-0.821  -15527.241  -0.055  0.000  -1501.459   -374  2.367
-0.821  -15527.241  -0.055  0.000  -1501.459   -374  2.367
-0.862  -14169.036  -0.065  0.000  -1788.201   -449  2.842
-0.862  -14169.036  -0.065  0.000  -1788.201   -449  2.842
-0.919  -13437.397  -0.073  0.000  -1932.183   -572  3.620
-0.919  -13437.397  -0.073  0.000  -1932.183   -572  3.620
-0.930  -13353.834  -0.080  0.000  -2006.867   -711  4.500
-0.915  -13411.468  -0.087  0.000  -2076.731   -856  5.418
-0.894  -15139.751  -0.093  0.000  -1876.728  -1292  8.177
-0.880  -16581.666  -0.099  0.000  -1985.618  -1330  8.418
-0.887  -17297.762  -0.105  0.000  -2172.796  -1373  8.690
-0.907  -17061.752  -0.112  0.000  -2441.284  -1373  8.690
-0.884  -16390.260  -0.119  0.000  -2656.841  -1430  9.051
-0.841  -15354.157  -0.124  0.000  -2719.948  -1491  9.437
-0.766  -13748.299  -0.124  0.000  -2675.613  -1491  9.437
-0.710  -11890.658  -0.128  0.000  -2718.903  -1582  10.013
-0.710  -11890.658  -0.128  0.000  -2718.903  -1582  10.013
-0.660  -9973.335  -0.132  0.000  -2785.546  -1669  10.563
-0.660  -9973.335  -0.132  0.000  -2785.546  -1669  10.563
-0.621  -8413.843  -0.138  0.000  -2868.395  -1816  11.494
-0.567  -7734.680  -0.139  0.000  -2704.280  -2001  12.665
-0.514  -9289.460  -0.141  0.000  -2655.137  -2101  13.297
-0.514  -9289.460  -0.141  0.000  -2655.137  -2101  13.297
-0.466  -11046.902  -0.145  0.000  -2680.666  -2187  13.842
-0.466  -11046.902  -0.145  0.000  -2680.666  -2187  13.842
-0.432  -12268.971  -0.149  0.000  -2775.071  -2253  14.259
-0.432  -12268.971  -0.149  0.000  -2775.071  -2253  14.259
-0.415  -12602.917  -0.153  0.000  -2842.397  -2328  14.734
-0.415  -12602.917  -0.153  0.000  -2842.397  -2328  14.734
-0.412  -12513.260  -0.155  0.000  -2827.577  -2399  15.184
-0.402  -12320.106  -0.155  0.000  -2761.975  -2464  15.595
-0.402  -12320.106  -0.155  0.000  -2761.975  -2464  15.595
-0.354  -11629.063  -0.155  0.000  -2684.832  -2506  15.861
-0.354  -11629.063  -0.155  0.000  -2684.832  -2506  15.861
-0.299  -10642.558  -0.154  0.000  -2642.250  -2545  16.108
-0.299  -10642.558  -0.154  0.000  -2642.250  -2545  16.108
-0.254  -9216.612  -0.157  0.000  -2694.018  -2586  16.367
-0.226  -7669.722  -0.158  0.000  -2704.706  -2616  16.557
-0.226  -7669.722  -0.158  0.000  -2704.706  -2616  16.557
-0.226  -7669.722  -0.158  0.000  -2704.706  -2616  16.557
-0.185  -6600.228  -0.158  0.000  -2698.628  -2629  16.639
-0.185  -6600.228  -0.158  0.000  -2698.628  -2629  16.639
-0.138  -5799.576  -0.158  0.000  -2667.317  -2648  16.759
-0.092  -5078.596  -0.157  0.000  -2637.429  -2659  16.829
-0.063  -4211.671  -0.158  0.000  -2641.263  -2667  16.880
-0.043  -3313.938  -0.156  0.000  -2588.617  -2677  16.943
-0.022  -2519.356  -0.155  0.000  -2540.079  -2677  16.943
0.003  -1928.050  -0.154  0.000  -2495.305  -2676  16.937
0.047  -1483.554  -0.151  0.000  -2390.909  -2676  16.937
0.109  -1063.457  -0.147  0.000  -2268.380  -2670  16.899
0.169  -641.041  -0.143  0.000  -2145.624  -2662  16.848
0.228  -297.707  -0.139  0.000  -2013.700  -2662  16.848
0.287  87.094  -0.135  0.000  -1891.048  -2641  16.715
0.287  87.094  -0.135  0.000  -1891.048  -2641  16.715
0.356  482.468  -0.129  0.000  -1715.673  -2614  16.544
0.398  1098.376  -0.129  0.000  -1757.484  -2551  16.146
0.398  1098.376  -0.129  0.000  -1757.484  -2551  16.146
0.427  1969.047  -0.125  0.000  -1703.666  -2481  15.703
0.427  1969.047  -0.125  0.000  -1703.666  -2481  15.703
0.462  3046.518  -0.119  0.000  -1586.681  -2401  15.196
0.462  3046.518  -0.119  0.000  -1586.681  -2401  15.196
0.503  4342.498  -0.112  0.000  -1443.644  -2304  14.582
0.503  4342.498  -0.112  0.000  -1443.644  -2304  14.582
0.541  5733.484  -0.105  0.000  -1315.170  -2211  13.994
0.541  5733.484  -0.105  0.000  -1315.170  -2211  13.994
0.587  7085.531  -0.098  0.000  -1145.169  -2123  13.437
0.600  8358.717  -0.097  0.000  -1227.504  -2032  12.861
0.608  9383.458  -0.093  0.000  -1157.992  -1961  12.411
0.608  9383.458  -0.093  0.000  -1157.992  -1961  12.411
0.626  9975.943  -0.086  0.000  -977.243  -1900  12.025
0.626  9975.943  -0.086  0.000  -977.243  -1900  12.025
0.663  10235.668  -0.077  0.000  -737.913  -1825  11.551
0.663  10235.668  -0.077  0.000  -737.913  -1825  11.551
0.729  10263.914  -0.067  0.000  -499.666  -1736  10.987
0.729  10263.914  -0.067  0.000  -499.666  -1736  10.987
0.780  10369.230  -0.058  0.000  -306.290  -1624  10.278
0.779  10631.717  -0.058  0.000  -436.597  -1503  9.513
0.779  10631.717  -0.058  0.000  -436.597  -1503  9.513
0.785  10909.787  -0.050  0.000  -272.508  -1406  8.899
0.785  10909.787  -0.050  0.000  -272.508  -1406  8.899
0.818  11232.510  -0.041  0.000  -30.174  -1305  8.259
0.888  11736.774  -0.028  0.000  289.351  -1173  7.424
1.001  13933.871  -0.014  0.000  349.488   -752  4.759
1.094  15858.088  -0.001  0.000  679.813   -711  4.500
1.162  16681.939  0.009  0.000  1029.796   -711  4.500
1.218  16546.590  0.019  0.000  1359.209   -644  4.076
1.275  15824.430  0.029  0.000  1648.650   -564  3.570
1.357  15168.029  0.043  0.000  1978.964   -434  2.747
1.434  14166.937  0.054  0.000  2282.641   -434  2.747
1.434  14166.937  0.054  0.000  2282.641   -434  2.747
1.439  14554.726  0.064  0.000  2256.880    -75  0.475
1.359  14194.174  0.064  0.000  2220.721    -75  0.475
1.359  14194.174  0.064  0.000  2220.721    -75  0.475
1.267  14860.193  0.073  0.000  2173.124    354  2.241
1.267  14860.193  0.073  0.000  2173.124    354  2.241
1.190  15824.267  0.082  0.000  2260.920    548  3.468
1.142  18824.350  0.092  0.000  2382.855    761  4.816
1.142  18824.350  0.092  0.000  2382.855    761  4.816
1.142  18824.350  0.092  0.000  2382.855    761  4.816
1.122  21902.313  0.103  0.000  2547.064    952  6.025
1.122  21902.313  0.103  0.000  2547.064    952  6.025
1.105  24560.250  0.112  0.000  2596.398   1231  7.791
1.036  26277.346  0.112  0.000  2374.890   1415  8.956
0.976  26785.186  0.120  0.000  2506.504   1539  9.741
0.976  26785.186  0.120  0.000  2506.504   1539  9.741
0.968  26450.561  0.130  0.000  2758.434   1659  10.500
0.968  26450.561  0.130  0.000  2758.434   1659  10.500
1.006  24657.539  0.143  0.000  3091.848   1749  11.070
1.006  24657.539  0.143  0.000  3091.848   1749  11.070
1.064  23322.238  0.153  0.000  3326.204   1870  11.835
1.064  23322.238  0.153  0.000  3326.204   1870  11.835
1.059  20904.469  0.159  0.000  3394.823   2010  12.722
0.999  19404.797  0.158  0.000  3191.274   2154  13.633
0.932  18039.148  0.163  0.000  3214.323   2266  14.342
0.932  18039.148  0.163  0.000  3214.323   2266  14.342
0.932  18039.148  0.163  0.000  3214.323   2266  14.342
0.878  16768.234  0.169  0.000  3328.022   2379  15.057
0.864  15675.339  0.179  0.000  3528.188   2521  15.956
0.865  15154.907  0.185  0.000  3649.540   2611  16.525
0.812  16398.828  0.190  0.000  3465.725   2980  18.861
0.731  17340.182  0.192  0.000  3419.103   3011  19.057
0.658  17235.666  0.195  0.000  3539.934   3011  19.057
0.630  16130.651  0.201  0.000  3751.001   3043  19.259
0.635  14312.834  0.206  0.000  3937.285   3066  19.405
0.645  12451.782  0.210  0.000  4017.858   3093  19.576
0.590  10668.511  0.210  0.000  3970.497   3093  19.576
0.514  8813.859  0.211  0.000  3990.667   3114  19.709
0.514  8813.859  0.211  0.000  3990.667   3114  19.709
0.435  6680.631  0.213  0.000  4042.040   3135  19.842
0.383  4460.917  0.215  0.000  4121.862   3154  19.962
0.383  4460.917  0.215  0.000  4121.862   3154  19.962
0.348  2278.895  0.217  0.000  4190.587   3170  20.063
0.348  2278.895  0.217  0.000  4190.587   3170  20.063
0.348  2278.895  0.217  0.000  4190.587   3170  20.063
0.317  2003.797  0.218  0.000  4192.703   3183  20.146
0.268  2283.284  0.219  0.000  4187.222   3203  20.272
0.209  2382.029  0.219  0.000  4163.290   3211  20.323
0.209  2382.029  0.219  0.000  4163.290   3211  20.323
0.171  2154.793  0.220  0.000  4219.797   3214  20.342
0.171  2154.793  0.220  0.000  4219.797   3214  20.342
0.147  1724.879  0.220  0.000  4216.414   3220  20.380
0.147  1724.879  0.220  0.000  4216.414   3220  20.380
0.122  1406.781  0.218  0.000  4148.941   3225  20.411
0.122  1406.781  0.218  0.000  4148.941   3225  20.411
0.074  1212.064  0.216  0.000  4067.988   3226  20.418
0.074  1212.064  0.216  0.000  4067.988   3226  20.418
0.012  1162.108  0.213  0.000  3949.153   3228  20.430
-0.043  1061.879  0.212  0.000  3936.003   3228  20.430
-0.098  757.204  0.210  0.000  3857.431   3228  20.430
-0.098  757.204  0.210  0.000  3857.431   3228  20.430
-0.098  757.204  0.210  0.000  3857.431   3228  20.430
-0.154  448.445  0.206  0.000  3711.422   3229  20.437
-0.223  205.498  0.200  0.000  3525.327   3225  20.411
-0.223  205.498  0.200  0.000  3525.327   3225  20.411
-0.312  116.755  0.192  0.000  3250.219   3224  20.405
-0.417  100.367  0.184  0.000  2978.826   3224  20.405
-0.504  178.851  0.179  0.000  2765.154   3247  20.551
-0.577  231.610  0.173  0.000  2566.356   3247  20.551
-0.648  254.620  0.167  0.000  2338.116   3247  20.551
-0.727  271.707  0.157  0.000  2025.965   3247  20.551
-0.799  302.902  0.151  0.000  1800.336   3246  20.544
-0.833  316.181  0.146  0.000  1616.186   3244  20.532
-0.807  307.625  0.146  0.000  1617.863   3244  20.532
-0.768  263.378  0.140  0.000  1433.750   3242  20.519
-0.750  155.295  0.130  0.000  1082.374   3239  20.500
-0.750  155.295  0.130  0.000  1082.374   3239  20.500
-0.767  -167.346  0.119  0.000  751.751   3204  20.278
-0.767  -167.346  0.119  0.000  751.751   3204  20.278
-0.767  -167.346  0.119  0.000  751.751   3204  20.278
-0.819  -1195.814  0.108  0.000  489.944   3070  19.430
-0.825  -4185.173  0.107  0.000  895.173   2659  16.829
-0.824  -7992.531  0.101  0.000  955.956   2450  15.506
-0.824  -7992.531  0.101  0.000  955.956   2450  15.506
-0.850  -11814.555  0.090  0.000  744.993   2280  14.430
-0.850  -11814.555  0.090  0.000  744.993   2280  14.430
-0.934  -15325.665  0.075  0.000  389.613   2094  13.253
-0.934  -15325.665  0.075  0.000  389.613   2094  13.253
-1.054  -18466.324  0.060  0.000  44.550   1902  12.038
-1.054  -18466.324  0.060  0.000  44.550   1902  12.038
-1.175  -21315.781  0.049  0.000  -142.925   1701  10.766
-1.181  -23787.748  0.049  0.000  130.273   1500  9.494
-1.161  -25291.707  0.041  0.000  36.326   1355  8.576
-1.161  -25291.707  0.041  0.000  36.326   1355  8.576
-1.153  -25254.309  0.032  0.000  -179.170   1234  7.810
-1.153  -25254.309  0.032  0.000  -179.170   1234  7.810
-1.185  -23703.445  0.017  0.000  -562.421   1093  6.918
-1.185  -23703.445  0.017  0.000  -562.421   1093  6.918
-1.246  -21489.760  0.006  0.000  -803.894    936  5.924
-1.246  -21489.760  0.006  0.000  -803.894    936  5.924
-1.255  -20689.879  -0.005  0.000  -974.944    761  4.816
-1.224  -20649.400  -0.013  0.000  -1043.023    585  3.703
-1.191  -20461.090  -0.022  0.000  -1196.964    456  2.886
-1.187  -22199.938  -0.032  0.000  -984.203   -132  0.835
-1.218  -23242.648  -0.041  0.000  -1181.998   -185  1.171
-1.271  -23438.861  -0.051  0.000  -1500.318   -242  1.532
-1.256  -22769.615  -0.060  0.000  -1839.753   -242  1.532
-1.221  -21668.574  -0.069  0.000  -2083.477   -325  2.057
-1.130  -20172.039  -0.069  0.000  -1978.798   -418  2.646
-1.063  -17851.219  -0.077  0.000  -2172.240   -418  2.646
-1.063  -17851.219  -0.077  0.000  -2172.240   -418  2.646
-1.018  -16257.866  -0.086  0.000  -2208.289   -686  4.342
-1.018  -16257.866  -0.086  0.000  -2208.289   -686  4.342
-0.992  -15122.571  -0.094  0.000  -2315.173   -865  5.475
-0.992  -15122.571  -0.094  0.000  -2315.173   -865  5.475
-0.968  -14058.863  -0.103  0.000  -2500.756  -1008  6.380
-0.903  -13180.354  -0.103  0.000  -2323.705  -1204  7.620
-0.903  -13180.354  -0.103  0.000  -2323.705  -1204  7.620
-0.849  -14861.156  -0.110  0.000  -2399.427  -1333  8.437
-0.849  -14861.156  -0.110  0.000  -2399.427  -1333  8.437
-0.809  -16741.748  -0.116  0.000  -2491.330  -1452  9.190
-0.809  -16741.748  -0.116  0.000  -2491.330  -1452  9.190
-0.807  -18330.148  -0.126  0.000  -2654.614  -1602  10.139
-0.807  -18330.148  -0.126  0.000  -2654.614  -1602  10.139
-0.830  -18938.480  -0.135  0.000  -2814.139  -1734  10.975
-0.830  -18938.480  -0.135  0.000  -2814.139  -1734  10.975
-0.871  -18875.033  -0.142  0.000  -2946.230  -1852  11.722
-0.830  -18374.061  -0.142  0.000  -2831.103  -1967  12.449
-0.787  -16966.230  -0.147  0.000  -2924.977  -2053  12.994
-0.787  -16966.230  -0.147  0.000  -2924.977  -2053  12.994
-0.765  -15959.481  -0.154  0.000  -3082.271  -2127  13.462
-0.765  -15959.481  -0.154  0.000  -3082.271  -2127  13.462
-0.757  -15076.056  -0.160  0.000  -3197.495  -2212  14.000
-0.757  -15076.056  -0.160  0.000  -3197.495  -2212  14.000
-0.767  -14027.195  -0.166  0.000  -3284.351  -2312  14.633
-0.767  -14027.195  -0.166  0.000  -3284.351  -2312  14.633
-0.722  -13388.794  -0.168  0.000  -3244.876  -2426  15.354
-0.641  -12882.628  -0.167  0.000  -3097.716  -2533  16.032
-0.641  -12882.628  -0.167  0.000  -3097.716  -2533  16.032
-0.564  -12311.684  -0.171  0.000  -3162.439  -2612  16.532
-0.511  -11802.201  -0.175  0.000  -3236.941  -2683  16.981
-0.485  -12405.020  -0.179  0.000  -3117.002  -2947  18.652
-0.468  -12837.628  -0.181  0.000  -3103.240  -2963  18.753
-0.414  -12672.370  -0.182  0.000  -3163.982  -2963  18.753
-0.357  -11898.433  -0.184  0.000  -3212.657  -2980  18.861
-0.313  -10623.929  -0.185  0.000  -3249.915  -3000  18.987
-0.286  -9074.674  -0.187  0.000  -3297.656  -3017  19.095
-0.272  -7457.154  -0.188  0.000  -3309.992  -3017  19.095
-0.248  -6020.813  -0.188  0.000  -3260.664  -3039  19.234
-0.188  -4688.649  -0.186  0.000  -3209.879  -3059  19.361
-0.134  -3294.297  -0.186  0.000  -3196.275  -3082  19.506
-0.134  -3294.297  -0.186  0.000  -3196.275  -3082  19.506
-0.094  -1932.960  -0.187  0.000  -3197.666  -3102  19.633
-0.094  -1932.960  -0.187  0.000  -3197.666  -3102  19.633
-0.068  -1909.288  -0.187  0.000  -3172.103  -3124  19.772
-0.068  -1909.288  -0.187  0.000  -3172.103  -3124  19.772
-0.033  -2220.001  -0.185  0.000  -3081.065  -3145  19.905
-0.033  -2220.001  -0.185  0.000  -3081.065  -3145  19.905
0.000  -2438.775  -0.184  0.000  -3028.228  -3162  20.013
0.000  -2438.775  -0.184  0.000  -3028.228  -3162  20.013
0.042  -2430.893  -0.182  0.000  -2936.310  -3171  20.070
0.074  -2187.694  -0.181  0.000  -2936.853  -3166  20.038
0.095  -1848.161  -0.180  0.000  -2903.655  -3160  20.000
0.095  -1848.161  -0.180  0.000  -2903.655  -3160  20.000
0.102  -1416.133  -0.180  0.000  -2910.635  -3145  19.905
0.102  -1416.133  -0.180  0.000  -2910.635  -3145  19.905
0.105  -998.805  -0.180  0.000  -2915.409  -3129  19.804
0.105  -998.805  -0.180  0.000  -2915.409  -3129  19.804
0.104  -454.519  -0.180  0.000  -2952.142  -3104  19.646
0.104  -454.519  -0.180  0.000  -2952.142  -3104  19.646
0.109  280.864  -0.178  0.000  -2918.605  -3077  19.475
0.102  1027.812  -0.178  0.000  -2933.231  -3054  19.329
0.102  1027.812  -0.178  0.000  -2933.231  -3054  19.329
0.089  1626.990  -0.177  0.000  -2918.538  -3040  19.241
0.089  1626.990  -0.177  0.000  -2918.538  -3040  19.241
0.084  2002.711  -0.176  0.000  -2889.871  -3028  19.165
0.083  2191.714  -0.174  0.000  -2854.829  -3011  19.057
0.099  2466.626  -0.173  0.000  -2843.517  -2955  18.703
0.131  2655.215  -0.168  0.000  -2717.061  -2949  18.665
0.181  2660.412  -0.164  0.000  -2561.276  -2949  18.665
0.239  2490.078  -0.159  0.000  -2406.549  -2945  18.639
0.309  2208.506  -0.153  0.000  -2205.078  -2935  18.576
0.382  1970.712  -0.147  0.000  -2012.624  -2919  18.475
0.465  1765.258  -0.141  0.000  -1806.696  -2919  18.475
0.512  1706.268  -0.141  0.000  -1815.997  -2892  18.304
0.546  1883.623  -0.136  0.000  -1728.391  -2832  17.924
0.546  1883.623  -0.136  0.000  -1728.391  -2832  17.924
0.574  2330.825  -0.131  0.000  -1616.717  -2753  17.424
0.574  2330.825  -0.131  0.000  -1616.717  -2753  17.424
0.589  3182.445  -0.125  0.000  -1549.308  -2646  16.747
0.589  3182.445  -0.125  0.000  -1549.308  -2646  16.747
0.597  4727.247  -0.119  0.000  -1478.696  -2517  15.930
0.597  4727.247  -0.119  0.000  -1478.696  -2517  15.930
0.623  6743.713  -0.111  0.000  -1332.820  -2365  14.968
0.619  8753.979  -0.110  0.000  -1429.316  -2253  14.259
0.619  8753.979  -0.110  0.000  -1429.316  -2253  14.259
0.607  10394.482  -0.105  0.000  -1359.546  -2171  13.741
0.607  10394.482  -0.105  0.000  -1359.546  -2171  13.741
0.622  11621.842  -0.097  0.000  -1157.339  -2086  13.203
0.664  12595.253  -0.089  0.000  -965.815  -1979  12.525
0.664  12595.253  -0.089  0.000  -965.815  -1979  12.525
0.735  13052.499  -0.079  0.000  -733.495  -1905  12.057
0.735  13052.499  -0.079  0.000  -733.495  -1905  12.057
0.735  13052.499  -0.079  0.000  -733.495  -1905  12.057
0.788  13023.201  -0.071  0.000  -530.357  -1828  11.570
0.847  13095.961  -0.061  0.000  -358.442  -1655  10.475
0.860  12895.962  -0.060  0.000  -445.006  -1572  9.949
0.860  12895.962  -0.060  0.000  -445.006  -1572  9.949
0.889  12473.805  -0.050  0.000  -153.056  -1497  9.475
0.889  12473.805  -0.050  0.000  -153.056  -1497  9.475
0.937  12160.656  -0.039  0.000  135.696  -1393  8.816
0.937  12160.656  -0.039  0.000  135.696  -1393  8.816
1.020  12341.571  -0.027  0.000  399.337  -1263  7.994
1.077  13109.882  -0.016  0.000  603.864  -1084  6.861
1.108  15951.804  -0.007  0.000  379.453   -566  3.582
1.141  18254.395  0.003  0.000  596.551   -519  3.285
1.182  19557.615  0.015  0.000  957.013   -459  2.905
1.228  19333.295  0.025  0.000  1370.008   -459  2.905
1.276  18344.266  0.036  0.000  1703.443   -376  2.380
1.327  17608.428  0.046  0.000  1908.156   -286  1.810
1.261  16376.339  0.046  0.000  1855.275   -286  1.810
1.192  14946.418  0.054  0.000  1980.336   -148  0.937
1.192  14946.418  0.054  0.000  1980.336   -148  0.937
1.138  13269.394  0.064  0.000  2198.145     -2  0.013
1.138  13269.394  0.064  0.000  2198.145     -2  0.013
1.095  12049.873  0.073  0.000  2277.941    260  1.646
1.095  12049.873  0.073  0.000  2277.941    260  1.646
1.054  12134.007  0.079  0.000  2175.223    559  3.538
1.054  12134.007  0.079  0.000  2175.223    559  3.538
0.991  15441.666  0.084  0.000  2033.684    819  5.184
0.891  19339.021  0.083  0.000  1768.884   1037  6.563
0.804  22404.564  0.088  0.000  1799.293   1177  7.449
0.804  22404.564  0.088  0.000  1799.293   1177  7.449
0.734  23655.828  0.094  0.000  1915.695   1278  8.089
0.734  23655.828  0.094  0.000  1915.695   1278  8.089
0.710  23750.250  0.102  0.000  2115.938   1374  8.696
0.710  23750.250  0.102  0.000  2115.938   1374  8.696
0.716  23243.188  0.109  0.000  2240.929   1463  9.259
0.716  23243.188  0.109  0.000  2240.929   1463  9.259
0.683  21831.072  0.114  0.000  2307.198   1550  9.810
0.625  19885.338  0.114  0.000  2190.235   1636  10.354
0.625  19885.338  0.114  0.000  2190.235   1636  10.354
0.597  17078.820  0.119  0.000  2319.680   1699  10.753
0.597  17078.820  0.119  0.000  2319.680   1699  10.753
0.608  14053.198  0.127  0.000  2520.949   1764  11.165
0.608  14053.198  0.127  0.000  2520.949   1764  11.165
0.656  11837.681  0.136  0.000  2768.510   1851  11.715
0.656  11837.681  0.136  0.000  2768.510   1851  11.715
0.721  10564.772  0.145  0.000  2983.863   1917  12.133
0.721  10564.772  0.145  0.000  2983.863   1917  12.133
0.753  10151.971  0.152  0.000  3133.989   1998  12.646
