accBasedController [2021-02-28-19-15-46]
time[s]  vel_hum[rad/s]  vel_exo[rad/s]  acc_hum[rad/ss]  acc_exo[rad/ss]  theta_c[rad]  theta_l[rad]
0.055003  0.006  -0.003  -0.137  -0.327  0.000  0.000
0.056003  0.002  -0.005  -0.531  -0.219  0.000  0.000
0.057003  0.002  -0.005  -0.531  -0.219  0.000  0.000
0.058003  0.002  -0.005  -0.531  -0.219  0.000  0.000
0.059003  0.002  -0.005  -0.531  -0.219  0.000  0.000
0.060003  0.002  -0.005  -0.531  -0.219  0.000  0.000
0.061003  0.002  -0.005  -0.531  -0.219  0.000  0.000
0.062003  0.002  -0.005  -0.531  -0.219  0.000  0.000
0.063003  0.002  -0.008  -0.008  -0.407  0.000  0.000
0.064003  0.002  -0.008  -0.008  -0.407  0.000  0.000
0.065003  0.002  -0.008  -0.008  -0.407  0.000  0.000
0.066003  0.002  -0.008  -0.008  -0.407  0.000  0.000
0.067003  0.002  -0.008  -0.008  -0.407  0.000  0.000
0.068003  0.002  -0.008  -0.008  -0.407  0.000  0.000
0.069003  0.002  -0.008  -0.008  -0.407  0.000  0.000
0.070004  0.002  -0.008  0.030  -0.007  0.000  0.000
0.071004  0.002  -0.008  0.030  -0.007  0.000  0.000
0.072004  0.002  -0.008  0.030  -0.007  0.000  0.000
0.073004  0.002  -0.008  0.030  -0.007  0.000  0.000
0.074004  0.002  -0.008  0.030  -0.007  0.000  0.000
0.075004  0.002  -0.008  0.030  -0.007  0.000  0.000
0.076004  0.002  -0.008  0.030  -0.007  0.000  0.000
0.077004  0.002  -0.010  0.009  -0.214  0.000  0.000
0.078004  0.002  -0.010  0.009  -0.214  0.000  0.000
0.079004  0.002  -0.010  0.009  -0.214  0.000  0.000
0.080004  0.002  -0.010  0.009  -0.214  0.000  0.000
0.081004  0.002  -0.010  0.009  -0.214  0.000  0.000
0.082004  0.002  -0.010  0.009  -0.214  0.000  0.000
0.083004  0.002  -0.010  0.009  -0.214  0.000  0.000
0.084004  0.001  -0.012  -0.112  -0.186  0.000  0.000
0.085004  0.001  -0.012  -0.112  -0.186  0.000  0.000
0.086004  0.001  -0.012  -0.112  -0.186  0.000  0.000
0.087005  0.001  -0.012  -0.112  -0.186  0.000  0.000
0.088005  0.001  -0.012  -0.112  -0.186  0.000  0.000
0.089005  0.001  -0.012  -0.112  -0.186  0.000  0.000
0.090005  0.001  -0.012  -0.112  -0.186  0.000  0.000
0.091005  0.001  -0.011  -0.038  0.084  0.000  0.000
0.092005  0.001  -0.011  -0.038  0.084  0.000  0.000
0.093005  0.001  -0.011  -0.038  0.084  0.000  0.000
0.094005  0.001  -0.011  -0.038  0.084  0.000  0.000
0.095005  0.001  -0.011  -0.038  0.084  0.000  0.000
0.096005  0.001  -0.011  -0.038  0.084  0.000  0.000
0.097005  0.001  -0.011  -0.038  0.084  0.000  0.000
0.098005  0.003  -0.010  0.216  0.152  0.000  0.000
0.099005  0.003  -0.010  0.216  0.152  0.000  0.000
0.100005  0.003  -0.010  0.216  0.152  0.000  0.000
0.101005  0.003  -0.010  0.216  0.152  0.000  0.000
0.102005  0.003  -0.010  0.216  0.152  0.000  0.000
0.103005  0.003  -0.010  0.216  0.152  0.000  0.000
0.104005  0.003  -0.010  0.216  0.152  0.000  0.000
0.105006  0.003  -0.008  0.060  0.154  0.000  0.000
0.106006  0.003  -0.008  0.060  0.154  0.000  0.000
0.107006  0.003  -0.008  0.060  0.154  0.000  0.000
0.108006  0.003  -0.008  0.060  0.154  0.000  0.000
0.109006  0.003  -0.008  0.060  0.154  0.000  0.000
0.110006  0.003  -0.008  0.060  0.154  0.000  0.000
0.111006  0.003  -0.008  0.060  0.154  0.000  0.000
0.112006  0.003  -0.010  -0.038  -0.214  0.000  0.000
0.113006  0.003  -0.010  -0.038  -0.214  0.000  0.000
0.114006  0.003  -0.010  -0.038  -0.214  0.000  0.000
0.115006  0.003  -0.010  -0.038  -0.214  0.000  0.000
0.116006  0.003  -0.010  -0.038  -0.214  0.000  0.000
0.117006  0.003  -0.010  -0.038  -0.214  0.000  0.000
0.118006  0.003  -0.010  -0.038  -0.214  0.000  0.000
0.119006  0.002  -0.009  -0.143  0.089  0.000  0.000
0.120006  0.002  -0.009  -0.143  0.089  0.000  0.000
0.121006  0.002  -0.009  -0.143  0.089  0.000  0.000
0.122007  0.002  -0.009  -0.143  0.089  0.000  0.000
0.123007  0.002  -0.009  -0.143  0.089  0.000  0.000
0.124007  0.002  -0.009  -0.143  0.089  0.000  0.000
0.125007  0.002  -0.009  -0.143  0.089  0.000  0.000
0.126007  0.003  -0.009  0.192  0.068  0.000  0.000
0.127007  0.003  -0.009  0.192  0.068  0.000  0.000
0.128007  0.003  -0.009  0.192  0.068  0.000  0.000
0.129007  0.003  -0.009  0.192  0.068  0.000  0.000
0.130007  0.003  -0.009  0.192  0.068  0.000  0.000
0.131007  0.003  -0.009  0.192  0.068  0.000  0.000
0.132007  0.003  -0.009  0.192  0.068  0.000  0.000
0.133007  0.004  -0.009  0.076  -0.051  0.000  0.000
0.134007  0.004  -0.009  0.076  -0.051  0.000  0.000
0.135007  0.004  -0.009  0.076  -0.051  0.000  0.000
0.136007  0.004  -0.009  0.076  -0.051  0.000  0.000
0.137007  0.004  -0.009  0.076  -0.051  0.000  0.000
0.138007  0.004  -0.009  0.076  -0.051  0.000  0.000
0.139007  0.004  -0.009  0.076  -0.051  0.000  0.000
0.140008  0.004  -0.010  0.040  -0.041  0.000  0.000
0.141008  0.004  -0.010  0.040  -0.041  0.000  0.000
0.142008  0.004  -0.010  0.040  -0.041  0.000  0.000
0.143008  0.004  -0.010  0.040  -0.041  0.000  0.000
0.144008  0.004  -0.010  0.040  -0.041  0.000  0.000
0.145008  0.004  -0.010  0.040  -0.041  0.000  0.000
0.146008  0.004  -0.010  0.040  -0.041  0.000  0.000
0.147008  0.004  -0.011  0.013  -0.106  0.000  0.000
0.148008  0.004  -0.011  0.013  -0.106  0.000  0.000
0.149008  0.004  -0.011  0.013  -0.106  0.000  0.000
0.150008  0.004  -0.011  0.013  -0.106  0.000  0.000
0.151008  0.004  -0.011  0.013  -0.106  0.000  0.000
0.152008  0.004  -0.011  0.013  -0.106  0.000  0.000
0.153008  0.004  -0.011  0.013  -0.106  0.000  0.000
0.154008  0.006  -0.012  0.202  -0.164  0.000  0.000
0.155008  0.006  -0.012  0.202  -0.164  0.000  0.000
0.156008  0.006  -0.012  0.202  -0.164  0.000  0.000
0.157009  0.006  -0.012  0.202  -0.164  0.000  0.000
0.158009  0.006  -0.012  0.202  -0.164  0.000  0.000
0.160009  0.006  -0.012  0.202  -0.164  0.000  0.000
0.162009  0.006  -0.012  0.202  -0.164  0.000  0.000
0.163009  0.006  -0.012  -0.019  -0.033  0.000  0.000
0.164009  0.006  -0.012  -0.019  -0.033  0.000  0.000
0.165009  0.006  -0.012  -0.019  -0.033  0.000  0.000
0.166009  0.006  -0.012  -0.019  -0.033  0.000  0.000
0.167009  0.006  -0.012  -0.019  -0.033  0.000  0.000
0.168009  0.006  -0.012  -0.019  -0.033  0.000  0.000
0.169009  0.006  -0.012  -0.019  -0.033  0.000  0.000
0.170009  0.006  -0.012  -0.004  -0.007  0.000  0.000
0.171009  0.006  -0.012  -0.004  -0.007  0.000  0.000
0.172009  0.006  -0.012  -0.004  -0.007  0.000  0.000
0.173009  0.006  -0.012  -0.004  -0.007  0.000  0.000
0.174009  0.006  -0.012  -0.004  -0.007  0.000  0.000
0.175010  0.006  -0.012  -0.004  -0.007  0.000  0.000
0.176010  0.006  -0.012  -0.004  -0.007  0.000  0.000
0.177010  0.006  -0.012  -0.001  -0.002  0.000  0.000
0.178010  0.006  -0.012  -0.001  -0.002  0.000  0.000
0.179010  0.006  -0.012  -0.001  -0.002  0.000  0.000
0.180010  0.006  -0.012  -0.001  -0.002  0.000  0.000
0.181010  0.006  -0.012  -0.001  -0.002  0.000  0.000
0.182010  0.006  -0.012  -0.001  -0.002  0.000  0.000
0.183010  0.006  -0.012  -0.001  -0.002  0.000  0.000
0.184010  0.006  -0.012  -0.000  -0.000  0.000  0.000
0.185010  0.006  -0.012  -0.000  -0.000  0.000  0.000
0.186010  0.006  -0.012  -0.000  -0.000  0.000  0.000
0.187010  0.006  -0.012  -0.000  -0.000  0.000  0.000
0.189010  0.006  -0.012  -0.000  -0.000  0.000  0.000
0.190010  0.006  -0.012  -0.000  -0.000  0.000  0.000
0.191010  0.006  -0.012  -0.000  -0.000  0.000  0.000
0.192011  0.006  -0.012  -0.000  -0.000  0.000  0.000
0.193011  0.006  -0.012  -0.000  -0.000  0.000  0.000
0.194011  0.006  -0.012  -0.000  -0.000  0.000  0.000
0.195011  0.006  -0.012  -0.000  -0.000  0.000  0.000
0.196011  0.006  -0.012  -0.000  -0.000  0.000  0.000
0.197011  0.006  -0.012  -0.000  -0.000  0.000  0.000
0.198011  0.006  -0.012  -0.000  -0.000  0.000  0.000
0.199011  0.006  -0.012  -0.000  -0.000  0.000  0.000
0.200011  0.006  -0.012  -0.000  -0.000  0.000  0.000
0.201011  0.006  -0.012  -0.000  -0.000  0.000  0.000
0.202011  0.006  -0.012  -0.000  -0.000  0.000  0.000
0.203011  0.006  -0.012  -0.000  -0.000  0.000  0.000
0.204011  0.006  -0.012  -0.000  -0.000  0.000  0.000
0.205011  0.006  -0.012  -0.000  -0.000  0.000  0.000
0.206011  0.003  -0.011  -0.356  0.103  0.000  0.000
0.207011  0.003  -0.011  -0.356  0.103  0.000  0.000
0.208011  0.003  -0.011  -0.356  0.103  0.000  0.000
0.209011  0.003  -0.011  -0.356  0.103  0.000  0.000
0.210012  0.003  -0.011  -0.356  0.103  0.000  0.000
0.211012  0.003  -0.011  -0.356  0.103  0.000  0.000
0.212012  0.003  -0.011  -0.356  0.103  0.000  0.000
0.213012  0.004  -0.013  0.189  -0.151  0.000  0.000
0.214012  0.004  -0.013  0.189  -0.151  0.000  0.000
0.215012  0.004  -0.013  0.189  -0.151  0.000  0.000
0.216012  0.004  -0.013  0.189  -0.151  0.000  0.000
0.217012  0.004  -0.013  0.189  -0.151  0.000  0.000
0.218012  0.004  -0.013  0.189  -0.151  0.000  0.000
0.219012  0.004  -0.013  0.189  -0.151  0.000  0.000
0.220012  0.004  -0.011  -0.047  0.195  0.000  0.000
0.221012  0.004  -0.011  -0.047  0.195  0.000  0.000
0.222012  0.004  -0.011  -0.047  0.195  0.000  0.000
0.223012  0.004  -0.011  -0.047  0.195  0.000  0.000
0.224012  0.004  -0.011  -0.047  0.195  0.000  0.000
0.225012  0.004  -0.011  -0.047  0.195  0.000  0.000
0.226012  0.004  -0.011  -0.047  0.195  0.000  0.000
0.227013  0.005  -0.012  0.165  -0.073  0.000  0.000
0.228013  0.005  -0.012  0.165  -0.073  0.000  0.000
0.229013  0.005  -0.012  0.165  -0.073  0.000  0.000
0.230013  0.005  -0.012  0.165  -0.073  0.000  0.000
0.231013  0.005  -0.012  0.165  -0.073  0.000  0.000
0.232013  0.005  -0.012  0.165  -0.073  0.000  0.000
0.233013  0.005  -0.012  0.165  -0.073  0.000  0.000
0.234013  0.004  -0.012  -0.208  -0.061  0.000  0.000
0.235013  0.004  -0.012  -0.208  -0.061  0.000  0.000
0.236013  0.004  -0.012  -0.208  -0.061  0.000  0.000
0.237013  0.004  -0.012  -0.208  -0.061  0.000  0.000
0.238013  0.004  -0.012  -0.208  -0.061  0.000  0.000
0.239013  0.004  -0.012  -0.208  -0.061  0.000  0.000
0.240013  0.004  -0.012  -0.208  -0.061  0.000  0.000
0.241013  0.004  -0.012  0.103  0.038  0.000  0.000
0.242013  0.004  -0.012  0.103  0.038  0.000  0.000
0.243013  0.004  -0.012  0.103  0.038  0.000  0.000
0.244013  0.004  -0.012  0.103  0.038  0.000  0.000
0.245014  0.004  -0.012  0.103  0.038  0.000  0.000
0.246014  0.004  -0.012  0.103  0.038  0.000  0.000
0.247014  0.004  -0.012  0.103  0.038  0.000  0.000
0.248014  0.002  -0.010  -0.243  0.276  0.000  0.000
0.249014  0.002  -0.010  -0.243  0.276  0.000  0.000
0.250014  0.002  -0.010  -0.243  0.276  0.000  0.000
0.251014  0.002  -0.010  -0.243  0.276  0.000  0.000
0.252014  0.002  -0.010  -0.243  0.276  0.000  0.000
0.253014  0.002  -0.010  -0.243  0.276  0.000  0.000
0.254014  0.002  -0.010  -0.243  0.276  0.000  0.000
0.255014  0.004  -0.011  0.208  -0.144  0.000  0.000
0.256014  0.004  -0.011  0.208  -0.144  0.000  0.000
0.257014  0.004  -0.011  0.208  -0.144  0.000  0.000
0.258014  0.004  -0.011  0.208  -0.144  0.000  0.000
0.259014  0.004  -0.011  0.208  -0.144  0.000  0.000
0.260014  0.004  -0.011  0.208  -0.144  0.000  0.000
0.261014  0.004  -0.011  0.208  -0.144  0.000  0.000
0.262015  0.005  -0.011  0.084  -0.005  0.000  0.000
0.263015  0.005  -0.011  0.084  -0.005  0.000  0.000
0.264015  0.005  -0.011  0.084  -0.005  0.000  0.000
0.265015  0.005  -0.011  0.084  -0.005  0.000  0.000
0.266015  0.005  -0.011  0.084  -0.005  0.000  0.000
0.267015  0.005  -0.011  0.084  -0.005  0.000  0.000
0.268015  0.005  -0.011  0.084  -0.005  0.000  0.000
0.269015  0.005  -0.008  0.077  0.344  0.000  0.000
0.270015  0.005  -0.008  0.077  0.344  0.000  0.000
0.271015  0.005  -0.008  0.077  0.344  0.000  0.000
0.272015  0.005  -0.008  0.077  0.344  0.000  0.000
0.273015  0.005  -0.008  0.077  0.344  0.000  0.000
0.274015  0.005  -0.008  0.077  0.344  0.000  0.000
0.275015  0.005  -0.008  0.077  0.344  0.000  0.000
0.276015  0.005  -0.008  -0.075  -0.048  0.000  0.000
0.277015  0.005  -0.008  -0.075  -0.048  0.000  0.000
0.278015  0.005  -0.008  -0.075  -0.048  0.000  0.000
0.279015  0.005  -0.008  -0.075  -0.048  0.000  0.000
0.280016  0.005  -0.008  -0.075  -0.048  0.000  0.000
0.281016  0.005  -0.008  -0.075  -0.048  0.000  0.000
0.282016  0.005  -0.008  -0.075  -0.048  0.000  0.000
0.283016  0.004  -0.009  -0.079  -0.120  0.000  0.000
0.284016  0.004  -0.009  -0.079  -0.120  0.000  0.000
0.285016  0.004  -0.009  -0.079  -0.120  0.000  0.000
0.286016  0.004  -0.009  -0.079  -0.120  0.000  0.000
0.287016  0.004  -0.009  -0.079  -0.120  0.000  0.000
0.288016  0.004  -0.009  -0.079  -0.120  0.000  0.000
0.289016  0.004  -0.009  -0.079  -0.120  0.000  0.000
0.290016  0.004  -0.006  -0.072  0.409  0.000  0.000
0.291016  0.004  -0.006  -0.072  0.409  0.000  0.000
0.292016  0.004  -0.006  -0.072  0.409  0.000  0.000
0.293016  0.004  -0.006  -0.072  0.409  0.000  0.000
0.294016  0.004  -0.006  -0.072  0.409  0.000  0.000
0.295016  0.004  -0.006  -0.072  0.409  0.000  0.000
0.296016  0.004  -0.006  -0.072  0.409  0.000  0.000
0.297017  0.003  -0.009  -0.073  -0.427  0.000  0.000
0.298017  0.003  -0.009  -0.073  -0.427  0.000  0.000
0.299017  0.003  -0.009  -0.073  -0.427  0.000  0.000
0.300017  0.003  -0.009  -0.073  -0.427  0.000  0.000
0.301017  0.003  -0.009  -0.073  -0.427  0.000  0.000
0.302017  0.003  -0.009  -0.073  -0.427  0.000  0.000
0.303017  0.003  -0.009  -0.073  -0.427  0.000  0.000
0.304017  0.000  -0.013  -0.314  -0.426  0.000  0.000
0.305017  0.000  -0.013  -0.314  -0.426  0.000  0.000
0.306017  0.000  -0.013  -0.314  -0.426  0.000  0.000
0.307017  0.000  -0.013  -0.314  -0.426  0.000  0.000
0.308017  0.000  -0.013  -0.314  -0.426  0.000  0.000
0.309017  0.000  -0.013  -0.314  -0.426  0.000  0.000
0.310017  0.000  -0.013  -0.314  -0.426  0.000  0.000
0.311017  0.002  -0.014  0.246  -0.080  0.000  0.000
0.312017  0.002  -0.014  0.246  -0.080  0.000  0.000
0.313017  0.002  -0.014  0.246  -0.080  0.000  0.000
0.314017  0.002  -0.014  0.246  -0.080  0.000  0.000
0.315018  0.002  -0.014  0.246  -0.080  0.000  0.000
0.316018  0.002  -0.014  0.246  -0.080  0.000  0.000
0.317018  0.002  -0.014  0.246  -0.080  0.000  0.000
0.318018  0.005  -0.015  0.358  -0.132  0.000  0.000
0.319018  0.005  -0.015  0.358  -0.132  0.000  0.000
0.320018  0.005  -0.015  0.358  -0.132  0.000  0.000
0.321018  0.005  -0.015  0.358  -0.132  0.000  0.000
0.322018  0.005  -0.015  0.358  -0.132  0.000  0.000
0.323018  0.005  -0.015  0.358  -0.132  0.000  0.000
0.324018  0.005  -0.015  0.358  -0.132  0.000  0.000
0.325018  0.005  -0.013  -0.026  0.218  0.000  0.000
0.326018  0.005  -0.013  -0.026  0.218  0.000  0.000
0.327018  0.005  -0.013  -0.026  0.218  0.000  0.000
0.328018  0.005  -0.013  -0.026  0.218  0.000  0.000
0.329018  0.005  -0.013  -0.026  0.218  0.000  0.000
0.330018  0.005  -0.013  -0.026  0.218  0.000  0.000
0.331018  0.005  -0.013  -0.026  0.218  0.000  0.000
0.332019  0.004  -0.012  -0.103  0.161  0.000  0.000
0.333019  0.004  -0.012  -0.103  0.161  0.000  0.000
0.334019  0.004  -0.012  -0.103  0.161  0.000  0.000
0.335019  0.004  -0.012  -0.103  0.161  0.000  0.000
0.336019  0.004  -0.012  -0.103  0.161  0.000  0.000
0.337019  0.004  -0.012  -0.103  0.161  0.000  0.000
0.338019  0.004  -0.012  -0.103  0.161  0.000  0.000
0.339019  0.003  -0.008  -0.100  0.396  0.000  0.000
0.340019  0.003  -0.008  -0.100  0.396  0.000  0.000
0.341019  0.003  -0.008  -0.100  0.396  0.000  0.000
0.342019  0.003  -0.008  -0.100  0.396  0.000  0.000
0.343019  0.003  -0.008  -0.100  0.396  0.000  0.000
0.344019  0.003  -0.008  -0.100  0.396  0.000  0.000
0.345019  0.003  -0.008  -0.100  0.396  0.000  0.000
0.346019  0.002  -0.009  -0.182  -0.075  0.000  0.000
0.347019  0.002  -0.009  -0.182  -0.075  0.000  0.000
0.348019  0.002  -0.009  -0.182  -0.075  0.000  0.000
0.349019  0.002  -0.009  -0.182  -0.075  0.000  0.000
0.350020  0.002  -0.009  -0.182  -0.075  0.000  0.000
0.351020  0.002  -0.009  -0.182  -0.075  0.000  0.000
0.352020  0.002  -0.009  -0.182  -0.075  0.000  0.000
0.353020  0.002  -0.008  -0.026  0.128  0.000  0.000
0.354020  0.002  -0.008  -0.026  0.128  0.000  0.000
0.355020  0.002  -0.008  -0.026  0.128  0.000  0.000
0.356020  0.002  -0.008  -0.026  0.128  0.000  0.000
0.357020  0.002  -0.008  -0.026  0.128  0.000  0.000
0.358020  0.002  -0.008  -0.026  0.128  0.000  0.000
0.359020  0.002  -0.008  -0.026  0.128  0.000  0.000
0.360020  0.001  -0.008  -0.112  -0.038  0.000  0.000
0.361020  0.001  -0.008  -0.112  -0.038  0.000  0.000
0.362020  0.001  -0.008  -0.112  -0.038  0.000  0.000
0.363020  0.001  -0.008  -0.112  -0.038  0.000  0.000
0.364020  0.001  -0.008  -0.112  -0.038  0.000  0.000
0.365020  0.001  -0.008  -0.112  -0.038  0.000  0.000
0.366020  0.001  -0.008  -0.112  -0.038  0.000  0.000
0.367021  0.001  -0.008  -0.025  -0.008  0.000  0.000
0.368021  0.001  -0.008  -0.025  -0.008  0.000  0.000
0.369021  0.001  -0.008  -0.025  -0.008  0.000  0.000
0.370021  0.001  -0.008  -0.025  -0.008  0.000  0.000
0.371021  0.001  -0.008  -0.025  -0.008  0.000  0.000
0.372021  0.001  -0.008  -0.025  -0.008  0.000  0.000
0.373021  0.001  -0.008  -0.025  -0.008  0.000  0.000
0.374021  0.001  -0.008  -0.005  -0.002  0.000  0.000
0.375021  0.001  -0.008  -0.005  -0.002  0.000  0.000
0.376021  0.001  -0.008  -0.005  -0.002  0.000  0.000
0.377021  0.001  -0.008  -0.005  -0.002  0.000  0.000
0.378021  0.001  -0.008  -0.005  -0.002  0.000  0.000
0.379021  0.001  -0.008  -0.005  -0.002  0.000  0.000
0.380021  0.001  -0.008  -0.005  -0.002  0.000  0.000
0.381021  0.001  -0.008  -0.001  -0.000  0.000  0.000
0.382021  0.001  -0.008  -0.001  -0.000  0.000  0.000
0.383021  0.001  -0.008  -0.001  -0.000  0.000  0.000
0.384021  0.001  -0.008  -0.001  -0.000  0.000  0.000
0.385022  0.001  -0.008  -0.001  -0.000  0.000  0.000
0.386022  0.001  -0.008  -0.001  -0.000  0.000  0.000
0.387022  0.001  -0.008  -0.001  -0.000  0.000  0.000
0.388022  0.001  -0.008  -0.000  -0.000  0.000  0.000
0.389022  0.001  -0.008  -0.000  -0.000  0.000  0.000
0.390022  0.001  -0.008  -0.000  -0.000  0.000  0.000
0.391022  0.001  -0.008  -0.000  -0.000  0.000  0.000
0.392022  0.001  -0.008  -0.000  -0.000  0.000  0.000
0.393022  0.001  -0.008  -0.000  -0.000  0.000  0.000
0.394022  0.001  -0.008  -0.000  -0.000  0.000  0.000
0.395022  0.001  -0.008  -0.000  -0.000  0.000  0.000
0.396022  0.001  -0.008  -0.000  -0.000  0.000  0.000
0.397022  0.001  -0.008  -0.000  -0.000  0.000  0.000
0.398022  0.001  -0.008  -0.000  -0.000  0.000  0.000
0.399022  0.001  -0.008  -0.000  -0.000  0.000  0.000
0.400022  0.001  -0.008  -0.000  -0.000  0.000  0.000
0.401022  0.001  -0.008  -0.000  -0.000  0.000  0.000
0.402023  0.001  -0.010  0.027  -0.183  0.000  0.000
0.403023  0.001  -0.010  0.027  -0.183  0.000  0.000
0.404023  0.001  -0.010  0.027  -0.183  0.000  0.000
0.405023  0.001  -0.010  0.027  -0.183  0.000  0.000
0.406023  0.001  -0.010  0.027  -0.183  0.000  0.000
0.407023  0.001  -0.010  0.027  -0.183  0.000  0.000
0.408023  0.001  -0.010  0.027  -0.183  0.000  0.000
0.409023  0.004  -0.009  0.388  0.123  0.000  0.000
0.410023  0.004  -0.009  0.388  0.123  0.000  0.000
0.411023  0.004  -0.009  0.388  0.123  0.000  0.000
0.412023  0.004  -0.009  0.388  0.123  0.000  0.000
0.413023  0.004  -0.009  0.388  0.123  0.000  0.000
0.414023  0.004  -0.009  0.388  0.123  0.000  0.000
0.415023  0.004  -0.009  0.388  0.123  0.000  0.000
0.416023  0.005  -0.009  0.180  -0.002  0.000  0.000
0.417023  0.005  -0.009  0.180  -0.002  0.000  0.000
0.418023  0.005  -0.009  0.180  -0.002  0.000  0.000
0.419023  0.005  -0.009  0.180  -0.002  0.000  0.000
0.420024  0.005  -0.009  0.180  -0.002  0.000  0.000
0.421024  0.005  -0.009  0.180  -0.002  0.000  0.000
0.422024  0.005  -0.009  0.180  -0.002  0.000  0.000
0.423024  0.007  -0.008  0.238  0.099  0.000  0.000
0.424024  0.007  -0.008  0.238  0.099  0.000  0.000
0.425024  0.007  -0.008  0.238  0.099  0.000  0.000
0.426024  0.007  -0.008  0.238  0.099  0.000  0.000
0.427024  0.007  -0.008  0.238  0.099  0.000  0.000
0.428024  0.007  -0.008  0.238  0.099  0.000  0.000
0.429024  0.007  -0.008  0.238  0.099  0.000  0.000
0.430024  0.007  -0.005  -0.070  0.329  0.000  0.000
0.431024  0.007  -0.005  -0.070  0.329  0.000  0.000
0.432024  0.007  -0.005  -0.070  0.329  0.000  0.000
0.433024  0.007  -0.005  -0.070  0.329  0.000  0.000
0.434024  0.007  -0.005  -0.070  0.329  0.000  0.000
0.435024  0.007  -0.005  -0.070  0.329  0.000  0.000
0.436024  0.007  -0.005  -0.070  0.329  0.000  0.000
0.437025  0.004  -0.002  -0.287  0.383  0.000  0.000
0.438025  0.004  -0.002  -0.287  0.383  0.000  0.000
0.439025  0.004  -0.002  -0.287  0.383  0.000  0.000
0.440025  0.004  -0.002  -0.287  0.383  0.000  0.000
0.441025  0.004  -0.002  -0.287  0.383  0.000  0.000
0.442025  0.004  -0.002  -0.287  0.383  0.000  0.000
0.443025  0.004  -0.002  -0.287  0.383  0.000  0.000
0.444025  0.005  -0.003  0.054  -0.131  0.000  0.000
0.445025  0.005  -0.003  0.054  -0.131  0.000  0.000
0.446025  0.005  -0.003  0.054  -0.131  0.000  0.000
