CAC
time[s]  vel_hum[rad/s]  vel_adm[rad/s]  vel_motor[rad/s]  T_Sea[N.m]
0.002000  0.000  0.000  0.000  0.000
0.003000  0.000  0.000  0.000  -0.000
0.004000  0.000  0.000  0.000  -0.000
0.005000  -0.007  -0.000  0.000  -0.000
0.007000  -0.011  -0.000  0.000  0.000
0.008000  -0.015  -0.000  -0.000  0.000
0.009000  -0.018  -0.000  -0.000  0.000
0.010000  -0.020  -0.000  -0.000  0.000
0.011000  -0.023  0.000  -0.000  0.000
0.012000  -0.025  0.000  -0.000  0.000
0.013000  -0.026  0.000  -0.000  0.000
0.014000  -0.028  0.000  -0.000  0.000
0.016000  -0.030  0.000  -0.000  0.000
0.017001  -0.032  0.000  -0.000  0.000
0.018001  -0.033  0.000  -0.000  0.000
0.019001  -0.035  0.000  -0.000  0.000
0.020001  -0.036  0.000  -0.000  -0.000
0.021001  -0.037  0.000  -0.000  -0.000
0.022001  -0.039  0.000  -0.000  -0.000
0.023001  -0.040  0.000  -0.000  -0.000
0.024001  -0.041  0.000  -0.000  -0.000
0.025001  -0.043  0.000  -0.000  -0.000
0.026001  -0.044  0.000  -0.000  -0.000
0.027001  -0.045  0.000  -0.000  -0.000
0.029001  -0.045  -0.000  -0.000  -0.000
0.030001  -0.046  -0.000  -0.000  -0.000
0.031001  -0.047  -0.000  -0.000  -0.000
0.033001  -0.048  -0.000  -0.000  -0.000
0.034002  -0.049  0.000  0.000  -0.000
0.035002  -0.050  0.000  0.000  -0.000
0.036002  -0.051  0.000  0.000  -0.000
0.037002  -0.052  0.000  0.000  -0.000
0.038002  -0.053  0.000  0.000  -0.000
0.039002  -0.053  0.000  0.000  -0.000
0.041002  -0.054  0.000  0.000  -0.000
0.042002  -0.055  0.000  0.000  -0.000
0.043002  -0.056  -0.000  0.000  -0.000
0.044002  -0.056  -0.000  0.000  -0.000
0.045002  -0.057  -0.000  0.000  -0.000
0.046002  -0.058  -0.000  0.000  -0.000
0.047002  -0.059  -0.000  0.000  -0.000
0.049002  -0.060  -0.000  0.000  -0.000
0.050002  -0.060  -0.000  0.000  -0.000
0.051002  -0.061  -0.000  0.000  -0.000
0.052003  -0.062  -0.000  0.000  -0.000
0.053003  -0.063  -0.000  0.000  -0.000
0.054003  -0.064  -0.000  0.000  -0.000
0.055003  -0.064  -0.000  0.000  -0.000
0.056003  -0.065  -0.000  0.000  -0.000
0.058003  -0.066  -0.000  0.000  -0.000
0.059003  -0.067  -0.000  0.000  -0.000
0.060003  -0.068  -0.000  0.000  -0.000
0.061003  -0.069  -0.000  0.000  -0.000
0.062003  -0.070  -0.000  0.000  -0.000
0.063003  -0.071  -0.000  0.000  -0.000
0.064003  -0.072  -0.000  0.000  -0.000
0.066003  -0.072  0.000  0.000  -0.000
0.067003  -0.073  0.000  0.000  -0.000
0.068003  -0.074  0.000  0.000  -0.000
0.069004  -0.075  0.000  0.000  -0.000
0.070004  -0.076  0.000  0.000  -0.000
0.071004  -0.077  0.000  0.000  -0.000
0.072004  -0.078  -0.000  0.000  -0.000
0.073004  -0.079  -0.000  0.000  -0.000
0.074004  -0.080  -0.000  0.000  -0.000
0.075004  -0.081  -0.000  0.000  -0.000
0.076004  -0.082  -0.000  0.000  -0.000
0.077004  -0.083  -0.000  0.000  -0.000
0.078004  -0.084  -0.000  0.000  -0.000
0.079004  -0.085  -0.000  0.000  -0.000
0.080004  -0.085  -0.000  0.000  -0.000
0.081004  -0.086  -0.000  0.000  -0.000
0.083004  -0.087  0.000  0.000  -0.000
0.084004  -0.088  0.000  0.000  -0.000
0.085004  -0.089  0.000  0.000  -0.000
0.086004  -0.090  0.000  0.000  -0.000
0.087005  -0.091  0.000  0.000  -0.000
0.088005  -0.092  0.000  0.000  -0.000
0.089005  -0.093  0.000  0.000  -0.000
0.090005  -0.093  0.000  0.000  -0.000
0.091005  -0.094  0.000  0.000  -0.000
0.092005  -0.095  0.000  0.000  -0.000
0.093005  -0.096  0.000  0.000  -0.000
0.094005  -0.098  0.000  0.000  -0.000
0.095005  -0.099  0.000  0.000  -0.000
0.096005  -0.100  0.000  0.000  -0.000
0.097005  -0.101  0.000  0.000  -0.000
0.099005  -0.102  0.000  0.000  -0.000
0.100005  -0.104  -0.000  0.000  -0.000
0.101005  -0.105  -0.000  0.000  -0.000
0.102005  -0.106  -0.000  0.000  -0.000
0.103005  -0.108  -0.000  0.000  -0.000
0.104006  -0.110  -0.000  0.000  -0.000
0.105006  -0.111  -0.000  0.000  -0.000
0.107006  -0.113  -0.000  0.000  -0.000
0.108006  -0.115  -0.000  0.000  -0.000
0.109006  -0.117  -0.000  0.000  -0.000
0.110006  -0.120  -0.000  0.000  -0.000
0.111006  -0.122  -0.000  0.000  -0.000
0.112006  -0.124  -0.000  0.000  -0.000
0.113006  -0.126  -0.000  0.000  -0.000
0.114006  -0.129  -0.000  0.000  -0.000
0.116006  -0.131  -0.000  0.000  -0.000
0.117006  -0.134  -0.000  0.000  -0.000
0.118006  -0.136  -0.000  0.000  -0.000
0.119006  -0.139  -0.000  0.000  -0.000
0.120006  -0.142  0.000  0.000  -0.000
0.121006  -0.145  0.000  0.000  -0.000
0.122007  -0.148  0.000  0.000  -0.000
0.123007  -0.150  0.000  0.000  -0.000
0.125007  -0.153  0.000  0.000  -0.000
0.126007  -0.156  0.000  0.000  -0.000
0.127007  -0.159  -0.000  0.000  -0.000
0.128007  -0.162  -0.000  0.000  -0.000
0.129007  -0.165  -0.000  0.000  -0.000
0.130007  -0.168  -0.000  0.000  -0.000
0.131007  -0.172  -0.000  0.000  -0.000
0.133007  -0.175  -0.000  0.000  -0.000
0.134007  -0.178  -0.000  0.000  -0.000
0.135007  -0.181  -0.000  0.000  -0.000
0.136007  -0.184  -0.000  0.000  -0.000
0.137007  -0.188  -0.000  0.000  -0.000
0.138007  -0.191  0.000  0.000  -0.000
0.139008  -0.194  0.000  0.000  -0.000
0.141008  -0.198  0.000  0.000  -0.000
0.142008  -0.201  -0.000  0.000  -0.000
0.143008  -0.205  -0.000  0.000  -0.000
0.144008  -0.208  -0.000  0.000  -0.000
0.145008  -0.212  -0.000  0.000  -0.000
0.146008  -0.216  -0.000  0.000  -0.000
0.147008  -0.219  -0.000  0.000  -0.000
0.148008  -0.223  0.000  0.000  -0.000
0.150008  -0.227  0.000  0.000  -0.000
0.151008  -0.231  0.000  0.000  -0.000
0.152008  -0.235  0.000  0.000  -0.000
0.153008  -0.239  0.000  0.000  -0.000
0.154008  -0.243  0.000  0.000  -0.000
0.155008  -0.246  0.000  0.000  -0.000
0.156008  -0.250  0.000  0.000  -0.000
0.158009  -0.254  0.000  0.000  -0.000
0.159009  -0.258  -0.000  0.000  -0.000
0.160009  -0.262  -0.000  0.000  -0.000
0.161009  -0.266  -0.000  0.000  -0.000
0.162009  -0.270  -0.000  0.000  -0.000
0.163009  -0.274  -0.000  0.000  -0.000
0.164009  -0.278  -0.000  0.000  -0.000
0.166009  -0.282  0.000  0.000  -0.000
0.168009  -0.286  0.000  0.000  -0.000
0.169009  -0.290  0.000  0.000  -0.000
0.170009  -0.293  0.000  0.000  -0.000
0.171009  -0.297  0.000  0.000  -0.000
0.172009  -0.301  0.000  0.000  -0.000
0.174010  -0.305  0.000  0.000  -0.000
0.175010  -0.308  0.000  0.000  -0.000
0.176010  -0.312  0.000  0.000  -0.000
0.177010  -0.315  -0.000  0.000  -0.000
0.179010  -0.319  -0.000  0.000  -0.000
0.180010  -0.322  -0.000  0.000  -0.000
0.182010  -0.326  -0.000  0.000  -0.000
0.183010  -0.329  -0.000  0.000  -0.000
0.185010  -0.332  -0.000  0.000  -0.000
0.186010  -0.336  -0.000  0.000  -0.000
0.188010  -0.339  -0.000  0.000  -0.000
0.190010  -0.342  -0.000  0.000  -0.000
0.192011  -0.345  -0.000  0.000  -0.000
0.194011  -0.349  0.000  0.000  -0.000
0.196011  -0.352  0.000  0.000  -0.000
0.199011  -0.355  0.000  0.000  -0.000
0.201011  -0.358  0.000  0.000  -0.000
0.203011  -0.361  -0.000  0.000  -0.000
0.204011  -0.364  -0.000  0.000  -0.000
0.205011  -0.367  -0.000  0.000  -0.000
0.207011  -0.370  -0.000  0.000  -0.000
0.208011  -0.373  -0.000  0.000  -0.000
0.209012  -0.375  0.000  0.000  -0.000
0.210012  -0.378  0.000  0.000  -0.000
0.211012  -0.381  0.000  0.000  -0.000
0.212012  -0.384  0.000  0.000  -0.000
0.213012  -0.387  0.000  0.000  -0.000
0.214012  -0.389  0.000  0.000  -0.000
0.216012  -0.392  -0.000  0.000  -0.000
0.217012  -0.395  -0.000  0.000  -0.000
0.218012  -0.398  -0.000  0.000  -0.000
0.219012  -0.401  -0.000  0.000  -0.000
0.220012  -0.404  -0.000  0.000  -0.000
0.221012  -0.406  -0.000  0.000  -0.000
0.222012  -0.409  -0.000  0.000  -0.000
0.223012  -0.412  -0.000  0.000  -0.000
0.225012  -0.415  -0.000  0.000  -0.000
0.226012  -0.418  -0.000  0.000  -0.000
0.227013  -0.421  -0.000  0.000  -0.000
0.228013  -0.424  -0.000  0.000  -0.000
0.229013  -0.427  -0.000  0.000  -0.000
0.230013  -0.430  -0.000  0.000  -0.000
0.231013  -0.433  -0.000  0.000  -0.000
0.233013  -0.436  -0.000  0.000  -0.000
0.234013  -0.439  -0.000  0.000  -0.000
0.235013  -0.442  -0.000  0.000  -0.000
0.236013  -0.445  0.000  0.000  -0.000
0.237013  -0.448  0.000  0.000  -0.000
0.238013  -0.451  0.000  0.000  -0.000
0.239013  -0.455  0.000  0.000  -0.000
0.241013  -0.458  0.000  0.000  -0.000
0.242013  -0.461  0.000  0.000  -0.000
0.243013  -0.464  0.000  0.000  -0.000
0.244014  -0.467  0.000  0.000  -0.000
0.245014  -0.470  0.000  0.000  -0.000
0.246014  -0.473  0.000  0.000  -0.000
0.247014  -0.477  0.000  0.000  -0.000
0.248014  -0.480  0.000  0.000  -0.000
0.250014  -0.483  0.000  0.000  -0.000
0.251014  -0.486  0.000  0.000  -0.000
0.252014  -0.489  -0.000  0.000  -0.000
0.253014  -0.493  -0.000  0.000  -0.000
0.254014  -0.496  -0.000  0.000  -0.000
0.255014  -0.499  -0.000  0.000  -0.000
0.256014  -0.502  -0.000  0.000  -0.000
0.258014  -0.505  -0.000  0.000  -0.000
0.259014  -0.508  -0.000  0.000  -0.000
0.260014  -0.512  -0.000  0.000  -0.000
0.261014  -0.515  -0.000  0.000  -0.000
0.262015  -0.518  -0.000  0.000  -0.000
0.263015  -0.521  -0.000  0.000  -0.000
0.264015  -0.524  -0.000  0.000  -0.000
0.266015  -0.528  -0.000  0.000  -0.000
0.267015  -0.531  -0.000  0.000  -0.000
0.268015  -0.534  0.000  0.000  -0.000
0.269015  -0.537  0.000  0.000  -0.000
0.270015  -0.540  0.000  0.000  -0.000
0.271015  -0.543  0.000  0.000  -0.000
0.272015  -0.547  0.000  0.000  -0.000
0.273015  -0.550  0.000  0.000  -0.000
0.274015  -0.553  0.000  0.000  -0.000
0.275015  -0.556  0.000  0.000  -0.000
0.276015  -0.559  0.000  0.000  -0.000
0.277015  -0.562  0.000  0.000  -0.000
0.278015  -0.566  0.000  0.000  -0.000
0.279016  -0.569  0.000  0.000  -0.000
0.280016  -0.572  0.000  0.000  -0.000
0.281016  -0.575  0.000  0.000  -0.000
0.283016  -0.578  0.000  0.000  -0.000
0.284016  -0.582  0.000  0.000  -0.000
0.285016  -0.585  -0.000  0.000  -0.000
0.286016  -0.588  -0.000  0.000  -0.000
0.287016  -0.591  -0.000  0.000  -0.000
0.288016  -0.595  -0.000  0.000  -0.000
0.289016  -0.598  -0.000  0.000  -0.000
0.291016  -0.601  -0.000  0.000  -0.000
0.292016  -0.605  0.000  0.000  -0.000
0.293016  -0.608  0.000  0.000  -0.000
0.294016  -0.611  0.000  0.000  -0.000
0.295016  -0.614  0.000  0.000  -0.000
0.296016  -0.618  0.000  0.000  -0.000
0.297017  -0.621  0.000  0.000  -0.000
0.298017  -0.624  0.000  0.000  -0.000
0.300017  -0.628  0.000  0.000  -0.000
0.301017  -0.631  0.000  0.000  -0.000
0.302017  -0.634  0.000  0.000  -0.000
0.303017  -0.638  0.000  0.000  -0.000
0.304017  -0.641  0.000  0.000  -0.000
0.305017  -0.644  0.000  0.000  -0.000
0.306017  -0.648  0.000  0.000  -0.000
0.308017  -0.651  -0.000  0.000  -0.000
0.309017  -0.654  -0.000  0.000  -0.000
0.310017  -0.658  -0.000  0.000  -0.000
0.311017  -0.661  -0.000  0.000  -0.000
0.312017  -0.664  -0.000  0.000  -0.000
0.313017  -0.667  0.000  0.000  -0.000
0.314018  -0.671  0.000  0.000  -0.000
0.316018  -0.674  0.000  0.000  -0.000
0.317018  -0.677  0.000  0.000  -0.000
0.318018  -0.680  -0.000  0.000  -0.000
0.319018  -0.683  -0.000  0.000  -0.000
0.320018  -0.687  -0.000  0.000  -0.000
0.321018  -0.690  -0.000  0.000  -0.000
0.322018  -0.693  -0.000  0.000  -0.000
0.323018  -0.696  -0.000  0.000  -0.000
0.325018  -0.699  0.000  0.000  -0.000
0.326018  -0.702  0.000  0.000  -0.000
0.327018  -0.705  0.000  0.000  -0.000
0.328018  -0.708  0.000  0.000  -0.000
0.329018  -0.712  0.000  0.000  -0.000
0.330018  -0.715  -0.000  0.000  -0.000
0.331018  -0.718  -0.000  0.000  -0.000
0.333019  -0.721  -0.000  0.000  -0.000
0.334019  -0.723  -0.000  0.000  -0.000
0.335019  -0.726  -0.000  0.000  -0.000
0.336019  -0.729  -0.000  0.000  -0.000
0.337019  -0.732  -0.000  0.000  -0.000
0.338019  -0.735  -0.000  0.000  -0.000
0.340019  -0.738  -0.000  0.000  -0.000
0.341019  -0.741  0.000  0.000  -0.000
0.342019  -0.744  0.000  0.000  -0.000
0.343019  -0.746  0.000  0.000  -0.000
0.344019  -0.749  0.000  0.000  -0.000
0.345019  -0.752  0.000  0.000  -0.000
0.346019  -0.755  0.000  0.000  -0.000
0.347019  -0.758  -0.000  0.000  -0.000
0.348019  -0.760  -0.000  0.000  -0.000
0.350020  -0.763  -0.000  0.000  -0.000
0.351020  -0.766  -0.000  0.000  -0.000
0.352020  -0.769  -0.000  0.000  -0.000
0.353020  -0.771  -0.000  0.000  -0.000
0.354020  -0.774  -0.000  0.000  -0.000
0.355020  -0.777  -0.000  0.000  -0.000
0.356020  -0.779  -0.000  0.000  -0.000
0.357020  -0.782  -0.000  0.000  -0.000
0.358020  -0.785  -0.000  0.000  -0.000
0.359020  -0.787  -0.000  0.000  -0.000
0.360020  -0.790  0.000  0.000  -0.000
0.361020  -0.793  -0.000  0.000  -0.000
0.362020  -0.796  -0.000  0.000  -0.000
0.363020  -0.798  -0.000  0.000  -0.000
0.364020  -0.801  -0.000  0.000  -0.000
0.365020  -0.804  -0.000  0.000  -0.000
0.366021  -0.807  -0.000  0.000  -0.000
0.367021  -0.809  -0.000  0.000  -0.000
0.368021  -0.812  -0.000  0.000  -0.000
0.369021  -0.815  -0.000  0.000  -0.000
0.370021  -0.818  -0.000  0.000  -0.000
0.371021  -0.821  -0.000  0.000  -0.000
0.372021  -0.823  -0.000  0.000  -0.000
0.373021  -0.826  -0.000  0.000  -0.000
0.374021  -0.829  -0.000  0.000  -0.000
0.375021  -0.832  -0.000  0.000  -0.000
0.376021  -0.835  -0.000  0.000  -0.000
0.378021  -0.838  -0.000  0.000  -0.000
0.379021  -0.841  0.000  0.000  -0.000
0.380021  -0.844  0.000  0.000  -0.000
0.382021  -0.847  0.000  0.000  -0.000
0.384022  -0.850  0.000  0.000  -0.000
0.386022  -0.853  0.000  0.000  -0.000
0.389022  -0.855  0.000  0.000  -0.000
0.391022  -0.858  0.000  0.000  -0.000
0.392022  -0.861  0.000  0.000  -0.000
0.393022  -0.864  0.000  0.000  -0.000
0.395022  -0.866  0.000  0.000  -0.000
0.396022  -0.869  -0.000  0.000  -0.000
0.397022  -0.872  -0.000  0.000  -0.000
0.398022  -0.875  -0.000  0.000  -0.000
0.399022  -0.877  -0.000  0.000  -0.000
0.400022  -0.880  -0.000  0.000  -0.000
0.401023  -0.882  -0.000  0.000  -0.000
0.402023  -0.885  0.000  0.000  -0.000
0.403023  -0.888  0.000  0.000  -0.000
0.404023  -0.890  0.000  0.000  -0.000
0.406023  -0.893  0.000  0.000  -0.000
0.407023  -0.895  0.000  0.000  -0.000
0.408023  -0.898  0.000  0.000  -0.000
0.409023  -0.900  0.000  0.000  -0.000
0.410023  -0.903  0.000  0.000  -0.000
0.412023  -0.905  0.000  0.000  -0.000
0.414023  -0.908  0.000  0.000  -0.000
0.416023  -0.910  -0.000  0.000  -0.000
0.418023  -0.913  -0.000  0.000  -0.000
0.420024  -0.915  -0.000  0.000  -0.000
0.421024  -0.917  -0.000  0.000  -0.000
0.422024  -0.920  -0.000  0.000  -0.000
0.424024  -0.922  -0.000  0.000  -0.000
0.425024  -0.924  -0.000  0.000  -0.000
0.426024  -0.927  -0.000  0.000  -0.000
0.427024  -0.929  -0.000  0.000  -0.000
0.428024  -0.931  0.000  0.000  -0.000
0.429024  -0.933  0.000  0.000  -0.000
0.430024  -0.936  0.000  0.000  -0.000
0.431024  -0.938  0.000  0.000  -0.000
0.432024  -0.940  0.000  0.000  -0.000
0.433024  -0.942  0.000  0.000  -0.000
0.434024  -0.944  -0.000  0.000  -0.000
0.435024  -0.947  -0.000  0.000  -0.000
0.436025  -0.949  -0.000  0.000  -0.000
0.437025  -0.951  -0.000  0.000  -0.000
0.438025  -0.954  -0.000  0.000  -0.000
0.439025  -0.955  0.000  0.000  -0.000
0.440025  -0.957  0.000  0.000  -0.000
0.441025  -0.959  0.000  0.000  -0.000
0.442025  -0.961  0.000  0.000  -0.000
0.443025  -0.963  0.000  0.000  -0.000
0.444025  -0.965  0.000  0.000  -0.000
0.445025  -0.966  0.000  0.000  -0.000
0.446025  -0.968  0.000  0.000  -0.000
0.447025  -0.969  0.000  0.000  -0.000
0.448025  -0.971  0.000  0.000  -0.000
0.449025  -0.972  0.000  0.000  -0.000
0.450025  -0.974  -0.000  0.000  -0.000
0.451025  -0.975  -0.000  0.000  -0.000
0.452025  -0.976  -0.000  0.000  -0.000
0.453025  -0.978  -0.000  0.000  -0.000
0.454026  -0.979  -0.000  0.000  -0.000
0.455026  -0.980  -0.000  0.000  -0.000
0.456026  -0.982  -0.000  0.000  -0.000
0.457026  -0.983  -0.000  0.000  -0.000
0.458026  -0.984  -0.000  0.000  -0.000
0.459026  -0.986  -0.000  0.000  -0.000
0.460026  -0.987  -0.000  0.000  -0.000
0.461026  -0.988  0.000  0.000  -0.000
0.462026  -0.989  0.000  0.000  -0.000
0.463026  -0.990  0.000  0.000  -0.000
0.464026  -0.991  0.000  0.000  -0.000
0.465026  -0.992  0.000  0.000  -0.000
0.466026  -0.993  -0.000  0.000  -0.000
0.467026  -0.994  -0.000  0.000  -0.000
0.468026  -0.995  -0.000  0.000  -0.000
0.469026  -0.995  -0.000  0.000  -0.000
0.470026  -0.996  -0.000  0.000  -0.000
0.471027  -0.997  -0.000  0.000  -0.000
0.472027  -0.997  -0.000  0.000  -0.000
0.473027  -0.998  0.000  0.000  -0.000
0.474027  -0.998  0.000  0.000  -0.000
0.475027  -0.998  0.000  0.000  -0.000
0.476027  -0.999  0.000  0.000  -0.000
0.477027  -0.999  0.000  0.000  -0.000
0.478027  -1.000  0.000  0.000  -0.000
0.479027  -1.000  0.000  0.000  -0.000
0.480027  -1.000  0.000  0.000  -0.000
0.481027  -1.000  0.000  0.000  -0.000
0.482027  -1.000  0.000  0.000  -0.000
0.483027  -1.000  0.000  0.000  -0.000
0.484027  -1.000  0.000  0.000  -0.000
0.485027  -1.000  0.000  0.000  -0.000
0.486027  -1.001  0.000  0.000  -0.000
0.487027  -1.001  0.000  0.000  -0.000
0.488027  -1.001  0.000  0.000  -0.000
0.489028  -1.000  -0.000  0.000  -0.000
0.490028  -1.000  -0.000  0.000  -0.000
0.491028  -1.000  -0.000  0.000  -0.000
0.492028  -1.000  -0.000  0.000  -0.000
0.493028  -1.000  -0.000  0.000  -0.000
0.494028  -1.000  -0.000  0.000  -0.000
0.495028  -1.000  -0.000  0.000  -0.000
0.496028  -0.999  -0.000  0.000  -0.000
0.497028  -0.999  -0.000  0.000  -0.000
0.498028  -0.999  -0.000  0.000  -0.000
0.499028  -0.999  -0.000  0.000  -0.000
0.500028  -0.998  0.000  0.000  -0.000
0.501028  -0.998  0.000  0.000  -0.000
0.502028  -0.998  0.000  0.000  -0.000
0.503028  -0.997  0.000  0.000  -0.000
0.504028  -0.997  0.000  0.000  -0.000
0.505028  -0.997  0.000  0.000  -0.000
0.506029  -0.996  0.000  0.000  -0.000
0.507029  -0.996  0.000  0.000  -0.000
0.508029  -0.996  0.000  0.000  -0.000
0.509029  -0.995  0.000  0.000  -0.000
0.510029  -0.995  0.000  0.000  -0.000
0.511029  -0.995  -0.000  0.000  -0.000
0.512029  -0.994  -0.000  0.000  -0.000
0.513029  -0.994  -0.000  0.000  -0.000
0.514029  -0.993  -0.000  0.000  -0.000
0.515029  -0.993  -0.000  0.000  -0.000
0.516029  -0.992  -0.000  0.000  -0.000
0.517029  -0.992  -0.000  0.000  -0.000
0.518029  -0.991  -0.000  0.000  -0.000
0.519029  -0.991  -0.000  0.000  -0.000
0.520029  -0.990  -0.000  0.000  -0.000
0.521029  -0.989  0.000  0.000  -0.000
0.522029  -0.989  0.000  0.000  -0.000
0.523029  -0.988  0.000  0.000  -0.000
0.524030  -0.987  0.000  0.000  -0.000
0.525030  -0.987  0.000  0.000  -0.000
0.526030  -0.986  0.000  0.000  -0.000
0.527030  -0.985  0.000  0.000  -0.000
0.528030  -0.984  0.000  0.000  -0.000
0.529030  -0.984  0.000  0.000  -0.000
0.530030  -0.983  0.000  0.000  -0.000
0.531030  -0.982  0.000  0.000  -0.000
0.532030  -0.981  -0.000  0.000  -0.000
0.533030  -0.980  -0.000  0.000  -0.000
0.534030  -0.980  -0.000  0.000  -0.000
0.535030  -0.979  -0.000  0.000  -0.000
0.536030  -0.978  -0.000  0.000  -0.000
0.537030  -0.977  -0.000  0.000  -0.000
0.538030  -0.976  -0.000  0.000  -0.000
0.539030  -0.975  0.000  0.000  -0.000
0.540030  -0.974  0.000  0.000  -0.000
0.541031  -0.974  0.000  0.000  -0.000
0.542031  -0.973  0.000  0.000  -0.000
0.543031  -0.972  0.000  0.000  -0.000
0.544031  -0.971  -0.000  0.000  -0.000
0.545031  -0.970  -0.000  0.000  -0.000
0.546031  -0.969  -0.000  0.000  -0.000
0.547031  -0.968  -0.000  0.000  -0.000
0.548031  -0.967  -0.000  0.000  -0.000
0.549031  -0.966  -0.000  0.000  -0.000
0.550031  -0.964  -0.000  0.000  -0.000
0.551031  -0.963  -0.000  0.000  -0.000
0.552031  -0.962  -0.000  0.000  -0.000
0.553031  -0.960  -0.000  0.000  -0.000
0.554031  -0.959  -0.000  0.000  -0.000
0.555031  -0.958  -0.000  0.000  -0.000
0.556031  -0.956  -0.000  0.000  -0.000
0.557031  -0.955  -0.000  0.000  -0.000
0.558031  -0.954  -0.000  0.000  -0.000
0.559032  -0.952  -0.000  0.000  -0.000
0.560032  -0.950  -0.000  0.000  -0.000
0.561032  -0.949  -0.000  0.000  -0.000
0.562032  -0.947  -0.000  0.000  -0.000
0.563032  -0.945  -0.000  0.000  -0.000
0.564032  -0.944  -0.000  0.000  0.000
0.565032  -0.942  -0.000  0.000  0.000
0.566032  -0.940  0.000  0.000  -0.000
0.567032  -0.938  0.000  0.000  -0.000
0.568032  -0.936  0.000  0.000  -0.000
0.569032  -0.934  0.000  0.000  -0.000
0.570032  -0.932  0.000  0.000  -0.000
0.571032  -0.930  0.000  0.000  -0.000
0.572032  -0.927  0.000  0.000  -0.000
0.573032  -0.925  0.000  0.000  -0.000
0.574032  -0.923  0.000  0.000  -0.000
0.575032  -0.920  -0.000  0.000  -0.000
0.576033  -0.918  -0.000  0.000  -0.000
0.577033  -0.915  0.000  0.000  -0.000
0.578033  -0.913  0.000  0.000  -0.000
0.579033  -0.910  0.000  0.000  -0.000
0.580033  -0.908  0.000  0.000  -0.000
0.581033  -0.905  0.000  0.000  -0.000
0.582033  -0.902  0.000  0.000  -0.000
0.583033  -0.899  0.000  0.000  -0.000
0.584033  -0.896  0.000  0.000  -0.000
0.585033  -0.893  0.000  0.000  -0.000
0.586033  -0.890  0.000  0.000  -0.000
0.588033  -0.887  0.000  0.000  -0.000
0.589033  -0.884  0.000  0.000  -0.000
0.590033  -0.881  0.000  0.000  -0.000
0.591033  -0.878  0.000  0.000  -0.000
0.592033  -0.875  0.000  0.000  -0.000
0.593033  -0.872  -0.000  0.000  -0.000
0.594034  -0.869  -0.000  0.000  -0.000
0.595034  -0.866  -0.000  0.000  -0.000
0.596034  -0.863  -0.000  0.000  -0.000
0.597034  -0.860  -0.000  0.000  -0.000
0.598034  -0.857  -0.000  0.000  -0.000
0.599034  -0.854  -0.000  0.000  -0.000
0.600034  -0.851  0.000  0.000  -0.000
0.602034  -0.849  0.000  0.000  -0.000
0.604034  -0.846  0.000  0.000  -0.000
0.606034  -0.843  0.000  0.000  -0.000
0.607034  -0.840  0.000  0.000  -0.000
0.608034  -0.838  0.000  0.000  -0.000
0.609034  -0.835  0.000  0.000  -0.000
0.610034  -0.832  0.000  0.000  -0.000
0.611035  -0.829  0.000  0.000  -0.000
0.612035  -0.827  0.000  0.000  -0.000
0.613035  -0.824  0.000  0.000  -0.000
0.614035  -0.822  0.000  0.000  -0.000
0.615035  -0.819  0.000  0.000  -0.000
0.616035  -0.816  -0.000  0.000  -0.000
0.617035  -0.814  -0.000  0.000  -0.000
0.618035  -0.811  -0.000  0.000  -0.000
0.619035  -0.809  -0.000  0.000  -0.000
0.620035  -0.806  -0.000  0.000  -0.000
0.621035  -0.804  -0.000  0.000  -0.000
0.622035  -0.801  -0.000  0.000  -0.000
0.623035  -0.799  -0.000  0.000  -0.000
0.624035  -0.796  -0.000  0.000  -0.000
0.625035  -0.794  -0.000  0.000  -0.000
0.626035  -0.791  -0.000  0.000  -0.000
0.627035  -0.789  -0.000  0.000  -0.000
0.629036  -0.787  -0.000  0.000  -0.000
0.630036  -0.784  0.000  0.000  -0.000
0.631036  -0.781  -0.000  0.000  -0.000
0.632036  -0.779  -0.000  0.000  -0.000
0.633036  -0.776  -0.000  0.000  -0.000
0.634036  -0.773  -0.000  0.000  -0.000
0.635036  -0.770  -0.000  0.000  -0.000
0.636036  -0.767  -0.000  0.000  -0.000
0.637036  -0.763  0.000  0.000  -0.000
0.638036  -0.760  0.000  0.000  -0.000
0.639036  -0.757  0.000  0.000  -0.000
0.640036  -0.753  0.000  0.000  -0.000
0.641036  -0.749  0.000  0.000  -0.000
0.642036  -0.745  0.000  0.000  -0.000
0.643036  -0.742  0.000  0.000  -0.000
0.644036  -0.738  0.000  0.000  -0.000
0.645036  -0.734  -0.000  0.000  -0.000
0.646037  -0.729  -0.000  0.000  -0.000
0.647037  -0.725  -0.000  0.000  -0.000
0.648037  -0.721  -0.000  0.000  -0.000
0.649037  -0.717  -0.000  0.000  -0.000
0.650037  -0.713  -0.000  0.000  -0.000
0.651037  -0.708  -0.000  0.000  -0.000
0.652037  -0.703  0.000  0.000  -0.000
0.653037  -0.699  -0.000  0.000  -0.000
0.654037  -0.695  -0.000  0.000  -0.000
0.655037  -0.690  -0.000  0.000  -0.000
0.656037  -0.685  -0.000  0.000  -0.000
0.657037  -0.680  -0.000  0.000  -0.000
0.658037  -0.676  -0.000  0.000  -0.000
0.659037  -0.671  0.000  0.000  -0.000
0.660037  -0.666  0.000  0.000  -0.000
0.661037  -0.662  0.000  0.000  -0.000
0.662037  -0.657  0.000  0.000  -0.000
