vel_hum[rad/s]  vel_exo[rad/s]  vel_adm[rad/s]  vel_motor[rad/s]  actual_Vel[rad/s]  T_Sea[N.m]
-0.001  -0.002  -0.000  0.000  0.000  0.000
0.001  0.000  -0.000  0.000  0.000  0.000
0.001  -0.002  -0.001  0.000  0.000  0.000
0.002  0.002  0.000  0.000  0.000  0.000
0.001  -0.003  -0.001  0.000  0.000  0.000
0.005  0.002  0.000  0.000  0.000  0.000
0.006  0.004  0.001  0.000  0.000  0.000
-0.003  -0.003  -0.000  0.000  0.000  0.000
-0.000  0.002  0.000  0.000  0.000  0.000
-0.006  0.000  0.000  0.000  0.000  0.000
-0.006  -0.002  -0.000  0.000  0.000  0.000
-0.006  0.000  -0.000  0.000  0.000  0.000
-0.004  0.004  0.001  0.000  0.000  0.000
-0.009  -0.004  -0.000  0.000  0.000  0.000
-0.004  0.002  0.000  0.000  0.000  0.000
0.000  0.000  0.000  0.000  0.000  0.000
-0.002  0.002  0.001  0.000  0.000  0.000
-0.003  0.000  0.000  0.000  0.000  0.000
-0.005  0.000  0.000  0.000  0.000  0.000
-0.003  0.002  0.001  0.000  0.000  0.000
-0.003  -0.004  -0.000  0.000  0.000  0.000
0.001  -0.002  -0.000  0.000  0.000  0.000
0.001  0.002  0.000  0.000  0.000  0.000
0.002  0.000  0.000  0.000  0.000  0.000
0.004  0.000  0.000  0.000  0.000  0.000
0.004  -0.002  -0.000  0.000  0.000  0.000
0.004  -0.002  -0.001  0.000  0.000  0.000
0.002  0.004  0.000  0.000  0.000  0.000
0.007  -0.002  -0.000  0.000  0.000  0.000
0.009  -0.002  -0.000  0.000  0.000  0.000
-0.002  0.002  0.000  0.000  0.000  0.000
0.005  -0.002  -0.000  0.000  0.000  0.000
0.001  0.000  -0.000  0.000  0.000  0.000
0.003  0.000  -0.000  0.000  0.000  0.000
0.003  -0.002  -0.000  0.000  0.000  0.000
0.005  -0.002  -0.001  0.000  0.000  0.000
-0.001  0.002  0.000  0.000  0.000  0.000
0.003  -0.003  -0.001  0.000  0.000  0.000
-0.001  -0.001  -0.001  0.000  0.000  0.000
-0.003  0.002  -0.000  0.000  0.000  0.000
-0.001  0.000  -0.000  0.000  0.000  0.000
0.001  -0.001  -0.000  0.000  0.000  0.000
-0.000  0.000  -0.000  0.000  0.000  0.000
-0.000  0.000  -0.000  0.000  0.000  0.000
-0.001  -0.003  -0.001  0.000  0.000  0.000
0.003  0.004  0.000  0.000  0.000  0.000
-0.000  -0.001  -0.000  0.000  0.000  0.000
-0.002  0.000  -0.000  0.000  0.000  0.000
0.001  0.000  0.000  0.000  0.000  0.000
-0.001  0.000  0.000  0.000  0.000  0.000
0.003  -0.001  -0.000  0.000  0.000  0.000
-0.003  0.004  0.001  0.000  0.000  0.000
0.001  -0.003  -0.000  0.000  0.000  0.000
-0.002  -0.001  -0.000  0.000  0.000  0.000
0.001  0.002  0.000  0.000  0.000  0.000
-0.001  0.002  0.001  0.000  0.000  0.000
0.003  0.000  0.000  0.000  0.000  0.000
0.003  0.000  0.000  0.000  0.000  0.000
0.003  -0.002  -0.000  0.000  0.000  0.000
0.001  0.000  0.000  0.000  0.000  0.000
0.005  0.002  0.001  0.000  0.000  0.000
0.000  0.002  0.001  0.000  0.000  0.000
0.002  -0.004  -0.000  0.000  0.000  0.000
0.003  0.002  0.000  0.000  0.000  0.000
0.002  0.000  0.000  0.000  0.000  0.000
0.004  -0.002  -0.000  0.000  0.000  0.000
0.003  0.000  0.000  0.000  0.000  0.000
0.001  -0.002  -0.000  0.000  0.000  0.000
0.004  0.000  -0.000  0.000  0.000  0.000
-0.000  0.000  -0.000  0.000  0.000  0.000
-0.001  -0.002  -0.000  0.000  0.000  0.000
-0.004  0.002  0.000  0.000  0.000  0.000
-0.004  0.000  0.000  0.000  0.000  0.000
-0.003  0.000  0.000  0.000  0.000  0.000
-0.009  0.002  0.001  0.000  0.000  0.000
-0.003  0.000  0.000  0.000  0.000  0.000
-0.008  -0.003  -0.000  0.000  0.000  0.000
-0.001  0.002  0.000  0.000  0.000  0.000
-0.003  0.000  0.000  0.000  0.000  0.000
-0.001  -0.002  -0.000  0.000  0.000  0.000
-0.003  0.000  -0.000  0.000  0.000  0.000
-0.003  0.000  -0.000  0.000  0.000  0.000
-0.005  0.000  0.000  0.000  0.000  0.000
-0.003  0.000  0.000  0.000  0.000  0.000
-0.006  -0.003  -0.001  0.000  0.000  0.000
-0.004  0.004  0.000  0.000  0.000  0.000
-0.001  0.002  0.001  0.000  0.000  0.000
0.005  -0.002  0.000  0.000  0.000  0.000
0.004  -0.002  -0.000  0.000  0.000  0.000
0.005  0.002  0.000  0.000  0.000  0.000
0.006  -0.002  -0.000  0.000  0.000  0.000
0.006  0.000  -0.000  0.000  0.000  0.000
0.006  0.000  -0.000  0.000  0.000  0.000
0.000  0.000  0.000  0.000  0.000  0.000
0.002  -0.002  -0.000  0.000  0.000  0.000
0.002  0.004  0.001  0.000  0.000  0.000
0.002  0.000  0.000  0.000  0.000  0.000
-0.000  0.000  0.000  0.000  0.000  0.000
-0.000  0.000  0.000  0.000  0.000  0.000
-0.000  -0.002  -0.000  0.000  0.000  0.000
-0.004  0.004  0.001  0.000  0.000  0.000
-0.005  -0.004  -0.000  0.000  0.000  0.000
-0.003  0.002  0.000  0.000  0.000  0.000
-0.004  -0.002  -0.000  0.000  0.000  0.000
-0.004  0.000  -0.000  0.000  0.000  0.000
-0.004  0.000  -0.000  0.000  0.000  0.000
-0.006  0.000  -0.000  0.000  0.000  0.000
-0.002  0.002  0.000  0.000  0.000  0.000
-0.004  0.002  0.001  0.000  0.000  0.000
-0.005  -0.004  -0.000  0.000  0.000  0.000
-0.002  0.002  0.000  0.000  0.000  0.000
-0.003  0.000  0.000  0.000  0.000  0.000
-0.003  0.000  0.000  0.000  0.000  0.000
-0.003  0.000  0.000  0.000  0.000  0.000
-0.001  0.000  0.000  0.000  0.000  0.000
-0.001  0.002  0.001  0.000  0.000  0.000
-0.001  0.000  0.000  0.000  0.000  0.000
0.002  0.002  0.001  0.000  0.000  0.000
0.001  0.002  0.001  0.000  0.000  0.000
0.001  -0.004  -0.000  0.000  0.000  0.000
0.002  -0.000  -0.000  0.000  0.000  0.000
0.002  -0.002  -0.000  0.000  0.000  0.000
0.000  -0.002  -0.001  0.000  0.000  0.000
0.002  0.000  -0.000  0.000  0.000  0.000
0.002  0.000  -0.000  0.000  0.000  0.000
0.004  -0.002  -0.001  0.000  0.000  0.000
0.005  -0.003  -0.001  0.000  0.000  0.000
0.005  0.002  -0.000  0.000  0.000  0.000
0.002  -0.002  -0.001  0.000  0.000  0.000
-0.000  0.002  -0.000  0.000  0.000  0.000
0.001  0.000  -0.000  0.000  0.000  0.000
-0.002  -0.003  -0.001  0.000  0.000  0.000
-0.003  0.002  -0.000  0.000  0.000  0.000
-0.005  0.002  0.000  0.000  0.000  0.000
-0.003  0.000  0.000  0.000  0.000  0.000
-0.009  0.000  0.000  0.000  0.000  0.000
-0.008  -0.002  -0.000  0.000  0.000  0.000
-0.008  -0.002  -0.000  0.000  0.000  0.000
-0.007  0.000  -0.000  0.000  0.000  0.000
-0.007  0.002  0.000  0.000  0.000  0.000
-0.007  0.000  0.000  0.000  0.000  0.000
-0.006  -0.001  -0.000  0.000  0.000  0.000
-0.005  -0.002  -0.000  0.000  0.000  0.000
-0.003  0.000  -0.000  0.000  0.000  0.000
-0.005  0.000  -0.000  0.000  0.000  0.000
-0.004  0.000  -0.000  0.000  0.000  0.000
-0.003  0.002  0.000  0.000  0.000  0.000
0.003  -0.002  -0.000  0.000  0.000  0.000
0.003  0.002  0.000  0.000  0.000  0.000
0.006  -0.003  -0.001  0.000  0.000  0.000
0.004  -0.002  -0.001  0.000  0.000  0.000
0.006  0.002  0.000  0.000  0.000  0.000
0.005  -0.002  -0.000  0.000  0.000  0.000
0.005  0.000  -0.000  0.000  0.000  0.000
0.005  0.000  -0.000  0.000  0.000  0.000
0.003  -0.001  -0.000  0.000  0.000  0.000
0.007  0.004  0.001  0.000  0.000  0.000
0.003  -0.002  -0.000  0.000  0.000  0.000
0.008  -0.001  -0.000  0.000  0.000  0.000
0.006  0.000  -0.000  0.000  0.000  0.000
0.004  0.000  -0.000  0.000  0.000  0.000
0.002  -0.001  -0.000  0.000  0.000  0.000
0.004  0.000  -0.000  0.000  0.000  0.000
0.000  0.000  -0.000  0.000  0.000  0.000
0.002  0.000  0.000  0.000  0.000  0.000
-0.002  0.004  0.001  0.000  0.000  0.000
0.002  -0.003  -0.000  0.000  0.000  0.000
0.000  0.002  0.001  0.000  0.000  0.000
-0.004  0.002  0.001  0.000  0.000  0.000
-0.002  -0.002  0.000  0.000  0.000  0.000
-0.003  0.000  0.000  0.000  0.000  0.000
-0.004  -0.003  -0.001  0.000  0.000  0.000
0.000  0.002  0.000  0.000  0.000  0.000
-0.002  -0.002  -0.000  0.000  0.000  0.000
-0.004  0.002  0.000  0.000  0.000  0.000
-0.005  -0.001  -0.000  0.000  0.000  0.000
-0.001  0.000  -0.000  0.000  0.000  0.000
-0.003  0.000  0.000  0.000  0.000  0.000
-0.001  0.002  0.000  0.000  0.000  0.000
-0.001  0.000  0.000  0.000  0.000  0.000
0.001  0.002  0.001  0.000  0.000  0.000
0.001  -0.003  -0.000  0.000  0.000  0.000
-0.005  0.000  0.000  0.000  0.000  0.000
0.005  -0.002  -0.000  0.000  0.000  0.000
-0.001  0.002  0.000  0.000  0.000  0.000
0.001  -0.002  -0.000  0.000  0.000  0.000
0.001  0.000  -0.000  0.000  0.000  0.000
0.005  -0.001  -0.000  0.000  0.000  0.000
0.005  0.004  0.001  0.000  0.000  0.000
0.004  -0.001  -0.000  0.000  0.000  0.000
0.004  -0.003  -0.001  0.000  0.000  0.000
0.002  0.004  0.000  0.000  0.000  0.000
0.002  0.000  0.000  0.000  0.000  0.000
0.000  -0.002  -0.000  0.000  0.000  0.000
-0.001  0.000  0.000  0.000  0.000  0.000
-0.001  0.002  0.000  0.000  0.000  0.000
-0.007  -0.002  -0.000  0.000  0.000  0.000
-0.003  0.002  0.000  0.000  0.000  0.000
-0.008  -0.001  -0.000  0.000  0.000  0.000
-0.006  0.000  0.000  0.000  0.000  0.000
-0.008  0.000  0.000  0.000  0.000  0.000
-0.007  0.000  0.000  0.000  0.000  0.000
-0.005  0.000  0.000  0.000  0.000  0.000
-0.007  0.005  0.001  0.000  0.000  0.000
-0.007  -0.002  0.000  0.000  0.000  0.000
-0.001  -0.004  -0.000  0.000  0.000  0.000
-0.003  0.000  -0.000  0.000  0.000  0.000
-0.005  0.000  -0.000  0.000  0.000  0.000
-0.003  -0.002  -0.000  0.000  0.000  0.000
0.001  -0.002  -0.001  0.000  0.000  0.000
0.004  0.000  -0.000  0.000  0.000  0.000
0.008  0.000  -0.000  0.000  0.000  0.000
0.006  0.004  0.001  0.000  0.000  0.000
0.009  -0.002  -0.000  0.000  0.000  0.000
0.007  0.000  0.000  0.000  0.000  0.000
0.009  0.000  0.000  0.000  0.000  0.000
0.008  0.000  0.000  0.000  0.000  0.000
0.009  -0.002  -0.000  0.000  0.000  0.000
0.005  0.000  -0.000  0.000  0.000  0.000
-0.000  0.000  -0.000  0.000  0.000  0.000
0.000  0.000  0.000  0.000  0.000  0.000
0.005  0.002  0.000  0.000  0.000  0.000
-0.000  -0.003  -0.001  0.000  0.000  0.000
0.000  0.000  -0.000  0.000  0.000  0.000
0.000  -0.002  -0.001  0.000  0.000  0.000
0.002  -0.001  -0.001  0.000  0.000  0.000
-0.002  0.000  -0.000  0.000  0.000  0.000
-0.005  0.000  -0.000  0.000  0.000  0.000
-0.001  -0.003  -0.001  0.000  0.000  0.000
-0.005  0.002  -0.000  0.000  0.000  0.000
-0.001  -0.001  -0.001  0.000  0.000  0.000
-0.005  0.002  0.000  0.000  0.000  0.000
-0.003  0.002  0.001  0.000  0.000  0.000
-0.003  -0.002  -0.000  0.000  0.000  0.000
-0.003  0.000  0.000  0.000  0.000  0.000
-0.001  0.000  0.000  0.000  0.000  0.000
-0.001  0.000  0.000  0.000  0.000  0.000
-0.003  0.002  0.001  0.000  0.000  0.000
-0.001  -0.003  -0.000  0.000  0.000  0.000
-0.003  0.000  -0.000  0.000  0.000  0.000
-0.004  0.000  -0.000  0.000  0.000  0.000
-0.004  -0.001  -0.000  0.000  0.000  0.000
-0.000  0.000  -0.000  0.000  0.000  0.000
-0.000  -0.003  -0.001  0.000  0.000  0.000
0.002  -0.001  -0.001  0.000  0.000  0.000
0.002  0.004  0.000  0.000  0.000  0.000
0.002  -0.003  -0.001  0.000  0.000  0.000
0.002  0.002  0.000  0.000  0.000  0.000
0.002  0.000  0.000  0.000  0.000  0.000
0.002  -0.001  -0.000  0.000  0.000  0.000
0.005  0.000  -0.000  0.000  0.000  0.000
-0.000  0.000  0.000  0.000  0.000  0.000
0.006  -0.001  -0.000  0.000  0.000  0.000
0.004  -0.003  -0.001  0.000  0.000  0.000
-0.001  0.004  0.000  0.000  0.000  0.000
0.001  -0.001  -0.000  0.000  0.000  0.000
-0.001  0.000  0.000  0.000  0.000  0.000
0.002  -0.001  -0.000  0.000  0.000  0.000
0.002  0.001  -0.000  0.000  0.000  0.000
0.001  0.000  0.000  0.000  0.000  0.000
-0.005  0.000  0.000  0.000  0.000  0.000
-0.001  -0.003  -0.001  0.000  0.000  0.000
-0.008  0.004  0.001  0.000  0.000  0.000
-0.004  -0.001  -0.000  0.000  0.000  0.000
-0.008  0.002  0.001  0.000  0.000  0.000
-0.009  -0.001  0.000  0.000  0.000  0.000
-0.009  0.002  0.001  0.000  0.000  0.000
-0.005  -0.003  -0.000  0.000  0.000  0.000
-0.005  -0.001  -0.000  0.000  0.000  0.000
-0.003  0.002  0.000  0.000  0.000  0.000
0.001  0.000  0.000  0.000  0.000  0.000
0.002  -0.001  -0.000  0.000  0.000  0.000
0.002  0.000  -0.000  0.000  0.000  0.000
0.002  0.002  0.000  0.000  0.000  0.000
0.006  0.000  0.000  0.000  0.000  0.000
0.002  -0.001  -0.000  0.000  0.000  0.000
0.005  -0.003  -0.001  0.000  0.000  0.000
0.007  0.001  -0.000  0.000  0.000  0.000
0.007  0.000  -0.000  0.000  0.000  0.000
0.012  0.001  -0.000  0.000  0.000  0.000
0.008  -0.001  -0.000  0.000  0.000  0.000
0.008  0.000  -0.000  0.000  0.000  0.000
0.007  -0.001  -0.000  0.000  0.000  0.000
0.003  0.002  0.000  0.000  0.000  0.000
0.004  -0.001  -0.000  0.000  0.000  0.000
-0.000  0.004  0.001  0.000  0.000  0.000
0.000  -0.001  0.000  0.000  0.000  0.000
0.000  -0.001  -0.000  0.000  0.000  0.000
0.000  0.002  0.001  0.000  0.000  0.000
-0.002  0.000  0.000  0.000  0.000  0.000
0.000  -0.001  -0.000  0.000  0.000  0.000
-0.005  -0.001  -0.000  0.000  0.000  0.000
-0.003  0.002  0.000  0.000  0.000  0.000
-0.001  -0.001  -0.000  0.000  0.000  0.000
-0.004  -0.001  -0.000  0.000  0.000  0.000
0.001  0.004  0.001  0.000  0.000  0.000
-0.003  0.000  0.000  0.000  0.000  0.000
-0.003  0.000  0.000  0.000  0.000  0.000
0.000  -0.002  0.000  0.000  0.000  0.000
-0.005  0.000  0.000  0.000  0.000  0.000
-0.004  0.000  0.000  0.000  0.000  0.000
-0.002  -0.002  -0.000  0.000  0.000  0.000
-0.002  -0.001  -0.000  0.000  0.000  0.000
0.001  0.000  -0.000  0.000  0.000  0.000
0.001  0.000  -0.000  0.000  0.000  0.000
-0.001  -0.001  -0.000  0.000  0.000  0.000
0.001  0.000  -0.000  0.000  0.000  0.000
-0.002  0.000  -0.000  0.000  0.000  0.000
-0.001  -0.003  -0.001  0.000  0.000  0.000
-0.002  -0.001  -0.001  0.000  0.000  0.000
0.001  0.002  -0.000  0.000  0.000  0.000
0.005  0.000  -0.000  0.000  0.000  0.000
0.001  0.002  0.001  0.000  0.000  0.000
0.001  0.000  0.000  0.000  0.000  0.000
0.001  -0.001  -0.000  0.000  0.000  0.000
-0.002  -0.001  -0.000  0.000  0.000  0.000
0.001  0.002  0.000  0.000  0.000  0.000
0.006  -0.001  -0.000  0.000  0.000  0.000
0.004  0.004  0.001  0.000  0.000  0.000
0.002  -0.001  0.000  0.000  0.000  0.000
0.004  0.000  0.000  0.000  0.000  0.000
0.005  0.000  0.000  0.000  0.000  0.000
0.003  0.000  0.000  0.000  0.000  0.000
0.003  -0.001  -0.000  0.000  0.000  0.000
0.003  -0.001  -0.000  0.000  0.000  0.000
0.001  -0.001  -0.001  0.000  0.000  0.000
-0.001  0.002  0.000  0.000  0.000  0.000
-0.002  -0.001  -0.000  0.000  0.000  0.000
-0.002  0.001  -0.000  0.000  0.000  0.000
-0.005  0.000  0.000  0.000  0.000  0.000
-0.007  -0.001  -0.000  0.000  0.000  0.000
-0.007  -0.001  -0.000  0.000  0.000  0.000
-0.012  0.002  0.000  0.000  0.000  0.000
-0.004  -0.001  -0.000  0.000  0.000  0.000
-0.011  -0.001  -0.000  0.000  0.000  0.000
-0.011  0.000  -0.000  0.000  0.000  0.000
-0.005  0.002  0.000  0.000  0.000  0.000
-0.005  -0.001  -0.000  0.000  0.000  0.000
-0.001  -0.001  -0.000  0.000  0.000  0.000
0.001  0.001  -0.000  0.000  0.000  0.000
0.004  0.004  0.001  0.000  0.000  0.000
0.006  -0.003  -0.000  0.000  0.000  0.000
0.006  0.001  0.000  0.000  0.000  0.000
0.004  0.000  0.000  0.000  0.000  0.000
0.007  0.000  0.000  0.000  0.000  0.000
0.009  0.000  0.000  0.000  0.000  0.000
0.010  0.000  0.000  0.000  0.000  0.000
0.008  -0.003  -0.001  0.000  0.000  0.000
0.009  0.002  0.000  0.000  0.000  0.000
0.007  -0.001  -0.000  0.000  0.000  0.000
0.009  0.002  0.000  0.000  0.000  0.000
0.009  -0.001  -0.000  0.000  0.000  0.000
0.006  0.001  0.000  0.000  0.000  0.000
0.004  0.000  0.000  0.000  0.000  0.000
0.003  -0.001  -0.000  0.000  0.000  0.000
0.004  -0.001  -0.000  0.000  0.000  0.000
-0.003  0.002  0.000  0.000  0.000  0.000
0.001  -0.001  -0.000  0.000  0.000  0.000
-0.001  -0.001  -0.000  0.000  0.000  0.000
0.001  0.002  0.000  0.000  0.000  0.000
-0.003  -0.001  -0.000  0.000  0.000  0.000
-0.003  0.001  0.000  0.000  0.000  0.000
-0.006  0.000  0.000  0.000  0.000  0.000
-0.004  0.000  0.000  0.000  0.000  0.000
-0.004  0.002  0.001  0.000  0.000  0.000
-0.001  -0.003  -0.000  0.000  0.000  0.000
-0.006  -0.001  -0.000  0.000  0.000  0.000
-0.004  0.001  -0.000  0.000  0.000  0.000
-0.002  0.001  -0.000  0.000  0.000  0.000
-0.000  0.000  0.000  0.000  0.000  0.000
-0.004  0.001  0.000  0.000  0.000  0.000
-0.006  -0.001  -0.000  0.000  0.000  0.000
-0.003  0.002  0.000  0.000  0.000  0.000
-0.002  0.000  0.000  0.000  0.000  0.000
-0.007  0.000  0.000  0.000  0.000  0.000
-0.003  0.001  0.000  0.000  0.000  0.000
-0.003  -0.001  -0.000  0.000  0.000  0.000
-0.003  -0.001  -0.000  0.000  0.000  0.000
-0.001  -0.001  -0.000  0.000  0.000  0.000
-0.005  -0.001  -0.001  0.000  0.000  0.000
-0.004  0.002  0.000  0.000  0.000  0.000
-0.002  -0.003  -0.001  0.000  0.000  0.000
-0.000  0.002  0.000  0.000  0.000  0.000
0.001  0.001  0.000  0.000  0.000  0.000
0.001  -0.001  -0.000  0.000  0.000  0.000
0.001  0.001  -0.000  0.000  0.000  0.000
-0.000  -0.003  -0.001  0.000  0.000  0.000
0.003  0.001  -0.000  0.000  0.000  0.000
-0.000  0.001  -0.000  0.000  0.000  0.000
0.007  -0.003  -0.001  0.000  0.000  0.000
0.003  -0.001  -0.001  0.000  0.000  0.000
0.005  -0.001  -0.001  0.000  0.000  0.000
0.006  0.001  -0.000  0.000  0.000  0.000
0.006  0.001  -0.000  0.000  0.000  0.000
0.004  0.001  -0.000  0.000  0.000  0.000
0.006  0.002  0.001  0.000  0.000  0.000
0.003  -0.001  0.000  0.000  0.000  0.000
0.002  -0.003  -0.001  0.000  0.000  0.000
-0.002  0.002  0.000  0.000  0.000  0.000
-0.000  -0.003  -0.001  0.000  0.000  0.000
-0.006  0.003  0.000  0.000  0.000  0.000
-0.007  0.001  0.000  0.000  0.000  0.000
-0.008  -0.001  -0.000  0.000  0.000  0.000
-0.008  -0.001  -0.000  0.000  0.000  0.000
-0.008  0.004  0.001  0.000  0.000  0.000
-0.007  -0.001  0.000  0.000  0.000  0.000
-0.006  -0.001  -0.000  0.000  0.000  0.000
-0.005  0.001  0.000  0.000  0.000  0.000
-0.007  -0.001  -0.000  0.000  0.000  0.000
-0.005  0.001  0.000  0.000  0.000  0.000
-0.001  0.001  0.000  0.000  0.000  0.000
0.001  -0.001  -0.000  0.000  0.000  0.000
0.008  0.001  0.000  0.000  0.000  0.000
0.002  0.002  0.001  0.000  0.000  0.000
0.002  -0.003  -0.000  0.000  0.000  0.000
0.007  0.002  0.000  0.000  0.000  0.000
0.007  0.001  0.000  0.000  0.000  0.000
0.007  0.000  0.000  0.000  0.000  0.000
0.006  -0.001  0.000  0.000  0.000  0.000
0.008  -0.001  -0.000  0.000  0.000  0.000
0.008  0.004  0.001  0.000  0.000  0.000
0.007  -0.001  0.000  0.000  0.000  0.000
