acc_hum[rad/s2]  acc_exo[rad/s2]  vel_hum[rad/s]  vel_exo[rad/s]  jerk_hum[rad/s3]  jerk_exo[rad/s3]  vel_motor[rad/s]  exo_Vel[rad/s]  actual_Vel[rad/s]  T_Sea[N.m]  theta_c[rad]  theta_l[rad]
3.056  -0.001  0.258  -0.000  9.363  -0.002  1097.943  0.000  0.000  -6.141  -0.642  -0.583
3.117  -0.013  0.301  -0.004  9.317  -0.041  1087.538  0.000  0.000  -6.141  -0.642  -0.583
3.208  -0.000  0.355  -0.000  9.372  0.002  1079.973  0.000  0.000  -6.141  -0.642  -0.583
3.274  -0.006  0.401  -0.002  9.344  -0.016  1073.519  0.000  0.000  -6.141  -0.642  -0.583
3.345  0.008  0.450  0.002  9.331  0.029  1067.565  0.000  0.000  -6.141  -0.642  -0.583
3.425  -0.001  0.501  -0.001  9.348  -0.002  1063.571  0.000  0.000  -6.141  -0.642  -0.583
3.473  0.001  0.544  0.000  9.263  0.005  1058.399  0.000  0.000  -6.141  -0.642  -0.583
3.573  -0.007  0.603  -0.002  9.345  -0.020  1056.416  0.000  0.000  -6.141  -0.642  -0.583
3.705  0.001  0.673  0.000  9.528  0.007  1058.672  0.000  0.000  -6.141  -0.642  -0.583
3.893  0.001  0.761  0.000  9.886  0.006  1068.537  0.000  0.000  -6.141  -0.642  -0.583
4.036  0.000  0.837  -0.000  10.090  0.003  1081.087  0.000  0.000  -6.141  -0.642  -0.583
4.235  0.008  0.931  0.002  10.467  0.028  1099.329  0.000  0.000  -6.141  -0.642  -0.583
4.428  -0.007  1.026  -0.002  10.820  -0.021  1122.430  0.000  0.000  -6.141  -0.642  -0.583
4.556  0.007  1.101  0.002  10.949  0.024  1143.303  0.000  0.000  -6.141  -0.642  -0.583
4.791  -0.001  1.211  -0.001  11.423  -0.003  1170.979  0.000  0.000  -6.141  -0.642  -0.583
5.003  0.001  1.315  0.000  11.810  0.005  1201.730  0.000  0.000  -6.141  -0.642  -0.583
5.212  -0.008  1.421  -0.003  12.176  -0.025  1234.900  0.000  0.000  -6.141  -0.642  -0.583
5.460  0.000  1.540  -0.000  12.656  0.003  1271.907  0.000  0.000  -6.141  -0.642  -0.583
5.677  -0.001  1.651  -0.000  13.027  -0.000  1309.898  0.000  0.000  -6.141  -0.642  -0.583
5.852  0.000  1.751  -0.000  13.252  0.003  1345.320  0.000  0.000  -6.141  -0.642  -0.583
6.005  0.000  1.846  -0.000  13.404  0.003  1377.065  0.000  0.000  -6.141  -0.642  -0.583
6.115  0.007  1.929  0.002  13.414  0.025  1402.440  0.000  0.000  -6.141  -0.642  -0.583
6.201  -0.015  2.004  -0.005  13.343  -0.046  1421.978  0.000  0.000  -6.141  -0.642  -0.583
6.264  -0.008  2.074  -0.003  13.206  -0.023  1434.253  0.000  0.000  -6.141  -0.642  -0.583
6.318  0.001  2.141  0.000  13.040  0.007  1439.997  0.000  0.000  -6.141  -0.642  -0.583
6.346  0.008  2.200  0.002  12.794  0.028  1438.853  0.000  0.000  -6.141  -0.642  -0.583
6.292  -0.007  2.234  -0.002  12.296  -0.020  1427.330  0.000  0.000  -6.141  -0.642  -0.583
6.244  -0.007  2.269  -0.002  11.826  -0.018  1407.546  0.000  0.000  -6.141  -0.642  -0.583
6.179  0.002  2.299  0.000  11.316  0.008  1379.977  0.000  0.000  -6.141  -0.642  -0.583
6.131  0.001  2.333  -0.000  10.874  0.004  1348.055  0.000  0.000  -6.141  -0.642  -0.583
5.965  0.001  2.330  -0.000  10.062  0.004  1304.315  0.000  0.000  -6.141  -0.642  -0.583
5.559  -0.005  2.251  -0.002  8.505  -0.014  1234.561  0.000  0.000  -6.141  -0.642  -0.583
5.427  0.009  2.255  0.002  7.868  0.031  1163.983  0.000  0.000  -6.141  -0.642  -0.583
5.312  -0.013  2.262  -0.004  7.297  -0.039  1095.578  0.000  0.000  -6.141  -0.642  -0.583
5.194  0.002  2.267  0.000  6.731  0.010  1027.603  0.000  0.000  -6.141  -0.642  -0.583
4.983  -0.006  2.243  -0.002  5.885  -0.015  954.568  0.000  0.000  -6.141  -0.642  -0.583
4.779  0.001  2.219  0.000  5.080  0.008  877.830  0.000  0.000  -6.141  -0.642  -0.583
4.605  -0.010  2.203  -0.004  4.395  -0.028  801.531  0.000  0.000  -6.141  -0.642  -0.583
4.418  0.002  2.181  0.000  3.684  0.010  724.115  0.000  0.000  -6.141  -0.642  -0.583
4.191  0.002  2.146  0.000  2.862  0.010  643.777  0.000  0.000  -6.141  -0.642  -0.583
3.850  0.002  2.073  0.000  1.698  0.010  553.414  0.000  0.000  -6.141  -0.642  -0.583
3.654  0.002  2.042  0.000  1.028  0.009  466.128  0.000  0.000  -6.141  -0.642  -0.583
3.338  -0.014  1.973  -0.005  -0.008  -0.042  373.646  0.000  0.000  -6.141  -0.642  -0.583
3.159  0.010  1.944  0.003  -0.584  0.037  285.876  0.000  0.000  -6.141  -0.642  -0.583
2.938  -0.006  1.900  -0.002  -1.273  -0.015  200.843  0.000  0.000  -6.141  -0.642  -0.583
2.727  -0.004  1.857  -0.002  -1.917  -0.010  118.341  0.000  0.000  -6.141  -0.642  -0.583
2.581  -0.011  1.834  -0.004  -2.334  -0.031  43.248  0.000  0.000  -6.141  -0.642  -0.583
2.444  -0.003  1.811  -0.002  -2.715  -0.007  -25.608  0.000  0.000  -6.141  -0.642  -0.583
2.190  0.004  1.752  0.001  -3.456  0.017  -97.589  0.000  0.000  -6.141  -0.642  -0.583
1.915  -0.010  1.683  -0.004  -4.249  -0.027  -172.433  0.000  0.000  -6.141  -0.642  -0.583
1.712  0.002  1.635  -0.000  -4.789  0.011  -244.858  0.000  0.000  -6.141  -0.642  -0.583
1.559  0.004  1.601  0.001  -5.158  0.018  -311.129  0.000  0.000  -6.141  -0.642  -0.583
1.386  -0.004  1.559  -0.002  -5.579  -0.008  -373.267  0.000  0.000  -6.141  -0.642  -0.583
1.210  -0.003  1.515  -0.002  -5.999  -0.007  -432.398  0.000  0.000  -6.141  -0.642  -0.583
1.061  -0.009  1.479  -0.004  -6.323  -0.024  -486.743  0.000  0.000  -6.141  -0.642  -0.583
0.873  -0.003  1.428  -0.002  -6.761  -0.003  -540.287  0.000  0.000  -6.141  -0.642  -0.583
0.686  -0.003  1.377  -0.002  -7.188  -0.003  -592.691  0.000  0.000  -6.141  -0.642  -0.583
0.543  0.004  1.338  0.000  -7.461  0.017  -640.971  0.000  0.000  -6.141  -0.642  -0.583
0.368  -0.000  1.287  -0.001  -7.830  0.004  -687.719  0.000  0.000  -6.141  -0.642  -0.583
0.166  0.002  1.227  -0.000  -8.275  0.012  -735.197  0.000  0.000  -6.141  -0.642  -0.583
0.030  -0.002  1.186  -0.002  -8.498  -0.003  -777.999  0.000  0.000  -6.141  -0.642  -0.583
-0.088  -0.002  1.149  -0.001  -8.658  -0.002  -815.835  0.000  0.000  -6.141  -0.642  -0.583
-0.201  0.005  1.113  0.001  -8.799  0.020  -849.524  0.000  0.000  -6.141  -0.642  -0.583
-0.308  0.004  1.078  0.000  -8.915  0.016  -879.020  0.000  0.000  -6.141  -0.642  -0.583
-0.371  -0.016  1.056  -0.006  -8.889  -0.046  -901.303  0.000  0.000  -6.141  -0.642  -0.583
-0.495  0.012  1.014  0.003  -9.059  0.044  -924.010  0.000  0.000  -6.141  -0.642  -0.583
-0.646  -0.004  0.963  -0.002  -9.310  -0.009  -947.202  0.000  0.000  -6.141  -0.642  -0.583
-0.775  0.006  0.918  0.001  -9.484  0.024  -970.053  0.000  0.000  -6.141  -0.642  -0.583
-0.924  -0.003  0.865  -0.002  -9.718  -0.006  -993.252  0.000  0.000  -6.141  -0.642  -0.583
-1.128  -0.002  0.794  -0.001  -10.123  -0.001  -1020.968  0.000  0.000  -6.141  -0.642  -0.583
-1.343  -0.003  0.718  -0.002  -10.550  -0.005  -1052.693  0.000  0.000  -6.141  -0.642  -0.583
-1.510  0.004  0.655  0.001  -10.817  0.018  -1084.340  0.000  0.000  -6.141  -0.642  -0.583
-1.651  -0.001  0.599  -0.001  -10.989  -0.001  -1113.307  0.000  0.000  -6.141  -0.642  -0.583
-1.799  0.010  0.539  0.002  -11.183  0.035  -1141.255  0.000  0.000  -6.141  -0.642  -0.583
-1.955  -0.017  0.476  -0.006  -11.394  -0.053  -1167.341  0.000  0.000  -6.141  -0.642  -0.583
-2.010  0.013  0.443  0.003  -11.279  0.045  -1186.768  0.000  0.000  -6.141  -0.642  -0.583
-2.058  -0.002  0.412  -0.002  -11.145  -0.005  -1198.722  0.000  0.000  -6.141  -0.642  -0.583
-2.060  -0.001  0.395  -0.001  -10.864  -0.001  -1202.014  0.000  0.000  -6.141  -0.642  -0.583
-2.084  0.004  0.371  0.000  -10.662  0.014  -1200.312  0.000  0.000  -6.141  -0.642  -0.583
-2.135  -0.003  0.339  -0.002  -10.553  -0.008  -1196.247  0.000  0.000  -6.141  -0.642  -0.583
-2.169  0.011  0.311  0.003  -10.394  0.036  -1189.958  0.000  0.000  -6.141  -0.642  -0.583
-2.207  0.004  0.282  0.001  -10.247  0.015  -1181.397  0.000  0.000  -6.141  -0.642  -0.583
-2.275  0.004  0.243  0.001  -10.203  0.015  -1173.583  0.000  0.000  -6.141  -0.642  -0.583
-2.334  -0.004  0.206  -0.002  -10.131  -0.011  -1165.444  0.000  0.000  -6.141  -0.642  -0.583
-2.426  0.003  0.159  0.000  -10.166  0.011  -1160.017  0.000  0.000  -6.141  -0.642  -0.583
-2.536  0.004  0.105  0.001  -10.259  0.014  -1157.811  0.000  0.000  -6.141  -0.642  -0.583
-2.625  -0.004  0.057  -0.002  -10.281  -0.012  -1156.275  0.000  0.000  -6.141  -0.642  -0.583
-2.720  0.003  0.006  0.000  -10.320  0.011  -1156.202  0.000  0.000  -6.141  -0.642  -0.583
-2.821  0.006  -0.047  0.001  -10.381  0.020  -1157.649  0.000  0.000  -6.141  -0.642  -0.583
-2.973  -0.004  -0.118  -0.002  -10.601  -0.013  -1163.392  0.000  0.000  -6.141  -0.642  -0.583
-3.071  0.010  -0.172  0.002  -10.642  0.031  -1169.440  0.000  0.000  -6.141  -0.642  -0.583
-3.185  -0.011  -0.232  -0.004  -10.735  -0.036  -1175.600  0.000  0.000  -6.141  -0.642  -0.583
-3.268  0.004  -0.284  0.001  -10.727  0.014  -1180.938  0.000  0.000  -6.141  -0.642  -0.583
-3.319  0.003  -0.326  0.000  -10.615  0.009  -1182.669  0.000  0.000  -6.141  -0.642  -0.583
-3.345  0.003  -0.360  0.000  -10.427  0.009  -1179.834  0.000  0.000  -6.141  -0.642  -0.583
-3.344  -0.003  -0.387  -0.001  -10.155  -0.010  -1171.247  0.000  0.000  -6.141  -0.642  -0.583
-3.326  0.012  -0.408  0.003  -9.837  0.038  -1157.817  0.000  0.000  -6.141  -0.642  -0.583
-3.296  -0.012  -0.425  -0.004  -9.490  -0.041  -1138.373  0.000  0.000  -6.141  -0.642  -0.583
-3.244  -0.002  -0.435  -0.001  -9.082  -0.005  -1114.099  0.000  0.000  -6.141  -0.642  -0.583
-3.213  0.004  -0.451  0.001  -8.749  0.014  -1087.440  0.000  0.000  -6.141  -0.642  -0.583
-3.168  -0.003  -0.463  -0.001  -8.381  -0.009  -1057.616  0.000  0.000  -6.141  -0.642  -0.583
-3.139  0.005  -0.479  0.001  -8.075  0.017  -1027.219  0.000  0.000  -6.141  -0.642  -0.583
-3.117  -0.004  -0.498  -0.002  -7.798  -0.013  -996.371  0.000  0.000  -6.141  -0.642  -0.583
-3.077  0.010  -0.510  0.003  -7.468  0.032  -964.832  0.000  0.000  -6.141  -0.642  -0.583
-3.042  0.006  -0.524  0.001  -7.166  0.018  -932.676  0.000  0.000  -6.141  -0.642  -0.583
-3.019  -0.012  -0.541  -0.004  -6.908  -0.041  -900.507  0.000  0.000  -6.141  -0.642  -0.583
-2.987  -0.001  -0.555  -0.001  -6.630  -0.005  -868.986  0.000  0.000  -6.141  -0.642  -0.583
-2.963  -0.004  -0.572  -0.002  -6.385  -0.012  -838.213  0.000  0.000  -6.141  -0.642  -0.583
-2.922  0.005  -0.582  0.001  -6.090  0.015  -807.299  0.000  0.000  -6.141  -0.642  -0.583
-2.902  -0.004  -0.599  -0.002  -5.869  -0.012  -777.343  0.000  0.000  -6.141  -0.642  -0.583
-2.904  0.005  -0.623  0.001  -5.724  0.015  -750.442  0.000  0.000  -6.141  -0.642  -0.583
-2.887  -0.004  -0.641  -0.002  -5.525  -0.012  -724.186  0.000  0.000  -6.141  -0.642  -0.583
-2.915  -0.003  -0.673  -0.002  -5.471  -0.011  -702.004  0.000  0.000  -6.141  -0.642  -0.583
-2.929  0.007  -0.701  0.002  -5.378  0.024  -682.590  0.000  0.000  -6.141  -0.642  -0.583
-2.976  0.004  -0.739  0.001  -5.391  0.014  -667.268  0.000  0.000  -6.141  -0.642  -0.583
-3.023  0.003  -0.777  0.001  -5.403  0.009  -655.262  0.000  0.000  -6.141  -0.642  -0.583
-3.130  -0.003  -0.835  -0.001  -5.607  -0.009  -650.052  0.000  0.000  -6.141  -0.642  -0.583
-3.261  0.004  -0.901  0.001  -5.880  0.013  -652.301  0.000  0.000  -6.141  -0.642  -0.583
-3.446  -0.003  -0.985  -0.001  -6.324  -0.010  -663.833  0.000  0.000  -6.141  -0.642  -0.583
-3.633  -0.002  -1.071  -0.001  -6.759  -0.009  -682.853  0.000  0.000  -6.141  -0.642  -0.583
-3.856  -0.001  -1.170  -0.001  -7.300  -0.005  -710.287  0.000  0.000  -6.141  -0.642  -0.583
-4.061  0.012  -1.264  0.003  -7.769  0.039  -743.291  0.000  0.000  -6.141  -0.642  -0.583
-4.280  -0.002  -1.365  -0.001  -8.270  -0.007  -780.401  0.000  0.000  -6.141  -0.642  -0.583
-4.469  -0.010  -1.459  -0.003  -8.665  -0.032  -818.686  0.000  0.000  -6.141  -0.642  -0.583
-4.664  0.006  -1.555  0.001  -9.067  0.018  -858.917  0.000  0.000  -6.141  -0.642  -0.583
-4.839  0.004  -1.647  0.001  -9.394  0.013  -898.377  0.000  0.000  -6.141  -0.642  -0.583
-4.990  0.005  -1.733  0.001  -9.638  0.015  -935.442  0.000  0.000  -6.141  -0.642  -0.583
-5.102  0.012  -1.808  0.003  -9.750  0.036  -967.831  0.000  0.000  -6.141  -0.642  -0.583
-5.203  -0.003  -1.881  -0.001  -9.824  -0.011  -994.866  0.000  0.000  -6.141  -0.642  -0.583
-5.286  0.006  -1.948  0.002  -9.835  0.016  -1017.052  0.000  0.000  -6.141  -0.642  -0.583
-5.324  0.001  -2.002  0.000  -9.705  -0.000  -1031.687  0.000  0.000  -6.141  -0.642  -0.583
-5.346  0.012  -2.052  0.004  -9.529  0.036  -1039.851  0.000  0.000  -6.141  -0.642  -0.583
-5.331  -0.003  -2.090  -0.001  -9.236  -0.015  -1039.225  0.000  0.000  -6.141  -0.642  -0.583
-5.288  0.004  -2.119  0.001  -8.863  0.008  -1030.627  0.000  0.000  -6.141  -0.642  -0.583
-5.248  0.009  -2.149  0.003  -8.507  0.025  -1015.955  0.000  0.000  -6.141  -0.642  -0.583
-5.205  -0.005  -2.178  -0.002  -8.154  -0.020  -995.762  0.000  0.000  -6.141  -0.642  -0.583
-5.160  0.002  -2.205  0.001  -7.800  0.003  -971.966  0.000  0.000  -6.141  -0.642  -0.583
-5.109  0.010  -2.230  0.003  -7.436  0.028  -945.068  0.000  0.000  -6.141  -0.642  -0.583
-5.023  -0.007  -2.244  -0.002  -6.970  -0.026  -912.464  0.000  0.000  -6.141  -0.642  -0.583
-4.949  0.010  -2.262  0.003  -6.557  0.027  -877.753  0.000  0.000  -6.141  -0.642  -0.583
-4.836  0.002  -2.266  0.001  -6.028  0.003  -837.835  0.000  0.000  -6.141  -0.642  -0.583
-4.714  0.002  -2.266  0.001  -5.482  0.002  -793.672  0.000  0.000  -6.141  -0.642  -0.583
-4.578  0.010  -2.261  0.003  -4.906  0.027  -745.707  0.000  0.000  -6.141  -0.642  -0.583
-4.402  0.007  -2.243  0.002  -4.217  0.018  -691.789  0.000  0.000  -6.141  -0.642  -0.583
-4.216  -0.000  -2.220  0.000  -3.515  -0.007  -632.636  0.000  0.000  -6.141  -0.642  -0.583
-4.024  -0.000  -2.194  0.000  -2.809  -0.006  -569.487  0.000  0.000  -6.141  -0.642  -0.583
-3.841  0.002  -2.169  0.001  -2.153  0.001  -504.363  0.000  0.000  -6.141  -0.642  -0.583
-3.674  0.005  -2.147  0.002  -1.562  0.011  -439.132  0.000  0.000  -6.141  -0.642  -0.583
-3.528  -0.001  -2.131  0.000  -1.055  -0.008  -375.379  0.000  0.000  -6.141  -0.642  -0.583
-3.363  -0.001  -2.108  0.000  -0.500  -0.008  -311.963  0.000  0.000  -6.141  -0.642  -0.583
-3.176  0.006  -2.076  0.002  0.112  0.014  -247.752  0.000  0.000  -6.141  -0.642  -0.583
-2.984  0.008  -2.042  0.003  0.722  0.020  -182.790  0.000  0.000  -6.141  -0.642  -0.583
-2.794  -0.002  -2.006  -0.000  1.312  -0.012  -117.243  0.000  0.000  -6.141  -0.642  -0.583
-2.632  -0.002  -1.978  -0.000  1.798  -0.011  -53.934  0.000  0.000  -6.141  -0.642  -0.583
-2.454  0.012  -1.943  0.004  2.321  0.033  7.932  0.000  0.000  -6.141  -0.642  -0.583
-2.279  -0.002  -1.908  -0.000  2.822  -0.014  69.195  0.000  0.000  -6.141  -0.642  -0.583
-2.103  -0.001  -1.872  0.000  3.313  -0.010  129.135  0.000  0.000  -6.141  -0.642  -0.583
-1.905  0.005  -1.826  0.002  3.862  0.009  189.190  0.000  0.000  -6.141  -0.642  -0.583
-1.698  -0.001  -1.777  -0.000  4.424  -0.011  250.070  0.000  0.000  -6.141  -0.642  -0.583
-1.470  -0.009  -1.719  -0.002  5.042  -0.035  312.899  0.000  0.000  -6.141  -0.642  -0.583
-1.241  0.006  -1.660  0.002  5.643  0.014  376.084  0.000  0.000  -6.141  -0.642  -0.583
-0.965  -0.002  -1.583  -0.000  6.382  -0.013  443.516  0.000  0.000  -6.141  -0.642  -0.583
-0.713  -0.010  -1.512  -0.003  7.027  -0.037  512.209  0.000  0.000  -6.141  -0.642  -0.583
-0.469  0.006  -1.442  0.002  7.627  0.016  579.991  0.000  0.000  -6.141  -0.642  -0.583
-0.218  0.006  -1.367  0.002  8.236  0.014  647.893  0.000  0.000  -6.141  -0.642  -0.583
-0.002  0.007  -1.301  0.002  8.716  0.016  712.950  0.000  0.000  -6.141  -0.642  -0.583
0.172  -0.003  -1.247  -0.001  9.049  -0.015  772.832  0.000  0.000  -6.141  -0.642  -0.583
0.379  0.012  -1.181  0.004  9.478  0.033  829.793  0.000  0.000  -6.141  -0.642  -0.583
0.572  -0.004  -1.118  -0.001  9.854  -0.018  884.367  0.000  0.000  -6.141  -0.642  -0.583
0.742  -0.009  -1.060  -0.002  10.146  -0.034  934.766  0.000  0.000  -6.141  -0.642  -0.583
0.986  0.018  -0.978  0.006  10.668  0.055  985.775  0.000  0.000  -6.141  -0.642  -0.583
1.238  -0.005  -0.891  -0.001  11.201  -0.023  1039.449  0.000  0.000  -6.141  -0.642  -0.583
1.392  0.004  -0.833  0.002  11.408  0.007  1086.676  0.000  0.000  -6.141  -0.642  -0.583
1.558  -0.003  -0.770  -0.000  11.645  -0.015  1130.047  0.000  0.000  -6.141  -0.642  -0.583
1.682  0.002  -0.719  0.001  11.743  0.003  1166.713  0.000  0.000  -6.141  -0.642  -0.583
1.739  0.010  -0.687  0.004  11.626  0.028  1193.122  0.000  0.000  -6.141  -0.642  -0.583
1.822  -0.005  -0.648  -0.001  11.595  -0.021  1214.136  0.000  0.000  -6.141  -0.642  -0.583
1.870  0.003  -0.618  0.001  11.452  0.004  1227.422  0.000  0.000  -6.141  -0.642  -0.583
1.856  0.009  -0.607  0.003  11.114  0.022  1230.271  0.000  0.000  -6.141  -0.642  -0.583
1.896  0.010  -0.580  0.004  10.957  0.026  1228.983  0.000  0.000  -6.141  -0.642  -0.583
1.913  0.008  -0.559  0.003  10.732  0.020  1222.994  0.000  0.000  -6.141  -0.642  -0.583
1.945  0.001  -0.534  0.001  10.558  -0.004  1214.587  0.000  0.000  -6.141  -0.642  -0.583
2.020  0.006  -0.495  0.003  10.528  0.014  1207.019  0.000  0.000  -6.141  -0.642  -0.583
2.098  0.005  -0.455  0.002  10.508  0.009  1200.614  0.000  0.000  -6.141  -0.642  -0.583
2.235  0.000  -0.395  0.001  10.676  -0.007  1199.480  0.000  0.000  -6.141  -0.642  -0.583
2.397  0.014  -0.327  0.005  10.922  0.036  1203.627  0.000  0.000  -6.141  -0.642  -0.583
2.528  0.005  -0.266  0.002  11.064  0.007  1210.490  0.000  0.000  -6.141  -0.642  -0.583
2.701  -0.009  -0.192  -0.002  11.333  -0.038  1222.579  0.000  0.000  -6.141  -0.642  -0.583
2.896  0.004  -0.110  0.002  11.667  0.004  1239.279  0.000  0.000  -6.141  -0.642  -0.583
3.078  0.004  -0.030  0.002  11.950  0.007  1258.992  0.000  0.000  -6.141  -0.642  -0.583
3.269  0.003  0.055  0.002  12.256  0.001  1281.710  0.000  0.000  -6.141  -0.642  -0.583
3.488  -0.002  0.149  0.000  12.641  -0.014  1308.735  0.000  0.000  -6.141  -0.642  -0.583
3.662  -0.004  0.231  -0.000  12.875  -0.020  1335.692  0.000  0.000  -6.141  -0.642  -0.583
3.861  0.002  0.323  0.002  13.183  -0.002  1363.972  0.000  0.000  -6.141  -0.642  -0.583
4.096  -0.002  0.427  0.000  13.597  -0.014  1396.059  0.000  0.000  -6.141  -0.642  -0.583
4.324  0.010  0.531  0.004  13.979  0.027  1429.857  0.000  0.000  -6.141  -0.642  -0.583
4.580  0.003  0.646  0.002  14.440  0.002  1467.543  0.000  0.000  -6.141  -0.642  -0.583
4.807  0.003  0.753  0.002  14.795  0.001  1505.703  0.000  0.000  -6.141  -0.642  -0.583
4.953  -0.011  0.837  -0.002  14.885  -0.043  1538.745  0.000  0.000  -6.141  -0.642  -0.583
5.170  -0.001  0.945  0.001  15.197  -0.008  1571.803  0.000  0.000  -6.141  -0.642  -0.583
5.381  0.005  1.052  0.003  15.483  0.010  1604.476  0.000  0.000  -6.141  -0.642  -0.583
5.638  -0.014  1.176  -0.003  15.911  -0.050  1640.938  0.000  0.000  -6.141  -0.642  -0.583
5.827  -0.011  1.280  -0.002  16.109  -0.039  1674.439  0.000  0.000  -6.141  -0.642  -0.583
5.900  -0.005  1.349  -0.001  15.928  -0.018  1696.921  0.000  0.000  -6.141  -0.642  -0.583
6.032  0.004  1.438  0.002  15.944  0.008  1714.979  0.000  0.000  -6.141  -0.642  -0.583
6.135  -0.005  1.518  -0.001  15.865  -0.019  1727.961  0.000  0.000  -6.141  -0.642  -0.583
6.264  -0.010  1.608  -0.002  15.874  -0.036  1738.770  0.000  0.000  -6.141  -0.642  -0.583
6.410  -0.002  1.703  0.000  15.932  -0.007  1748.414  0.000  0.000  -6.141  -0.642  -0.583
6.470  -0.012  1.773  -0.003  15.716  -0.040  1751.683  0.000  0.000  -6.141  -0.642  -0.583
6.490  0.010  1.831  0.004  15.377  0.031  1745.882  0.000  0.000  -6.141  -0.642  -0.583
6.547  -0.002  1.901  0.000  15.167  -0.008  1736.992  0.000  0.000  -6.141  -0.642  -0.583
6.663  -0.003  1.990  -0.000  15.150  -0.011  1729.583  0.000  0.000  -6.141  -0.642  -0.583
6.692  0.003  2.052  0.002  14.856  0.007  1716.857  0.000  0.000  -6.141  -0.642  -0.583
6.743  0.002  2.122  0.002  14.639  0.006  1701.860  0.000  0.000  -6.141  -0.642  -0.583
6.340  0.004  2.049  0.002  12.974  0.010  1652.403  0.000  0.000  -6.141  -0.642  -0.583
6.321  0.002  2.094  0.001  12.580  0.005  1604.099  0.000  0.000  -6.141  -0.642  -0.583
6.298  -0.004  2.138  -0.000  12.187  -0.014  1556.900  0.000  0.000  -6.141  -0.642  -0.583
6.231  -0.005  2.167  -0.001  11.660  -0.017  1507.395  0.000  0.000  -6.141  -0.642  -0.583
6.148  -0.005  2.191  -0.001  11.095  -0.016  1455.120  0.000  0.000  -6.141  -0.642  -0.583
6.039  0.001  2.206  0.001  10.461  0.003  1398.896  0.000  0.000  -6.141  -0.642  -0.583
5.927  0.002  2.219  0.001  9.836  0.006  1339.897  0.000  0.000  -6.141  -0.642  -0.583
5.781  -0.005  2.221  -0.001  9.116  -0.016  1276.820  0.000  0.000  -6.141  -0.642  -0.583
5.608  -0.006  2.213  -0.001  8.330  -0.019  1208.778  0.000  0.000  -6.141  -0.642  -0.583
5.442  0.001  2.207  0.001  7.587  0.004  1137.434  0.000  0.000  -6.141  -0.642  -0.583
5.237  0.007  2.186  0.003  6.737  0.022  1061.108  0.000  0.000  -6.141  -0.642  -0.583
5.067  -0.019  2.175  -0.005  6.018  -0.060  984.909  0.000  0.000  -6.141  -0.642  -0.583
4.864  0.010  2.152  0.004  5.217  0.032  904.931  0.000  0.000  -6.141  -0.642  -0.583
4.599  -0.007  2.108  -0.001  4.233  -0.022  819.523  0.000  0.000  -6.141  -0.642  -0.583
4.354  0.009  2.068  0.004  3.341  0.031  730.612  0.000  0.000  -6.141  -0.642  -0.583
4.115  -0.006  2.028  -0.001  2.491  -0.019  641.014  0.000  0.000  -6.141  -0.642  -0.583
3.892  0.002  1.992  0.001  1.715  0.008  551.652  0.000  0.000  -6.141  -0.642  -0.583
3.660  0.001  1.950  0.001  0.927  0.002  462.566  0.000  0.000  -6.141  -0.642  -0.583
3.457  0.001  1.916  0.001  0.255  0.002  376.271  0.000  0.000  -6.141  -0.642  -0.583
3.299  0.001  1.894  0.001  -0.258  0.002  295.776  0.000  0.000  -6.141  -0.642  -0.583
3.133  0.006  1.869  0.003  -0.782  0.019  219.455  0.000  0.000  -6.141  -0.642  -0.583
2.948  -0.008  1.836  -0.002  -1.354  -0.026  146.114  0.000  0.000  -6.141  -0.642  -0.583
2.674  0.000  1.774  0.001  -2.196  0.001  68.246  0.000  0.000  -6.141  -0.642  -0.583
2.438  -0.002  1.722  0.000  -2.895  -0.006  -9.612  0.000  0.000  -6.141  -0.642  -0.583
2.185  0.007  1.662  0.003  -3.633  0.023  -88.776  0.000  0.000  -6.141  -0.642  -0.583
1.888  0.005  1.587  0.002  -4.488  0.017  -171.227  0.000  0.000  -6.141  -0.642  -0.583
1.627  0.004  1.520  0.002  -5.208  0.012  -253.260  0.000  0.000  -6.141  -0.642  -0.583
1.389  -0.009  1.459  -0.002  -5.838  -0.030  -332.512  0.000  0.000  -6.141  -0.642  -0.583
1.132  -0.003  1.390  -0.000  -6.509  -0.009  -411.195  0.000  0.000  -6.141  -0.642  -0.583
0.913  0.005  1.330  0.002  -7.045  0.017  -486.438  0.000  0.000  -6.141  -0.642  -0.583
0.799  0.004  1.302  0.002  -7.230  0.011  -550.692  0.000  0.000  -6.141  -0.642  -0.583
0.690  0.005  1.274  0.002  -7.391  0.014  -605.710  0.000  0.000  -6.141  -0.642  -0.583
0.554  -0.004  1.237  -0.000  -7.640  -0.014  -654.968  0.000  0.000  -6.141  -0.642  -0.583
0.382  0.004  1.188  0.002  -7.993  0.013  -702.605  0.000  0.000  -6.141  -0.642  -0.583
0.217  0.003  1.139  0.002  -8.318  0.008  -747.931  0.000  0.000  -6.141  -0.642  -0.583
0.003  -0.002  1.074  0.000  -8.789  -0.008  -794.578  0.000  0.000  -6.141  -0.642  -0.583
-0.176  -0.007  1.018  -0.001  -9.136  -0.023  -839.519  0.000  0.000  -6.141  -0.642  -0.583
-0.334  -0.004  0.968  -0.000  -9.407  -0.013  -881.656  0.000  0.000  -6.141  -0.642  -0.583
-0.434  -0.011  0.934  -0.003  -9.486  -0.034  -916.901  0.000  0.000  -6.141  -0.642  -0.583
