acc_hum[rad/s2]  acc_exo[rad/s2]  vel_hum[rad/s]  vel_exo[rad/s]  jerk_hum[rad/s3]  jerk_exo[rad/s3]  vel_motor[rad/s]  exo_Vel[rad/s]  actual_Vel[rad/s]  T_Sea[N.m]  theta_c[rad]  theta_l[rad]
-0.007  0.011  -0.005  0.005  -0.011  0.018  -0.845  0.000  0.000  0.082  -0.005  -0.006
-0.013  0.005  -0.007  0.003  -0.031  -0.002  -0.915  0.000  -0.105  0.082  -0.005  -0.006
-0.024  -0.001  -0.010  0.001  -0.065  -0.023  -1.262  0.000  -0.105  0.082  -0.005  -0.006
-0.017  0.010  -0.008  0.005  -0.040  0.015  -1.424  0.000  -0.105  0.081  -0.005  -0.006
-0.024  0.002  -0.011  0.002  -0.064  -0.012  -1.702  0.000  0.000  0.081  -0.005  -0.006
-0.032  -0.009  -0.013  -0.001  -0.087  -0.046  -2.045  0.000  0.000  0.081  -0.005  -0.006
-0.018  -0.009  -0.009  -0.001  -0.038  -0.046  -1.776  0.000  0.000  0.081  -0.005  -0.006
0.002  -0.014  -0.003  -0.003  0.024  -0.062  -0.791  0.000  0.000  0.081  -0.005  -0.006
0.008  -0.020  -0.001  -0.005  0.044  -0.078  0.277  0.000  -0.105  0.081  -0.005  -0.006
0.017  -0.008  0.002  -0.001  0.073  -0.038  1.278  0.000  -0.105  0.080  -0.005  -0.006
0.041  -0.028  0.009  -0.008  0.145  -0.101  3.151  0.000  -0.105  0.080  -0.005  -0.006
0.038  -0.005  0.009  -0.001  0.135  -0.026  4.193  0.000  -0.105  0.079  -0.005  -0.006
0.065  -0.029  0.018  -0.008  0.215  -0.099  6.240  0.000  -0.105  0.079  -0.005  -0.006
0.072  -0.002  0.020  -0.000  0.234  -0.011  7.704  0.000  0.000  0.079  -0.005  -0.006
0.094  -0.003  0.028  -0.000  0.297  -0.014  9.585  0.000  0.000  0.080  -0.005  -0.006
0.095  0.004  0.029  0.002  0.294  0.008  10.967  0.000  0.209  0.081  -0.005  -0.006
0.088  0.010  0.028  0.004  0.264  0.028  11.649  0.000  3.979  0.105  -0.004  -0.006
0.086  0.021  0.028  0.007  0.250  0.061  11.896  0.000  5.131  0.133  -0.004  -0.006
0.101  0.014  0.033  0.005  0.293  0.039  12.685  0.000  5.131  0.163  -0.003  -0.006
0.073  0.019  0.025  0.007  0.196  0.052  12.172  0.000  5.864  0.187  -0.003  -0.006
0.080  0.012  0.028  0.005  0.213  0.029  12.060  0.000  7.121  0.153  -0.003  -0.003
0.106  0.010  0.036  0.004  0.288  0.023  12.850  0.000  8.168  0.136  -0.002  -0.003
0.124  -0.002  0.043  0.001  0.339  -0.016  14.220  0.000  8.168  0.122  -0.002  -0.003
0.136  0.003  0.048  0.002  0.370  -0.001  15.596  0.000  8.901  0.121  -0.002  -0.003
0.147  -0.014  0.052  -0.003  0.397  -0.056  17.243  0.000  9.739  0.131  -0.001  -0.003
0.153  -0.025  0.055  -0.007  0.406  -0.088  18.782  0.000  10.472  0.150  -0.001  -0.003
0.150  -0.014  0.056  -0.004  0.384  -0.053  19.607  0.000  10.472  0.166  -0.001  -0.003
0.134  -0.013  0.052  -0.003  0.322  -0.048  19.544  0.000  11.310  0.190  -0.000  -0.003
0.125  -0.036  0.050  -0.011  0.286  -0.120  19.391  0.000  12.566  0.224  0.000  -0.003
0.108  -0.028  0.046  -0.008  0.224  -0.092  18.434  0.000  12.566  0.268  0.001  -0.003
0.088  -0.026  0.040  -0.008  0.153  -0.083  16.822  0.000  13.823  0.239  0.001  0.000
0.062  -0.025  0.033  -0.008  0.067  -0.077  14.525  0.000  14.870  0.230  0.002  0.000
0.025  -0.023  0.022  -0.007  -0.053  -0.067  11.286  0.000  15.708  0.239  0.003  0.000
0.005  -0.010  0.016  -0.003  -0.115  -0.025  7.802  0.000  15.708  0.246  0.003  0.000
-0.001  -0.002  0.014  -0.001  -0.131  0.003  4.725  0.000  15.603  0.263  0.003  0.000
-0.014  -0.007  0.010  -0.003  -0.170  -0.016  1.903  0.000  15.289  0.287  0.004  0.000
-0.024  0.009  0.007  0.002  -0.198  0.036  -0.889  0.000  14.032  0.311  0.004  0.000
-0.025  0.005  0.006  0.001  -0.194  0.022  -3.020  0.000  14.032  0.330  0.004  0.000
-0.057  0.016  -0.004  0.004  -0.294  0.056  -5.986  0.000  11.833  0.283  0.004  0.003
-0.085  0.014  -0.013  0.004  -0.376  0.051  -9.251  0.000  10.053  0.244  0.004  0.003
-0.117  0.004  -0.024  0.001  -0.469  0.016  -12.746  0.000  10.053  0.214  0.004  0.003
-0.157  0.013  -0.037  0.004  -0.583  0.045  -16.945  0.000  8.168  0.189  0.004  0.003
-0.164  -0.003  -0.041  -0.001  -0.592  -0.007  -20.170  0.000  6.702  0.167  0.004  0.003
-0.191  0.003  -0.051  0.001  -0.664  0.013  -23.645  0.000  4.294  0.144  0.004  0.003
-0.212  0.000  -0.059  0.000  -0.713  0.004  -26.941  0.000  4.294  0.126  0.004  0.003
-0.228  -0.004  -0.065  -0.001  -0.745  -0.011  -29.874  0.000  1.885  0.101  0.003  0.003
-0.216  -0.005  -0.063  -0.002  -0.688  -0.013  -31.566  0.000  -1.780  0.067  0.002  0.003
-0.209  -0.010  -0.063  -0.003  -0.649  -0.029  -32.415  0.000  -5.341  0.019  0.001  0.003
-0.200  0.001  -0.062  0.000  -0.602  0.006  -32.716  0.000  -5.341  -0.019  0.001  0.003
-0.182  -0.008  -0.058  -0.003  -0.530  -0.022  -32.028  3.037  -9.634  -0.008  0.000  0.000
-0.152  0.003  -0.050  0.001  -0.421  0.013  -30.412  0.000  -13.090  -0.025  -0.001  0.000
-0.125  -0.010  -0.043  -0.003  -0.321  -0.027  -27.820  0.000  -13.090  -0.039  -0.001  0.000
-0.100  -0.013  -0.036  -0.004  -0.235  -0.037  -24.739  0.000  -16.860  -0.076  -0.002  0.000
-0.087  0.003  -0.033  0.001  -0.186  0.015  -21.962  0.000  -18.954  -0.130  -0.003  0.000
-0.049  -0.002  -0.021  -0.001  -0.059  -0.002  -18.234  0.000  -20.106  -0.128  -0.004  -0.003
-0.022  0.004  -0.013  0.001  0.026  0.018  -14.384  0.000  -20.106  -0.127  -0.004  -0.003
-0.002  0.010  -0.007  0.003  0.090  0.036  -10.667  0.000  -20.106  -0.157  -0.006  -0.003
0.016  0.004  -0.002  0.001  0.147  0.015  -6.955  0.000  -16.860  -0.105  -0.008  -0.009
0.012  0.005  -0.003  0.001  0.128  0.018  -4.211  0.000  -16.441  -0.075  -0.009  -0.009
0.030  0.003  0.003  0.001  0.182  0.011  -1.380  0.000  -16.441  -0.051  -0.009  -0.009
0.024  0.008  0.001  0.002  0.161  0.028  0.571  0.000  -15.499  -0.040  -0.009  -0.009
0.043  -0.009  0.007  -0.003  0.217  -0.027  3.002  0.000  -14.242  -0.036  -0.009  -0.009
0.048  0.008  0.009  0.002  0.228  0.027  4.827  0.000  -12.252  -0.035  -0.010  -0.009
0.059  0.001  0.013  0.000  0.256  0.005  6.710  0.000  -12.252  -0.034  -0.010  -0.009
0.048  0.002  0.010  0.001  0.214  0.009  7.718  0.000  -10.367  -0.033  -0.009  -0.009
0.052  0.008  0.012  0.002  0.223  0.026  8.563  0.000  -8.482  -0.032  -0.009  -0.009
0.090  0.019  0.024  0.006  0.337  0.061  13.719  0.000  -7.016  -0.030  -0.009  -0.009
0.098  0.024  0.027  0.008  0.355  0.075  18.087  0.000  -7.016  -0.029  -0.009  -0.009
0.102  0.023  0.029  0.008  0.358  0.071  21.710  0.000  -5.550  -0.026  -0.009  -0.009
0.117  0.029  0.035  0.010  0.396  0.088  25.272  0.000  -3.770  -0.019  -0.009  -0.009
0.131  0.038  0.040  0.013  0.432  0.114  28.643  0.000  -3.770  -0.013  -0.009  -0.009
0.131  0.056  0.041  0.018  0.420  0.169  30.455  0.000  -0.628  0.002  -0.009  -0.009
0.115  0.075  0.037  0.025  0.361  0.225  29.951  0.000  3.142  0.035  -0.008  -0.009
0.105  0.094  0.035  0.032  0.317  0.281  27.952  0.000  7.959  0.084  -0.006  -0.009
0.089  0.119  0.031  0.040  0.259  0.354  24.245  0.000  7.959  0.124  -0.006  -0.009
0.067  0.119  0.025  0.041  0.181  0.345  19.686  0.000  11.729  0.182  -0.005  -0.009
0.075  0.131  0.028  0.046  0.204  0.373  16.304  0.000  15.499  0.189  -0.004  -0.006
0.068  0.122  0.026  0.044  0.174  0.336  13.400  0.000  16.965  0.214  -0.003  -0.006
0.073  0.113  0.028  0.042  0.185  0.297  11.853  0.000  16.965  0.234  -0.003  -0.006
0.085  0.087  0.033  0.035  0.222  0.206  12.523  0.000  17.174  0.263  -0.002  -0.006
0.105  0.062  0.039  0.028  0.277  0.124  15.300  0.000  16.232  0.231  -0.002  -0.003
0.119  0.022  0.045  0.016  0.317  -0.011  19.980  0.000  15.184  0.214  -0.002  -0.003
0.109  -0.041  0.042  -0.004  0.275  -0.212  25.095  0.000  15.184  0.200  -0.002  -0.003
0.116  -0.104  0.046  -0.024  0.293  -0.406  31.788  0.000  14.765  0.209  -0.001  -0.003
0.116  -0.177  0.047  -0.047  0.284  -0.630  39.463  0.000  14.765  0.153  -0.001  0.000
0.148  -0.249  0.058  -0.071  0.379  -0.844  50.109  0.000  15.813  0.124  0.000  0.000
0.193  -0.286  0.073  -0.085  0.514  -0.942  62.659  0.000  18.012  0.124  0.001  0.000
0.209  -0.320  0.079  -0.098  0.551  -1.025  74.343  0.000  20.944  0.153  0.003  0.000
0.207  -0.298  0.080  -0.094  0.529  -0.930  81.954  0.000  26.180  0.152  0.004  0.003
0.198  -0.271  0.079  -0.087  0.488  -0.818  85.678  0.000  26.180  0.151  0.004  0.003
0.182  -0.203  0.076  -0.068  0.425  -0.580  84.381  0.000  33.196  0.144  0.007  0.006
0.201  -0.142  0.083  -0.051  0.474  -0.369  81.904  0.000  42.830  0.206  0.011  0.006
0.172  -0.087  0.076  -0.035  0.368  -0.184  75.371  0.000  50.265  0.264  0.014  0.009
0.121  -0.029  0.061  -0.017  0.198  0.006  64.098  0.000  50.265  0.310  0.014  0.009
0.086  0.022  0.051  -0.002  0.080  0.170  50.543  0.000  57.701  0.354  0.017  0.012
0.071  0.058  0.047  0.010  0.029  0.280  37.320  0.000  61.470  0.388  0.020  0.015
0.065  0.089  0.046  0.020  0.010  0.371  25.308  0.000  61.470  0.466  0.023  0.015
0.050  0.120  0.042  0.030  -0.038  0.460  13.657  0.000  59.167  0.494  0.024  0.018
0.077  0.147  0.050  0.040  0.048  0.535  5.476  0.000  31.521  0.452  0.030  0.028
0.076  0.214  0.051  0.062  0.045  0.736  -3.359  0.000  29.845  0.370  0.031  0.031
0.072  0.274  0.050  0.082  0.030  0.909  -12.649  0.000  29.845  0.305  0.031  0.031
0.058  0.309  0.046  0.095  -0.014  0.998  -21.950  0.000  26.389  0.259  0.031  0.031
0.043  0.297  0.042  0.094  -0.062  0.934  -29.588  0.000  21.677  0.222  0.031  0.031
0.047  0.249  0.044  0.082  -0.047  0.758  -33.179  0.000  17.488  0.186  0.031  0.031
0.052  0.211  0.046  0.072  -0.032  0.618  -33.981  0.000  17.488  0.158  0.031  0.031
0.064  0.178  0.050  0.063  0.008  0.495  -32.209  0.000  11.310  0.121  0.030  0.031
0.063  0.170  0.050  0.062  0.005  0.456  -30.343  0.000  5.131  0.068  0.029  0.031
0.057  0.188  0.049  0.069  -0.014  0.501  -29.721  0.000  5.131  0.089  0.029  0.028
0.021  0.276  0.038  0.098  -0.130  0.770  -34.850  0.000  -1.676  0.080  0.028  0.028
0.005  0.321  0.033  0.114  -0.176  0.897  -41.327  0.000  -6.178  0.048  0.027  0.028
0.013  0.377  0.036  0.134  -0.146  1.053  -47.477  0.000  -10.681  -0.001  0.026  0.028
0.047  0.398  0.046  0.144  -0.036  1.092  -50.192  0.000  -10.681  -0.041  0.026  0.028
0.059  0.347  0.050  0.131  0.004  0.901  -49.092  0.000  -14.451  -0.037  0.024  0.025
0.066  0.226  0.053  0.096  0.027  0.490  -42.815  0.000  -19.583  -0.069  0.023  0.025
0.072  0.111  0.055  0.062  0.044  0.111  -32.965  0.000  -23.981  -0.067  0.021  0.021
0.074  0.019  0.057  0.034  0.052  -0.187  -21.454  0.000  -23.981  -0.066  0.021  0.021
0.037  -0.055  0.046  0.011  -0.069  -0.420  -12.309  3.037  -28.484  -0.039  0.019  0.018
0.066  -0.083  0.055  0.002  0.026  -0.497  -2.015  0.000  -30.264  -0.048  0.018  0.018
0.044  -0.133  0.049  -0.015  -0.047  -0.646  6.233  0.000  -30.264  -0.009  0.017  0.015
0.018  -0.203  0.041  -0.037  -0.128  -0.851  13.282  0.000  -29.217  0.022  0.017  0.015
-0.014  -0.285  0.031  -0.065  -0.225  -1.093  19.404  0.000  -25.656  0.043  0.017  0.015
-0.029  -0.381  0.026  -0.097  -0.270  -1.372  26.337  0.000  -20.420  0.064  0.017  0.015
-0.031  -0.488  0.026  -0.134  -0.268  -1.681  35.300  0.000  -20.420  0.081  0.017  0.015
-0.024  -0.568  0.027  -0.162  -0.239  -1.894  45.308  0.000  -16.127  0.165  0.017  0.012
-0.038  -0.615  0.023  -0.182  -0.278  -1.995  53.328  0.000  -10.367  0.247  0.018  0.012
-0.055  -0.651  0.017  -0.198  -0.326  -2.058  59.073  0.000  -3.351  0.276  0.019  0.015
-0.071  -0.629  0.012  -0.196  -0.368  -1.937  61.019  -3.037  -3.351  0.300  0.019  0.015
-0.084  -0.537  0.007  -0.173  -0.400  -1.593  57.622  0.000  6.912  0.363  0.021  0.015
-0.079  -0.359  0.008  -0.121  -0.375  -0.982  48.179  -3.037  15.708  0.400  0.024  0.018
-0.092  -0.148  0.003  -0.058  -0.406  -0.280  31.701  -3.037  15.708  0.482  0.026  0.018
-0.127  0.059  -0.008  0.006  -0.506  0.390  8.516  0.000  29.845  0.529  0.028  0.021
-0.116  0.242  -0.006  0.063  -0.458  0.963  -15.497  0.000  32.149  0.598  0.030  0.021
-0.144  0.401  -0.016  0.115  -0.538  1.447  -41.915  0.000  26.389  0.601  0.030  0.025
-0.134  0.485  -0.014  0.144  -0.492  1.679  -64.475  0.000  18.221  0.591  0.030  0.025
-0.136  0.539  -0.015  0.165  -0.485  1.811  -83.620  0.000  6.912  0.544  0.028  0.025
-0.139  0.556  -0.017  0.175  -0.482  1.819  -98.683  0.000  -7.435  0.506  0.025  0.021
-0.122  0.502  -0.013  0.162  -0.416  1.598  -106.423  0.000  -23.353  0.386  0.021  0.021
-0.115  0.383  -0.012  0.129  -0.383  1.178  -106.807  0.000  -39.165  0.249  0.016  0.018
-0.115  0.202  -0.013  0.076  -0.372  0.569  -99.672  0.000  -53.512  0.087  0.010  0.015
-0.115  -0.064  -0.014  -0.006  -0.362  -0.298  -83.677  3.037  -89.221  -0.126  -0.016  -0.006
-0.117  -0.118  -0.015  -0.023  -0.359  -0.462  -68.965  0.000  -91.839  -0.310  -0.019  -0.009
-0.112  -0.615  -0.015  -0.179  -0.336  -2.041  -38.594  0.000  -92.468  -0.466  -0.023  -0.012
-0.115  -0.857  -0.016  -0.260  -0.335  -2.765  -6.277  0.000  -92.468  -0.591  -0.023  -0.012
-0.115  -1.086  -0.017  -0.338  -0.327  -3.425  26.925  0.000  -90.268  -0.623  -0.026  -0.018
-0.118  -1.334  -0.019  -0.425  -0.329  -4.133  61.055  0.000  -82.205  -0.609  -0.027  -0.021
-0.116  -1.500  -0.020  -0.487  -0.314  -4.557  92.917  0.000  -67.125  -0.529  -0.027  -0.025
-0.148  -1.632  -0.031  -0.541  -0.410  -4.863  119.057  0.000  -53.302  -0.379  -0.026  -0.028
-0.157  -1.536  -0.034  -0.524  -0.426  -4.433  133.868  -3.037  -28.484  -0.246  -0.022  -0.025
-0.179  -1.330  -0.043  -0.471  -0.485  -3.658  134.764  0.000  5.445  -0.066  -0.015  -0.021
-0.190  -0.939  -0.048  -0.360  -0.509  -2.314  118.875  0.000  37.071  0.051  -0.007  -0.012
-0.199  -0.658  -0.052  -0.280  -0.525  -1.356  94.397  0.000  62.204  0.183  0.001  -0.006
-0.191  -0.309  -0.051  -0.176  -0.486  -0.203  62.209  0.000  78.226  0.307  0.008  0.000
-0.196  -0.016  -0.054  -0.087  -0.490  0.740  25.445  0.000  84.718  0.397  0.013  0.006
-0.174  0.330  -0.049  0.021  -0.405  1.826  -14.473  0.000  79.692  0.473  0.017  0.009
-0.200  0.612  -0.058  0.112  -0.480  2.682  -57.702  -3.037  61.261  0.500  0.018  0.012
-0.172  0.850  -0.051  0.191  -0.379  3.375  -97.598  0.000  44.401  0.512  0.018  0.012
-0.158  0.976  -0.048  0.237  -0.321  3.692  -131.393  0.000  25.447  0.529  0.015  0.009
-0.165  1.121  -0.052  0.290  -0.337  4.060  -162.482  0.000  -3.665  0.500  0.010  0.006
-0.158  1.245  -0.051  0.338  -0.305  4.356  -189.448  0.000  -29.845  0.457  0.003  0.000
-0.162  1.308  -0.053  0.368  -0.311  4.444  -211.525  0.000  -63.251  0.363  -0.006  -0.006
-0.159  1.313  -0.054  0.380  -0.294  4.345  -226.999  0.000  -88.383  0.276  -0.016  -0.015
-0.174  1.202  -0.060  0.356  -0.334  3.882  -234.299  0.000  -114.459  0.040  -0.027  -0.018
-0.175  0.937  -0.061  0.283  -0.329  2.934  -228.549  3.037  -138.335  -0.271  -0.039  -0.025
-0.148  0.512  -0.054  0.157  -0.234  1.499  -204.863  3.037  -160.221  -0.715  -0.051  -0.028
-0.146  -0.073  -0.055  -0.021  -0.221  -0.412  -163.407  0.000  -176.976  -1.142  -0.064  -0.037
-0.163  -0.567  -0.061  -0.176  -0.271  -1.984  -113.364  0.000  -186.087  -1.534  -0.076  -0.046
-0.149  -1.176  -0.058  -0.371  -0.217  -3.879  -50.625  0.000  -178.861  -1.921  -0.088  -0.055
-0.153  -1.767  -0.061  -0.565  -0.226  -5.671  19.367  0.000  -166.819  -2.171  -0.095  -0.064
-0.137  -2.210  -0.057  -0.718  -0.170  -6.944  90.355  3.037  -146.084  -2.257  -0.099  -0.074
-0.126  -2.417  -0.055  -0.800  -0.129  -7.430  152.556  0.000  -120.951  -2.233  -0.100  -0.080
-0.122  -2.380  -0.054  -0.808  -0.112  -7.122  197.984  0.000  -95.609  -2.093  -0.101  -0.086
-0.119  -2.132  -0.054  -0.750  -0.101  -6.145  222.196  0.000  -73.932  -1.915  -0.101  -0.089
-0.113  -1.737  -0.053  -0.643  -0.079  -4.725  224.732  0.000  -57.282  -1.709  -0.101  -0.092
-0.086  -1.371  -0.046  -0.543  0.011  -3.433  213.143  0.000  -44.506  -1.544  -0.101  -0.092
-0.083  -1.078  -0.046  -0.462  0.018  -2.407  191.672  0.000  -34.453  -1.412  -0.101  -0.092
-0.065  -0.688  -0.041  -0.349  0.077  -1.097  160.318  0.000  -26.704  -1.307  -0.101  -0.092
-0.054  -0.346  -0.038  -0.247  0.109  0.027  122.802  0.000  -20.735  -1.223  -0.101  -0.092
-0.037  0.022  -0.033  -0.135  0.163  1.202  80.421  0.000  -16.127  -1.156  -0.101  -0.092
-0.057  0.352  -0.039  -0.032  0.093  2.227  33.270  0.000  -10.996  -1.102  -0.101  -0.092
-0.040  0.662  -0.034  0.068  0.146  3.162  -13.732  0.000  -8.273  -1.059  -0.101  -0.092
-0.019  0.971  -0.028  0.169  0.209  4.070  -59.909  0.000  -2.723  -1.088  -0.101  -0.089
-0.015  1.211  -0.027  0.252  0.217  4.735  -103.760  0.000  -2.304  -1.176  -0.101  -0.086
-0.007  1.425  -0.025  0.329  0.235  5.299  -144.260  0.000  -2.304  -1.246  -0.101  -0.086
0.012  1.597  -0.019  0.394  0.291  5.713  -179.384  0.000  -1.885  -1.302  -0.101  -0.086
0.022  1.717  -0.016  0.444  0.314  5.951  -208.886  0.000  -1.571  -1.411  -0.101  -0.083
0.034  1.769  -0.012  0.474  0.345  5.965  -231.081  0.000  -1.257  -1.498  -0.101  -0.083
0.072  1.729  0.000  0.476  0.459  5.685  -242.163  -3.037  -1.152  -1.631  -0.101  -0.080
0.062  1.605  -0.002  0.451  0.416  5.143  -244.904  0.000  -0.838  -1.737  -0.101  -0.080
0.097  1.428  0.009  0.409  0.517  4.444  -236.028  0.000  -0.733  -1.822  -0.101  -0.080
0.088  1.215  0.007  0.353  0.474  3.648  -220.060  0.000  -0.524  -1.954  -0.101  -0.077
0.100  0.950  0.012  0.280  0.500  2.707  -195.329  0.000  -0.419  -2.060  -0.101  -0.077
0.117  0.668  0.018  0.200  0.541  1.734  -163.000  0.000  -0.209  -2.144  -0.101  -0.077
0.108  0.358  0.016  0.108  0.500  0.697  -125.888  0.000  -0.209  -2.211  -0.101  -0.077
0.112  0.056  0.018  0.017  0.500  -0.285  -84.787  0.000  -0.209  -2.265  -0.101  -0.077
0.120  -0.206  0.021  -0.065  0.511  -1.115  -42.133  0.000  -0.105  -2.307  -0.101  -0.077
0.121  -0.376  0.023  -0.119  0.504  -1.631  -2.414  0.000  -0.105  -2.278  -0.101  -0.080
0.159  -0.489  0.035  -0.158  0.610  -1.951  35.189  0.000  -0.105  -2.254  -0.101  -0.080
0.133  -0.494  0.029  -0.163  0.512  -1.919  62.405  0.000  -0.105  -2.171  -0.101  -0.083
0.137  -0.488  0.031  -0.165  0.512  -1.849  83.115  0.000  0.000  -2.104  -0.101  -0.083
0.144  -0.458  0.034  -0.160  0.522  -1.705  97.952  0.000  0.000  -1.987  -0.101  -0.086
0.137  -0.348  0.033  -0.129  0.485  -1.310  104.197  0.000  0.000  -1.893  -0.101  -0.086
0.128  -0.249  0.031  -0.101  0.443  -0.959  104.037  0.000  0.000  -1.755  -0.101  -0.089
0.135  -0.032  0.035  -0.035  0.455  -0.241  95.786  0.000  0.000  -1.644  -0.101  -0.089
0.131  0.130  0.035  0.015  0.432  0.284  82.615  0.000  0.000  -1.555  -0.101  -0.089
0.119  0.349  0.032  0.085  0.382  0.977  63.031  0.000  0.000  -1.484  -0.101  -0.089
0.098  0.529  0.026  0.144  0.304  1.526  39.475  0.000  0.000  -1.427  -0.101  -0.089
0.111  0.682  0.031  0.196  0.339  1.980  16.459  0.000  0.000  -1.382  -0.101  -0.089
0.088  0.771  0.025  0.229  0.256  2.214  -6.192  0.000  0.000  -1.410  -0.101  -0.086
0.102  0.811  0.030  0.248  0.294  2.284  -23.892  0.000  0.000  -1.432  -0.101  -0.086
0.117  0.801  0.035  0.251  0.334  2.195  -35.755  0.000  0.000  -1.450  -0.101  -0.086
0.094  0.776  0.029  0.250  0.254  2.058  -45.104  0.000  0.000  -1.528  -0.101  -0.083
0.084  0.707  0.027  0.234  0.215  1.784  -49.960  0.000  0.000  -1.591  -0.101  -0.083
0.099  0.633  0.032  0.217  0.255  1.501  -49.385  0.000  0.000  -1.641  -0.101  -0.083
0.080  0.551  0.027  0.196  0.190  1.200  -46.655  0.000  0.000  -1.681  -0.101  -0.083
0.067  0.419  0.023  0.159  0.142  0.747  -40.131  0.000  0.000  -1.777  -0.101  -0.080
0.049  0.391  0.019  0.154  0.082  0.638  -34.849  0.000  0.000  -1.853  -0.101  -0.080
0.046  0.291  0.018  0.126  0.070  0.303  -26.909  0.000  0.000  -1.914  -0.101  -0.080
0.042  0.168  0.017  0.090  0.056  -0.098  -16.155  0.000  0.000  -1.963  -0.101  -0.080
0.043  0.080  0.018  0.064  0.056  -0.379  -4.300  0.000  0.000  -2.002  -0.101  -0.080
0.017  0.026  0.010  0.047  -0.029  -0.542  5.132  0.000  0.000  -1.970  -0.101  -0.083
-0.022  0.023  -0.002  0.047  -0.153  -0.536  9.769  0.000  0.000  -1.943  -0.101  -0.083
-0.025  0.009  -0.003  0.043  -0.158  -0.568  13.690  0.000  0.000  -1.922  -0.101  -0.083
-0.042  0.016  -0.009  0.045  -0.207  -0.530  15.246  0.000  0.000  -1.906  -0.101  -0.083
-0.043  0.009  -0.010  0.043  -0.207  -0.541  16.597  0.000  0.000  -1.892  -0.101  -0.083
-0.031  0.008  -0.006  0.043  -0.162  -0.529  18.493  0.000  0.000  -1.882  -0.101  -0.083
-0.030  -0.004  -0.006  0.039  -0.155  -0.553  20.415  0.000  0.000  -1.873  -0.101  -0.083
-0.018  -0.012  -0.003  0.036  -0.114  -0.566  22.984  0.000  0.000  -1.866  -0.101  -0.083
-0.007  -0.013  0.001  0.036  -0.073  -0.554  25.770  0.000  0.000  -1.861  -0.101  -0.083
0.003  0.033  0.004  0.050  -0.042  -0.394  26.823  0.000  0.000  -1.856  -0.101  -0.083
-0.006  0.029  0.001  0.049  -0.068  -0.396  27.075  0.000  0.000  -1.853  -0.101  -0.083
0.007  0.086  0.005  0.067  -0.023  -0.204  26.044  0.000  0.000  -1.850  -0.101  -0.083
0.013  0.070  0.007  0.063  -0.005  -0.249  26.163  0.000  0.000  -1.848  -0.101  -0.083
-0.004  0.081  0.002  0.067  -0.059  -0.207  24.547  0.000  0.000  -1.846  -0.101  -0.083
-0.038  0.076  -0.009  0.066  -0.167  -0.218  20.972  0.000  0.000  -1.845  -0.101  -0.083
-0.057  0.073  -0.015  0.066  -0.224  -0.222  16.888  0.000  0.000  -1.843  -0.101  -0.083
-0.066  0.060  -0.018  0.062  -0.245  -0.259  13.569  0.000  0.000  -1.843  -0.101  -0.083
-0.098  0.057  -0.029  0.062  -0.342  -0.260  8.738  0.000  0.000  -1.842  -0.101  -0.083
-0.104  0.067  -0.031  0.065  -0.352  -0.223  4.218  0.000  0.000  -1.841  -0.101  -0.083
-0.117  0.060  -0.036  0.064  -0.385  -0.239  0.045  0.000  0.000  -1.841  -0.101  -0.083
-0.100  0.045  -0.032  0.059  -0.322  -0.281  -1.405  0.000  0.000  -1.840  -0.101  -0.083
-0.101  0.030  -0.033  0.055  -0.316  -0.321  -1.977  0.000  0.000  -1.840  -0.101  -0.083
-0.097  0.011  -0.033  0.049  -0.293  -0.375  -1.310  0.000  0.000  -1.840  -0.101  -0.083
-0.093  -0.026  -0.032  0.038  -0.276  -0.485  0.863  0.000  0.000  -1.840  -0.101  -0.083
-0.104  -0.060  -0.036  0.027  -0.303  -0.580  3.049  0.000  0.000  -1.839  -0.101  -0.083
-0.095  -0.099  -0.034  0.015  -0.267  -0.689  6.798  0.000  0.000  -1.839  -0.101  -0.083
-0.119  -0.116  -0.043  0.008  -0.336  -0.726  8.581  0.000  0.000  -1.839  -0.101  -0.083
-0.127  -0.131  -0.046  0.003  -0.353  -0.757  9.904  0.000  0.000  -1.839  -0.101  -0.083
-0.158  -0.141  -0.057  -0.001  -0.443  -0.768  8.981  0.000  0.000  -1.839  -0.101  -0.083
-0.171  -0.143  -0.062  -0.003  -0.475  -0.754  7.278  0.000  0.000  -1.839  -0.101  -0.083
-0.170  -0.127  -0.063  0.001  -0.457  -0.686  5.425  0.000  0.000  -1.839  -0.101  -0.083
-0.167  -0.112  -0.064  0.004  -0.439  -0.618  3.500  0.000  0.000  -1.839  -0.101  -0.083
-0.148  -0.102  -0.059  0.007  -0.366  -0.572  2.987  0.000  0.000  -1.839  -0.101  -0.083
-0.107  -0.081  -0.048  0.012  -0.226  -0.489  4.725  0.000  0.000  -1.839  -0.101  -0.083
-0.058  -0.085  -0.033  0.010  -0.063  -0.489  9.705  0.000  0.000  -1.839  -0.101  -0.083
-0.021  -0.072  -0.022  0.014  0.059  -0.436  15.782  0.000  0.000  -1.839  -0.101  -0.083
-0.005  -0.071  -0.017  0.014  0.108  -0.421  21.503  0.000  0.000  -1.839  -0.101  -0.083
0.018  -0.065  -0.010  0.015  0.178  -0.390  27.250  0.000  0.000  -1.839  -0.101  -0.083
0.019  -0.057  -0.009  0.017  0.177  -0.356  31.384  0.000  0.000  -1.839  -0.101  -0.083
