acc_hum[rad/s2]  acc_exo[rad/s2]  vel_hum[rad/s]  vel_exo[rad/s]  theta_m[deg]  theta_c[deg]  theta_l[deg]
1.079  -107374176.000  0.030  0.028  -184215.938  0.115  0.114
1.079  -107374176.000  0.030  0.028  -184215.938  0.115  0.114
1.057  -107374176.000  0.030  0.024  -184144.984  0.115  0.117
1.057  -107374176.000  0.030  0.024  -184144.984  0.115  0.117
1.295  -107374176.000  0.030  0.022  -184076.500  0.116  0.117
1.295  -107374176.000  0.030  0.022  -184076.500  0.116  0.117
1.437  -107374176.000  0.030  0.018  -184014.719  0.116  0.117
1.437  -107374176.000  0.030  0.018  -184014.719  0.116  0.117
1.450  -107374176.000  0.029  0.021  -183964.703  0.117  0.117
1.459  -107374176.000  0.028  0.024  -183924.297  0.118  0.117
1.459  -107374176.000  0.028  0.024  -183924.297  0.118  0.117
1.409  -107374176.000  0.025  0.027  -183894.516  0.119  0.117
1.442  -107374176.000  0.030  0.027  -183869.063  0.119  0.117
1.397  -107374176.000  0.032  0.031  -183790.672  0.119  0.120
1.580  -107374176.000  0.034  0.033  -183718.984  0.119  0.120
1.863  -107374176.000  0.039  0.036  -183647.688  0.119  0.120
2.077  -107374176.000  0.044  0.040  -183580.125  0.119  0.120
2.245  -107374176.000  0.048  0.041  -183517.813  0.120  0.120
2.312  -107374176.000  0.051  0.042  -183464.703  0.121  0.120
2.312  -107374176.000  0.051  0.042  -183464.703  0.121  0.120
2.363  -107374176.000  0.055  0.045  -183419.734  0.122  0.120
2.363  -107374176.000  0.055  0.045  -183419.734  0.122  0.120
2.096  -107374176.000  0.060  0.051  -183336.766  0.124  0.123
1.998  -107374176.000  0.064  0.056  -183275.328  0.125  0.123
1.930  -107374176.000  0.068  0.063  -183229.563  0.126  0.123
1.930  -107374176.000  0.068  0.063  -183229.563  0.126  0.123
1.760  -107374176.000  0.069  0.064  -183201.406  0.126  0.123
1.760  -107374176.000  0.069  0.064  -183201.406  0.126  0.123
1.683  -107374176.000  0.073  0.064  -183122.500  0.126  0.126
1.683  -107374176.000  0.073  0.064  -183122.500  0.126  0.126
2.133  -107374176.000  0.076  0.071  -183037.141  0.126  0.126
2.133  -107374176.000  0.076  0.071  -183037.141  0.126  0.126
2.257  -107374176.000  0.080  0.079  -182962.828  0.126  0.126
2.339  -107374176.000  0.083  0.087  -182899.375  0.128  0.126
2.339  -107374176.000  0.083  0.087  -182899.375  0.128  0.126
2.376  -107374176.000  0.091  0.093  -182846.828  0.129  0.126
2.376  -107374176.000  0.091  0.093  -182846.828  0.129  0.126
2.117  -107374176.000  0.097  0.102  -182757.391  0.130  0.129
2.002  -107374176.000  0.101  0.107  -182691.594  0.130  0.129
2.002  -107374176.000  0.101  0.107  -182691.594  0.130  0.129
1.791  -107374176.000  0.102  0.109  -182649.453  0.131  0.129
1.791  -107374176.000  0.102  0.109  -182649.453  0.131  0.129
1.791  -107374176.000  0.102  0.109  -182649.453  0.131  0.129
1.707  -107374176.000  0.104  0.110  -182619.938  0.131  0.129
1.532  -107374176.000  0.105  0.112  -182544.750  0.132  0.132
1.860  -107374176.000  0.109  0.111  -182468.469  0.132  0.132
1.860  -107374176.000  0.109  0.111  -182468.469  0.132  0.132
2.212  -107374176.000  0.112  0.112  -182390.047  0.132  0.132
2.212  -107374176.000  0.112  0.112  -182390.047  0.132  0.132
2.253  -107374176.000  0.109  0.113  -182325.344  0.133  0.132
1.749  -107374176.000  0.114  0.114  -182238.344  0.134  0.135
1.319  -107374176.000  0.112  0.113  -182190.094  0.135  0.135
1.030  -107374176.000  0.114  0.110  -182165.844  0.135  0.135
0.760  -107374176.000  0.113  0.110  -182099.563  0.136  0.138
0.813  -107374176.000  0.114  0.110  -182043.953  0.136  0.138
0.978  -107374176.000  0.112  0.110  -181991.344  0.136  0.138
1.037  -107374176.000  0.112  0.106  -181946.422  0.137  0.138
1.037  -107374176.000  0.112  0.106  -181946.422  0.137  0.138
0.822  -107374176.000  0.103  0.098  -181921.141  0.138  0.138
0.679  -107374176.000  0.098  0.088  -181908.016  0.139  0.138
0.356  -107374176.000  0.089  0.084  -181913.516  0.140  0.138
0.356  -107374176.000  0.089  0.084  -181913.516  0.140  0.138
0.107  -107374176.000  0.080  0.076  -181869.969  0.140  0.141
0.107  -107374176.000  0.080  0.076  -181869.969  0.140  0.141
0.315  -107374176.000  0.069  0.071  -181824.859  0.140  0.141
0.315  -107374176.000  0.069  0.071  -181824.859  0.140  0.141
0.576  -107374176.000  0.061  0.070  -181775.891  0.140  0.141
0.576  -107374176.000  0.061  0.070  -181775.891  0.140  0.141
0.706  -107374176.000  0.053  0.065  -181730.359  0.140  0.141
0.792  -107374176.000  0.048  0.057  -181689.703  0.140  0.141
0.792  -107374176.000  0.048  0.057  -181689.703  0.140  0.141
0.726  -107374176.000  0.045  0.049  -181660.469  0.141  0.141
0.726  -107374176.000  0.045  0.049  -181660.469  0.141  0.141
0.639  -107374176.000  0.044  0.041  -181641.406  0.141  0.141
0.556  -107374176.000  0.039  0.036  -181630.313  0.142  0.141
0.556  -107374176.000  0.039  0.036  -181630.313  0.142  0.141
0.564  -107374176.000  0.035  0.032  -181621.031  0.142  0.141
0.564  -107374176.000  0.035  0.032  -181621.031  0.142  0.141
0.777  -107374176.000  0.030  0.029  -181603.047  0.142  0.141
0.920  -107374176.000  0.026  0.027  -181581.641  0.142  0.141
0.920  -107374176.000  0.026  0.027  -181581.641  0.142  0.141
1.119  -107374176.000  0.025  0.021  -181554.656  0.142  0.141
1.119  -107374176.000  0.025  0.021  -181554.656  0.142  0.141
1.275  -107374176.000  0.027  0.019  -181525.406  0.142  0.141
1.275  -107374176.000  0.027  0.019  -181525.406  0.142  0.141
1.306  -107374176.000  0.024  0.017  -181500.453  0.143  0.141
1.306  -107374176.000  0.024  0.017  -181500.453  0.143  0.141
1.242  -107374176.000  0.025  0.021  -181483.703  0.143  0.141
1.187  -107374176.000  0.021  0.020  -181473.047  0.143  0.141
1.120  -107374176.000  0.019  0.019  -181407.563  0.144  0.144
1.301  -107374176.000  0.019  0.021  -181346.297  0.144  0.144
1.667  -107374176.000  0.016  0.018  -181279.203  0.144  0.144
1.890  -107374176.000  0.017  0.018  -181214.547  0.144  0.144
1.816  -107374176.000  0.016  0.020  -181166.578  0.144  0.144
1.706  -107374176.000  0.022  0.020  -181133.656  0.145  0.144
1.633  -107374176.000  0.026  0.020  -181110.953  0.145  0.144
1.852  -107374176.000  0.027  0.029  -181081.984  0.147  0.144
1.852  -107374176.000  0.027  0.029  -181081.984  0.147  0.144
2.150  -107374176.000  0.031  0.036  -180983.844  0.148  0.147
2.150  -107374176.000  0.031  0.036  -180983.844  0.148  0.147
2.334  -107374176.000  0.030  0.041  -180896.328  0.149  0.147
2.334  -107374176.000  0.030  0.041  -180896.328  0.149  0.147
2.335  -107374176.000  0.034  0.046  -180826.344  0.149  0.147
2.335  -107374176.000  0.034  0.046  -180826.344  0.149  0.147
2.390  -107374176.000  0.043  0.056  -180767.672  0.149  0.147
2.427  -107374176.000  0.049  0.064  -180718.953  0.150  0.147
2.427  -107374176.000  0.049  0.064  -180718.953  0.150  0.147
2.455  -107374176.000  0.055  0.073  -180618.359  0.151  0.150
2.455  -107374176.000  0.055  0.073  -180618.359  0.151  0.150
2.806  -107374176.000  0.066  0.083  -180520.609  0.151  0.150
3.073  -107374176.000  0.078  0.090  -180429.297  0.153  0.150
3.073  -107374176.000  0.078  0.090  -180429.297  0.153  0.150
3.037  -107374176.000  0.091  0.091  -180358.109  0.153  0.150
3.037  -107374176.000  0.091  0.091  -180358.109  0.153  0.150
2.756  -107374176.000  0.101  0.103  -180254.859  0.154  0.153
2.649  -107374176.000  0.108  0.118  -180177.672  0.156  0.153
2.649  -107374176.000  0.108  0.118  -180177.672  0.156  0.153
2.628  -107374176.000  0.115  0.137  -180056.734  0.156  0.156
2.628  -107374176.000  0.115  0.137  -180056.734  0.156  0.156
2.711  -107374176.000  0.127  0.152  -179955.984  0.157  0.156
2.711  -107374176.000  0.127  0.152  -179955.984  0.157  0.156
2.754  -107374176.000  0.137  0.163  -179873.375  0.158  0.156
2.754  -107374176.000  0.137  0.163  -179873.375  0.158  0.156
2.530  -107374176.000  0.146  0.169  -179758.172  0.159  0.160
2.530  -107374176.000  0.146  0.169  -179758.172  0.159  0.160
2.380  -107374176.000  0.156  0.174  -179673.516  0.160  0.160
2.222  -107374176.000  0.162  0.186  -179553.406  0.161  0.163
2.077  -107374176.000  0.169  0.193  -179404.344  0.162  0.166
2.070  -107374176.000  0.173  0.197  -179285.563  0.163  0.166
2.047  -107374176.000  0.177  0.193  -179191.828  0.163  0.166
1.991  -107374176.000  0.179  0.193  -179119.641  0.164  0.166
1.689  -107374176.000  0.178  0.194  -179016.656  0.165  0.169
1.567  -107374176.000  0.176  0.191  -178940.406  0.167  0.169
1.319  -107374176.000  0.178  0.185  -178891.734  0.167  0.169
1.319  -107374176.000  0.178  0.185  -178891.734  0.167  0.169
1.015  -107374176.000  0.175  0.180  -178807.609  0.171  0.172
1.015  -107374176.000  0.175  0.180  -178807.609  0.171  0.172
1.048  -107374176.000  0.172  0.181  -178738.750  0.173  0.172
1.048  -107374176.000  0.172  0.181  -178738.750  0.173  0.172
1.028  -107374176.000  0.169  0.177  -178624.500  0.173  0.175
1.093  -107374176.000  0.168  0.177  -178529.969  0.173  0.175
1.226  -107374176.000  0.166  0.182  -178447.813  0.173  0.175
1.226  -107374176.000  0.166  0.182  -178447.813  0.173  0.175
1.460  -107374176.000  0.171  0.183  -178370.578  0.173  0.175
1.460  -107374176.000  0.171  0.183  -178370.578  0.173  0.175
1.609  -107374176.000  0.176  0.183  -178301.484  0.174  0.175
1.609  -107374176.000  0.176  0.183  -178301.484  0.174  0.175
1.267  -107374176.000  0.179  0.181  -178202.938  0.175  0.178
1.267  -107374176.000  0.179  0.181  -178202.938  0.175  0.178
0.971  -107374176.000  0.178  0.179  -178138.844  0.177  0.178
0.655  -107374176.000  0.178  0.177  -178042.984  0.178  0.181
0.655  -107374176.000  0.178  0.177  -178042.984  0.178  0.181
0.660  -107374176.000  0.175  0.177  -177966.172  0.178  0.181
0.660  -107374176.000  0.175  0.177  -177966.172  0.178  0.181
0.927  -107374176.000  0.171  0.175  -177891.547  0.179  0.181
1.289  -107374176.000  0.171  0.172  -177814.000  0.179  0.181
1.289  -107374176.000  0.171  0.172  -177814.000  0.179  0.181
1.289  -107374176.000  0.171  0.172  -177814.000  0.179  0.181
1.531  -107374176.000  0.168  0.170  -177679.781  0.180  0.184
1.531  -107374176.000  0.168  0.170  -177679.781  0.180  0.184
1.661  -107374176.000  0.165  0.170  -177566.094  0.182  0.184
1.661  -107374176.000  0.165  0.170  -177566.094  0.182  0.184
1.407  -107374176.000  0.161  0.169  -177427.594  0.183  0.187
1.316  -107374176.000  0.159  0.167  -177321.406  0.184  0.187
1.174  -107374176.000  0.159  0.168  -177243.563  0.185  0.187
0.983  -107374176.000  0.155  0.169  -177070.297  0.187  0.193
1.225  -107374176.000  0.158  0.171  -176919.844  0.187  0.193
1.429  -107374176.000  0.158  0.174  -176789.516  0.188  0.193
1.504  -107374176.000  0.166  0.177  -176681.641  0.188  0.193
1.597  -107374176.000  0.173  0.178  -176590.844  0.189  0.193
1.707  -107374176.000  0.176  0.175  -176452.594  0.191  0.196
1.898  -107374176.000  0.179  0.173  -176332.656  0.191  0.196
1.898  -107374176.000  0.179  0.173  -176332.656  0.191  0.196
1.888  -107374176.000  0.179  0.173  -176177.063  0.196  0.199
1.888  -107374176.000  0.179  0.173  -176177.063  0.196  0.199
1.783  -107374176.000  0.177  0.175  -176057.922  0.198  0.199
1.595  -107374176.000  0.176  0.182  -175911.750  0.200  0.202
1.478  -107374176.000  0.176  0.189  -175800.703  0.201  0.202
1.478  -107374176.000  0.176  0.189  -175800.703  0.201  0.202
1.459  -107374176.000  0.171  0.196  -175652.641  0.201  0.206
1.459  -107374176.000  0.171  0.196  -175652.641  0.201  0.206
1.984  -107374176.000  0.177  0.201  -175508.375  0.202  0.206
1.984  -107374176.000  0.177  0.201  -175508.375  0.202  0.206
2.552  -107374176.000  0.185  0.209  -175364.969  0.203  0.206
2.552  -107374176.000  0.185  0.209  -175364.969  0.203  0.206
2.756  -107374176.000  0.195  0.211  -175180.000  0.204  0.209
2.853  -107374176.000  0.202  0.206  -174967.125  0.207  0.212
2.853  -107374176.000  0.202  0.206  -174967.125  0.207  0.212
2.573  -107374176.000  0.202  0.210  -174810.859  0.208  0.212
2.573  -107374176.000  0.202  0.210  -174810.859  0.208  0.212
2.037  -107374176.000  0.208  0.214  -174712.500  0.210  0.212
1.550  -107374176.000  0.206  0.216  -174597.750  0.213  0.215
1.550  -107374176.000  0.206  0.216  -174597.750  0.213  0.215
1.186  -107374176.000  0.205  0.222  -174463.781  0.215  0.218
1.298  -107374176.000  0.206  0.226  -174351.188  0.215  0.218
1.298  -107374176.000  0.206  0.226  -174351.188  0.215  0.218
1.509  -107374176.000  0.213  0.226  -174190.516  0.216  0.221
1.728  -107374176.000  0.219  0.226  -174051.281  0.216  0.221
1.995  -107374176.000  0.220  0.227  -173926.797  0.217  0.221
2.042  -107374176.000  0.224  0.229  -173764.750  0.219  0.224
1.893  -107374176.000  0.228  0.231  -173522.094  0.222  0.230
1.915  -107374176.000  0.228  0.234  -173327.078  0.221  0.230
1.885  -107374176.000  0.225  0.241  -173172.719  0.222  0.230
1.842  -107374176.000  0.232  0.254  -173051.500  0.222  0.230
1.702  -107374176.000  0.235  0.258  -172901.328  0.225  0.233
1.888  -107374176.000  0.246  0.261  -172772.125  0.228  0.233
1.888  -107374176.000  0.246  0.261  -172772.125  0.228  0.233
1.757  -107374176.000  0.254  0.263  -172615.078  0.231  0.236
1.757  -107374176.000  0.254  0.263  -172615.078  0.231  0.236
1.298  -107374176.000  0.259  0.260  -172452.000  0.235  0.239
1.298  -107374176.000  0.259  0.260  -172452.000  0.235  0.239
0.512  -107374176.000  0.259  0.258  -172300.359  0.237  0.242
0.065  -107374176.000  0.259  0.265  -172201.250  0.238  0.242
0.013  -107374176.000  0.248  0.272  -172064.375  0.238  0.245
0.013  -107374176.000  0.248  0.272  -172064.375  0.238  0.245
0.814  -107374176.000  0.244  0.272  -171915.391  0.238  0.245
0.814  -107374176.000  0.244  0.272  -171915.391  0.238  0.245
1.971  -107374176.000  0.250  0.272  -171739.078  0.239  0.245
1.971  -107374176.000  0.250  0.272  -171739.078  0.239  0.245
2.595  -107374176.000  0.259  0.271  -171507.031  0.241  0.249
2.595  -107374176.000  0.259  0.271  -171507.031  0.241  0.249
2.355  -107374176.000  0.258  0.264  -171333.438  0.244  0.249
2.079  -107374176.000  0.257  0.257  -171148.125  0.247  0.252
2.079  -107374176.000  0.257  0.257  -171148.125  0.247  0.252
1.197  -107374176.000  0.248  0.256  -170983.438  0.249  0.255
1.197  -107374176.000  0.248  0.256  -170983.438  0.249  0.255
0.463  -107374176.000  0.238  0.257  -170888.109  0.250  0.255
0.332  -107374176.000  0.229  0.257  -170758.188  0.252  0.258
0.332  -107374176.000  0.229  0.257  -170758.188  0.252  0.258
0.332  -107374176.000  0.229  0.257  -170758.188  0.252  0.258
0.682  -107374176.000  0.231  0.260  -170576.766  0.253  0.261
0.682  -107374176.000  0.231  0.260  -170576.766  0.253  0.261
1.448  -107374176.000  0.238  0.265  -170393.891  0.254  0.261
1.842  -107374176.000  0.242  0.268  -170168.000  0.255  0.264
2.080  -107374176.000  0.245  0.265  -169975.734  0.256  0.264
2.080  -107374176.000  0.245  0.265  -169975.734  0.256  0.264
1.786  -107374176.000  0.250  0.261  -169776.359  0.258  0.267
1.397  -107374176.000  0.250  0.261  -169636.281  0.261  0.267
0.775  -107374176.000  0.250  0.259  -169434.594  0.263  0.273
0.637  -107374176.000  0.246  0.265  -169219.984  0.264  0.276
1.072  -107374176.000  0.243  0.266  -169026.953  0.264  0.276
1.362  -107374176.000  0.242  0.268  -168858.359  0.265  0.276
1.800  -107374176.000  0.248  0.262  -168701.953  0.267  0.276
1.976  -107374176.000  0.253  0.247  -168508.000  0.270  0.279
1.715  -107374176.000  0.253  0.239  -168365.891  0.270  0.279
1.715  -107374176.000  0.253  0.239  -168365.891  0.270  0.279
0.755  -107374176.000  0.244  0.234  -168239.578  0.277  0.282
0.755  -107374176.000  0.244  0.234  -168239.578  0.277  0.282
-0.332  -107374176.000  0.226  0.228  -168132.156  0.281  0.285
-0.332  -107374176.000  0.226  0.228  -168132.156  0.281  0.285
-1.169  -107374176.000  0.203  0.227  -168027.453  0.283  0.288
-1.649  -107374176.000  0.188  0.232  -167967.547  0.283  0.288
-1.649  -107374176.000  0.188  0.232  -167967.547  0.283  0.288
-1.150  -107374176.000  0.180  0.233  -167895.016  0.282  0.288
-1.150  -107374176.000  0.180  0.233  -167895.016  0.282  0.288
0.421  -107374176.000  0.182  0.225  -167699.031  0.282  0.291
0.421  -107374176.000  0.182  0.225  -167699.031  0.282  0.291
2.094  -107374176.000  0.193  0.220  -167459.641  0.283  0.291
2.094  -107374176.000  0.193  0.220  -167459.641  0.283  0.291
2.534  -107374176.000  0.199  0.209  -167246.578  0.284  0.291
2.534  -107374176.000  0.199  0.209  -167246.578  0.284  0.291
1.783  -107374176.000  0.194  0.200  -167053.203  0.286  0.295
1.244  -107374176.000  0.190  0.191  -166865.047  0.289  0.298
0.362  -107374176.000  0.180  0.182  -166758.375  0.292  0.298
0.362  -107374176.000  0.180  0.182  -166758.375  0.292  0.298
-0.335  -107374176.000  0.172  0.180  -166647.328  0.294  0.301
-0.335  -107374176.000  0.172  0.180  -166647.328  0.294  0.301
-0.592  -107374176.000  0.168  0.178  -166571.297  0.296  0.301
-0.592  -107374176.000  0.168  0.178  -166571.297  0.296  0.301
-0.450  -107374176.000  0.167  0.180  -166443.281  0.297  0.304
-0.450  -107374176.000  0.167  0.180  -166443.281  0.297  0.304
0.400  -107374176.000  0.174  0.188  -166298.922  0.297  0.304
0.400  -107374176.000  0.174  0.188  -166298.922  0.297  0.304
0.851  -107374176.000  0.179  0.194  -166100.969  0.298  0.307
1.228  -107374176.000  0.182  0.195  -165924.125  0.298  0.307
2.007  -107374176.000  0.187  0.188  -165744.234  0.299  0.307
2.213  -107374176.000  0.192  0.182  -165469.797  0.303  0.313
2.079  -107374176.000  0.189  0.179  -165257.125  0.303  0.313
1.510  -107374176.000  0.189  0.180  -165115.313  0.304  0.313
0.712  -107374176.000  0.183  0.184  -164981.188  0.304  0.316
0.324  -107374176.000  0.183  0.194  -164893.234  0.307  0.316
0.472  -107374176.000  0.187  0.194  -164755.344  0.310  0.319
1.040  -107374176.000  0.197  0.194  -164617.031  0.310  0.319
1.040  -107374176.000  0.197  0.194  -164617.031  0.310  0.319
1.127  -107374176.000  0.198  0.182  -164441.938  0.317  0.322
1.127  -107374176.000  0.198  0.182  -164441.938  0.317  0.322
0.628  -107374176.000  0.187  0.174  -164266.469  0.320  0.325
0.371  -107374176.000  0.180  0.170  -164138.938  0.321  0.325
-0.102  -107374176.000  0.164  0.170  -164000.203  0.321  0.328
-0.102  -107374176.000  0.164  0.170  -164000.203  0.321  0.328
-0.075  -107374176.000  0.150  0.175  -163887.969  0.321  0.328
-0.075  -107374176.000  0.150  0.175  -163887.969  0.321  0.328
0.665  -107374176.000  0.145  0.178  -163761.688  0.322  0.328
0.665  -107374176.000  0.145  0.178  -163761.688  0.322  0.328
1.655  -107374176.000  0.150  0.178  -163551.516  0.323  0.331
1.655  -107374176.000  0.150  0.178  -163551.516  0.323  0.331
2.202  -107374176.000  0.160  0.176  -163356.500  0.325  0.331
2.452  -107374176.000  0.166  0.166  -163128.016  0.327  0.334
2.452  -107374176.000  0.166  0.166  -163128.016  0.327  0.334
2.047  -107374176.000  0.163  0.161  -162965.484  0.329  0.334
2.047  -107374176.000  0.163  0.161  -162965.484  0.329  0.334
1.288  -107374176.000  0.160  0.156  -162873.125  0.331  0.334
0.616  -107374176.000  0.153  0.153  -162772.313  0.334  0.337
0.616  -107374176.000  0.153  0.153  -162772.313  0.334  0.337
0.251  -107374176.000  0.143  0.153  -162649.547  0.336  0.341
0.251  -107374176.000  0.143  0.153  -162649.547  0.336  0.341
0.254  -107374176.000  0.141  0.158  -162551.313  0.336  0.341
0.256  -107374176.000  0.140  0.163  -162472.719  0.336  0.341
0.256  -107374176.000  0.140  0.163  -162472.719  0.336  0.341
0.376  -107374176.000  0.148  0.162  -162343.688  0.337  0.344
0.376  -107374176.000  0.148  0.162  -162343.688  0.337  0.344
0.637  -107374176.000  0.154  0.158  -162227.688  0.337  0.344
0.598  -107374176.000  0.154  0.156  -162136.922  0.339  0.344
0.289  -107374176.000  0.152  0.147  -162019.406  0.341  0.347
-0.044  -107374176.000  0.148  0.145  -161941.969  0.342  0.347
-0.601  -107374176.000  0.133  0.137  -161847.406  0.342  0.350
-0.843  -107374176.000  0.125  0.128  -161783.797  0.342  0.350
-0.612  -107374176.000  0.117  0.121  -161721.531  0.343  0.350
-0.176  -107374176.000  0.109  0.107  -161650.188  0.344  0.350
-0.176  -107374176.000  0.109  0.107  -161650.188  0.344  0.350
-0.023  -107374176.000  0.095  0.093  -161585.625  0.345  0.350
-0.050  -107374176.000  0.079  0.076  -161535.359  0.347  0.350
-0.068  -107374176.000  0.068  0.063  -161496.078  0.348  0.350
-0.068  -107374176.000  0.068  0.063  -161496.078  0.348  0.350
-0.170  -107374176.000  0.052  0.052  -161409.469  0.349  0.353
-0.170  -107374176.000  0.052  0.052  -161409.469  0.349  0.353
-0.305  -107374176.000  0.035  0.045  -161346.953  0.349  0.353
-0.305  -107374176.000  0.035  0.045  -161346.953  0.349  0.353
-0.591  -107374176.000  0.021  0.041  -161311.156  0.349  0.353
-0.591  -107374176.000  0.021  0.041  -161311.156  0.349  0.353
-0.733  -107374176.000  0.012  0.037  -161289.563  0.349  0.353
-0.733  -107374176.000  0.012  0.037  -161289.563  0.349  0.353
-0.603  -107374176.000  0.011  0.027  -161265.844  0.350  0.353
-0.516  -107374176.000  0.010  0.020  -161242.594  0.350  0.353
-0.262  -107374176.000  0.007  0.010  -161211.453  0.350  0.353
-0.262  -107374176.000  0.007  0.010  -161211.453  0.350  0.353
-0.262  -107374176.000  0.007  0.010  -161211.453  0.350  0.353
-0.005  -107374176.000  0.001  0.004  -161173.859  0.350  0.353
0.263  -107374176.000  -0.005  -0.000  -161130.531  0.351  0.353
0.263  -107374176.000  -0.005  -0.000  -161130.531  0.351  0.353
0.382  -107374176.000  -0.004  -0.005  -161090.016  0.351  0.353
0.382  -107374176.000  -0.004  -0.005  -161090.016  0.351  0.353
0.374  -107374176.000  -0.009  -0.010  -161058.031  0.351  0.353
0.369  -107374176.000  -0.012  -0.015  -161032.734  0.352  0.353
0.369  -107374176.000  -0.012  -0.015  -161032.734  0.352  0.353
0.334  -107374176.000  -0.019  -0.021  -161014.266  0.352  0.353
0.334  -107374176.000  -0.019  -0.021  -161014.266  0.352  0.353
0.331  -107374176.000  -0.025  -0.026  -160999.625  0.353  0.353
0.331  -107374176.000  -0.025  -0.026  -160999.625  0.353  0.353
0.385  -107374176.000  -0.029  -0.029  -160985.266  0.353  0.353
0.571  -107374176.000  -0.033  -0.026  -160964.594  0.353  0.353
1.156  -107374176.000  -0.027  -0.023  -160858.875  0.353  0.356
2.106  -107374176.000  -0.012  -0.016  -160727.359  0.353  0.356
2.615  -107374176.000  0.003  -0.008  -160597.109  0.353  0.356
2.530  -107374176.000  0.010  -0.001  -160497.203  0.354  0.356
2.036  -107374176.000  0.010  0.005  -160441.844  0.355  0.356
1.400  -107374176.000  0.008  0.006  -160429.047  0.357  0.356
0.977  -107374176.000  0.007  0.004  -160439.766  0.357  0.356
0.686  -107374176.000  0.008  0.001  -160462.719  0.359  0.356
0.686  -107374176.000  0.008  0.001  -160462.719  0.359  0.356
0.407  -107374176.000  0.004  0.001  -160434.594  0.361  0.359
0.407  -107374176.000  0.004  0.001  -160434.594  0.361  0.359
0.345  -107374176.000  -0.002  0.001  -160415.188  0.361  0.359
0.345  -107374176.000  -0.002  0.001  -160415.188  0.361  0.359
0.568  -107374176.000  -0.008  0.006  -160388.641  0.360  0.359
0.568  -107374176.000  -0.008  0.006  -160388.641  0.360  0.359
1.097  -107374176.000  -0.007  0.012  -160341.250  0.359  0.359
1.450  -107374176.000  -0.007  0.020  -160285.938  0.359  0.359
1.450  -107374176.000  -0.007  0.020  -160285.938  0.359  0.359
1.932  -107374176.000  0.002  0.022  -160217.891  0.359  0.359
1.932  -107374176.000  0.002  0.022  -160217.891  0.359  0.359
2.305  -107374176.000  0.013  0.023  -160145.063  0.360  0.359
2.305  -107374176.000  0.013  0.023  -160145.063  0.360  0.359
2.160  -107374176.000  0.025  0.023  -160094.016  0.361  0.359
2.160  -107374176.000  0.025  0.023  -160094.016  0.361  0.359
1.477  -107374176.000  0.032  0.030  -160026.766  0.362  0.362
1.477  -107374176.000  0.032  0.030  -160026.766  0.362  0.362
0.935  -107374176.000  0.038  0.037  -159999.828  0.363  0.362
0.845  -107374176.000  0.047  0.048  -159982.766  0.363  0.362
0.784  -107374176.000  0.052  0.056  -159972.125  0.363  0.362
0.784  -107374176.000  0.052  0.056  -159972.125  0.363  0.362
1.297  -107374176.000  0.060  0.064  -159938.250  0.363  0.362
1.297  -107374176.000  0.060  0.064  -159938.250  0.363  0.362
2.165  -107374176.000  0.069  0.072  -159868.219  0.363  0.362
2.165  -107374176.000  0.069  0.072  -159868.219  0.363  0.362
2.624  -107374176.000  0.079  0.077  -159729.297  0.364  0.365
2.624  -107374176.000  0.079  0.077  -159729.297  0.364  0.365
2.496  -107374176.000  0.086  0.083  -159624.609  0.364  0.365
1.911  -107374176.000  0.087  0.088  -159569.891  0.366  0.365
1.317  -107374176.000  0.096  0.095  -159435.031  0.368  0.371
1.209  -107374176.000  0.105  0.103  -159332.609  0.368  0.371
1.287  -107374176.000  0.111  0.115  -159246.922  0.368  0.371
1.601  -107374176.000  0.121  0.132  -159162.922  0.368  0.371
1.957  -107374176.000  0.138  0.143  -159017.875  0.369  0.374
2.090  -107374176.000  0.154  0.151  -158895.391  0.370  0.374
2.179  -107374176.000  0.165  0.157  -158793.125  0.370  0.374
1.826  -107374176.000  0.168  0.165  -158728.891  0.372  0.374
1.826  -107374176.000  0.168  0.165  -158728.891  0.372  0.374
1.293  -107374176.000  0.171  0.171  -158643.625  0.374  0.377
1.293  -107374176.000  0.171  0.171  -158643.625  0.374  0.377
0.968  -107374176.000  0.170  0.180  -158531.359  0.377  0.380
0.968  -107374176.000  0.170  0.180  -158531.359  0.377  0.380
0.916  -107374176.000  0.173  0.184  -158444.203  0.379  0.380
0.770  -107374176.000  0.175  0.190  -158321.516  0.379  0.383
0.911  -107374176.000  0.179  0.199  -158216.484  0.379  0.383
0.911  -107374176.000  0.179  0.199  -158216.484  0.379  0.383
1.448  -107374176.000  0.182  0.209  -158105.984  0.380  0.383
1.448  -107374176.000  0.182  0.209  -158105.984  0.380  0.383
1.991  -107374176.000  0.188  0.215  -157990.813  0.381  0.383
1.991  -107374176.000  0.188  0.215  -157990.813  0.381  0.383
1.939  -107374176.000  0.194  0.212  -157841.063  0.382  0.387
1.939  -107374176.000  0.194  0.212  -157841.063  0.382  0.387
1.609  -107374176.000  0.197  0.208  -157737.734  0.384  0.387
1.278  -107374176.000  0.198  0.210  -157611.313  0.386  0.390
1.278  -107374176.000  0.198  0.210  -157611.313  0.386  0.390
0.845  -107374176.000  0.199  0.211  -157531.656  0.387  0.390
0.845  -107374176.000  0.199  0.211  -157531.656  0.387  0.390
0.261  -107374176.000  0.200  0.215  -157436.656  0.388  0.393
0.122  -107374176.000  0.201  0.217  -157367.641  0.389  0.393
