CAdmittanceControl [2020-12-19-19-35-19]
time[s]  acc_hum[rad / s2]  vel_hum[rad / s]  vel_exo[rad / s]  T_Sea[N.m]  InvDyn[N.m]  AccBsd[N.m]  vel_motor[rad / s]
0.132007  0.000  -0.103  -0.019  0.000  -0.000  0.000  -15.494
0.133007  0.000  -0.097  -0.020  0.000  -0.000  0.000  -14.585
0.134007  0.000  -0.092  -0.020  0.000  -0.000  0.000  -13.795
0.135007  0.000  -0.087  -0.020  0.000  -0.000  0.000  -13.109
0.136007  0.000  -0.083  -0.020  0.000  -0.000  0.000  -12.513
0.137007  0.000  -0.080  -0.020  0.000  -0.000  0.000  -11.994
0.138007  0.000  -0.073  -0.018  0.000  -0.000  0.000  -10.970
0.139008  0.000  -0.067  -0.018  0.000  -0.000  0.000  -10.080
0.140008  0.000  -0.062  -0.018  0.000  -0.000  0.000  -9.306
0.141008  0.000  -0.058  -0.018  0.000  -0.000  0.000  -8.634
0.142008  0.000  -0.054  -0.018  0.000  -0.000  0.000  -8.050
0.143008  0.000  -0.046  -0.022  0.000  -0.000  0.000  -6.906
0.144008  0.000  -0.039  -0.022  0.000  -0.000  0.000  -5.913
0.145008  0.000  -0.034  -0.022  0.000  -0.000  0.000  -5.049
0.146008  0.000  -0.029  -0.022  0.000  -0.000  0.000  -4.299
0.147008  0.000  -0.024  -0.022  0.000  -0.000  0.000  -3.647
0.148008  0.000  -0.016  -0.017  0.000  -0.000  0.000  -2.402
0.149008  0.000  -0.009  -0.017  0.000  -0.000  0.000  -1.320
0.150008  0.000  -0.003  -0.017  0.000  -0.000  0.000  -0.380
0.151008  0.000  0.003  -0.017  0.000  -0.000  0.000  0.437
0.152008  0.000  0.008  -0.017  0.000  -0.000  0.000  1.147
0.153008  0.000  0.016  -0.018  0.000  -0.000  0.000  2.429
0.154008  0.000  0.024  -0.018  0.000  -0.000  0.000  3.544
0.155008  0.000  0.030  -0.018  0.000  -0.000  0.000  4.513
0.156008  0.000  0.036  -0.018  0.000  -0.000  0.000  5.354
0.157009  0.000  0.041  -0.018  0.000  -0.000  0.000  6.086
0.158009  0.000  0.049  -0.020  0.000  -0.000  0.000  7.370
0.159009  0.000  0.057  -0.020  0.000  -0.000  0.000  8.486
0.161009  0.000  0.063  -0.020  0.000  -0.000  0.000  9.456
0.163009  0.000  0.069  -0.020  0.000  -0.000  0.000  10.299
0.164009  0.000  0.074  -0.020  0.000  -0.000  0.000  11.031
0.165009  0.000  0.078  -0.020  0.000  -0.000  0.000  11.668
0.166009  0.000  0.081  -0.020  0.000  -0.000  0.000  12.221
0.167009  0.000  0.085  -0.020  0.000  -0.000  0.000  12.701
0.168009  0.000  0.087  -0.020  0.000  -0.000  0.000  13.119
0.169009  0.000  0.090  -0.020  0.000  -0.000  0.000  13.481
0.170009  0.000  0.092  -0.020  0.000  -0.000  0.000  13.797
0.171009  0.000  0.094  -0.020  0.000  -0.000  0.000  14.071
0.172009  0.000  0.095  -0.020  0.000  -0.000  0.000  14.309
0.173009  0.000  0.097  -0.020  0.000  -0.000  0.000  14.516
0.174010  0.000  0.098  -0.020  0.000  -0.000  0.000  14.695
0.175010  0.000  0.099  -0.020  0.000  -0.000  0.000  14.852
0.176010  0.000  0.100  -0.020  0.000  -0.000  0.000  14.987
0.178010  0.000  0.101  -0.020  0.000  -0.000  0.000  15.105
0.179010  0.000  0.101  -0.020  0.000  -0.000  0.000  15.208
0.180010  0.000  0.102  -0.020  0.000  -0.000  0.000  15.297
0.181010  0.000  0.102  -0.020  0.000  -0.000  0.000  15.374
0.182010  0.000  0.103  -0.020  0.000  -0.000  0.000  15.442
0.183010  0.000  0.103  -0.020  0.000  -0.000  0.000  15.500
0.184010  0.000  0.104  -0.020  0.000  -0.000  0.000  15.551
0.186010  0.000  0.104  -0.020  0.000  -0.000  0.000  15.595
0.187010  0.000  0.104  -0.020  0.000  -0.000  0.000  15.633
0.188010  0.000  0.104  -0.020  0.000  -0.000  0.000  15.667
0.189010  0.000  0.105  -0.020  0.000  -0.000  0.000  15.696
0.190010  0.000  0.105  -0.020  0.000  -0.000  0.000  15.721
0.191010  0.000  0.105  -0.020  0.000  -0.000  0.000  15.743
0.192011  0.000  0.105  -0.020  0.000  -0.000  0.000  15.762
0.194011  0.000  0.105  -0.020  0.000  -0.000  0.000  15.778
0.195011  0.000  0.105  -0.020  0.000  -0.000  0.000  15.793
0.196011  0.000  0.105  -0.020  0.000  -0.000  0.000  15.805
0.197011  0.000  0.105  -0.020  0.000  -0.000  0.000  15.816
0.198011  0.000  0.106  -0.020  0.000  -0.000  0.000  15.825
0.199011  0.000  0.106  -0.020  0.000  -0.000  0.000  15.833
0.200011  0.000  0.106  -0.020  0.000  -0.000  0.000  15.841
0.201011  0.000  0.106  -0.020  0.000  -0.000  0.000  15.847
0.202011  0.000  0.106  -0.020  0.000  -0.000  0.000  15.852
0.203011  0.000  0.106  -0.020  0.000  -0.000  0.000  15.857
0.204011  0.000  0.110  -0.018  0.000  -0.000  0.000  16.463
0.205011  0.000  0.113  -0.018  0.000  -0.000  0.000  16.990
0.206011  0.000  0.116  -0.018  0.000  -0.000  0.000  17.448
0.207011  0.000  0.119  -0.018  0.000  -0.000  0.000  17.846
0.208011  0.000  0.121  -0.018  0.000  -0.000  0.000  18.192
0.209012  0.000  0.127  -0.022  0.000  -0.000  0.000  19.012
0.211012  0.000  0.131  -0.022  0.000  -0.000  0.000  19.725
0.212012  0.000  0.136  -0.022  0.000  -0.000  0.000  20.344
0.213012  0.000  0.139  -0.022  0.000  -0.000  0.000  20.882
0.214012  0.000  0.147  -0.015  0.000  -0.000  0.000  22.020
0.215012  0.000  0.153  -0.015  0.000  -0.000  0.000  23.009
0.216012  0.000  0.159  -0.015  0.000  -0.000  0.000  23.868
0.217012  0.000  0.164  -0.015  0.000  -0.000  0.000  24.615
0.218012  0.000  0.168  -0.015  0.000  -0.000  0.000  25.264
0.219012  0.000  0.175  -0.020  0.000  -0.000  0.000  26.177
0.220012  0.000  0.180  -0.020  0.000  -0.000  0.000  26.970
0.221012  0.000  0.184  -0.020  0.000  -0.000  0.000  27.659
0.222012  0.000  0.188  -0.020  0.000  -0.000  0.000  28.258
0.223012  0.000  0.192  -0.020  0.000  -0.000  0.000  28.779
0.224012  0.000  0.197  -0.018  0.000  -0.000  0.000  29.578
0.225012  0.000  0.202  -0.018  0.000  -0.000  0.000  30.273
0.226012  0.000  0.206  -0.018  0.000  -0.000  0.000  30.876
0.227013  0.000  0.209  -0.018  0.000  -0.000  0.000  31.401
0.228013  0.000  0.212  -0.018  0.000  -0.000  0.000  31.857
0.229013  0.000  0.216  -0.020  0.000  -0.000  0.000  32.433
0.230013  0.000  0.220  -0.020  0.000  -0.000  0.000  32.934
0.231013  0.000  0.222  -0.020  0.000  -0.000  0.000  33.369
0.232013  0.000  0.225  -0.020  0.000  -0.000  0.000  33.747
0.233013  0.000  0.227  -0.020  0.000  -0.000  0.000  34.076
0.234013  0.000  0.230  -0.020  0.000  -0.000  0.000  34.453
0.235013  0.000  0.232  -0.020  0.000  -0.000  0.000  34.781
0.236013  0.000  0.234  -0.020  0.000  -0.000  0.000  35.066
0.237013  0.000  0.235  -0.020  0.000  -0.000  0.000  35.314
0.238013  0.000  0.237  -0.020  0.000  -0.000  0.000  35.529
0.239013  0.000  0.237  -0.018  0.000  -0.000  0.000  35.602
0.240013  0.000  0.238  -0.018  0.000  -0.000  0.000  35.664
0.241013  0.000  0.238  -0.018  0.000  -0.000  0.000  35.719
0.242013  0.000  0.238  -0.018  0.000  -0.000  0.000  35.767
0.243013  0.000  0.239  -0.018  0.000  -0.000  0.000  35.808
0.245014  -0.000  0.237  -0.018  0.000  -0.000  -0.000  35.484
0.246014  -0.000  0.235  -0.018  0.000  -0.000  -0.000  35.202
0.247014  -0.000  0.233  -0.018  0.000  -0.000  -0.000  34.957
0.248014  -0.000  0.232  -0.018  0.000  -0.000  -0.000  34.745
0.249014  -0.000  0.230  -0.018  0.000  -0.000  -0.000  34.560
0.250014  -0.000  0.226  -0.018  0.000  -0.000  -0.000  33.902
0.251014  -0.000  0.222  -0.018  0.000  -0.000  -0.000  33.331
0.252014  -0.000  0.219  -0.018  0.000  -0.000  -0.000  32.834
0.253014  -0.000  0.216  -0.018  0.000  -0.000  -0.000  32.402
0.254014  -0.000  0.214  -0.018  0.000  -0.000  -0.000  32.027
0.255014  -0.000  0.208  -0.018  0.000  -0.000  -0.000  31.126
0.256014  -0.000  0.202  -0.018  0.000  -0.000  -0.000  30.343
0.257014  -0.000  0.198  -0.018  0.000  -0.000  -0.000  29.662
0.258014  -0.000  0.194  -0.018  0.000  -0.000  -0.000  29.070
0.259014  -0.000  0.190  -0.018  0.000  -0.000  -0.000  28.556
0.260014  -0.000  0.185  -0.022  0.000  -0.000  -0.000  27.694
0.261014  -0.000  0.180  -0.022  0.000  -0.000  -0.000  26.944
0.262015  -0.000  0.175  -0.022  0.000  -0.000  -0.000  26.292
0.263015  -0.000  0.172  -0.022  0.000  -0.000  -0.000  25.726
0.264015  -0.000  0.168  -0.022  0.000  -0.000  -0.000  25.234
0.265015  -0.000  0.162  -0.020  0.000  -0.000  -0.000  24.255
0.266015  -0.000  0.156  -0.020  0.000  -0.000  -0.000  23.404
0.267015  -0.000  0.151  -0.020  0.000  -0.000  -0.000  22.664
0.268015  -0.000  0.147  -0.020  0.000  -0.000  -0.000  22.021
0.269015  -0.000  0.143  -0.020  0.000  -0.000  -0.000  21.463
0.270015  -0.000  0.139  -0.016  0.000  -0.000  -0.000  20.906
0.271015  -0.000  0.136  -0.016  0.000  -0.000  -0.000  20.422
0.272015  -0.000  0.133  -0.016  0.000  -0.000  -0.000  20.002
0.273015  -0.000  0.131  -0.016  0.000  -0.000  -0.000  19.637
0.274015  -0.000  0.129  -0.016  0.000  -0.000  -0.000  19.320
0.275015  -0.000  0.126  -0.018  0.000  -0.000  -0.000  18.860
0.276015  -0.000  0.123  -0.018  0.000  -0.000  -0.000  18.461
0.277015  -0.000  0.121  -0.018  0.000  -0.000  -0.000  18.115
0.278015  -0.000  0.119  -0.018  0.000  -0.000  -0.000  17.813
0.280016  -0.000  0.117  -0.020  0.000  -0.000  -0.000  17.500
0.281016  -0.000  0.115  -0.020  0.000  -0.000  -0.000  17.228
0.282016  -0.000  0.113  -0.020  0.000  -0.000  -0.000  16.991
0.283016  -0.000  0.112  -0.020  0.000  -0.000  -0.000  16.786
0.284016  -0.000  0.111  -0.020  0.000  -0.000  -0.000  16.607
0.285016  -0.000  0.110  -0.022  0.000  -0.000  -0.000  16.483
0.286016  -0.000  0.109  -0.022  0.000  -0.000  -0.000  16.375
0.287016  -0.000  0.109  -0.022  0.000  -0.000  -0.000  16.281
0.288016  -0.000  0.108  -0.022  0.000  -0.000  -0.000  16.199
0.289016  -0.000  0.108  -0.022  0.000  -0.000  -0.000  16.129
0.290016  0.000  0.108  -0.020  0.000  -0.000  0.000  16.182
0.291016  0.000  0.108  -0.020  0.000  -0.000  0.000  16.228
0.292016  0.000  0.108  -0.020  0.000  -0.000  0.000  16.268
0.293016  0.000  0.109  -0.020  0.000  -0.000  0.000  16.302
0.294016  0.000  0.109  -0.020  0.000  -0.000  0.000  16.333
0.295016  -0.000  0.108  -0.018  0.000  -0.000  -0.000  16.186
0.296016  -0.000  0.107  -0.018  0.000  -0.000  -0.000  16.059
0.297017  -0.000  0.106  -0.018  0.000  -0.000  -0.000  15.948
0.298017  -0.000  0.106  -0.018  0.000  -0.000  -0.000  15.852
0.299017  -0.000  0.105  -0.018  0.000  -0.000  -0.000  15.768
0.300017  -0.000  0.104  -0.022  0.000  -0.000  -0.000  15.654
0.301017  -0.000  0.104  -0.022  0.000  -0.000  -0.000  15.555
0.302017  -0.000  0.103  -0.022  0.000  -0.000  -0.000  15.468
0.303017  -0.000  0.103  -0.022  0.000  -0.000  -0.000  15.393
0.304017  -0.000  0.102  -0.022  0.000  -0.000  -0.000  15.328
0.305017  -0.000  0.102  -0.020  0.000  -0.000  -0.000  15.269
0.306017  -0.000  0.101  -0.020  0.000  -0.000  -0.000  15.218
0.307017  -0.000  0.101  -0.020  0.000  -0.000  -0.000  15.174
0.308017  -0.000  0.101  -0.020  0.000  -0.000  -0.000  15.135
0.309017  -0.000  0.101  -0.020  0.000  -0.000  -0.000  15.102
0.310017  -0.000  0.099  -0.018  0.000  -0.000  -0.000  14.924
0.311017  -0.000  0.098  -0.018  0.000  -0.000  -0.000  14.770
0.312017  -0.000  0.098  -0.018  0.000  -0.000  -0.000  14.636
0.313017  -0.000  0.097  -0.018  0.000  -0.000  -0.000  14.519
0.314018  -0.000  0.096  -0.018  0.000  -0.000  -0.000  14.418
0.315018  0.000  0.096  -0.018  0.000  -0.000  0.000  14.418
0.316018  0.000  0.096  -0.018  0.000  -0.000  0.000  14.419
0.317018  0.000  0.096  -0.018  0.000  -0.000  0.000  14.420
0.318018  0.000  0.096  -0.018  0.000  -0.000  0.000  14.420
0.319018  0.000  0.096  -0.018  0.000  -0.000  0.000  14.420
0.320018  -0.000  0.096  -0.018  0.000  -0.000  -0.000  14.396
0.321018  -0.000  0.096  -0.018  0.000  -0.000  -0.000  14.374
0.322018  -0.000  0.096  -0.018  0.000  -0.000  -0.000  14.356
0.323018  -0.000  0.096  -0.018  0.000  -0.000  -0.000  14.340
0.324018  -0.000  0.096  -0.018  0.000  -0.000  -0.000  14.325
0.325018  0.000  0.096  -0.020  0.000  -0.000  0.000  14.441
0.326018  0.000  0.097  -0.020  0.000  -0.000  0.000  14.542
0.327018  0.000  0.098  -0.020  0.000  -0.000  0.000  14.629
0.328018  0.000  0.098  -0.020  0.000  -0.000  0.000  14.705
0.329018  0.000  0.098  -0.020  0.000  -0.000  0.000  14.771
0.330018  0.000  0.100  -0.020  0.000  -0.000  0.000  14.977
0.331018  0.000  0.101  -0.020  0.000  -0.000  0.000  15.157
0.332019  0.000  0.102  -0.020  0.000  -0.000  0.000  15.313
0.333019  0.000  0.103  -0.020  0.000  -0.000  0.000  15.449
0.334019  0.000  0.104  -0.020  0.000  -0.000  0.000  15.567
0.335019  0.000  0.106  -0.020  0.000  -0.000  0.000  15.846
0.336019  0.000  0.107  -0.020  0.000  -0.000  0.000  16.088
0.337019  0.000  0.109  -0.020  0.000  -0.000  0.000  16.299
0.338019  0.000  0.110  -0.020  0.000  -0.000  0.000  16.482
0.339019  0.000  0.111  -0.020  0.000  -0.000  0.000  16.641
0.340019  0.000  0.113  -0.018  0.000  -0.000  0.000  16.997
0.341019  0.000  0.115  -0.018  0.000  -0.000  0.000  17.307
0.342019  0.000  0.117  -0.018  0.000  -0.000  0.000  17.577
0.343019  0.000  0.119  -0.018  0.000  -0.000  0.000  17.811
0.344019  0.000  0.120  -0.018  0.000  -0.000  0.000  18.014
