qASGD: [2021-12-14-17-58-31]

1.142,-3.505,5.482,-8.392,6.303,4.865
1.148,-3.564,5.472,-8.433,6.255,4.847
1.154,-3.612,5.437,-8.380,6.233,4.746
1.161,-3.581,5.391,-8.327,6.209,4.725
1.166,-3.529,5.406,-8.273,6.190,4.723
1.173,-3.483,5.431,-8.219,6.189,4.715
1.180,-3.440,5.463,-8.178,6.226,4.717
1.186,-3.419,5.514,-8.210,6.275,4.769
1.193,-3.460,5.556,-8.243,6.320,4.762
1.200,-3.510,5.588,-8.283,6.361,4.751
1.207,-3.562,5.613,-8.335,6.388,4.750
1.214,-3.621,5.612,-8.394,6.398,4.751
1.220,-3.674,5.593,-8.453,6.380,4.756
1.226,-3.719,5.562,-8.487,6.330,4.746
1.232,-3.726,5.509,-8.433,6.328,4.685
1.239,-3.674,5.514,-8.379,6.330,4.683
1.245,-3.624,5.524,-8.327,6.326,4.681
1.251,-3.575,5.531,-8.276,6.318,4.680
1.257,-3.525,5.538,-8.226,6.307,4.680
1.263,-3.476,5.553,-8.180,6.282,4.682
1.270,-3.535,5.548,-8.226,6.254,4.670
1.276,-3.591,5.539,-8.273,6.276,4.660
1.282,-3.647,5.538,-8.310,6.311,4.641
1.288,-3.700,5.554,-8.354,6.338,4.632
1.294,-3.753,5.565,-8.408,6.336,4.633
1.301,-3.778,5.519,-8.462,6.341,4.663
1.341,-3.778,5.468,-8.509,6.371,4.710
1.347,-3.713,5.488,-8.632,6.392,4.897
1.354,-3.665,5.521,-8.684,6.348,4.996
1.361,-3.711,5.485,-8.717,6.294,4.984
1.368,-3.763,5.455,-8.735,6.230,4.950
1.374,-3.824,5.463,-8.675,6.243,4.830
1.380,-3.769,5.483,-8.615,6.251,4.825
1.386,-3.713,5.497,-8.555,6.251,4.820
1.392,-3.659,5.505,-8.498,6.252,4.816
1.400,-3.606,5.514,-8.443,6.267,4.816
1.406,-3.553,5.531,-8.398,6.298,4.823
1.412,-3.606,5.556,-8.366,6.340,4.737
1.420,-3.664,5.564,-8.349,6.391,4.663
1.426,-3.721,5.567,-8.387,6.437,4.644
1.432,-3.777,5.567,-8.447,6.447,4.649
1.437,-3.741,5.527,-8.503,6.424,4.740
1.443,-3.691,5.511,-8.489,6.367,4.777
1.449,-3.643,5.495,-8.446,6.333,4.782
1.455,-3.594,5.482,-8.398,6.304,4.783
1.463,-3.543,5.485,-8.347,6.278,4.783
1.470,-3.495,5.504,-8.293,6.268,4.776
1.476,-3.454,5.535,-8.243,6.277,4.767
1.483,-3.447,5.588,-8.200,6.304,4.731
1.489,-3.501,5.611,-8.185,6.359,4.662
1.495,-3.558,5.616,-8.231,6.399,4.651
1.501,-3.614,5.614,-8.291,6.388,4.655
1.508,-3.668,5.608,-8.344,6.367,4.653
1.513,-3.723,5.602,-8.398,6.349,4.654
1.520,-3.775,5.592,-8.458,6.341,4.661
1.526,-3.818,5.562,-8.509,6.370,4.669
1.531,-3.771,5.544,-8.457,6.363,4.665
1.571,-3.722,5.541,-8.407,6.354,4.663
1.577,-3.653,5.551,-8.327,6.346,4.652
1.582,-3.602,5.578,-8.269,6.338,4.645
1.588,-3.557,5.613,-8.216,6.317,4.637
1.595,-3.502,5.605,-8.239,6.370,4.715
1.602,-3.563,5.595,-8.288,6.398,4.704
1.610,-3.624,5.595,-8.340,6.423,4.694
1.616,-3.683,5.586,-8.401,6.436,4.696
1.624,-3.735,5.556,-8.450,6.391,4.694
1.629,-3.755,5.499,-8.459,6.327,4.682
1.637,-3.727,5.448,-8.450,6.267,4.702
1.643,-3.677,5.426,-8.417,6.217,4.720
1.651,-3.624,5.421,-8.363,6.199,4.719
1.656,-3.578,5.447,-8.307,6.202,4.708
1.662,-3.612,5.491,-8.254,6.213,4.621
1.670,-3.589,5.539,-8.206,6.232,4.595
1.675,-3.553,5.577,-8.172,6.270,4.597
1.683,-3.526,5.622,-8.191,6.318,4.642
1.688,-3.582,5.610,-8.241,6.336,4.638
1.695,-3.634,5.593,-8.296,6.337,4.640
1.700,-3.686,5.576,-8.351,6.328,4.644
1.707,-3.734,5.555,-8.405,6.316,4.649
1.712,-3.774,5.520,-8.462,6.301,4.666
1.720,-3.789,5.470,-8.490,6.251,4.680
1.725,-3.739,5.470,-8.443,6.220,4.683
1.731,-3.693,5.489,-8.389,6.218,4.674
1.739,-3.651,5.514,-8.336,6.226,4.664
1.744,-3.613,5.546,-8.283,6.234,4.649
1.750,-3.584,5.586,-8.232,6.246,4.626
1.758,-3.591,5.637,-8.188,6.269,4.575
1.765,-3.640,5.616,-8.154,6.306,4.493
1.803,-3.693,5.613,-8.166,6.354,4.452
1.809,-3.781,5.583,-8.258,6.350,4.457
1.816,-3.821,5.538,-8.319,6.365,4.478
1.822,-3.824,5.480,-8.384,6.357,4.540
1.829,-3.768,5.476,-8.435,6.319,4.646
1.836,-3.715,5.493,-8.377,6.326,4.640
1.843,-3.669,5.523,-8.327,6.357,4.637
1.849,-3.635,5.566,-8.269,6.342,4.612
1.855,-3.591,5.596,-8.212,6.334,4.599
1.862,-3.538,5.603,-8.159,6.347,4.599
1.869,-3.485,5.606,-8.108,6.369,4.602
1.876,-3.534,5.575,-8.167,6.353,4.611
1.883,-3.591,5.566,-8.226,6.348,4.613
1.889,-3.647,5.555,-8.284,6.354,4.616
1.897,-3.700,5.541,-8.341,6.363,4.620
1.903,-3.754,5.529,-8.402,6.367,4.627
1.909,-3.804,5.508,-8.464,6.365,4.639
1.915,-3.754,5.490,-8.411,6.388,4.636
1.923,-3.702,5.494,-8.353,6.402,4.631
1.930,-3.651,5.502,-8.296,6.411,4.624
1.937,-3.603,5.518,-8.241,6.410,4.617
1.943,-3.557,5.540,-8.189,6.405,4.611
1.950,-3.516,5.571,-8.137,6.408,4.600
1.957,-3.543,5.619,-8.089,6.431,4.524
1.964,-3.600,5.629,-8.070,6.485,4.450
1.970,-3.656,5.634,-8.122,6.517,4.445
1.976,-3.710,5.626,-8.182,6.514,4.451
1.983,-3.752,5.593,-8.236,6.493,4.463
1.990,-3.729,5.546,-8.282,6.454,4.532
1.995,-3.689,5.513,-8.285,6.395,4.575
2.003,-3.644,5.491,-8.240,6.364,4.575
2.041,-3.594,5.495,-8.187,6.352,4.573
2.047,-3.520,5.510,-8.103,6.340,4.562
2.055,-3.503,5.449,-8.046,6.362,4.523
2.061,-3.569,5.445,-8.112,6.355,4.523
2.068,-3.630,5.430,-8.168,6.326,4.519
2.074,-3.688,5.408,-8.230,6.311,4.522
2.081,-3.749,5.416,-8.291,6.305,4.523
2.087,-3.783,5.463,-8.352,6.289,4.549
2.095,-3.810,5.514,-8.412,6.266,4.581
2.101,-3.862,5.490,-8.475,6.281,4.593
2.106,-3.876,5.437,-8.432,6.314,4.536
2.112,-3.862,5.385,-8.382,6.287,4.500
2.118,-3.810,5.374,-8.345,6.245,4.515
2.125,-3.759,5.382,-8.291,6.240,4.513
2.131,-3.712,5.403,-8.246,6.266,4.514
2.138,-3.674,5.437,-8.203,6.294,4.509
2.143,-3.643,5.479,-8.159,6.322,4.497
2.149,-3.607,5.517,-8.116,6.349,4.488
2.155,-3.606,5.463,-8.069,6.365,4.443
2.162,-3.648,5.427,-8.112,6.332,4.445
2.168,-3.697,5.402,-8.162,6.306,4.445
2.174,-3.741,5.371,-8.215,6.286,4.455
2.182,-3.786,5.340,-8.272,6.272,4.467
2.189,-3.788,5.393,-8.329,6.260,4.521
2.195,-3.773,5.442,-8.387,6.254,4.594
2.202,-3.735,5.475,-8.337,6.259,4.581
2.207,-3.690,5.497,-8.286,6.264,4.575
2.215,-3.645,5.519,-8.236,6.270,4.570
2.220,-3.610,5.557,-8.187,6.283,4.556
2.227,-3.662,5.570,-8.147,6.310,4.464
2.234,-3.716,5.557,-8.144,6.361,4.407
2.274,-3.748,5.512,-8.201,6.366,4.433
2.281,-3.795,5.426,-8.330,6.344,4.515
2.286,-3.757,5.379,-8.394,6.324,4.617
2.294,-3.739,5.436,-8.450,6.294,4.690
2.300,-3.715,5.489,-8.501,6.252,4.764
2.305,-3.760,5.529,-8.543,6.201,4.761
2.313,-3.804,5.567,-8.517,6.141,4.691
2.319,-3.750,5.561,-8.474,6.186,4.703
2.326,-3.807,5.555,-8.441,6.234,4.612
2.333,-3.785,5.607,-8.407,6.282,4.600
2.340,-3.730,5.599,-8.362,6.317,4.610
2.347,-3.677,5.590,-8.310,6.336,4.612
2.353,-3.628,5.566,-8.256,6.344,4.606
2.359,-3.583,5.539,-8.202,6.347,4.597
2.365,-3.532,5.526,-8.147,6.348,4.594
2.370,-3.576,5.561,-8.200,6.319,4.602
2.377,-3.628,5.583,-8.253,6.296,4.604
2.384,-3.681,5.599,-8.312,6.286,4.610
2.391,-3.730,5.621,-8.305,6.339,4.553
2.398,-3.684,5.644,-8.276,6.384,4.570
2.405,-3.635,5.629,-8.237,6.418,4.580
2.412,-3.590,5.603,-8.188,6.398,4.576
2.418,-3.550,5.569,-8.246,6.395,4.674
2.423,-3.594,5.535,-8.295,6.421,4.679
2.430,-3.647,5.553,-8.350,6.419,4.681
2.436,-3.700,5.562,-8.403,6.405,4.681
2.441,-3.753,5.560,-8.456,6.388,4.681
2.447,-3.805,5.547,-8.495,6.346,4.668
2.454,-3.842,5.508,-8.507,6.290,4.644
2.461,-3.804,5.472,-8.493,6.232,4.668
2.467,-3.755,5.462,-8.439,6.231,4.663
2.506,-3.706,5.462,-8.389,6.251,4.662
2.512,-3.641,5.495,-8.308,6.292,4.646
2.518,-3.618,5.551,-8.254,6.317,4.615
2.525,-3.630,5.611,-8.196,6.331,4.544
2.532,-3.642,5.670,-8.134,6.334,4.469
2.538,-3.605,5.713,-8.073,6.339,4.446
2.546,-3.562,5.674,-8.027,6.377,4.443
2.551,-3.547,5.617,-8.079,6.410,4.511
2.557,-3.606,5.618,-8.131,6.435,4.504
2.564,-3.664,5.640,-8.189,6.454,4.503
2.571,-3.722,5.657,-8.249,6.467,4.506
2.578,-3.780,5.668,-8.312,6.481,4.510
2.584,-3.836,5.671,-8.277,6.433,4.420
2.590,-3.786,5.655,-8.238,6.391,4.431
2.597,-3.736,5.637,-8.218,6.334,4.461
2.604,-3.689,5.611,-8.214,6.274,4.504
2.611,-3.650,5.573,-8.171,6.238,4.500
2.618,-3.633,5.519,-8.167,6.295,4.513
2.624,-3.674,5.477,-8.207,6.338,4.513
2.632,-3.731,5.464,-8.270,6.333,4.518
2.638,-3.788,5.465,-8.327,6.309,4.519
2.644,-3.840,5.482,-8.379,6.283,4.519
2.651,-3.826,5.533,-8.437,6.290,4.590
2.658,-3.782,5.560,-8.468,6.337,4.663
2.665,-3.745,5.595,-8.476,6.280,4.708
2.673,-3.714,5.636,-8.528,6.304,4.791
2.679,-3.737,5.685,-8.555,6.352,4.794
2.685,-3.790,5.674,-8.598,6.387,4.785
2.693,-3.841,5.659,-8.627,6.434,4.763
2.700,-3.887,5.632,-8.576,6.441,4.666
2.707,-3.846,5.600,-8.523,6.443,4.655
2.744,-3.796,5.589,-8.470,6.444,4.653
2.751,-3.724,5.579,-8.377,6.429,4.632
2.756,-3.664,5.578,-8.314,6.418,4.628
2.762,-3.606,5.579,-8.258,6.392,4.630
2.768,-3.669,5.577,-8.228,6.335,4.537
2.773,-3.732,5.581,-8.288,6.351,4.535
2.779,-3.788,5.605,-8.339,6.382,4.530
2.787,-3.816,5.656,-8.396,6.402,4.557
2.793,-3.876,5.662,-8.454,6.411,4.557
2.800,-3.928,5.642,-8.514,6.414,4.564
2.806,-3.975,5.610,-8.579,6.417,4.582
2.812,-4.004,5.561,-8.643,6.424,4.618
2.818,-3.956,5.534,-8.587,6.403,4.610
2.823,-3.904,5.532,-8.532,6.383,4.607
2.831,-3.853,5.526,-8.479,6.361,4.605
2.837,-3.802,5.515,-8.427,6.339,4.604
2.844,-3.752,5.510,-8.376,6.326,4.604
2.851,-3.700,5.504,-8.325,6.319,4.604
2.859,-3.648,5.493,-8.274,6.308,4.605
2.864,-3.597,5.486,-8.229,6.277,4.612
2.872,-3.545,5.486,-8.272,6.308,4.706
2.878,-3.602,5.493,-8.324,6.328,4.700
2.885,-3.656,5.501,-8.379,6.332,4.702
2.893,-3.709,5.512,-8.439,6.327,4.709
2.898,-3.760,5.529,-8.498,6.314,4.717
2.906,-3.805,5.558,-8.506,6.253,4.679
2.913,-3.752,5.568,-8.449,6.236,4.675
2.920,-3.701,5.551,-8.394,6.218,4.672
2.926,-3.652,5.532,-8.342,6.202,4.669
2.932,-3.605,5.512,-8.291,6.194,4.665
2.940,-3.557,5.495,-8.241,6.195,4.662
2.978,-3.510,5.516,-8.194,6.212,4.662
2.984,-3.624,5.522,-8.163,6.279,4.518
2.991,-3.688,5.515,-8.209,6.323,4.501
2.998,-3.752,5.513,-8.274,6.329,4.502
3.003,-3.812,5.532,-8.337,6.320,4.505
3.011,-3.861,5.567,-8.395,6.295,4.514
3.018,-3.805,5.556,-8.412,6.234,4.586
3.024,-3.751,5.542,-8.381,6.181,4.609
3.031,-3.697,5.540,-8.325,6.166,4.607
3.038,-3.643,5.545,-8.272,6.190,4.608
3.045,-3.629,5.600,-8.242,6.237,4.591
3.051,-3.687,5.607,-8.259,6.290,4.551
3.058,-3.744,5.604,-8.306,6.323,4.541
3.064,-3.797,5.592,-8.360,6.342,4.541
3.071,-3.848,5.570,-8.421,6.347,4.553
3.078,-3.879,5.525,-8.484,6.345,4.584
3.085,-3.847,5.479,-8.550,6.357,4.682
3.091,-3.798,5.456,-8.491,6.364,4.673
3.098,-3.745,5.454,-8.434,6.369,4.668
3.105,-3.698,5.475,-8.379,6.376,4.660
3.112,-3.663,5.514,-8.328,6.384,4.644
3.117,-3.641,5.563,-8.276,6.386,4.614
3.124,-3.639,5.617,-8.225,6.387,4.564
3.130,-3.687,5.644,-8.180,6.415,4.471
3.136,-3.737,5.620,-8.221,6.453,4.462
3.142,-3.778,5.583,-8.273,6.470,4.475
3.148,-3.799,5.533,-8.328,6.480,4.509
3.155,-3.776,5.486,-8.284,6.445,4.488
3.162,-3.732,5.461,-8.248,6.402,4.496
3.169,-3.681,5.463,-8.217,6.357,4.515
3.175,-3.645,5.500,-8.178,6.322,4.512
3.219,-3.681,5.546,-8.131,6.303,4.429
3.226,-3.808,5.577,-8.044,6.311,4.216
3.232,-3.874,5.586,-7.986,6.337,4.093
3.239,-3.829,5.628,-8.054,6.318,4.205
3.245,-3.783,5.664,-8.120,6.302,4.317
3.251,-3.771,5.724,-8.185,6.312,4.392
3.257,-3.818,5.683,-8.242,6.337,4.403
3.263,-3.834,5.626,-8.299,6.360,4.443
3.268,-3.815,5.573,-8.361,6.366,4.525
3.274,-3.867,5.597,-8.419,6.350,4.531
3.280,-3.923,5.593,-8.467,6.310,4.523
3.286,-3.973,5.566,-8.492,6.253,4.498
3.293,-3.987,5.513,-8.492,6.196,4.484
3.300,-3.936,5.500,-8.450,6.160,4.493
3.307,-3.899,5.538,-8.401,6.182,4.481
3.312,-3.852,5.563,-8.351,6.201,4.478
3.319,-3.803,5.579,-8.302,6.218,4.478
3.325,-3.753,5.589,-8.260,6.247,4.486
3.331,-3.807,5.577,-8.224,6.283,4.397
3.338,-3.862,5.579,-8.184,6.313,4.302
3.343,-3.915,5.593,-8.143,6.344,4.208
3.348,-3.871,5.615,-8.197,6.355,4.305
3.356,-3.823,5.625,-8.247,6.380,4.403
3.363,-3.782,5.652,-8.292,6.417,4.488
3.369,-3.811,5.696,-8.344,6.444,4.511
3.375,-3.830,5.649,-8.401,6.447,4.549
3.382,-3.872,5.619,-8.456,6.430,4.563
3.389,-3.918,5.597,-8.485,6.379,4.545
3.396,-3.949,5.554,-8.459,6.329,4.489
3.402,-3.898,5.555,-8.413,6.302,4.495
3.407,-3.848,5.563,-8.364,6.289,4.495
3.448,-3.801,5.571,-8.316,6.280,4.495
3.454,-3.736,5.610,-8.250,6.308,4.493
3.461,-3.788,5.645,-8.214,6.354,4.405
3.467,-3.820,5.699,-8.190,6.406,4.349
3.474,-3.866,5.740,-8.223,6.454,4.336
3.481,-3.928,5.738,-8.272,6.419,4.323
3.488,-3.978,5.705,-8.330,6.403,4.330
3.494,-3.989,5.647,-8.388,6.421,4.378
3.501,-3.934,5.643,-8.444,6.398,4.489
3.508,-3.880,5.632,-8.417,6.344,4.516
3.514,-3.829,5.612,-8.359,6.337,4.508
3.521,-3.778,5.598,-8.305,6.348,4.506
3.527,-3.729,5.621,-8.251,6.353,4.501
3.534,-3.785,5.631,-8.216,6.391,4.410
3.541,-3.841,5.634,-8.273,6.406,4.411
3.547,-3.895,5.646,-8.324,6.377,4.407
3.554,-3.851,5.674,-8.361,6.335,4.488
3.559,-3.800,5.663,-8.309,6.346,4.488
3.564,-3.753,5.641,-8.284,6.391,4.509
3.571,-3.704,5.654,-8.258,6.438,4.532
3.577,-3.746,5.690,-8.280,6.386,4.512
3.584,-3.799,5.699,-8.275,6.440,4.454
3.590,-3.848,5.677,-8.230,6.463,4.361
3.596,-3.847,5.625,-8.204,6.418,4.337
3.602,-3.807,5.595,-8.248,6.388,4.420
3.608,-3.782,5.553,-8.299,6.370,4.496
3.615,-3.833,5.540,-8.352,6.346,4.498
3.622,-3.883,5.556,-8.395,6.307,4.491
3.628,-3.875,5.608,-8.352,6.342,4.456
3.634,-3.828,5.627,-8.314,6.381,4.465
3.640,-3.779,5.637,-8.276,6.415,4.475
3.680,-3.732,5.653,-8.231,6.437,4.477
3.686,-3.661,5.690,-8.151,6.445,4.468
3.692,-3.605,5.709,-8.092,6.444,4.465
3.699,-3.666,5.731,-8.033,6.442,4.346
3.705,-3.727,5.746,-7.975,6.445,4.227
3.712,-3.785,5.769,-7.991,6.505,4.185
3.719,-3.839,5.800,-8.045,6.537,4.185
3.726,-3.895,5.824,-8.101,6.563,4.184
3.733,-3.840,5.827,-8.161,6.576,4.300
3.739,-3.785,5.822,-8.224,6.582,4.416
3.745,-3.840,5.802,-8.284,6.573,4.422
3.753,-3.894,5.779,-8.324,6.526,4.408
3.758,-3.922,5.730,-8.273,6.505,4.330
3.765,-3.869,5.726,-8.219,6.513,4.329
3.771,-3.817,5.726,-8.195,6.567,4.357
3.778,-3.782,5.685,-8.260,6.559,4.456
3.784,-3.838,5.676,-8.321,6.559,4.461
3.790,-3.895,5.679,-8.379,6.566,4.462
3.796,-3.924,5.727,-8.436,6.576,4.489
3.803,-3.952,5.776,-8.497,6.577,4.522
3.809,-3.931,5.825,-8.478,6.628,4.525
3.816,-3.904,5.870,-8.428,6.648,4.500
3.822,-3.957,5.892,-8.374,6.657,4.394
3.829,-3.906,5.901,-8.322,6.663,4.393
3.836,-3.856,5.912,-8.273,6.672,4.394
3.842,-3.807,5.925,-8.225,6.689,4.395
3.850,-3.768,5.891,-8.177,6.704,4.386
3.857,-3.817,5.863,-8.126,6.696,4.287
3.863,-3.849,5.818,-8.099,6.647,4.228
3.870,-3.867,5.766,-8.107,6.592,4.219
3.876,-3.824,5.738,-8.130,6.543,4.285
3.917,-3.777,5.756,-8.150,6.493,4.351
3.922,-3.708,5.824,-8.089,6.402,4.359
3.928,-3.664,5.870,-8.023,6.411,4.337
3.933,-3.728,5.896,-7.960,6.415,4.211
3.940,-3.796,5.872,-7.944,6.355,4.127
3.946,-3.861,5.847,-7.968,6.303,4.086
3.953,-3.920,5.814,-7.993,6.254,4.053
3.961,-3.867,5.785,-8.035,6.219,4.147
3.966,-3.810,5.777,-8.088,6.210,4.257
3.974,-3.765,5.740,-8.142,6.210,4.355
3.981,-3.826,5.709,-8.194,6.210,4.347
3.988,-3.892,5.687,-8.247,6.193,4.334
3.995,-3.962,5.683,-8.296,6.159,4.313
4.001,-4.014,5.731,-8.260,6.212,4.225
4.008,-4.036,5.792,-8.205,6.237,4.147
4.013,-4.053,5.858,-8.144,6.254,4.069
4.021,-4.027,5.913,-8.085,6.265,4.036
4.028,-3.970,5.920,-8.025,6.259,4.033
4.035,-3.916,5.905,-7.975,6.230,4.037
4.040,-3.900,5.849,-8.033,6.231,4.112
4.048,-3.961,5.827,-8.083,6.261,4.101
4.055,-4.031,5.824,-8.141,6.262,4.089
4.062,-4.100,5.815,-8.193,6.236,4.073
4.067,-4.160,5.784,-8.214,6.179,4.033
4.075,-4.149,5.728,-8.156,6.153,3.987
4.081,-4.091,5.742,-8.089,6.153,3.978
4.089,-4.037,5.771,-8.023,6.155,3.966
4.094,-3.983,5.802,-7.962,6.148,3.958
4.102,-3.931,5.835,-7.906,6.132,3.955
4.107,-3.891,5.891,-7.863,6.096,3.951
4.115,-3.965,5.912,-7.890,6.049,3.905
4.153,-4.044,5.911,-7.948,6.031,3.884
4.159,-4.283,5.887,-8.126,6.069,3.822
4.166,-4.351,5.844,-8.059,6.111,3.689
4.173,-4.288,5.811,-7.991,6.153,3.684
4.179,-4.221,5.854,-7.921,6.173,3.680
4.186,-4.154,5.897,-7.854,6.167,3.681
4.192,-4.105,5.963,-7.798,6.142,3.673
4.198,-4.101,6.055,-7.741,6.116,3.620
4.206,-4.145,6.149,-7.678,6.098,3.512
