SetPt[mA]  I_m[mA] theta_l[deg]  theta_c[deg]  T_acc[N.m]  acc_hum[rad/s2]  acc_exo[rad/s2]  vel_hum[rad/s]  vel_exo[rad/s]  vel_motor[rad/s]
214.131    159   -0.527  -0.732  22.705  0.193  0.149  0.000  0.000  -0.329
226.339    188   -0.527  -0.729  21.984  0.169  0.097  0.000  0.000  0.126
226.339    188   -0.527  -0.729  21.984  0.169  0.097  0.000  0.000  0.126
220.521    209   -0.527  -0.724  15.724  0.128  0.101  0.000  0.000  0.488
220.521    209   -0.527  -0.724  15.724  0.128  0.101  0.000  0.000  0.488
211.204    219   -0.527  -0.713  13.647  0.112  0.066  0.000  0.000  0.637
211.204    219   -0.527  -0.713  13.647  0.112  0.066  0.000  0.000  0.637
198.680    215   -0.527  -0.693  11.893  0.102  0.081  0.000  0.000  0.879
198.680    215   -0.527  -0.693  11.893  0.102  0.081  0.000  0.000  0.879
197.414    209   -0.352  -0.667  12.269  0.099  0.069  0.000  0.000  1.496
197.414    209   -0.352  -0.667  12.269  0.099  0.069  0.000  0.000  1.496
200.049    196   -0.352  -0.637  12.494  0.102  0.081  0.000  0.000  2.594
200.049    196   -0.352  -0.637  12.494  0.102  0.081  0.000  0.000  2.594
212.639    193   -0.352  -0.595  16.814  0.137  0.098  0.000  0.000  4.108
212.639    193   -0.352  -0.595  16.814  0.137  0.098  0.000  0.000  4.108
201.708    198   -0.352  -0.549  9.376  0.093  0.122  0.000  0.000  5.812
201.708    198   -0.352  -0.549  9.376  0.093  0.122  0.000  0.000  5.812
189.639    205   -0.352  -0.494  10.442  0.128  0.162  0.000  0.000  7.642
189.639    205   -0.352  -0.494  10.442  0.128  0.162  0.000  0.000  7.642
189.639    205   -0.352  -0.494  10.442  0.128  0.162  0.000  0.000  7.642
166.487    194   -0.352  -0.427  8.460  0.120  0.186  0.000  0.000  9.728
166.487    194   -0.352  -0.427  8.460  0.120  0.186  0.000  0.000  9.728
148.000    187   -0.176  -0.307  9.590  0.134  0.215  0.000  0.000  12.712
138.175    164   -0.176  -0.218  14.561  0.179  0.261  0.000  0.000  16.013
138.175    164   -0.176  -0.218  14.561  0.179  0.261  0.000  0.000  16.013
138.175    164   -0.176  -0.218  14.561  0.179  0.261  0.000  0.000  16.013
98.015    148   -0.176  -0.156  5.127  0.118  0.294  0.000  0.000  18.843
98.015    148   -0.176  -0.156  5.127  0.118  0.294  0.000  0.000  18.843
69.370    133   0.000  -0.017  9.082  0.160  0.282  0.000  0.000  21.977
69.370    133   0.000  -0.017  9.082  0.160  0.282  0.000  0.000  21.977
22.564    105   0.000  0.076  3.950  0.141  0.341  0.000  0.000  24.836
22.564    105   0.000  0.076  3.950  0.141  0.341  0.000  0.000  24.836
-2.651     74   0.176  0.157  6.442  0.157  0.324  0.000  0.000  27.129
-2.651     74   0.176  0.157  6.442  0.157  0.324  0.000  0.000  27.129
-12.597     35   0.176  0.231  8.772  0.157  0.313  0.000  0.000  28.656
-12.597     35   0.176  0.231  8.772  0.157  0.313  0.000  0.000  28.656
-11.072     10   0.352  0.288  7.135  0.135  0.288  0.000  0.000  29.192
-11.072     10   0.352  0.288  7.135  0.135  0.288  0.000  0.000  29.192
3.460     -1   0.352  0.326  9.387  0.146  0.260  0.000  0.000  28.450
2.397     -3   0.352  0.344  2.660  0.111  0.283  0.000  0.000  26.303
2.539      3   0.352  0.343  2.659  0.095  0.205  0.000  0.000  22.883
31.300      1   0.352  0.343  12.129  0.133  0.149  0.000  0.000  19.280
50.958      1   0.352  0.343  9.039  0.090  0.132  0.000  0.000  15.458
75.758      1   0.352  0.343  12.328  0.100  0.083  0.000  0.000  11.163
82.588     22   0.352  0.343  6.801  0.058  0.055  0.000  0.000  7.639
80.943     60   0.352  0.343  5.801  0.056  0.033  0.000  0.000  4.738
78.036     60   0.352  0.343  5.686  0.045  0.007  0.000  0.000  2.509
78.036     60   0.352  0.343  5.686  0.045  0.007  0.000  0.000  2.509
69.834     77   0.352  0.343  4.640  0.021  -0.022  0.000  0.000  1.053
69.834     77   0.352  0.343  4.640  0.021  -0.022  0.000  0.000  1.053
54.167     74   0.352  0.343  -0.232  -0.030  -0.055  0.000  0.000  0.292
54.167     74   0.352  0.343  -0.232  -0.030  -0.055  0.000  0.000  0.292
34.045     70   0.352  0.343  -4.208  -0.038  -0.031  0.000  0.000  0.022
34.045     70   0.352  0.343  -4.208  -0.038  -0.031  0.000  0.000  0.022
24.242     54   0.352  0.343  -1.612  -0.028  -0.079  0.000  0.000  -0.019
24.242     54   0.352  0.343  -1.612  -0.028  -0.079  0.000  0.000  -0.019
10.667     35   0.352  0.343  -3.631  -0.058  -0.096  0.000  0.000  -0.032
10.667     35   0.352  0.343  -3.631  -0.058  -0.096  0.000  0.000  -0.032
-5.568     24   0.352  0.343  -5.507  -0.073  -0.108  0.000  0.000  -0.032
-5.568     24   0.352  0.343  -5.507  -0.073  -0.108  0.000  0.000  -0.032
-24.032     10   0.352  0.343  -7.676  -0.094  -0.129  0.000  0.000  -0.061
-24.032     10   0.352  0.343  -7.676  -0.094  -0.129  0.000  0.000  -0.061
-33.306      1   0.352  0.343  -5.691  -0.084  -0.156  0.000  0.000  -0.047
-33.306      1   0.352  0.343  -5.691  -0.084  -0.156  0.000  0.000  -0.047
-34.930    -20   0.352  0.343  -3.536  -0.081  -0.181  0.000  0.000  -0.012
-34.930    -20   0.352  0.343  -3.536  -0.081  -0.181  0.000  0.000  -0.012
-34.930    -20   0.352  0.343  -3.536  -0.081  -0.181  0.000  0.000  -0.012
-30.649    -32   0.352  0.343  -1.361  -0.068  -0.170  0.000  0.000  0.013
-30.649    -32   0.352  0.343  -1.361  -0.068  -0.170  0.000  0.000  0.013
-37.090    -34   0.352  0.343  -5.173  -0.103  -0.186  0.000  0.000  0.010
-37.090    -34   0.352  0.343  -5.173  -0.103  -0.186  0.000  0.000  0.010
-21.120    -31   0.352  0.343  3.617  -0.044  -0.220  0.000  0.000  -0.013
-21.120    -31   0.352  0.343  3.617  -0.044  -0.220  0.000  0.000  -0.013
-19.064    -36   0.352  0.343  -0.786  -0.080  -0.209  0.000  0.000  -0.032
-19.064    -36   0.352  0.343  -0.786  -0.080  -0.209  0.000  0.000  -0.032
-17.676    -23   0.352  0.343  -0.977  -0.078  -0.216  0.000  0.000  -0.035
-17.676    -23   0.352  0.343  -0.977  -0.078  -0.216  0.000  0.000  -0.035
-14.524    -20   0.352  0.343  -0.217  -0.074  -0.222  0.000  0.000  -0.025
-14.524    -20   0.352  0.343  -0.217  -0.074  -0.222  0.000  0.000  -0.025
-12.310    -17   0.352  0.343  -0.328  -0.084  -0.241  0.000  0.000  -0.013
-12.310    -17   0.352  0.343  -0.328  -0.084  -0.241  0.000  0.000  -0.013
-17.703    -16   0.352  0.343  -3.210  -0.090  -0.202  0.000  0.000  -0.009
-17.703    -16   0.352  0.343  -3.210  -0.090  -0.202  0.000  0.000  -0.009
-26.409    -13   0.352  0.343  -4.947  -0.102  -0.211  0.000  0.000  -0.009
-26.409    -13   0.352  0.343  -4.947  -0.102  -0.211  0.000  0.000  -0.009
-44.516    -17   0.352  0.343  -9.511  -0.125  -0.190  0.000  0.000  -0.005
-44.516    -17   0.352  0.343  -9.511  -0.125  -0.190  0.000  0.000  -0.005
-69.518    -26   0.352  0.343  -13.851  -0.161  -0.222  0.000  0.000  -0.003
-69.518    -26   0.352  0.343  -13.851  -0.161  -0.222  0.000  0.000  -0.003
-89.315    -42   0.352  0.343  -13.820  -0.142  -0.183  0.000  0.000  -0.000
-89.315    -42   0.352  0.343  -13.820  -0.142  -0.183  0.000  0.000  -0.000
-89.315    -42   0.352  0.343  -13.820  -0.142  -0.183  0.000  0.000  -0.000
-97.424    -66   0.352  0.343  -10.671  -0.121  -0.156  0.000  0.000  0.002
-97.424    -66   0.352  0.343  -10.671  -0.121  -0.156  0.000  0.000  0.002
-101.460    -88   0.352  0.340  -9.710  -0.118  -0.151  0.000  0.000  -0.030
-101.460    -88   0.352  0.340  -9.710  -0.118  -0.151  0.000  0.000  -0.030
-92.548    -98   0.352  0.338  -4.840  -0.074  -0.125  0.000  0.000  -0.096
-92.548    -98   0.352  0.338  -4.840  -0.074  -0.125  0.000  0.000  -0.096
-88.995   -104   0.352  0.336  -6.431  -0.082  -0.114  0.000  0.000  -0.177
-88.995   -104   0.352  0.336  -6.431  -0.082  -0.114  0.000  0.000  -0.177
-106.619    -96   0.352  0.336  -14.951  -0.112  -0.053  0.000  0.000  -0.244
-106.619    -96   0.352  0.336  -14.951  -0.112  -0.053  0.000  0.000  -0.244
-115.328    -89   0.352  0.336  -12.807  -0.091  -0.074  0.000  0.000  -0.285
-115.328    -89   0.352  0.336  -12.807  -0.091  -0.074  0.000  0.000  -0.285
-119.569   -105   0.352  0.336  -11.735  -0.078  -0.025  0.000  0.000  -0.300
-119.569   -105   0.352  0.336  -11.735  -0.078  -0.025  0.000  0.000  -0.300
-110.216   -114   0.352  0.336  -6.506  -0.052  -0.023  0.000  0.000  -0.297
-110.216   -114   0.352  0.336  -6.506  -0.052  -0.023  0.000  0.000  -0.297
-96.873   -119   0.352  0.336  -4.084  -0.036  -0.003  0.000  0.000  -0.280
-96.873   -119   0.352  0.336  -4.084  -0.036  -0.003  0.000  0.000  -0.280
-88.283   -111   0.352  0.336  -4.894  -0.034  0.010  0.000  0.000  -0.247
-88.283   -111   0.352  0.336  -4.894  -0.034  0.010  0.000  0.000  -0.247
-88.696    -98   0.352  0.336  -7.815  -0.032  0.042  0.000  0.000  -0.190
-83.029    -89   0.352  0.336  -5.247  -0.006  0.040  0.000  0.000  -0.106
-85.818    -89   0.352  0.336  -8.145  -0.039  0.035  0.000  0.000  -0.038
-88.263    -83   0.352  0.336  -8.183  -0.041  0.040  0.000  0.000  -0.003
-70.476    -85   0.352  0.336  -0.099  0.018  0.047  0.000  0.000  -0.000
-65.349    -88   0.352  0.336  -3.842  -0.011  0.070  0.000  0.000  -0.008
-56.596    -88   0.352  0.336  -1.928  0.007  0.049  0.000  0.000  -0.008
-47.128    -75   0.352  0.336  -0.906  0.014  0.047  0.000  0.000  -0.001
-37.206    -61   0.352  0.336  0.077  0.014  0.033  0.000  0.000  0.007
-37.964    -51   0.352  0.336  -3.470  -0.018  0.017  0.000  0.000  0.008
-32.078    -51   0.352  0.336  -0.828  0.011  0.035  0.000  0.000  0.002
-32.078    -51   0.352  0.336  -0.828  0.011  0.035  0.000  0.000  0.002
-33.456    -42   0.352  0.336  -3.317  -0.019  0.017  0.000  0.000  -0.003
-33.456    -42   0.352  0.336  -3.317  -0.019  0.017  0.000  0.000  -0.003
-36.402    -34   0.352  0.336  -4.061  -0.029  -0.011  0.000  0.000  -0.004
-36.402    -34   0.352  0.336  -4.061  -0.029  -0.011  0.000  0.000  -0.004
-27.294    -34   0.352  0.336  0.642  0.001  -0.024  0.000  0.000  -0.001
-20.802    -36   0.352  0.336  0.323  -0.012  -0.023  0.000  0.000  0.002
-20.802    -36   0.352  0.336  0.323  -0.012  -0.023  0.000  0.000  0.002
-20.802    -36   0.352  0.336  0.323  -0.012  -0.023  0.000  0.000  0.002
-23.213    -29   0.352  0.336  -2.768  -0.042  -0.064  0.000  0.000  0.002
-23.213    -29   0.352  0.336  -2.768  -0.042  -0.064  0.000  0.000  0.002
-19.029    -21   0.352  0.336  -0.263  -0.021  -0.075  0.000  0.000  0.000
-19.029    -21   0.352  0.336  -0.263  -0.021  -0.075  0.000  0.000  0.000
-11.154    -23   0.352  0.336  1.596  -0.018  -0.090  0.000  0.000  -0.001
-11.154    -23   0.352  0.336  1.596  -0.018  -0.090  0.000  0.000  -0.001
-17.140    -19   0.352  0.336  -3.430  -0.058  -0.091  0.000  0.000  -0.001
-17.140    -19   0.352  0.336  -3.430  -0.058  -0.091  0.000  0.000  -0.001
-12.793    -12   0.352  0.336  0.322  -0.033  -0.118  0.000  0.000  -0.000
-12.793    -12   0.352  0.336  0.322  -0.033  -0.118  0.000  0.000  -0.000
-3.754    -16   0.352  0.336  2.594  -0.020  -0.102  0.000  0.000  0.001
-3.754    -16   0.352  0.336  2.594  -0.020  -0.102  0.000  0.000  0.001
-3.808    -12   0.352  0.336  -0.361  -0.059  -0.153  0.000  0.000  0.001
-3.808    -12   0.352  0.336  -0.361  -0.059  -0.153  0.000  0.000  0.001
-2.311     -4   0.352  0.336  0.268  -0.047  -0.152  0.000  0.000  0.000
-2.311     -4   0.352  0.336  0.268  -0.047  -0.152  0.000  0.000  0.000
-16.489     -3   0.352  0.336  -6.037  -0.085  -0.131  0.000  0.000  -0.001
-16.489     -3   0.352  0.336  -6.037  -0.085  -0.131  0.000  0.000  -0.001
-16.489     -3   0.352  0.336  -6.037  -0.085  -0.131  0.000  0.000  -0.001
-21.237     -3   0.352  0.336  -3.334  -0.064  -0.149  0.000  0.000  -0.000
-21.237     -3   0.352  0.336  -3.334  -0.064  -0.149  0.000  0.000  -0.000
-29.466    -16   0.352  0.336  -5.161  -0.074  -0.122  0.000  0.000  0.000
-29.466    -16   0.352  0.336  -5.161  -0.074  -0.122  0.000  0.000  0.000
-34.824    -21   0.352  0.336  -4.645  -0.085  -0.158  0.000  0.000  0.000
-34.824    -21   0.352  0.336  -4.645  -0.085  -0.158  0.000  0.000  0.000
-35.886    -29   0.352  0.336  -3.331  -0.075  -0.149  0.000  0.000  0.000
-35.886    -29   0.352  0.336  -3.331  -0.075  -0.149  0.000  0.000  0.000
-48.717    -34   0.352  0.336  -8.261  -0.088  -0.099  0.000  0.000  -0.000
-48.717    -34   0.352  0.336  -8.261  -0.088  -0.099  0.000  0.000  -0.000
-48.741    -35   0.352  0.336  -4.059  -0.060  -0.128  0.000  0.000  -0.000
-48.741    -35   0.352  0.336  -4.059  -0.060  -0.128  0.000  0.000  -0.000
-48.975    -46   0.352  0.336  -4.153  -0.065  -0.116  0.000  0.000  -0.000
-48.975    -46   0.352  0.336  -4.153  -0.065  -0.116  0.000  0.000  -0.000
-45.451    -49   0.352  0.336  -2.646  -0.047  -0.089  0.000  0.000  0.000
-45.451    -49   0.352  0.336  -2.646  -0.047  -0.089  0.000  0.000  0.000
-40.137    -48   0.352  0.336  -1.620  -0.046  -0.095  0.000  0.000  0.000
-40.137    -48   0.352  0.336  -1.620  -0.046  -0.095  0.000  0.000  0.000
-43.385    -46   0.352  0.336  -4.695  -0.058  -0.081  0.000  0.000  0.000
-43.385    -46   0.352  0.336  -4.695  -0.058  -0.081  0.000  0.000  0.000
-54.068    -41   0.352  0.336  -8.012  -0.071  -0.068  0.000  0.000  -0.000
-54.068    -41   0.352  0.336  -8.012  -0.071  -0.068  0.000  0.000  -0.000
-57.199    -43   0.352  0.336  -5.808  -0.045  -0.049  0.000  0.000  -0.000
-57.199    -43   0.352  0.336  -5.808  -0.045  -0.049  0.000  0.000  -0.000
-57.199    -43   0.352  0.336  -5.808  -0.045  -0.049  0.000  0.000  -0.000
-72.001    -53   0.352  0.336  -10.856  -0.079  -0.023  0.000  0.000  -0.000
-72.001    -53   0.352  0.336  -10.856  -0.079  -0.023  0.000  0.000  -0.000
-69.563    -58   0.352  0.336  -5.006  -0.043  -0.041  0.000  0.000  0.000
-69.563    -58   0.352  0.336  -5.006  -0.043  -0.041  0.000  0.000  0.000
-59.940    -71   0.352  0.336  -1.874  -0.022  -0.021  0.000  0.000  0.000
-59.940    -71   0.352  0.336  -1.874  -0.022  -0.021  0.000  0.000  0.000
-53.149    -70   0.352  0.336  -2.251  -0.021  -0.002  0.000  0.000  0.000
-53.149    -70   0.352  0.336  -2.251  -0.021  -0.002  0.000  0.000  0.000
-51.415    -61   0.352  0.336  -3.769  -0.019  0.012  0.000  0.000  -0.000
-51.415    -61   0.352  0.336  -3.769  -0.019  0.012  0.000  0.000  -0.000
-43.455    -55   0.352  0.336  -1.094  0.017  0.046  0.000  0.000  -0.000
-43.455    -55   0.352  0.336  -1.094  0.017  0.046  0.000  0.000  -0.000
-47.084    -52   0.352  0.336  -5.168  -0.029  0.013  0.000  0.000  -0.000
-40.129    -44   0.352  0.336  -1.139  0.006  0.024  0.000  0.000  0.000
-21.359    -47   0.352  0.336  4.263  0.039  0.039  0.000  0.000  0.000
-26.659    -42   0.352  0.336  -4.062  -0.017  0.069  0.000  0.000  0.000
-26.681    -42   0.352  0.336  -2.335  0.015  0.064  0.000  0.000  -0.000
-35.616    -26   0.352  0.336  -5.983  -0.013  0.059  0.000  0.000  -0.000
-40.690    -26   0.352  0.336  -5.142  -0.004  0.069  0.000  0.000  -0.000
-34.360    -33   0.352  0.336  -0.889  0.017  0.066  0.000  0.000  0.000
-36.414    -33   0.352  0.336  -3.793  -0.016  0.051  0.000  0.000  0.000
-36.414    -33   0.352  0.336  -3.793  -0.016  0.051  0.000  0.000  0.000
-29.341    -37   0.352  0.336  -0.256  0.036  0.115  0.000  0.000  0.000
-29.341    -37   0.352  0.336  -0.256  0.036  0.115  0.000  0.000  0.000
-34.273    -33   0.352  0.336  -4.559  -0.012  0.050  0.000  0.000  -0.000
-34.273    -33   0.352  0.336  -4.559  -0.012  0.050  0.000  0.000  -0.000
-36.311    -31   0.352  0.336  -3.799  0.015  0.091  0.000  0.000  -0.000
-36.311    -31   0.352  0.336  -3.799  0.015  0.091  0.000  0.000  -0.000
-28.519    -34   0.352  0.336  0.067  0.028  0.072  0.000  0.000  -0.000
-28.519    -34   0.352  0.336  0.067  0.028  0.072  0.000  0.000  -0.000
-21.621    -35   0.352  0.336  0.337  0.026  0.082  0.000  0.000  0.000
-21.621    -35   0.352  0.336  0.337  0.026  0.082  0.000  0.000  0.000
-15.432    -29   0.352  0.336  0.609  0.030  0.093  0.000  0.000  0.000
-15.432    -29   0.352  0.336  0.609  0.030  0.093  0.000  0.000  0.000
-5.612    -22   0.352  0.336  2.604  0.049  0.094  0.000  0.000  0.000
-5.612    -22   0.352  0.336  2.604  0.049  0.094  0.000  0.000  0.000
5.845    -16   0.352  0.336  4.086  0.056  0.083  0.000  0.000  -0.000
5.845    -16   0.352  0.336  4.086  0.056  0.083  0.000  0.000  -0.000
5.845    -16   0.352  0.336  4.086  0.056  0.083  0.000  0.000  -0.000
6.900     -6   0.352  0.336  0.757  0.040  0.110  0.000  0.000  -0.000
6.900     -6   0.352  0.336  0.757  0.040  0.110  0.000  0.000  -0.000
19.901     -1   0.352  0.336  5.743  0.074  0.094  0.000  0.000  -0.000
19.901     -1   0.352  0.336  5.743  0.074  0.094  0.000  0.000  -0.000
29.220      3   0.352  0.336  5.310  0.056  0.080  0.000  0.000  0.000
29.220      3   0.352  0.336  5.310  0.056  0.080  0.000  0.000  0.000
39.709     17   0.352  0.336  6.561  0.063  0.069  0.000  0.000  0.000
49.806     28   0.352  0.336  7.273  0.072  0.079  0.000  0.000  0.008
49.806     28   0.352  0.336  7.273  0.072  0.079  0.000  0.000  0.008
49.806     28   0.352  0.336  7.273  0.072  0.079  0.000  0.000  0.008
58.619     36   0.527  0.336  3.127  0.038  0.062  0.000  0.000  0.016
58.619     36   0.527  0.336  3.127  0.038  0.062  0.000  0.000  0.016
85.514     48   0.527  0.336  7.927  0.064  0.022  0.000  0.000  0.022
85.514     48   0.527  0.336  7.927  0.064  0.022  0.000  0.000  0.022
105.273     56   0.527  0.336  4.748  0.041  0.041  0.000  0.000  0.025
105.273     56   0.527  0.336  4.748  0.041  0.041  0.000  0.000  0.025
131.457     83   0.527  0.336  7.772  0.042  -0.023  0.000  0.000  0.026
131.457     83   0.527  0.336  7.772  0.042  -0.023  0.000  0.000  0.026
153.677    103   0.527  0.337  8.023  0.041  -0.016  0.000  0.000  0.033
153.677    103   0.527  0.337  8.023  0.041  -0.016  0.000  0.000  0.033
174.173    128   0.527  0.337  9.426  0.049  -0.032  0.000  0.000  0.040
174.173    128   0.527  0.337  9.426  0.049  -0.032  0.000  0.000  0.040
178.341    150   0.527  0.338  5.049  0.005  -0.069  0.000  0.000  0.051
178.341    150   0.527  0.338  5.049  0.005  -0.069  0.000  0.000  0.051
178.341    150   0.527  0.338  5.049  0.005  -0.069  0.000  0.000  0.051
183.318    171   0.527  0.338  6.809  0.019  -0.087  0.000  0.000  0.066
182.223    178   0.527  0.338  6.683  0.005  -0.111  0.000  0.000  0.073
182.223    178   0.527  0.338  6.683  0.005  -0.111  0.000  0.000  0.073
175.805    181   0.527  0.338  7.495  0.005  -0.118  0.000  0.000  0.072
154.190    182   0.527  0.338  4.575  -0.012  -0.111  0.000  0.000  0.073
154.190    182   0.527  0.338  4.575  -0.012  -0.111  0.000  0.000  0.073
135.687    176   0.527  0.338  4.543  -0.021  -0.146  0.000  0.000  0.072
135.687    176   0.527  0.338  4.543  -0.021  -0.146  0.000  0.000  0.072
101.035    158   0.527  0.338  -4.070  -0.077  -0.146  0.000  0.000  0.066
101.035    158   0.527  0.338  -4.070  -0.077  -0.146  0.000  0.000  0.066
82.143    137   0.527  0.338  -0.978  -0.055  -0.172  0.000  0.000  0.055
82.143    137   0.527  0.338  -0.978  -0.055  -0.172  0.000  0.000  0.055
68.121    105   0.527  0.338  -0.570  -0.060  -0.167  0.000  0.000  0.038
68.121    105   0.527  0.338  -0.570  -0.060  -0.167  0.000  0.000  0.038
55.898     84   0.527  0.338  -0.562  -0.066  -0.165  0.000  0.000  0.023
55.898     84   0.527  0.338  -0.562  -0.066  -0.165  0.000  0.000  0.023
41.907     69   0.527  0.338  -1.860  -0.080  -0.189  0.000  0.000  0.008
41.907     69   0.527  0.338  -1.860  -0.080  -0.189  0.000  0.000  0.008
23.392     57   0.527  0.338  -4.836  -0.101  -0.210  0.000  0.000  -0.000
23.392     57   0.527  0.338  -4.836  -0.101  -0.210  0.000  0.000  -0.000
17.512     41   0.527  0.338  -1.564  -0.072  -0.209  0.000  0.000  0.001
17.512     41   0.527  0.338  -1.564  -0.072  -0.209  0.000  0.000  0.001
3.012     25   0.527  0.338  -5.922  -0.112  -0.214  0.000  0.000  0.002
-14.549     17   0.527  0.338  -8.308  -0.110  -0.171  0.000  0.000  0.001
-23.009      3   0.527  0.338  -5.825  -0.095  -0.177  0.000  0.000  -0.000
-35.874      0   0.527  0.338  -8.179  -0.111  -0.172  0.000  0.000  -0.001
-49.733      0   0.527  0.338  -9.669  -0.111  -0.147  0.000  0.000  -0.001
-65.530    -18   0.527  0.338  -11.752  -0.114  -0.121  0.000  0.000  -0.008
-88.256    -31   0.527  0.338  -16.007  -0.130  -0.089  0.000  0.000  -0.015
-102.737    -55   0.527  0.338  -14.519  -0.096  -0.032  0.000  0.000  -0.021
-129.551    -55   0.527  0.338  -20.683  -0.139  -0.020  0.000  0.000  -0.025
-129.551    -55   0.527  0.338  -20.683  -0.139  -0.020  0.000  0.000  -0.025
-154.255   -116   0.527  0.337  -22.006  -0.130  0.022  0.000  0.000  -0.034
-160.091   -140   0.527  0.336  -16.359  -0.091  0.020  0.000  0.000  -0.049
-155.368   -140   0.527  0.336  -12.600  -0.060  0.063  0.000  0.000  -0.062
-155.368   -140   0.527  0.336  -12.600  -0.060  0.063  0.000  0.000  -0.062
-154.022   -156   0.527  0.336  -13.654  -0.056  0.110  0.000  0.000  -0.068
-149.592   -157   0.527  0.336  -12.265  -0.040  0.103  0.000  0.000  -0.067
-149.592   -157   0.527  0.336  -12.265  -0.040  0.103  0.000  0.000  -0.067
-143.714   -155   0.527  0.336  -11.289  -0.016  0.146  0.000  0.000  -0.060
-143.714   -155   0.527  0.336  -11.289  -0.016  0.146  0.000  0.000  -0.060
-125.856   -150   0.527  0.336  -5.875  0.025  0.162  0.000  0.000  -0.049
-125.856   -150   0.527  0.336  -5.875  0.025  0.162  0.000  0.000  -0.049
-107.924   -145   0.527  0.336  -4.406  0.045  0.221  0.000  0.000  -0.044
-94.903   -126   0.527  0.336  -4.960  0.042  0.238  0.000  0.000  -0.038
-85.174   -111   0.527  0.336  -5.225  0.043  0.224  0.000  0.000  -0.027
-85.174   -111   0.527  0.336  -5.225  0.043  0.224  0.000  0.000  -0.027
-54.382    -97   0.527  0.336  4.227  0.114  0.226  0.000  0.000  -0.010
-54.382    -97   0.527  0.336  4.227  0.114  0.226  0.000  0.000  -0.010
-20.675    -86   0.527  0.336  7.971  0.129  0.243  0.000  0.000  0.001
-20.675    -86   0.527  0.336  7.971  0.129  0.243  0.000  0.000  0.001
2.232    -56   0.527  0.336  6.316  0.120  0.267  0.000  0.000  0.002
2.232    -56   0.527  0.336  6.316  0.120  0.267  0.000  0.000  0.002
23.496    -24   0.527  0.336  7.516  0.141  0.274  0.000  0.000  -0.000
23.496    -24   0.527  0.336  7.516  0.141  0.274  0.000  0.000  -0.000
44.848     -3   0.527  0.336  9.314  0.140  0.225  0.000  0.000  -0.002
44.848     -3   0.527  0.336  9.314  0.140  0.225  0.000  0.000  -0.002
64.457     16   0.527  0.336  10.345  0.152  0.245  0.000  0.000  -0.002
64.457     16   0.527  0.336  10.345  0.152  0.245  0.000  0.000  -0.002
84.115     41   0.527  0.337  12.012  0.147  0.215  0.000  0.000  0.008
84.115     41   0.527  0.337  12.012  0.147  0.215  0.000  0.000  0.008
94.669     62   0.527  0.337  9.924  0.124  0.203  0.000  0.000  0.018
94.669     62   0.527  0.337  9.924  0.124  0.203  0.000  0.000  0.018
103.838     81   0.527  0.337  10.257  0.116  0.154  0.000  0.000  0.023
126.757     92   0.527  0.337  16.644  0.161  0.145  0.000  0.000  0.025
126.757     92   0.527  0.337  16.644  0.161  0.145  0.000  0.000  0.025
137.201    100   0.527  0.337  13.429  0.119  0.123  0.000  0.000  0.024
137.201    100   0.527  0.337  13.429  0.119  0.123  0.000  0.000  0.024
134.811    121   0.527  0.337  9.045  0.085  0.099  0.000  0.000  0.024
134.811    121   0.527  0.337  9.045  0.085  0.099  0.000  0.000  0.024
140.946    135   0.527  0.338  12.368  0.108  0.067  0.000  0.000  0.032
140.946    135   0.527  0.338  12.368  0.108  0.067  0.000  0.000  0.032
141.016    134   0.527  0.338  10.406  0.083  0.053  0.000  0.000  0.038
141.016    134   0.527  0.338  10.406  0.083  0.053  0.000  0.000  0.038
137.113    140   0.527  0.338  8.790  0.070  0.048  0.000  0.000  0.039
137.113    140   0.527  0.338  8.790  0.070  0.048  0.000  0.000  0.039
136.637    139   0.527  0.338  9.868  0.075  0.040  0.000  0.000  0.034
136.637    139   0.527  0.338  9.868  0.075  0.040  0.000  0.000  0.034
126.008    136   0.527  0.338  5.667  0.037  0.022  0.000  0.000  0.025
126.008    136   0.527  0.338  5.667  0.037  0.022  0.000  0.000  0.025
121.059    136   0.527  0.338  7.107  0.063  0.041  0.000  0.000  0.024
121.059    136   0.527  0.338  7.107  0.063  0.041  0.000  0.000  0.024
116.516    127   0.527  0.338  6.861  0.064  0.055  0.000  0.000  0.024
116.516    127   0.527  0.338  6.861  0.064  0.055  0.000  0.000  0.024
122.230    122   0.527  0.338  10.681  0.088  0.065  0.000  0.000  0.023
122.230    122   0.527  0.338  10.681  0.088  0.065  0.000  0.000  0.023
125.233    116   0.527  0.338  10.040  0.074  0.051  0.000  0.000  0.018
125.233    116   0.527  0.338  10.040  0.074  0.051  0.000  0.000  0.018
126.034    121   0.527  0.338  9.383  0.069  0.032  0.000  0.000  0.009
125.145    124   0.527  0.338  8.743  0.067  0.030  0.000  0.000  -0.001
135.518    125   0.527  0.338  13.286  0.094  0.016  0.000  0.000  -0.002
147.015    125   0.527  0.338  14.610  0.089  -0.002  0.000  0.000  -0.000
159.576    132   0.527  0.338  16.007  0.085  -0.029  0.000  0.000  0.002
167.681    142   0.527  0.338  15.193  0.099  0.019  0.000  0.000  0.002
169.463    154   0.527  0.338  13.310  0.061  -0.069  0.000  0.000  0.000
158.407    154   0.527  0.338  8.175  0.047  -0.020  0.000  0.000  -0.001
