SetPt[mA]  I_m[mA] theta_l[deg]  theta_c[deg]  T_acc[N.m]  acc_hum[rad/s2]  acc_exo[rad/s2]  vel_hum[rad/s]  vel_exo[rad/s]  vel_motor[rad/s]
-340.030     -5   1.230  0.001  -81.204  -0.772  -0.821  0.000  0.000  0.008
-402.936     28   1.230  0.001  -77.447  -0.766  -0.845  0.000  0.000  -0.001
-456.893     28   1.230  0.001  -79.454  -0.820  -0.913  0.000  0.000  -0.001
-495.713     29   1.230  0.001  -75.359  -0.777  -0.885  0.000  0.000  0.001
-557.939     29   1.230  0.001  -84.015  -0.841  -0.915  0.000  0.000  0.002
-609.967     30   1.230  0.001  -84.171  -0.813  -0.902  0.000  0.000  0.001
-640.558     30   1.230  0.001  -79.995  -0.794  -0.914  0.000  0.000  -0.000
-658.211     30   1.230  0.001  -77.118  -0.786  -0.886  0.000  0.000  -0.001
-658.211     30   1.230  0.001  -77.118  -0.786  -0.886  0.000  0.000  -0.001
-686.740     29   1.230  0.002  -81.022  -0.815  -0.874  0.000  0.000  0.007
-686.740     29   1.230  0.002  -81.022  -0.815  -0.874  0.000  0.000  0.007
-727.527     29   1.230  0.002  -84.605  -0.822  -0.863  0.000  0.000  0.016
-727.527     29   1.230  0.002  -84.605  -0.822  -0.863  0.000  0.000  0.016
-769.552     29   1.406  0.002  -88.479  -0.822  -0.821  0.000  0.000  0.023
-769.552     29   1.406  0.002  -88.479  -0.822  -0.821  0.000  0.000  0.023
-798.317     29   1.406  0.002  -89.387  -0.825  -0.817  0.000  0.000  0.025
-798.317     29   1.406  0.002  -89.387  -0.825  -0.817  0.000  0.000  0.025
-823.889     29   1.406  0.002  -93.941  -0.840  -0.748  0.000  0.000  0.026
-823.889     29   1.406  0.002  -93.941  -0.840  -0.748  0.000  0.000  0.026
-845.511     29   1.406  0.002  -96.690  -0.848  -0.705  0.000  0.000  0.025
-845.511     29   1.406  0.002  -96.690  -0.848  -0.705  0.000  0.000  0.025
-861.222     30   1.406  0.002  -96.265  -0.828  -0.673  0.000  0.000  0.023
-861.222     30   1.406  0.002  -96.265  -0.828  -0.673  0.000  0.000  0.023
-898.928     29   1.406  0.002  -105.559  -0.886  -0.659  0.000  0.000  0.021
-898.928     29   1.406  0.002  -105.559  -0.886  -0.659  0.000  0.000  0.021
-953.795     29   1.406  0.002  -114.457  -0.924  -0.630  0.000  0.000  0.017
-953.795     29   1.406  0.002  -114.457  -0.924  -0.630  0.000  0.000  0.017
-953.795     29   1.406  0.002  -114.457  -0.924  -0.630  0.000  0.000  0.017
-1008.272     29   1.406  0.002  -117.792  -0.926  -0.592  0.000  0.000  0.009
-1008.272     29   1.406  0.002  -117.792  -0.926  -0.592  0.000  0.000  0.009
-1062.527     29   1.406  0.002  -120.829  -0.949  -0.585  0.000  0.000  -0.000
-1062.527     29   1.406  0.002  -120.829  -0.949  -0.585  0.000  0.000  -0.000
-1100.143     31   1.406  0.002  -115.892  -0.913  -0.564  0.000  0.000  -0.001
-1100.143     31   1.406  0.002  -115.892  -0.913  -0.564  0.000  0.000  -0.001
-1131.446     31   1.406  0.002  -112.438  -0.916  -0.612  0.000  0.000  -0.000
-1131.446     31   1.406  0.002  -112.438  -0.916  -0.612  0.000  0.000  -0.000
-1167.197     29   1.406  0.002  -116.066  -0.931  -0.579  0.000  0.000  0.001
-1167.197     29   1.406  0.002  -116.066  -0.931  -0.579  0.000  0.000  0.001
-1198.962     30   1.406  0.002  -117.624  -0.922  -0.573  0.000  0.000  0.001
-1198.962     30   1.406  0.002  -117.624  -0.922  -0.573  0.000  0.000  0.001
-1227.945     29   1.406  0.002  -119.640  -0.936  -0.595  0.000  0.000  0.000
-1227.945     29   1.406  0.002  -119.640  -0.936  -0.595  0.000  0.000  0.000
-1245.902     29   1.406  0.002  -117.707  -0.931  -0.603  0.000  0.000  -0.001
-1245.902     29   1.406  0.002  -117.707  -0.931  -0.603  0.000  0.000  -0.001
-1257.369     29   1.406  0.002  -116.214  -0.934  -0.609  0.000  0.000  -0.001
-1257.369     29   1.406  0.002  -116.214  -0.934  -0.609  0.000  0.000  -0.001
-1262.729     29   1.406  0.002  -114.198  -0.912  -0.572  0.000  0.000  -0.000
-1262.729     29   1.406  0.002  -114.198  -0.912  -0.572  0.000  0.000  -0.000
-1275.788     29   1.406  0.002  -117.629  -0.936  -0.577  0.000  0.000  0.001
-1275.788     29   1.406  0.002  -117.629  -0.936  -0.577  0.000  0.000  0.001
-1284.992     29   1.406  0.002  -117.434  -0.915  -0.559  0.000  0.000  0.001
-1284.992     29   1.406  0.002  -117.434  -0.915  -0.559  0.000  0.000  0.001
-1284.992     29   1.406  0.002  -117.434  -0.915  -0.559  0.000  0.000  0.001
-1297.803     30   1.406  0.002  -120.063  -0.925  -0.536  0.000  0.000  0.000
-1297.803     30   1.406  0.002  -120.063  -0.925  -0.536  0.000  0.000  0.000
-1291.881     29   1.406  0.002  -113.443  -0.881  -0.532  0.000  0.000  -0.000
-1291.881     29   1.406  0.002  -113.443  -0.881  -0.532  0.000  0.000  -0.000
-1276.586     29   1.406  0.002  -108.976  -0.853  -0.500  0.000  0.000  -0.000
-1276.586     29   1.406  0.002  -108.976  -0.853  -0.500  0.000  0.000  -0.000
-1253.044     29   1.406  0.002  -104.174  -0.824  -0.496  0.000  0.000  -0.000
-1253.044     29   1.406  0.002  -104.174  -0.824  -0.496  0.000  0.000  -0.000
-1223.974     30   1.406  0.002  -99.931  -0.801  -0.521  0.000  0.000  0.000
-1223.974     30   1.406  0.002  -99.931  -0.801  -0.521  0.000  0.000  0.000
-1206.226     29   1.406  0.002  -102.310  -0.790  -0.447  0.000  0.000  0.000
-1206.226     29   1.406  0.002  -102.310  -0.790  -0.447  0.000  0.000  0.000
-1184.308     29   1.406  0.002  -99.234  -0.774  -0.490  0.000  0.000  -0.000
-1184.308     29   1.406  0.002  -99.234  -0.774  -0.490  0.000  0.000  -0.000
-1152.653     29   1.406  0.002  -93.461  -0.740  -0.483  0.000  0.000  -0.000
-1152.653     29   1.406  0.002  -93.461  -0.740  -0.483  0.000  0.000  -0.000
-1137.516     29   1.230  0.002  -93.087  -0.742  -0.460  0.000  0.000  -0.000
-1137.516     29   1.230  0.002  -93.087  -0.742  -0.460  0.000  0.000  -0.000
-1124.075     30   1.230  0.002  -89.112  -0.719  -0.473  0.000  0.000  0.000
-1124.075     30   1.230  0.002  -89.112  -0.719  -0.473  0.000  0.000  0.000
-1107.168     29   1.230  0.002  -84.130  -0.683  -0.469  0.000  0.000  0.000
-1107.168     29   1.230  0.002  -84.130  -0.683  -0.469  0.000  0.000  0.000
-1085.731     29   1.230  0.002  -79.676  -0.646  -0.441  0.000  0.000  0.000
-1064.874     29   1.230  0.002  -77.910  -0.626  -0.414  0.000  0.000  -0.000
-1035.186     29   1.230  0.002  -72.851  -0.586  -0.399  0.000  0.000  -0.000
-991.552     29   1.230  0.002  -65.254  -0.544  -0.410  0.000  0.000  -0.000
-939.127     30   1.230  0.002  -59.103  -0.506  -0.401  0.000  0.000  0.000
-894.415     30   1.230  0.002  -59.923  -0.485  -0.311  0.000  0.000  0.000
-847.307     29   1.230  0.002  -58.375  -0.459  -0.287  0.000  0.000  0.000
-784.943     29   1.230  0.002  -52.112  -0.403  -0.256  0.000  0.000  -0.000
-719.408     29   1.230  0.002  -46.133  -0.378  -0.272  0.000  0.000  -0.000
-719.408     29   1.230  0.002  -46.133  -0.378  -0.272  0.000  0.000  -0.000
-674.776     30   1.055  0.002  -44.377  -0.355  -0.212  0.000  0.000  -0.000
-674.776     30   1.055  0.002  -44.377  -0.355  -0.212  0.000  0.000  -0.000
-623.008     31   1.055  0.002  -33.910  -0.288  -0.226  0.000  0.000  0.000
-623.008     31   1.055  0.002  -33.910  -0.288  -0.226  0.000  0.000  0.000
-590.648     29   1.055  0.002  -35.151  -0.288  -0.185  0.000  0.000  0.000
-590.648     29   1.055  0.002  -35.151  -0.288  -0.185  0.000  0.000  0.000
-573.162     29   1.055  0.002  -37.766  -0.297  -0.189  0.000  0.000  0.000
-573.162     29   1.055  0.002  -37.766  -0.297  -0.189  0.000  0.000  0.000
-555.594     29   1.055  0.002  -36.457  -0.277  -0.177  0.000  0.000  -0.000
-555.594     29   1.055  0.002  -36.457  -0.277  -0.177  0.000  0.000  -0.000
-544.086     30   1.055  0.002  -37.783  -0.295  -0.178  0.000  0.000  -0.000
-544.086     30   1.055  0.002  -37.783  -0.295  -0.178  0.000  0.000  -0.000
-541.460     29   1.055  0.002  -40.674  -0.318  -0.182  0.000  0.000  -0.000
-541.460     29   1.055  0.002  -40.674  -0.318  -0.182  0.000  0.000  -0.000
-541.460     29   1.055  0.002  -40.674  -0.318  -0.182  0.000  0.000  -0.000
-547.040     29   1.055  0.002  -44.525  -0.338  -0.170  0.000  0.000  0.000
-547.040     29   1.055  0.002  -44.525  -0.338  -0.170  0.000  0.000  0.000
-548.485     29   1.055  0.002  -45.285  -0.351  -0.204  0.000  0.000  0.000
-549.847     29   1.055  0.002  -48.653  -0.373  -0.202  0.000  0.000  0.000
-549.847     29   1.055  0.002  -48.653  -0.373  -0.202  0.000  0.000  0.000
-549.847     29   1.055  0.002  -48.653  -0.373  -0.202  0.000  0.000  0.000
-525.888     30   1.055  0.002  -42.370  -0.332  -0.224  0.000  0.000  -0.000
-525.888     30   1.055  0.002  -42.370  -0.332  -0.224  0.000  0.000  -0.000
-501.693     29   1.055  0.002  -40.740  -0.341  -0.236  0.000  0.000  -0.000
-501.693     29   1.055  0.002  -40.740  -0.341  -0.236  0.000  0.000  -0.000
-472.879     29   0.879  0.002  -31.803  -0.270  -0.209  0.000  0.000  -0.000
-472.879     29   0.879  0.002  -31.803  -0.270  -0.209  0.000  0.000  -0.000
-451.865     29   0.879  0.002  -28.670  -0.253  -0.208  0.000  0.000  0.000
-451.865     29   0.879  0.002  -28.670  -0.253  -0.208  0.000  0.000  0.000
-429.172     30   0.879  0.002  -23.821  -0.204  -0.170  0.000  0.000  0.000
-429.172     30   0.879  0.002  -23.821  -0.204  -0.170  0.000  0.000  0.000
-406.005     29   0.879  0.002  -21.055  -0.168  -0.117  0.000  0.000  0.000
-406.005     29   0.879  0.002  -21.055  -0.168  -0.117  0.000  0.000  0.000
-370.316     30   0.879  0.002  -14.253  -0.107  -0.070  0.000  0.000  -0.000
-370.316     30   0.879  0.002  -14.253  -0.107  -0.070  0.000  0.000  -0.000
-330.028     31   0.879  0.002  -9.721  -0.073  -0.035  0.000  0.000  -0.000
-330.028     31   0.879  0.002  -9.721  -0.073  -0.035  0.000  0.000  -0.000
-274.602     29   0.879  0.002  -0.383  -0.007  -0.009  0.000  0.000  -0.000
-274.602     29   0.879  0.002  -0.383  -0.007  -0.009  0.000  0.000  -0.000
-274.602     29   0.879  0.002  -0.383  -0.007  -0.009  0.000  0.000  -0.000
-233.407     29   0.879  0.002  -2.360  -0.002  0.063  0.000  0.000  0.000
-233.407     29   0.879  0.002  -2.360  -0.002  0.063  0.000  0.000  0.000
-160.967     29   0.879  0.002  11.774  0.121  0.115  0.000  0.000  0.000
-160.967     29   0.879  0.002  11.774  0.121  0.115  0.000  0.000  0.000
-74.860     29   0.879  0.002  20.006  0.171  0.136  0.000  0.000  0.000
-74.860     29   0.879  0.002  20.006  0.171  0.136  0.000  0.000  0.000
16.463     29   0.879  0.002  25.196  0.218  0.197  0.000  0.000  -0.000
16.463     29   0.879  0.002  25.196  0.218  0.197  0.000  0.000  -0.000
106.327     29   0.879  0.002  31.658  0.274  0.228  0.000  0.000  -0.000
106.327     29   0.879  0.002  31.658  0.274  0.228  0.000  0.000  -0.000
184.743     29   0.879  0.002  34.971  0.300  0.241  0.000  0.000  -0.000
184.743     29   0.879  0.002  34.971  0.300  0.241  0.000  0.000  -0.000
256.469     12   0.879  0.002  39.279  0.340  0.267  0.000  0.000  0.000
256.469     12   0.879  0.002  39.279  0.340  0.267  0.000  0.000  0.000
305.788      4   0.879  0.002  35.955  0.336  0.335  0.000  0.000  0.000
305.788      4   0.879  0.002  35.955  0.336  0.335  0.000  0.000  0.000
354.320      1   0.879  0.002  39.148  0.360  0.328  0.000  0.000  0.000
354.320      1   0.879  0.002  39.148  0.360  0.328  0.000  0.000  0.000
393.716      0   0.879  0.002  38.894  0.352  0.337  0.000  0.000  -0.000
393.716      0   0.879  0.002  38.894  0.352  0.337  0.000  0.000  -0.000
412.122    -17   0.879  0.002  33.522  0.332  0.371  0.000  0.000  -0.000
412.122    -17   0.879  0.002  33.522  0.332  0.371  0.000  0.000  -0.000
418.614    -31   0.879  0.002  30.594  0.314  0.362  0.000  0.000  -0.000
418.614    -31   0.879  0.002  30.594  0.314  0.362  0.000  0.000  -0.000
418.614    -31   0.879  0.002  30.594  0.314  0.362  0.000  0.000  -0.000
414.038    -32   0.879  0.002  26.969  0.299  0.383  0.000  0.000  0.000
414.038    -32   0.879  0.002  26.969  0.299  0.383  0.000  0.000  0.000
389.977    -33   0.879  0.002  18.507  0.254  0.413  0.000  0.000  0.000
358.130    -30   0.879  0.002  13.119  0.216  0.389  0.000  0.000  0.000
326.043    -31   0.879  0.002  10.226  0.203  0.405  0.000  0.000  -0.000
287.787    -30   0.879  0.002  5.077  0.171  0.424  0.000  0.000  -0.000
235.355    -32   0.879  0.002  -3.714  0.108  0.396  0.000  0.000  0.000
179.090    -32   0.879  0.002  -9.492  0.079  0.401  0.000  0.000  0.000
144.356    -33   0.879  0.002  -5.309  0.098  0.363  0.000  0.000  0.000
115.129    -32   0.879  0.002  -6.005  0.079  0.354  0.000  0.000  -0.000
103.681    -32   0.879  0.002  -1.180  0.103  0.334  0.000  0.000  -0.000
97.770    -33   0.879  0.002  0.207  0.082  0.258  0.000  0.000  -0.000
97.770    -33   0.879  0.002  0.207  0.082  0.258  0.000  0.000  -0.000
82.147    -34   0.879  0.002  -4.220  0.073  0.300  0.000  0.000  -0.000
82.147    -34   0.879  0.002  -4.220  0.073  0.300  0.000  0.000  -0.000
82.147    -34   0.879  0.002  -4.220  0.073  0.300  0.000  0.000  -0.000
62.641    -32   0.879  0.002  -7.047  0.056  0.267  0.000  0.000  -0.000
62.641    -32   0.879  0.002  -7.047  0.056  0.267  0.000  0.000  -0.000
55.906    -33   0.879  0.002  -3.401  0.055  0.192  0.000  0.000  0.000
55.906    -33   0.879  0.002  -3.401  0.055  0.192  0.000  0.000  0.000
49.537    -32   0.879  0.002  -3.842  0.038  0.197  0.000  0.000  -0.000
49.537    -32   0.879  0.002  -3.842  0.038  0.197  0.000  0.000  -0.000
42.346    -32   0.879  0.002  -4.702  0.016  0.157  0.000  0.000  -0.000
42.346    -32   0.879  0.002  -4.702  0.016  0.157  0.000  0.000  -0.000
32.784    -33   0.879  0.002  -6.256  0.013  0.162  0.000  0.000  -0.000
32.784    -33   0.879  0.002  -6.256  0.013  0.162  0.000  0.000  -0.000
5.068    -32   0.879  0.002  -14.447  -0.042  0.150  0.000  0.000  0.000
5.068    -32   0.879  0.002  -14.447  -0.042  0.150  0.000  0.000  0.000
-14.436    -32   0.879  0.002  -13.346  -0.027  0.130  0.000  0.000  -0.000
-14.436    -32   0.879  0.002  -13.346  -0.027  0.130  0.000  0.000  -0.000
-17.167    -33   0.879  0.002  -8.066  -0.018  0.079  0.000  0.000  0.000
-17.167    -33   0.879  0.002  -8.066  -0.018  0.079  0.000  0.000  0.000
-41.912    -32   0.879  0.002  -17.325  -0.090  0.101  0.000  0.000  0.000
-41.912    -32   0.879  0.002  -17.325  -0.090  0.101  0.000  0.000  0.000
-66.256    -33   0.879  0.002  -19.192  -0.093  0.081  0.000  0.000  -0.000
-66.256    -33   0.879  0.002  -19.192  -0.093  0.081  0.000  0.000  -0.000
-93.012    -33   0.703  0.002  -17.704  -0.076  0.077  0.000  0.000  -0.000
-93.012    -33   0.703  0.002  -17.704  -0.076  0.077  0.000  0.000  -0.000
-115.894    -34   0.703  0.002  -14.942  -0.074  0.046  0.000  0.000  0.000
-115.894    -34   0.703  0.002  -14.942  -0.074  0.046  0.000  0.000  0.000
-115.894    -34   0.703  0.002  -14.942  -0.074  0.046  0.000  0.000  0.000
-130.831     -1   0.703  0.002  -11.109  -0.052  0.056  0.000  0.000  0.000
-130.831     -1   0.703  0.002  -11.109  -0.052  0.056  0.000  0.000  0.000
-142.921      0   0.703  0.002  -9.911  -0.051  0.052  0.000  0.000  0.000
-154.162      1   0.703  0.002  -10.298  -0.032  0.107  0.000  0.000  0.000
-138.886      1   0.703  0.002  -0.628  0.042  0.099  0.000  0.000  -0.000
-138.886      1   0.703  0.002  -0.628  0.042  0.099  0.000  0.000  -0.000
-100.348      0   0.703  0.002  9.556  0.106  0.123  0.000  0.000  -0.000
-100.348      0   0.703  0.002  9.556  0.106  0.123  0.000  0.000  -0.000
-33.474      2   0.703  0.002  23.259  0.192  0.158  0.000  0.000  -0.000
-33.474      2   0.703  0.002  23.259  0.192  0.158  0.000  0.000  -0.000
58.278      1   0.703  0.002  36.993  0.293  0.205  0.000  0.000  -0.000
58.278      1   0.703  0.002  36.993  0.293  0.205  0.000  0.000  -0.000
169.553      4   0.703  0.002  49.428  0.389  0.249  0.000  0.000  -0.000
169.553      4   0.703  0.002  49.428  0.389  0.249  0.000  0.000  -0.000
290.794      2   0.703  0.002  58.800  0.472  0.304  0.000  0.000  -0.000
290.794      2   0.703  0.002  58.800  0.472  0.304  0.000  0.000  -0.000
290.794      2   0.703  0.002  58.800  0.472  0.304  0.000  0.000  -0.000
418.147      1   0.703  0.002  70.776  0.579  0.384  0.000  0.000  -0.000
418.147      1   0.703  0.002  70.776  0.579  0.384  0.000  0.000  -0.000
546.168     -1   0.703  0.002  81.997  0.642  0.380  0.000  0.000  -0.000
546.168     -1   0.703  0.002  81.997  0.642  0.380  0.000  0.000  -0.000
660.497    -16   0.703  0.002  87.405  0.684  0.428  0.000  0.000  -0.000
660.497    -16   0.703  0.002  87.405  0.684  0.428  0.000  0.000  -0.000
766.096    -29   0.703  0.002  93.194  0.756  0.519  0.000  0.000  -0.000
766.096    -29   0.703  0.002  93.194  0.756  0.519  0.000  0.000  -0.000
869.334    -31   0.703  0.002  100.474  0.798  0.501  0.000  0.000  -0.000
869.334    -31   0.703  0.002  100.474  0.798  0.501  0.000  0.000  -0.000
969.557    -32   0.879  0.002  102.789  0.828  0.557  0.000  0.000  -0.000
969.557    -32   0.879  0.002  102.789  0.828  0.557  0.000  0.000  -0.000
1070.411    -32   0.879  0.002  107.908  0.862  0.555  0.000  0.000  -0.000
1070.411    -32   0.879  0.002  107.908  0.862  0.555  0.000  0.000  -0.000
1163.394    -32   0.879  0.002  110.896  0.875  0.550  0.000  0.000  -0.000
1163.394    -32   0.879  0.002  110.896  0.875  0.550  0.000  0.000  -0.000
1243.779    -33   0.879  0.002  112.465  0.889  0.564  0.000  0.000  -0.000
1243.779    -33   0.879  0.002  112.465  0.889  0.564  0.000  0.000  -0.000
1331.292    -30   0.879  0.002  121.632  0.948  0.545  0.000  0.000  -0.000
1407.352    -31   0.879  0.002  124.186  0.967  0.583  0.000  0.000  -0.000
1453.830    -32   0.879  0.002  118.774  0.923  0.565  0.000  0.000  -0.000
1480.141    -33   0.879  0.002  115.403  0.917  0.572  0.000  0.000  -0.000
1470.046    -31   0.879  0.002  104.730  0.840  0.541  0.000  0.000  -0.000
1414.301    -31   0.879  0.002  88.385  0.736  0.544  0.000  0.000  -0.000
1317.485    -32   0.879  0.002  70.803  0.626  0.538  0.000  0.000  -0.000
1217.968    -32   0.879  0.002  62.117  0.567  0.516  0.000  0.000  -0.000
1101.200    -32   0.879  0.002  46.360  0.444  0.483  0.000  0.000  -0.000
976.256    -33   1.055  0.002  28.472  0.323  0.449  0.000  0.000  -0.000
976.256    -33   1.055  0.002  28.472  0.323  0.449  0.000  0.000  -0.000
846.501    -32   1.055  0.002  12.954  0.205  0.366  0.000  0.000  -0.000
846.501    -32   1.055  0.002  12.954  0.205  0.366  0.000  0.000  -0.000
846.501    -32   1.055  0.002  12.954  0.205  0.366  0.000  0.000  -0.000
727.865    -33   1.055  0.002  4.883  0.135  0.288  0.000  0.000  -0.000
727.865    -33   1.055  0.002  4.883  0.135  0.288  0.000  0.000  -0.000
598.763    -32   1.055  0.002  -9.927  -0.010  0.158  0.000  0.000  -0.000
598.763    -32   1.055  0.002  -9.927  -0.010  0.158  0.000  0.000  -0.000
458.597    -34   1.055  0.002  -25.313  -0.144  0.050  0.000  0.000  -0.000
458.597    -34   1.055  0.002  -25.313  -0.144  0.050  0.000  0.000  -0.000
311.950    -33   1.055  0.002  -39.583  -0.259  -0.035  0.000  0.000  -0.000
311.950    -33   1.055  0.002  -39.583  -0.259  -0.035  0.000  0.000  -0.000
150.788    -32   1.055  0.002  -57.282  -0.410  -0.159  0.000  0.000  -0.000
150.788    -32   1.055  0.002  -57.282  -0.410  -0.159  0.000  0.000  -0.000
-32.187    -33   1.055  0.002  -78.255  -0.578  -0.278  0.000  0.000  -0.000
-32.187    -33   1.055  0.002  -78.255  -0.578  -0.278  0.000  0.000  -0.000
-243.825    -32   0.879  0.002  -98.369  -0.747  -0.404  0.000  0.000  -0.000
-243.825    -32   0.879  0.002  -98.369  -0.747  -0.404  0.000  0.000  -0.000
-440.289    -33   0.879  0.002  -102.947  -0.794  -0.476  0.000  0.000  -0.000
-440.289    -33   0.879  0.002  -102.947  -0.794  -0.476  0.000  0.000  -0.000
-577.835     -2   0.879  0.002  -88.659  -0.746  -0.587  0.000  0.000  -0.000
-726.676      0   0.879  0.002  -103.019  -0.861  -0.551  0.000  0.000  -0.000
-858.375      5   0.879  0.002  -108.483  -0.893  -0.621  0.000  0.000  -0.000
-858.375      5   0.879  0.002  -108.483  -0.893  -0.621  0.000  0.000  -0.000
-980.871     25   0.879  0.002  -116.239  -0.961  -0.735  0.000  0.000  -0.000
-980.871     25   0.879  0.002  -116.239  -0.961  -0.735  0.000  0.000  -0.000
-980.871     25   0.879  0.002  -116.239  -0.961  -0.735  0.000  0.000  -0.000
-1058.825     28   0.879  0.002  -108.539  -0.925  -0.816  0.000  0.000  -0.000
-1058.825     28   0.879  0.002  -108.539  -0.925  -0.816  0.000  0.000  -0.000
-1089.918     29   0.879  0.002  -96.280  -0.901  -0.905  0.000  0.000  -0.000
-1089.918     29   0.879  0.002  -96.280  -0.901  -0.905  0.000  0.000  -0.000
-1090.135     29   0.879  0.002  -87.674  -0.899  -0.980  0.000  0.000  -0.000
-1090.135     29   0.879  0.002  -87.674  -0.899  -0.980  0.000  0.000  -0.000
-1080.279     29   0.879  0.002  -86.653  -0.907  -1.015  0.000  0.000  -0.000
-1080.279     29   0.879  0.002  -86.653  -0.907  -1.015  0.000  0.000  -0.000
-1029.418     30   0.703  0.002  -68.809  -0.765  -1.039  0.000  0.000  -0.000
-1029.418     30   0.703  0.002  -68.809  -0.765  -1.039  0.000  0.000  -0.000
-971.448     30   0.703  0.002  -59.124  -0.731  -1.108  0.000  0.000  -0.000
-971.448     30   0.703  0.002  -59.124  -0.731  -1.108  0.000  0.000  -0.000
-910.576     30   0.703  0.002  -50.120  -0.691  -1.110  0.000  0.000  -0.000
-910.576     30   0.703  0.002  -50.120  -0.691  -1.110  0.000  0.000  -0.000
-854.075     29   0.703  0.002  -44.918  -0.661  -1.111  0.000  0.000  -0.000
-854.075     29   0.703  0.002  -44.918  -0.661  -1.111  0.000  0.000  -0.000
-795.040     29   0.703  0.002  -38.808  -0.614  -1.094  0.000  0.000  -0.000
-795.040     29   0.703  0.002  -38.808  -0.614  -1.094  0.000  0.000  -0.000
-741.214     29   0.703  0.002  -36.824  -0.600  -1.104  0.000  0.000  -0.000
-741.214     29   0.703  0.002  -36.824  -0.600  -1.104  0.000  0.000  -0.000
-668.370     30   0.703  0.002  -25.751  -0.539  -1.146  0.000  0.000  -0.000
-668.370     30   0.703  0.002  -25.751  -0.539  -1.146  0.000  0.000  -0.000
-668.370     30   0.703  0.002  -25.751  -0.539  -1.146  0.000  0.000  -0.000
-629.842     29   0.703  0.002  -34.988  -0.616  -1.129  0.000  0.000  -0.000
-629.842     29   0.703  0.002  -34.988  -0.616  -1.129  0.000  0.000  -0.000
-577.429     29   0.527  0.002  -23.203  -0.509  -1.097  0.000  0.000  -0.000
-577.429     29   0.527  0.002  -23.203  -0.509  -1.097  0.000  0.000  -0.000
-527.331     30   0.527  0.002  -19.107  -0.504  -1.139  0.000  0.000  -0.000
-527.331     30   0.527  0.002  -19.107  -0.504  -1.139  0.000  0.000  -0.000
-478.105     29   0.527  0.002  -16.715  -0.514  -1.194  0.000  0.000  -0.000
-478.105     29   0.527  0.002  -16.715  -0.514  -1.194  0.000  0.000  -0.000
-455.133     29   0.527  0.002  -22.827  -0.562  -1.218  0.000  0.000  -0.000
-455.133     29   0.527  0.002  -22.827  -0.562  -1.218  0.000  0.000  -0.000
-436.236     29   0.352  0.002  -17.570  -0.514  -1.225  0.000  0.000  -0.000
-436.236     29   0.352  0.002  -17.570  -0.514  -1.225  0.000  0.000  -0.000
-377.237     30   0.352  0.002  3.991  -0.379  -1.235  0.000  0.000  -0.000
-377.237     30   0.352  0.002  3.991  -0.379  -1.235  0.000  0.000  -0.000
-346.455     30   0.352  0.002  -0.741  -0.406  -1.117  0.000  0.000  -0.000
-335.866     29   0.352  0.002  -6.607  -0.414  -1.074  0.000  0.000  -0.000
-324.008     29   0.176  0.002  -2.813  -0.383  -1.109  0.000  0.000  -0.000
-277.032     29   0.176  0.002  12.405  -0.262  -1.068  0.000  0.000  -0.000
-260.545     29   0.176  0.002  2.135  -0.363  -1.061  0.000  0.000  -0.000
-286.685     29   0.176  0.002  -13.905  -0.417  -0.933  0.000  0.000  -0.000
-334.284     29   0.176  0.002  -26.125  -0.407  -0.737  0.000  0.000  -0.000
-375.621     29   0.176  0.002  -30.520  -0.384  -0.634  0.000  0.000  -0.000
-404.410     29   0.176  0.002  -33.360  -0.405  -0.609  0.000  0.000  -0.000
-404.410     29   0.176  0.002  -33.360  -0.405  -0.609  0.000  0.000  -0.000
-455.365     29   0.176  0.002  -46.800  -0.507  -0.563  0.000  0.000  -0.000
-455.365     29   0.176  0.002  -46.800  -0.507  -0.563  0.000  0.000  -0.000
-543.416     29   0.176  0.002  -68.017  -0.603  -0.472  0.000  0.000  -0.000
-543.416     29   0.176  0.002  -68.017  -0.603  -0.472  0.000  0.000  -0.000
-653.975     29   0.176  0.002  -87.002  -0.669  -0.407  0.000  0.000  -0.000
-653.975     29   0.176  0.002  -87.002  -0.669  -0.407  0.000  0.000  -0.000
-731.285     29   0.176  0.002  -85.985  -0.594  -0.271  0.000  0.000  -0.000
-731.285     29   0.176  0.002  -85.985  -0.594  -0.271  0.000  0.000  -0.000
-776.264     29   0.000  0.002  -75.323  -0.514  -0.142  0.000  0.000  -0.000
-776.264     29   0.000  0.002  -75.323  -0.514  -0.142  0.000  0.000  -0.000
-809.397     30   0.000  0.002  -70.962  -0.492  -0.063  0.000  0.000  -0.000
-809.397     30   0.000  0.002  -70.962  -0.492  -0.063  0.000  0.000  -0.000
-798.183     29   0.000  0.002  -52.808  -0.342  -0.000  0.000  0.000  -0.000
-798.183     29   0.000  0.002  -52.808  -0.342  -0.000  0.000  0.000  -0.000
-812.197     29   0.000  0.002  -60.777  -0.321  0.211  0.000  0.000  -0.000
-749.180     29   0.000  0.002  -30.146  -0.081  0.198  0.000  0.000  -0.000
-749.180     29   0.000  0.002  -30.146  -0.081  0.198  0.000  0.000  -0.000
-668.891     30   0.000  0.002  -18.552  -0.050  0.184  0.000  0.000  -0.000
-668.891     30   0.000  0.002  -18.552  -0.050  0.184  0.000  0.000  -0.000
-543.452     30   0.000  0.002  5.800  0.088  0.164  0.000  0.000  -0.000
