5066356079, 0.9119, -0.1850, -113.0772, 0.0000, -27.7285, -62.8152, 21.6786, -0.0054, -0.0009, -27.7285, -0.085560, 0.000
5066361041, 0.0396, 0.0176, 117.2626, 0.0000, 0.0000, 0.0000, 0.0000, -0.0846, 0.0000, 0.0000, -0.084573, 0.000
5066366038, 0.0396, 0.0176, 117.2626, 0.0000, 0.0000, 3.2504, 0.0000, -0.0774, 0.0000, 0.0000, -0.077386, 0.000
5066371041, 0.0396, 0.0176, 117.2626, 0.0000, 0.0000, 12.2242, 0.0000, -0.0742, 0.0002, 0.0000, -0.074159, 0.000
5066376038, 0.0396, 0.0176, 117.2626, 0.0000, 0.0000, 16.3581, 0.0000, -0.0790, 0.0002, 0.0000, -0.079041, 0.000
5066381039, 0.0396, 0.0176, 117.2626, 0.0000, 0.0000, 17.2810, 0.0000, -0.0836, 0.0002, 0.0000, -0.083624, 0.000
5066386048, 0.0396, 0.0176, 117.2626, 0.0000, 0.0000, 14.8825, 0.0000, -0.0838, 0.0002, 0.0000, -0.083804, 0.000
5066391039, 0.0396, 0.0176, 117.2626, 0.0000, 0.0000, 10.2204, 0.0000, -0.0858, 0.0001, 0.0000, -0.085750, 0.000
5066396039, 0.0396, 0.0176, 117.2626, 0.0000, 0.0000, -5.6974, 0.0000, -0.0953, -0.0001, 0.0000, -0.095295, 0.000
5066401062, 0.0396, 0.0176, 117.2626, 0.0000, 0.0000, -39.7630, 0.0000, -0.1023, -0.0005, 0.0000, -0.102322, 0.000
5066406040, 0.0396, 0.0176, 117.2626, 0.0000, 0.0000, -77.9677, 0.0000, -0.0963, -0.0011, 0.0000, -0.096251, 0.000
5066411062, 0.0396, 0.0176, 117.2626, 0.0000, 0.0000, -111.3808, 0.0000, -0.0868, -0.0015, 0.0000, -0.086777, 0.000
5066416040, 0.0396, 0.0176, 117.2626, 0.0000, 0.0000, -132.7319, 0.0000, -0.0791, -0.0018, 0.0000, -0.079117, 0.000
5066421040, 0.0396, 0.0176, 117.2626, 0.0000, 0.0000, -152.3182, 0.0000, -0.0710, -0.0021, 0.0000, -0.070977, 0.000
5066426040, 0.0396, 0.0176, 117.2626, 0.0000, 0.0000, -164.5893, 0.0000, -0.0739, -0.0023, 0.0000, -0.073948, 0.000
5066431040, 0.0396, 0.0176, 117.2626, 0.0000, 0.0000, -171.2164, 0.0000, -0.0900, -0.0023, 0.0000, -0.089994, 0.000
5066436045, 0.0396, 0.0176, 117.2626, 0.0000, 0.0000, -174.7211, 0.0000, -0.1019, -0.0024, 0.0000, -0.101942, 0.000
5066441040, 0.0396, 0.0176, 117.2626, 0.0000, 0.0000, -177.0964, 0.0000, -0.1076, -0.0024, 0.0000, -0.107602, 0.000
5066446043, 0.0396, 0.0176, 117.2626, 0.0000, 0.0000, -176.3892, 0.0000, -0.1112, -0.0024, 0.0000, -0.111241, 0.000
5066451042, 0.0396, 0.0176, 117.2626, 0.0000, 0.0000, -173.6512, 0.0000, -0.1015, -0.0024, 0.0000, -0.101460, 0.000
5066456054, 0.0396, 0.0176, 117.2626, 0.0000, 0.0000, -170.8928, 0.0000, -0.0774, -0.0023, 0.0000, -0.077375, 0.000
5066461042, 0.0396, 0.0176, 117.2626, 0.0000, 0.0000, -168.8929, 0.0000, -0.0512, -0.0023, 0.0000, -0.051215, 0.000
5066466044, 0.0396, 0.0176, 117.2626, 0.0000, 0.0000, -167.8227, 0.0000, -0.0318, -0.0023, 0.0000, -0.031757, 0.000
5066471045, 0.0396, 0.0176, 117.2626, 0.0000, 0.0000, -166.9307, 0.0000, -0.0242, -0.0023, 0.0000, -0.024218, 0.000
5066476043, 0.0396, 0.0176, 117.2626, 0.0000, 0.0000, -166.6498, 0.0000, -0.0217, -0.0023, 0.0000, -0.021689, 0.000
5066481062, 0.0396, 0.0176, 117.2626, 0.0000, 0.0000, -166.3872, 0.0000, -0.0207, -0.0023, 0.0000, -0.020715, 0.000
5066486070, 0.0396, 0.0176, 117.2626, 0.0000, 0.0000, -165.7880, 0.0000, -0.0277, -0.0023, 0.0000, -0.027668, 0.000
5066491065, 0.0396, 0.0176, 117.2626, 0.0000, 0.0000, -165.6727, 0.0000, -0.0424, -0.0023, 0.0000, -0.042390, 0.000
5066496043, 0.0396, 0.0176, 117.2626, 0.0000, 0.0000, -165.8971, 0.0000, -0.0587, -0.0023, 0.0000, -0.058694, 0.000
5066501042, 0.0396, 0.0176, 117.2626, 0.0000, 0.0000, -166.2989, 0.0000, -0.0704, -0.0023, 0.0000, -0.070371, 0.000
5066506043, 0.0396, 0.0176, 117.2626, 0.0000, 0.0000, -167.2631, 0.0000, -0.0789, -0.0023, 0.0000, -0.078942, 0.000
5066511043, 0.0396, 0.0176, 117.2626, 0.0000, 0.0000, -167.5022, 0.0000, -0.0898, -0.0023, 0.0000, -0.089778, 0.000
5066516047, 0.0396, 0.0176, 117.2626, 0.0000, 0.0000, -166.2935, 0.0000, -0.0997, -0.0023, 0.0000, -0.099723, 0.000
5066521046, 0.0396, 0.0176, 117.2626, 0.0000, 0.0000, -164.3090, 0.0000, -0.0996, -0.0023, 0.0000, -0.099629, 0.000
5066526045, 0.0396, 0.0176, 117.2626, 0.0000, 0.0000, -163.0224, 0.0000, -0.0928, -0.0022, 0.0000, -0.092783, 0.000
5066531043, 0.0396, 0.0176, 117.2626, 0.0000, 0.0000, -163.1298, 0.0000, -0.0896, -0.0022, 0.0000, -0.089550, 0.000
5066536047, 0.0396, 0.0176, 117.2626, 0.0000, 0.0000, -164.1467, 0.0000, -0.0879, -0.0022, 0.0000, -0.087919, 0.000
5066541046, 0.0396, 0.0176, 117.2626, 0.0000, 0.0000, -165.8223, 0.0000, -0.0814, -0.0023, 0.0000, -0.081375, 0.000
5066546045, 0.0396, 0.0176, 117.2626, 0.0000, 0.0000, -166.7979, 0.0000, -0.0748, -0.0023, 0.0000, -0.074815, 0.000
5066551047, 0.0396, 0.0176, 117.2626, 0.0000, 0.0000, -167.4101, 0.0000, -0.0775, -0.0023, 0.0000, -0.077451, 0.000
5066556044, 0.0396, 0.0176, 117.2626, 0.0000, 0.0000, -166.5491, 0.0000, -0.0884, -0.0023, 0.0000, -0.088382, 0.000
5066561044, 0.0396, 0.0176, 117.2626, 0.0000, 0.0000, -165.9254, 0.0000, -0.0987, -0.0023, 0.0000, -0.098711, 0.000
5066566066, 0.0396, 0.0176, 117.2626, 0.0000, 0.0000, -165.8392, 0.0000, -0.1007, -0.0023, 0.0000, -0.100718, 0.000
5066571046, 0.0396, 0.0176, 117.2626, 0.0000, 0.0000, -166.0139, 0.0000, -0.0991, -0.0023, 0.0000, -0.099114, 0.000
5066576045, 0.0396, 0.0176, 117.2626, 0.0000, 0.0000, -167.0470, 0.0000, -0.1109, -0.0023, 0.0000, -0.110858, 0.000
5066581047, 0.0396, 0.0176, 117.2626, 0.0000, 0.0000, -168.4550, 0.0000, -0.1346, -0.0023, 0.0000, -0.134589, 0.000
5066586047, 0.0396, 0.0176, 117.2626, 0.0000, 0.0000, -169.4173, 0.0000, -0.1523, -0.0023, 0.0000, -0.152327, 0.000
5066591046, 0.0396, 0.0176, 117.2626, 0.0000, 0.0000, -169.8289, 0.0000, -0.1604, -0.0023, 0.0000, -0.160371, 0.000
5066596046, 0.0396, 0.0176, 117.2626, 0.0000, 0.0000, -170.2741, 0.0000, -0.1611, -0.0023, 0.0000, -0.161092, 0.000
5066601047, 0.0396, 0.0176, 117.2626, 0.0000, 0.0000, -170.6122, 0.0000, -0.1538, -0.0023, 0.0000, -0.153831, 0.000
