vel_hum[rad/s]  vel_exo[rad/s]  vel_adm[rad/s]  vel_motor[rad/s]  actual_Vel[rad/s]  T_Sea[N.m]
-0.028  -0.000  0.000  0.000  0.000  0.000
-0.027  -0.000  0.000  0.000  0.000  0.000
-0.025  -0.000  0.000  0.000  0.000  0.000
-0.021  -0.000  0.000  0.000  0.000  0.000
-0.020  -0.000  0.000  0.000  0.000  0.000
-0.014  -0.000  0.000  0.000  0.000  0.000
-0.013  -0.000  0.000  0.000  0.000  0.000
-0.014  -0.000  0.000  0.000  0.000  0.000
-0.010  -0.000  0.000  0.000  0.000  0.000
-0.009  -0.000  0.000  0.000  0.000  0.000
-0.005  -0.000  0.000  0.000  0.000  0.000
-0.009  -0.000  0.000  0.000  0.000  0.000
-0.005  -0.000  0.000  0.000  0.000  0.000
-0.005  -0.000  0.000  0.000  0.000  0.000
-0.001  -0.000  0.000  0.000  0.000  0.000
-0.002  -0.000  0.000  0.000  0.000  0.000
-0.002  -0.000  0.000  0.000  0.000  0.000
0.001  -0.000  0.000  0.000  0.000  0.000
0.003  -0.000  0.000  0.000  0.000  0.000
0.001  -0.000  0.000  0.000  0.000  0.000
0.004  -0.000  0.000  0.000  0.000  0.000
0.001  -0.000  0.000  0.000  0.000  0.000
0.002  -0.000  0.000  0.000  0.000  0.000
0.001  -0.000  0.000  0.000  0.000  0.000
-0.001  -0.000  0.000  0.000  0.000  0.000
-0.004  -0.000  0.000  0.000  0.000  0.000
-0.007  -0.000  0.000  0.000  0.000  0.000
-0.009  -0.000  0.000  0.000  0.000  0.000
-0.010  -0.000  0.000  0.000  0.000  0.000
-0.012  -0.000  0.000  0.000  0.000  0.000
-0.012  -0.000  0.000  0.000  0.000  0.000
