SetPt[mA]  I_m[mA] theta_l[deg]  theta_c[deg]  T_sea[N.m]  T_acc[N.m]  K_ff  Kp_A  Ki_A  Kp_F  Kd_F  Amp
-148.241     30   0.176  0.000  -0.318  -32.776  140.000  41.400  52.600  4.715  0.655  100000
-148.241     30   0.176  0.000  -0.318  -32.776  140.000  41.400  52.600  4.715  0.655  100000
-201.710     29   0.176  0.000  -0.318  -35.851  140.000  41.400  52.600  4.715  0.655  100000
-201.710     29   0.176  0.000  -0.318  -35.851  140.000  41.400  52.600  4.715  0.655  100000
-317.366     29   0.176  0.000  -0.318  -68.432  140.000  41.400  52.600  4.715  0.655  100000
-317.366     29   0.176  0.000  -0.318  -68.432  140.000  41.400  52.600  4.715  0.655  100000
-344.294     30   0.176  0.000  -0.318  -38.949  140.000  41.400  52.600  4.715  0.655  100000
-344.294     30   0.176  0.000  -0.318  -38.949  140.000  41.400  52.600  4.715  0.655  100000
-344.294     30   0.176  0.000  -0.318  -38.949  140.000  41.400  52.600  4.715  0.655  100000
-304.784     30   0.176  0.000  -0.318  -11.262  140.000  41.400  52.600  4.715  0.655  100000
-304.784     30   0.176  0.000  -0.318  -11.262  140.000  41.400  52.600  4.715  0.655  100000
-271.498     29   0.176  0.000  -0.319  -10.451  140.000  41.400  52.600  4.715  0.655  100000
-271.498     29   0.176  0.000  -0.319  -10.451  140.000  41.400  52.600  4.715  0.655  100000
-256.618     29   0.176  0.000  -0.319  -15.744  140.000  41.400  52.600  4.715  0.655  100000
-247.047     30   0.176  0.000  -0.319  -16.677  140.000  41.400  52.600  4.715  0.655  100000
-259.534     29   0.176  0.000  -0.319  -25.716  140.000  41.400  52.600  4.715  0.655  100000
-238.796     29   0.176  0.000  -0.319  -12.033  140.000  41.400  52.600  4.715  0.655  100000
-213.380     29   0.176  0.000  -0.319  -7.737  140.000  41.400  52.600  4.715  0.655  100000
-208.456     29   0.176  0.000  -0.319  -14.754  140.000  41.400  52.600  4.715  0.655  100000
-138.745     29   0.176  0.000  -0.319  14.975  140.000  41.400  52.600  4.715  0.655  100000
-118.883     29   0.176  0.000  -0.319  -1.258  140.000  41.400  52.600  4.715  0.655  100000
-92.772     29   0.176  0.000  -0.319  3.351  140.000  41.400  52.600  4.715  0.655  100000
-47.368     29   0.176  0.000  -0.319  14.458  140.000  41.400  52.600  4.715  0.655  100000
-47.368     29   0.176  0.000  -0.319  14.458  140.000  41.400  52.600  4.715  0.655  100000
-47.368     29   0.176  0.000  -0.319  14.458  140.000  41.400  52.600  4.715  0.655  100000
11.613     30   0.176  0.000  -0.319  24.668  140.000  41.400  52.600  4.715  0.655  100000
11.613     30   0.176  0.000  -0.319  24.668  140.000  41.400  52.600  4.715  0.655  100000
45.964     29   0.176  0.000  -0.319  19.037  140.000  41.400  52.600  4.715  0.655  100000
45.964     29   0.176  0.000  -0.319  19.037  140.000  41.400  52.600  4.715  0.655  100000
78.161     29   0.176  0.000  -0.319  21.102  140.000  41.400  52.600  4.715  0.655  100000
78.161     29   0.176  0.000  -0.319  21.102  140.000  41.400  52.600  4.715  0.655  100000
57.819     31   0.176  0.000  -0.319  0.232  140.000  41.400  52.600  4.715  0.655  100000
57.819     31   0.176  0.000  -0.319  0.232  140.000  41.400  52.600  4.715  0.655  100000
77.511     18   0.176  0.000  -0.319  16.660  140.000  41.400  52.600  4.715  0.655  100000
77.511     18   0.176  0.000  -0.319  16.660  140.000  41.400  52.600  4.715  0.655  100000
92.725     21   0.176  0.000  -0.319  16.318  140.000  41.400  52.600  4.715  0.655  100000
92.725     21   0.176  0.000  -0.319  16.318  140.000  41.400  52.600  4.715  0.655  100000
140.601     12   0.176  0.000  -0.319  32.474  140.000  41.400  52.600  4.715  0.655  100000
140.601     12   0.176  0.000  -0.319  32.474  140.000  41.400  52.600  4.715  0.655  100000
205.491     11   0.176  0.000  -0.319  44.501  140.000  41.400  52.600  4.715  0.655  100000
205.491     11   0.176  0.000  -0.319  44.501  140.000  41.400  52.600  4.715  0.655  100000
164.193      5   0.176  0.000  -0.319  2.534  140.000  41.400  52.600  4.715  0.655  100000
164.193      5   0.176  0.000  -0.319  2.534  140.000  41.400  52.600  4.715  0.655  100000
142.196      4   0.176  0.000  -0.319  7.468  140.000  41.400  52.600  4.715  0.655  100000
142.196      4   0.176  0.000  -0.319  7.468  140.000  41.400  52.600  4.715  0.655  100000
130.506      5   0.176  0.000  -0.319  10.196  140.000  41.400  52.600  4.715  0.655  100000
130.506      5   0.176  0.000  -0.319  10.196  140.000  41.400  52.600  4.715  0.655  100000
110.054      3   0.176  0.000  -0.319  5.110  140.000  41.400  52.600  4.715  0.655  100000
65.365      0   0.176  0.000  -0.319  -7.631  140.000  41.400  52.600  4.715  0.655  100000
65.365      0   0.176  0.000  -0.319  -7.631  140.000  41.400  52.600  4.715  0.655  100000
32.264      2   0.176  0.000  -0.319  -6.432  140.000  41.400  52.600  4.715  0.655  100000
32.264      2   0.176  0.000  -0.319  -6.432  140.000  41.400  52.600  4.715  0.655  100000
8.154    -16   0.176  0.000  -0.319  -5.388  140.000  41.400  52.600  4.715  0.655  100000
8.154    -16   0.176  0.000  -0.319  -5.388  140.000  41.400  52.600  4.715  0.655  100000
-13.632    -21   0.176  0.000  -0.319  -6.535  140.000  41.400  52.600  4.715  0.655  100000
-38.909    -19   0.176  0.000  -0.319  -10.078  140.000  41.400  52.600  4.715  0.655  100000
-65.792    -20   0.176  0.000  -0.319  -13.067  140.000  41.400  52.600  4.715  0.655  100000
-70.498    -21   0.176  0.000  -0.319  -5.481  140.000  41.400  52.600  4.715  0.655  100000
-94.889    -20   0.176  0.000  -0.319  -14.864  140.000  41.400  52.600  4.715  0.655  100000
-63.533    -20   0.176  0.000  -0.319  8.083  140.000  41.400  52.600  4.715  0.655  100000
-82.795      4   0.176  0.000  -0.319  -11.815  140.000  41.400  52.600  4.715  0.655  100000
-79.340      4   0.176  0.000  -0.319  -3.444  140.000  41.400  52.600  4.715  0.655  100000
-63.385      4   0.176  0.000  -0.319  2.652  140.000  41.400  52.600  4.715  0.655  100000
-58.172      4   0.176  0.000  -0.319  -0.880  140.000  41.400  52.600  4.715  0.655  100000
-58.172      4   0.176  0.000  -0.319  -0.880  140.000  41.400  52.600  4.715  0.655  100000
-58.172      4   0.176  0.000  -0.319  -0.880  140.000  41.400  52.600  4.715  0.655  100000
-66.905      7   0.176  0.000  -0.319  -6.713  140.000  41.400  52.600  4.715  0.655  100000
-66.905      7   0.176  0.000  -0.319  -6.713  140.000  41.400  52.600  4.715  0.655  100000
-20.326      6   0.176  0.000  -0.319  17.491  140.000  41.400  52.600  4.715  0.655  100000
-20.326      6   0.176  0.000  -0.319  17.491  140.000  41.400  52.600  4.715  0.655  100000
-27.927      3   0.176  0.000  -0.319  -2.725  140.000  41.400  52.600  4.715  0.655  100000
-27.927      3   0.176  0.000  -0.319  -2.725  140.000  41.400  52.600  4.715  0.655  100000
-44.409      5   0.176  0.000  -0.319  -7.450  140.000  41.400  52.600  4.715  0.655  100000
-44.409      5   0.176  0.000  -0.319  -7.450  140.000  41.400  52.600  4.715  0.655  100000
-43.602      6   0.176  0.000  -0.319  -1.110  140.000  41.400  52.600  4.715  0.655  100000
-43.602      6   0.176  0.000  -0.319  -1.110  140.000  41.400  52.600  4.715  0.655  100000
-64.479      5   0.176  0.000  -0.319  -10.820  140.000  41.400  52.600  4.715  0.655  100000
-64.479      5   0.176  0.000  -0.319  -10.820  140.000  41.400  52.600  4.715  0.655  100000
-111.185      4   0.176  0.000  -0.319  -24.371  140.000  41.400  52.600  4.715  0.655  100000
-111.185      4   0.176  0.000  -0.319  -24.371  140.000  41.400  52.600  4.715  0.655  100000
-108.725      4   0.176  0.000  -0.319  -6.355  140.000  41.400  52.600  4.715  0.655  100000
-108.725      4   0.176  0.000  -0.319  -6.355  140.000  41.400  52.600  4.715  0.655  100000
-86.927      4   0.176  0.000  -0.319  2.538  140.000  41.400  52.600  4.715  0.655  100000
-86.927      4   0.176  0.000  -0.319  2.538  140.000  41.400  52.600  4.715  0.655  100000
-98.498      7   0.176  0.000  -0.319  -10.392  140.000  41.400  52.600  4.715  0.655  100000
-98.498      7   0.176  0.000  -0.319  -10.392  140.000  41.400  52.600  4.715  0.655  100000
-107.765      6   0.176  0.000  -0.319  -10.664  140.000  41.400  52.600  4.715  0.655  100000
-107.765      6   0.176  0.000  -0.319  -10.664  140.000  41.400  52.600  4.715  0.655  100000
-98.436      2   0.176  0.000  -0.319  -3.025  140.000  41.400  52.600  4.715  0.655  100000
-98.436      2   0.176  0.000  -0.319  -3.025  140.000  41.400  52.600  4.715  0.655  100000
-98.436      2   0.176  0.000  -0.319  -3.025  140.000  41.400  52.600  4.715  0.655  100000
-96.621     27   0.176  0.000  -0.319  -5.492  140.000  41.400  52.600  4.715  0.655  100000
-96.621     27   0.176  0.000  -0.319  -5.492  140.000  41.400  52.600  4.715  0.655  100000
-80.078     31   0.176  0.000  -0.319  1.266  140.000  41.400  52.600  4.715  0.655  100000
-80.078     31   0.176  0.000  -0.319  1.266  140.000  41.400  52.600  4.715  0.655  100000
-64.216     30   0.176  0.000  -0.319  2.501  140.000  41.400  52.600  4.715  0.655  100000
-64.216     30   0.176  0.000  -0.319  2.501  140.000  41.400  52.600  4.715  0.655  100000
-84.343     29   0.176  0.000  -0.319  -12.310  140.000  41.400  52.600  4.715  0.655  100000
-79.161     30   0.176  0.000  -0.319  -2.792  140.000  41.400  52.600  4.715  0.655  100000
-63.871     30   0.176  0.000  -0.319  2.350  140.000  41.400  52.600  4.715  0.655  100000
-78.578     29   0.176  0.000  -0.319  -9.908  140.000  41.400  52.600  4.715  0.655  100000
-40.907     30   0.176  0.000  -0.319  12.358  140.000  41.400  52.600  4.715  0.655  100000
-20.959     30   0.176  0.000  -0.319  7.948  140.000  41.400  52.600  4.715  0.655  100000
-30.554     30   0.176  0.000  -0.319  -3.730  140.000  41.400  52.600  4.715  0.655  100000
-36.498     31   0.176  0.000  -0.319  -2.846  140.000  41.400  52.600  4.715  0.655  100000
-25.378     31   0.176  0.000  -0.319  4.276  140.000  41.400  52.600  4.715  0.655  100000
-25.378     31   0.176  0.000  -0.319  4.276  140.000  41.400  52.600  4.715  0.655  100000
-41.061     30   0.176  0.000  -0.319  -6.834  140.000  41.400  52.600  4.715  0.655  100000
-41.061     30   0.176  0.000  -0.319  -6.834  140.000  41.400  52.600  4.715  0.655  100000
-34.944     30   0.176  0.000  -0.319  1.472  140.000  41.400  52.600  4.715  0.655  100000
-34.944     30   0.176  0.000  -0.319  1.472  140.000  41.400  52.600  4.715  0.655  100000
-31.377     30   0.176  0.000  -0.319  0.921  140.000  41.400  52.600  4.715  0.655  100000
-31.377     30   0.176  0.000  -0.319  0.921  140.000  41.400  52.600  4.715  0.655  100000
-26.369     30   0.176  0.000  -0.319  1.986  140.000  41.400  52.600  4.715  0.655  100000
-26.369     30   0.176  0.000  -0.319  1.986  140.000  41.400  52.600  4.715  0.655  100000
-41.608     30   0.176  0.000  -0.319  -6.690  140.000  41.400  52.600  4.715  0.655  100000
-41.608     30   0.176  0.000  -0.319  -6.690  140.000  41.400  52.600  4.715  0.655  100000
-30.188     30   0.176  0.000  -0.319  3.827  140.000  41.400  52.600  4.715  0.655  100000
-30.188     30   0.176  0.000  -0.319  3.827  140.000  41.400  52.600  4.715  0.655  100000
-28.384     30   0.176  0.000  -0.319  0.658  140.000  41.400  52.600  4.715  0.655  100000
-28.384     30   0.176  0.000  -0.319  0.658  140.000  41.400  52.600  4.715  0.655  100000
-36.882     29   0.176  0.000  -0.319  -3.956  140.000  41.400  52.600  4.715  0.655  100000
-36.882     29   0.176  0.000  -0.319  -3.956  140.000  41.400  52.600  4.715  0.655  100000
-14.519     30   0.176  0.000  -0.319  9.289  140.000  41.400  52.600  4.715  0.655  100000
-14.519     30   0.176  0.000  -0.319  9.289  140.000  41.400  52.600  4.715  0.655  100000
8.596     30   0.176  0.000  -0.319  11.614  140.000  41.400  52.600  4.715  0.655  100000
8.596     30   0.176  0.000  -0.319  11.614  140.000  41.400  52.600  4.715  0.655  100000
1.057     30   0.176  0.000  -0.319  0.019  140.000  41.400  52.600  4.715  0.655  100000
1.057     30   0.176  0.000  -0.319  0.019  140.000  41.400  52.600  4.715  0.655  100000
-16.915     30   0.176  0.000  -0.319  -5.531  140.000  41.400  52.600  4.715  0.655  100000
-16.915     30   0.176  0.000  -0.319  -5.531  140.000  41.400  52.600  4.715  0.655  100000
-16.915     30   0.176  0.000  -0.319  -5.531  140.000  41.400  52.600  4.715  0.655  100000
-2.086     30   0.176  0.000  -0.319  7.678  140.000  41.400  52.600  4.715  0.655  100000
-2.086     30   0.176  0.000  -0.319  7.678  140.000  41.400  52.600  4.715  0.655  100000
0.346     30   0.176  0.000  -0.319  3.565  140.000  41.400  52.600  4.715  0.655  100000
0.346     30   0.176  0.000  -0.319  3.565  140.000  41.400  52.600  4.715  0.655  100000
-0.353     30   0.176  0.000  -0.319  2.269  140.000  41.400  52.600  4.715  0.655  100000
-0.353     30   0.176  0.000  -0.319  2.269  140.000  41.400  52.600  4.715  0.655  100000
-36.289     31   0.176  0.000  -0.319  -13.643  140.000  41.400  52.600  4.715  0.655  100000
-36.289     31   0.176  0.000  -0.319  -13.643  140.000  41.400  52.600  4.715  0.655  100000
-48.903     31   0.176  0.000  -0.319  -6.318  140.000  41.400  52.600  4.715  0.655  100000
-98.184     31   0.176  0.000  -0.319  -24.073  140.000  41.400  52.600  4.715  0.655  100000
-84.594     29   0.176  0.000  -0.319  -0.225  140.000  41.400  52.600  4.715  0.655  100000
-19.338     29   0.176  0.000  -0.319  24.419  140.000  41.400  52.600  4.715  0.655  100000
-52.384     29   0.176  0.000  -0.319  -14.046  140.000  41.400  52.600  4.715  0.655  100000
-46.765     29   0.176  0.000  -0.319  0.358  140.000  41.400  52.600  4.715  0.655  100000
-55.487     30   0.176  0.000  -0.319  -5.600  140.000  41.400  52.600  4.715  0.655  100000
-41.306     29   0.176  0.000  -0.319  3.930  140.000  41.400  52.600  4.715  0.655  100000
-30.763     29   0.176  0.000  -0.319  3.551  140.000  41.400  52.600  4.715  0.655  100000
-30.763     29   0.176  0.000  -0.319  3.551  140.000  41.400  52.600  4.715  0.655  100000
-35.294     31   0.176  0.000  -0.319  -2.277  140.000  41.400  52.600  4.715  0.655  100000
-35.294     31   0.176  0.000  -0.319  -2.277  140.000  41.400  52.600  4.715  0.655  100000
7.469     29   0.176  0.000  -0.319  18.598  140.000  41.400  52.600  4.715  0.655  100000
7.469     29   0.176  0.000  -0.319  18.598  140.000  41.400  52.600  4.715  0.655  100000
2.903     29   0.176  0.000  -0.319  1.078  140.000  41.400  52.600  4.715  0.655  100000
2.903     29   0.176  0.000  -0.319  1.078  140.000  41.400  52.600  4.715  0.655  100000
-9.664     29   0.176  0.000  -0.319  -2.797  140.000  41.400  52.600  4.715  0.655  100000
-9.664     29   0.176  0.000  -0.319  -2.797  140.000  41.400  52.600  4.715  0.655  100000
-16.856     30   0.176  0.000  -0.319  -1.603  140.000  41.400  52.600  4.715  0.655  100000
-16.856     30   0.176  0.000  -0.319  -1.603  140.000  41.400  52.600  4.715  0.655  100000
-20.526     29   0.176  0.000  -0.319  -0.647  140.000  41.400  52.600  4.715  0.655  100000
-20.526     29   0.176  0.000  -0.319  -0.647  140.000  41.400  52.600  4.715  0.655  100000
-19.530     29   0.176  0.000  -0.319  1.120  140.000  41.400  52.600  4.715  0.655  100000
-19.530     29   0.176  0.000  -0.319  1.120  140.000  41.400  52.600  4.715  0.655  100000
-30.706     30   0.176  0.000  -0.319  -4.269  140.000  41.400  52.600  4.715  0.655  100000
-30.706     30   0.176  0.000  -0.319  -4.269  140.000  41.400  52.600  4.715  0.655  100000
-30.706     30   0.176  0.000  -0.319  -4.269  140.000  41.400  52.600  4.715  0.655  100000
-30.916     29   0.176  0.000  -0.319  -0.413  140.000  41.400  52.600  4.715  0.655  100000
-30.916     29   0.176  0.000  -0.319  -0.413  140.000  41.400  52.600  4.715  0.655  100000
-16.040     30   0.176  0.000  -0.319  6.423  140.000  41.400  52.600  4.715  0.655  100000
-16.040     30   0.176  0.000  -0.319  6.423  140.000  41.400  52.600  4.715  0.655  100000
3.345     30   0.176  0.000  -0.319  9.913  140.000  41.400  52.600  4.715  0.655  100000
3.345     30   0.176  0.000  -0.319  9.913  140.000  41.400  52.600  4.715  0.655  100000
-45.553     30   0.176  0.000  -0.319  -19.192  140.000  41.400  52.600  4.715  0.655  100000
-45.553     30   0.176  0.000  -0.319  -19.192  140.000  41.400  52.600  4.715  0.655  100000
-39.681     30   0.176  0.000  -0.319  1.070  140.000  41.400  52.600  4.715  0.655  100000
-39.681     30   0.176  0.000  -0.319  1.070  140.000  41.400  52.600  4.715  0.655  100000
-42.696     29   0.176  0.000  -0.319  -2.384  140.000  41.400  52.600  4.715  0.655  100000
-42.696     29   0.176  0.000  -0.319  -2.384  140.000  41.400  52.600  4.715  0.655  100000
-54.127     30   0.176  0.000  -0.319  -6.447  140.000  41.400  52.600  4.715  0.655  100000
-54.127     30   0.176  0.000  -0.319  -6.447  140.000  41.400  52.600  4.715  0.655  100000
-49.145     29   0.176  0.000  -0.319  -0.061  140.000  41.400  52.600  4.715  0.655  100000
-49.145     29   0.176  0.000  -0.319  -0.061  140.000  41.400  52.600  4.715  0.655  100000
-36.382     30   0.176  0.000  -0.319  3.896  140.000  41.400  52.600  4.715  0.655  100000
-38.661     30   0.176  0.000  -0.319  -1.741  140.000  41.400  52.600  4.715  0.655  100000
-33.647     29   0.176  0.000  -0.319  1.382  140.000  41.400  52.600  4.715  0.655  100000
-22.102     30   0.176  0.000  -0.319  4.731  140.000  41.400  52.600  4.715  0.655  100000
-37.147     30   0.176  0.000  -0.319  -6.244  140.000  41.400  52.600  4.715  0.655  100000
-31.917   -943   0.176  -0.003  -0.320  1.753  140.000  41.400  52.600  4.715  0.655  100000
-35.164   -268   0.176  -0.030  -0.331  -0.227  140.000  41.400  52.600  4.715  0.655  100000
-42.008    -77   0.176  -0.053  -0.348  -1.931  140.000  41.400  52.600  4.715  0.655  100000
-30.850    -77   0.176  -0.053  -0.362  4.736  140.000  41.400  52.600  4.715  0.655  100000
-30.850    -77   0.176  -0.053  -0.362  4.736  140.000  41.400  52.600  4.715  0.655  100000
-38.789    -48   0.176  -0.072  -0.379  -1.819  140.000  41.400  52.600  4.715  0.655  100000
-38.789    -48   0.176  -0.072  -0.379  -1.819  140.000  41.400  52.600  4.715  0.655  100000
-38.789    -48   0.176  -0.072  -0.379  -1.819  140.000  41.400  52.600  4.715  0.655  100000
-53.924    -42   0.176  -0.084  -0.398  -5.858  140.000  41.400  52.600  4.715  0.655  100000
-53.924    -42   0.176  -0.084  -0.398  -5.858  140.000  41.400  52.600  4.715  0.655  100000
-23.959    -39   0.176  -0.086  -0.413  12.644  140.000  41.400  52.600  4.715  0.655  100000
-23.959    -39   0.176  -0.086  -0.413  12.644  140.000  41.400  52.600  4.715  0.655  100000
-26.803    -52   0.176  -0.086  -0.426  0.508  140.000  41.400  52.600  4.715  0.655  100000
-26.803    -52   0.176  -0.086  -0.426  0.508  140.000  41.400  52.600  4.715  0.655  100000
-12.325    -27   0.176  -0.086  -0.435  7.892  140.000  41.400  52.600  4.715  0.655  100000
-12.325    -27   0.176  -0.086  -0.435  7.892  140.000  41.400  52.600  4.715  0.655  100000
-23.991    -26   0.176  -0.086  -0.443  -2.667  140.000  41.400  52.600  4.715  0.655  100000
-23.991    -26   0.176  -0.086  -0.443  -2.667  140.000  41.400  52.600  4.715  0.655  100000
-13.484    -13   0.176  -0.085  -0.449  6.099  140.000  41.400  52.600  4.715  0.655  100000
-13.484    -13   0.176  -0.085  -0.449  6.099  140.000  41.400  52.600  4.715  0.655  100000
-5.229    -22   0.176  -0.085  -0.454  6.094  140.000  41.400  52.600  4.715  0.655  100000
-5.229    -22   0.176  -0.085  -0.454  6.094  140.000  41.400  52.600  4.715  0.655  100000
3.096    -14   0.176  -0.085  -0.458  6.745  140.000  41.400  52.600  4.715  0.655  100000
3.096    -14   0.176  -0.085  -0.458  6.745  140.000  41.400  52.600  4.715  0.655  100000
-28.941     -6   0.176  -0.085  -0.461  -10.679  140.000  41.400  52.600  4.715  0.655  100000
-28.941     -6   0.176  -0.085  -0.461  -10.679  140.000  41.400  52.600  4.715  0.655  100000
-21.043      1   0.176  -0.085  -0.463  4.350  140.000  41.400  52.600  4.715  0.655  100000
-21.043      1   0.176  -0.085  -0.463  4.350  140.000  41.400  52.600  4.715  0.655  100000
-38.594    -25   0.176  -0.085  -0.465  -6.387  140.000  41.400  52.600  4.715  0.655  100000
-38.594    -25   0.176  -0.085  -0.465  -6.387  140.000  41.400  52.600  4.715  0.655  100000
-30.966    -22   0.176  -0.085  -0.467  3.306  140.000  41.400  52.600  4.715  0.655  100000
-30.966    -22   0.176  -0.085  -0.467  3.306  140.000  41.400  52.600  4.715  0.655  100000
-30.966    -22   0.176  -0.085  -0.467  3.306  140.000  41.400  52.600  4.715  0.655  100000
-39.023    -36   0.176  -0.085  -0.468  -3.030  140.000  41.400  52.600  4.715  0.655  100000
-39.023    -36   0.176  -0.085  -0.468  -3.030  140.000  41.400  52.600  4.715  0.655  100000
-32.900    -31   0.176  -0.085  -0.469  2.664  140.000  41.400  52.600  4.715  0.655  100000
-32.900    -31   0.176  -0.085  -0.469  2.664  140.000  41.400  52.600  4.715  0.655  100000
-49.991    -38   0.176  -0.085  -0.470  -7.478  140.000  41.400  52.600  4.715  0.655  100000
-49.991    -38   0.176  -0.085  -0.470  -7.478  140.000  41.400  52.600  4.715  0.655  100000
-83.628    -34   0.176  -0.085  -0.471  -16.370  140.000  41.400  52.600  4.715  0.655  100000
-66.787    -48   0.176  -0.085  -0.471  3.364  140.000  41.400  52.600  4.715  0.655  100000
-57.646    -84   0.176  -0.085  -0.472  1.446  140.000  41.400  52.600  4.715  0.655  100000
-60.508    -70   0.176  -0.085  -0.472  -3.206  140.000  41.400  52.600  4.715  0.655  100000
-55.970    -61   0.176  -0.085  -0.472  -0.108  140.000  41.400  52.600  4.715  0.655  100000
-60.444    -61   0.176  -0.085  -0.472  -3.776  140.000  41.400  52.600  4.715  0.655  100000
-47.404    -60   0.176  -0.085  -0.473  3.703  140.000  41.400  52.600  4.715  0.655  100000
-28.249    -60   0.176  -0.085  -0.473  7.661  140.000  41.400  52.600  4.715  0.655  100000
-42.180    -60   0.176  -0.085  -0.473  -5.610  140.000  41.400  52.600  4.715  0.655  100000
-42.180    -60   0.176  -0.085  -0.473  -5.610  140.000  41.400  52.600  4.715  0.655  100000
-60.765    -45   0.176  -0.085  -0.473  -8.770  140.000  41.400  52.600  4.715  0.655  100000
-60.765    -45   0.176  -0.085  -0.473  -8.770  140.000  41.400  52.600  4.715  0.655  100000
-26.106    -51   0.176  -0.085  -0.473  13.355  140.000  41.400  52.600  4.715  0.655  100000
-26.106    -51   0.176  -0.085  -0.473  13.355  140.000  41.400  52.600  4.715  0.655  100000
-27.553    -58   0.176  -0.085  -0.473  0.332  140.000  41.400  52.600  4.715  0.655  100000
-27.553    -58   0.176  -0.085  -0.473  0.332  140.000  41.400  52.600  4.715  0.655  100000
-20.141    -30   0.176  -0.085  -0.473  4.070  140.000  41.400  52.600  4.715  0.655  100000
-20.141    -30   0.176  -0.085  -0.473  4.070  140.000  41.400  52.600  4.715  0.655  100000
-17.887    -28   0.176  -0.085  -0.473  2.553  140.000  41.400  52.600  4.715  0.655  100000
-17.887    -28   0.176  -0.085  -0.473  2.553  140.000  41.400  52.600  4.715  0.655  100000
-9.452    -21   0.176  -0.085  -0.473  5.382  140.000  41.400  52.600  4.715  0.655  100000
-9.452    -21   0.176  -0.085  -0.473  5.382  140.000  41.400  52.600  4.715  0.655  100000
-0.495    -18   0.176  -0.085  -0.473  6.596  140.000  41.400  52.600  4.715  0.655  100000
-0.495    -18   0.176  -0.085  -0.473  6.596  140.000  41.400  52.600  4.715  0.655  100000
-38.659    -10   0.176  -0.085  -0.473  -14.096  140.000  41.400  52.600  4.715  0.655  100000
-38.659    -10   0.176  -0.085  -0.473  -14.096  140.000  41.400  52.600  4.715  0.655  100000
-13.090     -3   0.176  -0.085  -0.473  11.356  140.000  41.400  52.600  4.715  0.655  100000
-13.090     -3   0.176  -0.085  -0.473  11.356  140.000  41.400  52.600  4.715  0.655  100000
-28.634    -33   0.176  -0.085  -0.473  -4.941  140.000  41.400  52.600  4.715  0.655  100000
-28.634    -33   0.176  -0.085  -0.473  -4.941  140.000  41.400  52.600  4.715  0.655  100000
-18.784    -16   0.176  -0.085  -0.473  5.112  140.000  41.400  52.600  4.715  0.655  100000
-18.784    -16   0.176  -0.085  -0.473  5.112  140.000  41.400  52.600  4.715  0.655  100000
-18.784    -16   0.176  -0.085  -0.473  5.112  140.000  41.400  52.600  4.715  0.655  100000
-25.977    -27   0.176  -0.085  -0.473  -1.628  140.000  41.400  52.600  4.715  0.655  100000
-25.977    -27   0.176  -0.085  -0.473  -1.628  140.000  41.400  52.600  4.715  0.655  100000
-39.917    -19   0.176  -0.085  -0.473  -5.421  140.000  41.400  52.600  4.715  0.655  100000
-39.917    -19   0.176  -0.085  -0.473  -5.421  140.000  41.400  52.600  4.715  0.655  100000
-45.890    -26   0.176  -0.085  -0.473  -2.980  140.000  41.400  52.600  4.715  0.655  100000
-45.890    -26   0.176  -0.085  -0.473  -2.980  140.000  41.400  52.600  4.715  0.655  100000
-54.922    -38   0.176  -0.085  -0.473  -4.962  140.000  41.400  52.600  4.715  0.655  100000
-54.922    -38   0.176  -0.085  -0.473  -4.962  140.000  41.400  52.600  4.715  0.655  100000
-55.645    -45   0.176  -0.085  -0.473  -2.030  140.000  41.400  52.600  4.715  0.655  100000
-55.645    -45   0.176  -0.085  -0.473  -2.030  140.000  41.400  52.600  4.715  0.655  100000
-33.652    -54   0.176  -0.085  -0.473  8.198  140.000  41.400  52.600  4.715  0.655  100000
-46.968    -55   0.176  -0.085  -0.473  -5.656  140.000  41.400  52.600  4.715  0.655  100000
-38.368    -33   0.176  -0.085  -0.473  2.882  140.000  41.400  52.600  4.715  0.655  100000
-39.408    -43   0.176  -0.085  -0.473  -0.664  140.000  41.400  52.600  4.715  0.655  100000
-38.425    -40   0.176  -0.085  -0.473  0.140  140.000  41.400  52.600  4.715  0.655  100000
-4.292    -40   0.176  -0.085  -0.473  15.095  140.000  41.400  52.600  4.715  0.655  100000
14.849    -39   0.176  -0.085  -0.473  11.634  140.000  41.400  52.600  4.715  0.655  100000
-14.971    -14   0.176  -0.085  -0.473  -8.791  140.000  41.400  52.600  4.715  0.655  100000
-29.534    -14   0.176  -0.085  -0.473  -4.526  140.000  41.400  52.600  4.715  0.655  100000
-29.534    -14   0.176  -0.085  -0.473  -4.526  140.000  41.400  52.600  4.715  0.655  100000
-16.655    -11   0.176  -0.085  -0.473  6.332  140.000  41.400  52.600  4.715  0.655  100000
-16.655    -11   0.176  -0.085  -0.473  6.332  140.000  41.400  52.600  4.715  0.655  100000
-42.416    -20   0.176  -0.085  -0.473  -9.779  140.000  41.400  52.600  4.715  0.655  100000
-42.416    -20   0.176  -0.085  -0.473  -9.779  140.000  41.400  52.600  4.715  0.655  100000
-31.042    -18   0.176  -0.085  -0.473  4.474  140.000  41.400  52.600  4.715  0.655  100000
-31.042    -18   0.176  -0.085  -0.473  4.474  140.000  41.400  52.600  4.715  0.655  100000
5.783    -40   0.176  -0.085  -0.473  17.175  140.000  41.400  52.600  4.715  0.655  100000
5.783    -40   0.176  -0.085  -0.473  17.175  140.000  41.400  52.600  4.715  0.655  100000
-22.712    -33   0.176  -0.085  -0.473  -8.996  140.000  41.400  52.600  4.715  0.655  100000
