SetPt[mA]  I_m[mA] theta_l[deg]  theta_c[deg]  T_sea[N.m]  T_acc[N.m]  K_ff  Kp_A  Ki_A  Kp_F  Kd_F  Amp
-13.054      3   0.000  0.000  0.000  -0.875  1.000  4.560  5.790  1.531  0.020  100000
-13.255      3   0.000  0.000  0.000  -0.231  1.000  4.560  5.790  1.531  0.020  100000
-12.123      2   0.000  0.000  0.000  0.412  1.000  4.560  5.790  1.531  0.020  100000
-10.644     11   0.000  0.000  0.000  0.667  1.000  4.560  5.790  1.531  0.020  100000
-12.092      2   0.000  0.000  0.000  -0.523  1.000  4.560  5.790  1.531  0.020  100000
-10.500      2   0.000  0.000  0.000  0.722  1.000  4.560  5.790  1.531  0.020  100000
-10.697     -2   0.000  0.000  0.000  0.053  1.000  4.560  5.790  1.531  0.020  100000
-10.387      2   0.000  0.000  0.000  0.287  1.000  4.560  5.790  1.531  0.020  100000
-13.462     10   0.000  0.000  0.000  -1.340  1.000  4.560  5.790  1.531  0.020  100000
-10.463      8   0.000  0.000  0.000  1.275  1.000  4.560  5.790  1.531  0.020  100000
-11.333     -2   0.000  0.000  0.000  -0.177  1.000  4.560  5.790  1.531  0.020  100000
-11.041     -2   0.000  0.000  0.000  0.218  1.000  4.560  5.790  1.531  0.020  100000
-12.001     -4   0.000  0.000  0.000  -0.299  1.000  4.560  5.790  1.531  0.020  100000
-12.990     -4   0.000  0.000  0.000  -0.467  1.000  4.560  5.790  1.531  0.020  100000
-12.742     -4   0.000  0.000  0.000  0.078  1.000  4.560  5.790  1.531  0.020  100000
-13.485     -4   0.000  0.000  0.000  -0.356  1.000  4.560  5.790  1.531  0.020  100000
-12.816     -4   0.000  0.000  0.000  0.199  1.000  4.560  5.790  1.531  0.020  100000
-12.673      7   0.000  0.000  0.000  0.091  1.000  4.560  5.790  1.531  0.020  100000
-13.398     26   0.000  0.000  0.000  -0.492  1.000  4.560  5.790  1.531  0.020  100000
-10.362     26   0.000  0.000  0.000  1.281  1.000  4.560  5.790  1.531  0.020  100000
-9.839     30   0.000  0.000  0.000  0.391  1.000  4.560  5.790  1.531  0.020  100000
-9.995     30   0.000  0.000  0.000  0.087  1.000  4.560  5.790  1.531  0.020  100000
-9.944     30   0.000  0.000  0.000  0.169  1.000  4.560  5.790  1.531  0.020  100000
-9.920     29   0.000  0.000  0.000  0.144  1.000  4.560  5.790  1.531  0.020  100000
-10.708     30   0.000  0.000  0.000  -0.304  1.000  4.560  5.790  1.531  0.020  100000
-7.650     30   0.000  0.000  0.000  1.542  1.000  4.560  5.790  1.531  0.020  100000
-9.042     30   0.000  0.000  0.000  -0.391  1.000  4.560  5.790  1.531  0.020  100000
-8.424     30   0.000  0.000  0.000  0.414  1.000  4.560  5.790  1.531  0.020  100000
-7.495     30   0.000  0.000  0.000  0.692  1.000  4.560  5.790  1.531  0.020  100000
-9.143     29   0.000  0.000  0.000  -0.411  1.000  4.560  5.790  1.531  0.020  100000
-10.133     29   0.000  0.000  0.000  -0.242  1.000  4.560  5.790  1.531  0.020  100000
-10.596     30   0.000  0.000  0.000  -0.104  1.000  4.560  5.790  1.531  0.020  100000
-11.919     29   0.000  0.000  0.000  -0.406  1.000  4.560  5.790  1.531  0.020  100000
-12.377     29   0.000  0.000  0.000  -0.143  1.000  4.560  5.790  1.531  0.020  100000
-13.679     31   0.000  0.000  0.000  -0.526  1.000  4.560  5.790  1.531  0.020  100000
-15.077     30   0.000  0.000  0.000  -0.893  1.000  4.560  5.790  1.531  0.020  100000
-14.190     29   0.000  0.000  0.000  0.227  1.000  4.560  5.790  1.531  0.020  100000
-15.407     29   0.000  0.000  0.000  -0.802  1.000  4.560  5.790  1.531  0.020  100000
-13.684     29   0.000  0.000  0.000  0.514  1.000  4.560  5.790  1.531  0.020  100000
-12.481     30   0.000  0.000  0.000  0.416  1.000  4.560  5.790  1.531  0.020  100000
-14.236     30   0.000  0.000  0.000  -0.860  1.000  4.560  5.790  1.531  0.020  100000
-12.131     29   0.000  0.000  0.000  0.770  1.000  4.560  5.790  1.531  0.020  100000
-13.402     29   0.000  0.000  0.000  -0.622  1.000  4.560  5.790  1.531  0.020  100000
-9.953     30   0.000  0.000  0.000  1.462  1.000  4.560  5.790  1.531  0.020  100000
-11.517     30   0.000  0.000  0.000  -0.541  1.000  4.560  5.790  1.531  0.020  100000
-9.849     30   0.000  0.000  0.000  0.767  1.000  4.560  5.790  1.531  0.020  100000
-9.717     29   0.000  0.000  0.000  0.223  1.000  4.560  5.790  1.531  0.020  100000
-8.907     31   0.000  0.000  0.000  0.524  1.000  4.560  5.790  1.531  0.020  100000
-9.518     31   0.000  0.000  0.000  -0.049  1.000  4.560  5.790  1.531  0.020  100000
-9.520     30   0.000  0.000  0.000  0.227  1.000  4.560  5.790  1.531  0.020  100000
-9.536     30   0.000  0.000  0.000  0.082  1.000  4.560  5.790  1.531  0.020  100000
-8.259     30   0.000  0.000  0.000  0.865  1.000  4.560  5.790  1.531  0.020  100000
-10.609     29   0.000  0.000  0.000  -0.829  1.000  4.560  5.790  1.531  0.020  100000
-9.967     30   0.000  0.000  0.000  0.349  1.000  4.560  5.790  1.531  0.020  100000
-10.625     29   0.000  0.000  0.000  -0.146  1.000  4.560  5.790  1.531  0.020  100000
-10.726     29   0.000  0.000  0.000  0.033  1.000  4.560  5.790  1.531  0.020  100000
-12.317     29   0.000  0.000  0.000  -0.696  1.000  4.560  5.790  1.531  0.020  100000
-11.629     29   0.000  0.000  0.000  0.268  1.000  4.560  5.790  1.531  0.020  100000
-11.108     29   0.000  0.000  0.000  0.219  1.000  4.560  5.790  1.531  0.020  100000
-11.954     30   0.000  0.000  0.000  -0.262  1.000  4.560  5.790  1.531  0.020  100000
-12.747     30   0.000  0.000  0.000  -0.381  1.000  4.560  5.790  1.531  0.020  100000
-12.004     29   0.000  0.000  0.000  0.281  1.000  4.560  5.790  1.531  0.020  100000
-12.924     29   0.000  0.000  0.000  -0.412  1.000  4.560  5.790  1.531  0.020  100000
-11.291     30   0.000  0.000  0.000  0.729  1.000  4.560  5.790  1.531  0.020  100000
-11.116     30   0.000  0.000  0.000  0.147  1.000  4.560  5.790  1.531  0.020  100000
-11.341     30   0.000  0.000  0.000  -0.037  1.000  4.560  5.790  1.531  0.020  100000
-9.191     29   0.000  0.000  0.000  1.068  1.000  4.560  5.790  1.531  0.020  100000
-12.924     29   0.000  0.000  0.000  -1.531  1.000  4.560  5.790  1.531  0.020  100000
-10.839     29   0.000  0.000  0.000  0.896  1.000  4.560  5.790  1.531  0.020  100000
-11.517     29   0.000  0.000  0.000  -0.259  1.000  4.560  5.790  1.531  0.020  100000
-12.106     29   0.000  0.000  0.000  -0.267  1.000  4.560  5.790  1.531  0.020  100000
-12.127     30   0.000  0.000  0.000  -0.077  1.000  4.560  5.790  1.531  0.020  100000
-9.287     29   0.000  0.000  0.000  1.327  1.000  4.560  5.790  1.531  0.020  100000
-11.655     29   0.000  0.000  0.000  -1.018  1.000  4.560  5.790  1.531  0.020  100000
-10.675     30   0.000  0.000  0.000  0.557  1.000  4.560  5.790  1.531  0.020  100000
-11.665     29   0.000  0.000  0.000  -0.367  1.000  4.560  5.790  1.531  0.020  100000
-12.164     29   0.000  0.000  0.000  -0.246  1.000  4.560  5.790  1.531  0.020  100000
-11.003     29   0.000  0.000  0.000  0.504  1.000  4.560  5.790  1.531  0.020  100000
-11.399     29   0.000  0.000  0.000  -0.098  1.000  4.560  5.790  1.531  0.020  100000
-9.909     30   0.000  0.000  0.000  0.779  1.000  4.560  5.790  1.531  0.020  100000
-13.475     30   0.000  0.000  0.000  -1.526  1.000  4.560  5.790  1.531  0.020  100000
-11.900     29   0.000  0.000  0.000  0.546  1.000  4.560  5.790  1.531  0.020  100000
-12.596     30   0.000  0.000  0.000  -0.370  1.000  4.560  5.790  1.531  0.020  100000
-11.451     30   0.000  0.000  0.000  0.393  1.000  4.560  5.790  1.531  0.020  100000
-10.915     29   0.000  0.000  0.000  0.233  1.000  4.560  5.790  1.531  0.020  100000
-10.929     29   0.000  0.000  0.000  0.012  1.000  4.560  5.790  1.531  0.020  100000
-10.993     30   0.000  0.000  0.000  -0.016  1.000  4.560  5.790  1.531  0.020  100000
-9.614     30   0.000  0.000  0.000  0.676  1.000  4.560  5.790  1.531  0.020  100000
-11.410     29   0.000  0.000  0.000  -0.747  1.000  4.560  5.790  1.531  0.020  100000
-9.411     29   0.000  0.000  0.000  1.059  1.000  4.560  5.790  1.531  0.020  100000
-10.501     29   0.000  0.000  0.000  -0.429  1.000  4.560  5.790  1.531  0.020  100000
-9.910     29   0.000  0.000  0.000  0.338  1.000  4.560  5.790  1.531  0.020  100000
-9.986     29   0.000  0.000  0.000  0.058  1.000  4.560  5.790  1.531  0.020  100000
-9.229     30   0.000  0.000  0.000  0.492  1.000  4.560  5.790  1.531  0.020  100000
-10.324     30   0.000  0.000  0.000  -0.389  1.000  4.560  5.790  1.531  0.020  100000
-10.860     29   0.000  0.000  0.000  -0.105  1.000  4.560  5.790  1.531  0.020  100000
-10.277     29   0.000  0.000  0.000  0.324  1.000  4.560  5.790  1.531  0.020  100000
-11.836     29   0.000  0.000  0.000  -0.574  1.000  4.560  5.790  1.531  0.020  100000
-12.239     29   0.000  0.000  0.000  -0.190  1.000  4.560  5.790  1.531  0.020  100000
-12.472     29   0.000  0.000  0.000  -0.129  1.000  4.560  5.790  1.531  0.020  100000
-13.401     30   0.000  0.000  0.000  -0.458  1.000  4.560  5.790  1.531  0.020  100000
-12.980     30   0.000  0.000  0.000  0.130  1.000  4.560  5.790  1.531  0.020  100000
-13.871     30   0.000  0.000  0.000  -0.419  1.000  4.560  5.790  1.531  0.020  100000
-12.437     30   0.000  0.000  0.000  0.627  1.000  4.560  5.790  1.531  0.020  100000
-15.311     30   0.000  0.000  0.000  -1.371  1.000  4.560  5.790  1.531  0.020  100000
-13.332     30   0.000  0.000  0.000  0.662  1.000  4.560  5.790  1.531  0.020  100000
-12.398     30   0.000  0.000  0.000  0.401  1.000  4.560  5.790  1.531  0.020  100000
-10.855     31   0.000  0.000  0.000  0.639  1.000  4.560  5.790  1.531  0.020  100000
-10.461     30   0.000  0.000  0.000  0.344  1.000  4.560  5.790  1.531  0.020  100000
-9.249     30   0.000  0.000  0.000  0.657  1.000  4.560  5.790  1.531  0.020  100000
-11.409     30   0.000  0.000  0.000  -0.807  1.000  4.560  5.790  1.531  0.020  100000
-10.139     30   0.000  0.000  0.000  0.658  1.000  4.560  5.790  1.531  0.020  100000
-10.492     30   0.000  0.000  0.000  -0.171  1.000  4.560  5.790  1.531  0.020  100000
-10.223     30   0.000  0.000  0.000  0.227  1.000  4.560  5.790  1.531  0.020  100000
-8.766     30   0.000  0.000  0.000  0.793  1.000  4.560  5.790  1.531  0.020  100000
-7.836     30   0.000  0.000  0.000  0.616  1.000  4.560  5.790  1.531  0.020  100000
-7.047     30   0.000  0.000  0.000  0.718  1.000  4.560  5.790  1.531  0.020  100000
-6.063     31   0.000  0.000  0.000  0.797  1.000  4.560  5.790  1.531  0.020  100000
-4.319     29   0.000  0.000  0.000  1.256  1.000  4.560  5.790  1.531  0.020  100000
-3.825     29   0.000  0.000  0.000  0.853  1.000  4.560  5.790  1.531  0.020  100000
-6.928     30   0.000  0.000  0.000  -0.844  1.000  4.560  5.790  1.531  0.020  100000
-4.173     30   0.000  0.000  0.000  1.601  1.000  4.560  5.790  1.531  0.020  100000
-8.971     29   0.000  0.000  0.000  -1.725  1.000  4.560  5.790  1.531  0.020  100000
-8.997     29   0.000  0.000  0.000  0.199  1.000  4.560  5.790  1.531  0.020  100000
-10.473     29   0.000  0.000  0.000  -0.511  1.000  4.560  5.790  1.531  0.020  100000
-12.848     29   0.000  0.000  0.000  -0.977  1.000  4.560  5.790  1.531  0.020  100000
-13.756     29   0.000  0.000  0.000  -0.465  1.000  4.560  5.790  1.531  0.020  100000
-17.899     29   0.000  0.000  0.000  -2.005  1.000  4.560  5.790  1.531  0.020  100000
-18.329     30   0.000  0.000  0.000  -0.555  1.000  4.560  5.790  1.531  0.020  100000
-21.389     29   0.000  0.000  0.000  -1.842  1.000  4.560  5.790  1.531  0.020  100000
-19.797     29   0.000  0.000  0.000  0.155  1.000  4.560  5.790  1.531  0.020  100000
-21.427     29   0.000  0.000  0.000  -1.406  1.000  4.560  5.790  1.531  0.020  100000
-20.868     30   0.000  0.000  0.000  -0.392  1.000  4.560  5.790  1.531  0.020  100000
-19.283     30   0.000  0.000  0.000  0.075  1.000  4.560  5.790  1.531  0.020  100000
-19.881     30   0.000  0.000  0.000  -0.861  1.000  4.560  5.790  1.531  0.020  100000
-15.358     29   0.000  0.000  0.000  1.456  1.000  4.560  5.790  1.531  0.020  100000
-15.111     29   0.000  0.000  0.000  -0.203  1.000  4.560  5.790  1.531  0.020  100000
-11.280     29   0.000  0.000  0.000  1.480  1.000  4.560  5.790  1.531  0.020  100000
-8.547     30   0.000  0.000  0.000  1.158  1.000  4.560  5.790  1.531  0.020  100000
-6.988     29   0.000  0.000  0.000  0.996  1.000  4.560  5.790  1.531  0.020  100000
-5.246     29   0.000  0.000  0.000  1.189  1.000  4.560  5.790  1.531  0.020  100000
-6.868     29   0.000  0.000  0.000  -0.293  1.000  4.560  5.790  1.531  0.020  100000
-5.329     29   0.000  0.000  0.000  1.056  1.000  4.560  5.790  1.531  0.020  100000
-6.493     29   0.000  0.000  0.000  -0.103  1.000  4.560  5.790  1.531  0.020  100000
-7.856     29   0.000  0.000  0.000  -0.181  1.000  4.560  5.790  1.531  0.020  100000
-5.730     29   0.000  0.000  0.000  1.253  1.000  4.560  5.790  1.531  0.020  100000
-8.709     29   0.000  0.000  0.000  -0.856  1.000  4.560  5.790  1.531  0.020  100000
-8.021     29   0.000  0.000  0.000  0.651  1.000  4.560  5.790  1.531  0.020  100000
-10.164     30   0.000  0.000  0.000  -0.640  1.000  4.560  5.790  1.531  0.020  100000
-11.433     30   0.000  0.000  0.000  -0.454  1.000  4.560  5.790  1.531  0.020  100000
-11.933     29   0.000  0.000  0.000  -0.207  1.000  4.560  5.790  1.531  0.020  100000
-11.870     29   0.000  0.000  0.000  0.107  1.000  4.560  5.790  1.531  0.020  100000
-15.675     30   0.000  0.000  0.000  -1.679  1.000  4.560  5.790  1.531  0.020  100000
-14.065     29   0.000  0.000  0.000  0.359  1.000  4.560  5.790  1.531  0.020  100000
-15.268     30   0.000  0.000  0.000  -0.700  1.000  4.560  5.790  1.531  0.020  100000
-14.275     30   0.000  0.000  0.000  0.222  1.000  4.560  5.790  1.531  0.020  100000
-14.108     29   0.000  0.000  0.000  -0.120  1.000  4.560  5.790  1.531  0.020  100000
-13.882     30   0.000  0.000  0.000  -0.058  1.000  4.560  5.790  1.531  0.020  100000
-12.824     31   0.000  0.000  0.000  0.271  1.000  4.560  5.790  1.531  0.020  100000
-13.283     31   0.000  0.000  0.000  -0.385  1.000  4.560  5.790  1.531  0.020  100000
-11.809     30   0.000  0.000  0.000  0.599  1.000  4.560  5.790  1.531  0.020  100000
-11.694     30   0.000  0.000  0.000  -0.025  1.000  4.560  5.790  1.531  0.020  100000
-11.684     30   0.000  0.000  0.000  -0.114  1.000  4.560  5.790  1.531  0.020  100000
-8.205     30   0.000  0.000  0.000  1.625  1.000  4.560  5.790  1.531  0.020  100000
-9.832     30   0.000  0.000  0.000  -0.516  1.000  4.560  5.790  1.531  0.020  100000
-8.943     30   0.000  0.000  0.000  0.506  1.000  4.560  5.790  1.531  0.020  100000
-10.427     30   0.000  0.000  0.000  -0.543  1.000  4.560  5.790  1.531  0.020  100000
-9.198     30   0.000  0.000  0.000  0.599  1.000  4.560  5.790  1.531  0.020  100000
-11.014     30   0.000  0.000  0.000  -0.725  1.000  4.560  5.790  1.531  0.020  100000
-10.099     30   0.000  0.000  0.000  0.508  1.000  4.560  5.790  1.531  0.020  100000
-10.257     30   0.000  0.000  0.000  0.160  1.000  4.560  5.790  1.531  0.020  100000
-13.377     29   0.000  0.000  0.000  -1.423  1.000  4.560  5.790  1.531  0.020  100000
-12.016     29   0.000  0.000  0.000  0.475  1.000  4.560  5.790  1.531  0.020  100000
-11.805     29   0.000  0.000  0.000  0.065  1.000  4.560  5.790  1.531  0.020  100000
-14.792     29   0.000  0.000  0.000  -1.394  1.000  4.560  5.790  1.531  0.020  100000
-13.719     29   0.000  0.000  0.000  0.239  1.000  4.560  5.790  1.531  0.020  100000
-16.083     29   0.000  0.000  0.000  -1.276  1.000  4.560  5.790  1.531  0.020  100000
-13.186     29   0.000  0.000  0.000  1.004  1.000  4.560  5.790  1.531  0.020  100000
-15.623     29   0.000  0.000  0.000  -1.260  1.000  4.560  5.790  1.531  0.020  100000
-14.960     29   0.000  0.000  0.000  -0.052  1.000  4.560  5.790  1.531  0.020  100000
-14.843     29   0.000  0.000  0.000  -0.158  1.000  4.560  5.790  1.531  0.020  100000
-13.540     30   0.000  0.000  0.000  0.422  1.000  4.560  5.790  1.531  0.020  100000
-13.610     29   0.000  0.000  0.000  -0.185  1.000  4.560  5.790  1.531  0.020  100000
-9.183     29   0.000  0.000  0.000  1.908  1.000  4.560  5.790  1.531  0.020  100000
-9.895     29   0.000  0.000  0.000  -0.087  1.000  4.560  5.790  1.531  0.020  100000
-10.893     30   0.000  0.000  0.000  -0.216  1.000  4.560  5.790  1.531  0.020  100000
-10.815     30   0.000  0.000  0.000  -0.007  1.000  4.560  5.790  1.531  0.020  100000
-9.132     30   0.000  0.000  0.000  0.871  1.000  4.560  5.790  1.531  0.020  100000
-8.058     29   0.000  0.000  0.000  0.737  1.000  4.560  5.790  1.531  0.020  100000
-8.184     29   0.000  0.000  0.000  0.227  1.000  4.560  5.790  1.531  0.020  100000
-7.777     29   0.000  0.000  0.000  0.519  1.000  4.560  5.790  1.531  0.020  100000
-8.769     30   0.000  0.000  0.000  -0.204  1.000  4.560  5.790  1.531  0.020  100000
-6.374     29   0.000  0.000  0.000  1.428  1.000  4.560  5.790  1.531  0.020  100000
-7.740     30   0.000  0.000  0.000  -0.322  1.000  4.560  5.790  1.531  0.020  100000
-7.286     30   0.000  0.000  0.000  0.591  1.000  4.560  5.790  1.531  0.020  100000
-8.421     29   0.000  0.000  0.000  -0.128  1.000  4.560  5.790  1.531  0.020  100000
-8.967     29   0.000  0.000  0.000  -0.029  1.000  4.560  5.790  1.531  0.020  100000
-10.234     29   0.000  0.000  0.000  -0.330  1.000  4.560  5.790  1.531  0.020  100000
-10.630     29   0.000  0.000  0.000  -0.078  1.000  4.560  5.790  1.531  0.020  100000
-10.169     29   0.000  0.000  0.000  0.272  1.000  4.560  5.790  1.531  0.020  100000
-12.048     29   0.000  0.000  0.000  -0.826  1.000  4.560  5.790  1.531  0.020  100000
-10.757     29   0.000  0.000  0.000  0.600  1.000  4.560  5.790  1.531  0.020  100000
-13.547     29   0.000  0.000  0.000  -1.322  1.000  4.560  5.790  1.531  0.020  100000
-9.497     30   0.000  0.000  0.000  1.701  1.000  4.560  5.790  1.531  0.020  100000
-10.977     30   0.000  0.000  0.000  -0.566  1.000  4.560  5.790  1.531  0.020  100000
-9.901     29   0.000  0.000  0.000  0.566  1.000  4.560  5.790  1.531  0.020  100000
-11.529     29   0.000  0.000  0.000  -0.643  1.000  4.560  5.790  1.531  0.020  100000
-11.213     29   0.000  0.000  0.000  0.169  1.000  4.560  5.790  1.531  0.020  100000
-10.862     29   0.000  0.000  0.000  0.104  1.000  4.560  5.790  1.531  0.020  100000
-8.779     30   0.000  0.000  0.000  0.916  1.000  4.560  5.790  1.531  0.020  100000
-8.019     30   0.000  0.000  0.000  0.513  1.000  4.560  5.790  1.531  0.020  100000
-9.440     30   0.000  0.000  0.000  -0.413  1.000  4.560  5.790  1.531  0.020  100000
-7.856     29   0.000  0.000  0.000  0.855  1.000  4.560  5.790  1.531  0.020  100000
-7.063     29   0.000  0.000  0.000  0.688  1.000  4.560  5.790  1.531  0.020  100000
-5.877     29   0.000  0.000  0.000  0.936  1.000  4.560  5.790  1.531  0.020  100000
-8.520     29   0.000  0.000  0.000  -0.789  1.000  4.560  5.790  1.531  0.020  100000
-7.282     29   0.000  0.000  0.000  0.847  1.000  4.560  5.790  1.531  0.020  100000
-8.447     30   0.000  0.000  0.000  -0.064  1.000  4.560  5.790  1.531  0.020  100000
-9.988     30   0.000  0.000  0.000  -0.496  1.000  4.560  5.790  1.531  0.020  100000
-10.577     30   0.000  0.000  0.000  -0.059  1.000  4.560  5.790  1.531  0.020  100000
-11.827     29   0.000  0.000  0.000  -0.457  1.000  4.560  5.790  1.531  0.020  100000
-13.925     30   0.000  0.000  0.000  -0.996  1.000  4.560  5.790  1.531  0.020  100000
-12.086     30   0.000  0.000  0.000  0.663  1.000  4.560  5.790  1.531  0.020  100000
-11.498     29   0.000  0.000  0.000  0.303  1.000  4.560  5.790  1.531  0.020  100000
-12.298     29   0.000  0.000  0.000  -0.299  1.000  4.560  5.790  1.531  0.020  100000
-11.373     29   0.000  0.000  0.000  0.392  1.000  4.560  5.790  1.531  0.020  100000
-11.196     29   0.000  0.000  0.000  0.155  1.000  4.560  5.790  1.531  0.020  100000
-14.037     28   0.000  0.000  0.000  -1.298  1.000  4.560  5.790  1.531  0.020  100000
-14.503     29   0.000  0.000  0.000  -0.421  1.000  4.560  5.790  1.531  0.020  100000
-13.059     29   0.000  0.000  0.000  0.437  1.000  4.560  5.790  1.531  0.020  100000
-12.353     29   0.000  0.000  0.000  0.171  1.000  4.560  5.790  1.531  0.020  100000
-14.945     29   0.000  0.000  0.000  -1.356  1.000  4.560  5.790  1.531  0.020  100000
-10.714     29   0.000  0.000  0.000  1.655  1.000  4.560  5.790  1.531  0.020  100000
-11.581     30   0.000  0.000  0.000  -0.410  1.000  4.560  5.790  1.531  0.020  100000
-10.127     29   0.000  0.000  0.000  0.767  1.000  4.560  5.790  1.531  0.020  100000
-11.250     29   0.000  0.000  0.000  -0.489  1.000  4.560  5.790  1.531  0.020  100000
-10.350     29   0.000  0.000  0.000  0.496  1.000  4.560  5.790  1.531  0.020  100000
-10.389     30   0.000  0.000  0.000  0.045  1.000  4.560  5.790  1.531  0.020  100000
-10.375     29   0.000  0.000  0.000  0.089  1.000  4.560  5.790  1.531  0.020  100000
-10.151     30   0.000  0.000  0.000  0.259  1.000  4.560  5.790  1.531  0.020  100000
-10.425     30   0.000  0.000  0.000  0.165  1.000  4.560  5.790  1.531  0.020  100000
-11.671     30   0.000  0.000  0.000  -0.425  1.000  4.560  5.790  1.531  0.020  100000
-13.390     29   0.000  0.000  0.000  -0.770  1.000  4.560  5.790  1.531  0.020  100000
-13.842     30   0.000  0.000  0.000  -0.290  1.000  4.560  5.790  1.531  0.020  100000
-13.085     30   0.000  0.000  0.000  0.209  1.000  4.560  5.790  1.531  0.020  100000
-12.983     29   0.000  0.000  0.000  -0.007  1.000  4.560  5.790  1.531  0.020  100000
-12.017     29   0.000  0.000  0.000  0.395  1.000  4.560  5.790  1.531  0.020  100000
-13.264     29   0.000  0.000  0.000  -0.640  1.000  4.560  5.790  1.531  0.020  100000
-11.705     29   0.000  0.000  0.000  0.671  1.000  4.560  5.790  1.531  0.020  100000
-10.441     29   0.000  0.000  0.000  0.590  1.000  4.560  5.790  1.531  0.020  100000
-10.565     29   0.000  0.000  0.000  0.126  1.000  4.560  5.790  1.531  0.020  100000
-10.334     29   0.000  0.000  0.000  0.185  1.000  4.560  5.790  1.531  0.020  100000
-9.481     30   0.000  0.000  0.000  0.493  1.000  4.560  5.790  1.531  0.020  100000
-10.132     29   0.000  0.000  0.000  -0.180  1.000  4.560  5.790  1.531  0.020  100000
-8.464     29   0.000  0.000  0.000  0.866  1.000  4.560  5.790  1.531  0.020  100000
