SetPt[mA]  I_m[mA] theta_l[deg]  theta_c[deg]  T_sea[N.m]  T_acc[N.m]  acc_hum[rad/s2]  acc_exo[rad/s2]  vel_hum[rad/s]  vel_exo[rad/s]
-4888.167    -22   4.219  3.282  -2.073  -153.343  -5.435  -6.175  -2.966  -3.258
-4477.827    -15   3.164  2.242  -1.993  -54.532  -2.817  -3.619  -3.000  -3.297
-4477.827    -15   3.164  2.242  -1.993  -54.532  -2.817  -3.619  -3.000  -3.297
-4018.433    -16   2.109  1.223  -1.916  4.690  -1.319  -2.215  -3.017  -3.321
-4018.433    -16   2.109  1.223  -1.916  4.690  -1.319  -2.215  -3.017  -3.321
-3705.036    -25   1.055  0.161  -1.857  -16.777  -0.936  -0.970  -3.027  -3.333
-3705.036    -25   1.055  0.161  -1.857  -16.777  -0.936  -0.970  -3.027  -3.333
-3529.558    -22   0.176  -0.856  -1.860  -43.434  -0.512  0.469  -3.032  -3.335
-3389.275    -34   -1.055  -1.896  -1.793  -60.603  -0.211  1.438  -3.034  -3.327
-3188.307    -29   -6.328  -7.017  -1.684  -20.327  0.735  2.235  -3.031  -3.313
-3089.164    -21   -7.031  -7.758  -1.611  -43.903  1.912  4.998  -3.021  -3.283
-2989.118    -22   -7.031  -8.472  -1.813  -0.299  3.281  6.497  -3.001  -3.238
-2766.501    -22   -7.734  -8.472  -1.718  -11.304  4.532  9.082  -2.970  -3.175
-2582.484    -54   -8.262  -9.186  -1.709  34.926  5.963  10.619  -2.928  -3.097
-1791.280    -30   -8.965  -9.898  -1.706  304.201  9.470  10.698  -2.865  -3.012
-1022.936    -30   -8.965  -9.898  -1.704  361.562  10.712  11.640  -2.786  -2.922
-1022.936    -30   -8.965  -9.898  -1.704  361.562  10.712  11.640  -2.786  -2.922
-413.288    -30   -9.668  -10.614  -1.707  353.829  11.381  13.075  -2.698  -2.822
-413.288    -30   -9.668  -10.614  -1.707  353.829  11.381  13.075  -2.698  -2.822
114.417    -31   -10.547  -11.681  -1.777  374.883  12.379  14.432  -2.602  -2.713
114.417    -31   -10.547  -11.681  -1.777  374.883  12.379  14.432  -2.602  -2.713
634.344    -31   -11.602  -12.733  -1.833  402.394  13.834  16.488  -2.497  -2.589
634.344    -31   -11.602  -12.733  -1.833  402.394  13.834  16.488  -2.497  -2.589
1315.141     65   -12.305  -13.746  -1.990  532.231  16.312  18.004  -2.376  -2.452
1315.141     65   -12.305  -13.746  -1.990  532.231  16.312  18.004  -2.376  -2.452
2318.540    544   -13.184  -14.793  -2.177  725.622  18.811  18.041  -2.236  -2.308
2318.540    544   -13.184  -14.793  -2.177  725.622  18.811  18.041  -2.236  -2.308
2318.540    544   -13.184  -14.793  -2.177  725.622  18.811  18.041  -2.236  -2.308
3277.751   1192   -14.062  -15.703  -2.338  783.888  20.062  19.001  -2.082  -2.159
3277.751   1192   -14.062  -15.703  -2.338  783.888  20.062  19.001  -2.082  -2.159
4153.721   2186   -14.941  -16.845  -2.562  838.427  20.379  18.297  -1.920  -2.010
3604.166   2833   -15.469  -17.354  -2.735  252.994  12.999  18.498  -1.788  -1.862
4414.930   2873   -15.820  -17.535  -2.811  804.141  16.715  12.202  -1.661  -1.741
4414.930   2873   -15.820  -17.535  -2.811  804.141  16.715  12.202  -1.661  -1.741
4411.666   2876   -15.996  -17.586  -2.826  499.491  15.677  17.602  -1.535  -1.615
4411.666   2876   -15.996  -17.586  -2.826  499.491  15.677  17.602  -1.535  -1.615
5028.069   2886   -15.996  -17.522  -2.815  769.259  19.195  17.726  -1.395  -1.479
5028.069   2886   -15.996  -17.522  -2.815  769.259  19.195  17.726  -1.395  -1.479
5853.760   2889   -15.996  -17.283  -2.718  897.173  21.717  19.410  -1.234  -1.330
5853.760   2889   -15.996  -17.283  -2.718  897.173  21.717  19.410  -1.234  -1.330
6421.184   2861   -15.820  -16.842  -2.545  839.765  22.064  21.465  -1.060  -1.167
6421.184   2861   -15.820  -16.842  -2.545  839.765  22.064  21.465  -1.060  -1.167
6418.062   1795   -15.469  -16.219  -2.307  616.368  20.578  24.044  -0.889  -0.985
6418.062   1795   -15.469  -16.219  -2.307  616.368  20.578  24.044  -0.889  -0.985
6449.756   1382   -14.941  -15.571  -2.073  622.891  21.338  25.286  -0.719  -0.789
6449.756   1382   -14.941  -15.571  -2.073  622.891  21.338  25.286  -0.719  -0.789
6818.399   2448   -14.414  -14.901  -1.834  760.115  23.998  26.954  -0.537  -0.579
6818.399   2448   -14.414  -14.901  -1.834  760.115  23.998  26.954  -0.537  -0.579
7661.684   2092   -13.711  -14.088  -1.604  994.725  27.222  27.350  -0.333  -0.362
7933.128   1641   -12.832  -13.208  -1.419  803.873  25.921  29.482  -0.124  -0.134
8034.192   1159   -8.438  -8.739  -1.243  733.689  25.333  30.031  0.083  0.103
8087.570   1096   -7.559  -8.089  -1.187  724.321  25.588  30.690  0.288  0.347
8252.890   1096   -7.559  -8.089  -1.142  755.069  26.136  30.929  0.495  0.593
8672.247   1064   -6.855  -7.447  -1.128  877.307  27.051  29.666  0.708  0.835
9230.668    907   -6.152  -6.797  -1.137  965.197  27.473  28.318  0.925  1.068
9514.359    837   -5.449  -6.142  -1.161  880.696  25.543  26.707  1.137  1.289
9660.873    837   -5.449  -6.142  -1.180  832.026  23.587  24.186  1.334  1.493
9660.873    837   -5.449  -6.142  -1.180  832.026  23.587  24.186  1.334  1.493
9585.619    661   -3.867  -4.808  -1.286  749.045  21.850  22.906  1.517  1.682
9585.619    661   -3.867  -4.808  -1.286  749.045  21.850  22.906  1.517  1.682
9689.100    541   -3.164  -4.131  -1.380  803.803  21.220  20.397  1.690  1.854
9689.100    541   -3.164  -4.131  -1.380  803.803  21.220  20.397  1.690  1.854
9689.100    541   -3.164  -4.131  -1.380  803.803  21.220  20.397  1.690  1.854
9790.154    460   -2.285  -3.422  -1.518  813.842  20.627  19.045  1.857  2.013
9790.154    460   -2.285  -3.422  -1.518  813.842  20.627  19.045  1.857  2.013
9848.635    268   -0.703  -2.006  -1.688  796.882  19.713  17.750  2.018  2.160
9848.635    268   -0.703  -2.006  -1.688  796.882  19.713  17.750  2.018  2.160
9766.948    175   0.527  -0.979  -1.898  736.417  18.299  16.562  2.170  2.297
9766.948    175   0.527  -0.979  -1.898  736.417  18.299  16.562  2.170  2.297
9492.617     85   1.758  0.100  -2.121  635.300  16.354  15.351  2.308  2.424
9492.617     85   1.758  0.100  -2.121  635.300  16.354  15.351  2.308  2.424
9137.322     39   2.988  1.104  -2.382  573.628  15.333  14.923  2.436  2.546
9137.322     39   2.988  1.104  -2.382  573.628  15.333  14.923  2.436  2.546
8715.588     21   4.395  2.221  -2.696  511.010  14.307  14.502  2.554  2.663
8715.588     21   4.395  2.221  -2.696  511.010  14.307  14.502  2.554  2.663
8295.336     24   5.273  3.204  -2.909  449.035  12.980  13.492  2.663  2.774
8295.336     24   5.273  3.204  -2.909  449.035  12.980  13.492  2.663  2.774
7755.645     14   6.328  4.255  -3.080  356.722  11.628  13.162  2.761  2.881
7755.645     14   6.328  4.255  -3.080  356.722  11.628  13.162  2.761  2.881
7317.847     -6   7.383  5.306  -3.219  345.263  10.832  11.924  2.852  2.981
7317.847     -6   7.383  5.306  -3.219  345.263  10.832  11.924  2.852  2.981
6831.484     -5   8.438  6.356  -3.331  276.816  9.824  11.661  2.934  3.076
6831.484     -5   8.438  6.356  -3.331  276.816  9.824  11.661  2.934  3.076
6342.677     -1   9.492  7.420  -3.418  224.865  8.731  10.835  3.008  3.166
6342.677     -1   9.492  7.420  -3.418  224.865  8.731  10.835  3.008  3.166
5709.140      7   10.547  8.469  -3.489  110.439  7.013  10.331  3.071  3.251
5709.140      7   10.547  8.469  -3.489  110.439  7.013  10.331  3.071  3.251
5709.140      7   10.547  8.469  -3.489  110.439  7.013  10.331  3.071  3.251
5370.188     11   11.777  9.555  -3.598  188.575  7.492  9.322  3.130  3.329
5370.188     11   11.777  9.555  -3.598  188.575  7.492  9.322  3.130  3.329
5154.553     16   13.184  11.088  -3.639  195.515  7.105  8.406  3.187  3.400
5154.553     16   13.184  11.088  -3.639  195.515  7.105  8.406  3.187  3.400
4861.878     25   14.238  12.173  -3.661  143.176  5.588  6.796  3.237  3.461
4435.700     41   15.293  13.178  -3.697  56.686  3.621  5.162  3.275  3.509
3957.391     66   20.566  17.880  -3.933  22.303  2.673  4.190  3.301  3.547
3242.710     63   21.270  18.588  -4.121  -153.609  -0.386  2.646  3.309  3.574
2974.784     53   21.973  19.307  -4.265  -12.451  0.279  0.478  3.311  3.586
3235.474     53   21.973  19.307  -4.381  203.407  0.620  -4.072  3.313  3.571
3285.080     74   22.676  20.033  -4.464  134.256  -2.715  -8.642  3.302  3.522
2564.006     24   23.379  20.741  -4.529  -202.692  -8.414  -11.209  3.258  3.444
1621.192     24   23.379  20.741  -4.581  -360.907  -12.137  -14.377  3.179  3.341
1621.192     24   23.379  20.741  -4.581  -360.907  -12.137  -14.377  3.179  3.341
654.771     16   24.785  22.185  -4.609  -455.032  -11.660  -11.196  3.086  3.241
654.771     16   24.785  22.185  -4.609  -455.032  -11.660  -11.196  3.086  3.241
654.771     16   24.785  22.185  -4.609  -455.032  -11.660  -11.196  3.086  3.241
245.220     31   25.488  22.902  -4.626  -280.677  -13.014  -17.934  2.985  3.117
245.220     31   25.488  22.902  -4.626  -280.677  -13.014  -17.934  2.985  3.117
-501.352     20   26.543  24.186  -4.556  -475.357  -14.683  -16.354  2.873  2.986
-501.352     20   26.543  24.186  -4.556  -475.357  -14.683  -16.354  2.873  2.986
-864.911     42   27.422  25.191  -4.455  -358.117  -14.341  -18.506  2.757  2.844
-864.911     42   27.422  25.191  -4.455  -358.117  -14.341  -18.506  2.757  2.844
-1852.227   -397   28.125  26.225  -4.253  -678.398  -18.451  -18.505  2.624  2.696
-1852.227   -397   28.125  26.225  -4.253  -678.398  -18.451  -18.505  2.624  2.696
-2775.169   -786   29.004  27.198  -4.057  -721.224  -18.899  -18.313  2.477  2.549
-2775.169   -786   29.004  27.198  -4.057  -721.224  -18.899  -18.313  2.477  2.549
-3747.620  -1680   29.707  28.064  -3.841  -826.186  -19.755  -17.408  2.322  2.405
-3747.620  -1680   29.707  28.064  -3.841  -826.186  -19.755  -17.408  2.322  2.405
-4709.105  -2579   30.410  28.757  -3.672  -892.753  -20.374  -16.995  2.161  2.267
-4709.105  -2579   30.410  28.757  -3.672  -892.753  -20.374  -16.995  2.161  2.267
-5348.374  -2836   30.937  29.168  -3.580  -820.814  -19.165  -16.483  2.003  2.133
-5348.374  -2836   30.937  29.168  -3.580  -820.814  -19.165  -16.483  2.003  2.133
-5839.132  -2876   31.465  29.324  -3.641  -785.221  -19.585  -18.158  1.847  1.994
-5839.132  -2876   31.465  29.324  -3.641  -785.221  -19.585  -18.158  1.847  1.994
-5990.298  -2892   31.641  29.239  -3.785  -666.227  -19.077  -20.075  1.693  1.842
-5990.298  -2892   31.641  29.239  -3.785  -666.227  -19.077  -20.075  1.693  1.842
-6137.111  -2894   31.465  28.963  -3.937  -667.824  -20.845  -23.355  1.532  1.668
-6137.111  -2894   31.465  28.963  -3.937  -667.824  -20.845  -23.355  1.532  1.668
-5855.933  -2840   31.113  28.485  -4.104  -469.854  -20.339  -27.136  1.369  1.467
-5855.933  -2840   31.113  28.485  -4.104  -469.854  -20.339  -27.136  1.369  1.467
-6060.130  -1782   30.762  27.917  -4.317  -641.640  -23.979  -29.790  1.190  1.241
-6060.130  -1782   30.762  27.917  -4.317  -641.640  -23.979  -29.790  1.190  1.241
-4393.830  -1817   30.059  27.244  -4.476  186.923  -14.641  -32.066  1.042  0.994
-6071.507  -2477   29.355  26.535  -4.605  -1159.443  -25.344  -19.694  0.869  0.791
-4344.181  -2082   28.828  25.946  -4.731  241.740  -13.176  -30.493  0.729  0.575
-4831.304  -1665   28.301  25.348  -4.857  -585.802  -23.250  -29.414  0.570  0.345
-4752.984   -761   23.555  21.185  -4.746  -395.869  -22.033  -31.615  0.398  0.100
-5401.484   -692   22.852  20.496  -4.651  -674.639  -26.743  -33.684  0.200  -0.161
-6214.452   -692   22.852  20.496  -4.576  -798.172  -27.417  -31.911  -0.013  -0.421
-6984.979   -590   22.148  19.825  -4.504  -840.770  -26.168  -28.490  -0.228  -0.664
-7983.224   -502   21.445  19.147  -4.437  -1000.507  -26.775  -25.770  -0.442  -0.884
-8961.364   -501   20.742  18.468  -4.375  -1071.835  -25.796  -22.222  -0.652  -1.076
-9934.149   -501   20.742  18.468  -4.325  -1149.719  -23.917  -16.852  -0.851  -1.232
-10732.124   -468   20.215  17.789  -4.341  -1140.860  -24.522  -18.273  -1.047  -1.377
-10732.124   -468   20.215  17.789  -4.341  -1140.860  -24.522  -18.273  -1.047  -1.377
-11068.071   -433   19.512  17.109  -4.345  -1005.325  -21.807  -16.487  -1.230  -1.512
-11068.071   -433   19.512  17.109  -4.345  -1005.325  -21.807  -16.487  -1.230  -1.512
-11280.225   -416   18.633  16.288  -4.327  -972.862  -21.099  -15.992  -1.403  -1.641
-11280.225   -416   18.633  16.288  -4.327  -972.862  -21.099  -15.992  -1.403  -1.641
-11266.864   -383   17.578  15.292  -4.291  -884.285  -19.695  -15.531  -1.566  -1.767
-11266.864   -383   17.578  15.292  -4.291  -884.285  -19.695  -15.531  -1.566  -1.767
-11163.902   -333   16.523  14.290  -4.243  -836.783  -18.628  -14.707  -1.720  -1.888
-11163.902   -333   16.523  14.290  -4.243  -836.783  -18.628  -14.707  -1.720  -1.888
-10984.646   -329   15.469  13.262  -4.196  -785.742  -17.850  -14.508  -1.866  -2.005
-10984.646   -329   15.469  13.262  -4.196  -785.742  -17.850  -14.508  -1.866  -2.005
-10705.295   -259   14.414  12.226  -4.151  -718.261  -16.479  -13.585  -2.002  -2.117
-10705.295   -259   14.414  12.226  -4.151  -718.261  -16.479  -13.585  -2.002  -2.117
-10256.440   -194   13.359  11.229  -4.094  -612.553  -15.087  -13.535  -2.129  -2.226
-10256.440   -194   13.359  11.229  -4.094  -612.553  -15.087  -13.535  -2.129  -2.226
-9768.376   -122   12.305  10.160  -4.053  -545.147  -13.541  -12.262  -2.243  -2.328
-9768.376   -122   12.305  10.160  -4.053  -545.147  -13.541  -12.262  -2.243  -2.328
-8753.777    -37   11.250  9.161  -4.001  -262.390  -9.593  -11.641  -2.335  -2.425
-8442.117      6   10.020  8.140  -3.883  -493.029  -10.662  -8.094  -2.419  -2.502
-7873.669      4   9.316  7.435  -3.789  -335.079  -9.274  -9.298  -2.497  -2.575
-7873.669      4   9.316  7.435  -3.789  -335.079  -9.274  -9.298  -2.497  -2.575
-7873.669      4   9.316  7.435  -3.789  -335.079  -9.274  -9.298  -2.497  -2.575
-7432.851     12   8.613  6.711  -3.721  -338.064  -8.740  -8.223  -2.569  -2.643
-7432.851     12   8.613  6.711  -3.721  -338.064  -8.740  -8.223  -2.569  -2.643
-6995.471      1   7.383  5.519  -3.653  -297.688  -8.450  -8.653  -2.637  -2.711
-6995.471      1   7.383  5.519  -3.653  -297.688  -8.450  -8.653  -2.637  -2.711
-6455.432     13   6.328  4.433  -3.610  -204.236  -6.716  -7.635  -2.697  -2.775
-6455.432     13   6.328  4.433  -3.610  -204.236  -6.716  -7.635  -2.697  -2.775
-6026.208     12   5.449  3.423  -3.624  -195.091  -6.857  -8.110  -2.753  -2.839
-5321.545     18   4.395  2.391  -3.627  -35.277  -4.397  -7.309  -2.797  -2.900
-4943.871     10   3.691  1.668  -3.636  -112.544  -4.731  -6.054  -2.835  -2.953
-4565.909     19   -2.461  -4.597  -3.685  -70.459  -3.960  -5.598  -2.869  -3.001
-4072.063     20   -3.164  -5.346  -3.740  16.014  -2.642  -5.180  -2.895  -3.044
-3697.015     20   -3.164  -5.346  -3.784  7.626  -2.028  -3.800  -2.914  -3.079
-3309.706     18   -4.043  -6.066  -3.761  39.606  -1.299  -3.177  -2.927  -3.108
-3104.084      8   -4.922  -6.788  -3.686  -9.104  -0.989  -1.405  -2.936  -3.125
-3049.397     40   -5.625  -7.510  -3.633  -52.526  -0.807  -0.013  -2.943  -3.132
-3090.994     40   -5.625  -7.510  -3.591  -93.217  -1.177  0.260  -2.951  -3.131
-3002.117     33   -6.504  -8.233  -3.500  -47.171  -0.073  1.216  -2.955  -3.125
-2624.580      7   -7.207  -8.953  -3.433  99.122  1.387  0.436  -2.950  -3.118
-2172.805     23   -8.086  -9.673  -3.322  155.620  2.042  0.316  -2.938  -3.114
-1867.623     23   -8.086  -9.673  -3.233  137.741  2.117  0.904  -2.921  -3.109
-1867.623     23   -8.086  -9.673  -3.233  137.741  2.117  0.904  -2.921  -3.109
-1838.311     14   -8.789  -10.408  -3.174  40.501  1.607  2.295  -2.906  -3.096
-1838.311     14   -8.789  -10.408  -3.174  40.501  1.607  2.295  -2.906  -3.096
-1639.024     -7   -9.844  -11.413  -3.109  114.788  2.886  2.911  -2.887  -3.076
-1639.024     -7   -9.844  -11.413  -3.109  114.788  2.886  2.911  -2.887  -3.076
-1639.024     -7   -9.844  -11.413  -3.109  114.788  2.886  2.911  -2.887  -3.076
-1472.748      6   -10.898  -12.422  -3.040  115.539  4.025  5.035  -2.860  -3.044
-1472.748      6   -10.898  -12.422  -3.040  115.539  4.025  5.035  -2.860  -3.044
-1349.680    -14   -12.305  -14.002  -3.048  119.092  5.146  7.049  -2.823  -2.997
-1349.680    -14   -12.305  -14.002  -3.048  119.092  5.146  7.049  -2.823  -2.997
-1021.124      6   -13.359  -15.050  -3.052  210.606  6.885  8.104  -2.775  -2.937
-1021.124      6   -13.359  -15.050  -3.052  210.606  6.885  8.104  -2.775  -2.937
-681.189    -11   -14.414  -16.083  -3.048  240.986  8.577  10.542  -2.714  -2.861
-681.189    -11   -14.414  -16.083  -3.048  240.986  8.577  10.542  -2.714  -2.861
-144.796      5   -15.469  -17.166  -3.054  356.756  10.670  11.680  -2.637  -2.773
-144.796      5   -15.469  -17.166  -3.054  356.756  10.670  11.680  -2.637  -2.773
649.656     15   -16.523  -18.238  -3.066  514.836  13.129  12.496  -2.542  -2.676
649.656     15   -16.523  -18.238  -3.066  514.836  13.129  12.496  -2.542  -2.676
1361.407     20   -17.402  -19.284  -3.136  551.224  14.450  14.111  -2.432  -2.569
1361.407     20   -17.402  -19.284  -3.136  551.224  14.450  14.111  -2.432  -2.569
967.941    546   -18.281  -20.263  -3.229  109.466  8.787  14.075  -2.341  -2.457
1817.229   1241   -19.160  -21.242  -3.339  633.034  12.891  9.171  -2.247  -2.365
1952.651    990   -19.687  -21.863  -3.462  381.434  12.220  13.980  -2.151  -2.266
1952.651    990   -19.687  -21.863  -3.462  381.434  12.220  13.980  -2.151  -2.266
2340.411   1588   -20.215  -22.418  -3.570  498.620  13.670  13.881  -2.047  -2.159
2999.819   1823   -20.742  -22.883  -3.633  643.814  16.210  15.169  -1.927  -2.043
3745.388   2238   -21.973  -23.646  -3.513  710.032  17.574  16.151  -1.793  -1.918
4092.828   2746   -21.621  -23.405  -3.458  614.872  17.293  17.923  -1.655  -1.781
4218.343   2821   -21.445  -23.066  -3.354  518.189  16.587  18.915  -1.518  -1.635
4226.162   2821   -21.445  -23.066  -3.271  475.483  16.849  20.411  -1.383  -1.477
4520.256   1991   -21.094  -22.640  -3.178  589.118  18.980  21.656  -1.239  -1.309
4967.596   1231   -20.566  -22.177  -3.127  681.622  20.451  22.171  -1.083  -1.134
5514.879   1231   -20.566  -22.177  -3.086  753.614  21.290  22.001  -0.917  -0.957
5514.879   1231   -20.566  -22.177  -3.086  753.614  21.290  22.001  -0.917  -0.957
6029.662   1955   -19.512  -21.140  -3.060  780.559  21.339  21.437  -0.746  -0.783
6029.662   1955   -19.512  -21.140  -3.060  780.559  21.339  21.437  -0.746  -0.783
5115.607   1587   -18.984  -20.538  -3.012  168.153  13.898  22.150  -0.607  -0.607
5998.948   1145   -18.633  -19.875  -2.860  876.136  18.875  14.432  -0.467  -0.465
6202.404    904   -18.105  -19.247  -2.701  646.384  18.692  19.636  -0.322  -0.320
6202.404    904   -18.105  -19.247  -2.701  646.384  18.692  19.636  -0.322  -0.320
6202.404    904   -18.105  -19.247  -2.701  646.384  18.692  19.636  -0.322  -0.320
6651.698    778   -17.754  -18.586  -2.462  751.095  19.857  19.309  -0.169  -0.169
5717.335    841   -16.875  -17.513  -2.200  160.621  13.558  21.650  -0.038  -0.006
6486.016    900   -16.172  -16.862  -2.010  848.128  18.319  14.018  0.097  0.133
6486.016    900   -16.172  -16.862  -2.010  848.128  18.319  14.018  0.097  0.133
6246.214    917   -15.645  -16.213  -1.813  441.850  16.916  21.166  0.233  0.283
6246.214    917   -15.645  -16.213  -1.813  441.850  16.916  21.166  0.233  0.283
6439.714   1019   -14.941  -15.561  -1.675  615.171  19.815  22.423  0.382  0.451
6439.714   1019   -14.941  -15.561  -1.675  615.171  19.815  22.423  0.382  0.451
7151.935   1028   -13.887  -14.705  -1.637  863.496  23.947  24.204  0.556  0.637
7151.935   1028   -13.887  -14.705  -1.637  863.496  23.947  24.204  0.556  0.637
7871.381    940   -12.832  -13.729  -1.635  916.487  24.987  24.881  0.749  0.833
7871.381    940   -12.832  -13.729  -1.635  916.487  24.987  24.881  0.749  0.833
8014.632    838   -11.777  -12.804  -1.681  716.854  22.394  24.800  0.938  1.032
8014.632    838   -11.777  -12.804  -1.681  716.854  22.394  24.800  0.938  1.032
8019.364    739   -10.723  -11.818  -1.742  655.584  20.869  23.381  1.114  1.225
8019.364    739   -10.723  -11.818  -1.742  655.584  20.869  23.381  1.114  1.225
8174.348    691   -9.844  -10.874  -1.768  707.623  20.987  22.328  1.283  1.409
8174.348    691   -9.844  -10.874  -1.768  707.623  20.987  22.328  1.283  1.409
8509.091    647   -8.789  -9.896  -1.817  800.557  21.338  20.740  1.452  1.582
8509.091    647   -8.789  -9.896  -1.817  800.557  21.338  20.740  1.452  1.582
8664.145    526   -7.734  -8.889  -1.873  738.461  20.264  20.216  1.617  1.747
8664.145    526   -7.734  -8.889  -1.873  738.461  20.264  20.216  1.617  1.747
8824.584    497   -6.680  -7.861  -1.927  745.763  19.943  19.437  1.778  1.905
8901.434    408   -5.625  -6.897  -2.004  718.159  18.979  18.292  1.934  2.055
8707.707     22   0.352  -1.778  -2.378  639.806  17.161  16.762  2.078  2.195
8443.247     15   1.230  -1.056  -2.734  554.211  15.546  15.786  2.210  2.326
8172.066     29   1.934  -0.335  -3.012  519.661  14.720  15.060  2.331  2.450
7927.045     29   1.934  -0.335  -3.234  499.895  14.035  14.242  2.446  2.566
7789.630      0   2.813  0.401  -3.464  525.125  14.071  13.702  2.559  2.678
7679.278     21   3.340  1.109  -3.581  499.963  13.686  13.585  2.669  2.787
7639.338     21   3.340  1.109  -3.675  523.408  13.648  12.952  2.778  2.893
7639.338     21   3.340  1.109  -3.675  523.408  13.648  12.952  2.778  2.893
7368.342     12   4.922  2.554  -3.801  414.409  11.937  12.358  2.880  2.994
7368.342     12   4.922  2.554  -3.801  414.409  11.937  12.358  2.880  2.994
7141.867     36   5.625  3.271  -3.896  397.171  11.074  11.146  2.973  3.088
7141.867     36   5.625  3.271  -3.896  397.171  11.074  11.146  2.973  3.088
6702.581     15   6.328  4.020  -3.955  274.210  9.430  11.006  3.055  3.178
6702.581     15   6.328  4.020  -3.955  274.210  9.430  11.006  3.055  3.178
6702.581     15   6.328  4.020  -3.955  274.210  9.430  11.006  3.055  3.178
6036.994      7   7.383  5.070  -4.004  129.678  6.798  9.512  3.120  3.259
6036.994      7   7.383  5.070  -4.004  129.678  6.798  9.512  3.120  3.259
5290.408     13   8.965  6.643  -4.046  27.643  5.463  9.425  3.170  3.335
5290.408     13   8.965  6.643  -4.046  27.643  5.463  9.425  3.170  3.335
4630.007      4   10.020  7.669  -4.091  -4.056  4.596  8.516  3.210  3.407
4630.007      4   10.020  7.669  -4.091  -4.056  4.596  8.516  3.210  3.407
4010.753     10   11.074  8.757  -4.114  -51.445  3.034  6.676  3.240  3.467
4010.753     10   11.074  8.757  -4.114  -51.445  3.034  6.676  3.240  3.467
3645.464     13   12.129  9.831  -4.125  5.261  2.835  4.901  3.264  3.514
3645.464     13   12.129  9.831  -4.125  5.261  2.835  4.901  3.264  3.514
3233.899     42   13.359  10.811  -4.226  -35.537  1.543  3.428  3.280  3.548
3233.899     42   13.359  10.811  -4.226  -35.537  1.543  3.428  3.280  3.548
2736.828     69   14.766  11.891  -4.425  -104.975  -0.091  2.004  3.286  3.570
2736.828     69   14.766  11.891  -4.425  -104.975  -0.091  2.004  3.286  3.570
2891.193    110   15.820  12.916  -4.595  134.622  0.981  -1.756  3.291  3.570
2891.193    110   15.820  12.916  -4.595  134.622  0.981  -1.756  3.291  3.570
3403.013    111   17.051  13.929  -4.810  326.494  1.232  -5.869  3.299  3.540
3403.013    111   17.051  13.929  -4.810  326.494  1.232  -5.869  3.299  3.540
3111.958    106   18.105  15.004  -4.975  5.762  -5.624  -10.995  3.278  3.473
3111.958    106   18.105  15.004  -4.975  5.762  -5.624  -10.995  3.278  3.473
2282.255     83   19.160  16.029  -5.117  -253.499  -9.798  -12.559  3.221  3.381
2282.255     83   19.160  16.029  -5.117  -253.499  -9.798  -12.559  3.221  3.381
1272.221     76   20.215  17.041  -5.246  -401.385  -13.813  -16.528  3.128  3.263
1272.221     76   20.215  17.041  -5.246  -401.385  -13.813  -16.528  3.128  3.263
1272.221     76   20.215  17.041  -5.246  -401.385  -13.813  -16.528  3.128  3.263
296.468     63   21.270  18.081  -5.355  -469.295  -16.251  -19.456  3.008  3.119
296.468     63   21.270  18.081  -5.355  -469.295  -16.251  -19.456  3.008  3.119
-878.138     49   22.500  19.646  -5.320  -657.353  -19.064  -20.197  2.866  2.961
-2194.155     20   23.379  20.729  -5.218  -814.239  -21.603  -21.193  2.702  2.794
-3000.405   -880   26.719  24.933  -4.821  -736.611  -20.949  -21.830  2.533  2.622
-3760.267  -1888   27.070  25.376  -4.470  -746.471  -21.159  -21.981  2.363  2.446
-4764.087  -1888   27.070  25.376  -4.190  -918.567  -22.724  -20.784  2.186  2.275
-5673.805  -2727   27.422  25.724  -3.967  -955.756  -22.476  -19.440  2.006  2.114
-6392.042  -2848   27.773  25.921  -3.846  -932.414  -21.431  -18.064  1.831  1.963
-6670.278  -2865   27.949  25.993  -3.787  -790.753  -18.717  -16.398  1.670  1.825
-6784.071  -2865   27.949  25.993  -3.739  -735.324  -18.171  -16.727  1.520  1.691
-6784.071  -2865   27.949  25.993  -3.739  -735.324  -18.171  -16.727  1.520  1.691
-6667.171  -2876   27.949  25.947  -3.718  -628.977  -17.090  -17.263  1.379  1.556
-6667.171  -2876   27.949  25.947  -3.718  -628.977  -17.090  -17.263  1.379  1.556
-6449.094  -2887   27.949  25.698  -3.792  -550.523  -17.289  -19.522  1.242  1.409
-6449.094  -2887   27.949  25.698  -3.792  -550.523  -17.289  -19.522  1.242  1.409
-6263.949  -2860   27.773  25.270  -3.943  -530.548  -18.443  -22.152  1.099  1.244
-6263.949  -2860   27.773  25.270  -3.943  -530.548  -18.443  -22.152  1.099  1.244
-6281.655  -1666   27.422  24.637  -4.166  -585.178  -20.850  -25.330  0.943  1.055
-6281.655  -1666   27.422  24.637  -4.166  -585.178  -20.850  -25.330  0.943  1.055
-6293.015  -1802   26.895  24.025  -4.376  -575.911  -22.075  -27.812  0.772  0.843
-6293.015  -1802   26.895  24.025  -4.376  -575.911  -22.075  -27.812  0.772  0.843
-6453.708  -2335   26.016  23.220  -4.516  -635.735  -24.039  -30.011  0.588  0.612
-6453.708  -2335   26.016  23.220  -4.516  -635.735  -24.039  -30.011  0.588  0.612
-6913.741  -1649   25.313  22.414  -4.666  -761.815  -26.085  -30.771  0.387  0.369
