SetPt[mA]  I_m[mA] theta_l[deg]  theta_c[deg]  T_sea[N.m]  T_acc[N.m]  acc_hum[rad/s2]  acc_exo[rad/s2]  vel_hum[rad/s]  vel_exo[rad/s]
-12.262     31   0.000  0.000  0.000  -1.992  -0.008  0.042  -0.009  -0.016
-30.234     31   0.000  0.000  0.000  -8.187  -0.160  -0.095  -0.010  -0.016
-36.685     30   0.000  0.000  0.000  -4.767  0.016  0.153  -0.010  -0.016
-0.593     30   0.000  0.000  0.000  13.931  0.124  -0.095  -0.009  -0.016
-9.600     30   0.000  0.000  0.000  -2.932  -0.201  -0.300  -0.010  -0.017
-21.848     30   0.000  0.000  0.000  -5.366  -0.021  0.099  -0.011  -0.018
-16.969     31   0.000  0.000  0.000  1.275  0.021  0.018  -0.011  -0.018
-21.551     31   0.000  0.000  0.000  -2.548  -0.033  0.008  -0.011  -0.018
-15.625     31   0.000  0.000  0.000  1.795  -0.001  -0.037  -0.011  -0.018
-4.782     30   0.000  0.000  0.000  4.600  0.005  -0.092  -0.011  -0.018
7.594     31   0.000  0.000  0.000  6.235  0.082  0.013  -0.011  -0.018
-17.800     31   0.000  0.000  0.000  -9.724  -0.072  0.108  -0.011  -0.018
-40.584     30   0.000  0.000  0.000  -10.688  -0.232  -0.170  -0.012  -0.018
3.493     29   0.000  0.000  0.000  17.184  0.301  0.161  -0.011  -0.018
-20.017     29   0.000  0.000  0.000  -9.193  -0.133  -0.021  -0.011  -0.018
-25.281     31   0.000  0.000  0.000  -3.134  -0.032  0.024  -0.011  -0.018
-6.824     30   0.000  0.000  0.000  7.006  0.138  0.100  -0.011  -0.017
-12.606     32   0.000  0.000  0.000  -2.169  -0.063  -0.058  -0.011  -0.017
-1.699     32   0.000  0.000  0.000  4.893  -0.009  -0.126  -0.011  -0.018
35.666     31   0.000  0.000  0.000  17.752  0.228  0.011  -0.010  -0.018
-9.309     32   0.000  0.000  0.000  -15.903  -0.234  -0.048  -0.010  -0.018
-11.799     30   0.000  0.000  0.000  -0.995  0.085  0.194  -0.010  -0.018
4.739     30   0.000  0.000  0.000  7.502  0.025  -0.126  -0.010  -0.018
-9.468     30   0.000  0.000  0.000  -4.915  -0.056  0.023  -0.010  -0.018
-5.833     30   0.000  0.000  0.000  1.754  0.085  0.127  -0.010  -0.017
7.733     31   0.000  0.000  0.000  6.703  0.002  -0.148  -0.010  -0.018
-44.565     33   0.000  0.000  0.000  -21.799  -0.272  0.022  -0.011  -0.018
-8.415     31   0.000  0.000  0.000  13.328  0.157  -0.017  -0.011  -0.018
-7.474     32   0.000  0.000  0.000  0.738  0.005  -0.000  -0.011  -0.018
-27.847     32   0.000  0.000  0.000  -8.707  -0.165  -0.092  -0.012  -0.018
-41.716     33   0.000  0.000  0.000  -7.751  -0.029  0.139  -0.012  -0.018
-26.727     31   0.000  0.000  0.000  4.081  0.017  -0.060  -0.012  -0.018
-36.269     32   0.000  0.000  0.000  -5.693  -0.035  0.079  -0.012  -0.018
-5.308     32   0.000  0.000  0.000  11.828  0.061  -0.163  -0.012  -0.018
-13.619     32   0.000  0.000  0.000  -3.097  -0.053  -0.017  -0.012  -0.019
6.518     32   0.000  0.000  0.000  8.979  0.100  -0.019  -0.012  -0.019
10.287     32   0.000  0.000  0.000  3.400  0.058  0.037  -0.011  -0.019
-46.522     31   0.000  0.000  0.000  -23.681  -0.197  0.208  -0.012  -0.018
17.223     31   0.000  0.000  0.000  25.683  0.215  -0.207  -0.012  -0.018
-1.035     31   0.000  0.000  0.000  -5.662  0.000  0.145  -0.011  -0.018
24.426     31   0.000  0.000  0.000  12.456  0.135  -0.037  -0.010  -0.018
20.709     31   0.000  0.000  0.000  1.537  0.062  0.089  -0.010  -0.017
21.752     31   0.000  0.000  0.000  3.451  -0.018  -0.106  -0.010  -0.018
37.225     31   0.000  0.000  0.000  9.947  0.164  0.080  -0.009  -0.017
-4.801     30   0.000  0.000  0.000  -14.393  -0.280  -0.170  -0.010  -0.018
-7.499     30   0.000  0.000  0.000  -0.737  0.129  0.272  -0.010  -0.017
2.935     31   0.000  0.000  0.000  5.235  -0.091  -0.287  -0.010  -0.018
-2.933     31   0.000  0.000  0.000  -1.391  0.069  0.173  -0.010  -0.018
2.570     31   0.000  0.000  0.000  3.293  0.016  -0.038  -0.010  -0.018
10.430     31   0.000  0.000  0.000  4.873  0.028  -0.054  -0.009  -0.018
1.556     31   0.000  0.000  0.000  -2.015  0.002  0.064  -0.009  -0.018
-52.186     30   0.000  0.000  0.000  -22.982  -0.312  -0.025  -0.011  -0.018
-1.753     30   0.000  0.000  0.000  19.118  0.197  -0.080  -0.011  -0.018
-28.367     30   0.000  0.000  0.000  -11.121  -0.088  0.111  -0.011  -0.018
-0.613     30   0.000  0.000  0.000  11.043  0.101  -0.067  -0.010  -0.018
-17.488     30   0.000  0.000  0.000  -6.649  -0.033  0.107  -0.010  -0.018
-2.594     32   0.000  0.000  0.000  6.169  0.072  -0.003  -0.010  -0.017
-14.154     32   0.000  0.000  0.000  -4.370  -0.085  -0.046  -0.010  -0.017
-55.476     31   0.000  0.000  0.000  -18.826  -0.251  -0.011  -0.011  -0.018
-22.094     31   0.000  0.000  0.000  11.061  0.151  0.024  -0.012  -0.018
-21.802     30   0.000  0.000  0.000  -0.799  -0.025  -0.019  -0.012  -0.018
-16.809     30   0.000  0.000  0.000  1.312  0.031  0.036  -0.011  -0.018
-4.241     30   0.000  0.000  0.000  5.226  0.034  -0.054  -0.011  -0.018
8.820     30   0.000  0.000  0.000  6.572  0.075  -0.008  -0.011  -0.018
10.865     30   0.000  0.000  0.000  2.814  0.015  -0.029  -0.010  -0.018
0.741     30   0.000  0.000  0.000  -2.537  -0.002  0.066  -0.010  -0.018
9.673     30   0.000  0.000  0.000  5.207  0.020  -0.078  -0.010  -0.018
-8.517     31   0.000  0.000  0.000  -6.294  -0.037  0.092  -0.010  -0.018
-8.517     31   0.000  0.000  0.000  -6.294  -0.037  0.092  -0.010  -0.018
-18.537     30   0.000  0.000  0.000  -4.168  -0.102  -0.082  -0.011  -0.018
-18.537     30   0.000  0.000  0.000  -4.168  -0.102  -0.082  -0.011  -0.018
5.145     31   0.000  0.000  0.000  10.079  0.120  -0.008  -0.011  -0.018
5.145     31   0.000  0.000  0.000  10.079  0.120  -0.008  -0.011  -0.018
-5.454     33   0.000  0.000  0.000  -3.182  -0.070  -0.046  -0.011  -0.018
-5.454     33   0.000  0.000  0.000  -3.182  -0.070  -0.046  -0.011  -0.018
-9.988     30   0.000  0.000  0.000  -1.472  0.013  0.069  -0.011  -0.018
-9.988     30   0.000  0.000  0.000  -1.472  0.013  0.069  -0.011  -0.018
0.025     29   0.000  0.000  0.000  4.788  -0.014  -0.131  -0.011  -0.019
0.025     29   0.000  0.000  0.000  4.788  -0.014  -0.131  -0.011  -0.019
-7.587     30   0.000  0.000  0.000  -2.331  -0.003  0.061  -0.011  -0.019
-7.587     30   0.000  0.000  0.000  -2.331  -0.003  0.061  -0.011  -0.019
-22.616     30   0.000  0.000  0.000  -6.324  -0.094  -0.015  -0.011  -0.019
1.598     30   0.000  0.000  0.000  9.868  0.205  0.157  -0.011  -0.018
-1.930     31   0.000  0.000  0.000  -0.348  -0.039  -0.055  -0.010  -0.018
-11.120     30   0.000  0.000  0.000  -3.290  -0.012  0.065  -0.010  -0.018
1.307     30   0.000  0.000  0.000  5.769  -0.029  -0.183  -0.010  -0.018
-7.244     29   0.000  0.000  0.000  -2.646  -0.015  0.046  -0.011  -0.018
-16.765     29   0.000  0.000  0.000  -3.870  -0.027  0.053  -0.011  -0.018
-16.655     31   0.000  0.000  0.000  -0.401  0.006  0.030  -0.011  -0.018
-34.273     31   0.000  0.000  0.000  -8.426  -0.072  0.076  -0.011  -0.018
7.623     32   0.000  0.000  0.000  16.797  0.215  0.008  -0.010  -0.017
7.623     32   0.000  0.000  0.000  16.797  0.215  0.008  -0.010  -0.017
-17.750     32   0.000  0.000  0.000  -9.826  -0.045  0.160  -0.010  -0.016
-17.750     32   0.000  0.000  0.000  -9.826  -0.045  0.160  -0.010  -0.016
-17.750     32   0.000  0.000  0.000  -9.826  -0.045  0.160  -0.010  -0.016
22.432     30   0.000  0.000  0.000  17.582  0.123  -0.183  -0.009  -0.017
22.432     30   0.000  0.000  0.000  17.582  0.123  -0.183  -0.009  -0.017
-10.483     32   0.000  0.000  0.000  -11.808  -0.125  0.058  -0.010  -0.017
-10.483     32   0.000  0.000  0.000  -11.808  -0.125  0.058  -0.010  -0.017
-5.150     29   0.000  0.000  0.000  2.525  -0.014  -0.079  -0.010  -0.017
-5.150     29   0.000  0.000  0.000  2.525  -0.014  -0.079  -0.010  -0.017
2.344     31   0.000  0.000  0.000  3.967  0.037  -0.016  -0.010  -0.018
2.344     31   0.000  0.000  0.000  3.967  0.037  -0.016  -0.010  -0.018
-4.485     31   0.000  0.000  0.000  -1.856  0.007  0.068  -0.010  -0.017
-4.485     31   0.000  0.000  0.000  -1.856  0.007  0.068  -0.010  -0.017
26.690     31   0.000  0.000  0.000  14.761  0.113  -0.134  -0.009  -0.018
26.690     31   0.000  0.000  0.000  14.761  0.113  -0.134  -0.009  -0.018
5.093     31   0.000  0.000  0.000  -6.322  -0.020  0.126  -0.009  -0.017
5.093     31   0.000  0.000  0.000  -6.322  -0.020  0.126  -0.009  -0.017
-8.310     30   0.000  0.000  0.000  -4.522  -0.077  -0.025  -0.009  -0.017
-8.310     30   0.000  0.000  0.000  -4.522  -0.077  -0.025  -0.009  -0.017
33.497     30   0.000  0.000  0.000  19.170  0.200  -0.075  -0.009  -0.018
33.497     30   0.000  0.000  0.000  19.170  0.200  -0.075  -0.009  -0.018
-27.466     30   0.000  0.000  0.000  -23.480  -0.214  0.174  -0.009  -0.017
-27.466     30   0.000  0.000  0.000  -23.480  -0.214  0.174  -0.009  -0.017
-29.971     31   0.000  0.000  0.000  -2.560  -0.074  -0.068  -0.010  -0.017
-29.971     31   0.000  0.000  0.000  -2.560  -0.074  -0.068  -0.010  -0.017
-10.603     31   0.000  0.000  0.000  7.127  0.019  -0.128  -0.010  -0.018
-10.603     31   0.000  0.000  0.000  7.127  0.019  -0.128  -0.010  -0.018
-10.603     31   0.000  0.000  0.000  7.127  0.019  -0.128  -0.010  -0.018
-24.053     31   0.000  0.000  0.000  -6.010  -0.029  0.100  -0.010  -0.018
-24.053     31   0.000  0.000  0.000  -6.010  -0.029  0.100  -0.010  -0.018
-20.499     31   0.000  0.000  0.000  0.589  -0.084  -0.163  -0.011  -0.018
-20.499     31   0.000  0.000  0.000  0.589  -0.084  -0.163  -0.011  -0.018
-22.165     30   0.000  0.000  0.000  -1.598  0.050  0.141  -0.011  -0.018
-39.116     31   0.000  0.000  0.000  -8.512  -0.163  -0.094  -0.012  -0.018
-31.336     30   0.000  0.000  0.000  1.039  0.021  0.023  -0.012  -0.018
-41.137     30   0.000  0.000  0.000  -6.209  -0.050  0.062  -0.012  -0.018
-8.411     31   0.000  0.000  0.000  12.193  0.066  -0.161  -0.012  -0.018
-24.006     31   0.000  0.000  0.000  -6.703  -0.060  0.056  -0.012  -0.018
-18.014     32   0.000  0.000  0.000  1.665  -0.005  -0.042  -0.012  -0.019
-19.784     30   0.000  0.000  0.000  -1.410  0.055  0.146  -0.012  -0.018
-23.710     30   0.000  0.000  0.000  -2.446  -0.071  -0.067  -0.012  -0.018
-4.768     31   0.000  0.000  0.000  7.499  0.070  -0.041  -0.012  -0.018
-4.768     31   0.000  0.000  0.000  7.499  0.070  -0.041  -0.012  -0.018
-4.768     31   0.000  0.000  0.000  7.499  0.070  -0.041  -0.012  -0.018
-12.899     31   0.000  0.000  0.000  -3.060  0.008  0.096  -0.012  -0.018
-12.899     31   0.000  0.000  0.000  -3.060  0.008  0.096  -0.012  -0.018
-5.255     30   0.000  0.000  0.000  3.349  0.033  -0.010  -0.012  -0.018
-5.255     30   0.000  0.000  0.000  3.349  0.033  -0.010  -0.012  -0.018
21.798     30   0.000  0.000  0.000  12.763  0.166  0.013  -0.011  -0.018
21.798     30   0.000  0.000  0.000  12.763  0.166  0.013  -0.011  -0.018
2.568     31   0.000  0.000  0.000  -5.706  -0.022  0.105  -0.010  -0.017
2.568     31   0.000  0.000  0.000  -5.706  -0.022  0.105  -0.010  -0.017
5.276     30   0.000  0.000  0.000  2.440  0.045  0.034  -0.010  -0.017
5.276     30   0.000  0.000  0.000  2.440  0.045  0.034  -0.010  -0.017
22.372     30   0.000  0.000  0.000  9.191  0.097  -0.030  -0.010  -0.017
22.372     30   0.000  0.000  0.000  9.191  0.097  -0.030  -0.010  -0.017
35.821     31   0.000  0.000  0.000  9.086  0.109  -0.004  -0.009  -0.017
35.821     31   0.000  0.000  0.000  9.086  0.109  -0.004  -0.009  -0.017
42.297     30   0.000  0.000  0.000  7.081  0.145  0.113  -0.008  -0.016
42.297     30   0.000  0.000  0.000  7.081  0.145  0.113  -0.008  -0.016
9.024     30   0.000  0.000  0.000  -10.185  -0.145  -0.018  -0.008  -0.016
9.024     30   0.000  0.000  0.000  -10.185  -0.145  -0.018  -0.008  -0.016
18.754     31   0.000  0.000  0.000  6.123  0.099  0.049  -0.008  -0.016
18.754     31   0.000  0.000  0.000  6.123  0.099  0.049  -0.008  -0.016
14.495     31   0.000  0.000  0.000  0.757  -0.023  -0.052  -0.008  -0.016
14.495     31   0.000  0.000  0.000  0.757  -0.023  -0.052  -0.008  -0.016
4.125     29   0.000  0.000  0.000  -2.343  -0.075  -0.075  -0.008  -0.016
4.125     29   0.000  0.000  0.000  -2.343  -0.075  -0.075  -0.008  -0.016
4.125     29   0.000  0.000  0.000  -2.343  -0.075  -0.075  -0.008  -0.016
-0.105     29   0.000  0.000  0.000  -0.553  0.000  0.024  -0.008  -0.016
-0.105     29   0.000  0.000  0.000  -0.553  0.000  0.024  -0.008  -0.016
-0.881     31   0.000  0.000  0.000  0.656  -0.014  -0.032  -0.008  -0.017
-0.881     31   0.000  0.000  0.000  0.656  -0.014  -0.032  -0.008  -0.017
-27.342     30   0.000  0.000  0.000  -11.086  -0.079  0.128  -0.009  -0.016
-27.342     30   0.000  0.000  0.000  -11.086  -0.079  0.128  -0.009  -0.016
-52.400     30   0.000  0.000  0.000  -12.645  -0.284  -0.222  -0.010  -0.017
-16.900     29   0.000  0.000  0.000  12.329  0.121  -0.061  -0.011  -0.018
-35.473     31   0.000  0.000  0.000  -8.819  -0.116  0.003  -0.011  -0.018
-25.044     30   0.000  0.000  0.000  2.531  0.055  0.051  -0.011  -0.018
-36.682     31   0.000  0.000  0.000  -6.469  -0.073  0.027  -0.011  -0.018
-37.393     31   0.000  0.000  0.000  -2.625  -0.017  0.039  -0.012  -0.017
-21.728     31   0.000  0.000  0.000  4.736  0.027  -0.057  -0.012  -0.017
-38.523     31   0.000  0.000  0.000  -8.624  -0.013  0.191  -0.012  -0.017
-35.327     31   0.000  0.000  0.000  -0.791  -0.222  -0.393  -0.013  -0.018
11.532     31   0.000  0.000  0.000  18.990  0.269  0.057  -0.012  -0.018
11.532     31   0.000  0.000  0.000  18.990  0.269  0.057  -0.012  -0.018
-34.902     30   0.000  0.000  0.000  -18.862  -0.162  0.158  -0.012  -0.018
-34.902     30   0.000  0.000  0.000  -18.862  -0.162  0.158  -0.012  -0.018
-8.099     31   0.000  0.000  0.000  9.999  0.101  -0.043  -0.012  -0.018
-8.099     31   0.000  0.000  0.000  9.999  0.101  -0.043  -0.012  -0.018
-8.099     31   0.000  0.000  0.000  9.999  0.101  -0.043  -0.012  -0.018
-12.684     31   0.000  0.000  0.000  -1.777  0.003  0.056  -0.012  -0.017
-12.684     31   0.000  0.000  0.000  -1.777  0.003  0.056  -0.012  -0.017
-23.035     32   0.000  0.000  0.000  -4.782  -0.057  0.015  -0.012  -0.017
-23.035     32   0.000  0.000  0.000  -4.782  -0.057  0.015  -0.012  -0.017
-8.809     30   0.000  0.000  0.000  5.483  -0.028  -0.179  -0.012  -0.018
-8.809     30   0.000  0.000  0.000  5.483  -0.028  -0.179  -0.012  -0.018
-24.186     30   0.000  0.000  0.000  -6.818  0.055  0.275  -0.012  -0.017
-24.186     30   0.000  0.000  0.000  -6.818  0.055  0.275  -0.012  -0.017
42.318     34   0.000  0.000  0.000  28.932  0.241  -0.236  -0.011  -0.018
42.318     34   0.000  0.000  0.000  28.932  0.241  -0.236  -0.011  -0.018
1.770     31   0.000  0.000  0.000  -13.413  -0.130  0.088  -0.011  -0.018
1.770     31   0.000  0.000  0.000  -13.413  -0.130  0.088  -0.011  -0.018
17.717     31   0.000  0.000  0.000  8.394  0.107  0.008  -0.010  -0.018
17.717     31   0.000  0.000  0.000  8.394  0.107  0.008  -0.010  -0.018
-0.191     33   0.000  0.000  0.000  -5.414  -0.072  0.005  -0.010  -0.018
-0.191     33   0.000  0.000  0.000  -5.414  -0.072  0.005  -0.010  -0.018
16.252     31   0.000  0.000  0.000  8.502  0.056  -0.090  -0.010  -0.018
16.252     31   0.000  0.000  0.000  8.502  0.056  -0.090  -0.010  -0.018
-3.441     30   0.000  0.000  0.000  -6.432  -0.000  0.164  -0.010  -0.017
-3.441     30   0.000  0.000  0.000  -6.432  -0.000  0.164  -0.010  -0.017
-4.784     31   0.000  0.000  0.000  0.155  -0.039  -0.068  -0.010  -0.017
-4.784     31   0.000  0.000  0.000  0.155  -0.039  -0.068  -0.010  -0.017
-7.976     32   0.000  0.000  0.000  -0.869  0.014  0.056  -0.010  -0.017
-7.976     32   0.000  0.000  0.000  -0.869  0.014  0.056  -0.010  -0.017
-8.852     32   0.000  0.000  0.000  -0.080  -0.017  -0.022  -0.011  -0.017
-13.808     31   0.000  0.000  0.000  -2.015  -0.023  0.014  -0.011  -0.017
9.567     29   0.000  0.000  0.000  10.478  0.000  -0.243  -0.011  -0.018
-19.976     31   0.000  0.000  0.000  -11.521  -0.001  0.285  -0.011  -0.018
-10.212     30   0.000  0.000  0.000  3.669  -0.001  -0.082  -0.011  -0.017
-10.282     31   0.000  0.000  0.000  0.092  -0.009  -0.012  -0.011  -0.017
-14.846     31   0.000  0.000  0.000  -1.980  -0.001  0.054  -0.011  -0.017
6.356     32   0.000  0.000  0.000  9.285  0.074  -0.076  -0.011  -0.017
-24.199     32   0.000  0.000  0.000  -12.283  -0.052  0.206  -0.011  -0.017
-4.277     32   0.000  0.000  0.000  7.888  -0.001  -0.185  -0.011  -0.017
-36.470     32   0.000  0.000  0.000  -13.980  -0.087  0.181  -0.011  -0.016
-36.470     32   0.000  0.000  0.000  -13.980  -0.087  0.181  -0.011  -0.016
4.896     31   0.000  0.000  0.000  16.409  0.126  -0.151  -0.011  -0.017
4.896     31   0.000  0.000  0.000  16.409  0.126  -0.151  -0.011  -0.017
-7.904     31   0.000  0.000  0.000  -4.279  -0.071  -0.023  -0.011  -0.017
-7.904     31   0.000  0.000  0.000  -4.279  -0.071  -0.023  -0.011  -0.017
-9.043     30   0.000  0.000  0.000  -0.223  0.020  0.052  -0.011  -0.017
-9.043     30   0.000  0.000  0.000  -0.223  0.020  0.052  -0.011  -0.017
-16.290     30   0.000  0.000  0.000  -3.110  -0.006  0.071  -0.011  -0.017
-16.290     30   0.000  0.000  0.000  -3.110  -0.006  0.071  -0.011  -0.017
-16.290     30   0.000  0.000  0.000  -3.110  -0.006  0.071  -0.011  -0.017
23.651     30   0.000  0.000  0.000  17.599  0.152  -0.131  -0.010  -0.017
23.651     30   0.000  0.000  0.000  17.599  0.152  -0.131  -0.010  -0.017
9.358     31   0.000  0.000  0.000  -3.259  -0.045  0.002  -0.010  -0.017
9.358     31   0.000  0.000  0.000  -3.259  -0.045  0.002  -0.010  -0.017
-3.931     31   0.000  0.000  0.000  -4.221  0.035  0.177  -0.010  -0.017
-3.931     31   0.000  0.000  0.000  -4.221  0.035  0.177  -0.010  -0.017
7.409     30   0.000  0.000  0.000  5.812  0.006  -0.120  -0.010  -0.017
7.409     30   0.000  0.000  0.000  5.812  0.006  -0.120  -0.010  -0.017
-9.303     32   0.000  0.000  0.000  -5.742  -0.152  -0.138  -0.010  -0.017
-9.303     32   0.000  0.000  0.000  -5.742  -0.152  -0.138  -0.010  -0.017
-12.676     30   0.000  0.000  0.000  -1.354  0.029  0.096  -0.011  -0.018
-12.676     30   0.000  0.000  0.000  -1.354  0.029  0.096  -0.011  -0.018
-8.496     30   0.000  0.000  0.000  1.856  -0.034  -0.100  -0.011  -0.018
-8.496     30   0.000  0.000  0.000  1.856  -0.034  -0.100  -0.011  -0.018
-23.336     30   0.000  0.000  0.000  -6.393  -0.067  0.036  -0.011  -0.018
-23.336     30   0.000  0.000  0.000  -6.393  -0.067  0.036  -0.011  -0.018
-21.097     31   0.000  0.000  0.000  -0.109  0.052  0.109  -0.011  -0.017
-21.097     31   0.000  0.000  0.000  -0.109  0.052  0.109  -0.011  -0.017
15.741     33   0.000  0.000  0.000  15.890  0.065  -0.251  -0.011  -0.018
15.741     33   0.000  0.000  0.000  15.890  0.065  -0.251  -0.011  -0.018
-40.805     32   0.000  0.000  0.000  -22.941  -0.280  0.034  -0.012  -0.019
-40.805     32   0.000  0.000  0.000  -22.941  -0.280  0.034  -0.012  -0.019
-22.355     31   0.000  0.000  0.000  5.707  0.094  0.048  -0.012  -0.019
-26.332     33   0.000  0.000  0.000  -2.551  -0.151  -0.216  -0.013  -0.019
-40.038     32   0.000  0.000  0.000  -7.472  -0.020  0.150  -0.013  -0.019
-31.444     32   0.000  0.000  0.000  1.455  -0.033  -0.091  -0.014  -0.019
-31.669     32   0.000  0.000  0.000  -1.893  0.058  0.162  -0.013  -0.019
-32.533     32   0.000  0.000  0.000  -2.100  -0.066  -0.067  -0.014  -0.019
-7.235     31   0.000  0.000  0.000  9.553  0.134  0.029  -0.013  -0.019
-24.017     30   0.000  0.000  0.000  -7.029  -0.143  -0.093  -0.013  -0.019
-3.881     30   0.000  0.000  0.000  7.844  0.246  0.281  -0.013  -0.018
-3.881     30   0.000  0.000  0.000  7.844  0.246  0.281  -0.013  -0.018
13.156     30   0.000  0.000  0.000  8.485  0.014  -0.170  -0.012  -0.018
13.156     30   0.000  0.000  0.000  8.485  0.014  -0.170  -0.012  -0.018
13.156     30   0.000  0.000  0.000  8.485  0.014  -0.170  -0.012  -0.018
10.790     32   0.000  0.000  0.000  1.127  0.078  0.128  -0.011  -0.018
10.790     32   0.000  0.000  0.000  1.127  0.078  0.128  -0.011  -0.018
45.045     31   0.000  0.000  0.000  17.567  0.136  -0.158  -0.011  -0.018
45.045     31   0.000  0.000  0.000  17.567  0.136  -0.158  -0.011  -0.018
17.763     31   0.000  0.000  0.000  -7.314  0.056  0.292  -0.010  -0.017
17.763     31   0.000  0.000  0.000  -7.314  0.056  0.292  -0.010  -0.017
52.948     30   0.000  0.000  0.000  18.589  0.130  -0.194  -0.009  -0.017
52.948     30   0.000  0.000  0.000  18.589  0.130  -0.194  -0.009  -0.017
39.359     33   0.000  0.000  0.000  -0.374  0.066  0.145  -0.008  -0.017
39.359     33   0.000  0.000  0.000  -0.374  0.066  0.145  -0.008  -0.017
20.467     31   0.000  0.000  0.000  -3.993  -0.017  0.074  -0.008  -0.016
20.467     31   0.000  0.000  0.000  -3.993  -0.017  0.074  -0.008  -0.016
34.983     31   0.000  0.000  0.000  9.462  0.041  -0.140  -0.008  -0.017
34.983     31   0.000  0.000  0.000  9.462  0.041  -0.140  -0.008  -0.017
6.321     30   0.000  0.000  0.000  -8.870  -0.009  0.208  -0.008  -0.016
6.321     30   0.000  0.000  0.000  -8.870  -0.009  0.208  -0.008  -0.016
-1.211     31   0.000  0.000  0.000  -1.840  -0.054  -0.048  -0.008  -0.016
-1.211     31   0.000  0.000  0.000  -1.840  -0.054  -0.048  -0.008  -0.016
12.690     32   0.000  0.000  0.000  7.133  0.066  -0.037  -0.008  -0.016
12.690     32   0.000  0.000  0.000  7.133  0.066  -0.037  -0.008  -0.016
-3.975     30   0.000  0.000  0.000  -5.392  -0.069  0.010  -0.008  -0.016
-3.975     30   0.000  0.000  0.000  -5.392  -0.069  0.010  -0.008  -0.016
10.717     31   0.000  0.000  0.000  7.248  0.072  -0.028  -0.008  -0.016
10.717     31   0.000  0.000  0.000  7.248  0.072  -0.028  -0.008  -0.016
10.717     31   0.000  0.000  0.000  7.248  0.072  -0.028  -0.008  -0.016
-0.005     31   0.000  0.000  0.000  -2.818  -0.084  -0.079  -0.008  -0.017
-0.005     31   0.000  0.000  0.000  -2.818  -0.084  -0.079  -0.008  -0.017
-31.962     30   0.000  0.000  0.000  -13.292  -0.234  -0.110  -0.009  -0.017
-31.962     30   0.000  0.000  0.000  -13.292  -0.234  -0.110  -0.009  -0.017
-22.704     32   0.000  0.000  0.000  2.207  0.126  0.194  -0.010  -0.017
-22.704     32   0.000  0.000  0.000  2.207  0.126  0.194  -0.010  -0.017
-17.099     31   0.000  0.000  0.000  1.636  -0.108  -0.234  -0.010  -0.018
-41.491     30   0.000  0.000  0.000  -11.548  -0.080  0.138  -0.010  -0.017
-45.284     31   0.000  0.000  0.000  -4.350  -0.115  -0.103  -0.011  -0.018
-43.689     32   0.000  0.000  0.000  -2.245  -0.075  -0.080  -0.012  -0.018
-43.787     30   0.000  0.000  0.000  -2.946  0.004  0.086  -0.012  -0.018
-56.512     30   0.000  0.000  0.000  -8.508  -0.187  -0.140  -0.013  -0.019
-46.319     30   0.000  0.000  0.000  0.557  0.046  0.079  -0.013  -0.019
-40.794     31   0.000  0.000  0.000  -0.743  0.097  0.206  -0.013  -0.018
-32.606     30   0.000  0.000  0.000  1.100  -0.051  -0.117  -0.013  -0.017
-30.859     30   0.000  0.000  0.000  -1.159  0.018  0.068  -0.013  -0.017
-30.859     30   0.000  0.000  0.000  -1.159  0.018  0.068  -0.013  -0.017
2.707     30   0.000  0.000  0.000  13.491  0.070  -0.186  -0.013  -0.018
2.707     30   0.000  0.000  0.000  13.491  0.070  -0.186  -0.013  -0.018
14.140     31   0.000  0.000  0.000  6.488  0.089  0.019  -0.012  -0.018
14.140     31   0.000  0.000  0.000  6.488  0.089  0.019  -0.012  -0.018
-1.615     30   0.000  0.000  0.000  -4.736  -0.043  0.042  -0.012  -0.018
-1.615     30   0.000  0.000  0.000  -4.736  -0.043  0.042  -0.012  -0.018
0.743     31   0.000  0.000  0.000  2.004  0.025  0.007  -0.012  -0.018
-14.779     31   0.000  0.000  0.000  -5.870  -0.055  0.046  -0.012  -0.018
-14.779     31   0.000  0.000  0.000  -5.870  -0.055  0.046  -0.012  -0.018
-19.035     33   0.000  0.000  0.000  -2.328  0.068  0.191  -0.012  -0.017
-19.035     33   0.000  0.000  0.000  -2.328  0.068  0.191  -0.012  -0.017
11.736     31   0.000  0.000  0.000  13.250  0.069  -0.183  -0.011  -0.017
11.736     31   0.000  0.000  0.000  13.250  0.069  -0.183  -0.011  -0.017
13.140     31   0.000  0.000  0.000  2.709  0.054  0.045  -0.011  -0.017
13.140     31   0.000  0.000  0.000  2.709  0.054  0.045  -0.011  -0.017
12.093     32   0.000  0.000  0.000  1.714  0.047  0.056  -0.010  -0.017
12.093     32   0.000  0.000  0.000  1.714  0.047  0.056  -0.010  -0.017
9.801     30   0.000  0.000  0.000  1.046  0.031  0.042  -0.010  -0.017
9.820     30   0.000  0.000  0.000  1.902  0.010  -0.018  -0.010  -0.017
-7.382     30   0.000  0.000  0.000  -5.877  -0.068  0.021  -0.010  -0.017
-7.382     30   0.000  0.000  0.000  -5.877  -0.068  0.021  -0.010  -0.017
8.035     31   0.000  0.000  0.000  7.390  -0.001  -0.172  -0.010  -0.017
8.035     31   0.000  0.000  0.000  7.390  -0.001  -0.172  -0.010  -0.017
-9.391     31   0.000  0.000  0.000  -6.136  -0.027  0.106  -0.011  -0.017
