SetPt[mA]  I_m[mA] theta_l[deg]  theta_c[deg]  T_sea[N.m]  T_acc[N.m]  K_ff  Kp_A  Ki_A  Kp_F  Kd_F  Amp
40.994     78   1.406  2.002  1.210  8.049  140.000  41.400  52.600  4.715  0.655  100000
27.338     33   1.406  2.002  1.184  -5.226  140.000  41.400  52.600  4.715  0.655  100000
27.427     33   1.406  2.002  1.163  -0.586  140.000  41.400  52.600  4.715  0.655  100000
27.427     33   1.406  2.002  1.163  -0.586  140.000  41.400  52.600  4.715  0.655  100000
40.183     37   1.406  2.002  1.146  4.827  140.000  41.400  52.600  4.715  0.655  100000
40.183     37   1.406  2.002  1.146  4.827  140.000  41.400  52.600  4.715  0.655  100000
42.424     27   1.406  2.002  1.133  1.217  140.000  41.400  52.600  4.715  0.655  100000
42.424     27   1.406  2.002  1.133  1.217  140.000  41.400  52.600  4.715  0.655  100000
0.959     39   1.406  2.002  1.123  -18.394  140.000  41.400  52.600  4.715  0.655  100000
0.959     39   1.406  2.002  1.123  -18.394  140.000  41.400  52.600  4.715  0.655  100000
13.615     40   1.406  2.002  1.114  2.099  140.000  41.400  52.600  4.715  0.655  100000
13.615     40   1.406  2.002  1.114  2.099  140.000  41.400  52.600  4.715  0.655  100000
13.615     40   1.406  2.002  1.114  2.099  140.000  41.400  52.600  4.715  0.655  100000
27.520      5   1.406  2.002  1.107  3.818  140.000  41.400  52.600  4.715  0.655  100000
27.520      5   1.406  2.002  1.107  3.818  140.000  41.400  52.600  4.715  0.655  100000
40.425     12   1.406  2.002  1.102  4.584  140.000  41.400  52.600  4.715  0.655  100000
40.425     12   1.406  2.002  1.102  4.584  140.000  41.400  52.600  4.715  0.655  100000
49.371     25   1.406  2.002  1.098  3.981  140.000  41.400  52.600  4.715  0.655  100000
49.371     25   1.406  2.002  1.098  3.981  140.000  41.400  52.600  4.715  0.655  100000
8.786     39   1.406  2.002  1.094  -17.894  140.000  41.400  52.600  4.715  0.655  100000
8.786     39   1.406  2.002  1.094  -17.894  140.000  41.400  52.600  4.715  0.655  100000
41.423     48   1.406  2.002  1.092  11.558  140.000  41.400  52.600  4.715  0.655  100000
41.423     48   1.406  2.002  1.092  11.558  140.000  41.400  52.600  4.715  0.655  100000
21.161     11   1.406  2.002  1.089  -9.349  140.000  41.400  52.600  4.715  0.655  100000
21.161     11   1.406  2.002  1.089  -9.349  140.000  41.400  52.600  4.715  0.655  100000
5.826     37   1.406  2.002  1.088  -9.329  140.000  41.400  52.600  4.715  0.655  100000
5.826     37   1.406  2.002  1.088  -9.329  140.000  41.400  52.600  4.715  0.655  100000
18.579     23   1.406  2.002  1.086  1.843  140.000  41.400  52.600  4.715  0.655  100000
18.579     23   1.406  2.002  1.086  1.843  140.000  41.400  52.600  4.715  0.655  100000
4.095      8   1.406  2.002  1.085  -9.293  140.000  41.400  52.600  4.715  0.655  100000
4.095      8   1.406  2.002  1.085  -9.293  140.000  41.400  52.600  4.715  0.655  100000
14.874     15   1.406  2.002  1.084  0.669  140.000  41.400  52.600  4.715  0.655  100000
14.874     15   1.406  2.002  1.084  0.669  140.000  41.400  52.600  4.715  0.655  100000
19.886      6   1.406  2.002  1.083  -1.064  140.000  41.400  52.600  4.715  0.655  100000
19.886      6   1.406  2.002  1.083  -1.064  140.000  41.400  52.600  4.715  0.655  100000
31.717     13   1.406  2.002  1.083  2.469  140.000  41.400  52.600  4.715  0.655  100000
31.717     13   1.406  2.002  1.083  2.469  140.000  41.400  52.600  4.715  0.655  100000
31.717     13   1.406  2.002  1.083  2.469  140.000  41.400  52.600  4.715  0.655  100000
83.114     17   1.406  2.002  1.082  21.389  140.000  41.400  52.600  4.715  0.655  100000
68.374     30   1.406  2.002  1.082  -3.880  140.000  41.400  52.600  4.715  0.655  100000
96.849     83   1.406  2.002  1.082  14.452  140.000  41.400  52.600  4.715  0.655  100000
96.346     71   1.406  2.002  1.082  3.993  140.000  41.400  52.600  4.715  0.655  100000
70.650     89   1.406  2.002  1.081  -7.366  140.000  41.400  52.600  4.715  0.655  100000
61.611     89   1.406  2.002  1.081  -2.091  140.000  41.400  52.600  4.715  0.655  100000
73.296     94   1.406  2.002  1.081  6.468  140.000  41.400  52.600  4.715  0.655  100000
42.492     70   1.406  2.002  1.081  -11.719  140.000  41.400  52.600  4.715  0.655  100000
20.628     70   1.406  2.002  1.081  -10.424  140.000  41.400  52.600  4.715  0.655  100000
20.628     70   1.406  2.002  1.081  -10.424  140.000  41.400  52.600  4.715  0.655  100000
42.162     36   1.406  2.002  1.081  7.041  140.000  41.400  52.600  4.715  0.655  100000
42.162     36   1.406  2.002  1.081  7.041  140.000  41.400  52.600  4.715  0.655  100000
19.864     34   1.406  2.002  1.081  -10.598  140.000  41.400  52.600  4.715  0.655  100000
19.864     34   1.406  2.002  1.081  -10.598  140.000  41.400  52.600  4.715  0.655  100000
34.866     40   1.406  2.002  1.081  4.004  140.000  41.400  52.600  4.715  0.655  100000
34.866     40   1.406  2.002  1.081  4.004  140.000  41.400  52.600  4.715  0.655  100000
27.692     20   1.406  2.002  1.081  -4.453  140.000  41.400  52.600  4.715  0.655  100000
27.692     20   1.406  2.002  1.081  -4.453  140.000  41.400  52.600  4.715  0.655  100000
28.385     32   1.406  2.002  1.081  -1.599  140.000  41.400  52.600  4.715  0.655  100000
28.385     32   1.406  2.002  1.081  -1.599  140.000  41.400  52.600  4.715  0.655  100000
33.657     27   1.406  2.002  1.081  0.553  140.000  41.400  52.600  4.715  0.655  100000
33.657     27   1.406  2.002  1.081  0.553  140.000  41.400  52.600  4.715  0.655  100000
40.694     27   1.406  2.002  1.081  1.966  140.000  41.400  52.600  4.715  0.655  100000
40.694     27   1.406  2.002  1.081  1.966  140.000  41.400  52.600  4.715  0.655  100000
108.835     32   1.406  2.002  1.081  30.250  140.000  41.400  52.600  4.715  0.655  100000
108.835     32   1.406  2.002  1.081  30.250  140.000  41.400  52.600  4.715  0.655  100000
63.605     38   1.406  2.002  1.081  -14.784  140.000  41.400  52.600  4.715  0.655  100000
63.605     38   1.406  2.002  1.081  -14.784  140.000  41.400  52.600  4.715  0.655  100000
66.160    101   1.406  2.002  1.081  2.932  140.000  41.400  52.600  4.715  0.655  100000
66.160    101   1.406  2.002  1.081  2.932  140.000  41.400  52.600  4.715  0.655  100000
72.543     66   1.406  2.002  1.081  4.773  140.000  41.400  52.600  4.715  0.655  100000
72.543     66   1.406  2.002  1.081  4.773  140.000  41.400  52.600  4.715  0.655  100000
60.371     66   1.406  2.002  1.081  -3.032  140.000  41.400  52.600  4.715  0.655  100000
60.371     66   1.406  2.002  1.081  -3.032  140.000  41.400  52.600  4.715  0.655  100000
60.371     66   1.406  2.002  1.081  -3.032  140.000  41.400  52.600  4.715  0.655  100000
59.160     71   1.406  2.002  1.081  0.922  140.000  41.400  52.600  4.715  0.655  100000
59.160     71   1.406  2.002  1.081  0.922  140.000  41.400  52.600  4.715  0.655  100000
60.616     60   1.406  2.002  1.081  1.955  140.000  41.400  52.600  4.715  0.655  100000
60.616     60   1.406  2.002  1.081  1.955  140.000  41.400  52.600  4.715  0.655  100000
63.186     59   1.406  2.002  1.081  2.633  140.000  41.400  52.600  4.715  0.655  100000
63.186     59   1.406  2.002  1.081  2.633  140.000  41.400  52.600  4.715  0.655  100000
42.860     59   1.406  2.002  1.081  -7.395  140.000  41.400  52.600  4.715  0.655  100000
42.860     59   1.406  2.002  1.081  -7.395  140.000  41.400  52.600  4.715  0.655  100000
47.319     62   1.406  2.002  1.081  1.815  140.000  41.400  52.600  4.715  0.655  100000
59.420     44   1.406  2.002  1.081  5.672  140.000  41.400  52.600  4.715  0.655  100000
66.933     47   1.406  2.002  1.081  4.698  140.000  41.400  52.600  4.715  0.655  100000
56.368     56   1.406  2.002  1.081  -2.666  140.000  41.400  52.600  4.715  0.655  100000
44.668     63   1.406  2.002  1.081  -4.112  140.000  41.400  52.600  4.715  0.655  100000
50.099     63   1.406  2.002  1.081  2.489  140.000  41.400  52.600  4.715  0.655  100000
20.254     57   1.406  2.002  1.081  -12.842  140.000  41.400  52.600  4.715  0.655  100000
34.019     53   1.406  2.002  1.081  4.004  140.000  41.400  52.600  4.715  0.655  100000
5.428     53   1.406  2.002  1.081  -13.703  140.000  41.400  52.600  4.715  0.655  100000
5.428     53   1.406  2.002  1.081  -13.703  140.000  41.400  52.600  4.715  0.655  100000
10.900     14   1.406  2.002  1.081  -1.050  140.000  41.400  52.600  4.715  0.655  100000
10.900     14   1.406  2.002  1.081  -1.050  140.000  41.400  52.600  4.715  0.655  100000
15.532      9   1.406  2.002  1.081  -0.951  140.000  41.400  52.600  4.715  0.655  100000
15.532      9   1.406  2.002  1.081  -0.951  140.000  41.400  52.600  4.715  0.655  100000
38.839      9   1.406  2.002  1.081  7.917  140.000  41.400  52.600  4.715  0.655  100000
38.839      9   1.406  2.002  1.081  7.917  140.000  41.400  52.600  4.715  0.655  100000
45.245     14   1.406  2.002  1.081  2.387  140.000  41.400  52.600  4.715  0.655  100000
45.245     14   1.406  2.002  1.081  2.387  140.000  41.400  52.600  4.715  0.655  100000
27.633     35   1.406  2.002  1.081  -7.792  140.000  41.400  52.600  4.715  0.655  100000
27.633     35   1.406  2.002  1.081  -7.792  140.000  41.400  52.600  4.715  0.655  100000
26.465     43   1.406  2.002  1.081  -2.174  140.000  41.400  52.600  4.715  0.655  100000
26.465     43   1.406  2.002  1.081  -2.174  140.000  41.400  52.600  4.715  0.655  100000
78.478     29   1.406  2.002  1.081  21.967  140.000  41.400  52.600  4.715  0.655  100000
78.478     29   1.406  2.002  1.081  21.967  140.000  41.400  52.600  4.715  0.655  100000
33.270     28   1.406  2.002  1.081  -17.447  140.000  41.400  52.600  4.715  0.655  100000
33.270     28   1.406  2.002  1.081  -17.447  140.000  41.400  52.600  4.715  0.655  100000
33.270     28   1.406  2.002  1.081  -17.447  140.000  41.400  52.600  4.715  0.655  100000
64.637     73   1.406  2.002  1.081  13.195  140.000  41.400  52.600  4.715  0.655  100000
61.978     34   1.406  2.002  1.081  0.649  140.000  41.400  52.600  4.715  0.655  100000
61.978     34   1.406  2.002  1.081  0.649  140.000  41.400  52.600  4.715  0.655  100000
61.978     34   1.406  2.002  1.081  0.649  140.000  41.400  52.600  4.715  0.655  100000
77.140     56   1.406  2.002  1.081  8.471  140.000  41.400  52.600  4.715  0.655  100000
77.140     56   1.406  2.002  1.081  8.471  140.000  41.400  52.600  4.715  0.655  100000
82.158     61   1.406  2.002  1.081  5.216  140.000  41.400  52.600  4.715  0.655  100000
82.158     61   1.406  2.002  1.081  5.216  140.000  41.400  52.600  4.715  0.655  100000
69.292     75   1.406  2.002  1.081  -2.523  140.000  41.400  52.600  4.715  0.655  100000
69.292     75   1.406  2.002  1.081  -2.523  140.000  41.400  52.600  4.715  0.655  100000
34.602     80   1.406  2.002  1.081  -13.543  140.000  41.400  52.600  4.715  0.655  100000
34.602     80   1.406  2.002  1.081  -13.543  140.000  41.400  52.600  4.715  0.655  100000
50.211     69   1.406  2.002  1.081  6.084  140.000  41.400  52.600  4.715  0.655  100000
50.211     69   1.406  2.002  1.081  6.084  140.000  41.400  52.600  4.715  0.655  100000
55.703     37   1.406  2.002  1.081  2.848  140.000  41.400  52.600  4.715  0.655  100000
55.703     37   1.406  2.002  1.081  2.848  140.000  41.400  52.600  4.715  0.655  100000
38.331     48   1.406  2.002  1.081  -7.165  140.000  41.400  52.600  4.715  0.655  100000
55.512     54   1.406  2.002  1.081  6.899  140.000  41.400  52.600  4.715  0.655  100000
69.285     38   1.406  2.002  1.081  6.818  140.000  41.400  52.600  4.715  0.655  100000
63.336     53   1.406  2.002  1.081  -0.819  140.000  41.400  52.600  4.715  0.655  100000
56.607     53   1.406  2.002  1.081  -1.717  140.000  41.400  52.600  4.715  0.655  100000
35.921     65   1.406  2.002  1.081  -8.754  140.000  41.400  52.600  4.715  0.655  100000
73.790     60   1.406  2.002  1.081  15.826  140.000  41.400  52.600  4.715  0.655  100000
38.387     43   1.406  2.002  1.081  -13.952  140.000  41.400  52.600  4.715  0.655  100000
13.476     43   1.406  2.002  1.081  -12.364  140.000  41.400  52.600  4.715  0.655  100000
13.476     43   1.406  2.002  1.081  -12.364  140.000  41.400  52.600  4.715  0.655  100000
13.476     43   1.406  2.002  1.081  -12.364  140.000  41.400  52.600  4.715  0.655  100000
23.621     64   1.406  2.002  1.081  1.169  140.000  41.400  52.600  4.715  0.655  100000
23.621     64   1.406  2.002  1.081  1.169  140.000  41.400  52.600  4.715  0.655  100000
25.125     16   1.406  2.002  1.081  -1.713  140.000  41.400  52.600  4.715  0.655  100000
51.382     22   1.406  2.002  1.081  9.735  140.000  41.400  52.600  4.715  0.655  100000
60.769     24   1.406  2.002  1.081  4.504  140.000  41.400  52.600  4.715  0.655  100000
60.769     24   1.406  2.002  1.081  4.504  140.000  41.400  52.600  4.715  0.655  100000
82.031     44   1.406  2.002  1.081  10.866  140.000  41.400  52.600  4.715  0.655  100000
82.031     44   1.406  2.002  1.081  10.866  140.000  41.400  52.600  4.715  0.655  100000
25.480     56   1.406  2.002  1.081  -22.347  140.000  41.400  52.600  4.715  0.655  100000
25.480     56   1.406  2.002  1.081  -22.347  140.000  41.400  52.600  4.715  0.655  100000
41.851     79   1.406  2.002  1.081  5.669  140.000  41.400  52.600  4.715  0.655  100000
41.851     79   1.406  2.002  1.081  5.669  140.000  41.400  52.600  4.715  0.655  100000
57.889     30   1.406  2.002  1.081  6.995  140.000  41.400  52.600  4.715  0.655  100000
57.889     30   1.406  2.002  1.081  6.995  140.000  41.400  52.600  4.715  0.655  100000
32.213     40   1.406  2.002  1.081  -10.333  140.000  41.400  52.600  4.715  0.655  100000
32.213     40   1.406  2.002  1.081  -10.333  140.000  41.400  52.600  4.715  0.655  100000
40.902     55   1.406  2.002  1.081  2.800  140.000  41.400  52.600  4.715  0.655  100000
40.902     55   1.406  2.002  1.081  2.800  140.000  41.400  52.600  4.715  0.655  100000
14.101     35   1.406  2.002  1.081  -12.268  140.000  41.400  52.600  4.715  0.655  100000
14.101     35   1.406  2.002  1.081  -12.268  140.000  41.400  52.600  4.715  0.655  100000
-9.100     39   1.406  2.002  1.081  -13.178  140.000  41.400  52.600  4.715  0.655  100000
-9.100     39   1.406  2.002  1.081  -13.178  140.000  41.400  52.600  4.715  0.655  100000
-22.258     17   1.406  2.002  1.081  -10.764  140.000  41.400  52.600  4.715  0.655  100000
-0.257      2   1.406  2.002  1.081  3.879  140.000  41.400  52.600  4.715  0.655  100000
-0.257      2   1.406  2.002  1.081  3.879  140.000  41.400  52.600  4.715  0.655  100000
4.603    -17   1.406  2.002  1.081  -1.718  140.000  41.400  52.600  4.715  0.655  100000
-22.654     -5   1.406  2.002  1.081  -15.912  140.000  41.400  52.600  4.715  0.655  100000
-22.654     -5   1.406  2.002  1.081  -15.912  140.000  41.400  52.600  4.715  0.655  100000
-22.654     -5   1.406  2.002  1.081  -15.912  140.000  41.400  52.600  4.715  0.655  100000
-13.590     -1   1.406  2.002  1.081  -2.124  140.000  41.400  52.600  4.715  0.655  100000
24.505    -21   1.406  2.001  1.080  11.905  140.000  41.400  52.600  4.715  0.655  100000
36.072    -13   1.406  2.001  1.080  3.363  140.000  41.400  52.600  4.715  0.655  100000
59.316      2   1.406  2.002  1.080  9.520  140.000  41.400  52.600  4.715  0.655  100000
63.704     29   1.406  2.002  1.080  3.210  140.000  41.400  52.600  4.715  0.655  100000
102.004     29   1.406  2.002  1.080  18.739  140.000  41.400  52.600  4.715  0.655  100000
77.277     54   1.406  2.002  1.080  -6.261  140.000  41.400  52.600  4.715  0.655  100000
121.686     88   1.406  2.002  1.080  22.869  140.000  41.400  52.600  4.715  0.655  100000
99.198     88   1.406  2.002  1.080  -3.420  140.000  41.400  52.600  4.715  0.655  100000
143.563     83   1.406  2.002  1.080  24.816  140.000  41.400  52.600  4.715  0.655  100000
143.563     83   1.406  2.002  1.080  24.816  140.000  41.400  52.600  4.715  0.655  100000
120.514     91   1.406  2.002  1.081  -1.522  140.000  41.400  52.600  4.715  0.655  100000
120.514     91   1.406  2.002  1.081  -1.522  140.000  41.400  52.600  4.715  0.655  100000
122.969    133   1.406  2.002  1.081  7.833  140.000  41.400  52.600  4.715  0.655  100000
117.489    122   1.406  2.002  1.081  4.530  140.000  41.400  52.600  4.715  0.655  100000
94.799    121   1.406  2.002  1.081  -3.710  140.000  41.400  52.600  4.715  0.655  100000
94.799    121   1.406  2.002  1.081  -3.710  140.000  41.400  52.600  4.715  0.655  100000
65.551    118   1.406  2.002  1.081  -8.718  140.000  41.400  52.600  4.715  0.655  100000
65.551    118   1.406  2.002  1.081  -8.718  140.000  41.400  52.600  4.715  0.655  100000
78.020    100   1.406  2.002  1.081  7.308  140.000  41.400  52.600  4.715  0.655  100000
78.020    100   1.406  2.002  1.081  7.308  140.000  41.400  52.600  4.715  0.655  100000
59.133     69   1.406  2.002  1.081  -5.591  140.000  41.400  52.600  4.715  0.655  100000
59.133     69   1.406  2.002  1.081  -5.591  140.000  41.400  52.600  4.715  0.655  100000
102.807     76   1.406  2.002  1.081  20.785  140.000  41.400  52.600  4.715  0.655  100000
102.807     76   1.406  2.002  1.081  20.785  140.000  41.400  52.600  4.715  0.655  100000
77.941     60   1.406  2.002  1.081  -5.991  140.000  41.400  52.600  4.715  0.655  100000
77.941     60   1.406  2.002  1.081  -5.991  140.000  41.400  52.600  4.715  0.655  100000
81.029     97   1.406  2.002  1.081  4.270  140.000  41.400  52.600  4.715  0.655  100000
81.029     97   1.406  2.002  1.081  4.270  140.000  41.400  52.600  4.715  0.655  100000
69.662     79   1.406  2.002  1.081  -1.979  140.000  41.400  52.600  4.715  0.655  100000
69.662     79   1.406  2.002  1.081  -1.979  140.000  41.400  52.600  4.715  0.655  100000
52.498     81   1.406  2.002  1.081  -5.643  140.000  41.400  52.600  4.715  0.655  100000
52.498     81   1.406  2.002  1.081  -5.643  140.000  41.400  52.600  4.715  0.655  100000
51.671     70   1.406  2.002  1.081  0.181  140.000  41.400  52.600  4.715  0.655  100000
51.671     70   1.406  2.002  1.081  0.181  140.000  41.400  52.600  4.715  0.655  100000
52.767     53   1.406  2.002  1.081  1.077  140.000  41.400  52.600  4.715  0.655  100000
52.767     53   1.406  2.002  1.081  1.077  140.000  41.400  52.600  4.715  0.655  100000
82.046     51   1.406  2.002  1.081  13.685  140.000  41.400  52.600  4.715  0.655  100000
82.046     51   1.406  2.002  1.081  13.685  140.000  41.400  52.600  4.715  0.655  100000
24.645     51   1.406  2.002  1.081  -22.730  140.000  41.400  52.600  4.715  0.655  100000
42.000     77   1.406  2.002  1.081  5.833  140.000  41.400  52.600  4.715  0.655  100000
41.790     24   1.406  2.002  1.081  -0.537  140.000  41.400  52.600  4.715  0.655  100000
41.119     38   1.406  2.002  1.081  -0.642  140.000  41.400  52.600  4.715  0.655  100000
67.219     38   1.406  2.002  1.081  11.278  140.000  41.400  52.600  4.715  0.655  100000
26.400     41   1.406  2.002  1.081  -16.509  140.000  41.400  52.600  4.715  0.655  100000
54.002     40   1.406  2.002  1.081  10.555  140.000  41.400  52.600  4.715  0.655  100000
17.091     30   1.406  2.002  1.081  -15.830  140.000  41.400  52.600  4.715  0.655  100000
44.198     30   1.406  2.002  1.081  9.619  140.000  41.400  52.600  4.715  0.655  100000
44.198     30   1.406  2.002  1.081  9.619  140.000  41.400  52.600  4.715  0.655  100000
67.344     45   1.406  2.002  1.081  10.310  140.000  41.400  52.600  4.715  0.655  100000
67.344     45   1.406  2.002  1.081  10.310  140.000  41.400  52.600  4.715  0.655  100000
37.121     56   1.406  2.002  1.081  -11.658  140.000  41.400  52.600  4.715  0.655  100000
37.121     56   1.406  2.002  1.081  -11.658  140.000  41.400  52.600  4.715  0.655  100000
29.058     64   1.406  2.002  1.081  -4.343  140.000  41.400  52.600  4.715  0.655  100000
29.058     64   1.406  2.002  1.081  -4.343  140.000  41.400  52.600  4.715  0.655  100000
46.688     39   1.406  2.002  1.081  6.495  140.000  41.400  52.600  4.715  0.655  100000
46.688     39   1.406  2.002  1.081  6.495  140.000  41.400  52.600  4.715  0.655  100000
16.189     30   1.406  2.002  1.081  -13.602  140.000  41.400  52.600  4.715  0.655  100000
16.189     30   1.406  2.002  1.081  -13.602  140.000  41.400  52.600  4.715  0.655  100000
66.392     43   1.406  2.002  1.081  20.102  140.000  41.400  52.600  4.715  0.655  100000
66.392     43   1.406  2.002  1.081  20.102  140.000  41.400  52.600  4.715  0.655  100000
59.172     19   1.406  2.002  1.081  -1.254  140.000  41.400  52.600  4.715  0.655  100000
59.172     19   1.406  2.002  1.081  -1.254  140.000  41.400  52.600  4.715  0.655  100000
59.172     19   1.406  2.002  1.081  -1.254  140.000  41.400  52.600  4.715  0.655  100000
65.712     60   1.406  2.002  1.081  4.183  140.000  41.400  52.600  4.715  0.655  100000
65.712     60   1.406  2.002  1.081  4.183  140.000  41.400  52.600  4.715  0.655  100000
47.331     59   1.406  2.002  1.081  -6.258  140.000  41.400  52.600  4.715  0.655  100000
47.331     59   1.406  2.002  1.081  -6.258  140.000  41.400  52.600  4.715  0.655  100000
51.391     64   1.406  2.002  1.081  2.072  140.000  41.400  52.600  4.715  0.655  100000
51.391     64   1.406  2.002  1.081  2.072  140.000  41.400  52.600  4.715  0.655  100000
30.875     49   1.406  2.002  1.081  -8.568  140.000  41.400  52.600  4.715  0.655  100000
30.875     49   1.406  2.002  1.081  -8.568  140.000  41.400  52.600  4.715  0.655  100000
30.337     51   1.406  2.002  1.081  -1.323  140.000  41.400  52.600  4.715  0.655  100000
30.337     51   1.406  2.002  1.081  -1.323  140.000  41.400  52.600  4.715  0.655  100000
18.677     32   1.406  2.002  1.081  -6.556  140.000  41.400  52.600  4.715  0.655  100000
18.677     32   1.406  2.002  1.081  -6.556  140.000  41.400  52.600  4.715  0.655  100000
48.679     30   1.406  2.002  1.081  11.471  140.000  41.400  52.600  4.715  0.655  100000
48.679     30   1.406  2.002  1.081  11.471  140.000  41.400  52.600  4.715  0.655  100000
45.398     18   1.406  2.002  1.081  -0.874  140.000  41.400  52.600  4.715  0.655  100000
45.398     18   1.406  2.002  1.081  -0.874  140.000  41.400  52.600  4.715  0.655  100000
18.773     46   1.406  2.002  1.081  -11.736  140.000  41.400  52.600  4.715  0.655  100000
18.773     46   1.406  2.002  1.081  -11.736  140.000  41.400  52.600  4.715  0.655  100000
30.173     44   1.406  2.002  1.081  3.120  140.000  41.400  52.600  4.715  0.655  100000
50.681     19   1.406  2.002  1.081  8.245  140.000  41.400  52.600  4.715  0.655  100000
46.338     30   1.406  2.002  1.081  -1.069  140.000  41.400  52.600  4.715  0.655  100000
44.073     46   1.406  2.002  1.081  -0.663  140.000  41.400  52.600  4.715  0.655  100000
70.282     46   1.406  2.002  1.081  12.037  140.000  41.400  52.600  4.715  0.655  100000
90.092     46   1.406  2.002  1.081  11.815  140.000  41.400  52.600  4.715  0.655  100000
40.430     48   1.406  2.002  1.081  -18.084  140.000  41.400  52.600  4.715  0.655  100000
78.650     78   1.406  2.002  1.081  17.291  140.000  41.400  52.600  4.715  0.655  100000
68.100     78   1.406  2.002  1.081  -1.551  140.000  41.400  52.600  4.715  0.655  100000
68.100     78   1.406  2.002  1.081  -1.551  140.000  41.400  52.600  4.715  0.655  100000
68.100     78   1.406  2.002  1.081  -1.551  140.000  41.400  52.600  4.715  0.655  100000
86.038     49   1.406  2.002  1.081  10.346  140.000  41.400  52.600  4.715  0.655  100000
86.038     49   1.406  2.002  1.081  10.346  140.000  41.400  52.600  4.715  0.655  100000
89.264     69   1.406  2.002  1.081  5.293  140.000  41.400  52.600  4.715  0.655  100000
89.264     69   1.406  2.002  1.081  5.293  140.000  41.400  52.600  4.715  0.655  100000
70.950     84   1.406  2.002  1.081  -4.275  140.000  41.400  52.600  4.715  0.655  100000
70.950     84   1.406  2.002  1.081  -4.275  140.000  41.400  52.600  4.715  0.655  100000
89.262     88   1.406  2.002  1.081  10.576  140.000  41.400  52.600  4.715  0.655  100000
89.262     88   1.406  2.002  1.081  10.576  140.000  41.400  52.600  4.715  0.655  100000
122.511     71   1.406  2.002  1.081  19.052  140.000  41.400  52.600  4.715  0.655  100000
122.511     71   1.406  2.002  1.081  19.052  140.000  41.400  52.600  4.715  0.655  100000
120.841     87   1.406  2.002  1.081  6.419  140.000  41.400  52.600  4.715  0.655  100000
120.841     87   1.406  2.002  1.081  6.419  140.000  41.400  52.600  4.715  0.655  100000
131.350    118   1.406  2.002  1.081  11.867  140.000  41.400  52.600  4.715  0.655  100000
131.350    118   1.406  2.002  1.081  11.867  140.000  41.400  52.600  4.715  0.655  100000
104.182    119   1.406  2.002  1.081  -4.283  140.000  41.400  52.600  4.715  0.655  100000
104.182    119   1.406  2.002  1.081  -4.283  140.000  41.400  52.600  4.715  0.655  100000
104.585    129   1.406  2.002  1.081  6.023  140.000  41.400  52.600  4.715  0.655  100000
104.585    129   1.406  2.002  1.081  6.023  140.000  41.400  52.600  4.715  0.655  100000
104.437    106   1.406  2.002  1.081  5.668  140.000  41.400  52.600  4.715  0.655  100000
104.437    106   1.406  2.002  1.081  5.668  140.000  41.400  52.600  4.715  0.655  100000
80.551    103   1.406  2.002  1.081  -4.992  140.000  41.400  52.600  4.715  0.655  100000
80.551    103   1.406  2.002  1.081  -4.992  140.000  41.400  52.600  4.715  0.655  100000
45.983    104   1.406  2.002  1.081  -11.936  140.000  41.400  52.600  4.715  0.655  100000
45.983    104   1.406  2.002  1.081  -11.936  140.000  41.400  52.600  4.715  0.655  100000
45.983    104   1.406  2.002  1.081  -11.936  140.000  41.400  52.600  4.715  0.655  100000
46.715     82   1.406  2.002  1.081  0.799  140.000  41.400  52.600  4.715  0.655  100000
46.715     82   1.406  2.002  1.081  0.799  140.000  41.400  52.600  4.715  0.655  100000
61.428     45   1.406  2.002  1.081  7.117  140.000  41.400  52.600  4.715  0.655  100000
61.428     45   1.406  2.002  1.081  7.117  140.000  41.400  52.600  4.715  0.655  100000
-10.372     46   1.406  2.002  1.081  -30.577  140.000  41.400  52.600  4.715  0.655  100000
-10.372     46   1.406  2.002  1.081  -30.577  140.000  41.400  52.600  4.715  0.655  100000
-13.905     60   1.406  2.002  1.081  -6.491  140.000  41.400  52.600  4.715  0.655  100000
-13.905     60   1.406  2.002  1.081  -6.491  140.000  41.400  52.600  4.715  0.655  100000
4.750      4   1.406  2.002  1.081  3.271  140.000  41.400  52.600  4.715  0.655  100000
-8.328    -12   1.406  2.002  1.081  -9.477  140.000  41.400  52.600  4.715  0.655  100000
20.195      2   1.406  2.002  1.081  8.230  140.000  41.400  52.600  4.715  0.655  100000
30.488     -1   1.406  2.002  1.081  2.437  140.000  41.400  52.600  4.715  0.655  100000
-1.301      2   1.406  2.002  1.081  -15.508  140.000  41.400  52.600  4.715  0.655  100000
27.437      2   1.406  2.002  1.081  8.908  140.000  41.400  52.600  4.715  0.655  100000
-15.957     21   1.406  2.002  1.081  -21.090  140.000  41.400  52.600  4.715  0.655  100000
35.146     26   1.406  2.002  1.081  17.665  140.000  41.400  52.600  4.715  0.655  100000
9.993      9   1.406  2.002  1.081  -12.121  140.000  41.400  52.600  4.715  0.655  100000
9.993      9   1.406  2.002  1.081  -12.121  140.000  41.400  52.600  4.715  0.655  100000
24.924      1   1.406  2.002  1.081  3.576  140.000  41.400  52.600  4.715  0.655  100000
24.924      1   1.406  2.002  1.081  3.576  140.000  41.400  52.600  4.715  0.655  100000
37.550      3   1.406  2.002  1.081  3.970  140.000  41.400  52.600  4.715  0.655  100000
37.550      3   1.406  2.002  1.081  3.970  140.000  41.400  52.600  4.715  0.655  100000
48.877     20   1.406  2.002  1.081  4.480  140.000  41.400  52.600  4.715  0.655  100000
