SetPt[mA]  I_m[mA] theta_l[deg]  theta_c[deg]  T_sea[N.m]  T_acc[N.m]  K_ff  Kp_A  Ki_A  Kp_F  Kd_F  Amp
-9836.426   -727   20.391  18.135  -4.574  -933.389  140.000  41.400  52.600  4.715  0.655  100000
-9836.426   -727   20.391  18.135  -4.574  -933.389  140.000  41.400  52.600  4.715  0.655  100000
-10117.947   -656   19.336  17.166  -4.446  -913.864  140.000  41.400  52.600  4.715  0.655  100000
-10117.947   -656   19.336  17.166  -4.446  -913.864  140.000  41.400  52.600  4.715  0.655  100000
-10345.886   -601   18.457  16.188  -4.380  -899.322  140.000  41.400  52.600  4.715  0.655  100000
-10345.886   -601   18.457  16.188  -4.380  -899.322  140.000  41.400  52.600  4.715  0.655  100000
-10452.160   -568   17.402  15.210  -4.300  -867.391  140.000  41.400  52.600  4.715  0.655  100000
-10452.160   -568   17.402  15.210  -4.300  -867.391  140.000  41.400  52.600  4.715  0.655  100000
-10443.666   -507   16.523  14.224  -4.275  -807.846  140.000  41.400  52.600  4.715  0.655  100000
-10443.666   -507   16.523  14.224  -4.275  -807.846  140.000  41.400  52.600  4.715  0.655  100000
-10270.339   -504   15.469  13.239  -4.229  -735.545  140.000  41.400  52.600  4.715  0.655  100000
-10270.339   -504   15.469  13.239  -4.229  -735.545  140.000  41.400  52.600  4.715  0.655  100000
-9975.945   -438   14.414  12.175  -4.196  -654.274  140.000  41.400  52.600  4.715  0.655  100000
-9588.693   -386   13.359  11.249  -4.123  -587.610  140.000  41.400  52.600  4.715  0.655  100000
-9139.214   -155   8.262  6.266  -4.022  -519.473  140.000  41.400  52.600  4.715  0.655  100000
-8649.660   -143   7.559  5.572  -3.939  -451.568  140.000  41.400  52.600  4.715  0.655  100000
-8066.704   -143   6.855  5.572  -3.616  -400.258  140.000  41.400  52.600  4.715  0.655  100000
-7501.311    -80   6.855  4.859  -3.617  -278.511  140.000  41.400  52.600  4.715  0.655  100000
-6970.465    -73   6.152  4.147  -3.622  -276.416  140.000  41.400  52.600  4.715  0.655  100000
-6577.103    -47   5.449  3.430  -3.631  -277.929  140.000  41.400  52.600  4.715  0.655  100000
-6205.090    -47   5.449  3.430  -3.637  -249.382  140.000  41.400  52.600  4.715  0.655  100000
-6205.090    -47   5.449  3.430  -3.637  -249.382  140.000  41.400  52.600  4.715  0.655  100000
-5784.516     -4   4.043  1.993  -3.654  -190.014  140.000  41.400  52.600  4.715  0.655  100000
-5784.516     -4   4.043  1.993  -3.654  -190.014  140.000  41.400  52.600  4.715  0.655  100000
-5321.769     11   3.340  1.270  -3.675  -131.460  140.000  41.400  52.600  4.715  0.655  100000
-5321.769     11   3.340  1.270  -3.675  -131.460  140.000  41.400  52.600  4.715  0.655  100000
-5321.769     11   3.340  1.270  -3.675  -131.460  140.000  41.400  52.600  4.715  0.655  100000
-4789.510     18   2.461  0.508  -3.649  -64.419  140.000  41.400  52.600  4.715  0.655  100000
-4789.510     18   2.461  0.508  -3.649  -64.419  140.000  41.400  52.600  4.715  0.655  100000
-4434.838     35   0.879  -1.003  -3.602  -94.586  140.000  41.400  52.600  4.715  0.655  100000
-4434.838     35   0.879  -1.003  -3.602  -94.586  140.000  41.400  52.600  4.715  0.655  100000
-4151.709     35   -0.176  -2.080  -3.573  -91.221  140.000  41.400  52.600  4.715  0.655  100000
-4151.709     35   -0.176  -2.080  -3.573  -91.221  140.000  41.400  52.600  4.715  0.655  100000
-3743.222     32   -1.230  -3.148  -3.554  -10.002  140.000  41.400  52.600  4.715  0.655  100000
-3743.222     32   -1.230  -3.148  -3.554  -10.002  140.000  41.400  52.600  4.715  0.655  100000
-3334.342     10   -2.285  -4.160  -3.524  24.072  140.000  41.400  52.600  4.715  0.655  100000
-3334.342     10   -2.285  -4.160  -3.524  24.072  140.000  41.400  52.600  4.715  0.655  100000
-2860.206     16   -3.164  -5.198  -3.558  100.898  140.000  41.400  52.600  4.715  0.655  100000
-2860.206     16   -3.164  -5.198  -3.558  100.898  140.000  41.400  52.600  4.715  0.655  100000
-2427.370     10   -4.219  -6.262  -3.588  116.990  140.000  41.400  52.600  4.715  0.655  100000
-2427.370     10   -4.219  -6.262  -3.588  116.990  140.000  41.400  52.600  4.715  0.655  100000
-1998.183     28   -5.273  -7.354  -3.626  156.209  140.000  41.400  52.600  4.715  0.655  100000
-1998.183     28   -5.273  -7.354  -3.626  156.209  140.000  41.400  52.600  4.715  0.655  100000
-1506.689     23   -6.328  -8.390  -3.649  218.823  140.000  41.400  52.600  4.715  0.655  100000
-1506.689     23   -6.328  -8.390  -3.649  218.823  140.000  41.400  52.600  4.715  0.655  100000
-918.036     26   -7.383  -9.440  -3.666  305.169  140.000  41.400  52.600  4.715  0.655  100000
-918.036     26   -7.383  -9.440  -3.666  305.169  140.000  41.400  52.600  4.715  0.655  100000
-331.668     29   -8.438  -10.492  -3.679  354.760  140.000  41.400  52.600  4.715  0.655  100000
-331.668     29   -8.438  -10.492  -3.679  354.760  140.000  41.400  52.600  4.715  0.655  100000
163.944     24   -9.316  -11.505  -3.738  371.039  140.000  41.400  52.600  4.715  0.655  100000
163.944     24   -9.316  -11.505  -3.738  371.039  140.000  41.400  52.600  4.715  0.655  100000
163.944     24   -9.316  -11.505  -3.738  371.039  140.000  41.400  52.600  4.715  0.655  100000
584.757     36   -10.371  -12.573  -3.790  372.980  140.000  41.400  52.600  4.715  0.655  100000
584.757     36   -10.371  -12.573  -3.790  372.980  140.000  41.400  52.600  4.715  0.655  100000
915.740    158   -11.777  -14.185  -3.907  378.487  140.000  41.400  52.600  4.715  0.655  100000
915.740    158   -11.777  -14.185  -3.907  378.487  140.000  41.400  52.600  4.715  0.655  100000
1364.497    519   -12.656  -15.158  -4.034  452.384  140.000  41.400  52.600  4.715  0.655  100000
1755.796    849   -13.535  -16.157  -4.179  466.301  140.000  41.400  52.600  4.715  0.655  100000
2206.597   1307   -16.699  -19.022  -4.187  501.104  140.000  41.400  52.600  4.715  0.655  100000
2427.135   1651   -16.875  -19.188  -4.189  445.496  140.000  41.400  52.600  4.715  0.655  100000
2589.574   1651   -16.875  -19.188  -4.191  429.837  140.000  41.400  52.600  4.715  0.655  100000
2688.874   2042   -17.051  -19.263  -4.156  403.984  140.000  41.400  52.600  4.715  0.655  100000
2803.582   2301   -17.051  -19.242  -4.120  416.124  140.000  41.400  52.600  4.715  0.655  100000
2875.719   2547   -17.227  -19.128  -3.986  383.456  140.000  41.400  52.600  4.715  0.655  100000
2905.085   2547   -17.227  -19.128  -3.878  376.036  140.000  41.400  52.600  4.715  0.655  100000
2905.085   2547   -17.227  -19.128  -3.878  376.036  140.000  41.400  52.600  4.715  0.655  100000
3029.174   2652   -17.227  -18.901  -3.710  398.195  140.000  41.400  52.600  4.715  0.655  100000
3029.174   2652   -17.227  -18.901  -3.710  398.195  140.000  41.400  52.600  4.715  0.655  100000
3279.102   2633   -16.875  -18.403  -3.521  460.701  140.000  41.400  52.600  4.715  0.655  100000
3279.102   2633   -16.875  -18.403  -3.521  460.701  140.000  41.400  52.600  4.715  0.655  100000
3716.519   1609   -16.172  -17.722  -3.379  566.752  140.000  41.400  52.600  4.715  0.655  100000
3716.519   1609   -16.172  -17.722  -3.379  566.752  140.000  41.400  52.600  4.715  0.655  100000
3998.637   1937   -15.469  -16.959  -3.244  522.913  140.000  41.400  52.600  4.715  0.655  100000
3998.637   1937   -15.469  -16.959  -3.244  522.913  140.000  41.400  52.600  4.715  0.655  100000
4518.530   1141   -14.766  -16.041  -3.058  639.563  140.000  41.400  52.600  4.715  0.655  100000
4518.530   1141   -14.766  -16.041  -3.058  639.563  140.000  41.400  52.600  4.715  0.655  100000
4818.371    684   -13.887  -15.075  -2.877  583.601  140.000  41.400  52.600  4.715  0.655  100000
4818.371    684   -13.887  -15.075  -2.877  583.601  140.000  41.400  52.600  4.715  0.655  100000
5305.686    496   -13.008  -14.084  -2.691  683.355  140.000  41.400  52.600  4.715  0.655  100000
5305.686    496   -13.008  -14.084  -2.691  683.355  140.000  41.400  52.600  4.715  0.655  100000
5719.792    425   -11.953  -13.027  -2.542  690.381  140.000  41.400  52.600  4.715  0.655  100000
5719.792    425   -11.953  -13.027  -2.542  690.381  140.000  41.400  52.600  4.715  0.655  100000
5993.882    452   -11.074  -12.094  -2.404  652.476  140.000  41.400  52.600  4.715  0.655  100000
5993.882    452   -11.074  -12.094  -2.404  652.476  140.000  41.400  52.600  4.715  0.655  100000
6337.244    402   -10.195  -11.095  -2.249  694.973  140.000  41.400  52.600  4.715  0.655  100000
6337.244    402   -10.195  -11.095  -2.249  694.973  140.000  41.400  52.600  4.715  0.655  100000
6337.244    402   -10.195  -11.095  -2.249  694.973  140.000  41.400  52.600  4.715  0.655  100000
6716.967    475   -9.316  -10.078  -2.075  730.655  140.000  41.400  52.600  4.715  0.655  100000
6716.967    475   -9.316  -10.078  -2.075  730.655  140.000  41.400  52.600  4.715  0.655  100000
7017.703    595   -8.262  -8.642  -1.797  703.524  140.000  41.400  52.600  4.715  0.655  100000
7017.703    595   -8.262  -8.642  -1.797  703.524  140.000  41.400  52.600  4.715  0.655  100000
7050.215    724   -7.383  -7.678  -1.543  610.553  140.000  41.400  52.600  4.715  0.655  100000
7050.215    724   -7.383  -7.678  -1.543  610.553  140.000  41.400  52.600  4.715  0.655  100000
7328.834    784   -6.328  -6.685  -1.363  717.819  140.000  41.400  52.600  4.715  0.655  100000
7328.834    784   -6.328  -6.685  -1.363  717.819  140.000  41.400  52.600  4.715  0.655  100000
7363.251    851   -5.449  -5.735  -1.194  614.170  140.000  41.400  52.600  4.715  0.655  100000
7363.251    851   -5.449  -5.735  -1.194  614.170  140.000  41.400  52.600  4.715  0.655  100000
7664.382    831   -4.395  -4.806  -1.104  737.856  140.000  41.400  52.600  4.715  0.655  100000
7664.382    831   -4.395  -4.806  -1.104  737.856  140.000  41.400  52.600  4.715  0.655  100000
8142.930    796   -3.340  -3.824  -1.059  832.301  140.000  41.400  52.600  4.715  0.655  100000
8471.291    712   -2.109  -2.833  -1.110  809.537  140.000  41.400  52.600  4.715  0.655  100000
8516.938    169   3.867  2.749  -1.295  713.956  140.000  41.400  52.600  4.715  0.655  100000
8563.225    141   4.746  3.498  -1.490  699.829  140.000  41.400  52.600  4.715  0.655  100000
8646.692    141   5.625  3.498  -1.966  758.310  140.000  41.400  52.600  4.715  0.655  100000
9008.630     69   5.625  4.216  -2.085  802.514  140.000  41.400  52.600  4.715  0.655  100000
9136.631     40   6.504  4.934  -2.238  769.117  140.000  41.400  52.600  4.715  0.655  100000
9155.504     22   7.383  5.656  -2.418  715.231  140.000  41.400  52.600  4.715  0.655  100000
8740.184     22   7.383  5.656  -2.562  507.380  140.000  41.400  52.600  4.715  0.655  100000
8276.695     18   8.262  6.376  -2.735  450.113  140.000  41.400  52.600  4.715  0.655  100000
8276.695     18   8.262  6.376  -2.735  450.113  140.000  41.400  52.600  4.715  0.655  100000
7784.214     26   8.965  7.097  -2.866  378.636  140.000  41.400  52.600  4.715  0.655  100000
7784.214     26   8.965  7.097  -2.866  378.636  140.000  41.400  52.600  4.715  0.655  100000
7564.540      6   9.844  7.978  -2.971  452.073  140.000  41.400  52.600  4.715  0.655  100000
7564.540      6   9.844  7.978  -2.971  452.073  140.000  41.400  52.600  4.715  0.655  100000
7327.352     11   10.898  9.064  -3.043  415.684  140.000  41.400  52.600  4.715  0.655  100000
7327.352     11   10.898  9.064  -3.043  415.684  140.000  41.400  52.600  4.715  0.655  100000
7029.060      4   11.953  10.076  -3.116  364.352  140.000  41.400  52.600  4.715  0.655  100000
7029.060      4   11.953  10.076  -3.116  364.352  140.000  41.400  52.600  4.715  0.655  100000
6532.223     25   13.008  11.161  -3.163  238.753  140.000  41.400  52.600  4.715  0.655  100000
6532.223     25   13.008  11.161  -3.163  238.753  140.000  41.400  52.600  4.715  0.655  100000
5840.122     18   14.062  12.172  -3.217  105.452  140.000  41.400  52.600  4.715  0.655  100000
5840.122     18   14.062  12.172  -3.217  105.452  140.000  41.400  52.600  4.715  0.655  100000
5197.339     30   15.117  13.233  -3.258  58.622  140.000  41.400  52.600  4.715  0.655  100000
5197.339     30   15.117  13.233  -3.258  58.622  140.000  41.400  52.600  4.715  0.655  100000
4811.500     30   16.172  14.282  -3.292  114.092  140.000  41.400  52.600  4.715  0.655  100000
4811.500     30   16.172  14.282  -3.292  114.092  140.000  41.400  52.600  4.715  0.655  100000
4359.777     38   17.227  15.353  -3.314  46.243  140.000  41.400  52.600  4.715  0.655  100000
4359.777     38   17.227  15.353  -3.314  46.243  140.000  41.400  52.600  4.715  0.655  100000
3724.121     28   18.281  16.400  -3.334  -78.266  140.000  41.400  52.600  4.715  0.655  100000
3724.121     28   18.281  16.400  -3.334  -78.266  140.000  41.400  52.600  4.715  0.655  100000
3724.121     28   18.281  16.400  -3.334  -78.266  140.000  41.400  52.600  4.715  0.655  100000
2960.510     32   19.512  17.472  -3.408  -186.466  140.000  41.400  52.600  4.715  0.655  100000
2960.510     32   19.512  17.472  -3.408  -186.466  140.000  41.400  52.600  4.715  0.655  100000
2464.552     73   21.270  19.036  -3.538  -131.498  140.000  41.400  52.600  4.715  0.655  100000
2464.552     73   21.270  19.036  -3.538  -131.498  140.000  41.400  52.600  4.715  0.655  100000
2765.646     86   22.500  20.023  -3.730  191.140  140.000  41.400  52.600  4.715  0.655  100000
2765.646     86   22.500  20.023  -3.730  191.140  140.000  41.400  52.600  4.715  0.655  100000
3166.283     86   23.555  21.088  -3.880  256.791  140.000  41.400  52.600  4.715  0.655  100000
3166.283     86   23.555  21.088  -3.880  256.791  140.000  41.400  52.600  4.715  0.655  100000
2942.315     91   24.609  22.123  -4.007  19.941  140.000  41.400  52.600  4.715  0.655  100000
2942.315     91   24.609  22.123  -4.007  19.941  140.000  41.400  52.600  4.715  0.655  100000
2198.659    100   25.664  23.158  -4.116  -228.951  140.000  41.400  52.600  4.715  0.655  100000
874.461     79   26.719  24.197  -4.208  -551.346  140.000  41.400  52.600  4.715  0.655  100000
-98.261      2   30.586  29.051  -3.923  -561.287  140.000  41.400  52.600  4.715  0.655  100000
-885.194     27   31.113  29.754  -3.631  -523.174  140.000  41.400  52.600  4.715  0.655  100000
-1533.284     27   31.816  29.754  -3.653  -483.930  140.000  41.400  52.600  4.715  0.655  100000
-2177.756     -4   31.816  30.477  -3.408  -603.416  140.000  41.400  52.600  4.715  0.655  100000
-3275.213   -999   32.344  31.184  -3.146  -825.876  140.000  41.400  52.600  4.715  0.655  100000
-4379.182  -1805   32.871  31.830  -2.894  -926.130  140.000  41.400  52.600  4.715  0.655  100000
-5112.546  -1805   32.871  31.830  -2.692  -846.193  140.000  41.400  52.600  4.715  0.655  100000
-5112.546  -1805   32.871  31.830  -2.692  -846.193  140.000  41.400  52.600  4.715  0.655  100000
-5404.018  -2819   33.926  32.813  -2.557  -701.707  140.000  41.400  52.600  4.715  0.655  100000
-5404.018  -2819   33.926  32.813  -2.557  -701.707  140.000  41.400  52.600  4.715  0.655  100000
-5404.018  -2819   33.926  32.813  -2.557  -701.707  140.000  41.400  52.600  4.715  0.655  100000
-5130.057  -2872   34.277  33.121  -2.465  -465.509  140.000  41.400  52.600  4.715  0.655  100000
-5130.057  -2872   34.277  33.121  -2.465  -465.509  140.000  41.400  52.600  4.715  0.655  100000
-5041.544  -2871   34.629  33.358  -2.433  -510.080  140.000  41.400  52.600  4.715  0.655  100000
-5041.544  -2871   34.629  33.358  -2.433  -510.080  140.000  41.400  52.600  4.715  0.655  100000
-5305.835  -2885   34.805  33.287  -2.498  -643.253  140.000  41.400  52.600  4.715  0.655  100000
-5305.835  -2885   34.805  33.287  -2.498  -643.253  140.000  41.400  52.600  4.715  0.655  100000
-5642.292  -2876   34.629  32.988  -2.594  -693.271  140.000  41.400  52.600  4.715  0.655  100000
-5642.292  -2876   34.629  32.988  -2.594  -693.271  140.000  41.400  52.600  4.715  0.655  100000
-5630.386  -2706   34.453  32.471  -2.796  -539.989  140.000  41.400  52.600  4.715  0.655  100000
-5630.386  -2706   34.453  32.471  -2.796  -539.989  140.000  41.400  52.600  4.715  0.655  100000
-5309.753  -1391   34.102  31.812  -3.069  -384.477  140.000  41.400  52.600  4.715  0.655  100000
-5309.753  -1391   34.102  31.812  -3.069  -384.477  140.000  41.400  52.600  4.715  0.655  100000
-5175.979  -1085   33.574  31.164  -3.331  -430.230  140.000  41.400  52.600  4.715  0.655  100000
-5175.979  -1085   33.574  31.164  -3.331  -430.230  140.000  41.400  52.600  4.715  0.655  100000
-5306.758  -2297   33.047  30.445  -3.611  -515.628  140.000  41.400  52.600  4.715  0.655  100000
-5306.758  -2297   33.047  30.445  -3.611  -515.628  140.000  41.400  52.600  4.715  0.655  100000
-5849.197  -2028   32.344  29.664  -3.863  -702.975  140.000  41.400  52.600  4.715  0.655  100000
-5849.197  -2028   32.344  29.664  -3.863  -702.975  140.000  41.400  52.600  4.715  0.655  100000
-6149.494  -1452   31.465  28.776  -4.067  -628.616  140.000  41.400  52.600  4.715  0.655  100000
-6149.494  -1452   31.465  28.776  -4.067  -628.616  140.000  41.400  52.600  4.715  0.655  100000
-6355.195  -1223   30.410  27.849  -4.184  -605.765  140.000  41.400  52.600  4.715  0.655  100000
-6355.195  -1223   30.410  27.849  -4.184  -605.765  140.000  41.400  52.600  4.715  0.655  100000
-6833.117  -1062   29.531  26.948  -4.285  -725.727  140.000  41.400  52.600  4.715  0.655  100000
-6833.117  -1062   29.531  26.948  -4.285  -725.727  140.000  41.400  52.600  4.715  0.655  100000
-6833.117  -1062   29.531  26.948  -4.285  -725.727  140.000  41.400  52.600  4.715  0.655  100000
-7105.333   -947   28.477  25.989  -4.332  -669.963  140.000  41.400  52.600  4.715  0.655  100000
-7105.333   -947   28.477  25.989  -4.332  -669.963  140.000  41.400  52.600  4.715  0.655  100000
-7877.668   -824   26.895  24.567  -4.310  -911.686  140.000  41.400  52.600  4.715  0.655  100000
-7877.668   -824   26.895  24.567  -4.310  -911.686  140.000  41.400  52.600  4.715  0.655  100000
-8600.154   -696   25.840  23.603  -4.260  -946.277  140.000  41.400  52.600  4.715  0.655  100000
-8600.154   -696   25.840  23.603  -4.260  -946.277  140.000  41.400  52.600  4.715  0.655  100000
-9155.375   -594   24.609  22.627  -4.127  -938.068  140.000  41.400  52.600  4.715  0.655  100000
-9827.871   -484   23.730  21.666  -4.051  -1017.096  140.000  41.400  52.600  4.715  0.655  100000
-10223.705   -280   18.633  16.741  -3.927  -960.527  140.000  41.400  52.600  4.715  0.655  100000
-10518.676   -270   17.930  16.044  -3.826  -935.271  140.000  41.400  52.600  4.715  0.655  100000
-10571.076   -270   17.930  16.044  -3.745  -846.734  140.000  41.400  52.600  4.715  0.655  100000
-10677.834   -249   17.227  15.306  -3.693  -867.610  140.000  41.400  52.600  4.715  0.655  100000
-10518.929   -187   16.348  14.602  -3.588  -762.670  140.000  41.400  52.600  4.715  0.655  100000
-10261.466   -176   15.645  13.898  -3.504  -689.637  140.000  41.400  52.600  4.715  0.655  100000
-9806.959   -176   15.645  13.898  -3.437  -573.871  140.000  41.400  52.600  4.715  0.655  100000
-9806.959   -176   15.645  13.898  -3.437  -573.871  140.000  41.400  52.600  4.715  0.655  100000
-9219.448   -135   14.941  13.190  -3.385  -466.047  140.000  41.400  52.600  4.715  0.655  100000
-9219.448   -135   14.941  13.190  -3.385  -466.047  140.000  41.400  52.600  4.715  0.655  100000
-8534.431    -67   13.887  12.154  -3.337  -365.021  140.000  41.400  52.600  4.715  0.655  100000
-8534.431    -67   13.887  12.154  -3.337  -365.021  140.000  41.400  52.600  4.715  0.655  100000
-7938.083    -27   12.832  11.150  -3.280  -339.942  140.000  41.400  52.600  4.715  0.655  100000
-7938.083    -27   12.832  11.150  -3.280  -339.942  140.000  41.400  52.600  4.715  0.655  100000
-7419.683     -2   11.777  10.090  -3.236  -314.448  140.000  41.400  52.600  4.715  0.655  100000
-7419.683     -2   11.777  10.090  -3.236  -314.448  140.000  41.400  52.600  4.715  0.655  100000
-6868.269     21   10.723  8.985  -3.220  -246.123  140.000  41.400  52.600  4.715  0.655  100000
-6868.269     21   10.723  8.985  -3.220  -246.123  140.000  41.400  52.600  4.715  0.655  100000
-6346.839     13   9.668  7.961  -3.196  -210.088  140.000  41.400  52.600  4.715  0.655  100000
-6346.839     13   9.668  7.961  -3.196  -210.088  140.000  41.400  52.600  4.715  0.655  100000
-5764.088     29   8.613  6.879  -3.186  -128.309  140.000  41.400  52.600  4.715  0.655  100000
-5764.088     29   8.613  6.879  -3.186  -128.309  140.000  41.400  52.600  4.715  0.655  100000
-5352.913     26   7.559  5.841  -3.172  -152.763  140.000  41.400  52.600  4.715  0.655  100000
-5352.913     26   7.559  5.841  -3.172  -152.763  140.000  41.400  52.600  4.715  0.655  100000
-4954.614     38   6.504  4.817  -3.150  -119.992  140.000  41.400  52.600  4.715  0.655  100000
-4954.614     38   6.504  4.817  -3.150  -119.992  140.000  41.400  52.600  4.715  0.655  100000
-4954.614     38   6.504  4.817  -3.150  -119.992  140.000  41.400  52.600  4.715  0.655  100000
-4646.591     18   5.449  3.737  -3.142  -120.084  140.000  41.400  52.600  4.715  0.655  100000
-4646.591     18   5.449  3.737  -3.142  -120.084  140.000  41.400  52.600  4.715  0.655  100000
-4260.054     26   4.043  2.188  -3.187  -49.205  140.000  41.400  52.600  4.715  0.655  100000
-4260.054     26   4.043  2.188  -3.187  -49.205  140.000  41.400  52.600  4.715  0.655  100000
-3814.081     19   2.813  1.072  -3.181  0.898  140.000  41.400  52.600  4.715  0.655  100000
-3814.081     19   2.813  1.072  -3.181  0.898  140.000  41.400  52.600  4.715  0.655  100000
-3399.116     24   1.934  0.087  -3.216  39.828  140.000  41.400  52.600  4.715  0.655  100000
-3272.875     14   0.879  -0.962  -3.241  -59.654  140.000  41.400  52.600  4.715  0.655  100000
-2925.301     -3   0.176  -1.696  -3.272  54.837  140.000  41.400  52.600  4.715  0.655  100000
-2925.301     -3   0.176  -1.696  -3.272  54.837  140.000  41.400  52.600  4.715  0.655  100000
-2630.202     17   -0.527  -2.418  -3.304  60.773  140.000  41.400  52.600  4.715  0.655  100000
-2630.202     17   -0.527  -2.418  -3.304  60.773  140.000  41.400  52.600  4.715  0.655  100000
-2080.924     13   -1.230  -3.139  -3.337  201.170  140.000  41.400  52.600  4.715  0.655  100000
-1406.314     -3   -2.285  -4.109  -3.332  300.051  140.000  41.400  52.600  4.715  0.655  100000
-744.662     33   -7.910  -9.399  -3.205  338.290  140.000  41.400  52.600  4.715  0.655  100000
-335.939     18   -8.613  -10.107  -3.106  296.442  140.000  41.400  52.600  4.715  0.655  100000
-159.123     36   -9.141  -10.832  -3.099  234.307  140.000  41.400  52.600  4.715  0.655  100000
-57.119     36   -9.141  -10.832  -3.093  205.615  140.000  41.400  52.600  4.715  0.655  100000
46.485     28   -9.844  -11.555  -3.095  215.089  140.000  41.400  52.600  4.715  0.655  100000
314.188     39   -10.547  -12.278  -3.105  294.582  140.000  41.400  52.600  4.715  0.655  100000
631.751     39   -10.547  -12.278  -3.112  335.815  140.000  41.400  52.600  4.715  0.655  100000
631.751     39   -10.547  -12.278  -3.112  335.815  140.000  41.400  52.600  4.715  0.655  100000
1014.485    361   -11.777  -13.724  -3.197  401.290  140.000  41.400  52.600  4.715  0.655  100000
1014.485    361   -11.777  -13.724  -3.197  401.290  140.000  41.400  52.600  4.715  0.655  100000
1269.810    743   -12.305  -14.426  -3.329  373.459  140.000  41.400  52.600  4.715  0.655  100000
745.592    949   -13.008  -15.142  -3.438  34.701  140.000  41.400  52.600  4.715  0.655  100000
1288.036   1128   -13.535  -15.773  -3.563  471.662  140.000  41.400  52.600  4.715  0.655  100000
1288.036   1128   -13.535  -15.773  -3.563  471.662  140.000  41.400  52.600  4.715  0.655  100000
1600.263    836   -14.062  -16.354  -3.683  407.801  140.000  41.400  52.600  4.715  0.655  100000
1600.263    836   -14.062  -16.354  -3.683  407.801  140.000  41.400  52.600  4.715  0.655  100000
2178.639   1182   -14.590  -16.894  -3.783  548.883  140.000  41.400  52.600  4.715  0.655  100000
2178.639   1182   -14.590  -16.894  -3.783  548.883  140.000  41.400  52.600  4.715  0.655  100000
2572.575   1509   -15.117  -17.515  -3.898  515.492  140.000  41.400  52.600  4.715  0.655  100000
2572.575   1509   -15.117  -17.515  -3.898  515.492  140.000  41.400  52.600  4.715  0.655  100000
2767.199   2033   -15.645  -18.022  -3.982  448.526  140.000  41.400  52.600  4.715  0.655  100000
2767.199   2033   -15.645  -18.022  -3.982  448.526  140.000  41.400  52.600  4.715  0.655  100000
2868.201   2423   -16.172  -18.355  -3.978  406.710  140.000  41.400  52.600  4.715  0.655  100000
2868.201   2423   -16.172  -18.355  -3.978  406.710  140.000  41.400  52.600  4.715  0.655  100000
3199.595   2642   -16.523  -18.463  -3.886  505.472  140.000  41.400  52.600  4.715  0.655  100000
3199.595   2642   -16.523  -18.463  -3.886  505.472  140.000  41.400  52.600  4.715  0.655  100000
3199.595   2642   -16.523  -18.463  -3.886  505.472  140.000  41.400  52.600  4.715  0.655  100000
3596.023   2735   -16.699  -18.322  -3.697  546.406  140.000  41.400  52.600  4.715  0.655  100000
4049.197   2815   -16.172  -17.690  -3.508  604.280  140.000  41.400  52.600  4.715  0.655  100000
4049.197   2815   -16.172  -17.690  -3.508  604.280  140.000  41.400  52.600  4.715  0.655  100000
4049.197   2815   -16.172  -17.690  -3.508  604.280  140.000  41.400  52.600  4.715  0.655  100000
4294.242   1799   -15.820  -17.243  -3.322  538.475  140.000  41.400  52.600  4.715  0.655  100000
4294.242   1799   -15.820  -17.243  -3.322  538.475  140.000  41.400  52.600  4.715  0.655  100000
4589.902   1025   -15.117  -16.368  -3.111  568.912  140.000  41.400  52.600  4.715  0.655  100000
4589.902   1025   -15.117  -16.368  -3.111  568.912  140.000  41.400  52.600  4.715  0.655  100000
4837.078   1821   -14.414  -15.541  -2.897  564.973  140.000  41.400  52.600  4.715  0.655  100000
4837.078   1821   -14.414  -15.541  -2.897  564.973  140.000  41.400  52.600  4.715  0.655  100000
5171.278   1219   -13.535  -14.634  -2.716  620.076  140.000  41.400  52.600  4.715  0.655  100000
5171.278   1219   -13.535  -14.634  -2.716  620.076  140.000  41.400  52.600  4.715  0.655  100000
5777.760    748   -12.656  -13.673  -2.541  760.459  140.000  41.400  52.600  4.715  0.655  100000
6277.289    574   -11.777  -12.727  -2.377  756.795  140.000  41.400  52.600  4.715  0.655  100000
6746.264    849   -7.383  -7.675  -2.006  744.159  140.000  41.400  52.600  4.715  0.655  100000
7207.879    860   -6.680  -7.011  -1.724  804.799  140.000  41.400  52.600  4.715  0.655  100000
7501.201    860   -6.680  -7.011  -1.498  753.260  140.000  41.400  52.600  4.715  0.655  100000
7690.536    885   -5.977  -6.360  -1.337  726.131  140.000  41.400  52.600  4.715  0.655  100000
7853.731    845   -5.273  -5.707  -1.226  720.902  140.000  41.400  52.600  4.715  0.655  100000
8058.531    807   -4.570  -5.048  -1.154  742.838  140.000  41.400  52.600  4.715  0.655  100000
8663.454    807   -4.570  -5.048  -1.096  927.710  140.000  41.400  52.600  4.715  0.655  100000
9140.960    723   -3.691  -4.370  -1.124  925.016  140.000  41.400  52.600  4.715  0.655  100000
9140.960    723   -3.691  -4.370  -1.124  925.016  140.000  41.400  52.600  4.715  0.655  100000
9140.960    723   -3.691  -4.370  -1.124  925.016  140.000  41.400  52.600  4.715  0.655  100000
9499.469    712   -2.988  -3.704  -1.159  896.556  140.000  41.400  52.600  4.715  0.655  100000
8381.711    560   -1.582  -2.434  -1.237  260.271  140.000  41.400  52.600  4.715  0.655  100000
8679.464    433   -0.879  -1.735  -1.300  784.759  140.000  41.400  52.600  4.715  0.655  100000
