SetPt[mA]  I_m[mA] theta_l[deg]  theta_c[deg]  T_sea[N.m]  T_acc[N.m]  acc_hum[rad/s2]  acc_exo[rad/s2]  vel_hum[rad/s]  vel_exo[rad/s]
-2332.439   -425   51.680  53.440  3.196  -189.591  -2.078  0.522  -0.455  -0.483
-2332.439   -425   51.680  53.440  3.196  -189.591  -2.078  0.522  -0.455  -0.483
-2373.696  -1067   51.152  52.853  3.086  -148.477  -1.740  0.182  -0.468  -0.479
-2373.696  -1067   51.152  52.853  3.086  -148.477  -1.740  0.182  -0.468  -0.479
-1905.073  -1058   50.625  52.229  2.911  26.402  -0.006  -0.613  -0.475  -0.480
-1905.073  -1058   50.625  52.229  2.911  26.402  -0.006  -0.613  -0.475  -0.480
-1559.829   -724   49.746  51.359  2.927  -15.013  0.041  0.427  -0.477  -0.479
-1559.829   -724   49.746  51.359  2.927  -15.013  0.041  0.427  -0.477  -0.479
-984.227   -453   48.867  50.395  2.773  158.261  1.414  -0.985  -0.470  -0.483
-984.227   -453   48.867  50.395  2.773  158.261  1.414  -0.985  -0.470  -0.483
-1328.263   -379   47.988  49.404  2.571  -186.565  -1.786  0.971  -0.474  -0.482
-911.117   -334   46.934  48.398  2.659  49.801  0.727  0.219  -0.474  -0.479
-911.117   -334   46.934  48.398  2.659  49.801  0.727  0.219  -0.474  -0.479
-1401.471   -318   46.230  47.684  2.639  -237.639  -3.592  -1.246  -0.489  -0.483
-1401.471   -318   46.230  47.684  2.639  -237.639  -3.592  -1.246  -0.489  -0.483
-2317.301   -326   45.527  46.901  2.494  -450.878  -6.056  -0.978  -0.525  -0.490
-3046.037   -302   44.648  45.904  2.279  -445.691  -6.603  -2.169  -0.574  -0.504
-4113.854   -424   39.902  40.779  1.592  -567.567  -8.501  -2.965  -0.636  -0.524
-4850.245   -489   39.199  40.097  1.629  -680.386  -10.989  -5.078  -0.714  -0.556
-5508.817   -489   39.199  40.097  1.629  -611.536  -10.723  -6.222  -0.799  -0.600
-5930.872   -512   38.496  39.391  1.624  -587.596  -12.253  -9.674  -0.893  -0.665
-5258.982   -472   37.793  38.721  1.684  -177.154  -9.343  -13.680  -0.978  -0.757
-4352.031   -473   37.090  38.047  1.737  -11.237  -7.590  -14.173  -1.048  -0.867
-4238.761   -473   37.090  38.047  1.737  -246.085  -12.426  -17.740  -1.131  -0.997
-4073.790   -458   36.387  37.375  1.793  -222.923  -11.340  -16.185  -1.221  -1.130
-4073.790   -458   36.387  37.375  1.793  -222.923  -11.340  -16.185  -1.221  -1.130
-4360.809   -464   35.684  36.700  1.845  -379.992  -12.304  -14.329  -1.317  -1.254
-4360.809   -464   35.684  36.700  1.845  -379.992  -12.304  -14.329  -1.317  -1.254
-3570.353   -381   34.805  35.897  1.984  25.681  -5.615  -11.127  -1.386  -1.357
-3570.353   -381   34.805  35.897  1.984  25.681  -5.615  -11.127  -1.386  -1.357
-3713.240   -392   33.926  34.922  1.809  -226.321  -8.349  -10.396  -1.449  -1.445
-3713.240   -392   33.926  34.922  1.809  -226.321  -8.349  -10.396  -1.449  -1.445
-3775.353   -345   32.871  33.919  1.903  -279.813  -7.951  -8.404  -1.511  -1.520
-4487.458   -321   31.816  32.946  2.049  -521.981  -9.002  -4.810  -1.578  -1.572
-4487.458   -321   31.816  32.946  2.049  -521.981  -9.002  -4.810  -1.578  -1.572
-5372.138   -282   31.113  32.229  2.026  -621.126  -11.994  -8.157  -1.662  -1.627
-5372.138   -282   31.113  32.229  2.026  -621.126  -11.994  -8.157  -1.662  -1.627
-5848.313   -240   30.410  31.440  1.870  -519.134  -11.315  -9.270  -1.753  -1.693
-5848.313   -240   30.410  31.440  1.870  -519.134  -11.315  -9.270  -1.753  -1.693
-4758.167   -218   29.355  30.428  1.947  41.262  -4.937  -10.243  -1.817  -1.770
-4758.167   -218   29.355  30.428  1.947  41.262  -4.937  -10.243  -1.817  -1.770
-4989.673   -188   28.301  29.429  2.047  -379.925  -11.152  -12.133  -1.890  -1.860
-4989.673   -188   28.301  29.429  2.047  -379.925  -11.152  -12.133  -1.890  -1.860
-5330.815   -109   27.246  28.390  2.077  -431.351  -11.849  -12.237  -1.976  -1.956
-6176.481    -64   26.016  27.333  2.392  -720.593  -11.406  -4.780  -2.068  -2.022
-5972.224     -7   25.313  26.619  2.372  -266.640  -9.728  -12.113  -2.153  -2.100
-5972.224     -7   25.313  26.619  2.372  -266.640  -9.728  -12.113  -2.153  -2.100
-6111.402     -4   24.434  25.905  2.671  -481.961  -11.325  -10.144  -2.240  -2.181
-6111.402     -4   24.434  25.905  2.671  -481.961  -11.325  -10.144  -2.240  -2.181
-4773.884     16   23.555  25.187  2.962  159.934  -4.234  -11.638  -2.298  -2.270
-4773.884     16   23.555  25.187  2.962  159.934  -4.234  -11.638  -2.298  -2.270
-4087.433     24   22.500  24.209  3.102  23.298  -6.426  -12.524  -2.347  -2.366
-4087.433     24   22.500  24.209  3.102  23.298  -6.426  -12.524  -2.347  -2.366
-3824.481      9   21.445  23.193  3.173  -94.227  -6.187  -9.317  -2.395  -2.452
-3544.576      3   20.391  22.113  3.127  -44.302  -6.018  -10.107  -2.443  -2.533
-3488.803     16   15.293  16.822  2.776  -69.719  -4.708  -7.039  -2.485  -2.600
-3312.668      0   14.590  16.081  2.707  -86.719  -4.114  -5.516  -2.521  -2.651
-3845.986    -10   14.590  15.366  1.408  -118.393  -4.653  -5.780  -2.557  -2.697
-2702.683    -10   13.887  15.366  2.684  -30.653  -2.050  -2.925  -2.582  -2.730
-3054.177      0   13.184  14.655  2.671  -37.596  -2.269  -3.166  -2.601  -2.756
-3069.539     -9   12.480  13.938  2.645  -134.324  -3.007  -2.316  -2.622  -2.777
-2774.956     -9   12.480  13.938  2.645  24.647  -0.799  -1.847  -2.635  -2.794
-2560.532      3   11.777  13.225  2.627  22.312  -0.403  -1.048  -2.642  -2.805
-2390.430    -11   11.074  12.511  2.608  19.922  -0.410  -0.998  -2.645  -2.814
-2390.430    -11   11.074  12.511  2.608  19.922  -0.410  -0.998  -2.645  -2.814
-2489.267      2   10.371  11.797  2.589  -75.701  -1.248  -0.363  -2.652  -2.819
-2489.267      2   10.371  11.797  2.589  -75.701  -1.248  -0.363  -2.652  -2.819
-1882.910      0   9.668  11.082  2.567  203.515  3.659  2.380  -2.639  -2.810
-1073.945     -3   8.789  10.072  2.329  372.525  4.633  0.336  -2.610  -2.802
-172.913      8   8.086  9.396  2.378  405.082  6.870  3.803  -2.563  -2.782
-172.913      8   8.086  9.396  2.378  405.082  6.870  3.803  -2.563  -2.782
728.883      2   7.383  8.681  2.356  523.705  9.479  5.986  -2.498  -2.744
728.883      2   7.383  8.681  2.356  523.705  9.479  5.986  -2.498  -2.744
-22.498    -20   6.680  7.969  2.341  -100.602  3.227  8.668  -2.450  -2.686
-22.498    -20   6.680  7.969  2.341  -100.602  3.227  8.668  -2.450  -2.686
208.830    561   5.801  6.967  2.116  272.022  8.842  10.553  -2.394  -2.610
208.830    561   5.801  6.967  2.116  272.022  8.842  10.553  -2.394  -2.610
319.074     49   4.922  5.948  1.862  219.028  9.231  12.468  -2.326  -2.518
1370.410    189   4.043  4.982  1.705  601.216  9.726  4.600  -2.251  -2.453
1370.410    189   4.043  4.982  1.705  601.216  9.726  4.600  -2.251  -2.453
1431.320    280   3.516  4.271  1.372  314.506  10.148  11.999  -2.171  -2.376
1431.320    280   3.516  4.271  1.372  314.506  10.148  11.999  -2.171  -2.376
1683.963   1142   2.813  3.537  1.316  327.418  10.217  11.821  -2.089  -2.287
1683.963   1142   2.813  3.537  1.316  327.418  10.217  11.821  -2.089  -2.287
515.261   1357   2.109  2.705  1.082  -176.481  4.240  12.206  -2.033  -2.191
515.261   1357   2.109  2.705  1.082  -176.481  4.240  12.206  -2.033  -2.191
836.450   1567   1.406  1.979  1.039  273.170  10.667  13.808  -1.966  -2.086
836.450   1567   1.406  1.979  1.039  273.170  10.667  13.808  -1.966  -2.086
571.450    598   0.879  1.382  0.913  93.668  7.230  11.472  -1.901  -1.987
1607.187    775   0.176  0.807  1.147  529.944  9.255  5.207  -1.832  -1.920
1907.414    616   -0.176  0.447  1.131  388.541  9.400  8.751  -1.759  -1.857
2387.278   1545   -1.406  -0.281  2.042  294.001  7.723  7.802  -1.691  -1.795
2367.140   1784   -1.230  -0.142  1.975  385.060  9.579  9.180  -1.620  -1.728
2966.944   2216   -1.230  0.059  2.340  433.279  10.640  10.056  -1.540  -1.652
3532.491   2216   -1.230  0.059  2.340  594.832  13.377  11.464  -1.444  -1.566
4327.820   2283   -1.055  0.342  2.534  647.995  13.726  10.915  -1.338  -1.477
5021.791   2744   -0.703  0.710  2.564  722.783  15.408  12.367  -1.220  -1.382
5590.356   2744   -0.703  0.710  2.564  703.551  16.042  14.023  -1.095  -1.277
3946.979   2873   -0.352  1.170  2.762  -194.680  6.341  16.538  -1.008  -1.155
3946.979   2873   -0.352  1.170  2.762  -194.680  6.341  16.538  -1.008  -1.155
4020.239   2247   0.176  1.718  2.799  411.335  14.445  17.668  -0.913  -1.020
4140.715   1499   0.879  2.461  2.872  399.439  14.702  18.374  -0.804  -0.875
5726.375   1076   1.406  3.117  3.106  989.514  16.240  7.683  -0.682  -0.775
5726.375   1076   1.406  3.117  3.106  989.514  16.240  7.683  -0.682  -0.775
5523.154    960   2.285  3.761  2.679  499.291  15.921  18.396  -0.554  -0.656
5523.154    960   2.285  3.761  2.679  499.291  15.921  18.396  -0.554  -0.656
3168.526    834   3.164  4.416  2.272  -476.500  0.884  12.704  -0.491  -0.544
3168.526    834   3.164  4.416  2.272  -476.500  0.884  12.704  -0.491  -0.544
2553.123    490   4.043  5.297  2.276  -5.367  3.670  6.991  -0.458  -0.464
2553.123    490   4.043  5.297  2.276  -5.367  3.670  6.991  -0.458  -0.464
10378.796    386   4.570  6.328  3.190  3311.148  27.162  -25.232  -0.330  -0.543
10378.796    386   4.570  6.328  3.190  3311.148  27.162  -25.232  -0.330  -0.543
11483.937    569   4.922  7.280  4.281  1233.012  22.914  14.947  -0.155  -0.543
1974.106    902   5.449  8.258  5.099  -2980.865  -38.562  -2.986  -0.234  -0.541
7617.289   1062   5.977  8.897  5.301  2493.242  38.919  15.741  -0.147  -0.472
7617.289   1062   5.977  8.897  5.301  2493.242  38.919  15.741  -0.147  -0.472
7617.289   1062   5.977  8.897  5.301  2493.242  38.919  15.741  -0.147  -0.472
7266.261   1341   6.504  9.540  5.511  427.827  21.666  31.061  0.017  -0.292
5313.891   1546   7.207  10.443  5.874  -273.570  9.979  25.267  0.150  -0.080
5313.891   1546   7.207  10.443  5.874  -273.570  9.979  25.267  0.150  -0.080
-640.068   1722   7.559  11.053  6.342  -2082.042  -16.868  16.491  0.130  0.094
-640.068   1722   7.559  11.053  6.342  -2082.042  -16.868  16.491  0.130  0.094
-1916.695   1809   8.086  11.716  6.590  -618.882  -2.731  8.988  0.082  0.205
-6871.221   -312   8.438  12.471  7.320  -2336.911  -26.570  3.743  -0.061  0.261
-6871.221   -312   8.438  12.471  7.320  -2336.911  -26.570  3.743  -0.061  0.261
-7262.514  -1498   8.789  12.813  7.305  -685.905  -17.342  -17.180  -0.219  0.201
-203.877  -2592   8.965  12.943  7.222  2254.488  22.477  -10.340  -0.196  0.108
2087.829   -805   8.262  9.959  3.080  1571.666  16.418  -5.678  -0.080  0.035
1246.060   -310   7.910  9.274  2.475  -512.679  -2.871  6.370  -0.024  0.033
269.321   -310   7.910  9.274  2.475  -253.052  -0.730  4.364  -0.012  0.064
-1480.811   1540   7.383  8.602  2.212  -645.135  -9.513  -3.089  -0.056  0.071
-1012.287   1091   7.031  8.031  1.815  102.313  -3.080  -8.293  -0.100  0.033
-59.016   -673   6.855  7.471  1.118  386.601  1.516  -6.200  -0.113  -0.019
1616.812   -673   6.855  7.471  1.118  623.476  4.970  -5.107  -0.092  -0.068
2791.292   -832   6.504  6.865  0.656  713.302  7.635  -2.088  -0.042  -0.099
2302.517    -29   5.977  6.247  0.491  12.528  0.664  1.078  -0.012  -0.104
1911.675   2137   5.273  5.681  0.740  -8.844  -1.666  -2.768  -0.009  -0.115
1911.675   2137   5.273  5.681  0.740  -8.844  -1.666  -2.768  -0.009  -0.115
1357.812   2174   4.922  5.217  0.535  1.893  -1.986  -3.601  -0.021  -0.136
1357.812   2174   4.922  5.217  0.535  1.893  -1.986  -3.601  -0.021  -0.136
1335.582   1856   4.570  4.835  0.480  93.232  -1.207  -4.228  -0.035  -0.166
1335.582   1856   4.570  4.835  0.480  93.232  -1.207  -4.228  -0.035  -0.166
1325.049   1382   4.219  4.493  0.498  112.761  0.695  -1.099  -0.038  -0.186
1325.049   1382   4.219  4.493  0.498  112.761  0.695  -1.099  -0.038  -0.186
1691.710   1292   3.867  4.156  0.524  268.782  2.549  -1.196  -0.027  -0.199
1726.957   1273   3.691  3.923  0.420  182.987  2.264  0.277  -0.009  -0.202
1726.957   1273   3.691  3.923  0.420  182.987  2.264  0.277  -0.009  -0.202
1225.828   1555   3.516  3.843  0.593  -94.613  0.032  2.497  0.000  -0.190
1225.828   1555   3.516  3.843  0.593  -94.613  0.032  2.497  0.000  -0.190
797.957   1639   3.516  3.843  0.595  -44.586  -0.913  -0.430  -0.001  -0.185
797.957   1639   3.516  3.843  0.595  -44.586  -0.913  -0.430  -0.001  -0.185
756.789   1218   3.516  3.949  0.786  22.081  -0.718  -1.603  -0.006  -0.190
756.789   1218   3.516  3.949  0.786  22.081  -0.718  -1.603  -0.006  -0.190
795.351    816   3.516  4.135  1.124  51.857  -0.479  -1.832  -0.012  -0.202
757.360    736   3.516  4.521  1.825  -28.495  -0.463  0.051  -0.016  -0.209
687.986    752   3.691  4.733  1.891  90.108  1.616  1.208  -0.011  -0.206
650.519    752   3.691  4.733  1.891  32.081  0.602  0.649  -0.004  -0.200
650.519    752   3.691  4.733  1.891  32.081  0.602  0.649  -0.004  -0.200
239.709    689   4.043  5.229  2.154  -157.597  -0.383  3.158  -0.003  -0.183
239.709    689   4.043  5.229  2.154  -157.597  -0.383  3.158  -0.003  -0.183
-414.860    619   4.219  5.496  2.317  -248.036  -1.645  2.844  -0.010  -0.161
-829.797    302   4.395  5.763  2.483  -224.455  -0.999  3.459  -0.019  -0.134
-1298.309   -398   5.273  6.562  2.339  -228.135  -1.163  3.190  -0.029  -0.108
-1500.546   -726   5.273  6.514  2.253  -201.156  -0.201  4.317  -0.034  -0.077
-1343.833   -726   5.273  6.514  2.253  -70.824  0.832  3.208  -0.032  -0.048
-1423.774  -1129   5.273  6.432  2.104  -124.582  0.114  3.073  -0.030  -0.022
-1021.947  -1382   5.098  6.299  2.181  10.292  1.474  2.489  -0.022  0.000
-1268.180  -1367   5.098  6.110  1.837  -126.490  0.133  3.109  -0.017  0.023
-862.406  -1367   5.098  6.110  1.837  13.406  1.575  2.564  -0.008  0.045
-780.394  -1089   5.098  5.867  1.396  34.141  1.424  1.795  0.003  0.063
-390.555   -888   4.922  5.585  1.204  71.091  2.029  2.071  0.017  0.079
-390.555   -888   4.922  5.585  1.204  71.091  2.029  2.071  0.017  0.079
-415.524   -772   4.922  5.272  0.635  34.684  0.867  0.738  0.028  0.089
-415.524   -772   4.922  5.272  0.635  34.684  0.867  0.738  0.028  0.089
26.853   -485   4.570  4.933  0.658  81.805  1.416  0.683  0.038  0.096
26.853   -485   4.570  4.933  0.658  81.805  1.416  0.683  0.038  0.096
358.328   -407   4.043  4.433  0.708  141.316  1.136  -1.194  0.048  0.093
285.738    -23   3.516  3.916  0.727  -7.024  -0.032  0.051  0.052  0.090
285.738    -23   3.516  3.916  0.727  -7.024  -0.032  0.051  0.052  0.090
531.932    250   3.340  3.575  0.426  167.398  1.428  -1.220  0.059  0.083
531.932    250   3.340  3.575  0.426  167.398  1.428  -1.220  0.059  0.083
643.038    274   2.813  3.161  0.632  17.341  0.285  0.111  0.064  0.080
643.038    274   2.813  3.161  0.632  17.341  0.285  0.111  0.064  0.080
643.299    488   2.461  2.690  0.416  112.822  0.427  -1.806  0.068  0.072
643.299    488   2.461  2.690  0.416  112.822  0.427  -1.806  0.068  0.072
626.087    599   2.109  2.304  0.353  23.655  -0.591  -1.640  0.067  0.059
626.087    599   2.109  2.304  0.353  23.655  -0.591  -1.640  0.067  0.059
907.710    611   1.758  1.956  0.361  162.606  0.760  -2.291  0.069  0.043
851.843    598   1.406  1.694  0.522  24.898  -0.228  -0.948  0.069  0.031
623.171    804   1.230  1.543  0.567  -17.047  -0.990  -1.398  0.065  0.020
623.171    804   1.230  1.543  0.567  -17.047  -0.990  -1.398  0.065  0.020
666.276    810   1.230  1.440  0.380  97.501  0.533  -1.178  0.064  0.010
666.276    810   1.230  1.440  0.380  97.501  0.533  -1.178  0.064  0.010
562.316    652   1.230  1.371  0.255  10.726  -0.102  -0.357  0.064  0.004
562.316    652   1.230  1.371  0.255  10.726  -0.102  -0.357  0.064  0.004
356.662    637   1.055  1.327  0.493  -86.098  -0.829  0.509  0.061  0.005
356.662    637   1.055  1.327  0.493  -86.098  -0.829  0.509  0.061  0.005
127.380    535   1.055  1.338  0.515  -41.462  -1.014  -0.870  0.054  0.002
110.922    365   1.055  1.383  0.596  -16.054  -0.469  -0.440  0.048  -0.001
-222.433    128   1.230  1.710  0.871  -168.037  -1.497  1.124  0.039  0.002
-78.546    115   1.230  1.755  0.953  49.888  0.334  -0.480  0.036  0.002
-82.088   -131   1.230  1.789  1.015  -22.070  0.172  0.872  0.036  0.006
-39.942   -131   1.230  1.789  1.015  10.399  -0.042  -0.277  0.037  0.007
-258.288    -94   1.230  1.812  1.055  -105.862  -0.939  0.716  0.033  0.010
-158.562    -49   1.230  1.823  1.076  15.698  0.117  -0.115  0.031  0.011
-449.581    -49   1.230  1.823  1.076  -135.722  -1.784  -0.190  0.023  0.011
-521.429   -181   1.230  1.823  1.075  -71.475  -0.848  0.067  0.014  0.010
-516.037   -368   1.230  1.809  1.051  -41.463  -0.417  0.172  0.008  0.011
-516.037   -368   1.230  1.809  1.051  -41.463  -0.417  0.172  0.008  0.011
-636.549   -475   1.230  1.780  0.998  -90.491  -0.785  0.603  0.003  0.014
-636.549   -475   1.230  1.780  0.998  -90.491  -0.785  0.603  0.003  0.014
-500.700   -490   1.230  1.734  0.915  7.606  0.086  -0.035  0.001  0.016
-642.304   -588   1.230  1.629  0.723  -78.927  -0.895  0.118  -0.003  0.017
-438.416   -509   1.230  1.532  0.547  39.773  -0.149  -1.220  -0.006  0.012
-438.416   -509   1.230  1.532  0.547  39.773  -0.149  -1.220  -0.006  0.012
-359.119   -596   1.055  1.414  0.653  -35.430  -1.008  -1.089  -0.012  0.004
-359.119   -596   1.055  1.414  0.653  -35.430  -1.008  -1.089  -0.012  0.004
-557.330   -470   1.055  1.280  0.409  -57.168  -0.342  0.652  -0.016  0.002
-557.330   -470   1.055  1.280  0.409  -57.168  -0.342  0.652  -0.016  0.002
-122.775   -370   0.879  1.082  0.369  109.382  1.008  -0.654  -0.014  -0.000
-122.775   -370   0.879  1.082  0.369  109.382  1.008  -0.654  -0.014  -0.000
-107.246   -516   0.703  0.829  0.228  21.685  0.023  -0.467  -0.011  -0.003
30.171   -160   0.352  0.570  0.397  5.694  -0.008  -0.151  -0.010  -0.006
30.171   -160   0.352  0.570  0.397  5.694  -0.008  -0.151  -0.010  -0.006
1.135   -117   0.176  0.386  0.382  13.896  -0.110  -0.529  -0.010  -0.009
1.135   -117   0.176  0.386  0.382  13.896  -0.110  -0.529  -0.010  -0.009
-140.451     -2   0.000  0.178  0.323  -55.160  -0.926  -0.463  -0.015  -0.012
-170.066     -5   -0.176  -0.069  0.194  -7.937  -0.258  -0.303  -0.019  -0.015
-170.066     -5   -0.176  -0.069  0.194  -7.937  -0.258  -0.303  -0.019  -0.015
61.532   -112   -0.352  -0.238  0.205  67.632  0.781  -0.099  -0.017  -0.017
61.532   -112   -0.352  -0.238  0.205  67.632  0.781  -0.099  -0.017  -0.017
41.989   -155   -0.527  -0.436  0.166  8.679  0.249  0.269  -0.014  -0.017
202.604     30   -0.703  -0.665  0.069  81.180  0.971  -0.045  -0.008  -0.016
71.163     34   -0.879  -0.820  0.106  -51.880  -0.301  0.642  -0.006  -0.013
165.503    190   -1.758  -1.605  0.277  23.298  0.279  -0.006  -0.005  -0.011
-47.861     89   -1.758  -1.616  0.257  -55.056  -0.324  0.666  -0.006  -0.008
-94.718    136   -1.758  -1.616  0.257  -31.013  -0.148  0.434  -0.007  -0.004
267.108    136   -1.758  -1.616  0.257  140.126  1.689  -0.069  -0.001  -0.002
-113.401     16   -1.758  -1.614  0.262  -135.618  -1.471  0.372  -0.003  -0.001
337.228    180   -1.758  -1.612  0.264  174.668  1.847  -0.566  0.003  -0.002
219.992    180   -1.758  -1.612  0.264  -21.058  -0.186  0.149  0.006  -0.003
139.026    -10   -1.758  -1.609  0.270  -17.430  0.108  0.614  0.007  -0.000
274.915    137   -1.758  -1.608  0.272  66.501  0.647  -0.309  0.011  0.000
59.715    145   -1.758  -1.603  0.282  -68.228  -0.722  0.234  0.009  0.001
59.715    145   -1.758  -1.603  0.282  -68.228  -0.722  0.234  0.009  0.001
284.007     85   -1.758  -1.597  0.292  95.088  0.928  -0.439  0.012  -0.001
189.616    136   -1.758  -1.591  0.302  -17.429  0.052  0.516  0.014  0.001
189.616    136   -1.758  -1.591  0.302  -17.429  0.052  0.516  0.014  0.001
95.010    224   -1.758  -1.581  0.320  -26.201  -0.682  -0.654  0.012  -0.001
95.010    224   -1.758  -1.581  0.320  -26.201  -0.682  -0.654  0.012  -0.001
36.271    180   -1.758  -1.564  0.351  -21.508  0.252  0.980  0.011  0.002
-56.189    102   -1.758  -1.540  0.395  -41.442  -0.172  0.638  0.010  0.007
-56.189    102   -1.758  -1.540  0.395  -41.442  -0.172  0.638  0.010  0.007
-78.259     52   -1.758  -1.523  0.426  -17.592  -0.058  0.295  0.010  0.011
-78.259     52   -1.758  -1.523  0.426  -17.592  -0.058  0.295  0.010  0.011
85.353    -35   -1.758  -1.508  0.454  55.987  0.451  -0.445  0.011  0.010
85.353    -35   -1.758  -1.508  0.454  55.987  0.451  -0.445  0.011  0.010
126.712    -64   -1.758  -1.499  0.469  21.719  -0.153  -0.778  0.012  0.006
126.712    -64   -1.758  -1.499  0.469  21.719  -0.153  -0.778  0.012  0.006
95.969     68   -1.758  -1.499  0.470  -3.764  0.097  0.279  0.012  0.004
95.969     68   -1.758  -1.499  0.470  -3.764  0.097  0.279  0.012  0.004
147.578    118   -1.758  -1.496  0.474  25.503  0.661  0.660  0.016  0.007
147.578    118   -1.758  -1.496  0.474  25.503  0.661  0.660  0.016  0.007
70.717     98   -1.758  -1.493  0.481  -22.105  -0.415  -0.256  0.016  0.008
209.285    142   -1.758  -1.488  0.489  59.181  0.880  0.294  0.019  0.009
50.477     84   -1.758  -1.484  0.497  -51.081  -0.410  0.420  0.019  0.012
50.477     84   -1.758  -1.484  0.497  -51.081  -0.410  0.420  0.019  0.012
271.554    177   -1.758  -1.479  0.505  91.742  0.672  -0.842  0.022  0.010
130.676     88   -1.758  -1.472  0.518  -39.041  -0.562  -0.132  0.021  0.007
159.178    261   -1.582  -1.196  0.701  -9.575  0.265  0.733  0.021  0.009
193.510    163   -1.582  -1.134  0.814  23.929  0.109  -0.331  0.022  0.009
35.354    157   -1.406  -1.071  0.608  -12.763  0.193  0.670  0.023  0.012
89.440    157   -1.406  -1.071  0.608  -2.631  0.087  0.235  0.024  0.015
18.588    183   -1.406  -1.008  0.723  -38.688  0.144  1.165  0.025  0.021
62.626    119   -1.406  -0.942  0.843  7.719  -0.189  -0.528  0.025  0.022
57.492    119   -1.406  -0.942  0.843  7.652  0.034  -0.109  0.025  0.022
-42.540     49   -1.230  -0.879  0.637  -10.330  0.085  0.400  0.025  0.023
-42.540     49   -1.230  -0.879  0.637  -10.330  0.085  0.400  0.025  0.023
90.848     51   -1.230  -0.822  0.741  9.033  0.014  -0.178  0.025  0.023
41.375    -14   -1.230  -0.759  0.855  -19.307  0.049  0.537  0.025  0.025
41.375    -14   -1.230  -0.759  0.855  -19.307  0.049  0.537  0.025  0.025
53.150     69   -1.055  -0.713  0.620  50.383  1.046  0.795  0.030  0.030
53.150     69   -1.055  -0.713  0.620  50.383  1.046  0.795  0.030  0.030
-99.797     51   -1.055  -0.665  0.707  -104.723  -1.058  0.427  0.028  0.034
217.783     58   -1.055  -0.620  0.789  119.201  1.580  0.202  0.033  0.037
217.783     58   -1.055  -0.620  0.789  119.201  1.580  0.202  0.033  0.037
212.502    -56   -1.055  -0.594  0.837  8.821  -0.142  -0.468  0.036  0.036
212.502    -56   -1.055  -0.594  0.837  8.821  -0.142  -0.468  0.036  0.036
139.625    167   -1.055  -0.572  0.876  -22.039  0.085  0.666  0.038  0.038
139.625    167   -1.055  -0.572  0.876  -22.039  0.085  0.666  0.038  0.038
-6.113    206   -0.879  -0.544  0.608  -7.061  0.073  0.295  0.038  0.040
-6.113    206   -0.879  -0.544  0.608  -7.061  0.073  0.295  0.038  0.040
301.089    148   -0.879  -0.515  0.660  83.174  1.031  0.012  0.043  0.042
301.089    148   -0.879  -0.515  0.660  83.174  1.031  0.012  0.043  0.042
243.091     14   -0.879  -0.495  0.697  3.313  0.020  -0.034  0.046  0.042
367.436    266   -0.879  -0.482  0.720  64.137  0.768  -0.030  0.050  0.042
528.281    246   -0.879  -0.467  0.748  87.631  1.096  0.050  0.057  0.042
528.281    246   -0.879  -0.467  0.748  87.631  1.096  0.050  0.057  0.042
597.417    330   -0.879  -0.445  0.787  61.927  0.879  0.246  0.065  0.043
597.417    330   -0.879  -0.445  0.787  61.927  0.879  0.246  0.065  0.043
355.810    466   -0.879  -0.415  0.841  -62.564  0.314  2.051  0.070  0.053
355.810    466   -0.879  -0.415  0.841  -62.564  0.314  2.051  0.070  0.053
897.911    570   -0.703  -0.352  0.638  282.741  3.327  -0.258  0.086  0.057
897.911    570   -0.703  -0.352  0.638  282.741  3.327  -0.258  0.086  0.057
1099.655    368   -0.703  -0.255  0.814  97.705  2.160  1.838  0.105  0.067
945.185    821   -0.527  -0.118  0.742  55.359  0.855  0.382  0.118  0.073
1170.153   1062   0.879  1.509  1.144  83.620  0.961  -0.062  0.126  0.076
1219.406    959   1.055  1.907  1.546  84.068  1.348  0.659  0.136  0.079
602.712   1080   1.582  2.331  1.360  -103.076  -0.882  0.796  0.136  0.084
681.415   1080   1.582  2.331  1.360  40.365  0.624  0.303  0.137  0.088
560.932   1158   1.934  2.798  1.570  -33.884  0.284  1.371  0.139  0.095
425.986    804   2.285  3.299  1.840  -44.878  0.035  1.147  0.141  0.105
339.643    804   2.285  3.299  1.840  7.552  0.340  0.504  0.142  0.111
500.571    596   2.813  3.820  1.828  72.831  1.838  1.799  0.151  0.122
500.571    596   2.813  3.820  1.828  72.831  1.838  1.799  0.151  0.122
133.897    408   3.340  4.354  1.840  -129.221  0.380  3.709  0.158  0.143
133.897    408   3.340  4.354  1.840  -129.221  0.380  3.709  0.158  0.143
232.609    461   3.867  5.020  2.092  -8.179  2.348  4.573  0.172  0.175
232.609    461   3.867  5.020  2.092  -8.179  2.348  4.573  0.172  0.175
-115.871    172   4.746  5.847  1.998  -106.202  1.965  6.079  0.187  0.218
603.357    226   5.449  6.625  2.135  221.999  3.942  2.203  0.212  0.249
1315.595    -33   5.977  7.177  2.179  323.557  6.508  4.673  0.253  0.281
1315.595    -33   5.977  7.177  2.179  323.557  6.508  4.673  0.253  0.281
2276.805    337   6.504  7.713  2.194  470.003  8.686  5.399  0.313  0.320
2276.805    337   6.504  7.713  2.194  470.003  8.686  5.399  0.313  0.320
1826.472   1057   7.031  8.269  2.247  -39.134  3.146  6.768  0.357  0.368
