SetPt[mA]  I_m[mA] theta_l[deg]  theta_c[deg]  T_sea[N.m]  T_acc[N.m]  acc_hum[rad/s2]  acc_exo[rad/s2]  vel_hum[rad/s]  vel_exo[rad/s]
51172.953    -26   0.000  0.000  0.000  8287.217  100.603  -0.106  2.055  -0.008
52392.793    -26   0.000  0.000  0.000  4707.276  56.411  0.638  2.698  -0.006
43511.180    -27   0.000  0.000  0.000  672.534  5.931  -0.379  2.979  -0.006
25696.107    -26   0.000  0.000  0.000  -3715.706  -47.541  0.578  2.834  -0.004
5563.354    -26   0.000  0.000  0.000  -6129.558  -77.036  0.410  2.354  -0.001
-9243.745    -28   0.000  0.000  0.000  -5604.426  -70.489  -0.244  1.768  -0.000
-15895.796    -29   0.000  0.000  0.000  -3483.197  -44.019  -0.284  1.290  -0.002
-16067.105      5   0.000  0.000  0.000  -1376.728  -17.932  -0.424  1.014  -0.005
-11500.486      5   0.000  0.000  0.000  548.597  6.208  0.257  0.952  -0.005
-7196.236     22   0.000  0.000  0.000  817.158  9.074  -0.503  1.003  -0.007
-6011.700     25   0.000  0.000  0.000  -106.532  -1.891  0.331  1.038  -0.007
-6528.638     25   0.000  0.000  0.000  -705.932  -9.185  0.468  1.011  -0.004
-7281.851     25   0.000  0.000  0.000  -845.171  -11.006  0.172  0.940  -0.002
-10245.695     25   0.000  0.000  0.000  -1812.701  -22.493  0.799  0.801  0.003
-14215.250     25   0.000  0.000  0.000  -2467.419  -31.202  -0.681  0.589  0.002
-25523.732     25   0.000  0.000  0.000  -5798.900  -71.399  0.373  0.169  0.003
-40970.637     25   0.000  0.000  0.000  -8422.312  -103.860  -0.778  -0.514  -0.000
-38572.375     24   0.000  0.000  0.000  -2386.580  -28.946  -0.461  -0.998  -0.004
-30837.994     25   0.000  0.000  0.000  -5.530  1.262  0.901  -1.177  -0.002
-19595.109     24   0.000  0.000  0.000  2067.302  26.143  -0.232  -1.088  -0.001
-6590.260     24   0.000  0.000  0.000  3713.390  46.058  -0.538  -0.798  -0.004
1749.755     24   0.000  0.000  0.000  2872.620  35.881  0.248  -0.474  -0.004
5457.645     24   0.000  0.000  0.000  1662.304  20.516  -0.254  -0.230  -0.005
7301.422     24   0.000  0.000  0.000  1203.905  14.912  0.049  -0.069  -0.005
9829.013     -7   0.000  0.000  0.000  1635.405  20.162  0.119  0.077  -0.005
13655.308     -7   0.000  0.000  0.000  2375.043  29.021  -0.107  0.268  -0.005
14806.242    -26   0.000  0.000  0.000  1594.198  19.426  0.191  0.447  -0.004
14076.845    -27   0.000  0.000  0.000  919.806  10.397  -0.975  0.572  -0.008
10616.147    -27   0.000  0.000  0.000  -259.066  -3.345  0.544  0.604  -0.008
4765.173    -27   0.000  0.000  0.000  -1522.455  -18.803  0.639  0.520  -0.005
-64.107    -28   0.000  0.000  0.000  -1585.182  -19.761  0.093  0.374  -0.002
-12.179    -29   0.000  0.000  0.000  15.785  0.184  0.382  0.298  0.000
3079.253    -29   0.000  0.000  0.000  1265.069  14.952  -0.737  0.341  -0.002
6542.578    -27   0.000  0.000  0.000  1670.582  20.761  0.953  0.472  0.001
10571.307    -27   0.000  0.000  0.000  2187.667  26.125  -0.676  0.663  -0.000
13194.403    -28   0.000  0.000  0.000  1942.945  23.530  0.380  0.862  0.000
12819.250    -28   0.000  0.000  0.000  931.766  10.420  -0.637  1.000  -0.002
288.175    -26   0.000  0.000  0.000  -4076.077  -50.725  0.223  0.830  -0.002
-7828.100    -30   0.000  0.000  0.000  -3298.513  -41.359  -0.606  0.517  -0.005
-16210.665    -28   0.000  0.000  0.000  -4075.424  -50.097  0.438  0.129  -0.005
-18161.660    -28   0.000  0.000  0.000  -2131.762  -25.929  0.419  -0.173  -0.002
-13524.604      4   0.000  0.000  0.000  405.466  4.897  -0.555  -0.274  -0.003
-4279.260     20   0.000  0.000  0.000  2673.034  33.159  0.211  -0.138  -0.003
7394.205     23   0.000  0.000  0.000  4427.401  54.436  0.022  0.204  -0.003
7320.115     25   0.000  0.000  0.000  577.410  7.123  0.589  0.428  -0.000
6351.945    -14   0.000  0.000  0.000  205.640  2.028  -0.250  0.517  0.000
10825.261    -14   0.000  0.000  0.000  2353.150  28.904  0.696  0.659  0.003
16180.154    -25   0.000  0.000  0.000  3082.918  36.770  -1.094  0.894  0.000
21465.797    -27   0.000  0.000  0.000  3494.543  42.187  -0.034  1.202  -0.002
23746.252    -25   0.000  0.000  0.000  2698.936  32.156  -0.055  1.495  -0.004
25551.846    -25   0.000  0.000  0.000  2691.982  31.947  0.080  1.765  -0.004
28010.801    -26   0.000  0.000  0.000  3108.075  36.748  -0.155  2.044  -0.004
23520.154    -29   0.000  0.000  0.000  464.759  4.357  0.399  2.192  -0.003
14186.908    -29   0.000  0.000  0.000  -1886.676  -24.975  -0.340  2.126  -0.003
2313.789    -29   0.000  0.000  0.000  -3694.405  -46.634  0.457  1.853  -0.002
-5852.978    -25   0.000  0.000  0.000  -3152.900  -40.155  -0.364  1.517  -0.002
-10992.744    -29   0.000  0.000  0.000  -2585.427  -32.660  0.157  1.210  -0.002
-16671.402    -29   0.000  0.000  0.000  -3228.414  -40.590  -0.271  0.898  -0.003
-24653.732      6   0.000  0.000  0.000  -4638.719  -57.431  0.213  0.505  -0.003
-32191.000     21   0.000  0.000  0.000  -5112.524  -63.246  -0.372  0.036  -0.004
-35923.211     24   0.000  0.000  0.000  -4174.608  -51.177  -0.030  -0.415  -0.005
-35712.813     24   0.000  0.000  0.000  -2867.565  -34.665  0.244  -0.767  -0.005
-31517.484     24   0.000  0.000  0.000  -1218.768  -14.317  0.011  -0.972  -0.004
-24390.723     25   0.000  0.000  0.000  326.650  4.514  -0.456  -1.019  -0.006
-8002.824     25   0.000  0.000  0.000  4703.419  58.960  0.826  -0.754  -0.003
3607.834     25   0.000  0.000  0.000  4095.740  50.514  -0.422  -0.356  -0.003
7640.391     24   0.000  0.000  0.000  1947.509  24.258  0.414  -0.046  -0.002
8730.893     -9   0.000  0.000  0.000  1075.172  12.853  -0.560  0.136  -0.004
12608.935    -23   0.000  0.000  0.000  2304.957  28.848  1.248  0.321  0.001
19362.994    -29   0.000  0.000  0.000  3802.303  45.979  -0.844  0.606  -0.000
20813.584    -28   0.000  0.000  0.000  2186.441  26.081  -0.450  0.868  -0.003
18756.020    -29   0.000  0.000  0.000  869.280  10.049  0.146  1.026  -0.004
14165.908    -29   0.000  0.000  0.000  -336.143  -5.282  -0.692  1.056  -0.008
10957.095    -30   0.000  0.000  0.000  -148.004  -2.787  -0.388  1.035  -0.011
11682.515    -29   0.000  0.000  0.000  1198.899  13.869  -0.228  1.076  -0.014
15623.762    -29   0.000  0.000  0.000  2575.487  30.527  -0.581  1.239  -0.017
20477.070    -28   0.000  0.000  0.000  3272.265  39.622  0.727  1.509  -0.016
24580.814    -28   0.000  0.000  0.000  3364.706  40.154  0.017  1.826  -0.015
25595.457    -28   0.000  0.000  0.000  2437.843  28.219  -0.563  2.101  -0.016
27537.238    -28   0.000  0.000  0.000  2899.987  34.518  0.923  2.370  -0.014
36490.727    -27   0.000  0.000  0.000  5931.159  70.635  -0.825  2.799  -0.015
40230.773    -28   0.000  0.000  0.000  4532.127  53.921  0.786  3.258  -0.013
34683.180    -28   0.000  0.000  0.000  1037.543  10.273  0.061  3.518  -0.011
19253.939    -28   0.000  0.000  0.000  -3464.135  -45.195  -0.058  3.402  -0.011
1538.209    -26   0.000  0.000  0.000  -5669.191  -71.857  0.324  2.967  -0.009
-13542.300    -27   0.000  0.000  0.000  -6046.682  -76.451  -0.361  2.378  -0.010
-20583.473    -27   0.000  0.000  0.000  -3994.923  -51.046  -0.842  1.860  -0.015
-16665.795    -29   0.000  0.000  0.000  -88.286  -1.765  0.952  1.629  -0.013
-9640.607      3   0.000  0.000  0.000  1506.568  17.252  -0.218  1.652  -0.012
-8888.612     21   0.000  0.000  0.000  -484.631  -6.824  0.689  1.679  -0.009
-8537.117     21   0.000  0.000  0.000  -586.649  -8.361  0.132  1.655  -0.007
-4479.259     25   0.000  0.000  0.000  960.081  10.290  -0.607  1.680  -0.008
797.607     24   0.000  0.000  0.000  1792.493  20.883  0.166  1.791  -0.009
14429.606     25   0.000  0.000  0.000  5647.199  67.951  -0.177  2.154  -0.010
33203.199    -28   0.000  0.000  0.000  8873.069  107.289  -0.052  2.833  -0.011
37953.520    -29   0.000  0.000  0.000  4675.293  55.394  0.481  3.441  -0.009
29502.061    -29   0.000  0.000  0.000  -338.763  -6.826  0.018  3.674  -0.008
7231.676    -31   0.000  0.000  0.000  -6691.673  -84.543  0.668  3.343  -0.004
-19410.719    -29   0.000  0.000  0.000  -10312.449  -129.056  -0.214  2.527  -0.003
-39621.285    -28   0.176  0.000  -0.319  -9817.818  -121.794  0.621  1.537  -0.000
-46962.980    -28   0.176  0.000  -0.319  -6294.662  -78.592  -0.909  0.712  -0.003
-57810.801     11   0.000  0.000  0.000  -8344.997  -102.528  0.519  -0.081  -0.003
-68504.109     22   0.000  0.000  0.000  -9098.049  -111.839  -0.668  -0.923  -0.005
-66284.992     22   0.176  0.000  -0.319  -4681.073  -56.271  0.569  -1.560  -0.004
-58812.316     24   0.176  0.000  -0.319  -2422.459  -28.548  -0.159  -1.937  -0.004
-50677.227     24   0.176  0.000  -0.319  -1494.435  -17.083  -0.376  -2.136  -0.005
-39767.473     24   0.176  0.000  -0.319  300.940  5.282  0.017  -2.171  -0.006
-22107.756     24   0.176  0.000  -0.319  3961.453  50.243  0.034  -1.938  -0.006
-4980.959     24   0.176  0.000  -0.319  5195.181  65.274  0.298  -1.498  -0.005
6507.315     24   0.176  0.000  -0.319  4295.285  53.584  -0.185  -1.027  -0.005
13202.304     21   0.176  0.000  -0.319  3277.686  40.710  -0.264  -0.629  -0.006
18324.238     21   0.176  0.000  -0.319  3184.191  39.399  -0.102  -0.290  -0.008
21012.313    -15   0.176  0.000  -0.319  2608.755  32.276  0.227  -0.006  -0.007
18246.039    -26   0.176  0.000  -0.319  596.707  7.358  0.209  0.146  -0.006
11593.308    -27   0.176  0.000  -0.319  -1221.627  -15.293  -0.264  0.124  -0.006
4325.706    -27   0.176  0.000  -0.319  -2020.775  -24.683  0.394  -0.026  -0.005
207.598    -28   0.176  0.000  -0.319  -1328.863  -16.228  0.037  -0.187  -0.004
2113.979    -30   0.176  0.000  -0.319  799.490  9.599  -0.767  -0.221  -0.007
6477.460    -31   0.176  0.000  -0.319  1961.577  24.519  0.501  -0.106  -0.007
9387.911    -32   0.176  0.000  -0.319  1725.562  21.321  0.192  0.066  -0.005
10697.553    -29   0.176  0.000  -0.319  1309.378  16.098  0.230  0.225  -0.003
9654.672    -29   0.176  0.000  -0.319  453.992  5.368  0.006  0.318  -0.002
8161.252    -31   0.176  0.000  -0.319  183.843  1.957  -0.092  0.357  -0.002
6942.202    -30   0.176  0.000  -0.319  173.403  1.822  -0.083  0.373  -0.003
4777.575    -29   0.176  0.000  -0.319  -314.563  -3.705  0.808  0.360  0.000
3322.795    -29   0.176  0.000  -0.319  -201.742  -2.691  0.070  0.337  0.003
2042.473    -28   0.176  0.000  -0.319  -250.068  -3.230  0.138  0.310  0.004
704.851    -28   0.176  0.000  -0.319  -378.442  -5.104  -0.453  0.276  0.003
-941.249    -28   0.176  0.000  -0.319  -614.713  -7.848  -0.205  0.224  0.001
-2327.178    -29   0.176  0.000  -0.319  -643.403  -8.182  -0.250  0.162  -0.001
-4113.042    -26   0.176  0.000  -0.319  -921.012  -11.518  -0.194  0.081  -0.003
-5550.678      9   0.176  0.000  -0.319  -925.932  -10.975  0.811  -0.007  -0.001
-5267.033      9   0.176  0.000  -0.319  -338.605  -4.560  -0.811  -0.068  -0.002
-3260.232     22   0.176  0.000  -0.319  389.860  4.869  0.029  -0.069  -0.003
-2922.886     24   0.176  0.000  -0.319  -128.608  -1.500  0.075  -0.066  -0.004
-5048.100     25   0.176  0.000  -0.319  -1109.142  -13.487  0.183  -0.122  -0.003
-9680.751     25   0.176  0.000  -0.319  -2310.512  -28.185  0.172  -0.282  -0.001
-14502.754     24   0.176  0.000  -0.319  -2768.328  -34.185  -0.815  -0.522  -0.004
-18210.412     24   0.176  0.000  -0.319  -2709.222  -32.575  0.473  -0.788  -0.004
-18553.971     25   0.176  0.000  -0.319  -1636.160  -19.802  -0.658  -1.000  -0.007
-13867.759     25   0.176  0.000  -0.319  394.485  5.675  0.095  -1.062  -0.008
-6232.587     25   0.176  0.000  -0.319  1987.039  25.280  0.195  -0.953  -0.007
1203.592     24   0.176  0.000  -0.319  2533.307  31.854  0.192  -0.733  -0.006
7977.885     22   0.176  0.000  -0.319  2873.969  35.651  -0.188  -0.457  -0.006
12604.602    -31   0.176  0.000  -0.319  2551.650  31.626  0.085  -0.184  -0.006
14064.453    -31   0.176  0.000  -0.319  1635.953  19.895  -0.459  0.027  -0.007
13512.180    -28   0.176  0.000  -0.319  931.676  11.664  0.565  0.162  -0.006
12295.702    -28   0.176  0.000  -0.319  614.804  7.204  -0.364  0.242  -0.007
9758.290    -28   0.176  0.000  -0.319  -26.143  -0.526  -0.014  0.265  -0.007
8068.196    -29   0.176  0.000  -0.319  111.433  1.672  0.931  0.273  -0.004
7646.528    -29   0.176  0.000  -0.319  492.815  5.290  -1.058  0.297  -0.006
6097.795    -27   0.176  0.000  -0.319  -3.599  -0.313  -0.074  0.309  -0.008
2448.075    -30   0.176  0.000  -0.319  -991.679  -11.962  0.849  0.260  -0.005
-2162.130    -30   0.176  0.000  -0.319  -1684.521  -21.020  -0.290  0.135  -0.005
-5301.687    -30   0.176  0.000  -0.319  -1461.623  -18.038  -0.053  -0.014  -0.005
-4563.728    -32   0.176  0.000  -0.319  -132.422  -1.507  0.115  -0.093  -0.005
444.493      0   0.176  0.000  -0.319  1675.972  21.093  0.781  -0.024  -0.001
6614.205     20   0.176  0.000  -0.319  2563.915  31.198  -0.526  0.171  -0.001
10055.678     20   0.176  0.000  -0.319  1953.864  23.969  0.308  0.386  -0.000
7932.263     -5   0.176  0.000  -0.319  -41.068  -1.022  -0.310  0.484  -0.001
2648.066    -25   0.176  0.000  -0.319  -1509.902  -18.841  0.145  0.424  -0.001
-2361.242    -25   0.176  0.000  -0.319  -1831.657  -22.883  -0.204  0.269  -0.002
-6135.146    -30   0.176  0.000  -0.319  -1738.633  -20.924  1.066  0.090  0.002
-8238.268     -5   0.176  0.000  -0.319  -1364.248  -17.021  -0.482  -0.071  0.003
-7066.413     19   0.176  0.000  -0.319  -196.883  -2.122  0.363  -0.149  0.004
-4441.966     19   0.176  0.000  -0.319  494.442  6.094  -0.201  -0.143  0.004
-3050.862     23   0.176  0.000  -0.319  205.403  2.498  -0.220  -0.115  0.003
-2167.315     25   0.176  0.000  -0.319  111.935  1.451  0.007  -0.091  0.002
-1612.291     25   0.176  0.000  -0.319  50.342  0.507  -0.319  -0.079  0.000
-1219.931     24   0.176  0.000  -0.319  28.574  0.930  0.979  -0.072  0.003
1327.288     25   0.176  0.000  -0.319  943.674  11.409  -0.447  -0.019  0.004
2080.595     24   0.176  0.000  -0.319  418.599  5.070  -0.126  0.035  0.003
1670.539     24   0.176  0.000  -0.319  4.373  -0.085  -0.182  0.059  0.002
2591.970      4   0.176  0.000  -0.319  515.604  6.378  0.166  0.093  0.002
3817.412    -21   0.176  0.000  -0.319  715.763  8.814  0.181  0.148  0.003
4547.788    -21   0.176  0.000  -0.319  614.239  7.169  -0.471  0.209  0.001
3944.162    -27   0.176  0.000  -0.319  128.514  1.031  -0.703  0.242  -0.003
2838.849    -29   0.176  0.000  -0.319  -127.361  -1.264  0.906  0.246  -0.001
596.565    -30   0.176  0.000  -0.319  -682.787  -9.015  -0.841  0.204  -0.003
-2078.852    -30   0.176  0.000  -0.319  -1045.160  -12.704  0.501  0.120  -0.002
-3954.380    -30   0.176  0.000  -0.319  -937.343  -11.681  -0.201  0.024  -0.003
-3743.405     -2   0.176  0.000  -0.319  -237.497  -2.857  0.088  -0.034  -0.002
-3743.405     -2   0.176  0.000  -0.319  -237.497  -2.857  0.088  -0.034  -0.002
-2564.473     20   0.176  0.000  -0.319  176.128  2.228  0.049  -0.045  -0.002
-2103.407     24   0.176  0.000  -0.319  -21.038  -0.067  0.306  -0.041  -0.001
-2103.407     24   0.176  0.000  -0.319  -21.038  -0.067  0.306  -0.041  -0.001
-660.644     24   0.176  0.000  -0.319  419.202  4.934  -0.454  -0.015  -0.002
-660.644     24   0.176  0.000  -0.319  419.202  4.934  -0.454  -0.015  -0.002
-660.644     24   0.176  0.000  -0.319  419.202  4.934  -0.454  -0.015  -0.002
-838.911     25   0.176  0.000  -0.319  -126.216  -1.371  0.340  -0.005  -0.001
-1133.278     24   0.176  0.000  -0.319  -188.295  -2.299  0.023  -0.013  -0.000
301.966     24   0.176  0.000  -0.319  495.522  6.157  0.100  0.006  0.000
301.966     24   0.176  0.000  -0.319  495.522  6.157  0.100  0.006  0.000
2577.815     24   0.176  0.000  -0.319  958.043  11.511  -0.461  0.070  -0.001
2577.815     24   0.176  0.000  -0.319  958.043  11.511  -0.461  0.070  -0.001
2854.535      9   0.176  0.000  -0.319  326.357  4.104  0.323  0.126  -0.001
2854.535      9   0.176  0.000  -0.319  326.357  4.104  0.323  0.126  -0.001
3112.932    -21   0.176  0.000  -0.319  341.581  4.202  0.210  0.168  0.000
3112.932    -21   0.176  0.000  -0.319  341.581  4.202  0.210  0.168  0.000
1396.070    -28   0.176  0.000  -0.319  -444.962  -6.207  -1.133  0.157  -0.004
1396.070    -28   0.176  0.000  -0.319  -444.962  -6.207  -1.133  0.157  -0.004
1544.902    -27   0.176  0.000  -0.319  176.749  2.481  0.777  0.154  -0.003
1730.843    -30   0.176  0.000  -0.319  204.416  2.446  0.087  0.164  -0.002
1688.578    -27   0.176  0.000  -0.319  126.498  1.263  -0.312  0.177  -0.002
4530.236    -28   0.176  0.000  -0.319  1303.285  16.102  0.413  0.253  -0.001
6097.673    -28   0.176  0.000  -0.319  1015.620  12.120  -0.268  0.352  -0.002
5007.740    -26   0.176  0.000  -0.319  56.633  0.294  -0.208  0.403  -0.003
1696.021    -26   0.176  0.000  -0.319  -942.696  -11.844  0.080  0.365  -0.003
-485.703    -27   0.176  0.000  -0.319  -752.337  -9.496  -0.019  0.291  -0.003
-2232.223    -27   0.176  0.000  -0.319  -753.321  -9.622  -0.342  0.208  -0.005
-5253.666    -27   0.176  0.000  -0.319  -1418.923  -17.610  -0.092  0.092  -0.006
-4682.417      0   0.176  0.000  -0.319  -196.440  -2.510  -0.126  0.023  -0.007
-4682.417      0   0.176  0.000  -0.319  -196.440  -2.510  -0.126  0.023  -0.007
-6306.705     20   0.176  0.000  -0.319  -1048.082  -13.079  -0.364  -0.058  -0.009
-6306.705     20   0.176  0.000  -0.319  -1048.082  -13.079  -0.364  -0.058  -0.009
-6374.230     24   0.176  0.000  -0.319  -544.693  -6.425  0.385  -0.124  -0.009
-5552.937     24   0.176  0.000  -0.319  -186.238  -2.176  0.016  -0.161  -0.008
-4470.482     23   0.176  0.000  -0.319  -11.083  -0.545  -0.984  -0.175  -0.012
-4470.482     23   0.176  0.000  -0.319  -11.083  -0.545  -0.984  -0.175  -0.012
-2149.368     24   0.176  0.000  -0.319  584.123  7.736  0.823  -0.144  -0.011
-2149.368     24   0.176  0.000  -0.319  584.123  7.736  0.823  -0.144  -0.011
-1566.503     24   0.176  0.000  -0.319  63.352  1.078  0.408  -0.116  -0.008
-1566.503     24   0.176  0.000  -0.319  63.352  1.078  0.408  -0.116  -0.008
1665.471     24   0.176  0.000  -0.319  1196.296  14.485  -0.531  -0.041  -0.008
1665.471     24   0.176  0.000  -0.319  1196.296  14.485  -0.531  -0.041  -0.008
3962.484     24   0.176  0.000  -0.319  1079.306  13.092  -0.303  0.058  -0.011
4622.677    -16   0.000  0.000  0.000  545.409  6.515  -0.187  0.137  -0.013
4622.677    -16   0.000  0.000  0.000  545.409  6.515  -0.187  0.137  -0.013
4446.684    -28   0.000  0.000  0.000  341.069  4.510  0.839  0.188  -0.010
4446.684    -28   0.000  0.000  0.000  341.069  4.510  0.839  0.188  -0.010
5718.592    -29   0.000  0.000  0.000  877.624  10.508  -0.225  0.252  -0.009
5718.592    -29   0.000  0.000  0.000  877.624  10.508  -0.225  0.252  -0.009
5138.819    -30   0.000  0.000  0.000  233.158  2.821  0.310  0.296  -0.007
5138.819    -30   0.000  0.000  0.000  233.158  2.821  0.310  0.296  -0.007
5970.059    -31   0.000  0.000  0.000  763.256  9.145  -0.008  0.352  -0.007
5970.059    -31   0.000  0.000  0.000  763.256  9.145  -0.008  0.352  -0.007
6171.789    -26   0.000  0.000  0.000  573.589  6.975  0.383  0.411  -0.005
7255.934    -28   0.000  0.000  0.000  951.562  11.369  -0.011  0.487  -0.004
6187.878    -28   0.000  0.000  0.000  159.453  1.669  0.168  0.532  -0.003
2109.764    -28   0.000  0.000  0.000  -1161.287  -14.187  0.891  0.485  0.002
-4425.054    -31   0.000  0.000  0.000  -2501.526  -31.498  -0.823  0.310  0.001
-10921.756    -29   0.000  0.000  0.000  -3023.415  -37.408  -0.202  0.043  -0.002
-14497.107    -29   0.000  0.000  0.000  -2361.697  -28.912  0.078  -0.220  -0.003
-16751.635      5   0.000  0.000  0.000  -2115.336  -25.427  0.600  -0.451  -0.000
-16184.546     21   0.000  0.000  0.000  -1145.623  -13.497  0.341  -0.608  0.003
-14417.067     21   0.000  0.000  0.000  -607.270  -7.140  -0.301  -0.698  0.003
-8805.123     24   0.000  0.000  0.000  1111.892  14.171  -0.031  -0.664  0.003
-8805.123     24   0.000  0.000  0.000  1111.892  14.171  -0.031  -0.664  0.003
-1638.760     24   0.000  0.000  0.000  2209.756  27.588  -0.031  -0.506  0.002
2692.439     25   0.000  0.000  0.000  1638.409  20.360  -0.131  -0.323  0.002
5441.779     24   0.000  0.000  0.000  1346.535  16.985  0.503  -0.161  0.003
5441.779     24   0.000  0.000  0.000  1346.535  16.985  0.503  -0.161  0.003
7452.300    -13   0.000  0.000  0.000  1270.408  15.595  -0.157  -0.023  0.004
7452.300    -13   0.000  0.000  0.000  1270.408  15.595  -0.157  -0.023  0.004
7113.468    -24   0.000  0.000  0.000  474.359  5.417  -0.726  0.059  0.001
7113.468    -24   0.000  0.000  0.000  474.359  5.417  -0.726  0.059  0.001
7695.764    -28   0.000  0.000  0.000  822.919  10.395  0.645  0.131  0.002
7695.764    -28   0.000  0.000  0.000  822.919  10.395  0.645  0.131  0.002
6418.669    -26   0.000  0.000  0.000  110.172  0.972  -0.498  0.167  0.000
2945.418    -27   0.000  0.000  0.000  -894.167  -11.085  0.055  0.128  -0.000
-1741.070    -29   0.000  0.000  0.000  -1676.421  -20.671  -0.005  0.006  -0.000
-1741.070    -29   0.000  0.000  0.000  -1676.421  -20.671  -0.005  0.006  -0.000
-1741.070    -29   0.000  0.000  0.000  -1676.421  -20.671  -0.005  0.006  -0.000
-4112.918    -28   0.000  0.000  0.000  -1114.273  -13.568  0.145  -0.123  0.000
-4112.918    -28   0.000  0.000  0.000  -1114.273  -13.568  0.145  -0.123  0.000
-4754.073     13   0.000  0.000  0.000  -600.670  -7.283  -0.064  -0.215  0.000
-4568.107     24   0.000  0.000  0.000  -314.726  -3.739  -0.098  -0.267  -0.000
-4568.107     24   0.000  0.000  0.000  -314.726  -3.739  -0.098  -0.267  -0.000
-4399.053     25   0.000  0.000  0.000  -305.905  -3.907  -0.656  -0.300  -0.003
-4399.053     25   0.000  0.000  0.000  -305.905  -3.907  -0.656  -0.300  -0.003
-3551.872     24   0.000  0.000  0.000  -14.951  0.314  0.517  -0.310  -0.003
-3622.937     24   0.000  0.000  0.000  -320.954  -3.772  -0.093  -0.327  -0.003
-3622.937     24   0.000  0.000  0.000  -320.954  -3.772  -0.093  -0.327  -0.003
-4490.743     24   0.000  0.000  0.000  -652.426  -8.225  -0.835  -0.372  -0.006
-4860.916     25   0.000  0.000  0.000  -521.035  -5.590  0.993  -0.422  -0.004
-4272.040     24   0.000  0.000  0.000  -158.764  -1.430  0.375  -0.451  -0.000
-1018.713     24   0.000  0.000  0.000  981.076  11.998  -0.728  -0.409  -0.002
3094.629     24   0.000  0.000  0.000  1600.654  19.768  -0.314  -0.290  -0.005
6504.650     24   0.000  0.000  0.000  1650.458  20.752  0.590  -0.132  -0.004
6602.838     24   0.000  0.000  0.000  574.744  7.433  0.625  -0.020  0.000
2553.938     -9   0.000  0.000  0.000  -1115.130  -13.503  0.396  -0.037  0.004
1558.051     -9   0.000  0.000  0.000  -197.873  -2.533  -0.289  -0.079  0.005
-3688.027    -24   0.000  0.000  0.000  -2020.032  -24.648  0.179  -0.210  0.005
-4802.247    -29   0.000  0.000  0.000  -759.576  -9.250  -0.235  -0.326  0.005
-3338.994      3   0.000  0.000  0.000  203.820  2.871  0.172  -0.364  0.005
-3338.994      3   0.000  0.000  0.000  203.820  2.871  0.172  -0.364  0.005
-1759.338     20   0.000  0.000  0.000  372.442  4.419  -0.792  -0.347  0.001
-1759.338     20   0.000  0.000  0.000  372.442  4.419  -0.792  -0.347  0.001
-1268.502     23   0.000  0.000  0.000  56.173  1.037  0.204  -0.326  0.000
-1268.502     23   0.000  0.000  0.000  56.173  1.037  0.204  -0.326  0.000
-2395.987     25   0.000  0.000  0.000  -565.644  -6.911  -0.350  -0.345  -0.001
-2395.987     25   0.000  0.000  0.000  -565.644  -6.911  -0.350  -0.345  -0.001
-4209.211     24   0.000  0.000  0.000  -939.823  -10.839  0.840  -0.408  0.001
-4616.607     24   0.000  0.000  0.000  -513.169  -5.935  0.088  -0.471  0.004
-4616.607     24   0.000  0.000  0.000  -513.169  -5.935  0.088  -0.471  0.004
-2595.637     24   0.000  0.000  0.000  447.451  5.882  0.040  -0.474  0.005
-2595.637     24   0.000  0.000  0.000  447.451  5.882  0.040  -0.474  0.005
1109.217     24   0.000  0.000  0.000  1302.782  16.513  0.310  -0.392  0.007
1109.217     24   0.000  0.000  0.000  1302.782  16.513  0.310  -0.392  0.007
2161.110     25   0.000  0.000  0.000  521.496  6.585  -0.136  -0.311  0.007
2161.110     25   0.000  0.000  0.000  521.496  6.585  -0.136  -0.311  0.007
4651.751     -1   0.000  0.000  0.000  1196.997  14.882  -0.054  -0.209  0.007
4651.751     -1   0.000  0.000  0.000  1196.997  14.882  -0.054  -0.209  0.007
6176.180    -25   0.000  0.000  0.000  1006.085  12.581  0.186  -0.104  0.007
8042.657    -26   0.000  0.000  0.000  1271.481  15.706  0.068  0.012  0.008
10400.256    -30   0.000  0.000  0.000  1625.961  19.989  0.099  0.155  0.009
10400.256    -30   0.000  0.000  0.000  1625.961  19.989  0.099  0.155  0.009
11453.999    -28   0.000  0.000  0.000  1286.375  15.410  -0.450  0.292  0.007
11453.999    -28   0.000  0.000  0.000  1286.375  15.410  -0.450  0.292  0.007
11083.010    -29   0.000  0.000  0.000  790.074  9.107  -0.654  0.392  0.003
10716.663    -28   0.000  0.000  0.000  761.193  9.119  0.143  0.472  0.001
6745.356    -27   0.000  0.000  0.000  -744.688  -9.530  -0.033  0.462  0.001
3305.681    -30   0.000  0.000  0.000  -853.397  -10.955  -0.283  0.394  -0.000
1659.108    -30   0.000  0.000  0.000  -402.605  -4.926  0.513  0.330  0.001
1052.678    -30   0.000  0.000  0.000  -112.135  -1.492  0.191  0.296  0.003
-729.572    -30   0.000  0.000  0.000  -643.812  -7.775  0.631  0.252  0.007
-4848.267    -26   0.000  0.000  0.000  -1746.819  -21.555  0.128  0.136  0.010
-10392.680    -26   0.000  0.000  0.000  -2668.551  -33.289  -0.850  -0.075  0.007
-10392.680    -26   0.000  0.000  0.000  -2668.551  -33.289  -0.850  -0.075  0.007
-15878.030     -3   0.000  0.000  0.000  -3100.699  -37.844  0.218  -0.353  0.006
